id,common name,scientific name
524,Blue Duck,Hymenolaimus malacorhynchos
42,Blue Grosbeak,Passerina caerulea
43,Blue Jay,Cyanocitta cristata
366,Blue Rock-Thrush,Monticola solitarius
610,Blue-Black Grassquit,Volatinia jacarina
611,Blue-Footed Booby,Sula nebouxii
44,Blue-Gray Gnatcatcher,Polioptila caerulea
612,Blue-Grey Tanager,Thraupis episcopus
613,Blue-Headed Parrot,Pionus menstruus
578,Blue-Winged Teal,Spatula discors
45,Blue-Winged Warbler,Vermivora cyanoptera
614,Blue-and-Yellow Macaw,Ara ararauna
46,Bluethroat,Luscinia svecica
276,Blyth's Hornbill,Rhyticeros plicatus
615,Boat-Billed Heron,Cochlearius cochlearius
579,Boat-Tailed Grackle,Quiscalus major
47,Bobolink,Dolichonyx oryzivorus
48,Bonelli's Eagle,Aquila fasciata
367,Brahminy Kite,Haliastur indus
452,Brahminy Starling,Sturnia pagodarum
368,Brambling,Fringilla montifringilla
49,Brant,Branta bernicla
616,Brazilian Merganser,Mergus octosetaceus
617,Brazilian Teal,Amazonetta brasiliensis
50,Brewer's Blackbird,Euphagus cyanocephalus
51,Broad-Winged Hawk,Buteo platypterus
277,Brolga,Antigone rubicunda
52,Bronzed Cowbird,Molothrus aeneus
580,Brown Creeper,Certhia americana
278,Brown Falcon,Falco berigora
53,Brown Pelican,Pelecanus occidentalis
369,Brown Shrike,Lanius cristatus
581,Brown Thrasher,Toxostoma rufum
54,Brown-Headed Cowbird,Molothrus ater
279,Budgerigar,Melopsittacus undulatus
55,Bullfinch,Pyrrhula pyrrhula
56,Burrowing Owl,Athene cunicularia
57,Bushtit,Psaltriparus minimus
582,Cactus Wren,Campylorhynchus brunneicapillus
58,California Condor,Gymnogyps californianus
59,California Quail,Callipepla californica
583,California Scrub-Jay,Aphelocoma californica
60,Canada Goose,Branta canadensis
475,Canada Jay,Perisoreus canadensis
476,Canada Warbler,Cardellina canadensis
61,Canvasback,Aythya valisineria
62,Carolina Chickadee,Poecile carolinensis
63,Carolina Wren,Thryothorus ludovicianus
64,Carrion Crow,Corvus corone
65,Cassin's Finch,Haemorhous cassinii
66,Cassin's Sparrow,Peucaea cassinii
67,Cedar Waxwing,Bombycilla cedrorum
68,Cerulean Warbler,Setophaga cerulea
69,Cetti's Warbler,Cettia cetti
70,Chestnut-Collared Longspur,Calcarius ornatus
71,Chihuahuan Raven,Corvus cryptoleucus
618,Chiloé Wigeon,Mareca sibilatrix
72,Chimney Swift,Chaetura pelagica
453,Chinese Copper Pheasant,Chrysolophus amherstiae
73,Chipping Sparrow,Spizella passerina
74,Clark's Grebe,Aechmophorus clarkii
75,Clark's Nutcracker,Nucifraga columbiana
619,Clay-Colored Thrush,Turdus grayi
76,Coal Tit,Periparus ater
280,Cockatiel,Nymphicus hollandicus
620,Cocoi Heron,Ardea cocoi
77,Common Blackbird,Turdus merula
78,Common Buzzard,Buteo buteo
79,Common Chaffinch,Fringilla coelebs
80,Common Chiffchaff,Phylloscopus collybita
500,Common Crane,Grus grus
81,Common Cuckoo,Cuculus canorus
501,Common Eider,Somateria mollissima
82,Common Goldeneye,Bucephala clangula
83,Common Grackle,Quiscalus quiscula
370,Common Green Magpie,Cissa chinensis
371,Common Iora,Aegithina tiphia
84,Common Kingfisher,Alcedo atthis
85,Common Little Bittern,Ixobrychus minutus
86,Common Loon,Gavia immer
87,Common Merganser,Mergus merganser
88,Common Moorhen,Gallinula chloropus
502,Common Murre,Uria aalge
372,Common Myna,Acridotheres tristis
89,Common Nighthawk,Chordeiles minor
90,Common Nightingale,Luscinia megarhynchos
621,Common Pauraque,Nyctidromus albicollis
503,Common Pheasant,Phasianus colchicus
91,Common Raven,Corvus corax
373,Common Sandpiper,Actitis hypoleucos
504,Common Snipe,Gallinago gallinago
92,Common Starling,Sturnus vulgaris
93,Common Swift,Apus apus
374,Common Tailorbird,Orthotomus sutorius
375,Common Teal,Anas crecca
505,Common Tern,Sterna hirundo
506,Common Wood Pigeon,Columba palumbus
94,Common Yellowthroat,Geothlypis trichas
95,Cooper's Hawk,Accipiter cooperii
376,Coppersmith Barbet,Psilopogon haemacephalus
622,Correndera Pipit,Anthus correndera
96,Corsican Nuthatch,Sitta whiteheadi
281,Count Raggi's Bird-of-Paradise,Paradisaea raggiana
377,Crested Ibis,Nipponia nippon
378,Crested Lark,Galerida cristata
623,Crested Oropendola,Psarocolius decumanus
282,Crested Pigeon,Ocyphaps lophotes
507,Crested Tit,Lophophanes cristatus
283,Crimson Chat,Epthianura tricolor
454,Crimson-Bellied Tragopan,Tragopan temminckii
97,Dark-Eyed Junco,Junco hyemalis
548,Dartford Warbler,Curruca undata
455,Daurian Jackdaw,Coloeus dauuricus
456,Demoiselle Crane,Grus virgo
379,Desert Finch,Rhodospiza obsoleta
380,Desert Wheatear,Oenanthe deserti
98,Dickcissel,Spiza americana
99,Double-Crested Cormorant,Phalacrocorax auritus
477,Dovekie,Alle alle
100,Downy Woodpecker,Picoides pubescens
101,Dunnock,Prunella modularis
102,Eastern Bluebird,Sialia sialis
103,Eastern Imperial Eagle,Aquila heliaca
104,Eastern Kingbird,Tyrannus tyrannus
584,Eastern Meadowlark,Sturnella magna
105,Eastern Phoebe,Sayornis phoebe
284,Eastern Rosella,Platycercus eximius
106,Eastern Screech-Owl,Megascops asio
585,Eastern Whip-Poor-Will,Antrostomus vociferus
