Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,ru
Muscicapa randi,Ashy-breasted Flycatcher,asbfly1,609056554,FALSE,Пепельногрудая мухоловка
Muscicapa segregata,Sumba Brown Flycatcher,subfly2,609218873,FALSE,Сумбанская мухоловка
Muscicapa epulata,Little Grey Flycatcher,ligfly2,437374701,FALSE,Карликовая мухоловка
Muscicapa adusta,African Dusky Flycatcher,afdfly1,468789201,FALSE,Бурая мухоловка
Muscicapa sethsmithi,Yellow-footed Flycatcher,yeffly1,533575181,FALSE,Желтоногая мухоловка
Muscicapa gambagae,Gambaga Flycatcher,gamfly1,297255581,FALSE,Гамбагская мухоловка
Muscicapa striata,Spotted Flycatcher,spofly1,203693551,FALSE,Серая мухоловка
M. s. tyrrhenica,Mediterranean Flycatcher,,,FALSE,
Muscicapa aquatica,Swamp Flycatcher,swafly3,203939851,FALSE,Болотная мухоловка
Muscicapa cassini,Cassin's Flycatcher,casfly1,112511691,FALSE,Водяная мухоловка
Bradornis boehmi,Böhm's Flycatcher,boefly1,278847,FALSE,Пёстрая мухоловка
Bradornis fuliginosus,Sooty Flycatcher,soofly1,1114,FALSE,Шиферногрудая мухоловка
Bradornis ussheri,Ussher's Flycatcher,ussfly1,437478731,FALSE,Ласточковая мухоловка
Bradornis comitatus,Dusky-blue Flycatcher,dubfly2,203937611,FALSE,Тёмно-синяя мухоловка
Bradornis microrhynchus,African Grey Flycatcher,afgfly1,625688304,FALSE,Африканская мухоловка
Bradornis mariquensis,Mariqua Flycatcher,marfly1,609054500,FALSE,Калахарская мухоловка
Agricola pallidus,Pale Flycatcher,palfly2,37903,FALSE,Бледная мухоловка
Agricola infuscatus,Brown Chat-flycatcher,chafly2,626335677,FALSE,Дроздовая мухоловка
Fraseria cinerascens,White-browed Forest-flycatcher,wbffly1,617144045,FALSE,Белобровая мухоловка
Fraseria ocreata,Fraser's Forest-flycatcher,afffly1,203961311,FALSE,Лесная мухоловка
Fraseria plumbea,Grey Tit-flycatcher,grytif1,189137631,FALSE,Свинцовая мухоловка
Fraseria griseigularis,Grey-throated Tit-flycatcher,gyttif1,203911741,FALSE,Серогорлая мухоловка
Fraseria caerulescens,Ashy Flycatcher,ashfly1,22640,FALSE,Пепельная мухоловка
Fraseria tessmanni,Tessmann's Flycatcher,tesfly1,567135541,FALSE,Камерунская мухоловка
Fraseria olivascens,Olivaceous Flycatcher,olifly1,636181357,FALSE,Оливковая мухоловка
Fraseria lendu,Chapin's Flycatcher,chafly1,468479841,FALSE,Лендуйская мухоловка
Humblotia flavirostris,Humblot's Flycatcher,grcfly3,488884871,FALSE,Желтоклювая мухоловка
Melaenornis silens,Fiscal Flycatcher,fisfly1,213386131,FALSE,Сорокопутовая мухоловка
Melaenornis herero,Herero Chat,hercha1,61121,FALSE,Герера
Melaenornis semipartitus,Silverbird,silver1,203915211,FALSE,Серебристая мухоловка
Melaenornis chocolatinus,Abyssinian Slaty-flycatcher,abyslf1,203951691,FALSE,Эфиопская мухоловка
Melaenornis brunneus,Angola Slaty-flycatcher,angslf1,398992841,FALSE,Ангольская мухоловка
Melaenornis fischeri,White-eyed Slaty-flycatcher,wheslf1,631961566,FALSE,Мухоловка-белоглазка
Melaenornis ardesiacus,Yellow-eyed Black-flycatcher,yebfly2,112520161,FALSE,Желтоглазая мухоловка
Melaenornis annamarulae,Nimba Flycatcher,nimfly1,101966,FALSE,Либерийская мухоловка
Melaenornis edolioides,Northern Black-flycatcher,nobfly1,435677121,FALSE,Чёрная мухоловка
Melaenornis pammeliana,Southern Black-flycatcher,sobfly1,625987548,FALSE,
Niltava sundara,Rufous-bellied Niltava,rubnil1,608377031,FALSE,Рыжебрюхая нильтава
Niltava macgrigoriae,Small Niltava,smanil1,317406091,FALSE,Малая нильтава
Niltava sumatrana,Sumatran Niltava,ruvnil1,641809156,FALSE,Суматранская нильтава
Niltava oatesi,Large Vivid Niltava,vivnil2,456044141,FALSE,Нильтава Свайна
Niltava vivida,Small Vivid Niltava,vivnil3,184291691,FALSE,
Niltava davidi,Fujian Niltava,fujnil1,30547831,FALSE,Давидова нильтава
Niltava grandis,Large Niltava,larnil1,335919921,FALSE,Большая нильтава
Cyanoptila cumatilis,Zappey's Flycatcher,zapfly1,457890361,FALSE,Бирюзовая мухоловка
Cyanoptila cyanomelana,Blue-and-white Flycatcher,bawfly2,203936591,FALSE,Синяя/Бирюзовая мухоловка
Eumyias albicaudatus,Nilgiri Flycatcher,nilfly2,90680061,FALSE,Нильгирийская мухоловка
Eumyias ruficrissa,Rufous-vented Flycatcher,,,FALSE,Индиговая мухоловка (ruficrissa/cerviniventris)
Eumyias indigo,Indigo Flycatcher,indfly1,637364522,FALSE,Индиговая мухоловка
Eumyias sordidus,Dull-blue Flycatcher,dubfly3,282092,FALSE,Серосиняя мухоловка
Eumyias thalassinus,Verditer Flycatcher,verfly4,173606741,TRUE,Небесная мухоловка
Eumyias panayensis,Turquoise Flycatcher,islfly1,203999741,FALSE,Лазурная мухоловка
Eumyias additus,Streaky-breasted Jungle-flycatcher,burjuf1,218108861,FALSE,Буруанская мухоловка
Anthipes monileger,White-gorgeted Flycatcher,whgfly1,623219132,FALSE,Белогорлая мухоловка
Anthipes solitaris,Rufous-browed Flycatcher,rubfly3,203918081,FALSE,Рыжебровая мухоловка
Cyornis oscillans,Russet-backed Jungle-flycatcher,,,FALSE,
Cyornis stresemanni,Sumba Jungle-flycatcher,,,FALSE,Флоресская джунглевая мухоловка
Cyornis nicobaricus,Nicobar Jungle-flycatcher,nicjuf1,648039969,FALSE,Никобарская джунглевая мухоловка
Cyornis brunneatus,Brown-chested Jungle-flycatcher,bncjuf1,642052380,FALSE,Белогорлая джунглевая мухоловка
Cyornis olivaceus,Fulvous-chested Jungle-flycatcher,fucjuf1,70241,FALSE,Оливковая джунглевая мухоловка
Cyornis umbratilis,Grey-chested Jungle-flycatcher,gycjuf1,71281,FALSE,Серогрудая джунглевая мухоловка
Cyornis ruficauda,Rufous-tailed Jungle-flycatcher,chtjuf2,632044237,FALSE,
Cyornis colonus,Henna-tailed Jungle-flycatcher,suljuf1,203903021,FALSE,
Cyornis unicolor,Pale Blue-flycatcher,pabfly2,204017671,FALSE,Бледно-голубая нильтава
Cyornis ruckii,Rück's Blue-flycatcher,rubfly1,,FALSE,Синегрудая нильтава
Cyornis herioti,Blue-breasted Blue-flycatcher,bubfly1,196865,FALSE,
Cyornis camarinensis,Rufous-breasted Blue-flycatcher,bubfly2,649740537,FALSE,
Cyornis pallidipes,White-bellied Blue-flycatcher,wbbfly1,442598711,FALSE,Белобрюхая нильтава
Cyornis poliogenys,Pale-chinned Flycatcher,pacblf1,203901361,FALSE,Серощёкая нильтава
Cyornis magnirostris,Large Blue-flycatcher,larblf1,645436810,FALSE,Большеклювая нильтава
Cyornis banyumas,Hill Blue-flycatcher,hibfly3,641432098,FALSE,
Cyornis lemprieri,Palawan Blue-flycatcher,pabfly1,29731041,FALSE,Палаванская нильтава
Cyornis tickelliae,Tickell's Blue-flycatcher,tibfly3,360692751,FALSE,Индийская нильтава
Cyornis sumatrensis,Indochinese Blue-flycatcher,tibfly4,204005431,FALSE,Индокитайская нильтава
Cyornis caerulatus,Large-billed Blue-flycatcher,lobblf1,203962851,FALSE,Ширококлювая нильтава
Cyornis superbus,Bornean Blue-flycatcher,bobfly2,203930311,FALSE,Великолепная нильтава
Cyornis glaucicomans,Chinese Blue-flycatcher,butfly2,30557641,FALSE,Китайская нильтава
Cyornis hainanus,Hainan Blue-flycatcher,habfly1,203490341,FALSE,Хайнаньская нильтава
Cyornis rubeculoides,Blue-throated Blue-flycatcher,butfly1,203964711,FALSE,Синегорлая нильтава
Cyornis turcosus,Malay Blue-flycatcher,mabfly1,203962831,FALSE,Малайская нильтава
Cyornis rufigastra,Mangrove Blue-flycatcher,mabfly2,203893861,FALSE,Мангровая нильтава
Cyornis omissus,Sulawesi Blue-flycatcher,subfly1,203909291,FALSE,Сулавесская нильтава
Cyornis djampeanus,Tanahjampea Blue-flycatcher,,,FALSE,Сулавесская нильтава (djampeanus)
Cyornis hyacinthinus,Timor Blue-flycatcher,,,FALSE,Гиацинтовая нильтава
Cyornis hoevelli,Blue-fronted Blue-flycatcher,,,FALSE,Синелобая нильтава
Cyornis sanfordi,Matinan Blue-flycatcher,,,FALSE,Минахасская нильтава
Cyornis concretus,White-tailed Blue-flycatcher,,,FALSE,Белохвостая нильтава
Xenocopsychus ansorgei,Angola Cave-chat,anccha1,505281811,FALSE,Чекановый пещерник
Dessonornis caffer,Cape Robin-chat,carcha1,11202,FALSE,Капский рыжехвост
Dessonornis mbuluensis,Mbulu Robin-chat,,,FALSE,
Dessonornis macclounii,Rusty-flanked Robin-chat,,,FALSE,
Dessonornis anomalus,Olive-flanked Robin-chat,ofrcha1,101240,FALSE,Тёмный рыжехвост
Dessonornis archeri,Archer's Robin-chat,arrcha1,113930671,FALSE,Рувензорский рыжехвост
Dessonornis humeralis,White-throated Robin-chat,wtrcha1,11234,FALSE,Белогорлый рыжехвост
Erithacus rubecula,European Robin,eurrob1,89108201,TRUE,Зарянка
E. r. superbus,Tenerife Robin,,,FALSE,
Pogonocichla stellata,White-starred Robin,whsrob1,630295820,FALSE,Белозвёздный заряночник
Oreocossypha isabellae,Mountain Robin-chat,morcha1,212670,FALSE,Горный рыжехвост
Cossyphicula roberti,White-bellied Robin-chat,wbrcha1,615091024,FALSE,Белобрюхий рыжехвост
Swynnertonia swynnertoni,Swynnerton's Robin,swyrob1,24850,FALSE,Ошейниковый заряночник
Chamaetylas poliophrys,Red-throated Alethe,retale1,203913131,FALSE,Красногрудый алет
Chamaetylas poliocephala,Brown-chested Alethe,brcale1,276075981,FALSE,Белобровый алет
Chamaetylas fuelleborni,White-chested Alethe,whcale1,49874,FALSE,Белогрудый алет
Chamaetylas choloensis,Thyolo Alethe,choale1,83265,FALSE,Мозамбикский алет
Cossypha cyanocampter,Blue-shouldered Robin-chat,bsrcha1,24632,FALSE,Синеплечий рыжехвост
Cossypha semirufa,Rüppell's Robin-chat,rurcha1,203939991,FALSE,Эфиопский рыжехвост
Cossypha heuglini,White-browed Robin-chat,wbrcha2,203938401,FALSE,Белобровый рыжехвост
Cossypha natalensis,Rufous-capped Robin-chat,rcrcha1,203913101,FALSE,Оранжевый рыжехвост
Cossypha dichroa,Chorister Robin-chat,chrcha1,203935621,FALSE,Двухцветный рыжехвост
Cossypha heinrichi,White-headed Robin-chat,whrcha1,216666181,FALSE,Белоголовый рыжехвост
Cossypha niveicapilla,Snowy-crowned Robin-chat,scrcha1,11243,FALSE,Седоголовый рыжехвост
Cossypha albicapillus,White-crowned Robin-chat,wcrcha1,643444216,FALSE,Белошапочный рыжехвост
Stiphrornis erythrothorax,Orange-breasted Forest-robin,obfrob1,204023021,FALSE,
Stiphrornis xanthogaster,Yellow-breasted Forest-robin,,,FALSE,
Stiphrornis pyrrholaemus,Olive-backed Forest-robin,forrob6,638361959,FALSE,
Cichladusa arquata,Collared Palm-thrush,copthr1,4256,FALSE,Ожереловая пальмара
Cichladusa ruficauda,Rufous-tailed Palm-thrush,rtpthr1,404411811,FALSE,Рыжехвостая пальмара
Cichladusa guttata,Spotted Palm-thrush,spmthr1,46519,FALSE,Дроздовая пальмара
Sheppardia montana,Usambara Akalat,usaaka1,280415,FALSE,Узамбарский заряночник
Sheppardia lowei,Iringa Akalat,iriaka1,101012,FALSE,Уджунгванский заряночник
Sheppardia aurantiithorax,Rubeho Akalat,rubaka1,,FALSE,Рубехский заряночник
Sheppardia gabela,Gabela Akalat,gabaka1,638481754,FALSE,Ангольский заряночник
Sheppardia aequatorialis,Equatorial Akalat,equaka1,625825036,FALSE,Экваториальный заряночник
Sheppardia cyornithopsis,Lowland Akalat,lowaka1,23383,FALSE,Буробокий заряночник
Sheppardia gunningi,East Coast Akalat,eacaka1,123355941,FALSE,Прибрежный заряночник
Sheppardia sharpei,Sharpe's Akalat,shaaka1,49878,FALSE,Танзанийский заряночник
Sheppardia polioptera,Grey-winged Akalat,gywroc1,651838532,FALSE,Серокрылый рыжехвост
Sheppardia poensis,Short-tailed Akalat,shtaka2,24125121,FALSE,Рыжещёкий заряночник
Sheppardia bocagei,Bocage's Akalat,bocaka11,505283501,FALSE,
Heinrichia simplex,Minahasa Shortwing,,,FALSE,Сулавесский короткокрыл (simplex)
Heinrichia calligyna,Great Shortwing,gresho1,650662475,FALSE,Сулавесский короткокрыл
Vauriella gularis,Eyebrowed Jungle-flycatcher,eyjfly1,376130721,FALSE,Кинабальская гилейница
Vauriella albigularis,White-throated Jungle-flycatcher,negjuf1,204000091,FALSE,Негросская гилейница
Vauriella insignis,White-browed Jungle-flycatcher,rufjuf1,,FALSE,Белобровая гилейница
Vauriella goodfellowi,Slaty-backed Jungle-flycatcher,minjuf1,,FALSE,Очковая гилейница
Heteroxenicus stellatus,Gould's Shortwing,gousho1,3602,FALSE,Крапчатый короткокрыл
Brachypteryx hyperythra,Rusty-bellied Shortwing,rubsho1,623028576,FALSE,Рыжебрюхий короткокрыл
Brachypteryx leucophris,Lesser Shortwing,lessho1,203902521,FALSE,Малый короткокрыл
Brachypteryx cruralis,Himalayan Shortwing,whbsho4,69039,FALSE,Гималайский/Китайский короткокрыл
Brachypteryx sinensis,Chinese Shortwing,whbsho5,618762973,FALSE,Китайский короткокрыл
Brachypteryx goodfellowi,Taiwan Shortwing,whbsho6,322375521,FALSE,Тайваньский короткокрыл
Brachypteryx poliogyna,Philippine Shortwing,whbsho7,526851991,FALSE,
Brachypteryx erythrogyna,Bornean Shortwing,whbsho8,282578,FALSE,
Brachypteryx saturata,Sumatran Shortwing,whbsho9,70290,FALSE,
Brachypteryx montana,Javan Shortwing,whbsho10,33551,FALSE,
Brachypteryx floris,Flores Shortwing,whbsho11,203886501,FALSE,
Larvivora ruficeps,Rufous-headed Robin,ruhrob1,239287591,FALSE,Рыжеголовый соловей
Larvivora brunnea,Indian Blue Robin,inbrob1,203942471,FALSE,Индийский соловей
Larvivora cyane,Siberian Blue Robin,sibrob,493591171,FALSE,Синий соловей
Larvivora sibilans,Rufous-tailed Robin,rutrob1,634925549,FALSE,Соловей-свистун
Larvivora akahige,Japanese Robin,japrob2,504530101,FALSE,Японская зарянка
Larvivora tanensis,Izu Robin,japrob3,617106895,FALSE,
Larvivora komadori,Ryukyu Robin,ryurob2,203929431,FALSE,
Larvivora namiyei,Okinawa Robin,ryurob3,203896041,FALSE,
Irania gutturalis,White-throated Robin,whtrob3,86320,FALSE,Соловей-белошейка
Hodgsonius phaenicuroides,White-bellied Redstart,whbred1,460661251,FALSE,Ходсония
Cyanecula svecica,Bluethroat,blueth,203971741,TRUE,Варакушка
C. s. svecica,Red-spotted Bluethroat,,,FALSE,
C. s. cyanecula,White-spotted Bluethroat,,,FALSE,
C. s. luristanica,Caucasian Bluethroat,,,FALSE,
Luscinia luscinia,Thrush Nightingale,thrnig1,140023,FALSE,Обыкновенный соловей
Luscinia megarhynchos,Common Nightingale,comnig1,86190,TRUE,Южный соловей
Calliope pectardens,Firethroat,fireth1,30555371,FALSE,Красногрудый соловей
Calliope obscura,Blackthroat,btbrob1,204009121,FALSE,Чернозобый соловей
Calliope calliope,Siberian Rubythroat,sibrub,123737171,FALSE,Соловей-красношейка
Calliope pectoralis,Himalayan Rubythroat,himrub1,203992381,FALSE,Черногрудая/Тибетская красношейка
Calliope tschebaiewi,Chinese Rubythroat,chirub1,57712981,FALSE,Тибетская красношейка
Myiomela leucura,White-tailed Blue Robin,whtrob2,240259801,FALSE,Белохвостая индига
Myiomela cambodiana,Cambodian Blue Robin,,,FALSE,Белохвостая индига (cambodiana)
Myiomela diana,Sunda Blue Robin,sunrob3,523905251,FALSE,
Myiomela major,Nilgiri Blue Robin,,,FALSE,
Myiomela albiventris,White-bellied Blue Robin,,,FALSE,Белобрюхий шолакили
Tarsiger hyperythrus,Rufous-breasted Bush-robin,rbbrob1,155302051,FALSE,Рыжебрюхая синехвостка
Tarsiger cyanurus,Orange-flanked Bush-robin,refblu1,347975721,FALSE,Синехвостка/Гималайская синехвостка
Tarsiger rufilatus,Himalayan Bush-robin,himblu1,164502,FALSE,Гималайская синехвостка
Tarsiger indicus,White-browed Bush-robin,wbbrob1,11270,FALSE,Белобровая синехвостка
Tarsiger johnstoniae,Collared Bush-robin,cobrob1,620845958,FALSE,Тайваньская синехвостка
Tarsiger chrysaeus,Golden Bush-robin,gobrob1,30554911,FALSE,Золотистая синехвостка
Enicurus scouleri,Little Forktail,litfor1,364797091,FALSE,Белоножка
Enicurus schistaceus,Slaty-backed Forktail,slbfor1,280773,FALSE,Сероспинная вилохвостка
Enicurus velatus,Sunda Forktail,sunfor1,79556,FALSE,Карликовая вилохвостка
Enicurus ruficapillus,Chestnut-naped Forktail,chnfor1,621903099,FALSE,Красношапочная вилохвостка
Enicurus immaculatus,Black-backed Forktail,blbfor1,204004751,FALSE,Черноспинная вилохвостка
Enicurus leschenaulti,White-crowned Forktail,whcfor1,203899911,FALSE,Белошапочная вилохвостка
Enicurus maculatus,Spotted Forktail,spofor1,203914411,FALSE,Пятнистая вилохвостка
Cinclidium frontale,Blue-fronted Robin,blfrob1,639325541,FALSE,Каллене
Myophonus blighi,Sri Lanka Whistling-thrush,ceywht1,177252,FALSE,Ланкийская синяя птица
Myophonus melanurus,Shiny Whistling-thrush,shwthr1,207796761,FALSE,Блестящая синяя птица
Myophonus glaucinus,Javan Whistling-thrush,javwht1,70684,FALSE,Яванская синяя птица
Myophonus castaneus,Sumatran Whistling-thrush,chwwht1,202455441,FALSE,Каштановокрылая синяя птица
Myophonus borneensis,Bornean Whistling-thrush,borwht1,609672243,FALSE,Борнейская синяя птица
Myophonus robinsoni,Malay Whistling-thrush,mawthr2,33416,FALSE,Малайская синяя птица
Myophonus horsfieldii,Malabar Whistling-thrush,mawthr1,364367921,FALSE,Малабарская синяя птица
Myophonus insularis,Taiwan Whistling-thrush,fowthr1,404655721,FALSE,Тайваньская синяя птица
Myophonus caeruleus,Blue Whistling-thrush,blwthr1,172401471,FALSE,Синяя птица
Ficedula zanthopygia,Yellow-rumped Flycatcher,korfly1,628405806,FALSE,Даурская желтоспинная мухоловка
Ficedula elisae,Green-backed Flycatcher,narfly1,594137601,FALSE,Китайская мухоловка
Ficedula narcissina,Narcissus Flycatcher,narfly2,621425763,FALSE,Даурская желтоспинная/Китайская мухоловка
Ficedula owstoni,Ryukyu Flycatcher,narfly3,203895861,FALSE,
Ficedula mugimaki,Mugimaki Flycatcher,mugfly,63503151,FALSE,Таежная мухоловка
Ficedula erithacus,Slaty-backed Flycatcher,slbfly1,384377291,FALSE,Зарянковая мухоловка
Ficedula tricolor,Slaty-blue Flycatcher,slbfly2,69042,FALSE,Трёхцветная мухоловка
Ficedula hyperythra,Snowy-browed Flycatcher,snbfly1,193057671,FALSE,Снежнобровая мухоловка
Ficedula hodgsoni,Pygmy Blue-flaycatcher,pybfly1,579586241,FALSE,Мухоловка-крошка
Ficedula strophiata,Rufous -gorgetted Flycatcher,rugfly1,203931371,FALSE,Рыжезвёздная мухоловка
Ficedula sapphira,Sapphire Flycatcher,sapfly1,629578897,FALSE,Сапфировая мухоловка
Ficedula superciliaris,Ultramarine Flycatcher,ultfly1,612743154,FALSE,Ультрамариновая мухоловка
Ficedula westermanni,Little Pied Flycatcher,lipfly1,583516331,FALSE,Сорочья мухоловка
Ficedula ruficauda,Rusty-tailed Flycatcher,rutfly6,278231571,FALSE,Рыжехвостая мухоловка
Ficedula parva,Red-breasted Flycatcher,rebfly,238755261,FALSE,Малая мухоловка
Ficedula albicilla,Red-throated Flycatcher,taifly1,64398911,FALSE,Восточная малая мухоловка
Ficedula subrubra,Kashmir Flycatcher,kasfly1,168996861,FALSE,Кашмирская мухоловка
Ficedula semitorquata,Semi-collared Flycatcher,semfly1,474190571,FALSE,Полуошейниковая мухоловка
Ficedula hypoleuca,European Pied Flycatcher,eupfly1,619031156,FALSE,Мухоловка-пеструшка/Атласская мухоловка
F. h. speculigera,Atlas Flycatcher,atlfly1,203693231,FALSE,
Ficedula albicollis,Collared Flycatcher,colfly1,634338351,FALSE,Мухоловка-белошейка
Ficedula henrici,Damar Flycatcher,damfly1,203921271,FALSE,Дамарская мухоловка
Ficedula rufigula,Rufous-throated Flycatcher,rutfly5,650612022,FALSE,Рыжегорлая мухоловка
Ficedula buruensis,Cinnamon-chested Flycatcher,cicfly1,629646891,FALSE,Молуккская мухоловка
Ficedula harterti,Sumba Flycatcher,sumfly1,199785361,FALSE,Скромная мухоловка
Ficedula timorensis,Black-banded Flycatcher,blbfly2,168953,FALSE,Тиморская мухоловка
Ficedula basilanica,Little Slaty Flycatcher,lisfly1,623718288,FALSE,Шиферная мухоловка
Ficedula luzoniensis,Thicket Flycatcher,bunfly1,632547186,FALSE,Филиппинская мухоловка
Ficedula crypta,Cryptic Flycatcher,rutfly7,30138341,FALSE,Минданаосская мухоловка
Ficedula bonthaina,Lompobattang Flycatcher,lomfly1,202531181,FALSE,Макасарская мухоловка
Ficedula nigrorufa,Black-and-orange Flycatcher,barfly1,394779941,FALSE,Чёрно-рыжая мухоловка
Ficedula dumetoria,Rufous-chested Flycatcher,rucfly1,589343451,FALSE,Оранжевогрудая мухоловка
Ficedula riedeli,Tanimbar Flycatcher,rucfly3,613339682,FALSE,Танимбарская мухоловка
Ficedula disposita,Furtive Flycatcher,furfly1,609058230,FALSE,Скрытная мухоловка
Ficedula platenae,Palawan Flycatcher,palfly1,29717271,FALSE,Палаванская мухоловка
Phoenicurus alaschanicus,Ala Shan Redstart,alsred1,285239,FALSE,Алашанская горихвостка
Phoenicurus erythronotus,Eversmann's Redstart,rubred2,598195731,FALSE,Красноспинная горихвостка
Phoenicurus frontalis,Blue-fronted Redstart,blfred1,611533059,FALSE,Синелобая горихвостка
Phoenicurus caeruleocephala,Blue-capped Redstart,bucred1,101610171,FALSE,Седоголовая горихвостка
Phoenicurus schisticeps,White-throated Redstart,whtred1,30289391,FALSE,Белозвёздная горихвостка
Phoenicurus leucocephalus,White-capped Water-redstart,whcred1,203949121,FALSE,Водяная горихвостка
Phoenicurus fuliginosus,Plumbeous Water-redstart,plured1,30548281,TRUE,Сизая горихвостка
Phoenicurus bicolor,Luzon Water-redstart,luzred1,203999921,FALSE,Ручьевая горихвостка
Phoenicurus ochruros,Black Redstart,blared1,175467811,TRUE,Черная горихвостка
Phoenicurus phoenicurus,Common Redstart,comred2,100450521,FALSE,Обыкновенная горихвостка
Phoenicurus moussieri,Moussier's Redstart,moured1,203913071,FALSE,Белобровая горихвостка
Phoenicurus auroreus,Daurian Redstart,daured1,240694221,FALSE,Сибирская горихвостка
Phoenicurus erythrogastrus,White-winged Redstart,whwred2,632735202,FALSE,Краснобрюхая горихвостка
Phoenicurus hodgsoni,Hodgson's Redstart,hodred1,624745654,FALSE,Полевая горихвостка
Monticola cinclorhynha,Blue-capped Rock-thrush,bcrthr1,278231661,FALSE,
Monticola rufiventris,Chestnut-bellied Rock-thrush,cbrthr1,325737241,FALSE,Краснобрюхий каменный дрозд
Monticola gularis,White-throated Rock-thrush,wtrthr1,388949351,FALSE,Белогорлый дрозд
Monticola brevipes,Short-toed Rock-thrush,strthr1,277862,FALSE,Короткопалый каменный дрозд
Monticola explorator,Sentinel Rock-thrush,serthr1,244818241,FALSE,Длиннопалый каменный дрозд
Monticola imerina,Littoral Rock-thrush,litrot1,203968881,FALSE,Тусклый каменный дрозд
Monticola erythronotus,Amber Mountain Rock-thrush,ammrot1,,FALSE,
Monticola sharpei,Forest Rock-thrush,forrot2,97923,FALSE,Мадагаскарский каменный дрозд
Monticola saxatilis,Common Rock-thrush,rtrthr1,463207801,FALSE,Пёстрый каменный дрозд
Monticola solitarius,Blue Rock-thrush,burthr,237305941,TRUE,Синий каменный дрозд
Monticola rufocinereus,Little Rock-thrush,lirthr1,615036568,FALSE,Малый каменный дрозд
Monticola semirufus,White-winged Cliff-chat,wwccha1,609066640,FALSE,Белокрылый камнелаз
Monticola angolensis,Miombo Rock-thrush,mirthr1,652821803,FALSE,Ангольский каменный дрозд
Monticola rupestris,Cape Rock-thrush,carthr1,176710261,FALSE,Южноафриканский каменный дрозд
Saxicola jerdoni,Jerdon's Bushchat,jerbus1,203901001,FALSE,Двухцветный чекан
Saxicola ferreus,Grey Bushchat,grybus1,611823824,FALSE,Серый чекан
Saxicola gutturalis,White-bellied Bushchat,timbus1,621141484,FALSE,Тиморский чекан
Saxicola rubetra,Whinchat,whinch1,329245421,FALSE,Луговой чекан
Saxicola macrorhynchus,White-browed Bushchat,whbbus4,203913311,FALSE,Пустынный чекан
Saxicola insignis,Hodgson's Bushchat,whtbus1,486958001,FALSE,Большой чекан
Saxicola caprata,Pied Bushchat,piebus1,633042883,FALSE,Черный чекан
Saxicola leucurus,White-tailed Stonechat,whtsto2,308791721,FALSE,Белохвостый чекан
Saxicola dacotiae,Fuerteventura Stonechat,caisto1,203887131,FALSE,Канарский чекан
Saxicola torquatus,Common Stonechat,afrsto1,611306591,FALSE,Африканский черноголовый чекан
S. t. maurus,Siberian Stonechat,sibsto1,204009511,FALSE,
Saxicola tectes,Reunion Stonechat,reusto1,74654,FALSE,Реюньонский чекан
Campicoloides bifasciatus,Buff-streaked Chat,busbus1,80672,FALSE,Зулусская каменка
Emarginata schlegelii,Karoo Chat,karcha1,203964291,FALSE,Пепельная трактрака
Emarginata sinuata,Sickle-winged Chat,siccha1,176714421,FALSE,Серпокрылая трактрака
Emarginata tractrac,Tractrac Chat,tracha1,277733,FALSE,Намибская трактрака
Pinarochroa sordida,Moorland Chat,moocha1,276124,FALSE,Скромная трактрака
Thamnolaea cinnamomeiventris,Mocking Cliff-chat,moccha1,588184241,FALSE,Рыжебрюхий камнелаз
T. c. coronata,White-crowned Cliff-chat,,,FALSE,
Myrmecocichla nigra,Sooty Chat,soocha1,640132774,FALSE,Чёрная термитница
Myrmecocichla aethiops,Northern Anteater-chat,noacha1,11395,FALSE,Саванная термитница
Myrmecocichla tholloni,Congo Moor-chat,conmoo1,85677,FALSE,Луговая термитница
Myrmecocichla formicivora,Southern Anteater-chat,soacha1,89765041,FALSE,Южная термитница
Myrmecocichla monticola,Mountain Wheatear,mouwhe1,625736369,FALSE,Горная термитница
Myrmecocichla melaena,Rüppell's Chat,ruecha1,100330,FALSE,Эфиопская термитница
Myrmecocichla arnotti,Arnot's Chat,whbcha2,612739598,FALSE,Муравьиный чекан Арнота
Oenanthe oenanthe,Northern Wheatear,norwhe,49594,FALSE,Обыкновенная каменка
O. o. leucorrhoa,Grenland Wheater,,,FALSE,
Oenanthe seebohmi,Black-throated Wheater,norwhe3,586839831,FALSE,
Oenanthe pileata,Capped Wheatear,capwhe1,203938421,FALSE,Черношапочная каменка
Oenanthe frenata,Rusty-breasted Wheatear,rebwhe3,31372321,FALSE,
Oenanthe bottae,Buff-breasted Wheatear,rebwhe2,634395221,FALSE,
Oenanthe heuglini,Heuglin's Wheatear,heuwhe1,652590772,FALSE,Рыжебрюхая каменка
Oenanthe isabellina,Isabelline Wheatear,isawhe1,439850551,FALSE,Каменка-плясунья
Oenanthe monacha,Hooded Wheatear,hoowhe1,633076676,FALSE,Каменка-монашка
Oenanthe deserti,Desert Wheatear,deswhe1,389239931,TRUE,Пустынная каменка
Oenanthe hispanica,Black-eared Wheatear,bkewhe1,62663431,FALSE,Испанская каменка/Черноухая каменка
O. h. hispanica,Western Black-eared Wheatear,bkewhe1,62663431,FALSE,
O. h. melanoleuca,Eastern Black-eared Wheatear,bkewhe2,446589241,FALSE,
Oenanthe cypriaca,Cyprus Wheatear,cypwhe1,203977581,FALSE,Кипрская каменка
