Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,bn,bn_in
Acridotheres tricolor,Grey-backed Myna,,,FALSE,,
Acridotheres tertius,Grey-rumped Myna,,,FALSE,,
Acridotheres fuscus,Jungle Myna,junmyn1,356907991,FALSE,ঝুটি শালিক,ঝুঁটি শালিক
Acridotheres cinereus,Pale-bellied Myna,pabmyn1,,FALSE,,
Acridotheres javanicus,Javan Myna,whvmyn,146532661,FALSE,,
Acridotheres albocinctus,Collared Myna,colmyn1,237302,FALSE,,
Acridotheres grandis,Great Myna,whvmyn1,203914761,FALSE,,বড় ঝুঁটি শালিক
Acridotheres cristatellus,Crested Myna,cremyn,385911801,FALSE,,
Onychognathus tenuirostris,Slender-billed Starling,slbsta1,1580,FALSE,,
Onychognathus nabouroup,Pale-winged Starling,pawsta1,278423,FALSE,,
Onychognathus neumanni,Neumann's Starling,neusta1,598767781,FALSE,,
Onychognathus morio,Red-winged Starling,rewsta1,87731,FALSE,,
Onychognathus fulgidus,Chestnut-winged Starling,chwsta1,636181526,FALSE,,
Onychognathus walleri,Waller's Starling,walsta1,14848,FALSE,,
Onychognathus albirostris,White-billed Starling,whbsta1,100329,FALSE,,
Onychognathus tristramii,Tristram's Starling,trista1,121709731,FALSE,,
Onychognathus salvadorii,Bristle-crowned Starling,brcsta1,28073591,FALSE,,
Onychognathus frater,Socotra Starling,socsta1,,FALSE,,
Onychognathus blythii,Somali Starling,somsta1,638434960,FALSE,,
Saroglossa spiloptera,Spot-winged Starling,spwsta1,284870,FALSE,চিতিপাখ গোশালিক,চিতিপাখ গোশালিক
Neocichla gutturalis,Babbling Starling,babsta1,,FALSE,,
Grafisia torquata,White-collared Starling,whcsta2,,FALSE,,
Speculipastor bicolor,Magpie Starling,magsta1,33653721,FALSE,,
Pholia sharpii,Sharpe's Starling,shasta2,1567,FALSE,,
Poeoptera stuhlmanni,Stuhlmann's Starling,stusta1,22603,FALSE,,
Poeoptera kenricki,Kenrick's Starling,kensta1,407178491,FALSE,,
Poeoptera lugubris,Narrow-tailed Starling,natsta1,1450,FALSE,,
Poeoptera femoralis,Abbott's Starling,abbsta2,619037920,FALSE,,
Lamprotornis hildebrandti,Hildebrandt's Starling,hilsta1,14851,FALSE,,
Lamprotornis shelleyi,Shelley's Starling,shesta1,569510471,FALSE,,
Lamprotornis australis,Burchell's Starling,bugsta1,203935251,FALSE,,
Lamprotornis caudatus,Long-tailed Glossy Starling,ltgsta1,203974471,FALSE,,
Lamprotornis purpuroptera,Rüppell's Starling,ruegls1,14837,FALSE,,
Lamprotornis benguelensis,Benguela Long-tailed Starling,,,FALSE,,
Lamprotornis violacior,Cunene Long-tailed Starling,,,FALSE,,
Lamprotornis mevesii,Meves's Long-tailed Starling,megsta1,14827,FALSE,,
Lamprotornis unicolor,Ashy Starling,ashsta2,23895,FALSE,,
Lamprotornis ornatus,Principe Starling,prgsta1,95204,FALSE,,
Lamprotornis splendidus,Splendid Starling,spgsta1,14843,FALSE,,
Lamprotornis regius,Golden-breasted Starling,gobsta5,33655941,FALSE,,
Lamprotornis superbus,Superb Starling,supsta1,14855,FALSE,,
Lamprotornis pulcher,Chestnut-bellied Starling,chbsta1,138830271,FALSE,,
CINCLIDAE,Dippers,,,FALSE,,
Cinclus cinclus,White-throated Dipper,whtdip1,625994479,TRUE,,
Cinclus pallasii,Brown Dipper,brodip1,470229521,FALSE,ডুবমার,ডুবমার
Lamprotornis bicolor,African Pied Starling,afpsta1,609054123,FALSE,,
Lamprotornis albicapillus,White-crowned Starling,whcsta3,96332,FALSE,,
Lamprotornis fischeri,Fischer's Starling,fissta1,14850,FALSE,,
Lamprotornis acuticaudus,Sharp-tailed Starling,stgsta1,640999180,FALSE,,
Lamprotornis chloropterus,Lesser Blue-eared Starling,lbesta1,618456427,FALSE,,
Lamprotornis purpureus,Purple Starling,pugsta1,287974221,FALSE,,
Lamprotornis chalcurus,Bronze-tailed Starling,btgsta1,646681734,FALSE,,
Lamprotornis nitens,Cape Starling,capgls1,278024,FALSE,,
Lamprotornis chalybaeus,Greater Blue-eared Starling,gbesta1,14820,FALSE,,
Lamprotornis iris,Emerald Starling,emesta1,,FALSE,,
Hartlaubius auratus,Madagascan Starling,madsta1,203970411,FALSE,,
Cinnyricinclus leucogaster,Violet-backed Starling,vibsta2,164116561,FALSE,,
Hylopsar purpureiceps,Purple-headed Starling,phgsta1,329055201,FALSE,,
Hylopsar cupreocauda,Copper-tailed Starling,ctgsta1,434335301,FALSE,,
Notopholia corrusca,Black-bellied Starling,bbgsta1,612186922,FALSE,,
Rhabdornis mystacalis,Stripe-headed Rhabdornis,stsrha2,484030521,FALSE,,
Rhabdornis grandis,Grand Rhabdornis,lobrha1,,FALSE,,
Rhabdornis rabori,Visayan Rhabdornis,visrha1,253006091,FALSE,,
Rhabdornis inornatus,Stripe-breasted Rhabdornis,stbrha1,609070563,FALSE,,
Basilornis celebensis,Sulawesi Myna,sulmyn1,203974981,FALSE,,
Basilornis galeatus,Helmeted Myna,helmyn1,650609348,FALSE,,
Basilornis corythaix,Long-crested Myna,locmyn1,615918963,FALSE,,
Goodfellowia miranda,Apo Myna,apomyn2,203894241,FALSE,,
Streptocitta torquata,Northern White-necked Myna,,,FALSE,,
Streptocitta albicollis,Southern White-necked Myna,whnmyn1,203990141,FALSE,,
Streptocitta albertinae,Bare-eyed Myna,baemyn1,203905461,FALSE,,
Sarcops calvus,Coleto,coleto1,18637,FALSE,,
Mino dumontii,Yellow-faced Myna,yefmyn1,168379,FALSE,,
Mino kreffti,Long-tailed Myna,lotmyn1,203910111,FALSE,,
Mino anais,Golden Myna,golmyn1,65932,FALSE,,
Gracula ptilogenys,Sri Lanka Hill Myna,ceymyn1,625921977,FALSE,,
Gracula indica,Southern Hill Myna,sohmyn1,455113631,FALSE,,
Gracula religiosa,Common Hill Myna,hilmyn,437281591,FALSE,,ময়না
G. r. enganensis,Enggano Hill Myna,,,FALSE,,
Gracula venerata,Tenggara Hill Myna,cohmyn2,609070385,FALSE,,
Gracula robusta,Nias Hill Myna,,,FALSE,,
Ampeliceps coronatus,Golden-crested Myna,gocmyn1,613925613,FALSE,টাকসোনা,টাকসোনা
Enodes erythrophris,Flame-browed Starling,fibmyn1,640483230,FALSE,,
Scissirostrum dubium,Grosbeak Starling,fibmyn2,203909251,FALSE,,
Aplonis metallica,Metallic Starling,metsta1,203907061,FALSE,,
Aplonis mystacea,Yellow-eyed Starling,yeesta1,,FALSE,,
Aplonis cantoroides,Singing Starling,sinsta1,203908301,FALSE,,
Aplonis crassa,Tanimbar Starling,tansta1,629625462,FALSE,,
Aplonis feadensis,Atoll Starling,atosta1,634565969,FALSE,,
Aplonis insularis,Rennell Starling,rensta1,203908191,FALSE,,
Aplonis magna,Long-tailed Starling,lotsta1,203983571,FALSE,,
Aplonis brunneicapillus,White-eyed Starling,whesta2,203932771,FALSE,,
Aplonis grandis,Brown-winged Starling,brwsta1,203968791,FALSE,,
Aplonis dichroa,Makira Starling,sacsta1,118111631,FALSE,,
Aplonis zelandica,Rusty-winged Starling,ruwsta1,369528621,FALSE,,
Aplonis striata,Striated Starling,strsta1,203908071,FALSE,,
Aplonis santovestris,Mountain Starling,mousta1,,FALSE,,
Aplonis panayensis,Asian Glossy Starling,asgsta1,587452921,FALSE,এশীয় তেলশালিক,এশীয় তেলশালিক
Aplonis mysolensis,Moluccan Starling,molsta1,203907041,FALSE,,
Aplonis minor,Short-tailed Starling,shtsta1,475887681,FALSE,,
Aplonis opaca,Micronesian Starling,micsta1,140155,FALSE,,
Aplonis pelzelni,Pohnpei Starling,pohsta1,,FALSE,,
Aplonis tabuensis,Polynesian Starling,polsta1,203906471,FALSE,,
Aplonis atrifusca,Samoan Starling,samsta1,139823,FALSE,,
†Aplonis corvina,Kosrae Starling,kossta1,,FALSE,,
Aplonis cinerascens,Rarotonga Starling,rarsta1,151581861,FALSE,,
†Aplonis mavornata,Mysterious Starling,myssta1,,FALSE,,
†Aplonis fusca,Norfolk Starling,,,FALSE,,
Mimus saturninus,Chalk-browed Mockingbird,chbmoc1,270365031,FALSE,,
Mimus triurus,White-banded Mockingbird,whbmoc1,621959965,FALSE,,
Mimus dorsalis,Brown-backed Mockingbird,brbmoc1,203960231,FALSE,,
Mimus longicaudus,Long-tailed Mockingbird,lotmoc1,390354101,FALSE,,
Mimus polyglottos,Northern Mockingbird,normoc,166628,TRUE,,
Mimus gilvus,Tropical Mockingbird,tromoc,103372,FALSE,,
Mimus graysoni,Socorro Mockingbird,socmoc1,345335231,FALSE,,
Mimus gundlachii,Bahama Mockingbird,bahmoc,468925381,FALSE,,
Mimus trifasciatus,Floreana Mockingbird,chamoc1,638777128,FALSE,,
Mimus parvulus,Galapagos Mockingbird,galmoc1,45963,FALSE,,
Mimus macdonaldi,Espanola Mockingbird,hoomoc1,203698241,FALSE,,
Mimus melanotis,San Cristobal Mockingbird,chamoc2,638777213,FALSE,,
Oreoscoptes montanus,Sage Thrasher,sagthr,164696,FALSE,,
Toxostoma curvirostre,Curve-billed Thrasher,cubthr,130902,FALSE,,
Toxostoma ocellatum,Ocellated Thrasher,ocethr1,11165,FALSE,,
Toxostoma rufum,Brown Thrasher,brnthr,94280,TRUE,,
Toxostoma longirostre,Long-billed Thrasher,lobthr,273152851,FALSE,,
Toxostoma guttatum,Cozumel Thrasher,cozthr1,23066,FALSE,,
Toxostoma bendirei,Bendire's Thrasher,benthr,423634981,FALSE,,
Toxostoma cinereum,Grey Thrasher,grathr1,650601736,FALSE,,
Toxostoma redivivum,California Thrasher,calthr,617231654,FALSE,,
Toxostoma crissale,Crissal Thrasher,crithr,206500931,FALSE,,
Toxostoma lecontei,Le Conte's Thrasher,lecthr,125286,FALSE,,
TURDIDAE,Thrushes,,,FALSE,,
Sialia mexicana,Western Bluebird,wesblu,44896,FALSE,,
Sialia sialis,Eastern Bluebird,easblu,534348,TRUE,,
Sialia currucoides,Mountain Bluebird,moublu,43462621,TRUE,,
Grandala coelicolor,Grandala,granda1,151360041,TRUE,নীল দামা,নীল দামা
Neocossyphus rufus,Red-tailed Ant-thrush,rtathr1,176785,FALSE,,
Neocossyphus poensis,White-tailed Ant-thrush,wtathr1,203921111,FALSE,,
Stizorhina fraseri,Rufous Flycatcher-thrush,rufthr1,203942381,FALSE,,
Stizorhina finschi,Finsch's Flycatcher-thrush,fifthr1,204022921,FALSE,,
Myadestes townsendi,Townsend's Solitaire,towsol,273256631,FALSE,,
†Myadestes myadestinus,Kamao,kamao,6027,FALSE,,
†Myadestes woahensis,Amaui,amaui,,FALSE,,
Myadestes lanaiensis,Olomao,olomao,,FALSE,,
Myadestes obscurus,Omao,omao,6084,FALSE,,
Myadestes palmeri,Puaiohi,puaioh,108531181,FALSE,,
Myadestes elisabeth,Cuban Solitaire,cubsol1,112190,FALSE,,
Myadestes genibarbis,Rufous-throated Solitaire,rutsol1,335460861,FALSE,,
Myadestes occidentalis,Brown-backed Solitaire,brbsol1,11356,FALSE,,
Myadestes unicolor,Slate-colored Solitaire,slcsol1,157504701,FALSE,,
Myadestes melanops,Black-faced Solitaire,blfsol1,48408271,FALSE,,
Myadestes coloratus,Varied Solitaire,varsol1,616601013,FALSE,,
Myadestes ralloides,Andean Solitaire,andsol1,66341,FALSE,,
Geomalia heinrichi,Geomalia,geomal1,,FALSE,,
Zoothera dixoni,Long-tailed Thrush,lotthr1,164501,FALSE,লম্বাল্যাজা গিরিদামা,লম্বাল্যাজা গিরিদামা
Zoothera mollissima,Alpine Thrush,alpthr1,203977261,FALSE,,পাতি গিরিদামা
Zoothera griseiceps,Sichuan Forest Thrush,sicthr1,203977281,FALSE,,
Zoothera salimali,Himalayan Forest Thrush,,,FALSE,জংলী গিরিদামা,জংলী গিরিদামা
Zoothera marginata,Dark-sided Thrush,dasthr1,622679010,FALSE,কালাপাশ দামা,বাদামি-পাশ গিরিদামা
Zoothera monticola,Long-billed Thrush,lobthr1,184685,FALSE,লম্বাঠোঁট দামা,লম্বা-ঠোঁট গিরিদামা
Zoothera everetti,Everett's Thrush,evethr1,620872863,FALSE,,
Zoothera andromedae,Sunda Thrush,sunthr1,524285901,FALSE,,
Zoothera aurea,White's Thrush,scathr2,148980201,FALSE,,
Z. a. imbricata,Sri Lanka Thrush,scathr5,204027611,FALSE,,
Zoothera major,Amami Thrush,scathr6,21723221,FALSE,,
Zoothera dauma,Scaly Thrush,scathr8,170500051,FALSE,,সোনালি গিরিদামা
Zoothera machiki,Fawn-breasted Thrush,fabthr1,613325768,FALSE,,
Zoothera turipavae,Guadalcanal Thrush,sacthr3,,FALSE,,
Zoothera margaretae,Makira Thrush,sacthr2,117228481,FALSE,,
Zoothera lunulata,Bassian Thrush,oltthr1,31211461,FALSE,,
Zoothera heinei,Russet-tailed Thrush,rutthr1,638578213,FALSE,,
Zoothera talaseae,New Britain Thrush,nebthr1,,FALSE,,
Zoothera atrigena,Bougainville Thrush,bouthr1,,FALSE,,
†Zoothera terrestris,Bonin Thrush,bonthr2,,FALSE,,
Ixoreus naevius,Varied Thrush,varthr,118810,TRUE,,
Entomodestes coracinus,Black Solitaire,blasol1,68682351,FALSE,,
Entomodestes leucotis,White-eared Solitaire,whesol1,204006721,FALSE,,
Cichlopsis chubbi,Chestnut-throated Solitaire,,,FALSE,,
Cichlopsis peruviana,Peruvian Solitaire,,,FALSE,,
Cichlopsis gularis,Guianan Solitaire,,,FALSE,,
Cichlopsis leucogenys,Rufous-brown Solitaire,rubsol1,621766484,FALSE,,
Ridgwayia pinicola,Aztec Thrush,aztthr,622718145,FALSE,,
Hylocichla mustelina,Wood Thrush,woothr,340193331,FALSE,,
MIMIDAE,Mockingbirds and Thrashers,,,FALSE,,
Melanotis caerulescens,Blue Mockingbird,blumoc,292873171,FALSE,,
Melanotis hypoleucos,Blue-and-white Mockingbird,bawmoc1,177596,FALSE,,
Melanoptila glabrirostris,Black Catbird,blacat1,208192991,FALSE,,
Dumetella carolinensis,Gray Catbird,grycat,163135121,TRUE,,
Ramphocinclus brachyurus,White-breasted Thrasher,whbthr3,173419701,FALSE,,
Allenia fusca,Scaly-breasted Thrasher,scbthr,175533091,FALSE,,
Margarops fuscatus,Pearly-eyed Thrasher,peethr1,188051,FALSE,,
Cinclocerthia ruficauda,Brown Trembler,brotre1,614012692,FALSE,,
Cinclocerthia gutturalis,Grey Trembler,gratre1,93303,FALSE,,
Mimus thenca,Chilean Mockingbird,chimoc1,470062851,FALSE,,
Mimus patagonicus,Patagonian Mockingbird,patmoc1,651136545,FALSE,,
Catharus swainsoni,Swainson's Thrush,swathr,206453,FALSE,,
Catharus ustulatus,Russet-backed Thrush,swathr,206453,FALSE,,
Catharus fuscescens,Veery,veery,30930861,FALSE,,
Catharus minimus,Grey-cheeked Thrush,gycthr,206480,FALSE,,
Catharus bicknelli,Bicknell's Thrush,bicthr,620383624,FALSE,,
Catharus guttatus,Hermit Thrush,herthr,100857,TRUE,,
Catharus occidentalis,Russet Nightingale-thrush,runthr1,591450581,FALSE,,
Catharus frantzii,Ruddy-capped Nightingale-thrush,rcnthr1,599307081,FALSE,,
Catharus gracilirostris,Black-billed Nightingale-thrush,bbnthr1,209447,FALSE,,
Catharus aurantiirostris,Orange-billed Nightingale-thrush,obnthr1,3610,FALSE,,
Catharus mexicanus,Black-headed Nightingale-thrush,bhnthr1,211134,FALSE,,
Catharus dryas,Spotted Nightingale-thrush,spnthr1,242532091,FALSE,,
Catharus fuscater,Slaty-backed Nightingale-thrush,sbnthr1,32330,FALSE,,
Chlamydochaera jefferyi,Fruithunter,fruith1,203956971,FALSE,,
Cochoa purpurea,Purple Cochoa,purcoc1,203902561,FALSE,বেগুনি কোচোয়া,বেগুনি কোচো
Cochoa viridis,Green Cochoa,grecoc1,204017681,FALSE,সবুজ কোচো,সবুজ কোচো
Cochoa beccarii,Sumatran Cochoa,sumcoc1,176010,FALSE,,
Cochoa azurea,Javan Cochoa,javcoc1,611185885,FALSE,,
Geokichla sibirica,Siberian Thrush,sibthr1,181019841,FALSE,সাইবেরিয়ান দামা,সাইবেরিয়ান দামা
Geokichla wardii,Pied Thrush,piethr1,232318221,FALSE,সাদা-কালো গিরিদামা,সাদা-কালো গিরিদামা
Geokichla guttata,Spotted Ground-thrush,spgthr1,578290661,FALSE,,
Geokichla spiloptera,Spot-winged Thrush,spwthr1,75086941,FALSE,,
Geokichla citrina,Orange-headed Thrush,orhthr1,355641671,FALSE,কমলা দামা,দামা
Geokichla cinerea,Ashy Thrush,ashthr1,204002561,FALSE,,
Geokichla erythronota,Red-backed Thrush,rubthr2,548659311,FALSE,,
Geokichla mendeni,Red-and-black Thrush,rabthr1,,FALSE,,
Geokichla schistacea,Slaty-backed Thrush,slbthr1,203921251,FALSE,,
Geokichla peronii,Orange-banded Thrush,orbthr1,203923481,FALSE,,
Geokichla dohertyi,Chestnut-backed Thrush,chbthr1,168527,FALSE,,
Geokichla interpres,Chestnut-capped Thrush,chcthr1,203930421,FALSE,,
Geokichla leucolaema,Enggano Thrush,engthr1,611192858,FALSE,,
Geokichla dumasi,Buru Thrush,burthr1,621017216,FALSE,,
Geokichla joiceyi,Seram Thrush,serthr2,67802821,FALSE,,
Geokichla gurneyi,Orange Ground-thrush,orgthr1,101254,FALSE,,
Geokichla oberlaenderi,Oberländer's Ground-thrush,obgthr1,23446,FALSE,,
Geokichla crossleyi,Crossley's Ground-thrush,crgthr1,537225,FALSE,,
Geokichla piaggiae,Abyssinian Ground-thrush,abgthr1,1584,FALSE,,
Geokichla camaronensis,Black-eared Ground-thrush,bkegrt1,,FALSE,,
Geokichla princei,Grey Ground-thrush,grygrt1,,FALSE,,
Otocichla mupinensis,Chinese Thrush,chithr2,245735321,FALSE,,
Psophocichla simensis,Ethiopian Thrush,grothr2,203951481,FALSE,,
Psophocichla litsitsirupa,Groundscraper Thrush,grothr1,626080543,FALSE,,
Turdus viscivorus,Mistle Thrush,misthr1,304254561,FALSE,,
Turdus philomelos,Song Thrush,sonthr1,105705971,TRUE,,
Turdus abyssinicus,Abyssinian Thrush,abythr1,13572,FALSE,,
Turdus helleri,Taita Thrush,taithr1,625945069,FALSE,,
Turdus roehli,Usambara Thrush,usathr1,280446,FALSE,,
Turdus iliacus,Redwing,redwin,73458141,FALSE,,
Turdus plebejus,Mountain Thrush,mourob1,449448091,FALSE,,
Turdus merula,Common Blackbird,eurbla,102741151,TRUE,,
Turdus leucomelas,Pale-breasred Thrush,pabthr1,69487,FALSE,,
Turdus fumigatus,Cocoa Thrush,cocthr1,203930981,FALSE,,
Turdus hauxwelly,Hauxwell's Thrush,hauthr1,136650,FALSE,,
Turdus flavipes,Yellow-legged Thrush,yelthr1,69663,FALSE,,
Turdus lawrencii,Lawrence's Thrush,lawthr1,121808,FALSE,,
Turdus obsoletus,Pale-vented Thrush,pavthr1,144875591,FALSE,,
Turdus assimilis,White-throated Thrush,whtrob1,225382791,FALSE,,
Turdus albicollis,White-necked Thrush,whnrob1,69455,FALSE,ধলাঘাড় দামা,ধলাঘাড় দামা
Turdus rufiventris,Rufous-bellied Thrush,rubthr1,642100514,FALSE,,
Turdus maculirostris,Ecuadorian Thrush,ecuthr1,651892959,FALSE,,
Turdus grayi,Clay-colored Thrush,clcrob,167471831,TRUE,,
Turdus haplochrous,Unicolored Thrush,unithr1,166345,FALSE,,
Turdus sanchezorum,Varzea Thrush,hauthr3,29133,FALSE,,
Turdus nudigenis,Spectacled Thrush,baerob1,203954201,FALSE,,
Turdus mandarinus,Chinese Blackbird,chibla1,311839211,FALSE,,
Turdus ludoviciae,Somali Thrush,somthr1,651919637,FALSE,,
Turdus tephronotus,Bare-eyed Thrush,abethr1,14137,FALSE,,
Turdus bewsheri,Comoro Thrush,comthr1,203979051,FALSE,,
Turdus libonyana,Kurrichane Thrush,kurthr1,203942071,FALSE,,
Turdus menachensis,Yemen Thrush,yemthr1,203936301,FALSE,,
Turdus olivaceus,Olive Thrush,olithr2,631274021,FALSE,,
Turdus smithi,Karoo Thrush,karthr1,369660301,FALSE,,
Turdus lherminieri,Forest Thrush,forthr1,203905131,FALSE,,
Turdus leucops,Pale-eyed Thrush,paethr1,69647,FALSE,,
Turdus jamaicensis,White-eyed Thrush,whethr1,203886211,FALSE,,
Turdus swalesi,La Selle Thrush,lasthr1,617174586,FALSE,,
Turdus infuscatus,Black Thrush,blarob1,14133,FALSE,,
Turdus nigrescens,Sooty Thrush,soorob1,165069,FALSE,,
Turdus migratorius,American Robin,amerob,206448,TRUE,,
Turdus confinis,San Lucas Robin,,,FALSE,,
Turdus rufitorques,Rufous-collared Robin,rucrob1,14111,FALSE,,
Turdus rufopalliatus,Rufous-backed Thrush,rubrob,352306941,FALSE,,
Turdus falcklandii,Austral Thrush,austhr1,203969691,FALSE,,
Turdus reevei,Plumbeous-backed Thrush,plbthr2,203930081,FALSE,,
Turdus fulviventris,Chestnut-bellied Thrush,chbthr2,520365121,FALSE,,
Turdus olivater,Black-hooded Thrush,blhthr1,203992251,FALSE,,
Turdus chiguanco,Chiguanco Thrush,chithr1,203694281,FALSE,,
Turdus anthracinus,Sombre Thrush,,,FALSE,,
Turdus fuscater,Great Thrush,grethr1,69629,FALSE,,
Turdus nigriceps,Andean Slaty Thrush,slathr2,210359,FALSE,,
Turdus subalaris,Eastern Slaty Thrush,slathr3,644309893,FALSE,,
Turdus serranus,Glossy-black Thrush,glbthr1,134553391,FALSE,,
Turdus eremita,Tristan Thrush,trithr1,204761,FALSE,,
Turdus amaurochalinus,Creamy-bellied Thrush,crbthr1,278874731,FALSE,,
Turdus ignobilis,Black-billed Thrush,blbthr1,145612981,FALSE,,
Turdus debilis,Floodplain Thrush,,,FALSE,,
Turdus arthuri,Campina Thrush,bkbthr3,11549,FALSE,,
Turdus maranonicus,Maranon Thrush,marthr2,307189381,FALSE,,
Turdus xanthorhynchus,Principe Thrush,prithr1,,FALSE,,
Turdus olivaceofuscus,Sao Tome Thrush,satthr1,632826455,FALSE,,
Turdus aurantius,White-chinned Thrush,whcthr1,219799611,FALSE,,
†Turdus ravidus,Grand Cayman Thrush,grcthr1,,FALSE,,
Turdus plumbeus,Northern Red-legged Thrush,relthr1,90104331,FALSE,,
Turdus rubripes,Western Red-legged Thrush,relthr1,90104331,FALSE,,
Turdus ardosiaceus,Eastern Red-legged Thrush,relthr3,188091,FALSE,,
Turdus pelios,African Thrush,afrthr1,203913121,FALSE,,
Turdus niveiceps,Taiwan Thrush,islthr24,114803,FALSE,,
Turdus boulboul,Grey-winged Blackbird,gywbla1,445576111,FALSE,ধলাপাখ কালিদামা,চাঁচর
Turdus simillimus,Indian Blackbird,eurbla2,558953171,FALSE,কালিদামা,কালিদামা
Turdus cardis,Japanese Thrush,japthr1,281297,FALSE,জাপানি দামা,জাপানি দামা
Turdus hortulorum,Grey-backed Thrush,gybthr1,167993461,FALSE,,
Turdus dissimilis,Black-breasted Thrush,blbthr2,203925511,FALSE,,কালোমাথা দামা
Turdus unicolor,Tickell's Thrush,ticthr1,161025131,FALSE,টিকেলের দামা,গোবর দামা
Turdus obscurus,Eyebrowed Thrush,eyethr,621158349,FALSE,,ভুরুদার দামা
Turdus feae,Grey-sided Thrush,gysthr1,423573221,FALSE,ভুসো দামা,ভুসো দামা
Turdus celaenops,Izu Thrush,izuthr1,281524,FALSE,,
Turdus chrysolaus,Brown-headed Thrush,brhthr1,635003534,FALSE,,
Turdus pallidus,Pale Thrush,palthr1,129229171,FALSE,,
Turdus poliocephalus,Island Thrush,norist1,,FALSE,,
Turdus kesslleri,White-backed Thrush,whbthr2,619564656,FALSE,,
Turdus maximus,Tibetan Blackbird,tibbla1,173593381,FALSE,তিব্বতি কালিদামা,তিব্বতি কালিদামা
Turdus pilaris,Fieldfare,fieldf,64396911,FALSE,পান্থ দামা,পান্থ দামা
Turdus albocinctus,White-collared Blackbird,whcbla1,635302766,FALSE,ধলাঘাড় দামা,সাদাকন্ঠী কালিদামা
Turdus rubrocanus,Chestnut Thrush,chethr1,179447,FALSE,,খয়েরি দামা
Turdus torquatus,Ring Ouzel,rinouz1,204596,FALSE,,
Turdus naumanni,Naumann's Thrush,dusthr1,217242421,FALSE,,
Turdus eunomus,Dusky Thrush,dusthr2,404382721,FALSE,,মরচে-ডানা দামা
Turdus atrogularis,Black-throated Thrush,datthr1,611686557,FALSE,,কালোগলা দামা
Turdus ruficollis,Rufous-throated Thrush,retthr1,165839171,FALSE,,লালগলা দামা
Cataponera turdoides,Sulawesi Thrush,sulthr1,190311391,FALSE,,
MUSCICAPIDAE,Old World Flycatchers and Chats,,,FALSE,,
Alethe diademata,White-tailed Alethe,ficale3,204023011,FALSE,,
Alethe castanea,Fire-crested Alethe,ficale2,540799341,FALSE,,
Tychaedon coryphoeus,Karoo Scrub-robin,kasrob2,609632105,FALSE,,
Tychaedon signata,Brown Scrub-robin,brsrob1,208407091,FALSE,,
Tychaedon leucosticta,Forest Scrub-robin,fosrob1,1124,FALSE,,
Tychaedon quadrivirgata,Bearded Scrub-robin,besrob1,46504,FALSE,,
Tychaedon barbata,Miombo Scrub-robin,misrob1,37213,FALSE,,
Cercotrichas paena,Kalahari Scrub-robin,kasrob1,630888388,FALSE,,
Cercotrichas galactotes,Rufous Scrub-robin,rutscr1,470529831,FALSE,,
C. g. minor,African Scrub-robin,,,FALSE,,
Cercotrichas podobe,Black Scrub-robin,blsrob1,27830811,FALSE,,
Cercotrichas hartlaubi,Brown-backed Scrub-robin,bbsrob1,609665991,FALSE,,
Cercotrichas leucophrys,Red-backed Scrub-robin,rbsrob1,614126949,FALSE,,
Copsychus mindanensis,Philippine Magpie-robin,phimar1,234112501,FALSE,,
Copsychus pica,Pelzeln's Magpie-robin,,,FALSE,,
Copsychus albospecularis,Madagascar Magpie-robin,mamrob1,203985921,FALSE,,
Copsychus sechellarum,Seychelles Magpie-robin,semrob1,566341071,FALSE,,
Copsychus saularis,Oriental Magpie-robin,magrob,203911381,TRUE,,দোয়েল
Saxicoloides fulicatus,Indian Robin,indrob1,390084851,FALSE,কালিশ্যামা,কালিশ্যামা
Trichixos pyrropygus,Rufous-tailed Shama,rutsha2,203892301,FALSE,,
Kittacincla luzoniensis,White-browed Shama,whbsha1,203983331,FALSE,,
Kittacincla superciliaris,Visayan Shama,vissha1,624711354,FALSE,,
Kittacincla malabarica,White-rumped Shama,whrsha,203918001,FALSE,,
Kittacincla albiventris,Andaman Shama,andsha1,203955131,FALSE,,
Kittacincla nigra,White-vented Shama,whvsha1,633422524,FALSE,,
Kittacincla cebuensis,Black Shama,blasha1,627533218,FALSE,,
Muscicapa griseisticta,Grey-streaked Flycatcher,gysfly1,550234631,FALSE,,
Muscicapa sibirica,Dark-sided Flycatcher,dasfly,370995481,FALSE,কালাপাশ চুটকি,কালচে-পাশ চুটকি
M. s. sibirica,Siberian Flycatcher,,,FALSE,,
Muscicapa ferruginea,Ferruginous Flycatcher,ferfly1,162983921,FALSE,লোহিত চুটকি,লোহিত চুটকি
Muscicapa muttui,Brown-breasted Flycatcher,brbfly2,401469871,FALSE,মেটেবুক চুটকি,পাটকিলে-বুক চুটকি
Muscicapa dauurica,Asian Brown Flycatcher,asbfly,273396421,FALSE,,ভুসো চুটকি
Muscicapa randi,Ashy-breasted Flycatcher,asbfly1,609056554,FALSE,,
Muscicapa segregata,Sumba Brown Flycatcher,subfly2,609218873,FALSE,,
Muscicapa epulata,Little Grey Flycatcher,ligfly2,437374701,FALSE,,
Muscicapa adusta,African Dusky Flycatcher,afdfly1,468789201,FALSE,,
Muscicapa sethsmithi,Yellow-footed Flycatcher,yeffly1,533575181,FALSE,,
Muscicapa gambagae,Gambaga Flycatcher,gamfly1,297255581,FALSE,,
