Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,bn,bn_in
Pomarea nigra,Tahiti Monarch,tahmon2,203929141,FALSE,,
Pomarea dimidiata,Rarotonga Monarch,rarmon1,204001541,FALSE,,
†Pomarea fluxa,Eiao Monarch,eiamon1,,FALSE,,
Pomarea iphis,Iphis Monarch,iphmon2,203929171,FALSE,,
Pomarea whitneyi,Fatu Hiva Monarch,fatmon1,,FALSE,,
†Pomarea nukuhivae,Nuku Hiva Monarch,nuhmon1,,FALSE,,
Pomarea mira,Ua Pou Monarch,uapmon1,,FALSE,,
Pomarea mendozae,Marquesas Monarch,marmon2,576826641,FALSE,,
Neolalage banksiana,Buff-bellied Monarch,bubmon1,515702,FALSE,,
Mayrornis schistaceus,Vanikoro Monarch,vanmon1,,FALSE,,
Mayrornis versicolor,Ogea Monarch,ogemon1,,FALSE,,
Mayrornis lessoni,Slaty Monarch,slamon1,181351,FALSE,,
Clytorhyncus pachycephaloides,Southern Shrikebill,soushr2,203983931,FALSE,,
Clytorhyncus vitiensis,Fiji Shrikebill,fijshr1,203910651,FALSE,,
Clytorhyncus sanctaecrucis,Nendo Shrikebill,,,FALSE,,
Clytorhyncus nigrogularis,Black-faced Shrikebill,,,FALSE,,
Clytorhyncus hamlini,Rennell Shrikebill,renshr1,203959631,FALSE,,
Monarcha cinerascens,Island Monarch,islmon1,203905411,FALSE,,
Monarcha castaneiventris,Chestnut-bellied Monarch,chbmon1,203981441,FALSE,,
M. c. erythrostictus,Bougainville Monarch,,,FALSE,,
Monarcha megarhynchus,Makira Monarch,,,FALSE,,
Monarcha ugiensis,Ugi Monarch,,,FALSE,,
Monarcha richardsii,White-capped Monarch,whcmon1,203910201,FALSE,,
Monarcha frater,Black-winged Monarch,blwmon1,204010821,FALSE,,
Monarcha melanopsis,Black-faced Monarch,blfmon1,375413941,FALSE,,
Metabolus takatsukasae,Tinian Monarch,tinmon1,203997371,FALSE,,
Metabolus godeffroyi,Yap Monarch,yapmon1,5445,FALSE,,
Metabolus rugensis,Chuuk Monarch,trumon1,5657,FALSE,,
Trochocercus bivittatus,Eastern Crested-flycatcher,,,FALSE,,
Trochocercus cyanomelas,Southern Crested-flycatcher,afcfly1,203937421,FALSE,,
Trochocercus nitens,Western Crested-flycatcher,bhcfly1,203959891,FALSE,,
Hypothymis azurea,Black-naped Monarch,blnmon1,348182511,FALSE,,কটকটিয়া
Hypothymis puella,Pale-blue Monarch,pabmon1,32945,FALSE,,
Hypothymis helenae,Short-crested Monarch,shcmon1,196940,FALSE,,
Hypothymis coelestis,Celestial Monarch,celmon1,222249581,FALSE,,
Eutrichomyias rowleyi,Cerulean Paradise-flycatcher,cepfly1,640405475,FALSE,,
Terpsiphone unirufa,Northern Rufous Paradise-flycatcher,,,FALSE,,
Terpsiphone cinnamomea,Southern Rufous Paradise-flycatcher,rupfly1,203999831,FALSE,,
Terpsiphone cyanescens,Blue Paradise-flycatcher,blpfly1,633422886,FALSE,,
Terpsiphone atrocaudata,Japanese Paradise-flycatcher,japfly1,203692341,FALSE,,
Terpsiphone corvina,Seychelles Paradise-flycatcher,sepfly1,203892321,FALSE,,
Terpsiphone bourbonnensis,Mascarene Paradise-flycatcher,mapfly2,73374,FALSE,,
Terpsiphone paradisi,Indian Paradise-flycatcher,aspfly1,140746421,TRUE,,দুধরাজ
Terpsiphone incei,Chinese Paradise-flycatcher,amupaf1,343977871,FALSE,,
Terpsiphone affinis,Oriental Paradise-flycatcher,blypaf1,204000451,FALSE,,কুটি দুধরাজ
Terpsiphone floris,Nusa Tenggara Paradise-flycatcher,blypaf3,609059290,FALSE,,
Terpsiphone mutata,Madagscar Paradise-flycatcher,mapfly1,203979101,FALSE,,
Terpsiphone atrochalybeia,Sao Tome Paradise-flycatcher,stpfly1,632785642,FALSE,,
Terpsiphone viridis,African Paradise-flycatcher,afpfly1,28075021,FALSE,,
Terpsiphone rufocinerea,Rufous-vented Paradise-flycatcher,rvpfly1,622390383,FALSE,,
Terpsiphone batesi,Bates's Paradise-flycatcher,batpaf1,526109941,FALSE,,
Terpsiphone rufiventer,Red-bellied Paradise-flycatcher,bhpfly1,1186,FALSE,,
Terpsiphone bedfordi,Bedford's Paradise-flycatcher,bepfly1,652090172,FALSE,,
PLATYLOPHIDAE,Crested Jay,,,FALSE,,
Platylophus galericulatus,Crested Jay,crejay1,617852008,FALSE,,
LANIIDAE,Shrikes,,,FALSE,,
Corvinella corvina,Yellow-billed Shrike,yebshr1,435665511,FALSE,,
Urolestes melanoleucus,Magpie Shrike,magshr1,203936911,FALSE,,
Eurocephalus ruppelli,Northern White-crowned Shrike,whrshr1,203951501,FALSE,,
Eurocephalus anguitimens,Southern White-crowned Shrike,whcshr1,609054455,FALSE,,
Lanius tigrinus,Tiger Shrike,tigshr1,73618,FALSE,বাঘ-লাটোরা,বাঘ-লাটোরা
Lanius souzae,Souza's Shrike,soushr3,279156,FALSE,,
Lanius bucephalus,Bull-headed Shrike,buhshr1,460657521,FALSE,,
Lanius cristatus,Brown Shrike,brnshr,617907061,TRUE,,কাজল পাখি
Lanius collurio,Red-backed Shrike,rebshr1,304853,TRUE,,
Lanius phoenicuroides,Red-tailed Shrike,rutshr2,389235281,FALSE,,
Lanius isabellinus,Isabelline Shrike,isashr1,204005011,FALSE,,ইসাবেলাইন লাটোরা
Lanius collurioides,Burmese Shrike,burshr1,474096031,FALSE,বর্মি লাটোরা,বর্মি লাটোরা
Lanius gubernator,Emin's Shrike,emishr1,435633201,FALSE,,
Lanius vittatus,Bay-backed Shrike,babshr1,400292701,FALSE,তামাপিঠ লাটোরা,পচানাক
Lanius schach,Long-tailed Shrike,lotshr1,474096221,FALSE,,মেটে লাটোরা
Lanius tephronotus,Grey-backed Shrike,gybshr1,294437701,FALSE,মেটেপিঠ লাটোরা,ধূসর-পিঠ লাটোরা
Lanius validirostris,Mountain Shrike,gycshr1,203894491,FALSE,,
Lanius mackinnoni,Mackinnon's Shrike,macshr1,308896801,FALSE,,
Lanius minor,Lesser Grey Shrike,legshr2,586194351,FALSE,,
Lanius ludovicianus,Loggerhead Shrike,logshr,276754671,TRUE,,
Lanius sphenocercus,Chinese Grey Shrike,chgshr1,222822721,FALSE,,
Lanius giganteus,Giant Grey Shrike,chgshr3,,FALSE,,
Lanius borealis,Northern Grey Shrike,norshr4,417576671,FALSE,,
Lanius excubitor,Great Grey Shrike,norshr1,468367191,FALSE,,দুধ লাটোরা
L. e. elegans,Desert Grey Shrike,,,FALSE,,
L. e. leucopygus,Saharan Grey Shrike,,,FALSE,,
L. e. lahtora,Asian Grey Shrike,,,FALSE,,
L. e. pallidirostris,Steppe Grey Shrike,,,FALSE,,
Lanius meridionalis,Southern Grey Shrike,ibgshr1,407840541,FALSE,,
Lanius excubitoroides,Grey-backed Fiscal,gybfis1,242818611,FALSE,,
Lanius cabanisi,Long-tailed Fiscal,lotfis1,8912,FALSE,,
Lanius dorsalis,Taita Fiscal,taifis1,33653431,FALSE,,
Lanius somalicus,Somali Fiscal,somfis1,21726261,FALSE,,
Lanius collaris,Common Fiscal,soufis1,591098501,FALSE,,
L. c. marwitzi,Uhehe Fiscal,,,FALSE,,
Lanius newtoni,Newton's Fiscal,newfis1,632783739,FALSE,,
Lanius senator,Woodchat Shrike,wooshr1,254178541,FALSE,,
Lanius nubicus,Masked Shrike,masshr1,608716561,FALSE,,
CORVIDAE,Crows,,,FALSE,,
Platysmurus leucopterus,Malay Black Magpie,blkmag1,203949711,FALSE,,
Platysmurus aterrimus,Bornean Black Magpie,blkmag2,203930461,FALSE,,
Temnurus temnurus,Ratchet-tailed Treepie,rattre2,203997341,FALSE,,
Crypsirina temia,Racquet-tailed Treepie,rattre1,585181161,FALSE,,
Crypsirina cucullata,Hooded Treepie,hootre1,221037,FALSE,,
Dendrocitta vagabunda,Rufous Treepie,ruftre2,276353441,FALSE,খয়রা হাঁড়িচাচা,হাঁড়িচাচা
Dendrocitta formosae,Grey Treepie,grytre1,66086401,FALSE,মেটে হাঁড়িচাচা,পাহাড়ি হাঁড়িচাচা
Dendrocitta occipitalis,Sumatran Treepie,sumtre1,641869365,FALSE,,
Dendrocitta cinerascens,Bornean Treepie,bortre1,637365580,FALSE,,
Dendrocitta leucogastra,White-bellied Treepie,whbtre1,291361731,FALSE,,
Dendrocitta frontalis,Collared Treepie,coltre1,209108601,FALSE,কন্ঠী হাঁড়িচাচা,কন্ঠী হাঁড়িচাচা
Dendrocitta bayleii,Andaman Treepie,andtre1,203955151,FALSE,,
Pyrrhocorax pyrrhocorax,Red-billed Chough,rebcho1,204001731,FALSE,রাঙাকাক,রাঙাকাক
Pyrrhocorax graculus,Yellow-billed Chough,yebcho1,550687551,FALSE,ঠোঁট-হলুদ কাক,ঠোঁট-হলুদ কাক
Urocissa ornata,Sri Lanka Blue Magpie,ceymag1,203903611,TRUE,,
Urocissa caerulea,Taiwan Blue Magpie,formag1,386274001,TRUE,,
Urocissa flavirostris,Yellow-billed Blue Magpie,gobmag1,173169351,FALSE,হলুদ-ঠোঁট নীল-হাঁড়িচাচা,হলুদ-ঠোঁট নীল-হাঁড়িচাচা
Urocissa erythroryncha,Red-billed Blue Magpie,rbbmag,204024561,FALSE,লালঠোঁট নীলতাউরা,লাল-ঠোঁট নীল-হাঁড়িচাচা
Urocissa xanthomelana,White-winged Magpie,whwmag1,91303,FALSE,,
Urocissa whiteheadi,Hainan Magpie,whwmag1,91303,FALSE,,
Cissa chinensis,Common Green Magpie,gremag1,633496114,TRUE,পাতি সবুজতাউরা,শিরগাং
Cissa hypoleuca,Indochinese Green Magpie,yebmag1,366175621,FALSE,,
Cissa thalassina,Javan Green Magpie,shtmag1,33534,FALSE,,
Cissa jefferyi,Bornean Green Magpie,borgrm1,36749,FALSE,,
Perisoreus canadensis,Grey Jay,gryjay,13510,TRUE,,
Perisoreus infaustus,Siberian Jay,sibjay1,463894631,FALSE,,
Perisoreus internigrans,Sichuan Jay,sicjay1,239274011,FALSE,,
Cyanopica cooki,Iberian Magpie,azwmag3,360047611,TRUE,,
Cyanopica cyanus,Asian Azure-winged Magpie,azwmag2,172726111,FALSE,,
Garrulus glandarius,Eurasian Jay,eurjay1,365480321,TRUE,খাঁকরি,খাঁকরি
Garrulus bispecularis,Plain-crowned Jay,,,FALSE,,
Garrulus leucotis,White-faced Jay,,,FALSE,,
Garrulus lanceolatus,Black-headed Jay,blhjay1,172799191,FALSE,কালোমাথা খাঁকরি,কালোমাথা খাঁকরি
Garrulus lidthi,Amami Jay,lidjay1,203929491,FALSE,,
Zavattariornis stresemanni,Ethiopian Bushcrow,stbcro1,33653511,FALSE,,
Ptilostomus afer,Piapiac,piapia1,222220411,FALSE,,
Podoces hendersoni,Mongolian Ground-jay,mogjay1,203942241,FALSE,,
Podoces biddulphi,Xinjiang Ground-jay,xigjay1,285480,FALSE,,
Podoces panderi,Turkestan Ground-jay,tugjay1,591877821,FALSE,,
Podoces pleskei,Iranian Ground-jay,irgjay1,637265769,FALSE,,
Pica pica,Eurasian Magpie,eurmag1,261809051,TRUE,,
Pica mauretanica,Maghreb Magpie,eurmag3,139521181,FALSE,,
Pica asirensis,Asir Magpie,eurmag5,426792181,FALSE,,
Pica hudsonia,Black-billed Magpie,bkbmag1,514902,TRUE,,
Pica nuttalli,Yellow-billed Magpie,yebmag,22945,TRUE,,
Nucifraga columbiana,Clark's Nutcracker,clanut,344810091,TRUE,,
Nucifraga caryocatactes,Eurasian Nutcracker,eurnut3,457886481,TRUE,,
Nucifraga hemispila,Southern Nutcracker,eurnut4,577831951,FALSE,বাদামখোর,বাদামখোর
Nucifraga multipunctata,Large-spotted Nutcracker,sponut1,619935297,FALSE,,
Corvus dauuricus,Daurian Jackdaw,daujac1,602255121,TRUE,,
Corvus monedula,Eurasian Jackdaw,eurjac,418014181,FALSE,,
C. m. soemmerringii,Soemmering's Jackdaw,,,FALSE,,
Corvus nasicus,Cuban Crow,cubcro1,120494,FALSE,,
Corvus jamaicensis,Jamaican Crow,jamcro1,88226831,FALSE,,
Corvus leucognaphalus,White-necked Crow,whncro1,136100601,FALSE,,
Corvus capensis,Cape Crow,capcro2,203950141,FALSE,,
Corvus ossifragus,Fish Crow,fiscro,211888611,TRUE,,
Corvus sinaloae,Sinaloa Crow,sincro1,109154,FALSE,,
Corvus imparatus,Tamaulipas Crow,tamcro,13187,FALSE,,
Corvus palmarum,Palm Crow,palcro1,136091971,FALSE,,
Corvus hawaiiensis,Hawaiian Crow,hawcro,218670,FALSE,,
Corvus frugilegus,Rook,rook1,255641931,TRUE,,
Corvus crassirostris,Thick-billed Raven,thbrav1,96311,FALSE,,
Corvus albicollis,White-necked Raven,whnrav1,625284406,FALSE,,
Corvus corax,Common Raven,comrav,318700381,TRUE,,
Corvus cryptoleucus,Chihuahuan Raven,chirav,158189771,TRUE,,
Corvus ruficollis,Brown-necked Raven,brnrav1,495046541,FALSE,,
Corvus edithae,Somali Crow,somcro2,13164,FALSE,,
Corvus albus,Pied Crow,piecro1,203896591,FALSE,,
Corvus rhipidurus,Fan-tailed Raven,fatrav1,37854,FALSE,,
Corvus brachyrhynchos,American Crow,amecro,104365511,TRUE,,
Corvus caurinus,Northwestern Crow,,,FALSE,,
Corvus corone,Carrion Crow,carcro1,458181611,TRUE,,
C. c. cornix,Hooded Crow,hoocro1,613868049,TRUE,,
C. c. orientalis,Oriental Crow,,,FALSE,,
C. c. capellanus,Mesopotamian Crow,,,FALSE,,
Corvus pectoralis,Collared Crow,colcro1,546007361,FALSE,,
Corvus florensis,Flores Crow,flocro1,168590,FALSE,,
Corvus typicus,Piping Crow,pipcro1,203748141,FALSE,,
Corvus unicolor,Banggai Crow,bancro1,203439601,FALSE,,
Corvus enca,Slender-billed Crow,slbcro2,129427,FALSE,,
Corvus violaceus,Violet Crow,slbcro3,615707779,FALSE,,
Corvus validus,Long-billed Crow,lobcro1,203909011,FALSE,,
Corvus moneduloides,New Caledonian Crow,neccro1,203908091,FALSE,,
Corvus meeki,Bougainville Crow,boucro1,634652044,FALSE,,
Corvus woodfordi,White-billed Crow,guacro1,203905491,FALSE,,
Corvus fuscicapillus,Brown-headed Crow,brhcro1,524427221,FALSE,,
Corvus tristis,Grey Crow,grycro1,203987961,FALSE,,
Corvus insularis,Bismarck Crow,torcro3,203966861,FALSE,,
Corvus orru,Torresian Crow,torcro2,233643,FALSE,,
Corvus bennetti,Little Crow,litcro1,507352211,FALSE,,
Corvus mellori,Little Raven,litrav1,203930671,FALSE,,
Corvus tasmanicus,Forest Raven,forrav1,242305371,FALSE,,
Corvus coronoides,Australian Raven,ausrav1,573468881,TRUE,,
Corvus splendens,House Crow,houcro1,101900331,TRUE,পাতি কাক,পাতিকাক
Corvus macrorhynchos,Large-billed Crow,labcro1,359547881,TRUE,,দাঁড়কাক
Corvus kubaryi,Mariana Crow,marcro1,396308661,FALSE,,
Cyanolyca mirabilis,White-throated Jay,whtjay1,231834421,FALSE,,
Cyanolyca nanus,Dwarf Jay,dwajay1,637343489,FALSE,,
Cyanolyca pumilo,Black-throated Jay,bltjay1,596984531,FALSE,,
Cyanolyca argentigula,Silvery-throated Jay,sitjay1,199583,FALSE,,
Cyanolyca pulchra,Beautiful Jay,beajay1,58352,FALSE,,
Cyanolyca cucullata,Azure-hooded Jay,azhjay1,220588,FALSE,,
Cyanolyca quindiuna,Quindo Jay,,,FALSE,,
Cyanolyca armillata,Black-collared Jay,blcjay2,594844381,FALSE,,
Cyanolyca turcosa,Turquoise Jay,turjay1,58397,FALSE,,
Cyanolyca viridicyanus,White-collared Jay,whcjay2,110754,FALSE,,
Gymnorhinus cyanocephalus,Pinyon Jay,pinjay,44979,FALSE,,
Aphelocoma unicolor,Unicolored Jay,unijay1,31375631,FALSE,,
Aphelocoma wollweberi,Mexican Jay,mexjay4,84080381,FALSE,,
Aphelocoma ultramarina,Ultramarine Jay,mexjay3,559489061,FALSE,,
Aphelocoma coerulescens,Florida Scrub-jay,flsjay,349878731,FALSE,,
Aphelocoma californica,Western Scrub-jay,cowscj1,481661511,TRUE,,
Cyanocitta cristata,Blue Jay,blujay,173749,TRUE,,
Cyanocitta stelleri,Steller's Jay,stejay,318226821,TRUE,,
Cyanocorax violaceus,Violaceous Jay,viojay1,113310741,FALSE,,
Cyanocorax cyanomelas,Purplish Jay,purjay1,110554,FALSE,,
Cyanocorax cristatellus,Curl-crested Jay,cucjay1,31576681,FALSE,,
Cyanocorax caeruleus,Azure Jay,azujay1,63638,FALSE,,
Cyanocorax morio,Brown Jay,brnjay,174295341,FALSE,,
Cyanocorax colliei,Black-throated Magpie-jay,btmjay,109170,FALSE,,
Cyanocorax formosus,White-throated Magpie-jay,wtmjay1,199535,TRUE,,
Cyanocorax yncas,Green Jay,grnjay,244466111,FALSE,,
Cyanocorax mystacalis,White-tailed Jay,whtjay2,43228,FALSE,,
Cyanocorax dickeyi,Tufted Jay,tufjay1,612790305,FALSE,,
Cyanocorax affinis,Black-chested Jay,blcjay1,55282,FALSE,,
Cyanocorax heilprini,Azure-naped Jay,aznjay1,31748771,FALSE,,
Cyanocorax hafferi,Campina Jay,,,FALSE,,
Cyanocorax cyanopogon,White-naped Jay,whnjay1,261114561,FALSE,,
Cyanocorax chrysops,Plush-crested Jay,plcjay1,212922,FALSE,,
Cyanocorax cayanus,Cayenne Jay,cayjay1,203886541,FALSE,,
Cyanocorax melanocyaneus,Bushy-crested Jay,bucjay1,106036,FALSE,,
Cyanocorax yucatanicus,Yucatan Jay,yucjay1,264746761,FALSE,,
Cyanocorax sanblasianus,San Blas Jay,sabjay,556636141,FALSE,,
Cyanocorax beecheii,Purplish-backed Jay,pubjay1,13071,FALSE,,
MELAMPITTIDAE,Melampittas,,,FALSE,,
Melampitta lugubris,Lesser Melampitta,lesmel1,166189661,FALSE,,
Megalampitta gigantea,Greater Melampitta,gremel1,185067131,FALSE,,
CORCORACIDAE,Australian Mudnesters,,,FALSE,,
Corcorax melanoramphos,White-winged Chough,whwcho1,204010121,FALSE,,
Struhidea cinerea,Apostlebird,apostl1,203930781,FALSE,,
PARADISAEIDAE,Birds-of-paradise,,,FALSE,,
Lycocorax pyrrhopterus,Halmahera Paradise-crow,paradi2,204013291,FALSE,,
Lycocorax obiensis,Obi Paradise-crow,paradi3,203902921,FALSE,,
Phonygammus keraudrenii,Trumpet Manucode,truman1,173726,FALSE,,
Manucodia ater,Glossy-mantled Manucode,glmman2,609065584,FALSE,,
Manucodia jobiensis,Jobi Manucode,jobman1,650849858,FALSE,,
Manucodia chalybatus,Crinkle-collaredd Manucode,crcman2,310648,FALSE,,
Manucodia comrii,Curl-crested Manucode,cucman1,163685,FALSE,,
Pteridophora alberti,King of Saxony Bird-of-paradise,kospar1,163676,FALSE,,
Parotia carolae,Carola's Parotia,carpar1,163694,FALSE,,
Parotia berlepschi,Bronze Parotia,carpar3,139631,FALSE,,
Parotia sefilata,Western Parotia,wespar1,203489861,FALSE,,
Parotia wahnesi,Wahnes's Parotia,wahpar1,163688,FALSE,,
Parotia lawesii,Lawes's Parotia,lawpar3,163701,FALSE,,
Seleucidis melanoleucus,Twelve-wired Bird-of-paradise,twwbop1,204005071,FALSE,,
Drepanornis albertisi,Black-billed Sicklebill,blbsic1,166662451,FALSE,,
Drepanornis bruijnii,Pale-billed Sicklebill,pabsic1,203999331,FALSE,,
Semioptera wallacii,Standardwing Bird-of-paradise,walsta2,204013671,FALSE,,
Lophorina paradisea,Paradise Riflebird,parrif1,203905971,FALSE,,
Lophorina victoriae,Victoria's Riflebird,vicrif1,203988051,FALSE,,
Lophorina superba,Superb Bird-of-paradise,vosbop1,218898201,FALSE,,
Lophorina magnifica,Magnificent Riflebird,magrif3,209387,FALSE,,
Lophorina intercedens,Growling Riflebird,magrif2,167071,FALSE,,
Epimachus fastosus,Black Sicklebill,blasic1,203883401,FALSE,,
Epimachus meyeri,Brown Sicklebill,brosic1,203988081,FALSE,,
Paradigalla carunculata,Long-tailed Paradigalla,lotpar1,609057937,FALSE,,
Paradigalla brevicauda,Short-tailed Paradigalla,shtpar1,640054044,FALSE,,
Astrapia nigra,Arfak Astrapia,arfast1,42751931,FALSE,,
Astrapia splendidissima,Splendid Astrapia,splast1,163654,FALSE,,
Astrapia rothschildi,Huon Astrapia,huoast1,147993,FALSE,,
Astrapia stephaniae,Princess Stephanie's Astrapia,prsast1,203972681,TRUE,,
Astrapia mayeri,Ribbon-tailed Astrapia,ritast1,203972211,FALSE,,
Cicinnurus regius,King Bird-of-paradise,kbopar1,42747501,FALSE,,
Cicinnurus magnificus,Magnificent Bird-of-paradise,mbopar2,166618511,FALSE,,
Cicinnurus respublica,Wilson's Bird-of-paradise,wbopar1,163711,FALSE,,
Paradisornis rudolphi,Blue Bird-of-paradise,bbopar1,203976851,FALSE,,
Paradisaea guilielmi,Emperor Bird-of-paradise,ebopar1,147998,FALSE,,
Paradisaea rubra,Red Bird-of-paradise,rbopar2,203898461,FALSE,,
Paradisaea decora,Goldie's Bird-of-paradise,gbopar1,163679,FALSE,,
Paradisaea minor,Lesser Bird-of-paradise,lbopar1,203489781,FALSE,,
Paradisaea apoda,Greater Bird-of-paradise,gbopar2,163707,FALSE,,
Paradisaea raggiana,Count Raggi's Bird-of-Paradise,rbopar1,168347,TRUE,,
Melanocharis arfakiana,Obscure Berrypecker,obsber1,203994611,FALSE,,
Melanocharis nigra,Black Berrypecker,blaber1,650848852,FALSE,,
Melanocharis longicauda,Mid-mountain Berrypecker,lebber1,114446261,FALSE,,
Melanocharis versteri,Fan-tailed Berrypecker,fatber1,203963161,FALSE,,
Melanocharis striativentris,Streaked Berrypecker,strber1,,FALSE,,
Rhamphocharis crassirostris,Thick-billed Berrypecker,spober1,,FALSE,,
Rhamphocharis piperata,Spotted Berrypecker,spober3,,FALSE,,
Oedistoma iliolophus,Spectacled Longbill,dwahon2,203974651,FALSE,,
Oedistoma pygmaeum,Pygmy Longbill,pyghon1,,FALSE,,
Toxorhamphus novaeguineae,Yellow-bellied Longbill,yeblon1,639788549,FALSE,,
Amalocichla incerta,Lesser Ground-robin,legrob1,204008851,FALSE,,
Pachycephalopsis hattamensis,Green-backed Robin,grbrob1,204013091,FALSE,,
Pachycephalopsis poliosoma,White-eyed Robin,wherob1,22767,FALSE,,
Eugerygone rubra,Garnet Robin,garrob1,203994581,FALSE,,
Petroica bivittata,Subalpine Robin,alprob1,203968441,FALSE,,
