Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,pt,pt_ao,pt_br,pt_pt
Picumnus subtilis,Fine-barred Piculet,fibpic1,31738471,FALSE,picapauzinho-de-barras-finas,picapauzinho-de-barras-finas,picapauzinho-de-barras-finas,picapauzinho-de-cuzco
Picumnus olivaceus,Olivaceous Piculet,olipic1,203958411,FALSE,,,,
Picumnus granadensis,Greyish Piculet,grapic1,605123601,FALSE,picapauzinho-cinzento,picapauzinho-cinzento,picapauzinho-cinzento,picapauzinho-colombiano
Picumnus cinnamomeus,Chestnut Piculet,chepic1,395298231,FALSE,picapauzinho-castanho,picapauzinho-castanho,picapauzinho-castanho,picapauzinho-canela
Nesoctites micromegas,Antillean Piculet,antpic1,629398850,FALSE,picapauzinho-das-antilhas,picapauzinho-das-antilhas,picapauzinho-das-antilhas,pica-pau-anão-das-antilhas
Hemicircus sordidus,Grey-and-buff Woodpecker,,,FALSE,,,,
Hemicircus concretus,Red-crested Woodpecker,gabwoo3,257397181,FALSE,pica-pau-rechonchudo,pica-pau-rechonchudo,pica-pau-rechonchudo,pica-pau-atarracado
Hemicircus canente,Heart-spotted Woodpecker,heswoo1,265853021,FALSE,pica-pau-de-corações,pica-pau-de-corações,pica-pau-de-corações,pica-pau-canente
Campephilus pollens,Powerful Woodpecker,powwoo1,84098,FALSE,pica-pau-poderoso,pica-pau-poderoso,pica-pau-poderoso,pica-pau-poderoso
Campephilus splendens,Splendid Woodpecker,,,FALSE,pica-pau esplêndido,pica-pau esplêndido,pica-pau esplêndido,pica-pau-esplêndido
Campephilus haematogaster,Crimson-bellied Woodpecker,crbwoo1,621766667,FALSE,,,,
Campephilus rubricollis,Red-necked Woodpecker,renwoo1,110479,FALSE,pica-pau-de-barriga-vermelha,pica-pau-de-barriga-vermelha,pica-pau-de-barriga-vermelha,pica-pau-de-pescoço-vermelho
Campephilus robustus,Robust Woodpecker,robwoo1,326850801,FALSE,Pica-pau-rei,Pica-pau-rei,pica-pau-rei,pica-pau-robusto
Campephilus guatemalensis,Pale-billed Woodpecker,pabwoo1,73423,FALSE,pica-pau-de-bico-claro,pica-pau-de-bico-claro,pica-pau-de-bico-claro,pica-pau-de-bico-pálido
Campephilus melanoleucos,Crimson-crested Woodpecker,crcwoo1,89178,FALSE,,,pica-pau-de-topete-vermelho,Pica-pau-de-barrete-vermelho
Campephilus gayaquilensis,Guayaquil Woodpecker,guawoo2,203999611,FALSE,pica-pau-de-guaiaquil,pica-pau-de-guaiaquil,pica-pau-de-guaiaquil,pica-pau-de-guaiaquil
Campephilus leucopogon,Cream-backed Woodpecker,crbwoo2,171744,FALSE,Pica-pau-de-barriga-preta,Pica-pau-de-barriga-preta,pica-pau-de-barriga-preta,pica-pau-de-dorso-creme
Campephilus magellanicus,Magellanic Woodpecker,magwoo1,164286,FALSE,Pica-pau-mahalhânico,Pica-pau-mahalhânico,Pica-pau-mahalhânico,pica-pau-de-magalhães
Campephilus principalis,Ivory-billed Woodpecker,ivbwoo,6784,FALSE,Pica-pau-bico-de-marfim,Pica-pau-bico-de-marfim,Pica-pau-bico-de-marfim,pica-pau-de-bico-marfim
Campephilus imperialis,Imperial Woodpecker,impwoo1,,FALSE,Pica-pau-imperial,Pica-pau-imperial,Pica-pau-imperial,pica-pau-imperial
Blythipicus rubiginosus,Maroon Woodpecker,marwoo1,203998251,FALSE,pica-pau-ferrugíneo,pica-pau-ferrugíneo,pica-pau-ferrugíneo,pica-pau-bordô
Blythipicus pyrrhotis,Bay Woodpecker,baywoo1,546025041,FALSE,pica-pau-de-orelha-vermelha,pica-pau-de-orelha-vermelha,pica-pau-de-orelha-vermelha,pica-pau-d'orelhas-vermelhas
Chrysocolaptes validus,Orange-backed Woodpecker,orbwoo1,626810215,FALSE,pica-pau-de-dorso-laranja,pica-pau-de-dorso-laranja,pica-pau-de-dorso-laranja,pica-pau-vigoroso
Chrysocolaptes guttacristatus,Greater Flameback,grefla1,203896551,FALSE,,,,
Chrysocolaptes stricklandi,Greater Sri Lanka Flameback,crbfla1,263987011,FALSE,peto-cingalês,peto-cingalês,peto-cingalês,pica-pau-sultão-do-ceilão
Chrysocolaptes strictus,Javan Flameback,javfla1,69789421,FALSE,peto-de-java,peto-de-java,peto-de-java,pica-pau-sultão-javanês
Chrysocolaptes erythrocephalus,Red-headed Flameback,rehfla1,637294765,FALSE,peto-de-faces-vermelhas,peto-de-faces-vermelhas,peto-de-faces-vermelhas,pica-pau-sultão-de-cabeça-vermelha
Chrysocolaptes haematribon,Luzon Flameback,luzfla1,203894431,FALSE,peto-de-lução,peto-de-lução,peto-de-lução,pica-pau-sultão-de-lução
Chrysocolaptes lucidus,Buff-spotted Flameback,busfla1,18648,FALSE,,,,
Chrysocolaptes xanthocephalus,Yellow-faced Flameback,yeffla1,632110159,FALSE,peto-de-faces-amarelas,peto-de-faces-amarelas,peto-de-faces-amarelas,pica-pau-sultão-de-faces-amarelas
Chrysocolaptes festivus,White-naped Woodpecker,whnwoo1,621028600,FALSE,peto-de-dorso-branco,peto-de-dorso-branco,peto-de-dorso-branco,pica-pau-sultão-de-dorso-branco
Dinopium rafflesii,Olive-backed Woodpecker,olbwoo2,645709580,FALSE,peto-de-dorso-oliváceo,peto-de-dorso-oliváceo,peto-de-dorso-oliváceo,pica-pau-incandescente-de-raffles
Dinopium shorii,Himalayan Flameback,himfla1,111600,FALSE,peto-do-himalaia,peto-do-himalaia,peto-do-himalaia,pica-pau-incandescente-dos-himalaias
Dinopium javanense,Common Flameback,comfla1,652029821,FALSE,,,,
Dinopium everetti,Spot-throated Flameback,sptfla1,634408400,FALSE,peto-de-garganta-malhada,peto-de-garganta-malhada,peto-de-garganta-malhada,pica-pau-incandescente-filipino
Dinopium benghalense,Black-rumped Flameback,bkrfla1,373785231,FALSE,,,,pica-pau-incandescente-indiano/vermelho
Dinopium psarodes,Lesser Sri Lanka Flameback,bkrfla2,223466,FALSE,peto-de-dorso-vermelho,peto-de-dorso-vermelho,peto-de-dorso-vermelho,pica-pau-incandescente-vermelho
Gecinulus grantia,Pale-headed Woodpecker,pahwoo1,394068161,FALSE,,,,
Gecinulus viridis,Bamboo Woodpecker,bamwoo1,610394874,FALSE,,,,
Micropternus brachyurus,Rufous Woodpecker,rufwoo2,266469331,FALSE,pica-pau-ruivo,pica-pau-ruivo,pica-pau-ruivo,pica-pau-ferrugíneo
Meiglyptes grammithorax,Buff-rumped Woodpecker,burwoo1,633211069,FALSE,pica-pau-de-rabadilha-bege,pica-pau-de-rabadilha-bege,pica-pau-de-rabadilha-bege,pica-pau-d'uropígio-bege
Meiglyptes tristis,White-rumped Woodpecker,burwoo3,83138001,FALSE,,,,
Meiglyptes jugularis,Black-and-buff Woodpecker,babwoo3,203918221,FALSE,pica-pau-alvinegro,pica-pau-alvinegro,pica-pau-alvinegro,pica-pau-dominó
Meiglyptes tukki,Buff-necked Woodpecker,bunwoo1,203930331,FALSE,pica-pau-de-pescoço-bege,pica-pau-de-pescoço-bege,pica-pau-de-pescoço-bege,pica-pau-tukik
Chrysophlegma miniaceum,Banded Woodpecker,banwoo2,625643011,FALSE,peto-escarlate,peto-escarlate,peto-escarlate,pica-pau-vermelhão
Chrysophlegma humii,Chequer-throated Yellownape,,,FALSE,,,,
Chrysophlegma mentale,Javan Yellownape,chtwoo1,646878105,FALSE,peto-de-gargantilha,peto-de-gargantilha,peto-de-gargantilha,pica-pau-de-garganta-axadrezada
Chrysophlegma flavinucha,Greater Yellownape,greyel1,223993981,FALSE,peto-de-nuca-amarela,peto-de-nuca-amarela,peto-de-nuca-amarela,pica-pau-de-nuca-amarela-grande
Geocolaptes olivaceus,Ground Woodpecker,growoo1,176714231,FALSE,Pica-pau-das-rochas,Pica-pau-das-rochas,Pica-pau-das-rochas,pica-pau-terrestre
Campethera punctuligera,Fine-spotted Woodpecker,fiswoo1,628965893,FALSE,Pica-pau-pintado,Pica-pau-pintado,Pica-pau-pintado,pica-pau-ponteado
Campethera bennettii,Bennett's Woodpecker,benwoo1,203938391,FALSE,,Pica-pau de Bennett,,
Campethera scriptoricauda,Reichenow's Woodpecker,reiwoo1,649438450,FALSE,pica-pau-da-tanzânia,pica-pau-da-tanzânia,pica-pau-da-tanzânia,pica-pau-tanzaniano
Campethera nubica,Nubian Woodpecker,nubwoo1,203936571,FALSE,Pica-pau-da-núbia,Pica-pau-da-núbia,Pica-pau-da-núbia,pica-pau-núbio
Campethera abingoni,Golden-tailed Woodpecker,gotwoo1,46482,FALSE,,Pica-pau-de-cauda-dourada,,Pica-pau-de-rabo-dourado
Campethera mombassica,Mombasa Woodpecker,momwoo1,79379,FALSE,pica-pau-de-mombaça,pica-pau-de-mombaça,pica-pau-de-mombaça,pica-pau-de-mombaça
Campethera notata,Knysna Woodpecker,knywoo1,177489461,FALSE,pica-pau-de-knysna,pica-pau-de-knysna,pica-pau-de-knysna,pica-pau-de-knysna
Campethera cailliautii,Green-backed Woodpecker,grbwoo2,147422771,FALSE,Pica-pau-de-dorso-verde,Pica-pau-de-dorso-verde,Pica-pau-de-dorso-verde,Pica-pau-de-dorso-verde
Campethera maculosa,Little Green Woodpecker,grbwoo2,147422771,FALSE,,Pica-pau-de-dorso-verde,,
Campethera tullbergi,Tullberg's Woodpecker,tulwoo2,,FALSE,,,,
Campethera taeniolaema,Fine-banded Woodpecker,tulwoo3,652128398,FALSE,,,,
Campethera nivosa,Buff-spotted Woodpecker,buswoo1,203938011,FALSE,pica-pau-malhado,pica-pau-malhado,pica-pau-malhado,pica-pau-das-térmitas
Campethera caroli,Brown-eared Woodpecker,brewoo1,467655771,FALSE,Pica-pau-de-orelhas-castanhas,Pica-pau-de-orelhas-castanhas,Pica-pau-de-orelhas-castanhas,pica-pau-d'orelhas-castanhas
Picus puniceus,Crimson-winged Woodpecker,crwwoo1,642972609,FALSE,peto-granadino,peto-granadino,peto-granadino,pica-pau-d'asa-carmesim
Picus chlorolophus,Lesser Yellownape,lesyel1,290908021,FALSE,peto-de-poupa-amarela,peto-de-poupa-amarela,peto-de-poupa-amarela,pica-pau-de-nuca-amarela-pequeno
Picus awokera,Japanese Woodpecker,japwoo1,490222421,FALSE,Pica-pau-japonês,Pica-pau-japonês,Pica-pau-japonês,pica-pau-japonês
Picus rabieri,Red-collared Woodpecker,recwoo2,218939211,FALSE,peto-de-colar-vermelho,peto-de-colar-vermelho,peto-de-colar-vermelho,pica-pau-de-colar-vermelho
Picus xanthopygaeus,Streak-throated Woodpecker,sttwoo1,356954691,FALSE,peto-de-garganta-riscada,peto-de-garganta-riscada,peto-de-garganta-riscada,pica-pau-de-garganta-listada
Picus vittatus,Laced Woodpecker,lacwoo1,203950061,FALSE,,,,pica-pau-lanceolado/pica-pau-rendado
Picus viridanus,Streak-breasted Woodpecker,stbwoo3,328330481,FALSE,peto-de-peito-riscado,peto-de-peito-riscado,peto-de-peito-riscado,pica-pau-lanceolado
Picus canus,Grey-faced Woodpecker,gyfwoo1,38319731,FALSE,Pica-pau-cinzento,Pica-pau-cinzento,Pica-pau-cinzento,pica-pau-cinzento
Picus guerini,Black-naped Woodpecker,,,FALSE,,,,pica-pau-cinzento [grupo guerini]
Picus dedemi,Sumatran Woodpecker,,,FALSE,,,,pica-pau-cinzento (dedemi)
Picus erythropygius,Black-headed Woodpecker,blhwoo1,327445841,FALSE,peto-de-cabeça-preta,peto-de-cabeça-preta,peto-de-cabeça-preta,pica-pau-de-cabeça-preta
Picus viridis,Eurasian Green Woodpecker,eugwoo2,278956541,TRUE,,,,Peto-real
Picus sharpei,Iberian Green Woodpecker,grnwoo3,162697961,FALSE,Peto-real-ibérico,Peto-real-ibérico,Peto-real-ibérico,pica-pau-verde-ibérico
Picus vaillantii,Maghreb Green Woodpecker,levwoo1,203992491,FALSE,Peto-mourisco,Peto-mourisco,Peto-mourisco,pica-pau-mourisco
Picus squamatus,Scaly-bellied Woodpecker,scbwoo1,172799041,FALSE,Peto-escamado,Peto-escamado,Peto-escamado,pica-pau-escamoso
Piculus simplex,Rufous-winged Woodpecker,ruwwoo1,512660991,FALSE,,,,
Piculus callopterus,Stripe-cheeked Woodpecker,stcwoo1,610887491,FALSE,pica-pau-panamense,pica-pau-panamense,pica-pau-panamense,pica-pau-panamense
Piculus leucolaemus,White-throated Woodpecker,whtwoo2,536647571,FALSE,,,pica-pau-de-garganta-branca,Pica-pau-de-garganta-branca
Piculus litae,Lita Woodpecker,litwoo1,622004807,FALSE,pica-pau-do-pacífico,pica-pau-do-pacífico,pica-pau-do-pacífico,pica-pau-de-lita
Piculus flavigula,Yellow-throated Woodpecker,yetwoo1,365305461,FALSE,Pica-pau-bufador,Pica-pau-bufador,pica-pau-bufador,pica-pau-de-garganta-amarela
Piculus chrysochloros,Golden-green Woodpecker,gogwoo1,626302227,FALSE,pica-pau-dourado-escuro,pica-pau-dourado-escuro,pica-pau-dourado-escuro/dourado-grande/de-garganta-barrada/dourado-de-belém/de-garganta-pintada,pica-pau-verde-e-dourado
Piculus aurulentus,Yellow-browed Woodpecker,whbwoo7,203934961,FALSE,pica-pau-dourado,pica-pau-dourado,pica-pau-dourado,pica-pau-de-sobrancelha-amarela
Colaptes fernandinae,Fernandina's Flicker,ferfli1,133239,FALSE,Pica-pau-cubano,Pica-pau-cubano,Pica-pau-cubano,pica-pau-cubano
†Colaptes oceanicus,Bermuda Flicker,berfli1,,FALSE,,,,
Colaptes cafer,Red-shafted Flicker,,,FALSE,,,,
Colaptes mexicanoides,Guatemalan Flicker,norfli1,110805131,FALSE,pica-pau-da-guatemala,pica-pau-da-guatemala,pica-pau-da-guatemala,pica-pau-da-guatemala
Colaptes auratus,Yellow-shafted Flicker,norfli,84808,TRUE,,,,pica-pau-mosqueado/pica-pau-da-califórnia
Colaptes chrysoides,Gilded Flicker,gilfli,417072341,FALSE,pica-pau-de-asa-dourada,pica-pau-de-asa-dourada,pica-pau-de-asa-dourada,pica-pau-da-califórnia
Colaptes melanochloros,Green-barred Woodpecker,grbwoo3,201634,FALSE,pica-pau-verde-barrado,pica-pau-verde-barrado,Pica-pau-verde-barrado,Pica-pau-verde-barrado
Colaptes melanolaimus,Golden-breasted Woodpecker,,,FALSE,,,,
Colaptes rivolii,Crimson-mantled Woodpecker,crmwoo2,21855,FALSE,pica-pau-carmesim,pica-pau-carmesim,pica-pau-carmesim,pica-pau-de-manto-carmim
Colaptes atriceps,Black-crowned Woodpecker,,,FALSE,,,,pica-pau-de-manto-carmim (atriceps)
Colaptes cinereicapillus,Northern Andean Flicker,,,FALSE,,,,
Colaptes rupicola,Southern Andean Flicker,andfli1,189494,FALSE,Pica-pau-andino,Pica-pau-andino,Pica-pau-andino,pica-pau-andino
Colaptes pitius,Chilean Flicker,chifli1,609800556,FALSE,pica-pau-chileno,pica-pau-chileno,pica-pau-chileno,pica-pau-chileno
Colaptes campestris,Campo Flicker,camfli1,134952581,FALSE,Pica-pau-do-campo,Pica-pau-do-campo,pica-pau-do-campo,Pica-pau-do-campo
Colaptes campestroides,Pampas Flicker,,,FALSE,,,,
Colaptes punctigula,Spot-breasted Woodpecker,spbwoo1,65090,FALSE,Pica-pau-de-peito-pontilhado,Pica-pau-de-peito-pontilhado,pica-pau-de-peito-pontilhado,pica-pau-de-peito-sarapintado
Colaptes auricularis,Grey-crowned Woodpecker,grcwoo1,633099541,FALSE,pica-pau-de-coroa-cinzenta,pica-pau-de-coroa-cinzenta,pica-pau-de-coroa-cinzenta,pica-pau-de-coroa-cinzenta
Colaptes aeruginosus,Bronze-winged Woodpecker,,,FALSE,,,pica-pau-oliváceo (aeruginosus),pica-pau-oliváceo (aeruginosus)
Colaptes rubiginosus,Golden-olive Woodpecker,goowoo1,388976131,FALSE,Pica-pau-olivaceo,Pica-pau-olivaceo,Pica-pau-oliváceo,Pica-pau-oliváceo
Colaptes atricollis,Black-necked Woodpecker,blnwoo1,203940141,FALSE,pica-pau-peruano,pica-pau-peruano,pica-pau-peruano,pica-pau-peruano
Celeus loricatus,Cinnamon Woodpecker,cinwoo1,203898661,FALSE,pica-pau-canela,pica-pau-canela,pica-pau-canela,pica-pau-canela
Celeus torquatus,Ringed Woodpecker,rinwoo1,113368,FALSE,Pica-pau-de-coleira,Pica-pau-de-coleira,pica-pau-de-coleira,pica-pau-de-colar-preto
Celeus occidentalis,Amazonian Black-breasted Woodpecker,,,FALSE,,,,
Celeus tinnunculus,Atlantic Black-breasted Woodpecker,,,FALSE,,,,
Celeus flavus,Cream-colored Woodpecker,crcwoo2,371687891,FALSE,Pica-pau-amarelo,Pica-pau-amarelo,pica-pau-amarelo,Pica-pau-amarelo
Celeus spectabilis,Rufous-headed Woodpecker,ruhwoo1,294678291,FALSE,,,pica-pau-lindo,Pica-pau-lindo
Celeus obrieni,Kaempfer's Woodpecker,caawoo1,203926161,FALSE,Pica-pau-do-parnaíba,Pica-pau-do-parnaíba,pica-pau-do-parnaíba,pica-pau-do-parnaíba
Celeus castaneus,Chestnut-colored Woodpecker,chcwoo1,605368291,FALSE,pica-pau-castanho,pica-pau-castanho,pica-pau-castanho,pica-pau-avelã
Celeus grammicus,Scaly-breasted Woodpecker,,,FALSE,,,pica-pau-barrado [grupo grammicus],
Celeus undatus,Waved Woodpecker,wavwoo5,204012991,FALSE,pica-pau-barrado,pica-pau-barrado,pica-pau-barrado,pica-pau-ondulado
Celeus ochraceus,Ochre-backed Woodpecker,blcwoo5,327489001,FALSE,pica-pau-ocráceo,pica-pau-ocráceo,pica-pau-ocráceo,pica-pau-ocráceo
Celeus flavescens,Blond-crested Woodpecker,blcwoo4,128080,FALSE,,,pica-pau-de-cabeça-amarela,
Celeus elegans,Chestnut Woodpecker,chewoo2,414260911,FALSE,,,pica-pau-chocolate,Pica-pau-chocolate
Celeus lugubris,Pale-crested Woodpecker,pacwoo1,625591458,FALSE,Pica-pau-louro,Pica-pau-louro,pica-pau-louro,Pica-pau-louro
Hylatomus galeatus,Helmeted Woodpecker,helwoo1,401926811,FALSE,Pica-pau-de-cara-canela,Pica-pau-de-cara-canela,pica-pau-de-cara-canela,pica-pau-de-capacete
Hylatomus pileatus,Pileated Woodpecker,pilwoo,88310041,TRUE,Pica-pau-grande,Pica-pau-grande,Pica-pau-grande,pica-pau-preto-norte-americano
Hylatomus lineatus,Lineated Woodpecker,linwoo1,69427,TRUE,,,pica-pau-de-banda-branca [grupo lineatus],pica-pau-listado [grupo lineatus]
Hylatomus fuscipennis,Dusky-winged Woodpecker,,,FALSE,,,pica-pau-de-banda-branca (fuscipennis),pica-pau-listado (fuscipennis)
Hylatomus schulzi,Black-bodied Woodpecker,blbwoo3,203960201,FALSE,Pica-pau-de-faixa-branca,Pica-pau-de-faixa-branca,Pica-pau-de-faixa-branca,pica-pau-de-faixa-branca
Mulleripicus fulvus,Ashy Woodpecker,ashwoo1,204014581,FALSE,pica-troncos-fulvo,pica-troncos-fulvo,pica-troncos-fulvo,pica-pau-fuliginoso-de-celebes
Mulleripicus funebris,Northern Sooty Woodpecker,soowoo1,217269,FALSE,,,,
Mulleripicus fuliginosus,Southern Sooty Woodpecker,sousow1,18626,FALSE,pica-troncos-sombrio,pica-troncos-sombrio,pica-troncos-sombrio,pica-pau-filipino-meridional
Mulleripicus pulverulentus,Great Slaty Woodpecker,grswoo1,611498382,FALSE,pica-troncos-ardósia,pica-troncos-ardósia,pica-troncos-ardósia,pica-pau-ardósia
Dryocopus javensis,White-bellied Woodpecker,whbwoo2,267694061,FALSE,,,,
Dryocopus hodgei,Andaman Woodpecker,andwoo1,203955291,FALSE,pica-pau-das-andamão,pica-pau-das-andamão,pica-pau-das-andamão,pica-pau-das-andamão
Dryocopus martius,Black Woodpecker,blawoo1,203948611,TRUE,Pica-pau-preto,Pica-pau-preto,Pica-pau-preto,Pica-pau-preto
Sphyrapicus thyroideus,Williamson's Sapsucker,wilsap,228889,FALSE,pica-pau-escuro,pica-pau-escuro,pica-pau-escuro,chupa-seiva-preto
Sphyrapicus varius,Yellow-bellied Sapsucker,yebsap,324409061,TRUE,,,,Pica-pau-de-barriga-amarela
Sphyrapicus nuchalis,Red-naped Sapsucker,rensap,247661031,FALSE,pica-pau-de-nuca-vermelha,pica-pau-de-nuca-vermelha,pica-pau-de-nuca-vermelha,chupa-seiva-de-nuca-vermelha
Sphyrapicus ruber,Red-breasted Sapsucker,rebsap,165454211,FALSE,pica-pau-de-peito-vermelho,pica-pau-de-peito-vermelho,pica-pau-de-peito-vermelho,chupa-seiva-de-peito-ruivo
Xiphidiopicus percussus,Cuban Green Woodpecker,cugwoo1,203885281,FALSE,Pica-pau-verde-cubano,Pica-pau-verde-cubano,Pica-pau-verde-cubano,pica-pau-verde-cubano
Melanerpes candidus,White Woodpecker,whiwoo1,217180,FALSE,Pica-pau-branco,Pica-pau-branco,pica-pau-branco,Pica-pau-branco
Melanerpes lewis,Lewis's Woodpecker,lewwoo,50140,FALSE,Pica-pau-de-lewis,Pica-pau-de-lewis,Pica-pau-de-lewis,pica-pau-de-lewis
Melanerpes herminieri,Guadeloupe Woodpecker,guawoo1,204027581,FALSE,pica-pau-de-guadalupe,pica-pau-de-guadalupe,pica-pau-de-guadalupe,pica-pau-de-guadalupe
Melanerpes portoricensis,Puerto Rican Woodpecker,purwoo1,204011841,FALSE,pica-pau-porto-riquenho,pica-pau-porto-riquenho,pica-pau-porto-riquenho,pica-pau-porto-riquenho
Melanerpes erythrocephalus,Red-headed Woodpecker,rehwoo,168305,TRUE,Pica-pau-de-cabeça-vermelha,Pica-pau-de-cabeça-vermelha,Pica-pau-de-cabeça-vermelha,pica-pau-de-cabeça-vermelha
Melanerpes formicivorus,Acorn Woodpecker,acowoo,188273,TRUE,Pica-pau-das-bolotas,Pica-pau-das-bolotas,Pica-pau-das-bolotas,pica-pau-das-bolotas
Melanerpes cruentatus,Yellow-tufted Woodpecker,yetwoo2,13305,FALSE,benedito-de-testa-vermelha,benedito-de-testa-vermelha,benedito-de-testa-vermelha,pica-pau-de-penachos-amarelos
Melanerpes flavifrons,Yellow-fronted Woodpecker,yefwoo1,611234671,FALSE,benedito-de-testa-amarela,benedito-de-testa-amarela,benedito-de-testa-amarela,pica-pau-de-testa-amarela
Melanerpes chrysauchen,Golden-naped Woodpecker,gonwoo1,610758323,FALSE,,,,
Melanerpes pulcher,Beautiful Woodpecker,beawoo2,69604491,FALSE,pica-pau-bonito,pica-pau-bonito,pica-pau-bonito,pica-pau-do-magdalena
Melanerpes pucherani,Black-cheeked Woodpecker,blcwoo1,625404380,FALSE,pica-pau-de-cara-negra,pica-pau-de-cara-negra,pica-pau-de-cara-negra,pica-pau-centro-americano
Melanerpes cactorum,White-fronted Woodpecker,whfwoo1,339372171,FALSE,Pica-pau-de-testa-branca,Pica-pau-de-testa-branca,pica-pau-de-testa-branca,pica-pau-dos-cactos
Melanerpes striatus,Hispaniolan Woodpecker,hiswoo1,204027551,FALSE,Pica-pau-de-Hispaniola,Pica-pau-de-Hispaniola,Pica-pau-de-Hispaniola,pica-pau-dominicano
Melanerpes radiolatus,Jamaican Woodpecker,jamwoo1,203888911,FALSE,pica-pau-jamaicano,pica-pau-jamaicano,pica-pau-jamaicano,pica-pau-jamaicano
Melanerpes hypopolius,Grey-breasted Woodpecker,grbwoo1,28127661,FALSE,,,,
Melanerpes pygmaeus,Yucatan Woodpecker,yucwoo,103341,FALSE,Pica-pau-yucateco,Pica-pau-yucateco,Pica-pau-yucateco,pica-pau-do-iucatão
Melanerpes rubricapillus,Red-crowned Woodpecker,recwoo1,387641331,FALSE,pica-pau-de-coroa-vermelha,pica-pau-de-coroa-vermelha,pica-pau-de-coroa-vermelha,pica-pau-de-coroa-vermelha
Melanerpes hoffmannii,Hoffmann's Woodpecker,hofwoo1,204015421,FALSE,pica-pau-de-nuca-dourada,pica-pau-de-nuca-dourada,pica-pau-de-nuca-dourada,pica-pau-de-hoffmann
Melanerpes chrysogenys,Golden-cheeked Woodpecker,gocwoo1,612608099,FALSE,pica-pau-mascarado,pica-pau-mascarado,pica-pau-mascarado,pica-pau-de-faces-amarelas
