Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,sr
Hieraaetus morphnoides,Little Eagle,liteag1,273379511,FALSE,Mali orao
Hieraaetus ayresii,Ayres's Hawk-eagle,ayheag1,142208511,FALSE,Ejresov jastrebasti orao
Kaupifalco monogrammicus,Lizard Buzzard,lizbuz1,4350,FALSE,Jastreb gušteraš
Melierax metabates,Dark Chanting-goshawk,dacgos1,633021894,FALSE,Jastreb pevač
Melierax canorus,Pale Chanting-goshawk,pacgos1,582106661,FALSE,Svetli jastreb pevač
Melierax poliopterus,Eastern Chanting-goshawk,eacgos1,280118,FALSE,Istočni jastreb pevač
Micronisus gabar,Gabar Goshawk,gabgos2,634391127,FALSE,Jastreb gabar
Harpagus bidentatus,Double-toothed Kite,dotkit1,470408421,FALSE,Dvozuba lunja
Harpagus diodon,Rufous-thighed Kite,rutkit1,292552981,FALSE,Riđoboka lunja
CATHARTIFORMES,,,,FALSE,
CATHARTIDAE,New World Vultures,,,FALSE,Sivovrata gologlavka
Cathartes aura,Turkey Vulture,turvul,317760061,TRUE,Ćurkasti lešinar
Cathartes burrovianus,Lesser Yellow-headed Vulture,lyhvul1,437900471,FALSE,Mali žutoglavi lešinar
Cathartes melambrotus,Greater Yellow-headed Vulture,gyhvul1,482548071,FALSE,Veliki žutoglavi lešinar
Coragyps atratus,American Black Vulture,blkvul,458200071,TRUE,Američki crni lešinar
Sarcorhamphus papa,King Vulture,kinvul1,166695961,TRUE,Kraljevski lešinar
Gymnogyps californianus,California Condor,calcon,163900,TRUE,Kalifornijski kondor
Vultur gryphus,Andean Condor,andcon1,220146481,TRUE,Andski kondor
ACCIPITRIFORMES,Diurnal raptor sp.,diurap1,87390,FALSE,
SAGITTARIIDAE,Secretarybird,secret2,348379561,FALSE,
Sagittarius serpentarius,Secretarybird,secret2,348379561,FALSE,Ptica sekretar
PANDIONIDAE,Osprey,osprey,34075051,TRUE,
Pandion haliaetus,Osprey,osprey,34075051,TRUE,Ribar
ACCIPITRIDAE,Hawks Eagles,,,FALSE,Neidentifikovani lešinar Starog sveta
Elanus caeruleus,Black-winged Kite,bkskit1,465025481,FALSE,Bela lunja
Elanus axillaris,Black-shouldered Kite,auskit1,335258821,TRUE,Australijska lunja
Elanus leucurus,White-tailed Kite,whtkit,4329,FALSE,Belorepa lunja
Elanus scriptus,Letter-winged Kite,lewkit1,642470917,FALSE,Noćna lunja
Gampsonyx swainsonii,Pearl Kite,peakit1,58956,FALSE,Biserna patuljasta lunja
Chelictinia riocourii,Scissor-tailed Kite,sctkit1,4317,FALSE,Makazorepa lunja
Leptodon cayanensis,Grey-headed Kite,grhkit1,266536541,FALSE,Sivoglava lunja
Leptodon forbesi,White-collared Kite,whckit1,622581947,FALSE,Belovrata lunja
Chondrohierax uncinatus,Hook-billed Kite,hobkit,141335,FALSE,Kukastokljuna lunja
Chondrohierax wilsonii,Cuban Kite,hobkit2,,FALSE,Kubanska kukastokljuna lunja
Elanoides forficatus,Swallow-tailed Kite,swtkit,133304,FALSE,Lastorepa lunja
Pernis apivorus,European Honey-buzzard,euhbuz1,203695051,TRUE,Osičar
Pernis ptilorhynchus,Oriental Honey-buzzard,orihob2,285082491,FALSE,Ćubasti osičar
Pernis celebensis,Sulawesi Honey-buzzard,barhob1,,FALSE,Sulaveški osičar
Pernis steerei,Philippine Honey-buzzard,barhob2,609063968,FALSE,Filipinski osičar
Hamirostra melanosternon,Black-breasted Buzzard,bkbkit1,647824418,FALSE,Crnogruda lunja
Lophoictinia isura,Square-tailed Kite,sqtkit1,611032162,FALSE,Ravnorepa lunja
Henicopernis longicauda,Long-tailed Honey-Buzzard,lthbuz1,,FALSE,Dugorepi osičar
Henicopernis infuscatus,Black Honey-Buzzard,blhbuz1,,FALSE,Crni osičar
Aviceda cuculoides,African Cuckoo-hawk,afrcuh1,434619211,FALSE,Afrička baza
Aviceda madagascariensis,Madagascar Cuckoo-hawk,madcuh1,95167,FALSE,Madagaskarska baza
Aviceda jerdoni,Jerdon's Baza,jerbaz1,203944101,FALSE,Džerdonova baza
Aviceda subcristata,Pacific Baza,pacbaz1,556362701,FALSE,Pacifička baza
Aviceda leuphotes,Black Baza,blabaz1,633664127,FALSE,Crna baza
Eutriorchis astur,Madagascar Serpent-eagle,maseag1,,FALSE,Madagaskarski zmijar
Polyboroides typus,African Harrier-hawk,afhhaw1,223342921,FALSE,Afrički ejoliki jastreb
Polyboroides radiatus,Madagascar Harrier-hawk,mahhaw1,93905,FALSE,Madagaskarski ejoliki jastreb
Gypohierax angolensis,Palm-nut Vulture,panvul1,310236,FALSE,Palmin lešinar
Gypaetus barbatus,Bearded Vulture,lammer1,353604881,FALSE,Bradan
Neophron percnopterus,Egyptian Vulture,egyvul1,354072661,FALSE,Bela kanja
Circus aeruginosus,Western Marsh-harrier,wemhar1,613407946,TRUE,Eja močvarica
Circus spilonotus,Eastern Marsh-harrier,easmah1,549698611,FALSE,Istočna eja močvarica
Circus approximans,Swamp Harrier,swahar1,259809771,FALSE,Australazijska eja
Circus ranivorus,African Marsh-harrier,afmhar1,4318,FALSE,Afrička eja močvarica
Circus maillardi,Madagascar Marsh-harrier,reuhar2,642706114,FALSE,Eja sa ostrva Reunion
Circus buffoni,Long-winged Harrier,lowhar1,613614215,FALSE,Dugokrila eja
Circus assimilis,Spotted Harrier,spohar1,634842908,FALSE,Pegava eja
Circus maurus,Black Harrier,blahar1,622404884,FALSE,Crna eja
Circus cyaneus,Hen Harrier,norhar1,493144381,FALSE,Poljska eja/američka poljska eja
Circus hudsonius,Northern Harrier,norhar2,248049481,TRUE,Američka poljska eja
Circus cinereus,Cinereous Harrier,cinhar1,210066391,FALSE,Pepeljasta eja
Circus macrourus,Pallid Harrier,palhar1,68671901,FALSE,stepska eja
Circus melanoleucus,Pied Harrier,piehar1,196391291,FALSE,Šarena eja
Circus pygargus,Montagu's Harrier,monhar1,351289931,TRUE,eja livadarka
Accipiter poliogaster,Grey-bellied Goshawk,gybhaw1,558225821,FALSE,Sivotrbi južnoamerički jastreb
Accipiter trivirgatus,Crested Goshawk,cregos1,291362181,FALSE,Ćubasti jastreb
Accipiter griseiceps,Sulawesi Goshawk,sulgos1,,FALSE,Celebeski jastreb
Accipiter toussenelii,Red-chested Goshawk,,,FALSE,
Accipiter tachiro,African Goshawk,afrgos1,203919591,FALSE,Afrički jastreb
Accipiter castanilius,Chestnut-flanked Sparrowhawk,chfspa1,,FALSE,Kobac kestenjastih bokova
Accipiter badius,Shikra,shikra1,282934151,FALSE,Kobac šikra
Accipiter butleri,Nicobar Sparrowhawk,nicspa1,610320277,FALSE,Nikobarski kobac
Accipiter brevipes,Levant Sparrowhawk,levspa1,102917821,FALSE,kratkoprsti kobac
Accipiter soloensis,Chinese Goshawk,,,FALSE,Kineski kobac
Accipiter francesiae,Frances's Sparrowhawk,fragos2,203978961,FALSE,Francisov kobac
Accipiter trinotatus,Spot-tailled Goshawk,,,FALSE,Jastreb sa pegavim repom
Accipiter sylvestris,Lesser Sundas Goshawk,,,FALSE,
Accipiter hiogaster,Variable Goshawk,vargos1,203994701,FALSE,Raznobojni jastreb
A. h. griseogularis,Grey-throated Goshawk,,,FALSE,
Accipiter novaehollandiae,Grey Goshawk,,,FALSE,
Accipiter poliocephalus,Grey-headed Goshawk,,,FALSE,Sivoglavi kobac
Accipiter princeps,New Britain Goshawk,nebgos1,,FALSE,Jastreb sa ostrva Nova Britanija
Accipiter fasciatus,Brown Goshawk,brogos1,629541704,FALSE,
Accipiter melanochlamys,Black-mantled Goshawk,blmgos1,,FALSE,Novogvinejski jastreb
Accipiter albogularis,Pied Goshawk,piegos1,634784138,FALSE,
Accipiter haplochrous,White-bellied Sparrowhawk,,,FALSE,Jastreb sa Nove Kaledonije
Accipiter rufitorques,Fiji Goshawk,fijgos1,203908381,FALSE,Jastreb sa Fidžija
Accipiter henicogrammus,Moluccan Goshawk,molgos1,203906781,FALSE,Molučki jastreb
Accipiter luteoschistaceus,Slaty-backed Goshawk,,,FALSE,Sivoleđi jastreb
Accipiter imitator,Imitator Goshawk,,,FALSE,Crno-beli kobac
Accipiter erythropus,Red-thighed Sparrowhawk,retspa1,434682891,FALSE,Zapadnoafrički kobac
Accipiter minullus,Little Sparrowhawk,litspa1,627268191,FALSE,Mali afrički kobac
Accipiter gularis,Japanese Sparrowhawk,japspa1,329104491,FALSE,
Accipiter virgatus,Besra,besra1,471424081,FALSE,
Accipiter nanus,Dwarf Sparrowhawk,,,FALSE,Mali sulaveški kobac
Accipiter erythrauchen,Rufous-necked Sparrowhawk,runspa1,616606454,FALSE,Azijski riđovrati kobac
Accipiter cirrhocephalus,Collared Sparrowhawk,colspa1,412118721,FALSE,
Accipiter brachyurus,New Britain Sparrowhawk,nebspa1,,FALSE,Kobac sa ostrva Nova Britanija
Accipiter rhodogaster,Vinous-breasted Sparrowhawk,vibspa1,267147611,FALSE,Veliki sulaveški kobac
Accipiter madagascariensis,Madagascar Sparrowhawk,madspa1,203989991,FALSE,Madagaskarski kobac
Accipiter ovampensis,Ovambo Sparrowhawk,ovaspa2,643864722,FALSE,Ovambo jastreb
Accipiter nisus,Eurasian Sparrowhawk,eurspa1,496607621,TRUE,Kobac
Accipiter rufiventris,Rufous-breasted Sparrowhawk,rucspa2,405351511,FALSE,Crvenogrudi kobac
Accipiter striatus,Sharp-shinned Hawk,shshaw,91176131,FALSE,Američki kobac
A. s. chionogaster,White-breasted Hawk,,,FALSE,
A. s. ventralis,Plain-breasted Hawk,,,FALSE,
A. s. erythronemius,Rufous-thighed Hawk,,,FALSE,
Accipiter cooperii,Cooper's Hawk,coohaw,231229351,TRUE,Kuperov kobac
Accipiter gundlachi,Gundlach's Hawk,gunhaw1,183590,FALSE,Kubanski jastreb
Accipiter bicolor,Bicolored Hawk,bichaw1,512444021,FALSE,Dvobojni kobac/čileanski kobac
A. b. chilensis,Chilean Hawk,bichaw4,291112731,FALSE,
Accipiter henstii,Henst's Goshawk,hengos1,203970221,FALSE,Madagaskarski jastreb
Accipiter melanoleucus,Black Sparrowhawk,,,FALSE,Crni jastreb
Accipiter gentilis,Northern Goshawk,,,TRUE,Jastreb/američki jastreb
A. g. atricapillus,American Goshawk,norgos,124126921,FALSE,
Accipiter meyerianus,Meyer's Goshawk,meygos1,,FALSE,Mejerov novogvinejski jastreb
Accipiter collaris,Semi-collared Hawk,,,FALSE,Andski kobac
Accipiter superciliosus,Tiny Hawk,tinhaw1,250820571,FALSE,Amazonski kobac
Erythrotriorchis buergersi,Chestnut-shouldered Goshawk,chsgos1,,FALSE,Crvenoleđi jastreb
Erythrotriorchis radiatus,Red Goshawk,redgos1,62325001,FALSE,Crvenotrbi jastreb
Megatriorchis doriae,Doria's Hawk,dorgos1,251433971,FALSE,Dorijin novogvinejski jastreb
Urotriorchis macrourus,Long-tailled Hawk,lothaw1,203922951,FALSE,Dugorepi jastreb
Haliaeetus leucogaster,White-bellied Sea-eagle,wbseag1,363042201,TRUE,Belotrbi belorepan
Haliaeetus sanfordi,Sanford's Sea-eagle,solsee1,247231,FALSE,Belorepan sa Solomonskih ostrva
Haliaeetus vocifer,African Fish-eagle,affeag1,4343,FALSE,Afrički belorepan
Haliaeetus vociferoides,Madagascar Fish-eagle,mafeag1,609067051,FALSE,Madagaskarski belorepan
Haliaeetus leucoryphus,Pallas's Fish-eagle,pafeag1,516134901,FALSE,Palasov belorepan
Haliaeetus albicilla,White-tailed Sea-eagle,whteag,59245071,FALSE,Belorepan
Haliaeetus leucocephalus,Bald Eagle,baleag,200943,TRUE,Beloglavi belorepan (beloglavi orao)
Haliaeetus pelagicus,Steller's Sea-eagle,stseag,21723301,TRUE,Belopleći belorepan
Ichthyophaga humilis,Lesser Fishing-eagle,,,FALSE,Mali belorepan
Ichthyophaga ichthyaetus,Grey-headed Fishing-eagle,,,FALSE,Sivi belorepan
Haliastur sphenurus,Whistling Kite,whikit1,352796781,FALSE,Zviždeća lunja
Haliastur indus,Brahminy Kite,brakit1,83210301,TRUE,Bramanska lunja
Milvus milvus,Red Kite,redkit1,203909571,TRUE,Riđa lunja
M. m. fasciicauda,Cape Verde Kite,,,FALSE,
Milvus migrans,Black Kite,blakit1,1520,FALSE,Crna lunja
M. m. lineatus,Black-eared Kite,,,FALSE,
M. m. aegyptius,Egyptian Kite,,,FALSE,
M. m. parasitus,Yellow-billed Kite,,,FALSE,
Busarellus nigricollis,Black-collared Hawk,blchaw1,390462921,FALSE,Crnovrati jastreb
Geranospiza caerulescens,Crane Hawk,crahaw,362108361,FALSE,Dugonogi jastreb
Butastur rufipennis,Grasshopper Buzzard,grabuz1,310025,FALSE,Skakavčev mišar
Butastur teesa,White-eyed Buzzard,whebuz1,650739018,FALSE,Belooki mišar
Butastur liventer,Rufous-winged Buzzard,ruwbuz1,493615851,FALSE,Riđokrili azijski mišar
Butastur indicus,Grey-faced Buzzard,gyfbuz1,172332401,FALSE,Sivoliki mišar
Ictinia mississippiensis,Mississippi Kite,miskit,256194901,TRUE,Misisipska lunja
Ictinia plumbea,Plumbeous Kite,plukit1,166718721,FALSE,Olovna lunja
Rostrhamus sociabilis,Snail Kite,snakit,199688641,FALSE,Lunja pužarica
Helicolestes hamatus,Slender-billed Kite,slbkit1,203886641,FALSE,Tankokljuna lunja
Ropornis magnirostris,Roadside Hawk,roahaw,165010761,TRUE,
Parabuteo unicinctus,Harris' Hawk,hrshaw,132150761,FALSE,Harisov jastreb
Parabuteo leucorrhous,White-rumped Hawk,whrhaw1,380636931,FALSE,Mišar sa belim nadrepkom
Cryptoleucopteryx plumbea,Plumbeous Hawk,pluhaw,46115981,FALSE,Olovnosivi jastreb
Buteogallus schistaceus,Slate-colored Hawk,slchaw2,88302,FALSE,Škriljasti mišar
Buteogallus anthracinus,Common Black Hawk,comblh1,140250,FALSE,Mali crni mišar
B. a. subtilis,Mangrove Black Hawk,,,FALSE,
Buteogallus gundlachii,Cuban Black Hawk,cubblh1,138895,FALSE,Kubanski crni mišar
Buteogallus aequinoctialis,Rufous Crab-hawk,ruchaw1,382669101,FALSE,Mišar krabolovac
Buteogallus meridionalis,Savanna Hawk,savhaw1,325148961,TRUE,Savanski mišar
Buteogallus lacernulatus,White-necked Hawk,whnhaw2,596818241,FALSE,Mali beli mišar
Buteogallus urubitinga,Great Black Hawk,grbhaw1,514949,FALSE,Veliki crni mišar
Buteogallus solitarius,Black Solitary Eagle,soleag1,313522281,FALSE,Planinski orlovski mišar
Buteogallus coronatus,Crowned Solitary Eagle,croeag1,630489203,FALSE,Pampaski orlovski mišar
Morphnarchus princeps,Bared Hawk,barhaw1,141505181,FALSE,Poprečnoprugasti mišar
Geranoaetus albicaudatus,White-tailed Hawk,whthaw,398001741,FALSE,Belorepi mišar
Geranoaetus polyosoma,Red-backed Hawk,rebhaw2,608875099,FALSE,Mnogobojni mišar
G. p. poecilochrous,Puna Hawk,,,FALSE,
Geranoaetus melanoleucus,Black-chested Buzzard-eagle,bcbeag1,242845561,FALSE,Aguja orao
Pseudastur albicollis,White Hawk,whihaw1,501387911,FALSE,Zapadni beli mišar
Pseudastur occidentalis,Grey-backed Hawk,gybhaw2,286084,FALSE,Prugastoglavi mišar
Pseudastur polionotus,Mantled Hawk,manhaw2,632273772,FALSE,Istočni beli mišar
Leucopternis semiplumbeus,Semiplumbeous Hawk,semhaw,406906011,FALSE,Olovno-beli mišar
Leucopternis melanops,Black-faced Hawk,blfhaw1,386349501,FALSE,Crnoliki mišar
Leucopternis kuhli,White-browed Hawk,whbhaw2,89158,FALSE,Mišar sa belom obrvom
†Bermuteo avivorus,Bermuda Hawk,berhaw1,,FALSE,
Buteo plagiatus,Grey Hawk,gryhaw2,288257391,FALSE,Severni sivi mišar
Buteo nitidus,Grey-lined Hawk,gryhaw3,58985,FALSE,Severni sivi mišar/južni sivi mišar
Buteo ridgwayi,Ridgway's Hawk,ridhaw1,179952081,FALSE,Ridžvejev mišar
Buteo lineatus,Red-shouldered Hawk,reshaw,229090,TRUE,Crvenokrili mišar
Buteo platypterus,Broad-winged Hawk,brwhaw,4308,TRUE,Širokokrili mišar
Buteo solitarius,Hawaiian Hawk,hawhaw,5197,FALSE,Havajski mišar
Buteo albigula,White-throated Hawk,whthaw1,180196801,FALSE,Belogrli mišar
Buteo brachyurus,Short-tailed Hawk,shthaw,136268,FALSE,Kratkorepi mišar
Buteo swainsoni,Swainson's Hawk,swahaw,54752421,TRUE,Svensonov mišar
Buteo galapagoensis,Galapagos Hawk,galhaw1,624845605,FALSE,Galapagoski mišar
Buteo albonotatus,Zone-tailed Hawk,zothaw,140243,FALSE,Prugastorepi mišar
Buteo jamaicensis,Red-tailed Hawk,rethaw,229578,TRUE,Crvenorepi mišar
Buteo ventralis,Rufous-tailed Hawk,ruthaw1,241371421,FALSE,Riđorepi mišar
Buteo lagopus,Rough-legged Buzzard,rolhaw,133344,FALSE,Gaćasti mišar
Buteo regalis,Ferruginous Hawk,ferhaw,505924511,TRUE,Američki riđi mišar
Buteo auguralis,Red-necked Buzzard,renbuz1,641551236,FALSE,Crvenovrati mišar
Buteo augur,Augur Buzzard,augbuz2,31365371,FALSE,Augur mišar
Buteo rufofuscus,Jackal Buzzard,jacbuz1,275748,FALSE,Šakalski mišar
Buteo buteo,Eurasian Buzzard,combuz1,207612071,TRUE,Mišar
B. b. vulpinus,Steppe Buzzard,,,FALSE,
B. b. menetriesi,Eastern Steppe Buzzard,,,FALSE,
Buteo japonicus,Japanese Buzzard,combuz6,626281008,FALSE,Japanski mišar
Buteo refectus,Himalayan Buzzard,combuz9,173593161,FALSE,Himalajski mišar/japanski mišar
Buteo oreophilus,Mountain Buzzard,moubuz2,190292641,FALSE,Planinski mišar
Buteo trizonatus,Forest Buzzard,moubuz3,318455561,FALSE,Šumski mišar
Buteo brachypterus,Madagascar Buzzard,madbuz1,91664,FALSE,Madagaskarski mišar
Buteo rufinus,Long-legged Buzzard,lolbuz1,610599143,FALSE,Riđi mišar
Buteo socotraensis,Socotra Buzzard,socbuz1,625122638,FALSE,Mišar sa ostrva Sokotra
Buteo hemilasius,Upland Buzzard,uplbuz1,111899891,FALSE,Mongolski mišar
Lophoceros bradfieldi,Bradfield's Hornbill,brahor1,640279025,FALSE,Bredfildov kljunorožac
Tockus flavirostris,Eastern Yellow-billed Hornbill,eybhor1,31281881,FALSE,Istočni žutokljuni kljunorožac
Tockus leucomelas,Southern Yellow-billed Hornbill,sybhor1,621439142,FALSE,Južni žutokljuni kljunorožac
Tockus jacksoni,Jackson's Hornbill,jachor1,53590,FALSE,Džeksonov kljunorožac
Tockus deckeni,Von der Decken's Hornbill,vddhor1,105742141,FALSE,Dekenov kljunorožac
Tockus monteiri,Monteiro's Hornbill,monhor1,460722511,FALSE,Monteirov kljunorožac
Tockus damarensis,Damara Hornbill,drbhor1,621573448,FALSE,Damarski crvenokljuni kljunorožac
Tockus erythrorhynchus,Red-billed Hornbill,rebhor1,634522061,FALSE,Severni crvenokljuni kljunorožac
Berenicornis comatus,White-crowned Hornbill,whchor2,71302,FALSE,Beli kljunorožac
Horizocerus albocristatus,Western Long-tailed Hornbill,whchor1,203981331,FALSE,Zapadni beloćubi kljunorožac/istočni beloćubi kljunorožac
Horizocerus cassini,Eastern Long-tailed Hornbill,whchor4,535040941,FALSE,Istočni beloćubi kljunorožac
Horizocerus granti,Eastern Little Hornbill,bkdhor2,609067754,FALSE,Istočni crni kljunorožac
Horizocerus hartlaubi,Western Little Hornbill,bkdhor1,203974531,FALSE,Zapadni crni kljunorožac/istočni crni kljunorožac
Ceratogymna elata,Yellow-casqued Hornbill,yechor1,391074671,FALSE,Žutogrbi kljunorožac
Ceratogymna atrata,Black-casqued Hornbill,blchor1,203972641,FALSE,Crnogrbi kljunorožac
Bycanistes brevis,Silvery-cheeked Hornbill,sichor1,203886671,FALSE,Kljunorožac srebrnih obraza
Bycanistes subcylindricus,Grey-cheeked Hornbill,bawhor2,6685,FALSE,Kljunorožac sa crno-belom kvrgom
Bycanistes cylindricus,Brown-cheeked Hornbill,bnchor1,203959951,FALSE,Smeđoliki kljunorožac
Bycanistes albotibialis,White-thighed Hornbill,whthor1,203966571,FALSE,Beloboki kljunorožac
Bycanistes bucinator,Trumpeter Hornbill,truhor1,22691,FALSE,Kljunorožac trubač
Bycanistes fistulator,Western Piping Hornbill,piphor1,203911681,FALSE,Kreketavi kljunorožac
Bycanistes sharpii,Eastern Piping Hornbill,,,FALSE,Istočni kreketavi kljunorožac
Rhynoplax vigil,Helmeted Hornbill,helhor1,473,FALSE,
Buceros hydrocorax,Northern Rufous Hornbill,rufhor1,18529,FALSE,Riđi kljunorožac
Buceros mindanensis,Southern Rufous Hornbill,,,FALSE,Južni riđi kljunorožac
Buceros bicornis,Great Hornbill,grehor1,191688691,TRUE,Veliki kljunorožac
Buceros rhinoceros,Rhinoceros Hornbill,rhihor1,109749651,FALSE,Nosorog kljunorožac
Anorrhinus galeritus,Bushy-crested Hornbill,buchor1,129421,FALSE,Čupavi kljunorožac
Anorrhinus austeni,Austen's Brown Hornbill,brnhor1,393803991,FALSE,Smeđi kljunorožac
Anorrhinus tickelli,Tickell's Brown Hornbill,ruchor1,207902661,FALSE,Riđoliki kljunorožac
Ocyceros birostris,Indian Grey Hornbill,inghor2,204027061,FALSE,Indijski sivi kljunorožac
Ocyceros griseus,Malabar Grey Hornbill,maghor2,239036501,FALSE,Malabarski sivi kljunorožac
Ocyceros gingalensis,Sri Lankan Grey Hornbill,ceghor1,203933011,FALSE,Sivi kljunorožac sa Šri Lanke
Anthracoceros malayanus,Black Hornbill,blahor1,36630,FALSE,Crni kljunorožac
Anthracoceros montani,Sulu Hornbill,sulhor2,631207956,TRUE,Kljunorožac sa arhipelaga Sulu
Anthracoceros coronatus,Indian Pied Hornbill,maphor1,285082671,FALSE,Malabarski crno-beli kljunorožac
Anthracoceros albirostris,Oriental Pied Hornbill,orphor1,135846491,FALSE,Belokljuni kljunorožac
Anthracoceros marchei,Palawan Hornbill,palhor1,633422772,FALSE,Palavanski kljunorožac
Aceros nipalensis,Rufous-necked Hornbill,runhor1,203901221,FALSE,Crvenobradi kljunorožac
Rhabdotorrhinus corrugatus,Wrinkled Hornbill,wrihor1,541558021,FALSE,Žutokljuni naborani kljunorožac
Rhabdotorrhinus exarhatus,Sulawesi Hornbill,sulhor1,32939,FALSE,Sulaveški kljunorožac
Rhabdotorrhinus leucocephalus,Writhed Hornbill,wrihor2,203999791,FALSE,Crvenokljuni naborani kljunorožac
Rhabdotorrhinus waldeni,Rufous-headed Hornbill,wrbhor1,203899191,FALSE,Rumenoglavi naborani kljunorožac
Penelopides panini,Visayan Hornbill,tarhor1,274903081,FALSE,Crvenoleđi kljunorožac
Penelopides affinis,Mindanao Hornbill,minhor1,651786611,FALSE,Kljunorožac sa ostrva Mindanao
Penelopides mindorensis,Mindoro Hornbill,minhor2,638563658,FALSE,Kljunorožac sa ostrva Mindoro
Penelopides manillae,Luzon Hornbill,luzhor1,632545278,FALSE,Luzonski kljunorožac
Rhyticeros cassidix,Knobbed Hornbill,knohor1,203945551,FALSE,Crvenošlemi kljunorožac
Rhyticeros everetti,Sumba Hornbill,sumhor1,199793421,FALSE,Everetov kljunorožac
Rhyticeros undulatus,Wreathed Hornbill,wrehor1,609065063,FALSE,Crnobradi kljunorožac
Rhyticeros subruficollis,Plain-pouched Hornbill,plphor1,638940368,FALSE,Žutobradi kljunorožac
Rhyticeros narcondami,Narcondam Hornbill,narhor1,151625211,FALSE,Kljunorožac sa ostrva Narkondam
Rhyticeros plicatus,Papuan Hornbill,blyhor1,21222,TRUE,Papuanski kljunorožac
COLIIFORMES,,,,FALSE,
COLIIDAE,Mousebirds,,,FALSE,
Colius striatus,Speckled Mousebird,spemou2,253840331,FALSE,Pirgavi koli
Colius leucocephalus,White-headed Mousebird,whhmou1,612414112,FALSE,Beloglavi koli
Colius castanotus,Red-backed Mousebird,rebmou1,403272171,FALSE,Crvenoleđi koli
Colius colius,White-backed Mousebird,whbmou1,177674361,FALSE,Beloleđi koli
Urocolius macrourus,Blue-naped Mousebird,blnmou1,628154450,FALSE,Plavovrati koli
Urocolius indicus,Red-faced Mousebird,refmou1,278774,FALSE,Crvenoliki koli
LEPTOSOMIFORMES,,,,FALSE,
LEPTOSOMIDAE,Cuckoo-roller,cuckoo1,503630091,FALSE,
Leptosomus discolor,Cuckoo-roller,cuckoo1,503630091,FALSE,Kukavičja zlatovrana
TROGONIFORMES,,,,FALSE,
TROGONIDAE,Trogons,,,FALSE,
Apaloderma narina,Narina Trogon,nartro1,286240471,FALSE,Narina trogon
Apaloderma aequatoriale,Bare-cheeked Trogon,bactro1,541032611,FALSE,Gololiki trogon
Apaloderma vittatum,Bar-tailed Trogon,battro1,49871,FALSE,Prugastorepi trogon
Apalharpactes reinwardtii,Javan Trogon,javtro1,523986911,FALSE,Javanski zeleni trogon
Apalharpactes mackloti,Sumatran Trogon,sumtro1,70496,FALSE,Sumatranski trogon
Harpactes oreskios,Orange-breasted Trogon,orbtro2,203914961,FALSE,Narandžasti trogon
