Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,uk
Gerygone chloronota,Green-backed Gerygone,gnbger1,204010711,FALSE,Ріроріро сіроголовий
Gerygone inornata,Plain Gerygone,plager1,623096546,FALSE,Ріроріро білочеревий
Gerygone olivacea,White-throated Gerygone,whtger1,67121371,FALSE,Ріроріро білогорлий
MOHOUIDAE,Mohouas,,,FALSE,
Mohoua albicilla,Whitehead,whiteh1,203926591,FALSE,Могуа білоголовий
Mohoua ochrocephala,Yellowhead,yellow3,190759771,TRUE,Могуа жовтоголовий
Mohoua novaeseelandiae,Pipipi,pipipi1,383236491,FALSE,Могуа новозеландський
Cinclosoma castaneothorax,Chestnut-breasted Quail-thrush,cbqthr1,245281781,FALSE,Пішак рудоволий
Cinclosoma alisteri,Nullarbor Quail-thrush,nulqut1,637657381,FALSE,пішак нуларборський
Cinclosoma cinnamomeum,Cinnamon Quail-thrush,ciqthr1,269130961,FALSE,Пішак чорноволий
Falcunculus leucogaster,Western Shrike-tit,cresht2,650528419,FALSE,чубарець білочеревий
Falcunculus frontatus,Eastern Shrike-tit,cresht1,204021131,FALSE,Чубарець лісовий
Daphoenositta papuensis,Papuan Sittella,varsit1,182863,FALSE,баргель папуанський
Daphoenositta chrysoptera,Varied Sittella,varsit8,224992101,FALSE,Баргель мінливобарвний
Daphoenositta miranda,Black Sittella,blksit1,203972351,FALSE,Баргель чорний
PACHYCEPHALIDAE,Whistlers,,,FALSE,
ORIOLIDAE,Old World Orioles,,,FALSE,
Melanorectes nigrescens,Black Pitohui,blapit1,203972291,FALSE,ядлівчак чорний
Coracornis raveni,Maroon-backed Whistler,mabwhi1,650621947,FALSE,Свистун целебеський
Coracornis sanghirensis,Sangihe Whistler,sansht1,640401920,FALSE,Ядлівчак сангезький
Pachycephala olivacea,Olive Whistler,oliwhi1,260234671,FALSE,Свистун сіроголовий
Pachycephala rufogularis,Red-lored Whistler,relwhi1,643472965,FALSE,Свистун рудогорлий
Pachycephala inornata,Gilbert's Whistler,gilwhi1,13953,FALSE,Свистун південний
Pachycephala nudigula,Bare-throated Whistler,batwhi1,203996741,FALSE,Свистун гологорлий
Pachycephala schlegelii,Regent Whistler,regwhi1,700120,FALSE,Свистун королівський
Pachycephala soror,Sclater's Whistler,sclwhi1,203972331,FALSE,Свистун зеленоспинний
Pachycephala caledonica,New Caledonian Whistler,necwhi3,188771,FALSE,Свистун новокаледонський
Pachycephala richardsi,Bougainville Hooded Whistler,bohwhi1,630458952,FALSE,свистун бугенвільський
Pachycephala implicata,Guadalcanal Hooded Whistler,guhwhi1,,FALSE,Свистун меланезійський
Pachycephala meyeri,Vogelkop Whistler,vogwhi1,610460380,FALSE,Свистун гірський
Pachycephala lorentzi,Lorentz's Whistler,lorwhi1,286291701,FALSE,Свистун високогірний
Pachycephala modesta,Brown-backed Whistler,brbwhi1,66943231,FALSE,Свистун буроспинний
Pachycephala tenebrosa,Morningbird,mornin1,140117,FALSE,Ядлівчак бурий
Pachycephala philippinensis,Yellow-bellied Whistler,yebwhi1,203999991,FALSE,Свистун філіпінський
Pachycephala sulfuriventer,Sulphur-bellied Whistler,subwhi1,32868,FALSE,Свистун жовточеревий
Pachycephala hypoxantha,Bornean Whistler,borwhi1,36737,FALSE,Свистун борнейський
Pachycephala cinerea,Mangrove Whistler,manwhi1,621774159,FALSE,Свистун сірий
Pachycephala albiventris,Green-backed Whistler,grbwhi1,618148528,FALSE,Свистун північний
Pachycephala homeyeri,White-vented Whistler,whvwhi1,203894091,FALSE,Свистун білогузий
Pachycephala teysmanni,Selayar Whistler,rubwhi2,616395726,FALSE,Свистун сундайський (підвид teysmanni)
Pachycephala fulvotincta,Rusty-breasted Whistler,,,FALSE,свистун сундайський
Pachycephala phaionota,Island Whistler,islwhi2,615438012,FALSE,Свистун береговий
Pachycephala hyperythra,Rusty Whistler,ruswhi1,100419,FALSE,Свистун іржастий
Pachycephala griseiceps,Brown Whistler,,,FALSE,
Pachycephala simplex,Grey Whistler,grywhi2,203978121,FALSE,Свистун бурий
Pachycephala arctitorquis,Wallacean Whistler,walwhi1,203926091,FALSE,Свистун садовий
Pachycephala orpheus,Fawn-breasted Whistler,fabwhi1,203921711,FALSE,Свистун тиморський
Pachycephala griseonota,Drab Whistler,drawhi1,203484991,FALSE,Свистун вохристий
Pachycephala monacha,Black-headed Whistler,blhwhi1,203490091,FALSE,Свистун чорноголовий
Pachycephala leucogastra,White-bellied Whistler,whbwhi1,609065647,FALSE,Свистун сизий
Pachycephala rufiventris,Rufous Whistler,rufwhi1,203956791,FALSE,Свистун рудочеревий
Pachycephala lanioides,White-breasted Whistler,whbwhi2,428416241,FALSE,Свистун білочеревий
Pachycephala orioloides,Oriole Whistler,oriwhi1,203910141,FALSE,Свистун вивільговий
Pachycephala feminina,Rennell Whistler,renwhi1,203981481,FALSE,свистун ренельський
Pachycephala flavifrons,Samoan Whistler,samwhi1,139955,FALSE,Свистун самоанський
Pachycephala jacquinoti,Tongan Whistler,tonwhi1,203911051,FALSE,Свистун жовтошиїй
Pachycephala vitensis,Fiji Whistler,,,FALSE,
Pachycephala mentalis,Black-chinned Whistler,bkcwhi1,204013271,FALSE,свистун молуцький
Pachycephala par,Banda Sea Whistler,,,FALSE,Свистун серамський (підвид par/compar)
Pachycephala pectoralis,Golden Whistler,y01193,245904051,FALSE,
Pachycephala melanura,Black-tailed Whistler,bltwhi1,164365281,FALSE,Свистун мангровий
Pachycephala aurea,Golden-backed Whistler,gobwhi1,65934,FALSE,Свистун жовтоспинний
Pseudorectes ferrugineus,Rusty Pitohui,ruspit1,626958845,FALSE,ядлівчак рудий
Pseudorectes incertus,White-bellied Pitohui,whbpit1,251043101,FALSE,ядлівчак білочеревий
Colluricincla tenebrosa,Sooty Shrike-thrush,soosht1,637359281,FALSE,Ядлівчак бурий
Colluricincla megarhyncha,Little Shrike-thrush,litshr31,203970381,FALSE,
Colluricincla boweri,Bower's Shrike-thrush,bowsht1,203989631,FALSE,Ядлівчак квінслендський
Colluricincla harmonica,Grey Shrike-thrush,grysht1,229649,TRUE,Ядлівчак сірий
Colluricincla woodwardi,Sandstone Shrike-thrush,sansht2,624932062,FALSE,Ядлівчак скельний
Pitohui cerviniventris,Waigeo Pitouhi,varpit4,629570858,FALSE,Пітогу острівний
Pitohui kirhocephalus,Northern Variable Pitohui,varpit2,204010881,FALSE,Пітогу іржастий
Pitohui uropygialis,Southern Variable Pitohui,varpit3,203988011,FALSE,пітогу папуанський
Pitohui dichrous,Hooded Pitohui,hoopit1,252122061,FALSE,Пітогу темноголовий
Sphecotheres vieilloti,Australasian Figbird,ausfig1,233412,FALSE,Телюга австралійська
Sphecotheres viridis,Timor Figbird,grnfig1,609070585,FALSE,Телюга тиморська
Sphecotheres hypoleucus,Wetar Figbird,wetfig1,,FALSE,Телюга ветарська
†Turnagra tanagra,North Island Piopio,noipio1,,FALSE,
†Turnagra capensis,South Island Piopio,soipio1,,FALSE,
Oriolus sagittatus,Olive-backed Oriole,olbori1,128361,FALSE,Вивільга оливкова
Oriolus phaeochromus,Halmahera Oriole,halori1,203906901,FALSE,Вивільга гальмагерська
Oriolus szalayi,Brown Oriole,broori1,204010831,FALSE,Вивільга бура
Oriolus finschi,Wetar Oriole,timori3,203921651,FALSE,
Oriolus melanotis,Timor Oriole,timori1,168921,FALSE,
Oriolus flavocinctus,Green Oriole,greori1,209384,FALSE,Вивільга мангрова
Oriolus forsteni,Seram Oriole,serori1,642596851,FALSE,Вивільга серамська
Oriolus decipiensis,Tanimbar Oriole,burori3,203925851,FALSE,
Oriolus bouroensis,Buru Oriole,burori2,621016514,FALSE,Вивільга вохриста
Oriolus xanthonotus,Dark-throated Oriole,datori1,36654,FALSE,
Oriolus steerii,Philipine Oriole,phiori1,203894601,FALSE,Вивільга філіпінська
Oriolus albiloris,White-lored Oriole,whlori1,203883241,FALSE,вивільга лусонська
Oriolus isabellae,Isabela Oriole,isaori1,632545494,FALSE,Вивільга батанська
Oriolus hosii,Black Oriole,blaori1,645684969,FALSE,Вивільга чорна
Oriolus consanguineus,Black-and-crimson Oriole,bacori1,621774174,FALSE,
Oriolus cruentus,Javan Oriole,bacori3,594154481,FALSE,
Oriolus traillii,Maroon Oriole,marori2,171461991,FALSE,Вивільга червона
Oriolus mellanius,Silver Oriole,silori1,629326773,FALSE,
Oriolus xanthornus,Black-hooded Oriole,blhori1,633664171,FALSE,Вивільга східна
Oriolus brachyrhynchus,Western Black-headed Oriole,wbhori1,51548,FALSE,Вивільга світлокрила
Oriolus crassirostris,Sao Tome Oriole,satori1,203963311,FALSE,Вивільга сан-томейська
Oriolus chlorocephalus,Green-headed Oriole,grhori1,402291821,FALSE,Вивільга зеленоголова
Oriolus monacha,Ethiopian Black-headed Oriole,dahori1,203944191,FALSE,Вивільга ефіопська
Oriolus larvatus,Eastern Black-headed Oriole,abhori1,203938521,FALSE,Вивільга південна
Oriolus percivali,Mountain Oriole,bltori1,141396,FALSE,Вивільга гірська
Oriolus nigripennis,Black-winged Oriole,blwori1,203972611,FALSE,Вивільга чорнокрила
Oriolus oriolus,Eurasian Golden Oriole,eugori2,203693751,TRUE,Вивільга
Oriolus kundoo,Indian Golden Oriole,ingori1,599626161,FALSE,Вивільга індійська
Oriolus auratus,African Golden Oriole,afgori2,618493637,FALSE,Вивільга золота
Oriolus chinensis,Black-naped Oriole,blnori1,611035951,TRUE,Вивільга чорноголова
Oriolus tenuirostris,Slender-billed Oriole,slbori1,623924557,FALSE,Вивільга тонкодзьоба
PARAMYTHIIDAE,Painted Berrypeckers,,,FALSE,
Oreocharis arfaki,Tit Berrypecker,titber1,100550,FALSE,Ягодоїд жовтощокий
Paramythia olivacea,Western Crested Berrypecker,creber3,,FALSE,
Paramythia montium,Eastern Crested Berrypecker,creber2,100633,FALSE,
OREOICIDAE,Australo-Papuan Bellbirds,,,FALSE,
Aleadryas rufinucha,Rufous-naped Bellbird,runwhi1,204010841,FALSE,дзвінчик жовтобородий
Pitohui cristatus,Piping Bellbird,crepit1,650677989,FALSE,дзвінчик чубатий
Oreoica gutturalis,Crested Bellbird,crebel1,13952,FALSE,дзвінчик гірський
PSOPHODIDAE,Whipbirds and Wedgebills,,,FALSE,
Androphobus viridis,Papuan Whipbird,papwhi1,,FALSE,батіжник зелений
Psophodes nigrogularis,Western Whipbird,weswhi1,614724532,FALSE,Батіжник вусатий
Psophodes olivaceus,Eastern Whipbird,easwhi1,533146531,TRUE,Батіжник чорночубий
Psophodes occidentalis,Chiming Wedgebill,chiwed1,175742201,FALSE,Батіжник західний
Psophodes cristatus,Chirruping Wedgebill,chiwed2,464627601,FALSE,Батіжник світлочубий
CINCLOSOMATIDAE,Quail-thrushes and Jewel-babblers,,,FALSE,
Ptilorrhoa leucosticta,Spotted Jewel-babbler,spjbab1,203997111,FALSE,Шперкар плямистокрилий
Ptilorrhoa castanonota,Chestnut-backed Jewel-babbler,cbjbab1,167053171,FALSE,Шперкар червоно-синій
Ptilorrhoa caerulescens,Blue Jewel-babbler,blujeb1,203489751,FALSE,Шперкар синій/сапфіровий
Ptilorrhoa geislerorum,Dimorphic Jewel-babbler,blujeb2,166663381,FALSE,Шперкар сапфіровий
Cinclosoma ajax,Painted Quail-thrush,paqthr1,204008861,FALSE,Пішак жовтоокий
Cinclosoma punctatum,Spotted Quail-thrush,spqthr1,254633061,FALSE,Пішак плямистий
Cinclosoma castanotum,Chestnut Quail-thrush,chequt1,203930801,FALSE,Пішак рудоплечий
VIREONIDAE,Vireos,,,FALSE,
Pteruthius rufiventer,Black-headed Shrike-babbler,bhsbab1,203904471,FALSE,Янчик чорноголовий
Pteruthius aeralatus,White-browed Shrike-babbler,whbshb1,445579281,FALSE,Янчик рододендровий
Pteruthius flaviscapis,Pied Shrike-babbler,wbsbab2,70592,FALSE,Янчик білобровий
Pteruthius xanthochlorus,Green Shrike-babbler,grsbab1,151150571,FALSE,Янчик оливковий
Pteruthius melanotis,Black-eared Shrike-babbler,besbab1,423519631,FALSE,Янчик рудогорлий
Pteruthius aenobarbus,Chestnut-fronted Shrike-babbler,cfsbab1,70693,FALSE,Янчик рудолобий
Erpornis zantholeuca,White-bellied Erpornis,whbyuh1,203894751,FALSE,чупурник
Cyclarhis gujanensis,Rufous-browed Peppershrike,rubpep1,176997781,FALSE,Віреон рудобровий
Cyclarhis nigrirostris,Black-billed Peppershrike,blbpep1,636508534,FALSE,Віреон колумбійський
Hylophilus amaurocephalus,Grey-eyed Greenlet,gyegre1,204013991,FALSE,Віреончик сіроокий
Hylophilus poicilotis,Rufous-crowned Greenlet,rucgre1,639288113,FALSE,Віреончик рудоголовий
Hylophilus olivaceus,Olivaceous Greenlet,oligre1,58835,FALSE,Віреончик оливковий
Hylophilus pectoralis,Ashy-headed Greenlet,ashgre1,321704901,FALSE,Віреончик гвіанський
Hylophilus viridiflavus,Yellow-green Greenlet,,,FALSE,Віреончик чагарниковий (підвид viridiflavus/xuthus)
Hylophilus flavipes,Scrub Greenlet,scrgre1,70322,FALSE,Віреончик чагарниковий
Hylophilus insularis,Tobago Greenlet,,,FALSE,
Hylophilus semicinereus,Grey-chested Greenlet,gycgre1,204022021,FALSE,Віреончик сірошиїй
Hylophilus thoracicus,Rio de Janeiro Greenlet,lecgre2,464231861,FALSE,Віреончик жовтоволий
Hylophilus griseiventris,Lemon-chested Greenlet,lecgre2,464231861,FALSE,
Hylophilus brunneiceps,Brown-headed Greenlet,brhgre1,51758421,FALSE,Віреончик буроголовий
Vireolanius melitophrys,Chestnut-sided Shrike-vireo,cssvir1,31998161,FALSE,Віреон каштановобокий
Vireolanius pulchellus,Green Shrike-vireo,grsvir1,203900661,FALSE,Віреон зелений
Vireolanius eximius,Yellow-browed Shrike-vireo,ybsvir1,632732928,FALSE,Віреон жовтобровий
Vireolanius leucotis,Slaty-capped Shrike-vireo,scsvir1,46120171,FALSE,Віреон сіроголовий
Vireolanius mikettae,Pale-legged Shrike-vireo,,,FALSE,Віреон сіроголовий (підвид mikettae)
Tunchiornis ochraceiceps,Tawny-crowned Greenlet,tacgre2,546695641,FALSE,
Tunchiornis luteifrons,Olive-crowned Greenlet,tacgre5,306201631,FALSE,
Pachysylvia hypochrysea,Golden Greenlet,,,FALSE,Віреон золотистий
Pachysylvia decurtata,Lesser Greenlet,lesgre1,161202191,FALSE,Віреончик білочеревий
Pachysylvia hypoxantha,Dusky-capped Greenlet,ducgre1,112876,FALSE,Віреончик вохристий
Pachysylvia muscicapina,Buff-cheeked Greenlet,bucgre1,382892431,FALSE,Віреончик вохристощокий
Pachysylvia aurantiifrons,Golden-fronted Greenlet,gofgre1,10974,FALSE,Віреончик золотолобий
Pachysylvia semibrunnea,Rufous-naped Greenlet,rungre1,31433341,FALSE,Віреончик іржастоголовий
Vireo sclateri,Tepui Vireo,tepgre1,386454201,FALSE,Віреончик сірокрилий
Vireo philadelphicus,Philadelphia Vireo,phivir,173598,FALSE,Віреон цитриновий
Vireo leucophrys,Brown-capped Vireo,brcvir1,11769,FALSE,Віреон андійський
Vireo gilvus,Warbling Vireo,eawvir1,534718,FALSE,
Vireo flavoviridis,Yellow-green Vireo,yegvir,325197691,FALSE,Віреон білочеревий
Vireo magister,Yucatan Vireo,yucvir,174934561,FALSE,Віреон великодзьобий
Vireo olivaceus,Red-eyed Vireo,reevir1,247983971,TRUE,Віреон червоноокий
Vireo altiloquus,Black-Whiskered Vireo,bkwvir,180804691,FALSE,Віреон чорновусий
Vireo gracilirostris,Noronha Vireo,norvir1,203986421,FALSE,Віреон норонгійський
Vireo vicinior,Grey Vireo,gryvir,40629,FALSE,Віреон сірий
Vireo huttoni,Hutton's Vireo,hutvir,303264391,FALSE,Віреон короткодзьобий
Vireo flavifrons,Yellow-throated Vireo,yetvir,79437,FALSE,Віреон жовтогорлий
