Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,cs
Melaenornis fischeri,White-eyed Slaty-flycatcher,wheslf1,631961566,FALSE,lejsek brýlatý
Melaenornis ardesiacus,Yellow-eyed Black-flycatcher,yebfly2,112520161,FALSE,lejsek žlutooký
Melaenornis annamarulae,Nimba Flycatcher,nimfly1,101966,FALSE,lejsek liberijský
Melaenornis edolioides,Northern Black-flycatcher,nobfly1,435677121,FALSE,lejsek černý
Melaenornis pammeliana,Southern Black-flycatcher,sobfly1,625987548,FALSE,
Niltava sundara,Rufous-bellied Niltava,rubnil1,608377031,FALSE,lejsek oranžovobřichý
Niltava macgrigoriae,Small Niltava,smanil1,317406091,FALSE,lejsek tmavomodrý
Niltava sumatrana,Sumatran Niltava,ruvnil1,641809156,FALSE,lejsek sumaterský
Niltava oatesi,Large Vivid Niltava,vivnil2,456044141,FALSE,lejsek rezavobřichý
Niltava vivida,Small Vivid Niltava,vivnil3,184291691,FALSE,
Niltava davidi,Fujian Niltava,fujnil1,30547831,FALSE,lejsek fukienský
Niltava grandis,Large Niltava,larnil1,335919921,FALSE,lejsek velký
Cyanoptila cumatilis,Zappey's Flycatcher,zapfly1,457890361,FALSE,
Cyanoptila cyanomelana,Blue-and-white Flycatcher,bawfly2,203936591,FALSE,lejsek modrobílý
Eumyias albicaudatus,Nilgiri Flycatcher,nilfly2,90680061,FALSE,lejsek západoghátský
Eumyias ruficrissa,Rufous-vented Flycatcher,,,FALSE,
Eumyias indigo,Indigo Flycatcher,indfly1,637364522,FALSE,lejsek indigový
Eumyias sordidus,Dull-blue Flycatcher,dubfly3,282092,FALSE,lejsek srílanský
Eumyias thalassinus,Verditer Flycatcher,verfly4,173606741,TRUE,lejsek bleděmodrý
Eumyias panayensis,Turquoise Flycatcher,islfly1,203999741,FALSE,lejsek korunový
Eumyias additus,Streaky-breasted Jungle-flycatcher,burjuf1,218108861,FALSE,lejsek buruský
Anthipes monileger,White-gorgeted Flycatcher,whgfly1,623219132,FALSE,lejsek bělolímečkový
Anthipes solitaris,Rufous-browed Flycatcher,rubfly3,203918081,FALSE,lejsek rezavobrýlatý
Cyornis oscillans,Russet-backed Jungle-flycatcher,,,FALSE,
Cyornis stresemanni,Sumba Jungle-flycatcher,,,FALSE,
Cyornis nicobaricus,Nicobar Jungle-flycatcher,nicjuf1,648039969,FALSE,
Cyornis brunneatus,Brown-chested Jungle-flycatcher,bncjuf1,642052380,FALSE,
Cyornis olivaceus,Fulvous-chested Jungle-flycatcher,fucjuf1,70241,FALSE,lejsek pruhoprsý
Cyornis umbratilis,Grey-chested Jungle-flycatcher,gycjuf1,71281,FALSE,lejsek bělohrdlý
Cyornis ruficauda,Rufous-tailed Jungle-flycatcher,chtjuf2,632044237,FALSE,
Cyornis colonus,Henna-tailed Jungle-flycatcher,suljuf1,203903021,FALSE,
Cyornis unicolor,Pale Blue-flycatcher,pabfly2,204017671,FALSE,lejsek dlouhoocasý
Cyornis ruckii,Rück's Blue-flycatcher,rubfly1,,FALSE,lejsek medanský
Cyornis herioti,Blue-breasted Blue-flycatcher,bubfly1,196865,FALSE,
Cyornis camarinensis,Rufous-breasted Blue-flycatcher,bubfly2,649740537,FALSE,
Cyornis pallidipes,White-bellied Blue-flycatcher,wbbfly1,442598711,FALSE,lejsek bělobřichý
Cyornis poliogenys,Pale-chinned Flycatcher,pacblf1,203901361,FALSE,lejsek rezavoprsý
Cyornis magnirostris,Large Blue-flycatcher,larblf1,645436810,FALSE,
Cyornis banyumas,Hill Blue-flycatcher,hibfly3,641432098,FALSE,
Cyornis lemprieri,Palawan Blue-flycatcher,pabfly1,29731041,FALSE,lejsek balabacký
Cyornis tickelliae,Tickell's Blue-flycatcher,tibfly3,360692751,FALSE,
Cyornis sumatrensis,Indochinese Blue-flycatcher,tibfly4,204005431,FALSE,
Cyornis caerulatus,Large-billed Blue-flycatcher,lobblf1,203962851,FALSE,lejsek drobný
Cyornis superbus,Bornean Blue-flycatcher,bobfly2,203930311,FALSE,lejsek bornejský
Cyornis glaucicomans,Chinese Blue-flycatcher,butfly2,30557641,FALSE,
Cyornis hainanus,Hainan Blue-flycatcher,habfly1,203490341,FALSE,
Cyornis rubeculoides,Blue-throated Blue-flycatcher,butfly1,203964711,FALSE,
Cyornis turcosus,Malay Blue-flycatcher,mabfly1,203962831,FALSE,lejsek malajský
Cyornis rufigastra,Mangrove Blue-flycatcher,mabfly2,203893861,FALSE,
Cyornis omissus,Sulawesi Blue-flycatcher,subfly1,203909291,FALSE,
Cyornis djampeanus,Tanahjampea Blue-flycatcher,,,FALSE,
Cyornis hyacinthinus,Timor Blue-flycatcher,,,FALSE,lejsek hyacintový
Cyornis hoevelli,Blue-fronted Blue-flycatcher,,,FALSE,lejsek modrokápý
Cyornis sanfordi,Matinan Blue-flycatcher,,,FALSE,lejsek samotářský
Cyornis concretus,White-tailed Blue-flycatcher,,,FALSE,lejsek běloocasý
Xenocopsychus ansorgei,Angola Cave-chat,anccha1,505281811,FALSE,drozdík angolský
Dessonornis caffer,Cape Robin-chat,carcha1,11202,FALSE,drozdík kapský
Dessonornis mbuluensis,Mbulu Robin-chat,,,FALSE,
Dessonornis macclounii,Rusty-flanked Robin-chat,,,FALSE,
Dessonornis anomalus,Olive-flanked Robin-chat,ofrcha1,101240,FALSE,drozdík tanzanský
Dessonornis archeri,Archer's Robin-chat,arrcha1,113930671,FALSE,drozdík zairský
Dessonornis humeralis,White-throated Robin-chat,wtrcha1,11234,FALSE,drozdík bělohrdlý
Erithacus rubecula,European Robin,eurrob1,89108201,TRUE,červenka obecná
E. r. superbus,Tenerife Robin,,,FALSE,
Pogonocichla stellata,White-starred Robin,whsrob1,630295820,FALSE,červenka hvězdičková
Oreocossypha isabellae,Mountain Robin-chat,morcha1,212670,FALSE,drozdík horský
Cossyphicula roberti,White-bellied Robin-chat,wbrcha1,615091024,FALSE,drozdík bělobřichý
Swynnertonia swynnertoni,Swynnerton's Robin,swyrob1,24850,FALSE,červenka horská
Chamaetylas poliophrys,Red-throated Alethe,retale1,203913131,FALSE,drozdík cihlovohrdlý
Chamaetylas poliocephala,Brown-chested Alethe,brcale1,276075981,FALSE,drozdík hnědoprsý
Chamaetylas fuelleborni,White-chested Alethe,whcale1,49874,FALSE,drozdík běloprsý
Chamaetylas choloensis,Thyolo Alethe,choale1,83265,FALSE,drozdík malawijský
Cossypha cyanocampter,Blue-shouldered Robin-chat,bsrcha1,24632,FALSE,drozdík modroramenný
Cossypha semirufa,Rüppell's Robin-chat,rurcha1,203939991,FALSE,drozdík etiopský
Cossypha heuglini,White-browed Robin-chat,wbrcha2,203938401,FALSE,drozdík bělobrvý
Cossypha natalensis,Rufous-capped Robin-chat,rcrcha1,203913101,FALSE,drozdík oranžovohlavý
Cossypha dichroa,Chorister Robin-chat,chrcha1,203935621,FALSE,drozdík zpěvný
Cossypha heinrichi,White-headed Robin-chat,whrcha1,216666181,FALSE,drozdík bělohlavý
Cossypha niveicapilla,Snowy-crowned Robin-chat,scrcha1,11243,FALSE,drozdík bělotemenný
Cossypha albicapillus,White-crowned Robin-chat,wcrcha1,643444216,FALSE,drozdík běločapkový
Stiphrornis erythrothorax,Orange-breasted Forest-robin,obfrob1,204023021,FALSE,
Stiphrornis xanthogaster,Yellow-breasted Forest-robin,,,FALSE,
Stiphrornis pyrrholaemus,Olive-backed Forest-robin,forrob6,638361959,FALSE,
Cichladusa arquata,Collared Palm-thrush,copthr1,4256,FALSE,drozdík límcový
Cichladusa ruficauda,Rufous-tailed Palm-thrush,rtpthr1,404411811,FALSE,drozdík rezavoocasý
Cichladusa guttata,Spotted Palm-thrush,spmthr1,46519,FALSE,drozdík tečkovaný
Sheppardia montana,Usambara Akalat,usaaka1,280415,FALSE,červenka usambarská
Sheppardia lowei,Iringa Akalat,iriaka1,101012,FALSE,červenka lesní
Sheppardia aurantiithorax,Rubeho Akalat,rubaka1,,FALSE,
Sheppardia gabela,Gabela Akalat,gabaka1,638481754,FALSE,červenka angolská
Sheppardia aequatorialis,Equatorial Akalat,equaka1,625825036,FALSE,červenka ugandská
Sheppardia cyornithopsis,Lowland Akalat,lowaka1,23383,FALSE,červenka lejskovitá
Sheppardia gunningi,East Coast Akalat,eacaka1,123355941,FALSE,červenka modrokřídlá
Sheppardia sharpei,Sharpe's Akalat,shaaka1,49878,FALSE,červenka tanzánská
Sheppardia polioptera,Grey-winged Akalat,gywroc1,651838532,FALSE,drozdík šedokřídlý
Sheppardia poensis,Short-tailed Akalat,shtaka2,24125121,FALSE,
Sheppardia bocagei,Bocage's Akalat,bocaka11,505283501,FALSE,
Heinrichia simplex,Minahasa Shortwing,,,FALSE,
Heinrichia calligyna,Great Shortwing,gresho1,650662475,FALSE,drozdík celebeský
Vauriella gularis,Eyebrowed Jungle-flycatcher,eyjfly1,376130721,FALSE,
Vauriella albigularis,White-throated Jungle-flycatcher,negjuf1,204000091,FALSE,lejsek guimarský
Vauriella insignis,White-browed Jungle-flycatcher,rufjuf1,,FALSE,lejsek luzonský
Vauriella goodfellowi,Slaty-backed Jungle-flycatcher,minjuf1,,FALSE,lejsek mindanaoský
Heteroxenicus stellatus,Gould's Shortwing,gousho1,3602,FALSE,drozdík kaštanovohřbetý
Brachypteryx hyperythra,Rusty-bellied Shortwing,rubsho1,623028576,FALSE,drozdík rudobřichý
Brachypteryx leucophris,Lesser Shortwing,lessho1,203902521,FALSE,drozdík malý
Brachypteryx cruralis,Himalayan Shortwing,whbsho4,69039,FALSE,
Brachypteryx sinensis,Chinese Shortwing,whbsho5,618762973,FALSE,
Brachypteryx goodfellowi,Taiwan Shortwing,whbsho6,322375521,FALSE,
Brachypteryx poliogyna,Philippine Shortwing,whbsho7,526851991,FALSE,
Brachypteryx erythrogyna,Bornean Shortwing,whbsho8,282578,FALSE,
Brachypteryx saturata,Sumatran Shortwing,whbsho9,70290,FALSE,
Brachypteryx montana,Javan Shortwing,whbsho10,33551,FALSE,
Brachypteryx floris,Flores Shortwing,whbsho11,203886501,FALSE,
Larvivora ruficeps,Rufous-headed Robin,ruhrob1,239287591,FALSE,slavík čínský
Larvivora brunnea,Indian Blue Robin,inbrob1,203942471,FALSE,slavík indický
Larvivora cyane,Siberian Blue Robin,sibrob,493591171,FALSE,slavík modrohřbetý
Larvivora sibilans,Rufous-tailed Robin,rutrob1,634925549,FALSE,slavík sibiřský
Larvivora akahige,Japanese Robin,japrob2,504530101,FALSE,
Larvivora tanensis,Izu Robin,japrob3,617106895,FALSE,
Larvivora komadori,Ryukyu Robin,ryurob2,203929431,FALSE,
Larvivora namiyei,Okinawa Robin,ryurob3,203896041,FALSE,
Irania gutturalis,White-throated Robin,whtrob3,86320,FALSE,iranie bělohrdlá
Hodgsonius phaenicuroides,White-bellied Redstart,whbred1,460661251,FALSE,rehek bělobřichý
Cyanecula svecica,Bluethroat,blueth,203971741,TRUE,slavík modráček
C. s. svecica,Red-spotted Bluethroat,,,FALSE,
C. s. cyanecula,White-spotted Bluethroat,,,FALSE,
C. s. luristanica,Caucasian Bluethroat,,,FALSE,
Luscinia luscinia,Thrush Nightingale,thrnig1,140023,FALSE,slavík tmavý
Luscinia megarhynchos,Common Nightingale,comnig1,86190,TRUE,slavík obecný
Calliope pectardens,Firethroat,fireth1,30555371,FALSE,slavík kaštanovoprsý
Calliope obscura,Blackthroat,btbrob1,204009121,FALSE,slavík černohrdlý
Calliope calliope,Siberian Rubythroat,sibrub,123737171,FALSE,slavík Kalliopin
Calliope pectoralis,Himalayan Rubythroat,himrub1,203992381,FALSE,
Calliope tschebaiewi,Chinese Rubythroat,chirub1,57712981,FALSE,
Myiomela leucura,White-tailed Blue Robin,whtrob2,240259801,FALSE,modráček běloocasý
Myiomela cambodiana,Cambodian Blue Robin,,,FALSE,
Myiomela diana,Sunda Blue Robin,sunrob3,523905251,FALSE,
Myiomela major,Nilgiri Blue Robin,,,FALSE,
Myiomela albiventris,White-bellied Blue Robin,,,FALSE,
Tarsiger hyperythrus,Rufous-breasted Bush-robin,rbbrob1,155302051,FALSE,modruška rezavoprsá
Tarsiger cyanurus,Orange-flanked Bush-robin,refblu1,347975721,FALSE,modruška tajgová
Tarsiger rufilatus,Himalayan Bush-robin,himblu1,164502,FALSE,modruška himálajská
Tarsiger indicus,White-browed Bush-robin,wbbrob1,11270,FALSE,
Tarsiger johnstoniae,Collared Bush-robin,cobrob1,620845958,FALSE,modruška límcová
Tarsiger chrysaeus,Golden Bush-robin,gobrob1,30554911,FALSE,modruška oranžová
Enicurus scouleri,Little Forktail,litfor1,364797091,FALSE,drozdek konipasí
Enicurus schistaceus,Slaty-backed Forktail,slbfor1,280773,FALSE,drozdek šedohřbetý
Enicurus velatus,Sunda Forktail,sunfor1,79556,FALSE,drozdek vlaštovčí
Enicurus ruficapillus,Chestnut-naped Forktail,chnfor1,621903099,FALSE,drozdek rezavohřbetý
Enicurus immaculatus,Black-backed Forktail,blbfor1,204004751,FALSE,drozdek černohřbetý
Enicurus leschenaulti,White-crowned Forktail,whcfor1,203899911,FALSE,
Enicurus maculatus,Spotted Forktail,spofor1,203914411,FALSE,drozdek skvrnitohřbetý
Cinclidium frontale,Blue-fronted Robin,blfrob1,639325541,FALSE,modráček modročelý
Myophonus blighi,Sri Lanka Whistling-thrush,ceywht1,177252,FALSE,modravec srílanský
Myophonus melanurus,Shiny Whistling-thrush,shwthr1,207796761,FALSE,modravec lesklý
Myophonus glaucinus,Javan Whistling-thrush,javwht1,70684,FALSE,
Myophonus castaneus,Sumatran Whistling-thrush,chwwht1,202455441,FALSE,
Myophonus borneensis,Bornean Whistling-thrush,borwht1,609672243,FALSE,
Myophonus robinsoni,Malay Whistling-thrush,mawthr2,33416,FALSE,modravec malajský
Myophonus horsfieldii,Malabar Whistling-thrush,mawthr1,364367921,FALSE,modravec malabarský
Myophonus insularis,Taiwan Whistling-thrush,fowthr1,404655721,FALSE,modravec tchajwanský
Myophonus caeruleus,Blue Whistling-thrush,blwthr1,172401471,FALSE,modravec siný
Ficedula zanthopygia,Yellow-rumped Flycatcher,korfly1,628405806,FALSE,lejsek žlutobřichý
Ficedula elisae,Green-backed Flycatcher,narfly1,594137601,FALSE,lejsek pekinský
Ficedula narcissina,Narcissus Flycatcher,narfly2,621425763,FALSE,
Ficedula owstoni,Ryukyu Flycatcher,narfly3,203895861,FALSE,
Ficedula mugimaki,Mugimaki Flycatcher,mugfly,63503151,FALSE,lejsek tajgový
Ficedula erithacus,Slaty-backed Flycatcher,slbfly1,384377291,FALSE,lejsek břidlicovohřbetý
Ficedula tricolor,Slaty-blue Flycatcher,slbfly2,69042,FALSE,lejsek modravý
Ficedula hyperythra,Snowy-browed Flycatcher,snbfly1,193057671,FALSE,
Ficedula hodgsoni,Pygmy Blue-flaycatcher,pybfly1,579586241,FALSE,lejsek modrooranžový
Ficedula strophiata,Rufous -gorgetted Flycatcher,rugfly1,203931371,FALSE,lejsek oranžovohrdlý
Ficedula sapphira,Sapphire Flycatcher,sapfly1,629578897,FALSE,lejsek safírový
Ficedula superciliaris,Ultramarine Flycatcher,ultfly1,612743154,FALSE,lejsek ultramarínový
Ficedula westermanni,Little Pied Flycatcher,lipfly1,583516331,FALSE,lejsek černobílý
Ficedula ruficauda,Rusty-tailed Flycatcher,rutfly6,278231571,FALSE,lejsek středoasijský
Ficedula parva,Red-breasted Flycatcher,rebfly,238755261,FALSE,lejsek malý
Ficedula albicilla,Red-throated Flycatcher,taifly1,64398911,FALSE,lejsek sibiřský
Ficedula subrubra,Kashmir Flycatcher,kasfly1,168996861,FALSE,lejsek kašmírský
Ficedula semitorquata,Semi-collared Flycatcher,semfly1,474190571,FALSE,lejsek černokrký
Ficedula hypoleuca,European Pied Flycatcher,eupfly1,619031156,FALSE,lejsek černohlavý/atlaský
F. h. speculigera,Atlas Flycatcher,atlfly1,203693231,FALSE,
Ficedula albicollis,Collared Flycatcher,colfly1,634338351,FALSE,lejsek bělokrký
Ficedula henrici,Damar Flycatcher,damfly1,203921271,FALSE,lejsek damarský
Ficedula rufigula,Rufous-throated Flycatcher,rutfly5,650612022,FALSE,lejsek podrostní
Ficedula buruensis,Cinnamon-chested Flycatcher,cicfly1,629646891,FALSE,lejsek skořicový
Ficedula harterti,Sumba Flycatcher,sumfly1,199785361,FALSE,lejsek rezavoboký
Ficedula timorensis,Black-banded Flycatcher,blbfly2,168953,FALSE,lejsek timorský
Ficedula basilanica,Little Slaty Flycatcher,lisfly1,623718288,FALSE,lejsek hvízdavý
Ficedula luzoniensis,Thicket Flycatcher,bunfly1,632547186,FALSE,
Ficedula crypta,Cryptic Flycatcher,rutfly7,30138341,FALSE,
Ficedula bonthaina,Lompobattang Flycatcher,lomfly1,202531181,FALSE,
Ficedula nigrorufa,Black-and-orange Flycatcher,barfly1,394779941,FALSE,lejsek černooranžový
Ficedula dumetoria,Rufous-chested Flycatcher,rucfly1,589343451,FALSE,
Ficedula riedeli,Tanimbar Flycatcher,rucfly3,613339682,FALSE,
Ficedula disposita,Furtive Flycatcher,furfly1,609058230,FALSE,lejsek podhorní
Ficedula platenae,Palawan Flycatcher,palfly1,29717271,FALSE,lejsek palawanský
Phoenicurus alaschanicus,Ala Shan Redstart,alsred1,285239,FALSE,rehek šedohlavý
Phoenicurus erythronotus,Eversmann's Redstart,rubred2,598195731,FALSE,rehek středoasijský
Phoenicurus frontalis,Blue-fronted Redstart,blfred1,611533059,FALSE,rehek modročelý
Phoenicurus caeruleocephala,Blue-capped Redstart,bucred1,101610171,FALSE,rehek modrohlavý
Phoenicurus schisticeps,White-throated Redstart,whtred1,30289391,FALSE,rehek bělohrdlý
Phoenicurus leucocephalus,White-capped Water-redstart,whcred1,203949121,FALSE,rehek bělohlavý
Phoenicurus fuliginosus,Plumbeous Water-redstart,plured1,30548281,TRUE,rehek bystřinný
Phoenicurus bicolor,Luzon Water-redstart,luzred1,203999921,FALSE,rehek dvoubarvý
Phoenicurus ochruros,Black Redstart,blared1,175467811,TRUE,rehek domácí
Phoenicurus phoenicurus,Common Redstart,comred2,100450521,FALSE,rehek zahradní
Phoenicurus moussieri,Moussier's Redstart,moured1,203913071,FALSE,rehek severoafrický
Phoenicurus auroreus,Daurian Redstart,daured1,240694221,FALSE,rehek daurský
Phoenicurus erythrogastrus,White-winged Redstart,whwred2,632735202,FALSE,rehek bělokřídlý
Phoenicurus hodgsoni,Hodgson's Redstart,hodred1,624745654,FALSE,rehek himálajský
Monticola cinclorhynha,Blue-capped Rock-thrush,bcrthr1,278231661,FALSE,
Monticola rufiventris,Chestnut-bellied Rock-thrush,cbrthr1,325737241,FALSE,skalník kaštanovobřichý
Monticola gularis,White-throated Rock-thrush,wtrthr1,388949351,FALSE,skalník bělohrdlý
Monticola brevipes,Short-toed Rock-thrush,strthr1,277862,FALSE,skalník krátkoprstý
Monticola explorator,Sentinel Rock-thrush,serthr1,244818241,FALSE,skalník horský
Monticola imerina,Littoral Rock-thrush,litrot1,203968881,FALSE,
Monticola erythronotus,Amber Mountain Rock-thrush,ammrot1,,FALSE,
Monticola sharpei,Forest Rock-thrush,forrot2,97923,FALSE,
Monticola saxatilis,Common Rock-thrush,rtrthr1,463207801,FALSE,skalník zpěvný
Monticola solitarius,Blue Rock-thrush,burthr,237305941,TRUE,skalník modrý
Monticola rufocinereus,Little Rock-thrush,lirthr1,615036568,FALSE,skalník malý
Monticola semirufus,White-winged Cliff-chat,wwccha1,609066640,FALSE,bělořit bělokřídlý
Monticola angolensis,Miombo Rock-thrush,mirthr1,652821803,FALSE,skalník skvrnitý
Monticola rupestris,Cape Rock-thrush,carthr1,176710261,FALSE,skalník kapský
Saxicola jerdoni,Jerdon's Bushchat,jerbus1,203901001,FALSE,
Saxicola ferreus,Grey Bushchat,grybus1,611823824,FALSE,
Saxicola gutturalis,White-bellied Bushchat,timbus1,621141484,FALSE,bramborníček bělobřichý
Saxicola rubetra,Whinchat,whinch1,329245421,FALSE,bramborníček hnědý
Saxicola macrorhynchus,White-browed Bushchat,whbbus4,203913311,FALSE,bramborníček pouštní
Saxicola insignis,Hodgson's Bushchat,whtbus1,486958001,FALSE,bramborníček horský
Saxicola caprata,Pied Bushchat,piebus1,633042883,FALSE,bramborníček černobílý
Saxicola leucurus,White-tailed Stonechat,whtsto2,308791721,FALSE,bramborníček běloocasý
Saxicola dacotiae,Fuerteventura Stonechat,caisto1,203887131,FALSE,bramborníček kanárský
Saxicola torquatus,Common Stonechat,afrsto1,611306591,FALSE,bramborníček africký
S. t. maurus,Siberian Stonechat,sibsto1,204009511,FALSE,
Saxicola tectes,Reunion Stonechat,reusto1,74654,FALSE,bramborníček réunionský
Campicoloides bifasciatus,Buff-streaked Chat,busbus1,80672,FALSE,bramborníček jihoafrický
Emarginata schlegelii,Karoo Chat,karcha1,203964291,FALSE,skalníček karuový
Emarginata sinuata,Sickle-winged Chat,siccha1,176714421,FALSE,skalníček jihoafrický
Emarginata tractrac,Tractrac Chat,tracha1,277733,FALSE,skalníček namibijský
Pinarochroa sordida,Moorland Chat,moocha1,276124,FALSE,skalníček slatinný
Thamnolaea cinnamomeiventris,Mocking Cliff-chat,moccha1,588184241,FALSE,bělořit oranžovobřichý
T. c. coronata,White-crowned Cliff-chat,,,FALSE,
Myrmecocichla nigra,Sooty Chat,soocha1,640132774,FALSE,bělořit běloramený
Myrmecocichla aethiops,Northern Anteater-chat,noacha1,11395,FALSE,bělořit termití
Myrmecocichla tholloni,Congo Moor-chat,conmoo1,85677,FALSE,bělořit středoafrický
Myrmecocichla formicivora,Southern Anteater-chat,soacha1,89765041,FALSE,bělořit jihoafrický
Myrmecocichla monticola,Mountain Wheatear,mouwhe1,625736369,FALSE,bělořit horský
Myrmecocichla melaena,Rüppell's Chat,ruecha1,100330,FALSE,bělořit jednobarvý
Myrmecocichla arnotti,Arnot's Chat,whbcha2,612739598,FALSE,bělořit běločapkový
Oenanthe oenanthe,Northern Wheatear,norwhe,49594,FALSE,bělořit šedý
O. o. leucorrhoa,Grenland Wheater,,,FALSE,
Oenanthe seebohmi,Black-throated Wheater,norwhe3,586839831,FALSE,bělořit černohrdlý
Oenanthe pileata,Capped Wheatear,capwhe1,203938421,FALSE,bělořit bělohrdlý
Oenanthe frenata,Rusty-breasted Wheatear,rebwhe3,31372321,FALSE,
Oenanthe bottae,Buff-breasted Wheatear,rebwhe2,634395221,FALSE,bělořit rezavoprsý
Oenanthe heuglini,Heuglin's Wheatear,heuwhe1,652590772,FALSE,bělořit hnědohřbetý
Oenanthe isabellina,Isabelline Wheatear,isawhe1,439850551,FALSE,bělořit plavý
Oenanthe monacha,Hooded Wheatear,hoowhe1,633076676,FALSE,bělořit kápový
