Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,tr
Sitta azurea,Blue Nuthatch,blunut1,73529,FALSE,Mavi sıvacı
Sitta magna,Giant Nuthatch,gianut1,203889141,FALSE,Büyük sıvacı
Sitta formosa,Beautiful Nuthatch,beanut1,326132031,FALSE,Sıvacı (sinensis/formosana)
Tichodroma muraria,Wallcreeper,wallcr1,537860111,FALSE,Duvar Tırmaşıkkuşu
Salpornis salvadori,African Spotted Creeper,spocre2,242347371,FALSE,Afrika tırmaşıkkuşu
Salpornis spilonota,Indian Spotted Creeper,spocre3,650599604,FALSE,Hint Tırmaşıkkuşu
POLIOPTILIDAE,Gnatcatchers,,,FALSE,
Microbates collaris,Collared Gnatwren,colgna1,73082,FALSE,Kolyeli bitkuşu
Microbates cinereiventris,Tawny-faced Gnatwren,tafgna1,72897,FALSE,Esmer yüzlü bitkuşu
Ramphocaenus melanurus,Long-billed Gnatwren,lobgna5,257819501,FALSE,Uzun gagalı/geveze bitkuşu
Polioptila caerulea,Blue-grey Gnatcatcher,buggna,244384791,TRUE,Mavi Gri Sinekkapan
Polioptila lembeyei,Cuban Gnatcatcher,cubgna1,34614,FALSE,Küba bitkuşu
Polioptila californica,California Gnatcatcher,calgna,172039711,FALSE,Kaliforniya bitkuşu
Polioptila melanura,Black-tailed Gnatcatcher,bktgna,118615,FALSE,Kara Kuyruklu Bitkuşu
Polioptila nigriceps,Black-capped Gnatcatcher,bkcgna,109173,FALSE,Kara tepeli bitkuşu
Polioptila albiloris,White-lored Gnatcatcher,whlgna2,289939391,FALSE,Ak Yanaklı Bitkuşu
Polioptila plumbea,Tropical Gnatcatcher,trogna1,309178531,FALSE,Tropikal Bitkuşu
Polioptila maior,Maranon Gnatcatcher,trogna3,224133301,FALSE,Maranyon Bitkuşu
Polioptila lactea,Creamy-bellied Gnatcatcher,crbgna1,203700991,FALSE,Süt rengi bitkuşu
Polioptila guianensis,Guianan Gnatcatcher,guigna3,483174591,FALSE,Guyana Bitkuşu
P. g. facilis,Rio Negro Gnatcatcher,guigna2,186694911,FALSE,
P. g. clementsi,Iquitos Gnatcatcher,iqugna1,203889361,FALSE,
P. g. paraensis,Para Gnatcatcher,,,FALSE,
Polioptila schistaceigula,Slate-throated Gnatcatcher,sltgna1,424733171,FALSE,Kül rengi bitkuşu
Polioptila dumicola,Masked Gnatcatcher,masgna1,212867,FALSE,Maskeli bitkuşu
TROGLODYTIDAE,Wrens,,,FALSE,
Salpinctes obsoletus,Rock Wren,rocwre,43462971,FALSE,Kaya çıtkuşu
Microcerculus philomela,Northern Nightingale-wren,nigwre1,176466791,FALSE,Bülbül sesli çıtkuşu
Microcerculus marginatus,Southern Nightingale-wren,scbwre1,594106611,FALSE,Pullu Çıtkuşu
Microcerculus ustulatus,Flutist Wren,fluwre1,30420,FALSE,Flütçü çıtkuşu
Microcerculus bambla,Wing-banded Wren,wibwre1,113017,FALSE,Şerit kanatlı çıtkuşu
Catherpes mexicanus,Canyon Wren,canwre,224190551,FALSE,Kanyon çıtkuşu
Hylorchilus sumichrasti,Sumichrast's Wren,sumwre1,150607841,FALSE,İnce Gagalı Çıtkuşu
Hylorchilus navai,Nava's Wren,navwre1,127278,FALSE,Nava çıtkuşu
Odontorchilus branickii,Grey-mantled Wren,gymwre1,54241161,FALSE,Gri sırtlı çıtkuşu
Odontorchilus cinereus,Tooth-billed Wren,tobwre1,203699401,FALSE,Dişli çıtkuşu
Ferminia cercerai,Zapata Wren,zapwre1,631019667,FALSE,
Troglodytes pacificus,Pacific Wren,pacwre1,637983669,FALSE,Pasifik çıtkuşu
Troglodytes hiemalis,Winter Wren,winwre3,43989871,FALSE,Orman Çıtkuşu
Troglodytes troglodytes,Northern Wren,winwre4,473327281,TRUE,Çıtkuşu
Troglodytes tanneri,Clarion Wren,clawre1,214355,FALSE,Klariyon çıtkuşu
Troglodytes aedon,House Wren,houwre,612093353,TRUE,Ev Çitkuşu
T. a. aedon,Northern House Wren,houwre,612093353,FALSE,
T. a. brunneicollis,Brown-throated Wren,,,FALSE,
T. a. musculus,Southern House Wren,houwre4,430652141,FALSE,
Troglodytes beani,Cozumel Wren,houwre3,55058,FALSE,Kozumel Çıtkuşu
Troglodytes cobbi,Cobb's Wren,houwre5,203976251,FALSE,Cobb çıtkuşu
Troglodytes rufociliatus,Rufous-browed Wren,rubwre2,348354731,FALSE,Kızıl kaşlı çıtkuşu
Troglodytes ochraceus,Ochraceous Wren,ochwre1,205597,FALSE,Sarımsı çıtkuşu
Troglodytes solstitialis,Mountain Wren,mouwre1,212375,FALSE,And Çıtkuşu
CERTHIIDAE,Treecreepers,,,FALSE,
Certhia tianquanensis,Sichuan Treecreeper,sictre1,204020551,FALSE,Siçuan tırmaşıkkuşu
Certhia nipalensis,Rusty-flanked Treecreeper,ruftre4,609053022,FALSE,Nepal tırmaşıkkuşu
Certhia discolor,Sikkin Treecreeper,bnttre1,315311921,FALSE,Esmer Tırmaşıkkuşu
Certhia manipurensis,Manipur Treecreeper,bnttre2,53421671,FALSE,Manipur Tırmaşıkkuşu
Certhia himalayana,Bar-tailed Treecreeper,battre1,391046471,FALSE,Bant kuyruklu tırmaşıkkuşu
Certhia brachydactyla,Short-toed Treecreeper,shttre1,288094351,TRUE,Bahçe Tırmaşıkkuşu
Certhia americana,American Treecreeper,brncre,223492001,TRUE,Amerika tırmaşıkkuşu
Certhia hodgsoni,Hodgson's Treecreeper,eurtre3,614186368,FALSE,Hodgson tırmaşıkkuşu
Certhia familiaris,Eurasian Treecreeper,eurtre1,632557884,TRUE,Orman Tırmaşıkkuşu
SITTIDAE,Nuthatches,,,FALSE,
Sitta europaea,Eurasian Nuthatch,eurnut2,95133151,TRUE,Sıvacı
Sitta arctica,Siberian Nuthatch,eurnut6,,FALSE,Sibirya Sıvacısı
Sitta nagaensis,Chestnut-vented Nuthatch,chvnut1,203991581,FALSE,Naga Sıvacısı
Troglodytes monticola,Santa Marta Wren,samwre1,48276501,FALSE,Santa Marta çıtkuşu
Troglodytes rufulus,Tepui Wren,tepwre1,49488091,FALSE,Tepui çıtkuşu
Troglodytes sissonii,Socorro Wren,socwre2,182894,FALSE,Sokorro çıtkuşu
Thryorchilus browni,Timberline Wren,timwre1,195190,FALSE,Ağaç sınırı çıtkuşu
Cistothorus stellaris,Sedge Wren,sedwre1,239093841,FALSE,Kındıra Çıtkuşu
Cistothorus platensis,Grass Wren,sedwre,8890,FALSE,Otlak Çıtkuşu
Cistothorus meridae,Merida Wren,merwre1,360347041,FALSE,Merida çıtkuşu
Cistothorus apolinari,Apolinar's Wren,apowre1,615330878,FALSE,Apolinar çıtkuşu
Cistothorus palustris,Marsh Wren,marwre,44882,FALSE,Bataklık Çıtkuşu
Thryothorus ludovicianus,Carolina Wren,carwre,311159351,TRUE,Carolina Çitkuşu
Thryothorus albinucha,White-browed Wren,,,FALSE,
Thryomanes bewickii,Bewick's Wren,bewwre,43463181,TRUE,Bewick'in Çitkuşu
Campylorhynchus nuchalis,Stripe-backed Wren,stbwre2,69994,FALSE,Çizgili sırtlı çıtkuşu
Campylorhynchus fasciatus,Fasciated Wren,faswre1,203929981,FALSE,Bant sırtlı çıtkuşu
Campylorhynchus zonatus,Band-backed Wren,babwre1,219826231,FALSE,Kaplan çıtkuşu
Campylorhynchus megalopterus,Grey-barred Wren,grbwre1,203948221,FALSE,Gri şeritli çıtkuşu
Campylorhynchus albobrunneus,White-headed Wren,whhwre1,560096221,FALSE,Ak Başlı Çıtkuşu
Campylorhynchus turdinus,Thrush-like Wren,thlwre1,490609231,FALSE,Ardıç Çıtkuşu
Campylorhynchus gularis,Spotted Wren,spowre1,612608240,FALSE,Benekli çıtkuşu
Campylorhynchus humilis,Sclater's Wren,runwre3,29103461,FALSE,Kızıl Enseli Çıtkuşu
Campylorhynchus rufinucha,Rufous-naped Wren,runwre2,538071251,TRUE,Verakruz Çıtkuşu
Campylorhynchus capistratus,Rufous-backed Wren,runwre4,150592901,FALSE,Kızıl Sırtlı Çıtkuşu
Campylorhynchus griseus,Bicolored Wren,bicwre1,69982,FALSE,İki Renkli Çıtkuşu
Campylorhynchus chiapensis,Giant Wren,giawre1,203693161,FALSE,Büyük çıtkuşu
Campylorhynchus brunneicapillus,Cactus Wren,cacwre,22879871,TRUE,Kaktüs çıtkuşu
Campylorhynchus yucatanicus,Yucatan Wren,yucwre1,203913191,FALSE,Yukatan çıtkuşu
Campylorhynchus jocosus,Boucard's Wren,bouwre1,154808241,FALSE,Balses çıtkuşu
Pheugopedius fasciatoventris,Black-bellied Wren,blbwre1,351226181,FALSE,Kara karınlı çıtkuşu
Pheugopedius euophrys,Plain-tailed Wren,pltwre1,54154871,FALSE,Düz Kuyruklu Çıtkuşu
Pheugopedius schulenbergi,Grey-browed Wren,pltwre3,172813421,FALSE,Güneyli Düz Kuyuklu Çıtkuşu
Pheugopedius eisenmanni,Inca Wren,incwre1,203983381,FALSE,İnka çıtkuşu
Pheugopedius mystacalis,Whiskered Wren,whiwre1,66950,FALSE,And bıyıklı çıtkuşu
Pheugopedius coraya,Coraya Wren,corwre1,34436,FALSE,Koraya çıtkuşu
Pheugopedius genibarbis,Moustached Wren,mouwre2,247056641,FALSE,Amazon Bıyıklı Çıtkuşu
Pheugopedius atrogularis,Black-throated Wren,bltwre1,184759,FALSE,Kara Gerdanlı Çıtkuşu
Pheugopedius spadix,Sooty-headed Wren,sohwre1,616446572,FALSE,Kurum başlı çıtkuşu
Pheugopedius felix,Happy Wren,hapwre1,9078,FALSE,Neşeli çıtkuşu
Pheugopedius columbianus,Colombian Wren,,,FALSE,Çilli göğüslü çıtkuşu (columbianus)
Pheugopedius paucimaculatus,Speckle-breasted Wren,spbwre2,80167,FALSE,Çilli göğüslü çıtkuşu (paucimaculatus)
Pheugopedius sclateri,Maranon Wren,spbwre2,80167,FALSE,Çilli göğüslü çıtkuşu
Pheugopedius rutilus,Rufous-breasted Wren,rubwre1,165852,FALSE,Kızıl Göğüslü Çıtkuşu
Pheugopedius maculipectus,Spot-breasted Wren,spbwre1,207507171,FALSE,Benekli göğüslü çıtkuşu
Thryophilus pleurostictus,Banded Wren,banwre1,199551,FALSE,Şerit karınlı çıtkuşu
Thryophilus rufalbus,Rufous-and-white Wren,rawwre1,199464,FALSE,Kızıl-beyaz çıtkuşu
Thryophilus sernai,Antioquia Wren,antwre2,621893553,FALSE,Antiokya çıtkuşu
Thryophilus nicefori,Niceforo's Wren,nicwre1,204023091,FALSE,Niceforo çıtkuşu
Thryophilus sinaloa,Sinaloa Wren,sinwre1,182576151,FALSE,Sinaloa çıtkuşu
Cinnycerthia unirufa,Rufous Wren,rufwre1,616557820,FALSE,Kızıl çıtkuşu
Cinnycerthia olivascens,Sharpe's Wren,shawre1,139080,FALSE,Sharpe çıtkuşu
Cinnycerthia peruana,Peruvian Wren,perwre1,17821,FALSE,Peru Çıtkuşu
Cinnycerthia fulva,Fulvous Wren,fulwre1,186464591,FALSE,Sarı karınlı çıtkuşu
Cantorchilus leucopogon,Stripe-throated Wren,sttwre1,31172,FALSE,Çizgili gerdanlı çıtkuşu
Cantorchilus thoracicus,Stripe-breasted Wren,stbwre1,145229661,FALSE,Çizgili Göğüslü Çıtkuşu
Cantorchilus superciliaris,Superciliated Wren,supwre1,81160,FALSE,Ak kaşlı çıtkuşu
Cantorchilus leucotis,Buff-breasted Wren,bubwre1,203957281,FALSE,Açık suratlı çıtkuşu
Cantorchilus longirostris,Long-billed Wren,lobwre1,189419,FALSE,Uzun gagalı çıtkuşu
Cantorchilus guarayanus,Fawn-breasted Wren,fabwre1,228261,FALSE,Guarayos çıtkuşu
Cantorchilus semibadius,Riverside Wren,rivwre1,203944221,FALSE,Riperyan çıtkuşu
Cantorchilus nigricapillus,Bay Wren,baywre1,54162661,FALSE,Kara Başlı Çıtkuşu
Cantorchilus modestus,Plain Wren,plawre1,165658821,FALSE,Cabanis Çıtkuşu
Cantorchilus zeledoni,Canebrake Wren,plawre3,209474,FALSE,Zeledon çıtkuşu
Cantorchilus griseus,Grey Wren,grywre1,578416691,FALSE,Gri çıtkuşu
Uropsila leucogastra,White-bellied Wren,whbwre1,177106081,FALSE,Ak karınlı çıtkuşu
Henicorhina leucosticta,White-breasted Wood-wren,wbwwre1,214496361,FALSE,Ak gerdanlı çıtkuşu
Henicorhina leucoptera,Bar-winged Wood-wren,bwwwre1,78080,FALSE,Ak kanatlı çıtkuşu
Henicorhina leucophrys,Grey-breasted Wood-wren,gbwwre1,312808451,FALSE,Gri Göğüslü Çıtkuşu
Henicorhina anachoreta,Hermit Wood-wren,gybwow3,615330558,FALSE,Zirve çıtkuşu
Henicorhina negreti,Munchique Wood-wren,munwow1,203953091,FALSE,Münçike çıtkuşu
Cyphorhinus dishrorus,Northern Chestnut-breasted Wren,chbwre2,631573311,FALSE,
Cyphorhinus thoracicus,Southern Chestnut-breasted Wren,chbwre3,601093761,FALSE,Güneyli Kestane Göğüslü Çıtkuşu
Cyphorhinus phaeocephalus,Song Wren,sonwre1,600045921,FALSE,Ötücü çıtkuşu
Cyphorhinus arada,Musician Wren,muswre2,406658561,FALSE,Müzisyen Çıtkuşu
Cinclus mexicanus,American Dipper,amedip,396529091,FALSE,Amerika derekuşu
Cinclus leucocephalus,White-capped Dipper,whcdip1,162498411,FALSE,Ak başlı derekuşu
Cinclus schulzi,Rufous-throated Dipper,rutdip1,597536201,FALSE,Kızıl gerdanlı derekuşu
BUPHAGIDAE,Oxpeckers,,,FALSE,
Buphagus erythrorhynchus,Red-billed Oxpecker,reboxp1,14498,FALSE,Kırmızı Gagalı Kenekuşu
Buphagus africanus,Yellow-billed Oxpecker,yeboxp1,475684981,FALSE,Sarı Gagalı Kenekuşu
STURNIDAE,Starlings,,,FALSE,
Sturnus vulgaris,Common Starling,eursta,107248,TRUE,Sığırcık
Sturnus unicolor,Spotless Starling,sposta1,543260501,TRUE,Kara Sığırcık
Creatophora cinerea,Wattled Starling,watsta1,14810,FALSE,İbikli Sığırcık
Pastor roseus,Rosy Starling,rossta2,204023951,TRUE,Alasığırcık
Agropsar sturninus,Purple-backed Starling,dausta1,626652193,FALSE,Moğol sığırcığı
Agropsar philippensis,Chestnut-cheeked Starling,chcsta1,244705391,FALSE,Al yanaklı sığırcık
Gracupica contra,Asian Pied Starling,aspsta2,634158339,FALSE,Hint Alaca Sığırcığı
Gracupica jalla,Javan Pied Starling,aspsta3,640634224,FALSE,Java Alaca Sığırcığı
Gracupica nigricollis,Black-collared Starling,bkcsta1,396593261,FALSE,Sarı yanaklı sığırcık
Sturnornis albofrontatus,White-faced Starling,whfsta2,482,FALSE,Seylan bal sığırcığı
Leucopsar rothschildi,Bali Myna,balmyn1,640634236,TRUE,Bali sığırcığı
†Fregilupus varius,Reunion Starling,reusta1,,FALSE,
†Necropsar rodericanus,Rodrigues Starling,rodsta2,,FALSE,
Sturnia sinensis,White-shouldered Starling,whssta2,610786616,FALSE,Çin sığırcığı
Sturnia pagodarum,Brahminy Starling,brasta1,204025921,TRUE,Brahman sığırcığı
Sturnia malabarica,Chestnut-tailed Starling,chtsta2,631606646,FALSE,Kızılca sığırcık/Malabar sığırcığı
Sturnia erythropygia,White-headed Starling,whhsta2,343519051,FALSE,Ak başlı sığırcık
Spodiopsar sericeus,Red-billed Starling,rebsta1,620297349,FALSE,İpek sığırcık
Spodiopsar cineraceus,White-cheeked Starling,whcsta1,203951961,FALSE,Ak yanaklı sığırcık
Acridotheres tristis,Common Myna,commyn,228583561,TRUE,Çiğdeci
Acridotheres ginginianus,Bank Myna,banmyn1,204026001,FALSE,Dere Çiğdecisi
Acridotheres burmannicus,Burmese Myna,vibsta1,204004891,FALSE,Gri/Ak Enseli Çiğdeci
Acridotheres leucocephalus,Vinous-breasted Myna,vibsta4,203914851,FALSE,Ak Enseli Çiğdeci
Acridotheres melanopterus,Black-winged Myna,bkwsta1,525569351,FALSE,Ak çiğdeci
Acridotheres tricolor,Grey-backed Myna,,,FALSE,
Acridotheres tertius,Grey-rumped Myna,,,FALSE,
Acridotheres fuscus,Jungle Myna,junmyn1,356907991,FALSE,Kurşuni çiğdeci
Acridotheres cinereus,Pale-bellied Myna,pabmyn1,,FALSE,Boz Çiğdeci
Acridotheres javanicus,Javan Myna,whvmyn,146532661,FALSE,Cava Çiğdecisi
Acridotheres albocinctus,Collared Myna,colmyn1,237302,FALSE,Yakalı çiğdeci
Acridotheres grandis,Great Myna,whvmyn1,203914761,FALSE,Büyük Çiğdeci
Acridotheres cristatellus,Crested Myna,cremyn,385911801,FALSE,Tepeli çiğdeci
Onychognathus tenuirostris,Slender-billed Starling,slbsta1,1580,FALSE,İnce gagalı kızılkanat
Onychognathus nabouroup,Pale-winged Starling,pawsta1,278423,FALSE,Ak kanatlı kızılkanat
Onychognathus neumanni,Neumann's Starling,neusta1,598767781,FALSE,Koca gagalı kızılkanat
Onychognathus morio,Red-winged Starling,rewsta1,87731,FALSE,Kızılkanat
Onychognathus fulgidus,Chestnut-winged Starling,chwsta1,636181526,FALSE,Orman kızılkanadı
Onychognathus walleri,Waller's Starling,walsta1,14848,FALSE,Waller kızılkanadı
Onychognathus albirostris,White-billed Starling,whbsta1,100329,FALSE,Ak gagalı kızılkanat
Onychognathus tristramii,Tristram's Starling,trista1,121709731,FALSE,Arabistan kızılkanadı
Onychognathus salvadorii,Bristle-crowned Starling,brcsta1,28073591,FALSE,Süslü kızılkanat
Onychognathus frater,Socotra Starling,socsta1,,FALSE,Somali Kızılkanadı
Onychognathus blythii,Somali Starling,somsta1,638434960,FALSE,Somali Kızılkanadı
Saroglossa spiloptera,Spot-winged Starling,spwsta1,284870,FALSE,Kızıl boğazlı sığırcık
Neocichla gutturalis,Babbling Starling,babsta1,,FALSE,Kara göğüslü sığırcık
Grafisia torquata,White-collared Starling,whcsta2,,FALSE,Ak yakalı sığırcık
Speculipastor bicolor,Magpie Starling,magsta1,33653721,FALSE,Saksağan sığırcığı
Pholia sharpii,Sharpe's Starling,shasta2,1567,FALSE,Sarı karınlı orman sığırcık
Poeoptera stuhlmanni,Stuhlmann's Starling,stusta1,22603,FALSE,Stuhlmann orman sığırcığı
Poeoptera kenricki,Kenrick's Starling,kensta1,407178491,FALSE,Usambara orman sığırcığı
Poeoptera lugubris,Narrow-tailed Starling,natsta1,1450,FALSE,Kılkuyruk orman sığırcık
Poeoptera femoralis,Abbott's Starling,abbsta2,619037920,FALSE,Kara göğüslü orman sığırcık
Lamprotornis hildebrandti,Hildebrandt's Starling,hilsta1,14851,FALSE,Hildebrant Sığırcığı
Lamprotornis shelleyi,Shelley's Starling,shesta1,569510471,FALSE,Shelley sığırcığı
Lamprotornis australis,Burchell's Starling,bugsta1,203935251,FALSE,Büyük sığırcık
Lamprotornis caudatus,Long-tailed Glossy Starling,ltgsta1,203974471,FALSE,Uzun kuyruklu sığırcık
Lamprotornis purpuroptera,Rüppell's Starling,ruegls1,14837,FALSE,Rüppell sığırcığı
Lamprotornis benguelensis,Benguela Long-tailed Starling,,,FALSE,
Lamprotornis violacior,Cunene Long-tailed Starling,,,FALSE,
Lamprotornis mevesii,Meves's Long-tailed Starling,megsta1,14827,FALSE,Meves sığırcığı
Lamprotornis unicolor,Ashy Starling,ashsta2,23895,FALSE,Kül rengi sığırcık
Lamprotornis ornatus,Principe Starling,prgsta1,95204,FALSE,Prinsipe sığırcığı
Lamprotornis splendidus,Splendid Starling,spgsta1,14843,FALSE,Mücevher sığırcığı
Lamprotornis regius,Golden-breasted Starling,gobsta5,33655941,FALSE,Altın karınlı sığırcık
Lamprotornis superbus,Superb Starling,supsta1,14855,FALSE,Muhteşem sığırcık
Lamprotornis pulcher,Chestnut-bellied Starling,chbsta1,138830271,FALSE,Kızıl karınlı sığırcık
CINCLIDAE,Dippers,,,FALSE,
Cinclus cinclus,White-throated Dipper,whtdip1,625994479,TRUE,Derekuşu
Cinclus pallasii,Brown Dipper,brodip1,470229521,FALSE,Kahverengi derekuşu
Lamprotornis bicolor,African Pied Starling,afpsta1,609054123,FALSE,Afrika alaca sığırcığı
Lamprotornis albicapillus,White-crowned Starling,whcsta3,96332,FALSE,Ak alınlı sığırcık
Lamprotornis fischeri,Fischer's Starling,fissta1,14850,FALSE,Finsch sığırcığı
Lamprotornis acuticaudus,Sharp-tailed Starling,stgsta1,640999180,FALSE,Sivri kuyruklu sığırcık
Lamprotornis chloropterus,Lesser Blue-eared Starling,lbesta1,618456427,FALSE,Küçük mavikulak sığırcık
Lamprotornis purpureus,Purple Starling,pugsta1,287974221,FALSE,Erguvani parlak sığırcık
Lamprotornis chalcurus,Bronze-tailed Starling,btgsta1,646681734,FALSE,Bronz kuyruklu sığırcık
Lamprotornis nitens,Cape Starling,capgls1,278024,FALSE,Kap sığırcığı
Lamprotornis chalybaeus,Greater Blue-eared Starling,gbesta1,14820,FALSE,Büyük mavikulak sığırcık
Lamprotornis iris,Emerald Starling,emesta1,,FALSE,Zümrüdi sığırcık
Hartlaubius auratus,Madagascan Starling,madsta1,203970411,FALSE,Madagaskar sığırcığı
Cinnyricinclus leucogaster,Violet-backed Starling,vibsta2,164116561,FALSE,ak karınlı sığırcık
Hylopsar purpureiceps,Purple-headed Starling,phgsta1,329055201,FALSE,Kadife başlı sığırcık
Hylopsar cupreocauda,Copper-tailed Starling,ctgsta1,434335301,FALSE,Bakır kuyruklu sığırcık
Notopholia corrusca,Black-bellied Starling,bbgsta1,612186922,FALSE,Kara karınlı sığırcık
Rhabdornis mystacalis,Stripe-headed Rhabdornis,stsrha2,484030521,FALSE,Bıyıklı çizgili sığırcık
Rhabdornis grandis,Grand Rhabdornis,lobrha1,,FALSE,Uzun gagalı çizgili sığırcık
Rhabdornis rabori,Visayan Rhabdornis,visrha1,253006091,FALSE,Rabor çizgili sığırcığı
Rhabdornis inornatus,Stripe-breasted Rhabdornis,stbrha1,609070563,FALSE,Esmer Çizgili Sığırcık
Basilornis celebensis,Sulawesi Myna,sulmyn1,203974981,FALSE,Selebes çiğdecisi
Basilornis galeatus,Helmeted Myna,helmyn1,650609348,FALSE,Kasklı çiğdeci
Basilornis corythaix,Long-crested Myna,locmyn1,615918963,FALSE,Seram çiğdecisi
Goodfellowia miranda,Apo Myna,apomyn2,203894241,FALSE,Çıplak gözlü çiğdeci
Streptocitta torquata,Northern White-necked Myna,,,FALSE,
Streptocitta albicollis,Southern White-necked Myna,whnmyn1,203990141,FALSE,Saksağan çiğdecisi
Streptocitta albertinae,Bare-eyed Myna,baemyn1,203905461,FALSE,Sula çiğdecisi
Sarcops calvus,Coleto,coleto1,18637,FALSE,Kel çiğdeci
Mino dumontii,Yellow-faced Myna,yefmyn1,168379,FALSE,Sarı Gözlü Çiğdeci
Mino kreffti,Long-tailed Myna,lotmyn1,203910111,FALSE,Bismark gözlüklü çiğdecisi
Mino anais,Golden Myna,golmyn1,65932,FALSE,Altın çiğdeci
Gracula ptilogenys,Sri Lanka Hill Myna,ceymyn1,625921977,FALSE,Seylan çiğdecisi
Gracula indica,Southern Hill Myna,sohmyn1,455113631,FALSE,Hint küpeli çiğdecisi
Gracula religiosa,Common Hill Myna,hilmyn,437281591,FALSE,Küpeli Çiğdeci
G. r. enganensis,Enggano Hill Myna,,,FALSE,
Gracula venerata,Tenggara Hill Myna,cohmyn2,609070385,FALSE,Tenggara Küpeli Çiğdecisi
Gracula robusta,Nias Hill Myna,,,FALSE,Küpeli Çiğdeci (robusta)
Ampeliceps coronatus,Golden-crested Myna,gocmyn1,613925613,FALSE,Sarı taçlı çiğdeci
Enodes erythrophris,Flame-browed Starling,fibmyn1,640483230,FALSE,Al kaşlı çiğdeci
Scissirostrum dubium,Grosbeak Starling,fibmyn2,203909251,FALSE,Kocabaş çiğdecisi
Aplonis metallica,Metallic Starling,metsta1,203907061,FALSE,Metalik sığırcık
Aplonis mystacea,Yellow-eyed Starling,yeesta1,,FALSE,Sarı gözlü sığırcık
Aplonis cantoroides,Singing Starling,sinsta1,203908301,FALSE,Ötücü sığırcık
Aplonis crassa,Tanimbar Starling,tansta1,629625462,FALSE,Tanimbar sığırcığı
Aplonis feadensis,Atoll Starling,atosta1,634565969,FALSE,Resif sığırcığı
Aplonis insularis,Rennell Starling,rensta1,203908191,FALSE,Rennell sığırcığı
Aplonis magna,Long-tailed Starling,lotsta1,203983571,FALSE,Biak sığırcığı
Aplonis brunneicapillus,White-eyed Starling,whesta2,203932771,FALSE,Ak gözlü sığırcık
Aplonis grandis,Brown-winged Starling,brwsta1,203968791,FALSE,Solomon Adaları sığırcığı
Aplonis dichroa,Makira Starling,sacsta1,118111631,FALSE,Makira sığırcığı
Aplonis zelandica,Rusty-winged Starling,ruwsta1,369528621,FALSE,Vanuatu sığırcığı
Aplonis striata,Striated Starling,strsta1,203908071,FALSE,Yeni Kaledonya sığırcığı
Aplonis santovestris,Mountain Starling,mousta1,,FALSE,Espiritu Santo sığırcığı
Aplonis panayensis,Asian Glossy Starling,asgsta1,587452921,FALSE,Malay sığırcığı
Aplonis mysolensis,Moluccan Starling,molsta1,203907041,FALSE,Maluku sığırcığı
Aplonis minor,Short-tailed Starling,shtsta1,475887681,FALSE,Kısa kuyruklu sığırcık
Aplonis opaca,Micronesian Starling,micsta1,140155,FALSE,Mikronezya sığırcığı
Aplonis pelzelni,Pohnpei Starling,pohsta1,,FALSE,Pohnpei sığırcığı
Aplonis tabuensis,Polynesian Starling,polsta1,203906471,FALSE,Polinezya sığırcığı
Aplonis atrifusca,Samoan Starling,samsta1,139823,FALSE,Samoa sığırcığı
†Aplonis corvina,Kosrae Starling,kossta1,,FALSE,
Aplonis cinerascens,Rarotonga Starling,rarsta1,151581861,FALSE,Rarotonga sığırcığı
†Aplonis mavornata,Mysterious Starling,myssta1,,FALSE,
†Aplonis fusca,Norfolk Starling,,,FALSE,
Mimus saturninus,Chalk-browed Mockingbird,chbmoc1,270365031,FALSE,Kampo taklitçisi
Mimus triurus,White-banded Mockingbird,whbmoc1,621959965,FALSE,Ak kanatlı taklitçi
Mimus dorsalis,Brown-backed Mockingbird,brbmoc1,203960231,FALSE,Kahverengi sırtlı taklitçi
Mimus longicaudus,Long-tailed Mockingbird,lotmoc1,390354101,FALSE,
Mimus polyglottos,Northern Mockingbird,normoc,166628,TRUE,Alaycı Kuş
Mimus gilvus,Tropical Mockingbird,tromoc,103372,FALSE,Tropikal taklitçi
Mimus graysoni,Socorro Mockingbird,socmoc1,345335231,FALSE,Sokorro taklitçisi
Mimus gundlachii,Bahama Mockingbird,bahmoc,468925381,FALSE,Bahama taklitçisi
Mimus trifasciatus,Floreana Mockingbird,chamoc1,638777128,FALSE,Galapagos taklitçisi
Mimus parvulus,Galapagos Mockingbird,galmoc1,45963,FALSE,Galapagos taklitçisi
Mimus macdonaldi,Espanola Mockingbird,hoomoc1,203698241,FALSE,Espanyola taklitçisi
Mimus melanotis,San Cristobal Mockingbird,chamoc2,638777213,FALSE,San Kristobal taklitçisi
Oreoscoptes montanus,Sage Thrasher,sagthr,164696,FALSE,Yavşan çöpçüsü
Toxostoma curvirostre,Curve-billed Thrasher,cubthr,130902,FALSE,Kıvrık Gagalı Çöpçü
Toxostoma ocellatum,Ocellated Thrasher,ocethr1,11165,FALSE,Benekli çöpçü
Toxostoma rufum,Brown Thrasher,brnthr,94280,TRUE,Kahverengi çöpçü
Toxostoma longirostre,Long-billed Thrasher,lobthr,273152851,FALSE,Uzun gagalı çöpçü
Toxostoma guttatum,Cozumel Thrasher,cozthr1,23066,FALSE,Kozumel çöpçüsü
Toxostoma bendirei,Bendire's Thrasher,benthr,423634981,FALSE,Bendire çöpçüsü
Toxostoma cinereum,Grey Thrasher,grathr1,650601736,FALSE,Gri çöpçü
