Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,tr
Pseudobulweria becki,Beck's Petrel,becpet1,,FALSE,Beck Fırtınakuşu
Pseudobulweria rostrata,Tahiti Petrel,tahpet1,644101393,FALSE,Tahiti Fırtınakuşu
Bulweria bulwerii,Bulwer's Petrel,bulpet,969,FALSE,Bulwer Yelkovanı
Bulweria fallax,Jouanin's Petrel,joupet,,FALSE,Arabistan yelkovanı
†Bulweria bifax,Small St Helena Petrel,,,FALSE,
Pelecanoides garnotii,Peruvian Diving-petrel,pedpet1,85076351,FALSE,Garnot dalıcı fırtınakuşu
Pelecanoides magellani,Magellanic Diving-petrel,madpet1,616124707,FALSE,Macellan dalıcı fırtınakuşu
Pelecanoides georgicus,South Georgia Diving-petrel,sgdpet1,,FALSE,Pelajik dalıcı fırtınakuşu
Pelecanoides urinatrix,Common Diving-petrel,codpet1,360506441,FALSE,Dalıcı fırtınakuşu
HYDROBATIDAE,Northern Storm-petrels,,,FALSE,tanımsız fırtınakırlangıcı (Oceanitidae/Hydrobatidae sp.)
Hydrobates pelagicus,European Storm-petrel,bripet,639707083,FALSE,Fırtınakırlangıcı
H.p. pelagicus,European Storm-petrel,bripet,639707083,FALSE,
H. p. melitensis,Mediterranean Storm-petrel,,,FALSE,
Hydrobates castro,Band-rumped Storm-petrel,barpet,631411075,FALSE,Madeyra Fırtınakırlangıcı
Hydrobates monteiroi,Monteiro's Storm-petrel,monstp1,639768310,FALSE,Azor Fırtınakırlangıcı
Hydrobates matsudairae,Matsudaira's Storm-petrel,maspet2,,FALSE,Matsudaira Fırtınakırlangıcı
Hydrobates melania,Black Storm-petrel,bkspet,138130,FALSE,Kaliforniya Fırtınakırlangıcı
Hydrobates homochroa,Ashy Storm-petrel,asspet,185056821,FALSE,Kaliforniya küçük fırtınakırlangıcı
Hydrobates microsoma,Least Storm-petrel,lsspet,138122,FALSE,Küçük Fırtınakırlangıcı
Hydrobates tethys,Wedge-rumped Storm-petrel,wrspet,614442214,FALSE,Galapagos Fırtınakırlangıcı
Hydrobates leucorhous,Leach's Storm-petrel,lcspet,120441,FALSE,Çatal Kuyruklu Fırtınakırlangıcı
Hydrobates monorhis,Swinhoe's Storm-petrel,swspet,190995891,FALSE,Boz Fırtınakırlangıcı
Hydrobates macrodactylus,Guadalupe Storm-petrel,guspet,,FALSE,Guadalupe fırtınakırlangıcı
Hydrobates tristrami,Tristram's Storm-petrel,trspet,627887459,FALSE,Tristram Fırtınakırlangıcı
Hydrobates markhami,Markham's Storm-petrel,maspet,223861,FALSE,Markham Fırtınakırlangıcı
Hydrobates furcatus,Fork-tailed Storm-petrel,ftspet,132029,FALSE,Akça Fırtınakırlangıcı
Hydrobates hornbyi,Ringed Storm-petrel,rispet1,622065252,FALSE,Gri Yakalı Fırtınakırlangıcı
DIOMEDEIDAE,Albatrosses,,,FALSE,
Diomedea sanfordi,Northern Royal Albatross,royalb3,9232,FALSE,Kuzeyli Kral Albatros
Diomedea epomophora,Southern Royal Albatross,royalb2,204018211,FALSE,Kuzeyli/Güneyli Kral Albatros
Diomedea exulans,Wandering Albatross,wanalb1,42306,TRUE,Ak Gezgin Albatros
Diomedea antipodensis,Antipodean Albatross,antalb1,203922111,FALSE,Antipod Gezgin Albatrosu
Diomedea amsterdamensis,Amsterdam Albatross,wanalb5,,FALSE,Amsterdam Gezgin Albatrosu
Diomedea dabbenena,Tristan Albatross,wanalb3,,FALSE,Tristan Gezgin Albatrosu
Phoebetria fusca,Sooty Albatross,sooalb1,,FALSE,Kara Albatros
Phoebetria palpebrata,Light-mantled Albatros,limalb1,242423601,FALSE,Gri Sırtlı Albatros
Phoebastria irrorata,Waved Albatross,wavalb,203698321,FALSE,Yazılı Albatros
Phoebastria nigripes,Black-footed Albatross,bkfalb,32592,FALSE,kara ayaklı albatros
Phoebastria immutabilis,Laysan Albatross,layalb,486076821,FALSE,Laysan Albatrosu
Phoebastria albatrus,Short-tailed Albatross,shtalb,620737952,FALSE,Alaca Albatros
Thalassarche chlororhynchos,Atlantic Yellow-nosed Albatros,yenalb2,204749,FALSE,Atlantik/Hint Sarı Gagalı Albatrosu
Thalassarche carteri,Indian Yellow-nosed Albatros,yenalb3,623103689,FALSE,Hint Sarı Gagalı Albatrosu
Thalassarche chrysostoma,Grey-headed Albatross,gyhalb,204019821,FALSE,Boz Başlı Albatros
Thalassarche melanophris,Black-browed Albatross,bkbalb,402964471,FALSE,kara kaşlı albatros
Thalassarche impavida,Campbell Albatross,,,FALSE,Kara kaşlı albatros (impavida)
Thalassarche bulleri,Buller's Albatross,bulalb2,203919801,FALSE,Buller Albatrosu
Thalassarche cauta,Shy Albatross,whcalb1,117957991,FALSE,Thalassarche cauta/salvini/eremita
Thalassarche steadi,White-capped Albatross,whcalb1,117957991,FALSE,
Thalassarche eremita,Chatham Albatross,shyalb2,630984083,FALSE,Keşiş Albatrosu
Thalassarche salvini,Salvin's Albatross,salalb1,614726141,FALSE,Salvin Albatrosu
PROCELLARIDAE,Petrels Shearwaters,,,FALSE,
Macronectes halli,Northern Giant Petrel,norgip1,31374291,FALSE,Kuzey Dev Fırtınakuşu
Macronectes gigantheus,Southern Giant Petrel,,,FALSE,
Fulmarus glacialis,Northern Fulmar,norful,619661932,FALSE,Kutup Fırtınakuşu
Fulmarus glacialoides,Southern Fulmar,souful1,204017051,FALSE,Güney Fırtınakuşu
Thalassoica antarctica,Antarctic Petrel,antpet1,34876001,FALSE,Antarktik Fırtınakuşu
Daption capense,Cape Petrel,cappet,203971921,FALSE,Alaca Fırtınakuşu
Pagodroma nivea,Snow Petrel,snopet1,42315,FALSE,Ak Fırtınakuşu
Halobaena caerulea,Blue Petrel,blupet1,488346561,FALSE,Ak Kuyruklu Priyon
Pachyptila vittata,Broad-billed Prion,brbpri1,153841911,FALSE,Pachyptila vittata/salvini/macgillivrayi
Pachyptila salvini,Salvin's Prion,salpri2,102177,FALSE,Salvin/Macgillivray Priyonu
Pachyptila desolata,Antarctic Prion,dovpri1,418089501,FALSE,Antarktik Priyonu
Pachyptila belcheri,Slender-billed Prion,slbpri1,203976191,FALSE,İnce Gagalı Priyon
Pachyptila turtur,Fairy Prion,faipri1,496565661,FALSE,Güvercin Priyonu
Pachyptila crassirostris,Fulmar Prion,fulpri1,,FALSE,Kalın Gagalı Priyon
Aphrodroma brevirostris,Kerguelen Petrel,kerpet2,604653221,FALSE,Kerguelen Fırtınakuşu
†Pterodroma rupinarum,Large St Helena Petrel,,,FALSE,
Pterodroma leucoptera,White-winged Petrel,goupet1,145356071,FALSE,Ak Kanatlı Fırtınakuşu
Pterodroma brevipes,Collared Petrel,colpet1,,FALSE,Yakalı Fırtınakuşu
Pterodroma defilippiana,Masatierra Petrel,maspet3,432035321,FALSE,Şili Fırtınakuşu
Pterodroma longirostris,Stejneger's Petrel,stepet,650725749,FALSE,Stejneger Fırtınakuşu
CICONIIFORMES,,,,FALSE,
CICONIIDAE,Storks,,,FALSE,
Platalea flavipes,Yellow-billed Spoonbill,yebspo1,617415868,FALSE,Sarı Yüzlü Kaşıkçı
Platalea ajaja,Roseate Spoonbill,rosspo1,111605261,TRUE,Pembe Kaşıkçı
Platalea alba,African Spoonbill,afrspo1,2429,FALSE,Afrika Kaşıkçısı
Platalea leucorodia,Eurasian Spoonbill,eurspo1,255476691,FALSE,Kaşıkçı
Platalea minor,Black-faced Spoonbill,blfspo1,614320390,FALSE,Küçük Kaşıkçı
Platalea regia,Royal Spoonbill,royspo1,431749911,TRUE,Kara Yüzlü Kaşıkçı
†Threskiornis solitarius,Reunion Ibis,reusol1,,FALSE,
Threskiornis aethiopicus,African Sacred Ibis,sacibi2,612739077,FALSE,Kutsal Aynak
Threskiornis bernieri,Madagascar Sacred Ibis,sacibi3,,FALSE,Madagaskar aynağı
Threskiornis melanocephalus,Black-headed Ibis,blhibi1,218926471,FALSE,Oriyental Kutsal Aynağı
Threskiornis moluccus,Australian Ibis,ausibi1,608383709,TRUE,Avustralya Kutsal Aynağı
Threskiornis spinicollis,Straw-necked Ibis,stnibi1,620615757,FALSE,Yakalı Kutsal Aynak
Pseudibis papillosa,Red-naped Ibis,renibi1,625429183,FALSE,Kara Aynak
Pseudibis davisoni,White-shouldered Ibis,whsibi1,202950961,FALSE,Ak omuzlu aynak
Pseudibis gigantea,Giant Ibis,giaibi1,203912241,FALSE,Büyük Kara Aynak
Geronticus eremita,Northern Bald Ibis,waldra1,592841121,FALSE,Kelaynak
Geronticus calvus,Southern Bald Ibis,balibi1,618896969,FALSE,Güney Kelaynağı
Nipponia nippon,Japanese Crested Ibis,creibi1,204009261,TRUE,Nippon Aynağı
Bostrychia olivacea,Olive Ibis,oliibi2,24699,FALSE,Yeşil Aynak
Bostrychia bocagei,Dwarf Ibis,oliibi3,642874134,FALSE,Küçük Yeşil Aynak
Bostrychia rara,Spot-breasted Ibis,spbibi1,203909981,FALSE,Benekli Yeşil Aynak
Bostrychia hagedash,Hadada Ibis,hadibi1,118635781,FALSE,Hadada aynağı
Bostrychia carunculata,Wattled Ibis,watibi1,33652631,FALSE,Sakallı Aynak
Theristicus caerulescens,Plumbeous Ibis,pluibi1,217402,FALSE,Kurşuni Aynak
Theristicus caudatus,Buff-necked Ibis,bunibi1,386555711,FALSE,Ak Kanatlı Sarıca Aynak
Theristicus branickii,Andean Ibis,bkfibi2,623735036,FALSE,And aynağı
Theristicus melanopis,Black-faced Ibis,bkfibi1,613422802,FALSE,İbikli sarıca aynak/And aynağı
Cercibis oxycerca,Sharp-tailed Ibis,shtibi1,204008441,FALSE,Uzun Kuyruklu Aynak
Mesembrinibis cayennensis,Green Ibis,greibi1,386484411,FALSE,Zümrüt aynak
Phimosus infuscatus,Bare-faced Ibis,bafibi1,700372,FALSE,Fısıldayan Aynak
Eudocimus albus,White Ibis,whiibi,414716841,FALSE,Ak Aynak
Eudocimus ruber,Scarlet Ibis,scaibi,287292,TRUE,Al Aynak
Plegadis falcinellus,Glossy Ibis,gloibi,483529141,FALSE,Çeltikçi/Ak yüzlü çeltikçi
Plegadis chihi,White-faced Ibis,whfibi,45304,TRUE,Ak Başlı Aynak
Plegadis ridgwayi,Puna Ibis,punibi1,630983875,FALSE,Puna Çeltikçisi
Ixobrychus involucris,Stripe-backed Bittern,stbbit1,650030086,FALSE,Çizgili Küçük Balaban
Ixobrychus exilis,Least Bittern,leabit,343195121,FALSE,Amerika Küçük Balabanı
Ixobrychus minutus,Common Little Bittern,,,TRUE,
Ixobrychus dubius,Australian Little Bittern,,,FALSE,Avustralya Küçük Balabanı
†Ixobrychus novaezelandiae,New Zealand Little Bittern,,,FALSE,
Ixobrychus sinensis,Yellow Bittern,yelbit,118532871,TRUE,Sarı Küçük Balaban
Ixobrychus eurhythmus,Schrenck's Bittern,schbit1,249177801,FALSE,İncili Küçük Balaban
Ixobrychus cinnamomeus,Cinnamon Bittern,cinbit1,469399211,FALSE,Kızılca Küçük Balaban
Ixobrychus sturmii,Dwarf Bittern,dwabit1,556069011,FALSE,Kurşuni Küçük Balaban
Ixobrychus flavicollis,Black Bittern,blabit1,80886201,FALSE,Kara Balaban
Gorsachius magnificus,White-eared Night-heron,,,FALSE,Sürmeli Gece Balıkçılı
Gorsachius goisagi,Japanese Night-heron,janher1,313766411,FALSE,Japon Gece Balıkçılı
Gorsachius melanolophus,Malayan Night-heron,manher1,357924411,FALSE,Malay gece balıkçılı
Calherodius leuconotus,White-backed Night-heron,wbnher1,232809731,FALSE,Gözlüklü Gece Balıkçılı
†Nycticorax duboisi,Reunion Night-heron,,,FALSE,
†Nycticorax mauritianus,Mauritius Night-heron,,,FALSE,
†Nycticorax megacephalus,Rodrigues Night-heron,,,FALSE,
Nycticorax nycticorax,Black-crowned Night-heron,bcnher,170695891,TRUE,Kara Tepeli Gece Balıkçılı
Nycticorax caledonicus,Rufous Night-heron,runher1,203893961,TRUE,Kızıl Gece Balıkçılı
Nyctanassa violacea,Yellow-crowned Night-heron,ycnher,573915741,FALSE,Sarı tepeli gece balıkçılı
†Nyctanassa carcinocatactes,Bermuda Night-heron,,,FALSE,
Butorides striata,Green-becked Heron,strher2,626103937,FALSE,Yeşil/yeşil sırtlı balıkçıl
B. s. virescens,Green Heron,grnher,28887711,TRUE,
Ardeola ralloides,Squacco Heron,squher1,275088,TRUE,Alaca Balıkçıl
Ardeola grayii,Indian Pond-heron,inpher1,204025081,FALSE,Hint alaca balıkçılı
Ardeola bacchus,Chinese Pond-heron,chpher1,633513351,FALSE,Çin alaca balıkçılı
Ardeola speciosa,Javan Pond-heron,japher1,182986521,FALSE,Malay alaca balıkçılı
Ardeola idae,Madagascar Pond-heron,mapher1,,FALSE,Madagaskar Alaca Balıkçılı
Ardeola rufiventris,Rufous-bellied Heron,rubher2,468924231,FALSE,Kara Alaca Balıkçıl
Bubulcus ibis,Cattle Egret,,,FALSE,Sığır/Doğulu Sığır Balıkçılı
Ardea cinerea,Grey Heron,graher1,572679021,TRUE,Gri Balıkçıl
A. c. monicae,Mauritanian Heron,,,FALSE,
Ardea herodias,Great Blue Heron,grbher3,92488041,TRUE,Büyük Mavi Balıkçıl
Ardea cocoi,Cocoi Heron,cocher1,622578785,TRUE,Maskeli Gri Balıkçıl
Ardea pacifica,White-necked Heron,pacher1,26960621,FALSE,Ak Boyunlu Balıkçıl
Ardea melanocephala,Black-headed Heron,blhher1,2047,FALSE,kara boyunlu balıkçıl
Ardea humbloti,Madagascar Heron,humher1,97401,FALSE,Madagaskar Balıkçılı
Ardea insignis,White-bellied Heron,whbher2,635898089,FALSE,Ak karınlı balıkçıl
Ardea sumatrana,Great-billed Heron,grbher2,203887551,FALSE,Kurşuni Balıkçıl
Ardea goliath,Goliath Heron,golher1,2028,FALSE,Dev Balıkçıl
Ardea purpurea,Purple Heron,purher1,239512061,TRUE,Erguvani Balıkçıl
A. p. bournei,Cape Verde Heron,,,FALSE,
Ardea alba,Great White Egret,greegr,23692051,TRUE,Büyük Ak Balıkçıl
Ardea brachyrhyncha,Yellow-billed Egret,integr3,588972951,FALSE,Afrika Ortanca Balıkçılı
Ardea intermedia,Intermediate Egret,integr1,451056611,FALSE,Asya Ortanca Balıkçılı
Ardea plumifera,Plumed Egret,integr2,616099067,FALSE,Sahul Ortanca Balıkçılı
Syrigma sibilatrix,Whistling Heron,whiher1,305861861,FALSE,Islıkçı Balıkçıl
Pilherodius pileatus,Capped Heron,capher1,55826,FALSE,Başlıklı Ak Balıkçıl
Egretta picata,Pied Heron,pieher2,356474971,FALSE,Yamalı Balıkçıl
Egretta novaehollandiae,White-faced Heron,whfher1,467923001,TRUE,Ak Yüzlü Balıkçıl
Egretta rufescens,Reddish Egret,redegr,217438751,FALSE,Kızılca Balıkçıl
Egretta ardesiaca,Black Heron,blaher1,276836,FALSE,Kara Balıkçıl
Egretta vinaceigula,Slaty Egret,slaegr1,,FALSE,Al Gerdanlı Balıkçıl
Egretta tricolor,Tricolored Heron,triher,299780361,FALSE,üç renkli balıkçıl
Egretta caerulea,Little Blue Heron,libher,134113,TRUE,Mavi Balıkçıl
Egretta thula,Snowy Egret,snoegr,104850961,TRUE,Süt Beyazı Balıkçıl
Egretta garzetta,Little Egret,litegr,203905331,TRUE,Küçük Ak Balıkçıl
Egretta gularis,Western Reef-egret,werher,279509,FALSE,Kıyı Balıkçılı
E. g. dimorpha,Madagascar Reef-egret,,,FALSE,
Egretta sacra,Eastern Reef-egret,pacreh1,627488742,FALSE,Pasifik Kıyı Balıkçılı
Egretta eulophotes,Chinese Egret,chiegr,588736301,FALSE,Swinhoe Ak Balıkçılı
Zonerodius heliosylus,Forest Bittern,forbit1,,FALSE,Kaplan Balıkçılı
Tigriornis leucolopha,White-crested Tiger-heron,whcbit1,629592260,FALSE,Afrika Kaplan Balıkçılı
Tigrisoma lineatum,Rufescent Tiger-heron,ruther1,389217521,TRUE,Kızıl Kaplan Balıkçılı
Tigrisoma fasciatum,Fasciated Tiger-heron,father1,609810733,FALSE,Amerika Kaplan Balıkçılı
Tigrisoma mexicanum,Bare-throated Tiger-heron,btther1,366754881,FALSE,Meksika Kaplan Balıkçılı
Agamia agami,Agami Heron,agaher1,621417455,FALSE,Agami Balıkçılı
Cochlearius cohlearius,Boat-billed Heron,bobher1,167843611,TRUE,
Zebrilus undulatus,Zigzag Heron,zigher1,203932001,FALSE,Yazılı Balıkçıl
Botaurus stellaris,Eurasian Bittern,grebit1,198496211,FALSE,Balaban
Botaurus poiciloptilus,Australasian Bittern,ausbit1,484545911,FALSE,Avustralya balabanı
Leptoptilos crumenifer,Marabou,marsto1,276890,FALSE,Marabu
Leptoptilos dubius,Greater Adjutant,greadj1,96546191,TRUE,Sarı Yüzlü Marabu
Leptoptilos javanicus,Lesser Adjutant,lesadj1,622347685,FALSE,Küçük Marabu
Mycteria americana,Wood Stork,woosto,621953704,TRUE,Demirbaşlı Leylek
Mycteria ibis,Yellow-billed Stork,yebsto1,2410,FALSE,Sarı Gagalı Leylek
Mycteria leucocephala,Painted Stork,paisto1,275767441,FALSE,Alaca leylek
Mycteria cinerea,Milky Stork,milsto1,,FALSE,Akça leylek
Anastomus oscitans,Asian Openbill,asiope1,283406,FALSE,Ak açıkgaga
Anastomus lamelligerus,African Openbill,afrope1,2288,FALSE,Kara açıkgaga
Ciconia nigra,Black Stork,blasto1,620071179,TRUE,Kara leylek
Ciconia abdimii,Abdim's Stork,abdsto1,2290,FALSE,Abdim Leyleği
Ciconia microscelis,African Woollyneck,wonsto2,,FALSE,Afrika Keşiş Leyleği
Ciconia episcopus,Asian Woollyneck,wonsto1,331652821,FALSE,Asya Keşiş Leyleği
Ciconia stormi,Storm's Stork,stosto1,,FALSE,Storm Leyleği
Ciconia maguari,Maguari Stork,magsto1,167207521,FALSE,Boyalı Keşiş Leyleği
Ciconia ciconia,White Stork,whisto1,346474191,TRUE,Leylek
Ciconia boyciana,Oriental Stork,oristo1,611711158,FALSE,Oriyental leylek
Jabiru mycteria,Jabiru,jabiru,203988251,TRUE,Amerika Jabirusu
Ephippiorhynchus asiaticus,Black-necked Stork,blnsto1,611963363,FALSE,Asya Jabirusu
Ephippiorhynchus senegalensis,Saddlebill,sabsto1,2292,FALSE,Afrika Jabirusu
PELECANIFORMES,,,,FALSE,
THRESKIORNITHIDAE,Ibises Spoonbills,,,FALSE,tanımsız aynak (Threskiornithidae sp.(ibis sp.))
BALAENICIPITIDAE,Shoebill,shoebi1,609060536,FALSE,
Balaeniceps rex,Shoebill,shoebi1,609060536,FALSE,Pabuç Gagalı Leylek
PELECANIDAE,Pelicans,,,FALSE,
Pelecanus crispus,Dalmatian Pelican,dalpel1,635590775,FALSE,Tepeli pelikan
Pelecanus philippensis,Spot-billed Pelican,spbpel1,283403,FALSE,Hint Pelikanı
Pelecanus rufescens,Pink-backed Pelican,pibpel1,23927,FALSE,Küçük Pelikan
Pelecanus conspicillatus,Australian Pelican,auspel1,636864106,FALSE,Avustralya Pelikanı
Pelecanus onocrotalus,Great White Pelican,grwpel1,628976453,FALSE,Ak pelikan
Pelecanus occidentalis,Brown Pelican,brnpel,45486,TRUE,Kahverengi Pelikan
Pelecanus thagus,Peruvian Pelican,perpel1,620085150,FALSE,Peru pelikanı
Pelecanus erythrorhynchos,American White Pelican,amwpel,1988,TRUE,Amerikan Ak Pelikanı
Burhinus oedicnemus,Eurasian Thick-knee,eutkne1,203693741,FALSE,Kocagöz
Burhinus indicus,Indian Thick-knee,indthk1,499367661,FALSE,Hint kocagözü
Burhinus senegalensis,Senegal Thick-knee,setkne1,203896811,FALSE,Nil Kocagözü
Burhinus vermiculatus,Water Thick-knee,watkne1,21585161,FALSE,Su kocagözü
Burhinus capensis,Spotted Thick-knee,sptkne1,122324571,FALSE,Benekli Kocagöz
Burhinus bistriatus,Double-striped Thick-knee,dstkne,83896391,FALSE,Kaşlı kocagöz
Burhinus superciliaris,Peruvian Thick-knee,petkne1,31747101,FALSE,Peru kocagözü
Burhinus grallarius,Bush Thick-knee,butkne1,270870591,FALSE,Uzun kuyruklu kocagöz
Esacus recurvirostris,Great Thick-knee,grtkne1,644353144,FALSE,Kıyı Kocagözü
Esacus magnirostris,Beach Thick-knee,beathk1,631237163,FALSE,Resif kocagözü
SULIFORMES,,,,FALSE,
FREGATIDAE,Frigatebirds,,,FALSE,
Fregata ariel,Lesser Frigatebird,lesfri,203906351,TRUE,Küçük Fregatkuşu
Fregata minor,Great Frigatebird,grefri,133751911,FALSE,Büyük Fregatkuşu
Fregata andrewsi,Christmas Frigatebird,chifri1,,FALSE,Christmas Adası fregatkuşu
Fregata magnificens,Magnificent Frigatebird,magfri,134167,TRUE,Muhteşem Fregatkuşu
Fregata aquila,Ascension Frigatebird,asifri1,31641421,FALSE,Asensiyon Fregatkuşu
CHIONIDIDAE,Sheathbills,,,FALSE,
SULIDAE,Gannets Boobies,,,FALSE,
Chionis albus,Snowy Sheathbill,snoshe2,203971911,FALSE,Ak kıngaga
Chionis minor,Black-faced Sheathbill,blfshe1,,FALSE,Kara yüzlü kıngaga
Papasula abbotti,Abbott's Booby,abbboo2,610929267,TRUE,Abbott Sümsüğü
Morus bassanus,Northern Gannet,norgan,203907621,TRUE,Sümsük
Morus capensis,Cape Gannet,capgan1,204018591,FALSE,Kap Sümsüğü
Morus serrator,Australasian Gannet,ausgan1,203924241,FALSE,Avustralya Sümsüğü
Sula sula,Red-footed Booby,refboo,203897691,FALSE,kırmızı ayaklı sümsük
Sula leucogaster,Brown Booby,brnboo,640329768,FALSE,Kara/Pasifik Kara Sümsüğü
Sula nebouxii,Blue-footed Booby,bfoboo,550381801,TRUE,Mavi Ayaklı Sümsük
Sula variegata,Peruvian Booby,perboo1,313359421,FALSE,Humboldt Sümsüğü
Sula dactylatra,Masked Booby,masboo,366505461,FALSE,Maskeli sümsük/Nazka sümsüğü
Sula granti,Nazca Booby,nazboo1,31543,FALSE,Nazka Sümsüğü
PLUVIANELLIDAE,Magellanic Plover,magplo1,42753541,FALSE,
Pluvianellus socialis,Magellanic Plover,magplo1,42753541,FALSE,Macellan cılıbıtı
PLUVIANIDAE,Egyptian Plover,egyplo1,144842211,FALSE,
Pluvianus aegyptius,Egyptian Plover,egyplo1,144842211,FALSE,Timsahkuşu
HAEMATOPODIDAE,Oystercatchers,,,FALSE,
PHALACROCORACIDAE,Cormorants,,,FALSE,
Haematopus leucopodus,Magellanic Oystercatcher,magoys1,613741897,FALSE,Macellan poyrazkuşu
Haematopus ater,Blackish Oystercatcher,blaoys1,203976141,FALSE,Amerika Kara Poyrazkuşu
H. a. bachmani,American Black Oystercatcher,,,FALSE,
Haematopus palliatus,American Oystercatcher,ameoys,63003121,TRUE,Amerikan Poyrazkuşu
†Haematopus meadewaldoi,Canarian Oystercatcher,canoys1,,FALSE,
Haematopus moquini,African Oystercatcher,afroys1,637195187,FALSE,Afrika Poyrazkuşu
Haematopus ostralegus,Eurasian Oystercatcher,euroys1,437821801,FALSE,Poyrazkuşu
Haematopus longirostris,Pied Oystercatcher,pieoys1,636864383,FALSE,Avustralya Poyrazkuşu
Haematopus chathamensis,Chatham Oystercatcher,chaoys1,491821401,FALSE,Chatham poyrazkuşu
Haematopus unicolor,Variable Oystercatcher,varoys1,453929691,TRUE,Yeni Zelanda Kara Poyrazkuşu
Haematopus fuliginosus,Sooty Oystercatcher,soooys1,612980572,FALSE,Avustralya kara poyrazkuşu
Microcarbo coronatus,Crowned Cormorant,crocor1,,FALSE,Tepeli Küçük Karabatak
Microcarbo africanus,Long-tailed Cormorant,lotcor1,310410,FALSE,Uzun Kuyruklu/Tepeli Küçük Karabatak
Microcarbo pygmaeus,Pygmy Cormorant,pygcor2,63209821,FALSE,Küçük Karabatak
Microcarbo niger,Little Cormorant,litcor1,283426,FALSE,Kara Küçük Karabatak
Microcarbo melanoleucos,Little Pied Cormorant,lipcor1,519157271,TRUE,Alaca Küçük Karabatak
Phalacrocorax gaimardi,Red-legged Cormorant,relcor1,617763414,FALSE,Gri Karabatak
Phalacrocorax magellanicus,Rock Shag,,,FALSE,Macellan Karabatağı
Phalacrocorax bougainvilliiorum,Guanay Cormorant,guacor1,,FALSE,
Phalacrocorax atriceps,Imperial Shag,,,FALSE,Mavi Gözlü Karabatak
P. a. albiventer,King Cormorant,,,FALSE,
Phalacrocorax verrucosus,Kerguelen Shag,,,FALSE,
Phalacrocorax carunculatus,Rough-faced Shag,,,FALSE,
Phalacrocorax chalconotus,Stewart Shag,,,FALSE,Otago karabatağı
Phalacrocorax onslowi,Chatham Shag,,,FALSE,Chatham Alaca Karabatağı
Phalacrocorax campbelli,Campbell Shag,,,FALSE,
Phalacrocorax ranfurlyi,Bounty Shag,,,FALSE,Bounty Adası Karabatağı
Phalacrocorax colensoi,Auckland Shag,,,FALSE,Aukland Adası alaca karabatağı
Phalacrocorax auritus,Double-crested Cormorant,doccor,65707121,TRUE,Kulaklı Karabatak
Phalacrocorax brasilianus,Neotropical Cormorant,,,FALSE,Neotropikal Karabatak
Phalacrocorax harrisi,Flightless Cormorant,flicor1,237486,FALSE,Galapagos Karabatağı
Phalacrocorax penicillatus,Brandt's Cormorant,bracor,633992312,FALSE,Brandt Karabatağı
Phalacrocorax pelagicus,Pelagic Cormorant,pelcor,628285352,FALSE,Pelajik Karabatak
Phalacrocorax urile,Red-faced Cormorant,refcor,35206991,FALSE,Büyük Pelajik Karabatak
†Phalacrocorax perspicillatus,Spectacled Cormorant,,,FALSE,
Phalacrocorax aristotelis,European Shag,eursha1,532807641,TRUE,Tepeli Karabatak
Phalacrocorax carbo,Great Cormorant,grecor,309407421,TRUE,Karabatak
P. c. lucidus,White-breasted Cormorant,,,FALSE,
Phalacrocorax capillatus,Japanese Cormorant,japcor1,,FALSE,Japon Karabatağı
Phalacrocorax capensis,Cape Cormorant,capcor1,278549,FALSE,Kap Karabatağı
Phalacrocorax nigrogularis,Socotra Cormorant,soccor1,494237011,FALSE,Basra karabatağı
Phalacrocorax neglectus,Bank Cormorant,bancor1,,FALSE,Sahil Karabatağı
Phalacrocorax fuscicollis,Indian Cormorant,indcor1,612417135,FALSE,Hint Karabatağı
Phalacrocorax sulcirostris,Little Black Cormorant,libcor1,430127971,FALSE,Kömür Karabatağı
Phalacrocorax fuscescens,Black-faced Cormorant,blfcor1,349736791,FALSE,Tasmanya Karabatağı
Phalacrocorax varius,Great Pied Cormorant,piecor1,203936851,FALSE,Alaca Karabatak
Phalacrocorax punctatus,Spotted Shag,sposha1,487535711,TRUE,Parekareka Karabatağı
Phalacrocorax featherstoni,Pitt Shag,piisha1,,FALSE,Küçük parekareka karabatağı
IBIDORHYNCHIDAE,Ibisbill,ibisbi1,285398,TRUE,
Ibidorhyncha struthersii,Ibisbill,ibisbi1,285398,TRUE,Aynakgaga
RECURVIROSTRIDAE,Avocets Stilts,,,FALSE,
Cladorhynchus leucocephalus,Banded Stilt,bansti1,99434191,FALSE,Ak başlı uzunbacak
Recurvirostra avosetta,Pied Avocet,pieavo1,354621701,FALSE,Kılıçgaga
Recurvirostra americana,American Avocet,ameavo,50189,TRUE,Amerikan Kılıçgagası
Recurvirostra novaehollandiae,Red-necked Avocet,renavo1,62652191,TRUE,Kızıl boyunlu kılıçgaga
Recurvirostra andina,Andean Avocet,andavo1,31677421,FALSE,And kılıçgagası
Himantopus himantopus,Black-winged Stilt,bkwsti,355581611,FALSE,Uzunbacak
H. h. leucocephalus,Pied Stilt,piesti1,613133753,FALSE,
H. h. knudseni,Hawaiian Stilt,,,FALSE,
H. h. mexicanus,Black-necked Stilt,bknsti,608362706,TRUE,
H. h. melanurus,White-backed Stilt,,,FALSE,
Himantopus novaezelandiae,Black Stilt,blasti1,622956127,FALSE,Kara uzunbacak
CHARADRIIDAE,Plovers,,,FALSE,
