Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,ca
Rallus crepitans,Clapper Rail,clarai11,30326001,FALSE,rascló sorollós
Rallus wetmorei,Plain-flanked Rail,plfrai1,647207695,FALSE,Rascló de Wetmore
Rallus limicola,Virginia Rail,virrai,45633,TRUE,rascló de Virgínia
Rallus semiplumbeous,Bogota Rail,bograi1,621180909,FALSE,Rascló de Bogotà
Rallus antarcticus,Austral Rail,ausrai1,28617701,FALSE,Rascló austral
Rallus aquaticus,Western Water Rail,watrai1,203920771,FALSE,rascló occidental/oriental
Rallus indicus,Eastern Water Rail,bncrai1,620128113,FALSE,Rascló oriental
Rallus caerulescens,African Rail,afrrai1,46083,FALSE,Rascló africà
Rallus madagascariensis,Madagascar Rail,madrai1,360288161,FALSE,Rascló de Madagascar
Aramidopsis plateni,Snoring Rail,plarai1,627891546,FALSE,Rascló de Platen
Lewinia striata,Slaty-breasted Rail,slbrai1,375152391,FALSE,Rascló de cap vermell
Lewinia mirifica,Brown-banded Rail,luzrai1,,FALSE,Rascló de Luzon
Lewinia pectoralis,Lewin's Rail,lewrai1,27017081,FALSE,rascló de Lewin
Lewinia muelleri,Auckland Rail,auirai1,,FALSE,Rascló de les illes Auckland
Habroptila wallacii,Drummer Rail,,,FALSE,Rascló de Wallace
Gallirallus calayanensis,Calayan Rail,calrai1,203997481,FALSE,Rascló de l'illa Calayan
Gallirallus lafresnayanus,New Caledonian Rail,necrai1,,FALSE,Rascló de Nova Caledònia
Gallirallus australis,Weka,weka1,117428871,TRUE,Rascló weka
†Diaphorapteryx hawkinsi,Hawkins's Rail,hawrai1,,FALSE,
†Aphanapteryx bonasia,Red Rail,redrai1,,FALSE,
†Erythromachus leguati,Rodrigues Rail,rodrai1,,FALSE,
Eulabeornis castaneoventris,Chestnut Rail,cherai1,620592500,FALSE,Rascló bru
†Cabalus modestus,Chatam Rail,,,FALSE,
Hypotaenidia okinawae,Okinawa Rail,okirai1,203896011,FALSE,Rascló d'Okinawa
Ardeotis australis,Australian Bustard,ausbus1,622865585,FALSE,Pioc salvatge australià
Houbaropsis bengalensis,Bengal Florican,benflo2,616731084,TRUE,Sisó de Bengala
Sypheotides indicus,Lesser Florican,lesflo2,109115121,FALSE,Sisó de plomall
Lophotis savilei,Savile's Bustard,savbus1,145542981,FALSE,Sisó del Sahel
Lophotis gindiana,Buff-crested Bustard,bucbus1,615535305,FALSE,Sisó d'Oustalet
Lophotis ruficrista,Red-crested Bustard,recbus1,582445171,FALSE,sisó crestat
Heterotetrax vigorsii,Karoo Bustard,karbus1,208765711,FALSE,Sisó de Vigors
Heterotetrax rueppellii,Rüppell's Bustard,ruebus1,203936711,FALSE,
Heterotetrax humilis,Little Brown Bustard,libbus1,635023062,FALSE,Sisó menut
Afrotis afra,Southern Black Bustard,blabus3,624906351,FALSE,sisó negre meridional
Afrotis afraoides,Northern Black Bustard,whqbus1,194118891,FALSE,Sisó negre septentrional
Eupodotis senegalensis,White-bellied Bustard,whbbus2,611584708,FALSE,Sisó de casquet
Eupodotis caerulescens,Blue Bustard,blubus1,208763191,FALSE,Sisó blau
†Porphyrio caerulescens,Reunion Gallinule,reugal1,,FALSE,
†Porphyrio mantelli,Takahe,,,FALSE,
Porphyrio hochstetteri,South Island Takahe,takahe3,212043711,TRUE,takahé de l'illa del Sud
Porphyrio alleni,Allen's Gallinule,allgal1,649798707,FALSE,Polla blava d'Allen
Porphyrio martinicus,Purple Gallinule,purgal2,65208011,TRUE,Polla blava americana
Porphyrio flavirostris,Azure Gallinule,azugal1,541223001,FALSE,Polla blava becgroga
Pareudiastes silvestris,Makira Moorhen,sacmoo1,,FALSE,Polla de l'illa San Cristóbal
Pareudiastes pacificus,Samoan Moorhen,sammoo1,,FALSE,Polla de Samoa
†Gallinula nesiotis,Tristan Moorhen,trimoo2,,FALSE,
Gallinula corneri,Gough Moorhen,trimoo3,204732,FALSE,
Gallinula chloropus,Common Moorhen,commoo3,203978971,TRUE,polla d'aigua comuna
Gallinula galeata,Common Gallinule,comgal1,152657871,FALSE,polla d'aigua comuna/americana
Gallinula tenebrosa,Dusky Moorhen,dusmoo1,534241901,FALSE,Polla endolada
Gallinula angulata,Lesser Moorhen,lesmoo1,652241994,FALSE,Polla menuda
Gallinula melanops,Spot-flanked Gallinule,spfgal1,203988211,FALSE,Polla caranegra
Tribonyx ventralis,Black-tailed Native-hen,btnhen1,499295501,FALSE,Polla cama-roja
†Tribonyx hodgenorum,Hodgen's Waterhen,hodwat1,,FALSE,
Tribonyx mortierii,Tasmanian Native-hen,tanhen1,2902,FALSE,Polla de Tasmània
Fulica cristata,Red-knobbed Coot,rekcoo1,386806321,FALSE,Fotja banyuda
†Fulica newtonii,Mascarene Coot,mascoo1,,FALSE,
Fulica atra,Eurasian Coot,eurcoo,217023251,TRUE,Fotja comuna
Fulica alai,Hawaiian Coot,hawcoo,39455421,FALSE,Fotja de les Hawaii
Fulica americana,American Coot,y00475,41572901,TRUE,fotja americana
Fulica leucoptera,White-winged Coot,whwcoo1,615044193,FALSE,Fotja alablanca
Fulica ardesiaca,Andean Coot,slccoo1,203930181,FALSE,Fotja dels Andes
Fulica armillata,Red-gartered Coot,regcoo1,398565231,FALSE,Fotja de lligacames
Fulica rufifrons,Red-fronted Coot,refcoo1,203986551,FALSE,Fotja de front vermell
Fulica gigantea,Giant Coot,giacoo1,204006991,FALSE,Fotja gegant
Fulica cornuta,Horned Coot,horcoo1,87699,FALSE,Fotja de banyes negres
MUSOPHAGIFORMES,,,,FALSE,
MUSOPHAGIDAE,Turacos,,,FALSE,
Corythaeola cristata,Great Blue Turaco,grbtur1,141040,FALSE,Turac gegant
Criniferoides leucogaster,White-bellied Go-away-bird,wbgbir1,33651941,FALSE,Turac de ventre blanc
Crinifer zonurus,Eastern Plantain-eater,easple1,8556,FALSE,Turac gris oriental
Crinifer piscator,Western Plantain-eater,wesple1,643442726,FALSE,turac gris occidental
Corythaixoides personatus,Brown-faced Go-away-bird,,,FALSE,Turac emmascarat
Corythaixoides leopoldi,Black-faced Go-away-bird,,,FALSE,turac emmascarat (leopoldi)
Corythaixoides concolor,Grey Go-away-bird,,,FALSE,Turac concolor
Gallirex porphyreolophus,Purple-crested Turaco,puctur2,203942041,FALSE,Turac de cresta porpra
Gallirex johnstoni,Ruwenzori Turaco,ruwtur2,639327962,FALSE,Turac del Ruwenzori
Tauraco schalowi,Schalow's Turaco,schtur1,611401390,FALSE,Turac de Schalow
Tauraco hartlaubi,Hartlaub's Turaco,hartur1,8566,FALSE,Turac de Hartlaub
Tauraco schuetti,Black-billed Turaco,blbtur1,107755,FALSE,Turac becnegre
Tauraco livingstonii,Livingstone's Turaco,livtur1,208767241,FALSE,turac de Livingstone
Tauraco fischeri,Fischer's Turaco,fistur1,637776294,FALSE,Turac de Fischer
Tauraco corythaix,Knysna Turaco,knytur1,203935591,FALSE,turac de Knysna
Tauraco persa,Green Turaco,guitur1,627571712,FALSE,turac de Guinea
Tauraco leucotis,White-cheeked Turaco,whctur1,100334,FALSE,Turac carablanc
Tauraco ruspolii,Ruspoli's Turaco,,,FALSE,Turac de Ruspoli
Tauraco bannermani,Bannerman's Turaco,bantur1,,FALSE,Turac de Bannerman
Tauraco erythrolophus,Red-crested Turaco,rectur1,502642671,FALSE,Turac de cresta roja
Tauraco leucolophus,White-crested Turaco,whctur2,8569,FALSE,Turac de cresta blanca
Tauraco macrorhynchus,Yellow-billed Turaco,yebtur1,203922931,FALSE,Turac becgroc
Musophaga rossae,Ross's Turaco,rostur1,8561,FALSE,Turac de Ross
Musophaga violacea,Violet Turaco,viotur1,627571721,FALSE,
PSOPHIIDAE,Trumpeters,,,FALSE,
Psophia crepitans,Grey-winged Trumpeter,gywtru1,388331501,FALSE,trompeter alagrís
Psophia ochroptera,Ochre-winged Trumpeter,,,FALSE,
Psophia leucoptera,White-winged Trumpeter,pawtru2,110697,FALSE,Trompeter alablanc
Psophia viridis,Green-winged Trumpeter,dawtru1,203983181,FALSE,Trompeter alaverd occidental
Psophia dextralis,Olive-winged Trumpeter,,,FALSE,
Psophia obscura,Black-winged Trumpeter,,,FALSE,trompeter alanegre
Aramus guarauna,Limpkin,limpki,73922,TRUE,Carrau
GAVIIFORMES,,,,FALSE,
GAVIIDAE,Loons/Divers,,,FALSE,
GRUIDAE,Cranes,,,FALSE,
Gavia stellata,Red-throated Loon,retloo,138234,FALSE,Calàbria petita
Gavia arctica,Black-throated Loon,arcloo,279261871,TRUE,Calàbria agulla/del Pacífic
Gavia pacifica,Pacific Loon,pacloo,31730221,FALSE,Calàbria del Pacífic
Gavia immer,Common Loon,comloo,33842721,TRUE,Calàbria grossa
Gavia adamsii,White-billed Loon,yebloo,648381584,FALSE,Calàbria de bec pàl·lid
Balearica regulorum,Grey Crowned-crane,grccra1,2737,FALSE,Grua coronada collgrisa
Balearica pavonina,Black Crowned-crane,blccra1,310754,FALSE,grua coronada negra
Leucogeranus leucogeranus,Siberian Crane,sibcra1,322122671,FALSE,Grua siberiana
Antigone canadensis,Sandhill Crane,sancra,539731,TRUE,Grua del Canadà
Antigone vipio,White-naped Crane,whncra1,203932671,FALSE,Grua collblanca
Antigone antigone,Sarus Crane,sarcra1,204024641,TRUE,Grua sarus
Antigone rubicunda,Brolga,brolga1,26960611,TRUE,Grua australiana
Bugeranus carunculatus,Wattled Crane,watcra2,21371401,FALSE,Grua carunculada
Anthropoides paradiseus,Blue Crane,blucra2,203933071,FALSE,Grua del paradís
Anthropoides virgo,Demoiselle Crane,demcra1,203926171,TRUE,Grua damisel·la
Grus japonensis,Red-crowned Crane,reccra1,21722401,TRUE,Grua del Japó
Grus americana,Whooping Crane,whocra,267590321,TRUE,Grua cridanera
Grus grus,Common Crane,comcra,205661,TRUE,Grua europea
Grus monacha,Hooded Crane,hoocra1,203932651,FALSE,Grua monjo
Grus nigricollis,Black-necked Crane,blncra1,423563901,FALSE,Grua collnegra
SPHENISCIFORMES,,,,FALSE,
SPHENISCIDAE,Penguins,,,FALSE,
Aptenodytes patagonicus,King Penguin,kinpen1,203899321,FALSE,Pingüí reial
Aptenodytes forsteri,Emperor Penguin,emppen1,388782961,FALSE,Pingüí emperador
Pygoscelis papua,Gentoo Penguin,genpen1,203973661,FALSE,Pingüí de corona blanca
Pygoscelis adeliae,Adelie Penguin,adepen1,196607,FALSE,Pingüí d'Adèlia
Pygoscelis antarcticus,Chinstrap Penguin,chipen2,51673,FALSE,Pingüí de cara blanca
Eudyptes schlegeli,Royal Penguin,roypen1,31642031,FALSE,Pingüí de Schlegel
Eudyptes chrysolophus,Macaroni Penguin,macpen1,204017071,FALSE,pingüí crestadaurat
Eudyptes moseleyi,Northern Rockhopper Penguin,rocpen4,,FALSE,Pingüí salta-roques septentrional
Eudyptes chrysocome,Western Rockhopper Penguin,rocpen2,203972091,TRUE,pingüí salta-roques meridional
Eudyptes sclateri,Erect-crested Penguin,bicpen1,364966691,FALSE,Pingüí de Sclater
Eudyptes pachyrhynchus,Fiordland Penguin,fiopen1,373472291,FALSE,pingüí de Fiordland
Eudyptes robustus,Snares Penguin,snapen1,141401,FALSE,Pingüí de les Snares
Megadyptes antipodes,Yellow-eyed Penguin,yeepen1,203919671,TRUE,Pingüí d'ulls grocs
Eudyptula minor,Little Penguin,litpen1,274612851,TRUE,Pingüí petit
E. m. albosignata,White-flippered Penguin,,,FALSE,
Spheniscus demersus,African Penguin,jacpen1,563556521,FALSE,Pingüí del Cap
Spheniscus magellanicus,Magellanic Penguin,magpen1,203973671,FALSE,Pingüí de Magallanes
Spheniscus humboldti,Humboldt Penguin,humpen1,462845251,FALSE,Pingüí de Humboldt
Spheniscus mendiculus,Galapagos Penguin,galpen1,237483,FALSE,Pingüí de les Galápagos
OTIDIFORMES,North Island Adzebill,,,FALSE,
OTIDIDAE,Bustards,,,FALSE,
Tetrax tetrax,Little Bustard,litbus1,203900211,TRUE,Sisó comú
Otis tarda,Great Bustard,grebus1,613266669,FALSE,Pioc salvatge eurasiàtic
Chlamydotis undulata,African Houbara,houbus1,,FALSE,hubara africana
Chlamydotis macqueenii,Asian Houbara,macbus1,630567395,FALSE,Hubara asiàtica
Lissotis hartlaubii,Hartlaub's Bustard,harbus2,2905,FALSE,Sisó de Hartlaub
Lissotis melanogaster,Black-bellied Bustard,bkbbus1,612461994,FALSE,Sisó de ventre negre
Neotis ludwigii,Ludwig's Bustard,ludbus1,,FALSE,Pioc de Ludwig
Neotis denhami,Denham's Bustard,stabus1,,FALSE,Pioc de Denham
Neotis heuglinii,Heuglin's Bustard,heubus1,621304890,FALSE,Pioc de Heuglin
Neotis nuba,Nubian Bustard,nubbus1,,FALSE,Pioc núbic
Ardeotis arabs,Arabian Bustard,arabus1,21725621,FALSE,Pioc salvatge del Sahel
Ardeotis kori,Kori Bustard,korbus1,31373311,FALSE,Pioc salvatge kori
Ardeotis nigriceps,Great Indian Bustard,indbus1,287143091,TRUE,Pioc salvatge de l'Índia
PROCELLARIIFORMES,,,,FALSE,
OCEANITIDAE,Southern Storm-petrels,,,FALSE,Ocel de tempesta sp.
Oceanites oceanicus,Wilson's Storm-petrel,wispet,51676,TRUE,Ocell de tempesta de Wilson
Oceanites gracilis,White-vented Storm-petrel,wvspet1,613219105,FALSE,Ocell de tempesta d'Elliot
Oceanites pincoyae,Pincoya Storm-petrel,pumstp1,614566913,FALSE,Ocell de tempesta pincoya
Garrodia nereis,Grey-backed Storm-petrel,gybstp1,,FALSE,Ocell de tempesta dorsigrís
Pelagodroma marina,White-faced Storm-petrel,wfspet,219057791,FALSE,Ocell de tempesta carablanc
Fregetta grallaria,White-bellied Storm-petrel,wbspet1,,FALSE,ocell de tempesta ventreblanc/ventrenegre
Fregetta tropica,Black-bellied Storm-petrel,bbspet1,614852182,FALSE,Ocell de tempesta panxanegre
Fregetta maoriana,New-Zealand Storm-petrel,nezstp1,633945721,FALSE,Ocell de tempesta maori
Nesofregetta fuliginosa,Polynesian Storm-petrel,pospet1,569038891,FALSE,Ocell de tempesta de collar
Pterodroma cookii,Cook's Petrel,coopet,978,FALSE,petrell de Cook
Pterodroma pycrofti,Pycroft's Petrel,pycpet1,340748951,FALSE,Petrell de Pycroft
Pterodroma hypoleuca,Bonin Petrel,bonpet,486068291,FALSE,petrell de les Bonin
Pterodroma nigripennis,Black-winged Petrel,bkwpet,167513,FALSE,Petrell alanegre
Pterodroma axillaris,Chatham Petrel,chapet1,,FALSE,Petrell de les illes Chatham
Pterodroma ultima,Murphy's Petrel,murpet,203897671,FALSE,Petrell de Murphy
Pterodroma solandri,Providence Petrel,solpet1,620273915,FALSE,Petrell de Solander
Pterodroma neglecta,Kermadec Petrel,kerpet,260508441,FALSE,Petrell de les illes Kermadec
Pterodroma arminjoniana,Trinidade Petrel,tripet1,72149,FALSE,petrell de l'illa de la Trindade
Pterodroma heraldica,Herald Petrel,herpet2,636005232,FALSE,petrell del Herald
Pterodroma atrata,Henderson Petrel,henpet1,203895381,FALSE,Petrell de l'illa Henderson
Pterodroma alba,Phoenix Petrel,phopet1,569031111,FALSE,Petrell de les illes Fènix
Pterodroma baraui,Barau's Petrel,barpet1,,FALSE,Petrell de Barau
Pterodroma inexpectata,Mottled Petrel,motpet,203919741,FALSE,Petrell clapejat
Pterodroma sandwichensis,Hawaiian Petrel,hawpet1,480511531,FALSE,Petrell de Hawaii
Pterodroma phaeopygia,Galapagos Petrel,galpet,89584,FALSE,petrell de les Galápagos/de les Hawaii
Pterodroma cervicalis,White-necked Petrel,whnpet,,FALSE,Petrell collblanc
Pterodroma externa,Juan Fernandez Petrel,jufpet,650725737,FALSE,petrell de les Juan Fernández/collblanc
Pterodroma mollis,Soft-plumaged Petrel,soppet1,293209481,FALSE,petrell suau
Pterodroma cahow,Bermuda Petrel,berpet,223921,FALSE,Petrell de les Bermudes
Pterodroma hasitata,Black-capped Petrel,bkcpet,139296,FALSE,petrell del Carib
Pterodroma caribbaea,Jamaican Petrel,bkcpet2,,FALSE,Petrell de Jamaica
Pterodroma feae,Cape Verde Petrel,feapet3,499766051,FALSE,petrell gon-gon/de Cap Verd
Pterodroma deserta,Desertas Petrel,feapet2,,FALSE,petrell de les illes Desertas
Pterodroma madeira,Zino's Petrel,madpet,486929031,FALSE,Petrell de Madeira
Pterodroma magentae,Magenta Petrel,magpet1,,TRUE,Petrell del Magenta
Pterodroma incerta,Atlantic Petrel,atlpet1,,FALSE,Petrell de Schlegel
Pterodroma lessoni,White-headed Petrel,whhpet1,,FALSE,Petrell capblanc
Pterodroma macroptera,Great-winged Petrel,grwpet3,646514008,FALSE,petrell alagran/caragrís
Pterodroma gouldi,Grey-faced Petrel,grwpet2,337646331,FALSE,Petrell caragrís
Procellaria cinerea,Grey Petrel,grapet,102179,FALSE,Baldriga de Gmelin
Procellaria aequinoctialis,White-chinned Petrel,whcpet1,204018371,FALSE,baldriga de barbeta blanca
Procellaria conspicillata,Spectacled Petrel,spepet1,,FALSE,Baldriga d'ulleres
Procellaria westlandica,Westland Petrel,wespet1,973,FALSE,Baldriga de Westland
Procellaria parkinsoni,Black Petrel,parpet1,203926781,FALSE,baldriga de Parkinson
Ardenna pacifica,Wedge-tailed Shearwater,wetshe,1805,FALSE,Baldriga del Pacífic
Ardenna bulleri,Buller's Shearwater,bulshe,642289063,FALSE,Baldriga de Buller
Ardenna tenuirostris,Short-tailed Shearwater,shtshe,23705881,FALSE,Baldriga de Tasmània
Ardenna grisea,Sooty Shearwater,sooshe,411503791,FALSE,Baldriga grisa
Ardenna gravis,Great Shearwater,greshe,631614974,FALSE,Baldriga capnegra
Ardenna carneipes,Flesh-footed Shearwater,flfshe,83329251,FALSE,Baldriga bruna
Ardenna creatopus,Pink-footed Shearwater,pifshe,251662431,FALSE,baldriga de cames roses
Calonectris leucomelas,Streaked Shearwater,strshe,640562711,FALSE,Baldriga ratllada
Calonectris diomedea,Scopoli's Shearwater,scoshe1,203889001,FALSE,baldriga cendrosa atlàntica/mediterrània/de Cap Verd
Calonectris borealis,Cory's Shearwater,corshe1,395441421,FALSE,baldriga cendrosa atlàntica/mediterrània/de Cap Verd
Calonectris edwardsii,Cape Verde Shearwater,cavshe1,548629261,FALSE,Baldriga de Cap Verd
Puffinus nativitatis,Christmas Shearwater,chrshe,486349651,FALSE,Baldriga de l'illa Christmas
Puffinus subalaris,Galapagos Shearwater,audshe3,167090471,FALSE,Baldriga de les Galápagos
Puffinus gavia,Fluttering Shearwater,flushe1,364540941,FALSE,Baldriga de Forster
Puffinus huttoni,Hutton's Shearwater,hutshe1,997,FALSE,Baldriga de Hutton
Puffinus opisthomelas,Black-vented Shearwater,bkvshe,407551811,FALSE,Baldriga culnegra
Puffinus bryani,Bryan's Shearwater,bryshe1,,FALSE,Baldriga de Bryan
Puffinus newelli,Newell's Shearwater,towshe2,352724641,FALSE,baldriga de Newell/de Rapa
Puffinus auricularis,Townsend's Shearwater,towshe1,450757401,FALSE,baldriga de Townsend
Puffinus bailloni,Tropical Shearwater,troshe5,566340151,FALSE,baldriga tropical
Puffinus persicus,Persian Shearwater,pershe1,,FALSE,Baldriga persa
Puffinus bannermani,Bannerman's Shearwater,troshe4,,FALSE,Baldriga de Bannerman
Puffinus puffinus,Manx Shearwater,manshe,540155541,TRUE,baldriga pufí
Puffinus yelkouan,Mediterranean Shearwater,levshe1,310771,TRUE,baldriga mediterrània
Puffinus mauretanicus,Balearic Shearwater,balshe1,513102161,FALSE,baldriga balear
Puffinus elegans,Subantarctic Shearwater,litshe4,647560772,FALSE,baldriga subantàrtica
Puffinus assimilis,Little Shearwater,litshe8,364541351,FALSE,baldriga petita
Puffinus lherminieri,Audubon's Shearwater,audshe,42998,FALSE,baldriga d'Audubon
P. l. baroli,Macaronesian Shearwater,,,FALSE,
Puffinus heinrothi,Heinroth's Shearwater,heishe1,,FALSE,Baldriga de Heinroth
Pseudobulweria macgillivrayi,Fiji Petrel,fijpet1,,FALSE,Petrell de les Fiji
Pseudobulweria aterrima,Mascarene Petrel,maspet1,645939935,FALSE,Petrell de l'illa de la Reunió
Pseudobulweria becki,Beck's Petrel,becpet1,,FALSE,Petrell de Beck
Pseudobulweria rostrata,Tahiti Petrel,tahpet1,644101393,FALSE,petrell de Tahití
Bulweria bulwerii,Bulwer's Petrel,bulpet,969,FALSE,petrell de Bulwer
