Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,hr
Carpodacus waltoni,Pink-rumped Rosefinch,pirros1,639018578,FALSE,mala rujnica
Carpodacus pulcherrimus,Beautiful Rosefinch,bearos1,203942251,FALSE,prugastoleđa rujnica
Carpodacus edwardsii,Dark-rumped Rosefinch,darros1,647695057,FALSE,kestenjastoleđa rujnica
Carpodacus rodochroa,Pink-browed Rosefinch,pibros2,173165941,FALSE,ružičasta rujnica
Carpodacus verreauxi,Sharpe's Rosefinch,spwros3,630169150,FALSE,ružičastotrba rujnica
Carpodacus rodopeplus,Spot-winged Rosefinch,spwros2,307942681,FALSE,pjegavokrila rujnica
Carpodacus vinaceus,Vinaceous Rosefinch,vinros2,30556921,FALSE,grimizna rujnica
Carpodacus formosanus,Taiwan Rosefinch,vinros3,593851861,FALSE,tajvanska rujnica
Carpodacus synoicus,Sinai Rosefinch,sinros1,207481501,FALSE,sinajska rujnica
Carpodacus stoliczkae,Pale Rosefinch,palros3,356075711,FALSE,svijetla rujnica
Carpodacus roborowskii,Tibetan Rosefinch,tibros1,204005471,FALSE,crnogrla rujnica
Carpodacus sillemi,Silem's Rosefinch,tahmof1,357761761,FALSE,cimetastoglava rujnica
Carpodacus rubicilloides,Streaked Rosefinch,strros1,621598042,FALSE,srebrnastopjega rujnica
Carpodacus rubicilla,Great Rosefinch,greros1,637734226,FALSE,biserasta rujnica
Carpodacus sibiricus,Long-tailed Rosefinch,lotros1,142905421,FALSE,dugorepa rujnica
Carpodacus puniceus,Red-fronted Rosefinch,refros1,483108241,FALSE,crvenolica rujnica
Carpodacus subhimachalus,Crimson-browed Finch,crbfin3,441509101,FALSE,crvenočela rujnica
Carpodacus roseus,Pallas's Rosefinch,palros2,165243261,FALSE,sibirska rujnica
Carpodacus trifasciatus,Three-banded Rosefinch,thbros1,30552381,FALSE,prugastokrila rujnica
Carpodacus thura,Himalayan White-browed Rosefinch,whbros1,155302391,FALSE,ružičastolica rujnica
Carpodacus dubius,Chinese White-browed Rosefinch,cwbros1,204011511,FALSE,kineska rujnica
Pinicola enucleator,Pine Grosbeak,pingro,274949571,TRUE,velika rujnica
Pyrrhula nipalensis,Brown Bullfinch,brobul1,13000,FALSE,smeđa zimovka
Pyrrhula waterstradti,Malay Bullfinch,,,FALSE,malezijska zimovka
Pyrrhula leucogenis,White-cheeked Bullfinch,whcbul1,203899241,FALSE,filipinska zimovka
Pyrrhula aurantiaca,Orange Bullfinch,orabul1,173165901,FALSE,narančasta zimovka
Pyrrhula erythrocephala,Red-headed Bullfinch,rehbul1,178301201,FALSE,narančastoglava zimovka
Pyrrhula erythaca,Grey-headed Bullfinch,gyhbul2,568727551,FALSE,sivoglava zimovka
Pyrrhula murina,Azores Bullfinch,eurbul1,203974821,FALSE,azorska zimovka
Pyrrhula pyrrhula,Eurasian Bullfinch,eurbul,310479711,TRUE,zimovka
P. p. cineracea,Grey Bullfinch,,,FALSE,siva zimovka
P. p. griseiventris,Grey-bellied Bullfinch,,,FALSE,crvenolica zimovka
Rhodopechys alienus,African Crimson-winged Finch,,,FALSE,marokanska zeba
Rhodopechys sanguineus,Eurasian Crimson-winged Finch,crwfin2,463236981,FALSE,crvenokrila zeba
Bucanetes githagineus,Trumpeter Finch,trufin2,554968551,TRUE,zeba trubačica
Bucanetes mongolicus,Mongolian Finch,monfin2,632782272,FALSE,mongolska zeba
Agraphospiza rubescens,Blanford's Rosefinch,blaros1,636638295,FALSE,smeđokrila rujnica
Callacanthis burtoni,Spectacled Finch,spefin1,175305361,FALSE,cimetasta zeba
Pyrrhoplectes epauletta,Gold-naped Finch,gonfin1,609066265,FALSE,zlatnokapa zeba
Procarduelis nipalensis,Dark-breasted Rosefinch,dabros1,30554011,FALSE,himalajska rujnica
Leucosticte nemoricola,Plain Mountain-finch,plmfin1,204009481,FALSE,planinska zeba
Leucosticte brandti,Brandt's Mountain-finch,bhmfin1,615861127,FALSE,siva zeba
Leucosticte arctoa,Asian Rosy-finch,asrfin1,646342455,FALSE,prugasta zeba
Leucosticte tephrocotis,Grey-crowned Rosy-finch,gcrfin,224879861,FALSE,sivoglava zeba
Leucosticte atrata,Black Rosy-finch,bkrfin,253454781,TRUE,crna zeba
Leucosticte australis,Brown-capped Rosy-finch,bcrfin,253474381,FALSE,ružičastokrila zeba
Haemorhous mexicanus,House Finch,houfin,56843,TRUE,crvenoprsa rujnica
Haemorhous cassinii,Cassin's Finch,casfin,44966,TRUE,stjenjačka rujnica
Haemorhous purpureus,Purple Finch,purfin,229083971,TRUE,američka rujnica
Rhodospiza obsoleta,Desert Finch,desfin2,460188181,TRUE,pustinjska zeba
Rhynchostruthus socotranus,Socotra Grosbeak,gowgro3,627612680,FALSE,sokotranski batokljun
Rhynchostruthus louisae,Somali Grosbeak,somgro1,634161425,FALSE,somalijski batokljun
Rhynchostruthus percivali,Arabian Grosbeak,gowgro2,535690641,FALSE,arabijski batokljun
Chloris chloris,European Greenfinch,eurgre1,438522431,TRUE,zelendur
Chloris sinica,Oriental Greenfinch,origre,281571,FALSE,maslinastoglavi zelendur
Chloris spinoides,Yellow-breasted Greenfinch,yebgre4,175305011,FALSE,žutoprsi zelendur
Chloris monguilloti,Vietnamese Greenfinch,viegre2,633778148,FALSE,vietnamski zelendur
Chloris ambigua,Black-headed Greenfinch,bkhgre1,204007141,FALSE,crnoglavi zelendur
Linurgus olivaceus,Oriole Finch,orifin1,24294781,FALSE,zlatni zelendur
Crithagra citrinelloides,Abyssinian Citril,afrcit1,312921031,FALSE,prugastokapa žutarica
Crithagra frontalis,Yellow-browed Citril,wescit1,1559,FALSE,obrvasta žutarica
Crithagra hyposticta,East African Citril,soucit1,28072,FALSE,prugastogrla žutarica
Crithagra capistrata,Black-faced Canary,blfcan1,586896751,FALSE,crnolica žutarica
Crithagra koliensis,Papyrus Canary,papcan1,591054101,FALSE,papirusova žutarica
Crithagra scotops,Forest Canary,forcan1,203938511,FALSE,šumska žutarica
Crithagra leucopygia,White-rumped Seedeater,whrsee,631085900,FALSE,siva žutarica
Crithagra atrogularis,Black-throated Canary,bltcan1,627461005,FALSE,crnogrla žutarica
Crithagra reichenowi,Reichenow's Seedeater,reisee2,13004,FALSE,žutoleđa žutarica
Crithagra xanthopygia,Yellow-rumped Seedeater,yerser1,31283581,FALSE,etiopska žutarica
Crithagra rothschildi,Arabian Serin,olrser1,203934381,FALSE,arabijska žutarica
Crithagra flavigula,Yellow-throated Seedeater,yetser1,31280651,FALSE,pustinjska žutarica
Crithagra xantholaema,Salvadori's Seedeater,salser1,28073981,FALSE,ogrličasta žutarica
Crithagra citrinipecta,Lemon-breasted Canary,,,FALSE,limunastoprsa žutarica
Crithagra mozambica,Yellow-fronted Canary,yefcan,1235,FALSE,žutočela žutarica
Crithagra donaldsoni,Northern Grosbeak-canary,norgrc1,312684001,FALSE,istočnoafrička žutarica
Crithagra buchanani,Southern Grosbeak-canary,sougrc1,649281242,FALSE,krupnokljuna žutarica
Crithagra flaviventris,Yellow Canary,yelcan1,176715391,FALSE,južnoafrička žutarica
Crithagra dorsostriata,White-bellied Canary,whbcan1,312742211,FALSE,žutoprsa žutarica
Crithagra sulphurata,Brimstone Canary,brican1,438886831,FALSE,maslinastoglava žutarica
Crithagra albogularis,White-throated Canary,whtcan1,606616731,FALSE,bjelogrla žutarica
Crithagra striatipectus,Stripe-breasted Canary,reisee3,37845,FALSE,prugasta žutarica
Crithagra reichardi,Reichard's Seedeater,reisee4,13013,FALSE,prugastoprsa žutarica
Crithagra canicapilla,West African Seedeater,sthsee3,,FALSE,smeđa žutarica
Crithagra gularis,Streaky-headed Seedeater,sthsee2,203938581,FALSE,prugastoglava žutarica
Crithagra mennelli,Black-eared Seedeater,blesee1,80398,FALSE,crnouha žutarica
Crithagra tristriata,Brown-rumped Seedeater,brrsee1,609066792,FALSE,gorska žutarica
Crithagra ankoberensis,Ankober Seedeater,ankser2,327478921,FALSE,kamenjarska žutarica
Crithagra menachensis,Yemen Serin,yemser1,426551781,FALSE,jemenska žutarica
Crithagra striolata,Streaky Seedeater,strsee1,13017,FALSE,maslinastokrila žutarica
Crithagra burtoni,Thich-billed Seedeater,thbsee1,1279,FALSE,debelokljuna žutarica
Crithagra melanochroa,Kipengere Seedeater,tansee1,137483,FALSE,tanzanijska žutarica
Crithagra rufobrunnea,Principe Seedeater,prisee1,96203,FALSE,principska žutarica
Crithagra concolor,Sao Tome Grosbeak,satgro1,247228541,FALSE,smeđi batokljun
Crithagra leucoptera,Protea Canary,procan1,177674111,FALSE,sivosmeđa žutarica
Crithagra totta,Cape Siskin,capsis2,212083001,FALSE,kapski čižak
Crithagra symonsi,Drakensberg Siskin,drasis2,275710,FALSE,smeđoleđi čižak
Linaria flavirostris,Twite,twite1,203946701,TRUE,gorska juričica
Linaria cannabina,Common Linnet,eurlin1,345449441,FALSE,juričica
Linaria yemenensis,Yemen Linnet,yemlin1,423841141,FALSE,arabijska juričica
Linaria johannis,Warsangli Linnet,warlin1,618146529,FALSE,somalijska juričica
Acanthis flammea,Redpoll,redpol1,235463,FALSE,sjeverna juričica
Acanthis flammea cabaret,Lesser Redpoll,lesred1,255441391,FALSE,alpska juričica
Acanthis flammea flammea,Common Redpoll,comred3,203905621,FALSE,sjeverna juričica
Acanthis flammea rostrata,Greater Redpoll,,,FALSE,kanadska juričica
Acanthis flammea hornemanni,Arctic Redpoll,hoared1,203974021,FALSE,polarna juričica
Loxia pytyopsittacus,Parrot Crossbill,parcro2,610033879,TRUE,veliki krstokljun
Loxia scotica,Scottish Crossbill,scocro1,441858351,FALSE,škotski krstokljun
Loxia curvirostra,Red Crossbill,redcro,64047331,TRUE,krstokljun
Loxia leucoptera,Two-barred Crossbill,whwcro,65099811,FALSE,bjelokrili krstokljun
Loxia megaplaga,Hispaniolan Crossbill,hiscro,12991,FALSE,hispaniolski krstokljun
Chrysocorythus estherae,Mountain Serin,mouser2,170525531,FALSE,indonezijska žutarica
Chrysocorythus mindanensis,Mindanao Serin,mouser3,,FALSE,mindanaoska žutarica
Carduelis carduelis,European Goldfinch,eurgol,616288275,TRUE,češljugar
Carduelis caniceps,Eastern Goldfinch,eurgol2,459383941,FALSE,sivoprsi češljugar
Carduelis citrinella,Citril Finch,citfin1,66120171,FALSE,planinska žutarica
Carduelis corsicana,Corsican Finch,corfin1,624941503,FALSE,korzička žutarica
Serinus serinus,European Serin,eurser1,203981951,TRUE,žutarica
Serinus canaria,Island Canary,comcan,95820321,FALSE,kanarinac
Serinus syriacus,Syrian Serin,syrser1,444880381,FALSE,sirijska žutarica
Serinus pusillus,Red-fronted Serin,fifser1,463303591,TRUE,crvenočela žutarica
Serinus alario,Black-headed Canary,bkhcan2,278432,FALSE,riđoleđa žutarica
Serinus canicollis,Cape Canary,capcan1,394293651,FALSE,kapska žutarica
Serinus flavivertex,Yellow-crowned Canary,yeccan1,1587,FALSE,žutokapa žutarica
Serinus nigriceps,Ethiopian Siskin,abysis1,204011681,FALSE,crnoglava žutarica
Spinus thibetanus,Tibetan Siskin,tibser1,223892181,FALSE,planinski čižak
Spinus spinus,Eurasian Siskin,eursis,203693691,TRUE,čižak
Spinus pinus,Pine Siskin,pinsis,89549511,TRUE,američki čižak
Spinus tristis,American Goldfinch,amegfi,94457,TRUE,zlatni čižak
Spinus psaltria,Lesser Goldfinch,lesgol,22869,FALSE,zlatnotrbi čižak
Spinus lawrencei,Lawrence's Siskin,lawgol,452293841,FALSE,kalifornijski čižak
Spinus atriceps,Black-capped Siskin,blcsis1,110802401,FALSE,crnokapi čižak
Spinus spinescens,Andean Siskin,andsis1,63546,FALSE,maslinastotrbi čižak
Spinus yarellii,Yellow-faced Siskin,yefsis1,227190,FALSE,žutoprsi čižak
Spinus cucullatus,Red Siskin,redsis1,63549,FALSE,crveni čižak
Spinus crassirostris,Thick-billed Siskin,thbsis1,203960101,FALSE,krupnokljuni čižak
Spinus magellanicus,Hooded Siskin,hoosis1,203694471,TRUE,crnoglavi čižak
Spinus dominicensis,Antillean Siskin,antsis1,204022821,FALSE,hispaniolski čižak
Spinus siemiradzkii,Saffron Siskin,safsis1,286091,FALSE,žutotrbi čižak
Spinus olivaceus,Olivaceous Siskin,olisis1,508093531,FALSE,maslinastoleđi čižak
Spinus notatus,Black-headed Siskin,blhsis1,612706552,FALSE,crnoprsi čižak
Spinus xanthogastrus,Yellow-bellied Siskin,yebsis1,63563,FALSE,crnoleđi čižak
Spinus atratus,Black Siskin,blasis1,204006781,FALSE,crni čižak
Spinus uropygialis,Yellow-rumped Siskin,yersis1,440881211,FALSE,andski čižak
Spinus barbatus,Black-chinned Siskin,blcsis2,700016,FALSE,crnogrli čižak
CALCARIIDAE,Longspurs,,,FALSE,dugonokte strnadice
Calcarius lapponicus,Lapland Longspur,laplon,15178,FALSE,laponska strnadica
Calcarius ornatus,Chestnut-collared Longspur,chclon,517057,TRUE,crnoprsa strnadica
Calcarius pictus,Smith's Longspur,smilon,32239701,FALSE,dugonokta strnadica
Rhynchophanes mccownii,McCown's Longspur,mcclon,191119,FALSE,sivotrba strnadica
Plectrophenax nivalis,Snow Bunting,snobun,408255511,TRUE,bijela strnadica
Plectrophenax hyperboreus,McKay's Bunting,mckbun,237703,FALSE,berinška strnadica
RHODINOCICHLIDAE,Thrush-tanager,,,FALSE,pozemna tangara
Rhodinocichla rosea,Rosy Thrush-tanager,rottan2,389842151,FALSE,pozemna tangara
EMBERIZIDAE,Old World Buntings,,,FALSE,strnadice
Emberiza affinis,Brown-rumped Bunting,brrbun1,312681861,FALSE,sahelska strnadica
Emberiza lathami,Crested Bunting,crebun1,358482241,FALSE,krunata strnadica
Emberiza melanocephala,Black-headed Bunting,blhbun1,467131771,FALSE,crnoglava strnadica
Emberiza bruniceps,Red-headed Bunting,rehbun1,620103245,FALSE,riđoglava strnadica
Emberiza calandra,Corn Bunting,corbun1,203489791,FALSE,velika strnadica
Emberiza fucata,Chestnut-eared Bunting,chebun2,99003341,FALSE,kestenjastouha strnadica
Emberiza koslowi,Tibetan Bunting,tibbun1,203942291,FALSE,tibetska strnadica
Emberiza jankowskii,Jankowski's Bunting,rubbun1,48693361,FALSE,stepska strnadica
Emberiza cia,Rock Bunting,rocbun1,243710551,FALSE,strnadica cikavica
Emberiza cioides,Meadow Bunting,meabun1,44668831,FALSE,livadna strnadica
Emberiza godlewski,Godlewski's Bunting,godbun1,204027401,FALSE,mongolska strnadica
Emberiza buchanani,Grey-necked Bunting,gyhbun1,633279825,FALSE,planinska strnadica
Emberiza cineracea,Cinereous Bunting,cinbun1,204005021,FALSE,turska strnadica
Emberiza hortulana,Ortolan Bunting,ortbun1,15203,FALSE,vrtna strnadica
Emberiza caesia,Cretzschmar's Bunting,crebun2,458877771,FALSE,rusobrada strnadica
Emberiza cirlus,Cirl Bunting,cirbun1,204027471,FALSE,crnogrla strnadica
Emberiza stewarti,White-capped Bunting,chbbun1,203962911,FALSE,bjelokapa strnadica
Emberiza citrinella,Yellowhammer,yellow2,565398141,TRUE,žuta strnadica
Emberiza leucocephalos,Pine Bunting,pinbun,142023321,FALSE,bjeloglava strnadica
Emberiza cabanisi,Cabanis's Bunting,cabbun1,1514,FALSE,sivoleđa strnadica
Emberiza flaviventris,Golden-breasted Bunting,gobbun1,58483,FALSE,zlatnoprsa strnadica
Emberiza polipleura,Somali Bunting,sombun1,28129011,FALSE,somalijska strnadica
Emberiza capensis,Cape Bunting,capbun1,177674101,FALSE,kapska strnadica
Emberiza impetuani,Lark -like Bunting,lalbun1,608539954,FALSE,cimetastotrba strnadica
Emberiza socotrana,Socotra Bunting,socbun1,,FALSE,sokotranska strnadica
Emberiza sahari,House Bunting,houbun3,608421936,FALSE,riđa strnadica
Emberiza striolata,Striped Bunting,houbun2,204004951,FALSE,prugasta strnadica
Emberiza goslingi,Grey-throated Bunting,gosbun1,615173652,FALSE,sivogrla strnadica
Emberiza tahapisi,Cinnamon-breasted Bunting,cibbun1,203950151,FALSE,cimetasta strnadica
Emberiza elegans,Yellow-throated Bunting,yetbun1,447807051,FALSE,žutogrla strnadica
Emberiza siemsseni,Slaty Bunting,slabun1,204020561,FALSE,plava strnadica
Emberiza yessoensis,Ochre-rumped Bunting,ocrbun1,609071081,FALSE,riđokrila strnadica
Emberiza schoeniclus,Reed Bunting,reebun,345310471,FALSE,močvarna strnadica
E. s. intermedia,Dark Reed Bunting,,,FALSE,sredozemna močvarna strnadica
E. s. reiseri,Balkan Reed Bundting,,,FALSE,balkanska močvarna strnadica
E. s. pyrrhuloides,Southern Reed Bunting,,,FALSE,krupnokljuna močvarna strnadica
Emberiza pallasi,Pallas's Bunting,palbun,620952614,FALSE,tundranska strnadica
Emberiza aureola,Yellow-breasted Bunting,yebbun,169485421,FALSE,vrbova strnadica
Emberiza rustica,Rustic Bunting,rusbun,348160741,FALSE,šumska strnadica
Emberiza pusilla,Little Bunting,litbun,203974061,FALSE,mala strnadica
Emberiza spodocephala,Black-faced Bunting,bkfbun1,528327801,FALSE,sivoglava strnadica
Emberiza personata,Masked Bunting,bkfbun2,629027473,FALSE,žutoprsa strnadica
Emberiza sulphurata,Yellow Bunting,yelbun1,203929281,FALSE,japanska strnadica
Emberiza rutila,Chestnut Bunting,chebun1,203903371,FALSE,kestenjasta strnadica
Emberiza chrysophrys,Yellow-browed Bunting,yebbun1,611342425,FALSE,sibirska strnadica
Emberiza tristrami,Tristram's Bunting,tribun1,609060293,FALSE,kineska strnadica
Emberiza variabilis,Grey Bunting,grybun,460119471,FALSE,siva strnadica
PASSERELLIDAE,New World Sparrows,,,FALSE,strnadari
Spizella passerina,Chipping Sparrow,chispa,534466,TRUE,kestenjastokapi strnadar
Spizella pallida,Clay-colored Sparrow,clcspa,206428,FALSE,sivovrati strnadar
Spizella atrogularis,Black-chinned Sparrow,bkcspa,224467,FALSE,crnogrli strnadar
Spizella pusilla,Field Sparrow,fiespa,436286851,FALSE,poljski strnadar
Spizella breweri,Brewer's Sparrow,brespa,264901351,FALSE,prugastokapi strnadar
Spizella wortheni,Worthen's Sparrow,worspa,261599511,FALSE,riđokapi strnadar
Amphispiza bilineata,Black-throated Sparrow,bktspa,358659611,FALSE,crnoprsi strnadar
Amphispiza quinquestriata,Five-striped Sparrow,fisspa,265661561,FALSE,sivoboki strnadar
Chondestes grammacus,Lark Sparrow,larspa,104755291,FALSE,šarenoglavi strnadar
Calamospiza melanocorys,Lark Bunting,larbun,516637,FALSE,crni strnadar
Rhynchospiza stolzmanni,Tumbes Sparrow,tumspa1,13346,FALSE,tumbeski strnadar
Rhynchospiza strigiceps,Stripe-capped Sparrow,stcspa3,644461114,FALSE,sivouhi strnadar
Peucaea sumichrasti,Cinnamon-tailed Sparrow,citspa1,157693241,FALSE,cimetastorepi strnadar
Peucaea carpalis,Rufous-winged Sparrow,ruwspa,109071,FALSE,sivotrbi strnadar
Peucaea ruficauda,Stripe-headed Sparrow,sthspa1,316215191,FALSE,prugastoglavi strnadar
Peucaea humeralis,Black-chested Sparrow,blcspa1,252641181,FALSE,riđoleđi strnadar
Peucaea mystacalis,Bridled Sparrow,brispa1,340193451,FALSE,cimetastoboki strnadar
Peucaea botterii,Botteri's Sparrow,botspa,382009931,FALSE,prugastoleđi strnadar
Peucaea cassinii,Cassin's Sparrow,casspa,50231,TRUE,pjegavi strnadar
Peucaea aestivalis,Bachman's Sparrow,bacspa,306044,FALSE,riđokrili strnadar
Arremonops rufivirgatus,Olive Sparrow,olispa,175004061,FALSE,maslinasti strnadar
Arremonops chloronotus,Green-backed Sparrow,grbspa1,160224941,FALSE,jukatanski strnadar
Arremonops tocuyensis,Tocuyo Sparrow,tocspa1,365936311,FALSE,maslinastoleđi strnadar
Arremonops conirostris,Black-striped Sparrow,blsspa1,15149,FALSE,zelenoleđi strnadar
Ammodramus savannarum,Grasshopper Sparrow,graspa,619741709,TRUE,smeđolici strnadar
Ammodramus humeralis,Grassland Sparrow,graspa1,312633301,TRUE,livadni strnadar
Ammodramus aurifrons,Yellow-browed Sparrow,yebspa1,67527,FALSE,žutolici strnadar
Oreothraupis arremonops,Tanager Finch,tanfin1,474671331,FALSE,kestenjasti strnadar
Chlorospingus flavopectus,Common Bush-tanager,cobtan1,216416,FALSE,tamnoglavi strnadar
Chlorospingus tacarcunae,Tacarcuna Bush-tanager,tabtan1,137722181,FALSE,takarkunski strnadar
Chlorospingus inornatus,Pirre Bush-tanager,pibtan1,616447132,FALSE,olovastoglavi strnadar
Chlorospingus semifuscus,Dusky Bush-tanager,dubtan1,84279,FALSE,mrki strnadar
Chlorospingus pileatus,Sooty-capped Bush-tanager,scbtan1,76564,FALSE,sivogrli strnadar
Chlorospingus parvirostris,Short-billed Bush-tanager,shbbut1,607973391,FALSE,olovastotrbi strnadar
Chlorospingus hypophaeus,Orange-throated Bush-tanager,,,FALSE,narančastogrli strnadar
Chlorospingus flavigularis,Yellow-throated Bush-tanager,ytbtan1,623534925,FALSE,sivoprsi strnadar
Chlorospingus canigularis,Ashy-throated Bush-tanager,atbtan1,13210,FALSE,srebrnastogrli strnadar
Arremon crassirostris,Sooty-faced Finch,soffin1,524295671,FALSE,brkati strnadar
Arremon castaneiceps,Olive Finch,olifin1,75701331,FALSE,zeleni strnadar
Arremon brunneinucha,Chestnut-capped Brush-finch,ccbfin,308529321,FALSE,kestenjastokruni strnadar
Arremon virenticeps,Green-striped Brush-finch,gsbfin1,553226901,FALSE,olovastoboki strnadar
Arremon costaricensis,Costa Rican Brush-finch,sthbrf3,601599061,FALSE,kostarički strnadar
Arremon assimilis,Grey-browed Brush-finch,sthbrf8,203960031,FALSE,andski strnadar
Arremon basilicus,Sierra Nevasa Brush-finch,sthbrf4,167157,FALSE,santamartski strnadar
Arremon perijanus,Perija Brush-finch,sthbrf5,204716,FALSE,perihanski strnadar
Arremon torquatus,White-browed Brush-finch,sthbrf2,183282,FALSE,obrvasti strnadar
Arremon atricapillus,Black-headed Brush-finch,sthbrf1,501454641,FALSE,crnolici strnadar
Arremon phaeopleurus,Caracas Brush-finch,sthbrf6,67490,FALSE,venecuelski strnadar
Arremon phygas,Paria Brush-finch,sthbrf7,382591411,FALSE,zelenoboki strnadar
Arremon flavirostris,Saffron-billed Sparrow,sabspa1,626374115,FALSE,narančastokljuni strnadar
Arremon axillaris,Yellow-mandibled Sparrow,pecspa2,361166871,FALSE,žutorameni strnadar
Arremon taciturnus,Pectoral Sparrow,pecspa3,88826,FALSE,amazonski strnadar
Arremon semitorquatus,Half-collared Sparrow,hacspa1,291869551,FALSE,zelenokrili strnadar
Arremon franciscanus,Sao Francisco Sparrow,safspa1,257332601,FALSE,žutokljuni strnadar
Arremon abeillei,Black-capped Sparrow,bkcspa1,203929871,FALSE,ogrličasti strnadar
Arremon nigriceps,Maranon Sparrow,bkcspa2,622554705,FALSE,maranonski strnadar
Arremon aurantiirostris,Orange-billed Sparrow,orbspa1,608769011,FALSE,maslinastokrili strnadar
Arremon schegeli,Golden-winged Sparrow,gowspa1,597113441,FALSE,crnoglavi strnadar
Pipilo ocai,Collared Towhee,coltow1,349779061,FALSE,dugorepi strnadar
Pipilo chlorurus,Green-tailed Towhee,gnttow,346510421,FALSE,zelenorepi strnadar
Pipilo maculatus,Spotted Towhee,spotow,118621,TRUE,riđoboki strnadar
Pipilo socorroensis,Socorro Towhee,,,FALSE,sokorski strnadar
Pipilo erythrophthalmus,Eastern Towhee,eastow,85221,FALSE,kestenjastoboki strnadar
†Pipilo naufragus,Bermuda Towhee,bertow1,,FALSE,bermudski strnadar
Pselliophorus tibialis,Yellow-thighed Finch,,,FALSE,čađasti strnadar
Pselliophorus luteoventris,Yellow-green Finch,,,FALSE,panamski strnadar
Atlapetes pileatus,Rufous-capped Brush-finch,rcbfin1,612706738,FALSE,cimetastokapi strnadar
Atlapetes meridae,Merida Brush-finch,,,FALSE,meridski strnadar
Atlapetes albofrenatus,Moustached Brush-finch,mobfin1,63598,FALSE,limunastotrbi strnadar
Atlapetes semirufus,Ochre-breasted Brush-finch,obbfin1,325191211,FALSE,cimetastoprsi strnadar
Atlapetes personatus,Tepui Brush-finch,tebfin1,182430,FALSE,tepujski strnadar
Atlapetes albinucha,White-naped Brush-finch,wnbfin1,204027541,FALSE,bjelokapi strnadar
Atlapetes melanocephalus,Santa Marta Brush-finch,smbfin1,204008961,FALSE,strnadar cvrčić
Atlapetes pallidinucha,Pale-naped Brush-finch,pnbfin1,591553621,FALSE,žutoprsi strnadar
Atlapetes flaviceps,Yellow-headed Brush-finch,yehbrf1,405072011,FALSE,tolimski strnadar
Atlapetes fuscoolivaceus,Dusky-headed Brush-finch,dhbfin1,336920511,FALSE,žutogrli strnadar
Atlapetes crassus,Choco Brush-finch,tribrf1,284809801,FALSE,čokoski strnadar
Atlapetes tricolor,Tricolored Brush-finch,tribrf2,11096,FALSE,maslinastoboki strnadar
Atlapetes leucopis,White-rimmed Brush-finch,wrbfin1,217593041,FALSE,maslinastotrbi strnadar
Atlapetes nigrifrons,Black-fronted Brush-finch,yebbru1,516030,FALSE,crnočeli strnadar
Atlapetes latinuchus,Yellow-breasted Brush-finch,yebbru2,358061471,FALSE,crnokrili strnadar
Atlapetes blancae,Antioquia Brush-finch,antbrf1,196139211,TRUE,antiokvijski strnadar
Atlapetes rufigenis,Rufous-eared Brush-finch,rebfin1,204011561,FALSE,riđoglavi strnadar
Atlapetes forbesi,Apurimac Brush-finch,apubrf1,75711981,FALSE,apurimački strnadar
Atlapetes melanopsis,Black-spectacled Brush-finch,bksbrf1,622947441,FALSE,huninski strnadar
Atlapetes schistaceus,Slaty Brush-finch,slabru1,67552,FALSE,olovasti strnadar
Atlapetes taczanowskii,Taczanowski's Brush-finch,slabru2,75703481,FALSE,olovastoleđi strnadar
Atlapetes leucopterus,White-winged Brush-finch,wwbfin1,73338,FALSE,ekvadorski strnadar
Atlapetes paynteri,Cream-crowned Brush-finch,,,FALSE,srebrnastotrbi strnadar
Atlapetes albiceps,White-headed Brush-finch,whbfin1,43226,FALSE,bjelolici strnadar
Atlapetes pallidiceps,Pale-headed Brush-finch,phbfin1,617943431,FALSE,bjeloglavi strnadar
Atlapetes seebohmi,Bay-crowned Brush-finch,bcbfin1,75712621,FALSE,sivi strnadar
Atlapetes nationi,Rusty-bellied Brush-finch,rbbfin1,75712731,FALSE,riđotrbi strnadar
Atlapetes canigenis,Cuzco Brush-finch,cuzbrf1,186944,FALSE,kuskoanski strnadar
Atlapetes terborghi,Vilcabamba Brush-finch,vilbrf1,,FALSE,crnouhi strnadar
Atlapetes melanolaemus,Black-faced Brush-finch,bkfbrf1,203962641,FALSE,ljuskastoprsi strnadar
Atlapetes rufinucha,Bolivian Brush-finch,rnbfin1,240645,FALSE,bolivijski strnadar
Atlapetes fulviceps,Fulvous-headed Brush-finch,fhbfin1,211619,FALSE,cimetastoglavi strnadar
Atlapetes citrinellus,Yellow-striped Brush-finch,ysbfin1,213046,FALSE,tukumanski strnadar
Pezopetes capitalis,Large-footed Finch,laffin1,46236771,FALSE,zlatni strnadar
Torreornis inexpectata,Zapata Sparrow,zapspa1,183583,FALSE,kubanski strnadar
Melozone kieneri,Rusty-crowned Ground-sparrow,rcgspa1,107489061,FALSE,kestenjastovrati strnadar
Melozone fusca,Canyon Towhee,cantow,56856,FALSE,strnadar kamenjar
Melozone albicollis,White-throated Towhee,whttow1,612341065,FALSE,cimetastobradi strnadar
Melozone crissalis,California Towhee,caltow,118849,FALSE,pepeljasti strnadar
Melozone alberti,Albert's Towhee,,,FALSE,crnobradi strnadar
Melozone biarcuata,Prevost's Ground-sparrow,pregrs1,167783,FALSE,riđouhi strnadar
Melozone cabanisi,Costa Rican Ground-sparrow,pregrs2,57172461,FALSE,kestenjastouhi strnadar
