Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,lt
Calyptophilus tertius,Western Chat-tanager,wectan1,35348,FALSE,
Calyptophilus frugivorus,Eastern Chat-tanager,eactan1,546927601,FALSE,
MITROSPINGIDAE,Mitrospingid Tanagers,,,FALSE,
Lambrospiza melanoleuca,Red-billed Pied Tanager,rbptan1,322199001,FALSE,
Mitrospingus cassinii,Dusky-faced Tanager,duftan1,368403971,FALSE,Tamsioji nendrinė tanagra
Mitrospingus oleagineus,Olive-backed Tanager,olbtan1,386198381,FALSE,žalsvanugarė nendrinė tanagra
Orthogonys chloricterus,Olive-green Tanager,olgtan1,227095051,FALSE,Ortogonis
CARDINALIDAE,Cardinals,,,FALSE,
Pheucticus chrysopeplus,Yellow Grosbeak,yelgro,109199,FALSE,
Pheucticus tibialis,Black-thighed Grosbeak,bltgro1,114963841,FALSE,Juodašlaunis didžiasnapis kardinolas
Pheucticus chrysogaster,Golden Grosbeak,gobgro1,63351,FALSE,auksapilvis didžiasnapis kardinolas
Pheucticus aureoventris,Black-backed Grosbeak,blbgro2,171581,FALSE,Juodnugaris didžiasnapis kardinolas
Pheucticus ludovicianus,Rose-breasted Grosbeak,robgro,94327,TRUE,Raudonkrūtis didžiasnapis kardinolas
Pheucticus melanocephalus,Black-headed Grosbeak,bkhgro,617204153,FALSE,Juodagalvis didžiasnapis kardinolas
Granatellus venustus,Red-breasted Chat,rebcha1,621182551,FALSE,Raudonkrūtis granatelas
Granatellus francescae,Tres Marias Chat,,,FALSE,
Granatellus sallaei,Grey-throated Chat,grtcha1,203692791,FALSE,Pilkagurklis granatelas
Granatellus pelzelni,Rose-breasted Chat,robcha2,386045651,FALSE,
Granatellus paraensis,Rose-bellied Chat,robcha3,194395401,FALSE,
Spiza americana,Dickcissel,dickci,76767,TRUE,Amerikinė starta
Passerina cyanea,Indigo Bunting,indbun,638610398,TRUE,Mėlynoji startenė
Passerina caerulea,Blue Grosbeak,blugrb1,94465,TRUE,Guiraka
Passerina amoena,Lazuli Bunting,lazbun,247670341,TRUE,Mėlyngalvė startenė
Passerina rositae,Rose-bellied Bunting,robbun1,643960574,FALSE,Rausvapilvė startenė
Passerina leclancherii,Orange-breasted Bunting,orbbun1,157624361,TRUE,Oranžinė startenė
Passerina versicolor,Varied Bunting,varbun,247329621,FALSE,Spalvingoji startenė
Passerina ciris,Painted Bunting,paibun,334945671,TRUE,Puošnioji startenė
Cyanocompsa parellina,Blue Bunting,blubun,159335441,FALSE,mėlynasis startinis kardinolas
Amaurospiza relicta,Slate-blue Seedeater,,,FALSE,
Amaurospiza moesta,Blue Seedeater,blbsee3,463090681,FALSE,
A. m. carrizalensis,Carrizal Seedeater,carsee1,237076531,FALSE,
Cyanoloxia cyanoides,Blue-back Grosbeak,bubgro1,157722631,FALSE,
Cyanoloxia rothschildii,Amazonian Grosbeak,bubgro2,378455111,FALSE,
Cyanoloxia brissonii,Ultramarine Grosbeak,ultgro1,173493471,TRUE,grakštusis startinis kardinolas
Cyanoloxia glaucocaerulea,Glaucous-blue Grosbeak,glbgro1,203960181,FALSE,didžiasnapis startinis kardinolas
Habia fuscicauda,Red-throated Ant-tanager,rtatan1,166341601,FALSE,Džiunglinė skruzdinė tanagra
Habia gutturalis,Sooty Ant-tanager,soatan1,644609903,FALSE,Tamsioji skruzdinė tanagra
Habia atrimaxillaris,Black-cheeked Ant-tanager,bcatan1,215109,FALSE,Juodasnapė skruzdinė tanagra
Habia cristata,Crested Ant-tanager,cratan1,204008981,FALSE,Kuoduotoji skruzdinė tanagra
Habia rubica,Red-crowned Ant-tanager,rcatan1,172606231,FALSE,Raudonvainikė skruzdinė tanagra
Habia carmioli,Carmiol's Tanager,olitan1,325333711,FALSE,
Habia frenata,Yellow-lored Tanager,cartan2,138819,FALSE,
Habia olivacea,Lemon-spectacled Tanager,lestan,546618521,FALSE,Geltonbruvė plačiasnapė tanagra
Habia stolzmanni,Ochre-breasted Tanager,ocbtan1,288962571,FALSE,Geltonkrūtė plačiasnapė tanagra
Piranga roseogularis,Rose-throated Tanager,rottan1,179756661,FALSE,Rausvagurklė piranga
Piranga erythrocephala,Red-headed Tanager,rehtan1,109187,FALSE,Raudongalvė piranga
Piranga rubriceps,Red-hooded Tanager,rehtan2,204023461,FALSE,Apykaklėtoji piranga
Piranga leucoptera,White-winged Tanager,whwtan1,389387341,FALSE,Baltasparnė piranga
Piranga olivacea,Scarlet Tanager,scatan,94418,TRUE,Žalsvoji piranga
Piranga rubra,Summer Tanager,sumtan,141113,FALSE,Raudonoji piranga
Piranga bidentata,Flame-colored Tanager,flctan,165083,FALSE,Ugninė piranga
Piranga ludoviciana,Western Tanager,westan,112606,TRUE,Vakarinė piranga
Piranga hepatica,Hepatic Tanager,heptan,87917,FALSE,
P. h. lutea,Highland Hepatic-tanager,,,FALSE,
Piranga flava,Red Tanager,heptan,87917,FALSE,
Cardinalis cardinalis,Northern Cardinal,norcar,107279,TRUE,Paprastasis kardinolas
Cardinalis phoeniceus,Vermilion Cardinal,vercar1,365936361,FALSE,Purpurinis kardinolas
Cardinalis sinuatus,Pyrrhuloxia,pyrrhu,40568,TRUE,Papūginis kardinolas
Caryothraustes poliogaster,Black-faced Grosbeak,blfgro1,468399431,FALSE,Baltapilvis didžiasnapis kardinolas
Caryothraustes canadensis,Yellow-green Grosbeak,yeggro1,203957221,FALSE,
Caryothraustes celaeno,Crimson-collared Grosbeak,crcgro,49377881,FALSE,Apykaklėtasis kardinolas
Caryothraustes erythromelas,Red-and-black Grosbeak,rabgro1,63317,FALSE,Dvispalvis kardinolas
Saltator albicollis,Lesser Antillean Saltator,leasal1,93364,FALSE,
Saltator maximus,Buff-throated Saltator,butsal1,184574,FALSE,Didysis saltatorius
Saltator atripennis,Black-winged Saltator,blwsal1,203699161,FALSE,Juodasparnis saltatorius
Saltator atriceps,Black-headed Saltator,blhsal1,157526271,FALSE,Juodagalvis saltatorius
Saltator nigriceps,Black-cowled Saltator,blcsal1,204023471,FALSE,
Saltator fuliginosus,Black-throated Grosbeak,bltgro2,630279493,FALSE,juodagurklis didžiasnapis
Saltator grossus,Slate-colored Grosbeak,slcgro1,25660,FALSE,
Saltator cinctus,Masked Saltator,massal1,203952991,FALSE,Kaukėtasis saltatorius
Saltator maxillosus,Thick-billed Saltator,thbsal1,465610511,FALSE,Storasnapis saltatorius
Saltator aurantiirostris,Golden-billed Saltator,gobsal1,52549,FALSE,
Coereba flaveola,Bananaquit,banana,67156,TRUE,Bananinis parulidas
Tiaris olivaceus,Yellow-faced Grassquit,yefgra1,212781241,FALSE,Geltongalvis tiaris
Euneornis campestris,Orangequit,orange1,203962571,FALSE,Jamaikinė tanagra
Pyrrhulagra portoricensis,Puerto Rican Bullfinch,purbul1,634965675,FALSE,
Pyrrhulagra violacea,Greater Antillean Bullfinch,grabul1,566644341,FALSE,Didžioji sniegeninė starta
Pyrrhulagra nigra,Cuban Bullfinch,cubbul2,183566,FALSE,juodoji kubinė starta
Pyrrhulagra taylori,Grand Cayman Bullfinch,cubbul3,575734821,FALSE,
Loxipasser anoxanthus,Yellow-shouldered Grassquit,yesgra1,199969,FALSE,Geltonpetė starta
Phonipara canora,Cuban Grassquit,cubgra,34669,FALSE,Kubinis tiaris
Loxigilla barbadensis,Barbados Bullfinch,barbul1,203907581,FALSE,
Loxigilla noctis,Lesser Antillean Bullfinch,leabul1,649035303,FALSE,
Melanospiza richardsoni,St Lucia Black Finch,slbfin1,391125561,FALSE,Karibinė starta
Melanospiza bicolor,Black-faced Grassquit,bkfgra,174137511,FALSE,Juodagalvis tiaris
Asemospiza fuliginosa,Sooty Grassquit,soogra2,15539,FALSE,Juodasis tiaris
Asemospiza obscura,Dull-colored Grassquit,ducgra2,517810151,FALSE,Rudasis tiaris
Certhidea fusca,Grey Warbler-finch,grywaf1,85992,FALSE,
Certhidea olivacea,Green Warbler-finch,warfin1,203698311,FALSE,
Platyspiza crassirostris,Vegetarian Finch,vegfin2,82511,FALSE,Darvino miškinis kikilis
Pinaroloxias inornata,Cocos Finch,cocfin1,86788,FALSE,Kokosinė starta
Geospiza difficilis,Sharp-beaked Ground-finch,shbgrf3,,FALSE,
Geospiza psittacula,Large Tree-finch,latfin1,86793,FALSE,Didysis miškinis kikilis
Geospiza pauper,Medium Tree-finch,metfin1,203934271,FALSE,Vidutinis miškinis kikilis
Geospiza parvula,Small Tree-finch,smtfin1,85464,FALSE,Mažoji dirvinė starta
Geospiza heliobates,Mangrove Finch,manfin1,497081031,FALSE,Mangrovinis miškinis kikilis
Geospiza pallida,Woodpecker Finch,woofin1,82513,FALSE,Geninis miškinis kikilis
Geospiza septentrionalis,Vampire Ground-finch,shbgrf1,86756,TRUE,
Geospiza fuliginosa,Small Ground-finch,smgfin1,86711,FALSE,Mažoji dirvinė starta
Geospiza fortis,Medium Ground-finch,megfin1,82575,FALSE,Vidutinė dirvinė starta
Geospiza acutirostris,Genovesa Ground-finch,shbgrf2,85986,FALSE,
Geospiza magnirostris,Large Ground-finch,lagfin1,85972,FALSE,
Geospiza conirostris,Espanola Cactus-finch,larcaf2,84599,FALSE,
Geospiza scandens,Common Cactus-finch,cocfin3,172344681,FALSE,Mažoji kaktusinė dirvinė starta
Geospiza propinqua,Genovesa Cactus-finch,gencaf1,85998,FALSE,
Volatinia jacarina,Blue-black Grassquit,blbgra1,195502,TRUE,Jakarina
Conothraupis speculigera,Black-and-white Tanager,bawtan1,621330720,FALSE,Margoji niūrioji tanagra
Conothraupis mesoleuca,Cone-billed Tanager,cobtan2,613177393,FALSE,Storasnapė niūrioji tanagra
Creurgops dentatus,Slaty Tanager,slatan2,31741331,FALSE,tamsioji Skleterio tanagra
Creurgops verticalis,Rufous-crested Tanager,ructan4,270241571,FALSE,kuoduotoji Skleterio tanagra
Eucometis penicillata,Grey-headed Tanager,grhtan1,612131252,FALSE,Pilkagalvė tanagra
Trichothraupis melanops,Black-goggled Tanager,blgtan1,174389451,FALSE,Puošniakuodė tanagra
Islerothraupis cristata,Flame-crested Tanager,flctan1,77459291,FALSE,
Islerothraupis luctuosa,White-shouldered Tanager,whstan1,215115,FALSE,Baltapetė puošnioji tanagra
Islerothraupis rufiventer,Yellow-crested Tanager,yectan1,190415,FALSE,Geltonkuodė puošnioji tanagra
Coryphospingus pileatus,Pileated Finch,pilfin1,113285,FALSE,pilkasis kuoduotasis kikilis
Coryphospingus cucullatus,Red-crested Finch,recfin1,203960171,FALSE,raudonasis kuoduotasis kikilis
Maschalethraupis surinama,Fulvous-crested Tanager,fuctan1,372074411,FALSE,Auksakuodė puošnioji tanagra
Rhodospingus cruentus,Crimson-breasted Finch,crbfin1,203958321,FALSE,Raudonvainikė starta
Chrysocorypha delatrii,Tawny-crested Tanager,tactan1,203698221,FALSE,Rusvakuodė puošnioji tanagra
Lanio versicolor,White-winged Shrike-tanager,wwstan1,204022051,FALSE,Baltasparnė medšarkinė tanagra
Lanio fulvus,Fulvous Shrike-tanager,fustan1,203953901,FALSE,Geltonoji medšarkinė tanagra
Lanio aurantius,Black-throated Shrike-tanager,btstan1,182676831,FALSE,Juodagurklė medšarkinė tanagra
Lanio leucothorax,White-throated Shrike-tanager,wtstan1,204015261,FALSE,Baltagurklė medšarkinė tanagra
Tachyphonus phoenicius,Red-shouldereded Tanager,restan1,306645621,FALSE,Raudonpetė puošnioji tanagra
Tachyphonus rufus,White-lined Tanager,whltan1,292782011,FALSE,Juodoji puošnioji tanagra
Tachyphonus coronatus,Ruby-crowned Tanager,ructan1,108023851,FALSE,Raudonvainikė puošnioji tanagra
Ramphocelus sanguinolentus,Crimson-collared Tanager,crctan1,571901551,FALSE,Ugninė raštuotoji tanagra
Ramphocelus nigrogularis,Masked Crimson Tanager,mactan1,34182,FALSE,Kaukėtoji raštuotoji tanagra
Ramphocelus dimidiatus,Crimson-backed Tanager,crbtan1,100268981,FALSE,Rausvanugarė raštuotoji tanagra
Ramphocelus melanogaster,Huallaga Tanager,bkbtan1,28785,FALSE,Juodapilvė raštuotoji tanagra
Ramphocelus carbo,Silver-beaked Tanager,sibtan2,385192711,FALSE,Sidabrinė raštuotoji tanagra
Ramphocelus bresilius,Brazilian Tanager,bratan1,303373691,FALSE,Brazilinė raštuotoji tanagra
Ramphocelus passerinii,Scarlet-rumped Tanager,y00599,134906571,FALSE,
Ramphocelus costaricensis,Cherrie's Tanager,,,FALSE,
Ramphocelus flammigerus,Flame-rumped Tanager,flrtan1,100704481,FALSE,
Ramphocelus icteronotus,Lemon-rumped Tanager,,,FALSE,geltonoji raštuotoji tanagra
Sporophila bouvronides,Lesson's Seedeater,lessee2,383318691,FALSE,
Sporophila lineola,Lined Seedeater,linsee1,71919,FALSE,
THRAUPIDAE,Tanagers,,,FALSE,
Catamblyrhynchus diadema,Plushcap,plushc1,68118471,FALSE,Pliušiagalvis giesmininkas
Charitospiza eucosma,Coalcrest,cocfin2,77201481,FALSE,Juodakuodis kikilis
Orchesticus abeillei,Brown Tanager,brotan1,310805651,FALSE,Rudoji tanagra
Parkerthraustes humeralis,Yellow-shouldered Grosbeak,yesgro2,76685421,FALSE,geltonpetis didžiasnapis kardinolas
Nemosia pileata,Hooded Tanager,hootan1,225692,FALSE,Kuoduotoji nemozija
Nemosia rourei,Cherry-throated Tanager,chttan1,471522671,FALSE,Raudongurklė nemozija
Cyanicterus cyanicterus,Blue-backed Tanager,blbtan2,389028531,FALSE,mėlynnugarė tanagra
Sericossypha albocristata,White-capped Tanager,whctan1,58395,FALSE,Baltagalvė tanagra
Compsothraupis loricata,Scarlet-throated Tanager,scttan1,251748541,FALSE,Raudongurklė tanagra
Coryphaspiza melanotis,Black-masked Finch,blmfin1,423352051,FALSE,juodagalvis kikilis
Embernagra platensis,Great Pampa-finch,grpfin1,132387,FALSE,Didžioji lyguminė starta
Embernagra longicauda,Pale-throated Pampa-finch,ptpfin1,225204,FALSE,Ilgauodegė lyguminė starta
Emberizoides ypiranganus,Lesser Grass-finch,lesgrf1,67594,FALSE,Mažoji pievinė starta
Emberizoides herbicola,Wedge-tailed Grass-finch,wtgfin1,15214,FALSE,
Emberizoides duidae,Duida Grass-finch,dugfin1,,FALSE,
Incaspiza pulchra,Great Inca-finch,grifin1,77205581,FALSE,
Incaspiza personata,Rufous-backed Inca-finch,rbifin1,375807821,FALSE,Rausvanugarė inka
Incaspiza ortizi,Grey-winged Inca-finch,gywinf1,237659,FALSE,Pilkasparnė inka
Incaspiza laeta,Buff-bridled Inca-finch,bbifin1,204009521,FALSE,Auksasnapė inka
Incaspiza watkinsi,Little Inca-finch,liifin1,204009421,FALSE,Mažoji inka
Rhopospina fruticeti,Mourning Sierra-finch,mosfin1,11054,FALSE,Niūrioji kalninė starta
Porphyrospiza caerulescens,Blue Finch,blufin1,507044291,FALSE,Geltonsnapis startinis kardinolas
Corydospiza alaudina,Banded-tailed Sierra-finch,,,FALSE,dėmėtuodegė kalninė starta
Corydospiza carbonaria,Carbonated Sierra-finch,,,FALSE,Juodakrūtė kalninė starta
Chlorophanes spiza,Green Honeycreeper,grehon1,224067071,FALSE,Brazilinė tanagra
Iridophanes pulcherrimus,Golden-collared Honeycreeper,gochon2,507743521,FALSE,Geltonoji apykaklėtoji tanagra
Chrysothlypis salmoni,Scarlet-and-white Tanager,sawtan1,203699051,FALSE,Raudonoji margoji tanagra
Chrysothlypis chrysomelas,Black-and-yellow Tanager,baytan2,202826781,FALSE,Citrininė margoji tanagra
Heterospingus rubrifrons,Sulphur-rumped Tanager,surtan1,614745567,FALSE,Geltonuodegis heterospingas
Heterospingus xanthopygius,Scarlet-browed Tanager,scbtan2,203922491,FALSE,
Hemithraupis flavicollis,Yellow-backed Tanager,yebtan1,203979421,FALSE,Geltonuodegė devynbalsinė tanagra
Hemithraupis guira,Guira Tanager,guitan1,371686921,FALSE,Guirinė devynbalsinė tanagra
Hemithraupis ruficapilla,Rufous-headed Tanager,ruhtan1,203915111,FALSE,Rausvagalvė devynbalsinė tanagra
Tersina viridis,Swallow Tanager,swatan1,411675661,FALSE,Kregždinė tanagra
Cyanerpes caeruleus,Purple Honeycreeper,purhon1,66269361,FALSE,purpurinė tanagra medsiurbė
Cyanerpes cyaneus,Red-legged Honeycreeper,relhon1,161201891,FALSE,raudonkojė tanagra medsiurbė
Cyanerpes nitidus,Short-billed Honeycreeper,shbhon2,414515961,FALSE,trumpasnapė tanagra medsiurbė
Cyanerpes lucidus,Shining Honeycreeper,shihon1,16255,FALSE,blizgioji tanagra medsiurbė
Dacnis berlepschi,Scarlet-breasted Dacnis,scbdac1,77543411,FALSE,Raudonkrūtis daknis
Dacnis venusta,Scarlet-thighed Dacnis,sctdac1,620372433,FALSE,Raudonšlaunis daknis
Dacnis cayana,Blue Dacnis,bludac1,72220041,FALSE,Mėlynasis daknis
Dacnis flaviventer,Yellow-bellied Dacnis,yebdac1,615352027,FALSE,Geltonpilvis daknis
Dacnis hartlaubi,Turqoise Dacnis,turdac1,610443960,FALSE,Netikrasis daknis
Dacnis egregia,Yellow-tufted Dacnis,bkfdac1,66358261,FALSE,
Dacnis lineata,Black-faced Dacnis,bkfdac2,286354981,FALSE,
Dacnis viguieri,Viridian Dacnis,virdac1,,FALSE,Panaminis daknis
Dacnis nigripes,Black-legged Dacnis,blldac1,651302339,FALSE,Juodakojis daknis
Dacnis albiventris,White-bellied Dacnis,whbdac1,615351719,FALSE,Baltapilvis daknis
Saltator multicolor,Many-colored Chaco Finch,mccfin1,203961951,FALSE,Čakas
Saltator atricollis,Black-throated Saltator,bltsal1,327519511,FALSE,Juodagurklis saltatorius
Saltator orenocensis,Orinocan Saltator,orisal1,62892,FALSE,Orinokinis saltatorius
Saltator similis,Green-winged Saltator,grwsal1,20265,FALSE,Žaliasparnis saltatorius
Saltator grandis,Northern Grey Saltator,grasal2,184773,FALSE,
Saltator olivascens,Caribbean Grey Saltator,grasal4,77971,FALSE,
Saltator coerulescens,Amazonian Grey Saltator,grasal3,212907,FALSE,
Saltator striatipectus,Streaked Saltator,strsal1,63306,FALSE,
Sporophila torqueola,Cinnamon-rumped Seedeater,whcsee2,249734301,FALSE,
Sporophila morelleti,White-collared Seedeater,whcsee1,113267301,FALSE,
Sporophila corvina,Black Seedeater,varsee3,422673721,TRUE,Apykaklėtoji kikilinė starta
Sporophila ophthalmica,Black-breasted Seedeater,,,FALSE,
Sporophila intermedia,Grey Seedeater,grysee1,201113,FALSE,Vienspalvė kikilinė starta
Sporophila americana,Wing-barred Seedeater,wibsee1,186390411,FALSE,
Sporophila murallae,Caqueta Seedeater,,,FALSE,
Sporophila fringilloides,White-naped Seedeater,whnsee1,31748241,FALSE,Baltakaklė kikilinė starta
Sporophila luctuosa,Black-and-white Seedeater,bawsee1,192597981,FALSE,Margoji kikilinė starta
Sporophila caerulescens,Double-collared Seedeater,docsee1,216407,FALSE,Raštuotoji kikilinė starta
Sporophila nigricollis,Yellow-bellied Seedeater,yebsee1,15508,FALSE,
Sporophila ardesiaca,Dubois's Seedeater,dubsee1,113392,FALSE,Pampinė kikilinė starta
Sporophila funerea,Thick-billed Seed-finch,tbsfin1,72654,FALSE,
Sporophila angolensis,Chestnut-bellied Seed-finch,cbsfin,415359681,FALSE,
Sporophila nuttingi,Nicaraguan Seed-finch,nisfin1,83280161,FALSE,Juodoji ryžinė starta
Sporophila maximiliani,Great-billed Seed-finch,gbsfin1,416487531,FALSE,
Sporophila crassirostris,Large-billed Seed-finch,lbsfin1,63528,FALSE,
Sporophila atrirostris,Black-billed Seed-finch,bbsfin1,245819,FALSE,Juodasnapė ryžinė starta
Sporophila schistacea,Slate-colored Seedeater,slcsee1,238576691,FALSE,Pilkoji kikilinė starta
Sporophila falcirostris,Temminck's Seedeater,temsee1,76686841,FALSE,Teminko kikilinė starta
Sporophila frontails,Buffy-fronted Seedeater,bufsee1,34003,FALSE,
Sporophila plumbea,Plumbeous Seedeater,plusee1,426541961,FALSE,Švininė kikilinė starta
Sporophila beltoni,Tropeiro Seedeater,trosee1,20254,FALSE,
Sporophila collaris,Rusty-collared Seedeater,rucsee1,132833,FALSE,Rudakaklė kikilinė starta
Sporophila albogularis,White-throated Seedeater,whtsee1,124411381,FALSE,Baltagurklė kikilinė starta
Sporophila leucoptera,White-bellied Seedeater,whbsee1,89186,FALSE,Baltapilvė kikilinė starta
Sporophila peruviana,Parrot-billed Seedeater,pabsee1,204011451,FALSE,Papūgasnapė kikilinė starta
Sporophila telasco,Chestnut-throated Seedeater,chtsee1,81150,FALSE,Rudagurklė kikilinė starta
Sporophila simplex,Drab Seedeater,drasee1,235648,FALSE,Storasnapė kikilinė starta
Sporophila castaneiventris,Chestnut-bellied Seedeater,chbsee1,537504691,FALSE,Rudapilvė kikilinė starta
Sporophila minuta,Ruddy-breasted Seedeater,rubsee1,15484,FALSE,Mažoji kikilinė starta
Sporophila bouvreuil,Copper Seedeater,capsee1,293319951,FALSE,
Sporophila nigrorufa,Black-and-tawny Seedeater,batsee2,203985401,FALSE,Tamsioji kikilinė starta
Sporophila hypoxantha,Tawny-bellied Seedeater,tabsee1,650077916,FALSE,
Sporophila ruficollis,Dark-throated Seedeater,datsee1,700383,FALSE,Tamsiagurklė kikilinė starta
Sporophila iberaensis,Ibera Seedeater,ibesee1,124493621,FALSE,
Sporophila pileata,Pearly-bellied Seedeater,pebsee1,113421,FALSE,
Sporophila hypochroma,Rufous-rumped Seedeater,rursee1,612500653,FALSE,Rausvauodegė kikilinė starta
Sporophila cinnamomea,Chestnut Seedeater,chesee1,132876,FALSE,Cinamoninė kikilinė starta
Sporophila palustris,Marsh Seedeater,marsee1,132871,TRUE,Pelkinė kikilinė starta
Sporophila melanogaster,Black-bellied Seedeater,blbsee2,204009801,FALSE,Juodapilvė kikilinė starta
Piezorina cinerea,Cinereous Finch,cinfin1,238287,FALSE,Piezorina
Xenospingus concolor,Slender-billed Finch,slbfin3,439745441,FALSE,Liaunasnapė starta
Cnemoscopus rubrirostris,Grey-hooded Tanager,gyhbut2,203930031,FALSE,
Cnemoscopus chrysogaster,Golden-bellied Tanager,gyhbut3,77202801,FALSE,
Pseudospingus verticalis,Black-headed Hemispingus,blhhem1,21788,FALSE,Juodagalvis hemispingas
Pseudospingus xanthophthalmus,Drab Hemispingus,drahem1,17364,FALSE,Pilkasis hemispingas
Poospiza boliviana,Bolivian Warbling-finch,bowfin1,65323,FALSE,Bolivinė zylinė starta
Poospiza ornata,Cinnamon Warbling-finch,ciwfin2,84832371,FALSE,Puošnioji zylinė starta
Poospiza whitii,Black-and-chestnut Warbling-finch,barwaf2,85259301,FALSE,
Poospiza nigrorufa,Black-and-rufous Warbling-finch,barwaf1,217778,FALSE,
Poospiza hispaniolensis,Collared Warbling-finch,cowfin1,81131,FALSE,Apykaklėtoji zylinė starta
Poospiza rubecula,Rufous-breasted Warbling-finch,rbwfin1,161763,FALSE,Rausvakrūtė zylinė starta
Poospiza baeri,Tucuman Mountain-finch,tumfin1,212255,FALSE,Tukumaninė zylinė starta
