Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,pl
Garrulax caerulatus,Grey-sided Laughingthrush,,,FALSE,
Garrulax berthemyi,Buffy Laughingthrush,buflau1,204020611,FALSE,sójkowiec ochrowy
Garrulax poecilorhynchus,Rusty Laughingthrush,ruslau1,14161,FALSE,
Garrulax ruficollis,Rufous-necked Laughingthrush,runlau1,634146395,FALSE,sójkowiec rdzawoszyi
Garrulax galbanus,Yellow-throated Laughingthrush,yetlau1,626245216,FALSE,
LEIOTRICHIDAE,Laughingthrushes and allies,,,FALSE,
Alcippe brunneicauda,Brown Fulvetta,broful1,611936579,FALSE,sikornik szaroboczny
Alcippe grotei,Black-browed Fulvetta,bkbful1,163212,FALSE,sikornik wietnamski
Alcippe poioicephala,Brown-cheeked Fulvetta,brcful1,364368251,FALSE,sikornik duży
Alcippe nipalensis,Nepal Fulvetta,nepful1,252986851,FALSE,sikornik nepalski
Alcippe morrisonia,Grey-cheeked Fulvetta,gycful1,172384511,FALSE,sikornik szarolicy
Alcippe peracensis,Mountain Fulvetta,mouful1,36362,FALSE,sikornik wietnamski/czarnobrewy
Alcippe pyrrhoptera,Javan Fulvetta,javful1,33528,FALSE,sikornik rdzaworzytny
Grammatoptila striata,Striated Laughingthrush,strlau2,637685621,FALSE,górosójkowiec
Cutia nipalensis,Himalayan Cutia,cutia1,203904651,FALSE,zebrobrzuszek himalajski
Cutia legalleni,Vietnamese Cutia,viecut1,612781316,FALSE,zebrobrzuszek wietnamski
Argya malcolmi,Large Grey Babbler,lagbab2,203923651,FALSE,tymal szary
Argya subrufa,Rufous Babbler,rufbab3,265103651,FALSE,tymal rudogrzbiety
Argya earlei,Striated Babbler,strbab1,485635031,FALSE,tymal kreskowany
Argya caudata,Common Babbler,combab3,203955021,FALSE,dżunglotymal indyjski
A. c. huttoni,Afghan Babbler,combab1,624473048,FALSE,
Garrulax courtoisi,Blue-crowned Laughingthrush,buclau1,349110561,FALSE,sójkowiec żółtobrzuchy
Garrulax delesserti,Wynaad Laughingthrush,,,FALSE,
Garrulax gularis,Rufous-vented Laughingthrush,ruvlau1,203901211,FALSE,sójkowiec rdzawobrzuchy
Garrulax lugubris,Black Laughingthrush,blalau1,36355,FALSE,
Garrulax calvus,Bare-headed Laughingthrush,bahlau1,203957031,FALSE,czarnotymal łysy
Trochalopteron subunicolor,Scaly Laughingthrush,scalau1,204005241,FALSE,krasnosójkowiec ubogi
Trochalopteron austeni,Brown-capped Laughingthrush,brclau1,135119931,FALSE,krasnosójkowiec paskoskrzydły
Trochalopteron squamatum,Blue-winged Laughingthrush,blwlau1,468537611,FALSE,krasnosójkowiec łuskopióry
Trochalopteron lineatum,Streaked Laughingthrush,strlau1,611686825,FALSE,krasnosójkowiec paskowy
Trochalopteron imbricatum,Bhutan Laughingthrush,bhulau1,69069,FALSE,krasnosójkowiec brunatny
Trochalopteron fairbanki,Palani Laughingthrush,kerlau2,203951821,FALSE,
Trochalopteron meridionale,Travancore Laughingthrush,,,FALSE,malabarosójkownik szarogrzbiety
Trochalopteron jerdoni,Banasura Laughingthrush,bkclau1,646973846,FALSE,
Trochalopteron cachinnans,Nilgiri Laughingthrush,bkclau2,226399621,FALSE,
Trochalopteron virgatum,Striped Laughingthrush,strlau3,498327341,FALSE,krasnosójkowiec czarnobrody
Trochalopteron variegatum,Variegated Laughingthrush,varlau1,179426,FALSE,krasnosójkowiec szaroskrzydły
Trochalopteron affine,Black-faced Laughingthrush,blflau1,607797571,FALSE,krasnosójkowiec czarnolicy
Trochalopteron morrisonianum,White-whiskered Laughingthrush,whwlau1,203894721,FALSE,krasnosójkowiec białowąsy
Trochalopteron elliotii,Elliot's Laughingthrush,elllau1,384363011,FALSE,krasnosójkowiec górski
Trochalopteron henrici,Brown-cheeked Laughingthrush,prhlau1,325776771,FALSE,krasnosójkowiec brązowolicy
Trochalopteron milnei,Red-tailed Laughingthrush,retlau1,203899031,FALSE,krasnosójkowiec krasnosterny
Trochalopteron formosum,Red-winged Laughingthrush,rewlau1,175621,FALSE,krasnosójkowiec czerwonoskrzydły
Trochalopteron erythrocephalum,Chestnut-crowned Laughingthrush,chclau2,617645577,FALSE,krasnosójkowiec złotoskrzydły
Trochalopteron chrysopterum,Assam Laughingthrush,asslau1,203991561,FALSE,krasnosójkowiec rdzawogłowy
Trochalopteron melanostigma,Silver-eared Laughingthrush,sielau1,203903381,FALSE,krasnosójkowiec złotoskrzydły
Trochalopteron ngoclinhense,Golden-winged Laughingthrush,gowlau1,218717461,FALSE,krasnosójkowiec ciemnolicy
Trochalopteron peninsulae,Malay Laughingthrush,mallau1,76973,FALSE,krasnosójkowiec malajski
Trochalopteron yersini,Collared Laughingthrush,collau1,635746677,FALSE,krasnosójkowiec srebrnouchy
Heterophasia auricularis,White-eared Sibia,whesib1,14164,FALSE,sójkownik białouchy
Heterophasia picaoides,Long-tailed Sibia,lotsib1,203966441,FALSE,sójkownik długosterny
Heterophasia pulchella,Beautiful Sibia,beasib1,203925621,FALSE,sójkownik wspaniały
Heterophasia capistrata,Rufous Sibia,rufsib1,14172,FALSE,sójkownik czarnogłowy
Heterophasia melanoleuca,Dark-backed Sibia,blbsib1,203889111,FALSE,sójkownik bialobrzuchy
Heterophasia desgodinsi,Black-headed Sibia,blhsib1,203925471,FALSE,sójkownik czarnouchy
Heterophasia gracilis,Grey Sibia,grysib1,424401601,FALSE,sójkownik szary
Leiothrix argentauris,Silver-eared Mesia,siemes1,36377,FALSE,pekińczyk srebrnouchy
Leiothrix laurinae,Sumatran Mesia,,,FALSE,pekińczyk srebrnouchy (laurinae/rookmakeri)
Leiothrix lutea,Red-billed Leiothrix,reblei,14175,FALSE,pekińczyk czerwonodzioby
Leioptila annectens,Rufous-backed Sibia,rubsib1,478784681,FALSE,kolorzyk rdzawogrzbiety
Minla ignotincta,Red-tailed Minla,retmin1,68730,FALSE,kolorzyk rdzawosterny
Liocichla phoenicea,Red-faced Liocichla,reflio2,628477757,FALSE,krasnoliczek czerwonoskrzydły
Liocichla ripponi,Scarlet-faced Liocichla,reflio3,203925491,FALSE,krasnoliczek szkarłatny
Liocichla bugunorum,Bugun Liocichla,buglio1,151225921,FALSE,krasnoliczek żółtawy
Liocichla omeiensis,Emei Shan Liocichla,gyflio1,465926631,FALSE,krasnoliczek szarolicy
Liocichla steerii,Taiwan Liocichla,stelio1,66084991,FALSE,krasnoliczek złotoskrzydły
Sibia nipalensis,Hoary-throated Barwing,hotbar1,203927151,FALSE,prążkopiór nepalski
Sibia waldeni,Streak-throated Barwing,sttbar1,204005251,FALSE,prążkopiór birmański
Sibia souliei,Streaked Barwing,strbar1,624743360,FALSE,prążkopiór kreskowany
Sibia morrisoniana,Taiwan Barwing,taibar1,109243711,FALSE,prążkopiór wyspowy
Siva cyanouroptera,Blue-winged Minia,,,FALSE,prążkopiór modroskrzydły
Chrysominla strigula,Bar-throated Minla,,,FALSE,prążkopiór rudogłowy
Actinodura egertoni,Rusty-fronted Barwing,rufbar1,203898941,FALSE,prążkopiór rdzawoczelny
Actinodura ramsayi,Western Spectacled Barwing,spebar1,53422961,FALSE,prążkopiór okularowy
Actinodura radcliffei,Eastern Spectacled Barwing,,,FALSE,prążkopiór okularowy (radcliffei/yunnanensis)
Actinodura sodangorum,Black-crowned Barwing,bkcbar1,203917351,FALSE,prążkopiór czarnołbisty
Laniellus langbianis,Grey-crowned Crocias,gyccro1,203490231,FALSE,plamiak szarogłowy
Laniellus albonotatus,Spotted Crocias,spocro1,69777521,FALSE,plamiak czarnogłowy
Sitta cashmirensis,Kashmir Nuthatch,kasnut1,456365791,FALSE,kowalik kaszmirski
Sitta castanea,Indian Nuthatch,chbnut2,203953471,FALSE,kowalik kasztanowaty
Sitta cinnamoventris,Chestnut-bellied Nuthatch,chbnut3,634224958,FALSE,kowalik cynamonowy
Sitta neglecta,Burmese Nuthatch,chbnut4,203979351,FALSE,kowalik indochiński
Sitta himalayensis,White-tailed Nuthatch,whtnut1,84877701,FALSE,kowalik himalajski
Sitta victoriae,White-browed Nuthatch,whbnut1,135110211,FALSE,kowalik białobrewy
Sitta pygmaea,Pygmy Nuthatch,pygnut,285276011,TRUE,Kowalik Mały
Sitta pusilla,Brown-headed Nuthatch,bnhnut,196494,FALSE,kowalik malutki
Sitta isularis,Bahama Nuthatch,bnhnut2,274462,FALSE,
Sitta whiteheadi,Corsican Nuthatch,cornut1,576834731,TRUE,Kowalik Korsykański
Sitta ledanti,Algerian Nuthatch,algnut1,139202391,FALSE,kowalik algierski
Sitta krueperi,Krueper's Nuthatch,krunut1,345058051,FALSE,kowalik turecki
Sitta yunnanensis,Yunnan Nuthatch,yunnut1,203939941,FALSE,kowalik skromny
Sitta canadensis,Red-breasted Nuthatch,rebnut,287188101,TRUE,Kowalik Czarnogłowy
Sitta villosa,Snowy-browed Nuthatch,snbnut1,389157191,FALSE,kowalik płowy
Sitta leucopsis,White-cheeked Nuthatch,whcnut1,171038901,FALSE,kowalik białolicy
Sitta przewalskii,Przewalski's Nuthatch,prznut1,285199,FALSE,kowalik Przewalskiego
Sitta carolinensis,White-breasted Nuthatch,whbnut,120214,TRUE,Kowalik Karoliński
Sitta neumayer,Western Rock Nuthatch,rocnut1,630121154,FALSE,kowalik skalny
Sitta tephronota,Eastern Rock Nuthach,pernut1,204004981,FALSE,kowalik duży
Sitta frontalis,Velvet-fronted Nuthatch,vefnut1,282140,FALSE,kowalik krasnodzioby
Sitta solangiae,Yellow-billed Nuthatch,yebnut1,633534136,FALSE,kowalik żółtodzioby
Sitta oenochlamys,Sulphur-billed Nuthatch,subnut1,204000081,FALSE,kowalik liliowy
Sitta azurea,Blue Nuthatch,blunut1,73529,FALSE,kowalik okularowy
Sitta magna,Giant Nuthatch,gianut1,203889141,FALSE,kowalik wielki
Sitta formosa,Beautiful Nuthatch,beanut1,326132031,FALSE,kowalik (sinensis/formosana)
Tichodroma muraria,Wallcreeper,wallcr1,537860111,FALSE,pomurnik
Salpornis salvadori,African Spotted Creeper,spocre2,242347371,FALSE,pełziec afrykański
Salpornis spilonota,Indian Spotted Creeper,spocre3,650599604,FALSE,pełziec indyjski
POLIOPTILIDAE,Gnatcatchers,,,FALSE,
Microbates collaris,Collared Gnatwren,colgna1,73082,FALSE,gnomik obrożny
Microbates cinereiventris,Tawny-faced Gnatwren,tafgna1,72897,FALSE,gnomik rdzawouchy
Ramphocaenus melanurus,Long-billed Gnatwren,lobgna5,257819501,FALSE,gnomik długodzioby/białosterny
Polioptila caerulea,Blue-grey Gnatcatcher,buggna,244384791,TRUE,Siwuszka Ciemnobrewa
Polioptila lembeyei,Cuban Gnatcatcher,cubgna1,34614,FALSE,siwuszka kubańska
Polioptila californica,California Gnatcatcher,calgna,172039711,FALSE,siwuszka kalifornijska
Polioptila melanura,Black-tailed Gnatcatcher,bktgna,118615,FALSE,siwuszka czarnosterna
Polioptila nigriceps,Black-capped Gnatcatcher,bkcgna,109173,FALSE,siwuszka czarnołbista
Polioptila albiloris,White-lored Gnatcatcher,whlgna2,289939391,FALSE,siwuszka białolica
Polioptila plumbea,Tropical Gnatcatcher,trogna1,309178531,FALSE,siwuszka tropikalna
Polioptila maior,Maranon Gnatcatcher,trogna3,224133301,FALSE,siwuszka peruwiańska
Polioptila lactea,Creamy-bellied Gnatcatcher,crbgna1,203700991,FALSE,siwuszka żółtawa
Polioptila guianensis,Guianan Gnatcatcher,guigna3,483174591,FALSE,siwuszka uboga
P. g. facilis,Rio Negro Gnatcatcher,guigna2,186694911,FALSE,
P. g. clementsi,Iquitos Gnatcatcher,iqugna1,203889361,FALSE,
P. g. paraensis,Para Gnatcatcher,,,FALSE,
Polioptila schistaceigula,Slate-throated Gnatcatcher,sltgna1,424733171,FALSE,siwuszka szarogardła
Polioptila dumicola,Masked Gnatcatcher,masgna1,212867,FALSE,siwuszka maskowa
TROGLODYTIDAE,Wrens,,,FALSE,
Salpinctes obsoletus,Rock Wren,rocwre,43462971,FALSE,skalik złotorzytny
Microcerculus philomela,Northern Nightingale-wren,nigwre1,176466791,FALSE,fletniczek północny
Microcerculus marginatus,Southern Nightingale-wren,scbwre1,594106611,FALSE,fletniczek białogardły
Microcerculus ustulatus,Flutist Wren,fluwre1,30420,FALSE,fletniczek kasztanowaty
Microcerculus bambla,Wing-banded Wren,wibwre1,113017,FALSE,fletniczek prążkoskrzydły
Catherpes mexicanus,Canyon Wren,canwre,224190551,FALSE,skalik ostrodzioby
Hylorchilus sumichrasti,Sumichrast's Wren,sumwre1,150607841,FALSE,skalik ciemny
Hylorchilus navai,Nava's Wren,navwre1,127278,FALSE,skalik wielkodzioby
Odontorchilus branickii,Grey-mantled Wren,gymwre1,54241161,FALSE,popielak andyjski
Odontorchilus cinereus,Tooth-billed Wren,tobwre1,203699401,FALSE,popielak amazoński
Ferminia cercerai,Zapata Wren,zapwre1,631019667,FALSE,
Troglodytes pacificus,Pacific Wren,pacwre1,637983669,FALSE,strzyżyk kordylierski
Troglodytes hiemalis,Winter Wren,winwre3,43989871,FALSE,strzyżyk amerykański
Troglodytes troglodytes,Eurasian Wren,winwre4,473327281,TRUE,strzyżyk
Troglodytes tanneri,Clarion Wren,clawre1,214355,FALSE,strzyżyk wyspowy
Troglodytes aedon,House Wren,houwre,612093353,TRUE,Strzyżyk Śpiewny
T. a. aedon,Northern House Wren,houwre,612093353,FALSE,
T. a. brunneicollis,Brown-throated Wren,,,FALSE,
T. a. musculus,Southern House Wren,houwre4,430652141,FALSE,
Troglodytes beani,Cozumel Wren,houwre3,55058,FALSE,strzyżyk rdzaworzytny
Troglodytes cobbi,Cobb's Wren,houwre5,203976251,FALSE,strzyżyk falklandzki
Troglodytes rufociliatus,Rufous-browed Wren,rubwre2,348354731,FALSE,strzyżyk rdzawobrewy
Troglodytes ochraceus,Ochraceous Wren,ochwre1,205597,FALSE,strzyżyk ochrowy
Troglodytes solstitialis,Mountain Wren,mouwre1,212375,FALSE,strzyżyk andyjski
CERTHIIDAE,Treecreepers,,,FALSE,
Certhia tianquanensis,Sichuan Treecreeper,sictre1,204020551,FALSE,pełzacz syczuański
Certhia nipalensis,Rusty-flanked Treecreeper,ruftre4,609053022,FALSE,pełzacz rdzaworzytny
Certhia discolor,Sikkin Treecreeper,bnttre1,315311921,FALSE,pełzacz dębowy
Certhia manipurensis,Manipur Treecreeper,bnttre2,53421671,FALSE,pełzacz płowy
Certhia himalayana,Bar-tailed Treecreeper,battre1,391046471,FALSE,pełzacz himalajski
Certhia brachydactyla,Short-toed Treecreeper,shttre1,288094351,TRUE,Pełzacz Ogrodowy
Certhia americana,Brown Creeper,brncre,223492001,TRUE,pełzacz amerykański
Certhia hodgsoni,Hodgson's Treecreeper,eurtre3,614186368,FALSE,pełzacz mały
Certhia familiaris,Eurasian Treecreeper,eurtre1,632557884,TRUE,Pełzacz Leśny
SITTIDAE,Nuthatches,,,FALSE,
Sitta europaea,Eurasian Nuthatch,eurnut2,95133151,TRUE,Kowalik Zwyczajny
Sitta arctica,Siberian Nuthatch,eurnut6,,FALSE,kowalik białoczelny
Sitta nagaensis,Chestnut-vented Nuthatch,chvnut1,203991581,FALSE,kowalik tybetański
Troglodytes monticola,Santa Marta Wren,samwre1,48276501,FALSE,strzyżyk górski
Troglodytes rufulus,Tepui Wren,tepwre1,49488091,FALSE,strzyżyk wenezuelski
Troglodytes sissonii,Socorro Wren,socwre2,182894,FALSE,strzyżyk blady
Thryorchilus browni,Timberline Wren,timwre1,195190,FALSE,strzyżyk gajowy
Cistothorus stellaris,Sedge Wren,sedwre1,239093841,FALSE,strzyżyk turzycowy
Cistothorus platensis,Grass Wren,sedwre,8890,FALSE,strzyżyk nadrzeczny
Cistothorus meridae,Merida Wren,merwre1,360347041,FALSE,strzyżyk smugogrzbiety
Cistothorus apolinari,Apolinar's Wren,apowre1,615330878,FALSE,strzyżyk stokowy
Cistothorus palustris,Marsh Wren,marwre,44882,FALSE,strzyżyk błotny
Thryothorus ludovicianus,Carolina Wren,carwre,311159351,TRUE,Strzyżyk Karoliński
Thryothorus albinucha,White-browed Wren,,,FALSE,
Thryomanes bewickii,Bewick's Wren,bewwre,43463181,TRUE,Strzyżyk Myszaty
Campylorhynchus nuchalis,Stripe-backed Wren,stbwre2,69994,FALSE,strzyż plamisty
Campylorhynchus fasciatus,Fasciated Wren,faswre1,203929981,FALSE,strzyż zebrowany
Campylorhynchus zonatus,Band-backed Wren,babwre1,219826231,FALSE,strzyż rdzawobrzuchy
Campylorhynchus megalopterus,Grey-barred Wren,grbwre1,203948221,FALSE,strzyż jarzębaty
Campylorhynchus albobrunneus,White-headed Wren,whhwre1,560096221,FALSE,strzyż białoglowy
Campylorhynchus turdinus,Thrush-like Wren,thlwre1,490609231,FALSE,strzyż drozdowaty
Campylorhynchus gularis,Spotted Wren,spowre1,612608240,FALSE,strzyż dębowy
Campylorhynchus humilis,Sclater's Wren,runwre3,29103461,FALSE,strzyż rdzawoszyi
Campylorhynchus rufinucha,Rufous-naped Wren,runwre2,538071251,TRUE,strzyż rdzawokarkowy
Campylorhynchus capistratus,Rufous-backed Wren,runwre4,150592901,FALSE,strzyż rdzawogrzbiety
Campylorhynchus griseus,Bicolored Wren,bicwre1,69982,FALSE,strzyż dwubarwny
Campylorhynchus chiapensis,Giant Wren,giawre1,203693161,FALSE,strzyż wielki
Campylorhynchus brunneicapillus,Cactus Wren,cacwre,22879871,TRUE,strzyż kaktusowy
Campylorhynchus yucatanicus,Yucatan Wren,yucwre1,203913191,FALSE,strzyż jukatański
Campylorhynchus jocosus,Boucard's Wren,bouwre1,154808241,FALSE,strzyż białolicy
Pheugopedius fasciatoventris,Black-bellied Wren,blbwre1,351226181,FALSE,strzyżal czarnobrzuchy
Pheugopedius euophrys,Plain-tailed Wren,pltwre1,54154871,FALSE,strzyżal rdzawogrzbiety
Pheugopedius schulenbergi,Grey-browed Wren,pltwre3,172813421,FALSE,strzyżal blady
Pheugopedius eisenmanni,Inca Wren,incwre1,203983381,FALSE,strzyżal inkaski
Pheugopedius mystacalis,Whiskered Wren,whiwre1,66950,FALSE,strzyżal białobrewy
Pheugopedius coraya,Coraya Wren,corwre1,34436,FALSE,strzyżal ciemnolicy
Pheugopedius genibarbis,Moustached Wren,mouwre2,247056641,FALSE,strzyżal wąsaty
Pheugopedius atrogularis,Black-throated Wren,bltwre1,184759,FALSE,strzyżal czarnogardły
Pheugopedius spadix,Sooty-headed Wren,sohwre1,616446572,FALSE,strzyżal rdzawobrzuchy
Pheugopedius felix,Happy Wren,hapwre1,9078,FALSE,strzyżal płowy
Pheugopedius columbianus,Colombian Wren,,,FALSE,strzyżal plamisty (columbianus)
Pheugopedius paucimaculatus,Speckle-breasted Wren,spbwre2,80167,FALSE,strzyżal plamisty (paucimaculatus)
Pheugopedius sclateri,Maranon Wren,spbwre2,80167,FALSE,strzyżal plamisty
Pheugopedius rutilus,Rufous-breasted Wren,rubwre1,165852,FALSE,strzyżal epifitowy
Pheugopedius maculipectus,Spot-breasted Wren,spbwre1,207507171,FALSE,strzyżal pstry
Thryophilus pleurostictus,Banded Wren,banwre1,199551,FALSE,pręgostrzyżyk czarnoplamy
Thryophilus rufalbus,Rufous-and-white Wren,rawwre1,199464,FALSE,pręgostrzyżyk rdzawy
Thryophilus sernai,Antioquia Wren,antwre2,621893553,FALSE,pręgostrzyżyk cynamonowy
Thryophilus nicefori,Niceforo's Wren,nicwre1,204023091,FALSE,pręgostrzyżyk brązowy
Thryophilus sinaloa,Sinaloa Wren,sinwre1,182576151,FALSE,pręgostrzyżyk kreskoszyi
Cinnycerthia unirufa,Rufous Wren,rufwre1,616557820,FALSE,rudzielczyk jednobarwny
Cinnycerthia olivascens,Sharpe's Wren,shawre1,139080,FALSE,rudzielczyk zmiennogłowy
Cinnycerthia peruana,Peruvian Wren,perwre1,17821,FALSE,rudzielczyk prążkowany
Cinnycerthia fulva,Fulvous Wren,fulwre1,186464591,FALSE,rudzielczyk jasnolicy
Cantorchilus leucopogon,Stripe-throated Wren,sttwre1,31172,FALSE,pręgostrzyżyk płowy
Cantorchilus thoracicus,Stripe-breasted Wren,stbwre1,145229661,FALSE,pręgostrzyżyk ciemny
Cantorchilus superciliaris,Superciliated Wren,supwre1,81160,FALSE,pręgostrzyżyk białolicy
Cantorchilus leucotis,Buff-breasted Wren,bubwre1,203957281,FALSE,pręgostrzyżyk amazoński
Cantorchilus longirostris,Long-billed Wren,lobwre1,189419,FALSE,pręgostrzyżyk długodzioby
Cantorchilus guarayanus,Fawn-breasted Wren,fabwre1,228261,FALSE,pręgostrzyżyk boliwijski
Cantorchilus semibadius,Riverside Wren,rivwre1,203944221,FALSE,pręgostrzyżyk rzeczny
Cantorchilus nigricapillus,Bay Wren,baywre1,54162661,FALSE,pręgostrzyżyk maskowy
Cantorchilus modestus,Plain Wren,plawre1,165658821,FALSE,pręgostrzyżyk skromny
Cantorchilus zeledoni,Canebrake Wren,plawre3,209474,FALSE,pręgostrzyżyk nizinny
Cantorchilus griseus,Grey Wren,grywre1,578416691,FALSE,pręgostrzyżyk szary
Uropsila leucogastra,White-bellied Wren,whbwre1,177106081,FALSE,strzyżyczek
Henicorhina leucosticta,White-breasted Wood-wren,wbwwre1,214496361,FALSE,stokowczyk białopierśny
Henicorhina leucoptera,Bar-winged Wood-wren,bwwwre1,78080,FALSE,stokowczyk prążkoskrzydły
Henicorhina leucophrys,Grey-breasted Wood-wren,gbwwre1,312808451,FALSE,stokowczyk szaropierśny
Henicorhina anachoreta,Hermit Wood-wren,gybwow3,615330558,FALSE,stokowczyk samotny
Henicorhina negreti,Munchique Wood-wren,munwow1,203953091,FALSE,stokowczyk rdzaworzytny
Cyphorhinus dishrorus,Northern Chestnut-breasted Wren,chbwre2,631573311,FALSE,
Cyphorhinus thoracicus,Southern Chestnut-breasted Wren,chbwre3,601093761,FALSE,strzyżoń andyjski
Cyphorhinus phaeocephalus,Song Wren,sonwre1,600045921,FALSE,strzyżoń śpiewny
Cyphorhinus arada,Musician Wren,muswre2,406658561,FALSE,strzyżoń melodyjny
Cinclus mexicanus,American Dipper,amedip,396529091,FALSE,pluszcz meksykański
Cinclus leucocephalus,White-capped Dipper,whcdip1,162498411,FALSE,pluszcz białogłowy
Cinclus schulzi,Rufous-throated Dipper,rutdip1,597536201,FALSE,pluszcz rdzawogardły
BUPHAGIDAE,Oxpeckers,,,FALSE,
Buphagus erythrorhynchus,Red-billed Oxpecker,reboxp1,14498,FALSE,bąkojad czerwonodzioby
Buphagus africanus,Yellow-billed Oxpecker,yeboxp1,475684981,FALSE,bąkojad żółtodzioby
STURNIDAE,Starlings,,,FALSE,
Sturnus vulgaris,Common Starling,eursta,107248,TRUE,Szpak Zwyczajny
Sturnus unicolor,Spotless Starling,sposta1,543260501,TRUE,szpak jednobarwny
Creatophora cinerea,Wattled Starling,watsta1,14810,FALSE,szpak ozdobny
Pastor roseus,Rosy Starling,rossta2,204023951,TRUE,Pasterz
Agropsar sturninus,Purple-backed Starling,dausta1,626652193,FALSE,szpak mandżurski
Agropsar philippensis,Chestnut-cheeked Starling,chcsta1,244705391,FALSE,szpak rdzawolicy
Gracupica contra,Asian Pied Starling,aspsta2,634158339,FALSE,szpak srokaty
Gracupica jalla,Javan Pied Starling,aspsta3,640634224,FALSE,szpak nagolicy
Gracupica nigricollis,Black-collared Starling,bkcsta1,396593261,FALSE,szpak czarnoszyi
Sturnornis albofrontatus,White-faced Starling,whfsta2,482,FALSE,szpak białolicy
Leucopsar rothschildi,Bali Starling,balmyn1,640634236,TRUE,szpak balijski
†Fregilupus varius,Reunion Starling,reusta1,,FALSE,
†Necropsar rodericanus,Rodrigues Starling,rodsta2,,FALSE,
Sturnia sinensis,White-shouldered Starling,whssta2,610786616,FALSE,szpak chiński
Sturnia pagodarum,Brahminy Starling,brasta1,204025921,TRUE,szpak bramiński
Sturnia malabarica,Chestnut-tailed Starling,chtsta2,631606646,FALSE,szpak szarogłowy/rdzawobrzuchy
Sturnia erythropygia,White-headed Starling,whhsta2,343519051,FALSE,szpak białogłowy
Spodiopsar sericeus,Red-billed Starling,rebsta1,620297349,FALSE,szpak jedwabisty
Spodiopsar cineraceus,White-cheeked Starling,whcsta1,203951961,FALSE,szpak szary
Acridotheres tristis,Common Myna,commyn,228583561,TRUE,Majna Brunatna
Acridotheres ginginianus,Bank Myna,banmyn1,204026001,FALSE,majna norowa
Acridotheres burmannicus,Burmese Myna,vibsta1,204004891,FALSE,majna birmańska/białogłowa
Acridotheres leucocephalus,Vinous-breasted Myna,vibsta4,203914851,FALSE,majna białogłowa
Acridotheres melanopterus,Black-winged Myna,bkwsta1,525569351,FALSE,majna czarnoskrzydła
Acridotheres tricolor,Grey-backed Myna,,,FALSE,
Acridotheres tertius,Grey-rumped Myna,,,FALSE,
Acridotheres fuscus,Jungle Myna,junmyn1,356907991,FALSE,majna szara
Acridotheres cinereus,Pale-bellied Myna,pabmyn1,,FALSE,majna popielata
Acridotheres javanicus,Javan Myna,whvmyn,146532661,FALSE,majna jawajska
Acridotheres albocinctus,Collared Myna,colmyn1,237302,FALSE,majna obrożna
Acridotheres grandis,Great Myna,whvmyn1,203914761,FALSE,majna żałobna
Acridotheres cristatellus,Crested Myna,cremyn,385911801,FALSE,majna czubata
Onychognathus tenuirostris,Slender-billed Starling,slbsta1,1580,FALSE,czarnotek cienkodzioby
Onychognathus nabouroup,Pale-winged Starling,pawsta1,278423,FALSE,czarnotek białoskrzydły
Onychognathus neumanni,Neumann's Starling,neusta1,598767781,FALSE,czarnotek grubodzioby
Onychognathus morio,Red-winged Starling,rewsta1,87731,FALSE,czarnotek rudoskrzydły
Onychognathus fulgidus,Chestnut-winged Starling,chwsta1,636181526,FALSE,czarnotek kasztanowoskrzydły
Onychognathus walleri,Waller's Starling,walsta1,14848,FALSE,czarnotek krótkosterny
Onychognathus albirostris,White-billed Starling,whbsta1,100329,FALSE,czarnotek białodzioby
Onychognathus tristramii,Tristram's Starling,trista1,121709731,FALSE,czarnotek arabski
Onychognathus salvadorii,Bristle-crowned Starling,brcsta1,28073591,FALSE,czarnotek pluszogłowy
Onychognathus frater,Socotra Starling,socsta1,,FALSE,czarnotek somalijski
Onychognathus blythii,Somali Starling,somsta1,638434960,FALSE,czarnotek somalijski
Saroglossa spiloptera,Spot-winged Starling,spwsta1,284870,FALSE,szpaczek himalajski
Neocichla gutturalis,Babbling Starling,babsta1,,FALSE,błyszczak białoskrzydły
Grafisia torquata,White-collared Starling,whcsta2,,FALSE,błyszczak białopierśny
Speculipastor bicolor,Magpie Starling,magsta1,33653721,FALSE,błyszczak dwubarwny
Pholia sharpii,Sharpe's Starling,shasta2,1567,FALSE,błyszczak rdzawobrzuchy
Poeoptera stuhlmanni,Stuhlmann's Starling,stusta1,22603,FALSE,błyszczak górski
Poeoptera kenricki,Kenrick's Starling,kensta1,407178491,FALSE,błyszczak czarny
Poeoptera lugubris,Narrow-tailed Starling,natsta1,1450,FALSE,błyszczak smukły
Poeoptera femoralis,Abbott's Starling,abbsta2,619037920,FALSE,błyszczak żałobny
Lamprotornis hildebrandti,Hildebrandt's Starling,hilsta1,14851,FALSE,błyszczak półobrożny
Lamprotornis shelleyi,Shelley's Starling,shesta1,569510471,FALSE,błyszczak strojny
Lamprotornis australis,Burchell's Starling,bugsta1,203935251,FALSE,błyszczak krępy
Lamprotornis caudatus,Long-tailed Glossy Starling,ltgsta1,203974471,FALSE,błyszczak długosterny
Lamprotornis purpuroptera,Rüppell's Starling,ruegls1,14837,FALSE,błyszczak purpurowosterny
Lamprotornis benguelensis,Benguela Long-tailed Starling,,,FALSE,
Lamprotornis violacior,Cunene Long-tailed Starling,,,FALSE,
