Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,pl
Oxypogon cyanolaemus,Blue-bearded Helmetcrest,bubhel1,303941331,FALSE,hełmik purpurowobrody
Oxypogon lindenii,White-bearded Helmetcrest,whbhel1,391183001,FALSE,hełmik wenezuelski
Oxypogon guerinii,Green-bearded Helmetcrest,gnbhel1,384062661,FALSE,hełmik zielonobrody
Oxypogon stuebelii,Buffy Helmetcrest,bufhel1,616219697,FALSE,hełmik modrobrody
Oreonympha albolimbata,Western Mountaineer,,,FALSE,
Oreonympha nobilis,Eastern Mountaineer,beamou1,509371071,FALSE,góralik (purpurowogłowy)
Metallura iracunda,Perija Metaltail,permet1,556728541,FALSE,metalik złotawy
Metallura tyrianthina,Tyrian Metaltail,tyrmet1,410603821,FALSE,metalik krasnosterny
Metallura williami,Viridian Metaltail,virmet1,619694911,FALSE,metalik zielonawy
Metallura baroni,Violet-throated Metaltail,vitmet1,617942177,FALSE,metalik fioletowogardły
Metallura odomae,Neblina Metaltail,nebmet1,84881551,FALSE,metalik purpurowogardły
Metallura theresiae,Coppery Metaltail,copmet1,17295,FALSE,metalik miedziany
Metallura eupogon,Fire-throated Metaltail,fitmet1,195169,FALSE,metalik czerwonogardły
Metallura aeneocauda,Scaled Metaltail,scamet1,62954831,FALSE,metalik łuskowany
Metallura phoebe,Black Metaltail,blamet1,306137321,FALSE,metalik czarniawy
Haplophaedia aureliae,Greenish Puffleg,grepuf1,273721781,FALSE,puchatek andyjski
Haplophaedia assimilis,Buff-thighed Puffleg,butpuf1,613953397,FALSE,puchatek peruwiański
Haplophaedia lugens,Hoary Puffleg,hoapuf1,203694061,FALSE,puchatek łuskowany
Eriocnemis nigrivestis,Black-breasted Puffleg,blbpuf3,42406621,FALSE,puchatek czarnopierśny
Eriocnemis isabellae,Gorgeted Puffleg,gorpuf1,,FALSE,puchatek modrogardły
Eriocnemis vestita,Glowing Puffleg,glopuf2,246687,FALSE,puchatek szmaragdowy
Eriocnemis derbyi,Black-thighed Puffleg,bltpuf1,203963601,FALSE,puchatek czarnonogi
Eriocnemis godini,Turquoise-throated Puffleg,tutpuf1,,FALSE,puchatek czarnopierśny
Eriocnemis cupreoventris,Coppery-bellied Puffleg,cobpuf1,416567381,FALSE,puchatek miedzianobrzuchy
Eriocnemis luciani,Sapphire-vented Puffleg,savpuf1,84883511,FALSE,puchatek szafirowy
Eriocnemis sapphiropygia,Coppery-naped Puffleg,,,FALSE,puchatek szafirowy (sapphiropygia/catharina)
Eriocnemis mosquera,Golden-breasted Puffleg,gobpuf1,25744901,FALSE,puchatek złotawy
Eriocnemis glaucopoides,Blue-capped Puffleg,blcpuf1,652361941,FALSE,puchatek modrogłowy
Eriocnemis mirabilis,Colorful Puffleg,colpuf2,,FALSE,puchatek barwny
Eriocnemis alinae,Emerald-bellied Puffleg,embpuf1,288265441,FALSE,puchatek zielony
Loddigesia mirabilis,Marvellous Spatuletail,marspa1,84883751,TRUE,lodigezja
Aglaeactis cupripennis,Shinning Sunbeam,shisun1,613305731,TRUE,iskrzyk płomienny
Aglaeactis castelnaudii,White-tufted Sunbeam,whtsun1,631432341,FALSE,iskrzyk białoplamy
Aglaeactis aliciae,Purple-backed Sunbeam,pubsun1,84884941,FALSE,iskrzyk purpurowy
Aglaeactis pamela,Black-hooded Sunbeam,blhsun1,647135282,FALSE,iskrzyk czarnogłowy
Coeligena coeligena,Bronzy Inca,broinc1,387654241,FALSE,elfik brązowy
Coeligena prunellei,Black Inca,blainc1,300705,FALSE,elfik czarny
Coeligena wilsoni,Brown Inca,broinc2,203699391,FALSE,elfik szarawy
Coeligena conradii,Green Inca,colinc4,617069625,FALSE,elfik białopierśny
Coeligena torquata,Collared Inca,colinc1,203929941,FALSE,elfik wstęgoszyi
Coeligena eisenmanni,Vilcabamba Inca,,,FALSE,
Coeligena inca,Gould's Inca,colinc3,646297913,FALSE,elfik inkaski
Coeligena dichroura,Huanuco Starfrontlet,,,FALSE,
Coeligena albicaudata,Apurimac Starfrontlet,,,FALSE,
Coeligena osculans,Cuzco Starfrontlet,,,FALSE,
Coeligena violifer,Bolivian Starfrontlet,vitsta1,65278,FALSE,elfik płowy
Coeligena iris,Rainbow Starfrontlet,raista1,471606871,FALSE,elfik tęczowy
Coeligena phalerata,White-tailed Starfrontlet,whtsta1,203963541,FALSE,elfik białosterny
Coeligena orina,Glittering Starfrontlet,dussta1,204007161,FALSE,elfik zielony
Coeligena lutetiae,Buff-winged Starfrontlet,buwsta1,613767150,FALSE,elfik płowoskrzydły
Coeligena consita,Perija Starfrontlet,gobsta2,631573286,FALSE,elfik rdzawoskrzydły
Coeligena bonapartei,Golden-bellied Starfrontlet,gobsta1,348554411,FALSE,elfik złotobrzuchy
Coeligena eos,Golden Starfrontlet,gobsta4,617069693,FALSE,elfik złotawy
Coeligena helianthea,Blue-throated Starfrontlet,bltsta1,622757807,FALSE,elfik różowobrzuchy
Lafresnaya lafresnayi,Mountain Velvetbreast,mouvel1,478693941,FALSE,nimfik
Ensifera ensifera,Sword-billed Hummingbird,swbhum1,630687397,TRUE,mieczodziobek
Pterophanes cyanopterus,Great Sapphirewing,gresap1,242708,FALSE,szafirolotek
Boissonneaua flavescens,Buff-tailed Coronet,butcor1,80839,FALSE,amorek zielony
Boissonneaua matthewsii,Chestnut-breasted Coronet,chbcor1,25848001,FALSE,amorek ognisty
Boissonneaua jardini,Velvet-purple Coronet,vepcor1,203699351,FALSE,amorek szafirowy
Ocreatus underwoodii,Booted Racquet-tail,boorat1,203699311,TRUE,furczak długopióry
Urochroa bougueri,Rufous-gaped Hillstar,whthil2,633126098,FALSE,andokoliberek rudolicy
Urochroa leucura,White-tailed Hillstar,whthil3,494807461,FALSE,andokoliberek modrolicy
Urosticte benjamini,Purple-bibbed Whitetip,pubwhi1,210787651,FALSE,białosterek zielony
Urosticte ruficrissa,Rufous-vented Whitetip,ruvwhi1,21621221,FALSE,białosterek rdzaworzytny
Heliodoxa xanthogonys,Velvet-browed Brilliant,vebbri1,388976741,FALSE,brylancik zielonoczelny
Heliodoxa gularis,Pink-throated Brilliant,pitbri1,380307421,FALSE,brylancik różowogardły
Heliodoxa branickii,Rufous-webbed Brilliant,ruwbri1,65737051,FALSE,brylancik rdzawoskrzydły
Heliodoxa whitelyana,Black-breasted Brilliant,,,FALSE,
Heliodoxa aurescens,Gould's Brilliant,goujew1,627805552,FALSE,brylancik złotawy
Heliodoxa rubinoides,Fawn-breasted Brilliant,fabbri1,203956401,FALSE,brylancik rubinowy
Heliodoxa jacula,Green-fronted Brilliant,grcbri1,163948,FALSE,brylancik niebieskogardły
Heliodoxa imperatrix,Empress Brilliant,empbri1,626873747,FALSE,brylancik cesarski
Heliodoxa leadbeateri,Violet-fronted Brilliant,vifbri1,127814,FALSE,brylancik modroczelny
Clytolaema rubricauda,Brazilian Ruby,brarub1,112700,FALSE,rubinek
Patagona gigas,Giant Hummingbird,giahum1,11057,FALSE,gigancik
Chlorostilbon auriceps,Golden-crowned Emerald,goceme1,159288451,FALSE,złocik złotogłowy
Chlorostilbon fortificatus,Cozumel Emerald,cozeme1,609053805,FALSE,
Chlorostilbon canivetii,Canivet's Emerald,caneme1,151009451,FALSE,
Chlorostilbon assimilis,Garden Emerald,gareme1,628700691,FALSE,złocik ogrodowy
Chlorostilbon gibsoni,Red-billed Emerald,rebeme1,541130961,FALSE,złocik czerwonodzioby
Chlorostilbon mellisugus,Blue-tailed Emerald,blteme1,305877971,FALSE,złocik szmaragdowy
Chlorostilbon olivaresi,Chiribiquete Emerald,chieme1,422060681,FALSE,złocik zielony
†Chlorostilbon bracei,Brace's Emerald,braeme2,,FALSE,
†Chlorostilbon elegans,Caribbean Emerald,,,FALSE,
Chlorostilbon ricordii,Cuban Emerald,cubeme1,89306271,FALSE,
Chlorostilbon swainsonii,Hispaniolan Emerald,hiseme1,163140711,FALSE,pląśnik czarnopierśny
Chlorostilbon maugaeus,Puerto Rican Emerald,pureme1,53816,FALSE,złocik portorykański
Chlorostilbon lucidus,Glittering-bellied Emerald,glbeme1,400379251,FALSE,złocik złotobrzuchy
Chlorostilbon russatus,Coppery Emerald,copeme1,167298,FALSE,złocik miedziany
Chlorostilbon stenurus,Narrow-tailed Emerald,nateme2,642973712,FALSE,złocik wąskosterny
Chlorostilbon poortmani,Short-tailed Emerald,shteme1,265782,FALSE,złocik krótkosterny
Chlorostilbon notatus,Blue-chinned Sapphire,bucsap1,88272,FALSE,szafirek modrogardły
Cynanthus sordidus,Dusky Hummingbird,dushum1,330351261,FALSE,pląśnik ciemny
Cynanthus latirostris,Broad-billed Hummingbird,brbhum,121949,FALSE,złocik północny
Cynanthus doubledayi,Turquoise-crowned Hummingbird,brbhum2,157625291,FALSE,złocik turkusowy
Cynanthus lawrencei,Tres Marias Hummingbird,brbhum3,,FALSE,złocik szafirowy
Cyanophaia bicolor,Blue-headed Hummingbird,blhhum1,602427421,FALSE,pląśnik hiacyntowy
Klais guimeti,Violet-headed Hummingbird,vihhum1,136301011,FALSE,fioletek
Abeillia abeillei,Emerald-chinned Hummingbird,emchum1,86679,FALSE,zielaczek
Orthorhyncus cristatus,Antillean Crested Hummingbird,anchum1,204013441,FALSE,igłodziobek
Stephanoxis lalandi,Green-crowned Plovercrest,plover3,640929511,FALSE,strojniś czubaty
Stephanoxis loddigesii,Purple-Crowned Plovercrest,plover4,203700671,TRUE,strojniś fioletowy
Aphantochroa cirrochloris,Sombre Hummingbird,somhum1,24648421,FALSE,miedziaczek
Anthocephala floriceps,Blossomcrown,samblo1,632679875,FALSE,kolumbijczyk płowosterny
Campylopterus cuvierii,Scaly-breasted Hummingbird,scbhum1,207693221,FALSE,łuskowiaczek
Campylopterus curvipennis,Wedge-tailed Sabrewing,wetsab1,245541241,FALSE,zapylak klinosterny
Campylopterus largipennis,Grey-breasted Sabrewing,gybsab1,114922,FALSE,zapylak szary
Campylopterus rufus,Rufous Sabrewing,rufsab1,104,FALSE,klinosterek rdzawy
Campylopterus hyperythrus,Rufous-breasted Sabrewing,rubsab1,364592861,FALSE,zapylak rdzawosterny
Campylopterus hemileucurus,Violet Sabrewing,viosab1,212321211,TRUE,zapylak fioletowy
Campylopterus ensipennis,White-tailed Sabrewing,whtsab1,390117281,FALSE,zapylak białosterny
Campylopterus falcatus,Lazuline Sabrewing,lazsab1,473464091,FALSE,zapylak lazurowy
Campylopterus phainopeplus,Santa Marta Sabrewing,samsab1,615897668,FALSE,zapylak kolumbijski
Campylopterus villaviscensio,Napo Sabrewing,napsab1,203933941,FALSE,zapylak ekwadorski
Campylopterus duidae,Buf-breasted Sabrewing,bubsab1,251698811,FALSE,zapylak wenezuelski
Eupetomena macroura,Swallow-tailed Hummingbird,swthum1,615734079,TRUE,śmigacz
Eupherusa eximia,Stripe-tailed Hummingbird,stthum1,338084711,FALSE,diamencik pręgosterny
Eupherusa cyanophrys,Oaxaca Hummingbird,blchum2,314995221,FALSE,diamencik niebieskogłowy
Eupherusa poliocerca,White-tailed Hummingbird,whthum1,159540581,FALSE,diamencik białosterny
Eupherusa nigriventris,Black-bellied Hummingbird,blbhum1,49396831,FALSE,diamencik czarnobrzuchy
Elvira chionura,White-tailed Emerald,whteme1,550101281,FALSE,diamencik zielony
Elvira cupreiceps,Coppery-headed Emerald,coheme1,514574641,FALSE,diamencik kostarykański
Microchera albocoronata,Snowcap,snowca1,411448361,TRUE,karliczek
Chalybura buffonii,White-vented Plumeleteer,whvplu1,384086621,FALSE,kwiaciarek niebieskosterny
Chalybura urochrysia,Bronze-tailed Plumeleteer,brtplu1,614945172,FALSE,kwiaciarek rudosterny
Thalurania ridgwayi,Mexican Woodnymph,mexwoo1,321021151,FALSE,diamencik meksykański
Thalurania colombica,Crowned Woodnymph,crowoo1,457019911,TRUE,widłogonek modrobrzuchy
Thalurania furcata,Fork-tailed Woodnymph,fotwoo1,387922001,FALSE,widłogonek zielonogardły
Thalurania watertonii,Long-tailed Woodnymph,lotwoo2,297604711,FALSE,widłogonek długosterny
Thalurania glaucopis,Violet-capped Woodnymph,vicwoo2,610870185,FALSE,widłogonek fioletowoczelny
Taphrospilus hypostictus,Many-spotted Hummingbird,mashum1,203931821,FALSE,kwiatowczyk
Leucochloris albicollis,White-throated Hummingbird,whthum2,111487911,FALSE,bielczyk
Leucippus fallax,Buffy Hummingbird,bufhum1,385687761,FALSE,płowiaczek
Leucippus baeri,Tumbes Hummingbird,tumhum1,13285,FALSE,agawowczyk płowy
Leucippus taczanowskii,Spot-throated Hummingbird,spthum2,148395101,FALSE,agawowczyk plamisty
Leucippus chlorocercus,Olive-spotted Hummingbird,olshum1,127581,FALSE,oliwiarczyk
Amazilia chionogaster,White-bellied Hummingbird,whbhum1,183293,FALSE,szafirek białobrzuchy
Amazilia viridicauda,Green-and-white Hummingbird,gawhum1,40116,FALSE,szafirek zielonosterny
Amazilia tzacatl,Rufous-tailed Hummingbird,rtlhum,6106,TRUE,szmaragdzik brązowosterny
Amazilia castaneiventris,Chestnut-bellied Hummingbird,chbhum1,259282691,FALSE,szmaragdzik rudobrzuchy
Amazilia yucatanensis,Buff-bellied Hummingbird,bubhum,23954441,FALSE,szmaragdzik jukatański
Amazilia rutila,Cinnamon Hummingbird,cinhum1,199442,TRUE,szmaragdzik cynamonowy
Amazilia amazilia,Amazilia Hummingbird,amahum1,84904151,FALSE,szmaragdzik zielony
Amazilia leucogaster,Plain-bellied Emerald,plbeme1,172069741,FALSE,miłek nadbrzeżny
Amazilia versicolor,Versicolored Emerald,vereme1,90496871,FALSE,szmaragdzik modrogłowy
Amazilia brevirostris,White-chested Emerald,whceme1,221649,FALSE,miłek białogardły
Amazilia franciae,Andean Emerald,andeme1,18035,FALSE,szmaragdzik andyjski
Amazilia candida,White-bellied Emerald,whbeme1,207695311,FALSE,szafirek zielonosterny
Amazilia luciae,Honduran Emerald,honeme1,519021121,FALSE,szmaragdzik honduraski
Amazilia boucardi,Mangrove Hummingbird,manhum1,242225651,FALSE,szmaragdzik namorzynowy
Amazilia amabilis,Blue-chested Hummingbird,blchum1,203095391,FALSE,
Amazilia decora,Charming Hummingbird,chahum1,48154691,FALSE,szafirek strojny
Amazilia cyanocephala,Azure-crowned Hummingbird,azchum1,166718011,FALSE,szmaragdzik lazurowy
Amazilia beryllina,Berylline Hummingbird,berhum,291644941,FALSE,szmaragdzik berylowy
Amazilia cyanura,Blue-tailed Hummingbird,blthum1,177937741,FALSE,szmaragdzik modrosterny
Amazilia saucerrottei,Steely-vented Hummingbird,stvhum2,387654421,FALSE,
Amazilia cyanifrons,Indigo-capped Hummingbird,inchum1,469509331,FALSE,
Amazilia violiceps,Violet-crowned Hummingbird,vichum,245428751,FALSE,szmaragdzik fioletowy
Amazilia viridifrons,Green-fronted Hummingbird,grfhum1,47719331,FALSE,szmaragdzik zielonoczelny
Amazilia wagneri,Cinnamon-sided Hummingbird,,,FALSE,szmaragdzik zielonoczelny (wagneri)
Amazilia fimbriata,Glittering-throated Emerald,glteme1,315889311,FALSE,
Amazilia lactea,Sapphire-spangled Emerald,saseme1,494469371,FALSE,szafirek mleczny
Amazilia bartletti,Spot-vented Emerald,,,FALSE,szafirek mleczny (bartletti)
Amazilia rosenbergi,Purple-chested Hummingbird,puchum1,245905,FALSE,szafirek zdobny
Amazilia edward,Snowy-bellied Hummingbird,snbhum1,167226701,FALSE,szmaragdzik złotogrzbiety
Amazilia viridigaster,Green-bellied Hummingbird,grbhum1,165334091,FALSE,
Amazilia cupreicauda,Copper-tailed Hummingbird,gnbhum2,141887291,FALSE,szmaragdzik miedzianosterny
Amazilia tobaci,Copper-rumped Hummingbird,corhum1,366083081,FALSE,szmaragdzik rudorzytny
Amazilia sapphirina,Rufous-throated Hummingbird,,,FALSE,szafirek rdzawobrody
Amazilia humboldtii,Humboldt's Hummingbird,,,FALSE,szafirek kolumbijski
Amazilia grayi,Gray's Hummingbird,,,FALSE,szafirek niebieskogłowy
Trochilus polytmus,Red-billed Streamertail,stream2,173316381,FALSE,koliber czarnogłowy/czarnodzioby
Trochilus scitulus,Black-billed Streamertail,stream3,204456,FALSE,koliber czarnodzioby
Chrysuronia oenone,Golden-tailed Sapphire,gotsap1,68846,FALSE,złotogonek
Goethalsia bella,Pirre Hummingbird,ruchum1,195030421,FALSE,diamencik rudosterny
Goldmania violiceps,Violet-capped Hummingbird,vichum1,51649,FALSE,diamencik modrogłowy
Lepidopyga coeruleogularis,Sapphire-throated Hummingbird,sathum1,621885575,FALSE,
Lepidopyga lilliae,Sapphire-bellied Hummingbird,sabhum1,167379,FALSE,miłek namorzynowy
Lepidopyga goudoti,Shining-green Hummingbird,shghum1,395654271,FALSE,miłek zielony
Juliamyia julie,Violet-belied Hummingbird,,,FALSE,szafirek niebieskobrzuchy
Hylocharis eliciae,Blue-throated Goldentail,bltgol1,51785961,FALSE,szafirek białouchy
Hylocharis cyanus,White-chinned Sapphire,whcsap1,624733747,FALSE,szafirek rdzawobrody
Hylocharis chrysura,Gilded Hummingbird,gilhum1,114385521,TRUE,szafirek złotawy
Basilinna xantusii,Xanthus's Hummingbird,xanhum,616382357,FALSE,szafirek rudobrzuchy
Basilinna leucotis,White-eared Hummingbird,whehum,373787061,FALSE,szafirek białouchy
Sternoclyta cyanopectus,Violet-chested Hummingbird,vichum2,287226,FALSE,fiołkowik
Hylonympha macrocerca,Scissor-tailed Hummingbird,scthum1,382591891,FALSE,nożycosterek
Eugenes fulgens,Magnificent Hummingbird,maghum1,401927741,FALSE,ametyścik cienkodzioby
Panterpe insignis,Fiery-throated Hummingbird,fithum1,46235681,TRUE,złotniczek
Heliomaster constantii,Plain-capped Starthroat,plcsta,109155,FALSE,aksamitek białowąsy
Heliomaster longirostris,Long-billed Starthroat,lobsta1,451442311,FALSE,aksamitek długodzioby
Heliomaster squamosus,Stripe-breasted Starthroat,stbsta1,520946891,TRUE,aksamitek łuskowany
Heliomaster furcifer,Blue-tufted Starthroat,bltsta2,217496,TRUE,aksamitek brodaty
Lampornis viridipallens,Green-throated Mountain-gem,gtmgem1,101,FALSE,malachicik zielonogardły
Lampornis sybillae,Green-breasted Mountain-gem,gbmgem1,141285911,FALSE,malachicik zielony
Lampornis amethystinus,Amethyst-throated Hummingbird,amthum1,615523568,FALSE,malachicik ametystowy
Lampornis clemenciae,Blue-throated Hummingbird,buthum,452435381,FALSE,malachicik ciemny
Lampornis hemileucus,White-bellied Mountain-gem,wbmgem1,558718511,FALSE,malachicik białobrzuchy
Lampornis calolaemus,Purple-throated Mountain-gem,ptmgem,72830,FALSE,malachicik purpurowogardły
Lampornis cinereicauda,Grey-tailed Mountain-gem,,,FALSE,malachicik białogardły (cinereicauda)
Lampornis castaneoventris,White-throated Mountain-gem,wtmgem1,615159475,FALSE,malachicik białogardły
Lamprolaima rhami,Garnet-throated Hummingbird,gathum1,362559071,FALSE,tęczownik
Myrtis fanny,Purple-collared Woodstar,pucwoo1,630769732,FALSE,cęgosterek
Eulidia yarrellii,Chilean Woodstar,chiwoo1,651868516,FALSE,brzęczek chilijski
Rhodopis vesper,Oasis Hummingbird,oashum1,439762321,TRUE,oazik
Thaumastura cora,Peruvian Sheartail,pershe2,439751101,FALSE,brzytwosterek
Chaetocercus mulsant,White-bellied Woodstar,whbwoo6,509223161,TRUE,brzęczek białobrzuchy
Chaetocercus bombus,Little Woodstar,litwoo5,203979441,FALSE,brzęczek trzmieli
Chaetocercus heliodor,Gorgeted Woodstar,gorwoo2,68289161,FALSE,brzęczek kryzowany
Chaetocercus astreans,Santa Marta Woodstar,samwoo2,608697168,FALSE,brzęczek kolumbijski
Chaetocercus berlepschi,Esmeraldas Woodstar,esmwoo2,471713701,FALSE,brzęczek oliwkowy
Chaetocercus jourdanii,Rufous-shafted Woodstar,ruswoo1,249144041,FALSE,brzęczek rdzawosterny
Myrmia micrura,Short-tailed Woodstar,shtwoo1,471976321,TRUE,lilipucik
Microstilbon burmeisteri,Slender-tailed Woodstar,sltwoo1,617549628,FALSE,brzęczek cienkosterny
Calliphlox amethystina,Amethyst Woodstar,amewoo1,622627532,TRUE,ametystowczyk amazoński
Calliphlox evelynae,Bahama Woodstar,bahwoo,32872721,FALSE,
Calliphlox bryantae,Magenta-throated Woodstar,matwoo1,469921491,FALSE,koliberek kostarykański
Calliphlox mitchellii,Purple-throated Woodstar,putwoo1,203699321,FALSE,koliberek andyjski
Doricha enicura,Slender Sheartail,sleshe1,474780291,FALSE,koliberek brzytwosterny
Doricha eliza,Mexican Sheartail,mexshe1,33207121,FALSE,koliberek widłosterny
Tilmatura dupontii,Sparkling-tailed Woodstar,spthum1,85419291,FALSE,ametystowczyk jaskółczy
Calothorax lucifer,Lucifer Hummingbird,luchum,456261851,FALSE,koliberek pustynny
Calothorax pulcher,Beautiful Hummingbird,beahum1,475161391,FALSE,koliberek wspaniały
Mellisuga minima,Vervain Hummingbird,verhum1,203886251,FALSE,koliberek miodowy
Mellisuga helenae,Bee Hummingbird,beehum1,121901,TRUE,koliberek hawański
Calypte anna,Anna's Hummingbird,annhum,406556071,TRUE,Koliberek Żarogłowy
Calypte costae,Costa's Hummingbird,coshum,203939681,FALSE,koliberek kalifornijski
Archilochus alexandri,Black-chinned Hummingbird,bkchum,220757581,TRUE,Koliberek czarnobrody
Archilochus colubris,Ruby-throated Hummingbird,rthhum,604314061,TRUE,Koliberek Rubinobrody
Selasphorus platycercus,Broad-tailed Hummingbird,brthum,303538531,FALSE,rudaczek szerokosterny
Selasphorus calliope,Calliope Hummingbird,calhum,283565581,FALSE,rudaczek liliobrody
Selasphorus rufus,Rufous Hummingbird,rufhum,457241371,TRUE,rudaczek północny
Selasphorus sasin,Allen's Hummingbird,allhum,123291231,FALSE,rudaczek kalifornijski
Selasphorus flammula,Volcano Hummingbird,volhum1,49402841,FALSE,rudaczek kryzowany
Selasphorus scintilla,Scintillant Hummingbird,scihum1,186080321,FALSE,rudaczek malutki
Selasphorus ardens,Glow-throated Hummingbird,glthum1,616224105,FALSE,rudaczek panamski
Atthis heloisa,Bumblebee Hummingbird,bumhum,203996491,FALSE,trzmielak większy
Atthis ellioti,Wine-throated Hummingbird,withum1,20352,FALSE,trzmielak mniejszy
OPISTHOCOMIFORMES,,,,FALSE,
Opisthocomus hoazin,Hoatzin,hoatzi1,325134081,TRUE,hoacyn
Clamator jacobinus,Jacobin Cuckoo,piecuc1,8204,FALSE,kukułka czarno-biała
Clamator levaillantii,Levaillant's Cuckoo,levcuc1,8206,FALSE,kukułka żałobna
Clamator coromandus,Chestnut-winged Cuckoo,chwcuc1,618704316,FALSE,kukułka rdzawoskrzydła
Clamator glandarius,Great Spotted Cuckoo,grscuc1,59209431,FALSE,kukułka czubata
Coccycua minuta,Little Cuckoo,litcuc2,303630481,FALSE,kukawczyk rdzawy
Coccycua pumila,Dwarf Cuckoo,dwacuc1,71989,FALSE,kukawczyk mały
Coccycua cinerea,Ash-colored Cuckoo,asccuc1,613645477,FALSE,kukawczyk popielaty
Piaya mexicana,Mexican Squirrel-cuckoo,squcuc2,109209,FALSE,rudzianka rdzawosterna
Piaya cayana,Squirrel Cuckoo,squcuc1,373492111,TRUE,rudzianka wielka/krasnodzioba
Piaya melanogaster,Black-bellied Cuckoo,blbcuc1,203919001,FALSE,rudzianka krasnodzioba
Coccyzus americanus,Yellow-billed Cuckoo,yebcuc,634354421,TRUE,Kukawik Żółtodzioby
Coccyzus euleri,Pearly-breasted Cuckoo,pebcuc1,318062371,FALSE,kukawik białobrzuchy
Coccyzus minor,Mangrove Cuckoo,mancuc,100789631,FALSE,kukawik namorzynowy
Coccyzus ferrugineus,Cocos Cuckoo,coccuc1,512767411,FALSE,kukawik rdzawoskrzydły
Coccyzus melacoryphus,Dark-billed Cuckoo,dabcuc1,132854,FALSE,kukawik brunatny
Coccyzus erythrophtalmus,Black-billed Cuckoo,bkbcuc,479617311,FALSE,kukawik czarnodzioby
Coccyzus lansbergi,Grey-capped Cuckoo,gyccuc,203930011,FALSE,kukawik rdzawy
Coccyzus pluvialis,Chestnut-bellied Cuckoo,chbcuc4,203886231,FALSE,kukawik siwogardły
Coccyzus rufigularis,Bay-breasted Cuckoo,babcuc4,75700181,FALSE,kukawik rdzawogardły
Coccyzus merlini,Cuban Lizard-cuckoo,grelic1,203885341,FALSE,jaszczurkojad duży
Coccyzus bahamensis,Bahama Lizard-cuckoo,,,FALSE,
Coccyzus vetula,Jamaican Lizard-cuckoo,jamlic1,203886271,FALSE,jaszczurkojad ciemnogłowy
Coccyzus longirostris,Hispaniolan Lizard-cuckoo,hislic1,181775701,FALSE,jaszczurkojad szary
Coccyzus vieilloti,Puerto Rican Lizard-cuckoo,purlic1,204011811,FALSE,jaszczurkojad brązowy
†Nannococcyx psix,St Helena Cuckoo,,,FALSE,
Pachycoccyx audeberti,Thick-billed Cuckoo,thbcuc1,586937891,FALSE,kukułka grubodzioba
Microdynamis parva,Dwarf Koel,dwakoe1,166190461,FALSE,kukiel karłowaty
Eudynamys scolopaceus,Asian Koel,asikoe2,85461311,TRUE,Kukiel Wielki
Eudynamys orientalis,Eastern Koel,asikoe3,44253641,FALSE,kukiel pacyficzny
Urodynamys taitensis,Long-tailed Koel,lotkoe1,203924211,FALSE,kukiel długosterny
Scythrops novaehollandiae,Channel-billed Cuckoo,chbcuc2,191800241,FALSE,żłobianka
Chalcites megarhynchus,Long-billed Cuckoo,lobcuc1,628921068,FALSE,kukułeczka długodzioba
Chalcites basalis,Horsfield's Bronze-cuckoo,hobcuc1,643176739,TRUE,kukułeczka brązowa
Chalcites osculans,Black-eared Cuckoo,blecuc1,608848789,FALSE,kukułeczka czarnoucha
Chalcites ruficollis,Rufous-throated Bronze-cuckoo,rtbcuc1,203981571,FALSE,kukułeczka rdzawogardła
Chalcites lucidus,Shinning Bronze-cuckoo,shbcuc1,265311091,FALSE,kukułeczka jarzębata
Chalcites meyeri,White-eared Bronze-cuckoo,webcuc1,167078,FALSE,kukułeczka białoucha
Chalcites minutillus,Little Bronze-cuckoo,libcuc1,549280871,FALSE,kukułeczka zielonogłowa
Chalcites crassirostris,Pied Bronze-cuckoo,litbrc5,203925991,FALSE,kukuleczka srokata
Chrysococcyx maculatus,Asian Emerald Cuckoo,asecuc1,438463741,FALSE,kukułeczka szmaragdowa
Chrysococcyx xanthorhynchus,Violet Cuckoo,viocuc1,203955281,TRUE,Kukułeczka Ametystowa
Chrysococcyx flavigularis,Yellow-throated Cuckoo,yetcuc1,236554,FALSE,kukułeczka żółtogardła
Chrysococcyx klaas,Klaas's Cuckoo,klacuc1,8203,FALSE,kukułeczka białobrzucha
Chrysococcyx cupreus,African Emerald Cuckoo,afecuc1,51431,FALSE,kukułeczka złocista
Chrysococcyx caprius,Diederik Cuckoo,didcuc1,8593,FALSE,kukułeczka pstra
Cacomantis castaneiventris,Chestnut-breasted Cuckoo,chbcuc3,204010961,FALSE,kukułka kasztanowobrzucha
Cacomantis flabelliformis,Fan-tailed Cuckoo,fatcuc1,123962531,FALSE,kukułka wachlarzowata
Cacomantis sonneratii,Banded Bay Cuckoo,babcuc2,234136261,FALSE,kukułka jarzębata
Cacomantis merulinus,Plaintive Cuckoo,placuc1,169228561,FALSE,kukułka siwogardła/siwobrzucha
Cacomantis passerinus,Grey-bellied Cuckoo,placuc3,326554521,FALSE,kukułka siwobrzucha
Cacomantis variolosus,Brush Cuckoo,brucuc3,627159029,FALSE,kukułka płowa
Cacomantis aeruginosus,Moluccan Cuckoo,molcuc1,615678054,FALSE,kukułka malutka
Heteroscenes pallidus,Pallid Cuckoo,palcuc1,647554498,FALSE,kukułka blada
Caliechthrus leucolophus,White-crowned Cuckoo,whckoe1,203961631,FALSE,kukułka białogłowa
