Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,hu
Columba eversmanni,Yellow-eyed Pigeon,pabpig1,593116931,FALSE,sárgaszemű galamb
Columba oliviae,Somali Pigeon,sompig1,,FALSE,szomáli galamb
Columba palumbus,Common Woodpigeon,cowpig1,596974791,TRUE,Örvös galamb
Columba trocaz,Madeira Laurel-pigeon,tropig1,630593112,FALSE,Madeirai babérgalamb
Columba bollii,Dark-tailed Laurel-pigeon,bolpig1,546706221,FALSE,szürkefejű babérgalamb
Columba junoniae,White-tailed Laurel-pigeon,laupig1,585551391,FALSE,Szürkefarkú babérgalamb
Columba unicincta,Afep Pigeon,afepig1,396914281,FALSE,kongói galamb
Columba arquatrix,African Olive-pigeon,rampig1,279036,FALSE,
Columba sjostedti,Cameroon Olive-pigeon,campig1,310288,FALSE,kameruni olajgalamb
Patagioenas plumbea,Plumbeous Pigeon,plupig2,121761,FALSE,
Patagioenas subvinacea,Ruddy Pigeon,rudpig,203954101,FALSE,bíborgalamb
Patagioenas nigrirostris,Short-billed Pigeon,shbpig,3900,FALSE,rövidcsőrű galamb
Patagioenas goodsoni,Dusky Pigeon,duspig2,406904711,FALSE,Goodson-galamb
Starnoenas cyanocephala,Blue-headed Quail-dove,bhqdov1,170760231,FALSE,fogolygalamb
Geotrygon purpurata,Purple Quail-dove,sapqud1,246772,FALSE,
Geotrygon saphirina,Sapphire Quail-dove,sapqud2,317750351,FALSE,
Geotrygon versicolor,Crested Quail-dove,crqdov1,56141,FALSE,rövidcopfos földigalamb
Geotrygon caniceps,Grey-headed Quail-dove,gfqdov,631862825,FALSE,
Geotrygon leucometopia,White-fronted Quail-dove,wfqdov,430032981,FALSE,
Geotrygon montana,Ruddy Quail-dove,ruqdov,619306344,FALSE,
Geotrygon violacea,Violaceous Quail-dove,viqdov1,614107413,FALSE,püspök földigalamb
Geotrygon chrysia,Key West Quail-dove,kwqdov,612777306,FALSE,bahama-szigeteki földigalamb
Geotrygon mystacea,Bridled Quail-dove,brqdov1,531391691,FALSE,bajszos földigalamb
Leptotrygon veraguensis,Olive-backed Quail-dove,obqdov1,380182121,FALSE,Verragua-földigalamb
Leptotila verreauxi,White-tipped Dove,whtdov,65761771,TRUE,pufókgerle
Leptotila jamaicensis,Caribbean Dove,cardov1,203886341,FALSE,jamaicai pufókgerle
Leptotila cassini,Grey-chested Dove,,,FALSE,szürkemellű pufókgerle
Leptotila conoveri,Tolima Dove,toldov1,40705831,FALSE,tolima pufókgerle
Leptotila ochraceiventris,Ochre-bellied Dove,ocbdov1,608668530,FALSE,okkerszínű pufókgerle
Leptotila plumbeiceps,Grey-headed Dove,gyhdov1,195263,FALSE,
Leptotila battyi,Brown-backed Dove,,,FALSE,panamai pufógerle
Leptotila rufaxilla,Grey-fronted Dove,grfdov1,203930841,FALSE,
Leptotila wellsi,Grenada Dove,gredov1,203907601,FALSE,grenadai pufókgerle
Leptotila pallida,Pallid Dove,paldov1,633734293,FALSE,fakó pufókgerle
Leptotila megalura,Yungas Dove,latdov1,243565,FALSE,fehérképű pufókgerle
Zentrygon carrikeri,Tuxtla Quail-dove,tuqdov1,49378221,FALSE,
Zentrygon costaricensis,Buff-fronted Quail-dove,bfqdov1,203977631,FALSE,Costa Rica-i földigalamb
Zentrygon lawrencii,Purplish-backed Quail-dove,pbqdov1,449555831,FALSE,
Zentrygon albifacies,White-faced Quail-dove,wfqdov1,599613601,FALSE,fehércsíkos földigalamb
Zentrygon frenata,White-throated Quail-dove,wtqdov1,244327121,FALSE,fehérképű földigalamb
Zentrygon linearis,Lined Quail-dove,liqdov1,388496311,FALSE,csíkos földigalamb
Zentrygon chiriquensis,Chiriqui Quail-dove,chqdov1,414899251,FALSE,chiriqui földigalamb
Zentrygon goldmani,Russet-crowned Quail-dove,rcqdov1,25828,FALSE,Goldman-földigalamb
Zenaida asiatica,White-winged Dove,whwdov,45201,FALSE,
Zenaida meloda,West Peruvian Dove,wepdov1,617195384,FALSE,nyugati gerle
Zenaida aurita,Zenaida Dove,zendov,587822231,FALSE,
Zenaida galapagoensis,Galapagos Dove,galdov1,,FALSE,galápagosi gerle
Zenaida auriculata,Eared Dove,eardov1,304337541,FALSE,fülfoltos gerle
Zenaida macroura,Mourning Dove,moudov,166991841,TRUE,Sirató gerle
Zenaida graysoni,Socorro Dove,socdov1,,FALSE,socorrói gerle
Columbina inca,Inca Dove,incdov,323357141,TRUE,inkagalambocska
Columbina squammata,Scaled Dove,scadov1,361962741,FALSE,álarcos galambocska
Columbina passerina,Common Ground-dove,cogdov,72177791,FALSE,verébgalambocska
Columbina minuta,Plain-breasted Ground-dove,pbgdov1,486168571,FALSE,homokszínű galambocska
Columbina buckleyi,Ecuadorian Ground-dove,ecgdov1,245670,FALSE,ecuadori galambocska
Columbina talpacoti,Ruddy Ground-dove,rugdov,366075111,TRUE,fahéjszínű galambocska
Columbina picui,Picui Dove,pigdov1,417810661,FALSE,picui galambocska
Columbina cruziana,Croaking Ground-dove,crgdov1,126307991,FALSE,aranycsőrű galambocska
Columbina cyanopis,Blue-eyed Ground-dove,begdov2,90449681,FALSE,kékszemű galambocska
Claravis pretiosa,Blue Ground-dove,blgdov1,324771451,FALSE,ékszer galambocska
Claravis mondetoura,Maroon-chested Ground-dove,,,FALSE,Monetour-galambocska
Claravis geoffroyi,Purple-winged Ground-dove,,,FALSE,sávos ezüstgalamb
Metriopelia ceciliae,Bare-faced Ground-dove,bfgdov1,556971381,FALSE,csupaszszemű galambocska
Metriopelia morenoi,Moreno's Ground-dove,begdov1,606162511,FALSE,Moreno galambocska
Metriopelia melanoptera,Black-winged Ground-dove,bwgdov1,636761606,FALSE,feketeszárnyú galambocska
Metriopelia aymara,Golden-spotted Ground-dove,gsgdov1,616273120,FALSE,aymara galambocska
Uropelia campestris,Long-tailed Ground-dove,ltgdov1,634078541,FALSE,Campos galambocska
Henicophaps albifrons,New Guinea Bronzewing,negbro1,485351231,FALSE,új-guineai bronzgalamb
Henicophaps foersteri,New Britain Bronzewing,nebbro1,,FALSE,új-brittaniai bronzgalamb
Gallicolumba luzonica,Luzon Bleeding-heart,lubhea1,623717070,TRUE,luzoni csillagosgalamb
Gallicolumba crinigera,Mindanao Bleeding-heart,minblh1,617162599,FALSE,mindanaói csillagosgalamb
Gallicolumba platenae,Mindoro Bleeding-heart,mibhea2,,FALSE,mindorói csillagosgalamb
Gallicolumba keayi,Negros Bleeding-heart,nebhea1,609056769,FALSE,negrosi csillagosgalamb
Gallicolumba menagei,Sulu Bleeding-heart,subhea1,,FALSE,tawi-tawi csillagosgalamb
Gallicolumba tristigmata,Sulawesi Ground-dove,sugdov1,643871473,FALSE,kontyos csillagosgalamb
Gallicolumba rufigula,Cinnamon Ground-dove,cigdov2,310281,FALSE,aranymellű csillagosgalamb
Alopecoenas hoedtii,Wetar Ground-dove,,,FALSE,Wetar csillagosgalamb
Alopecoenas jobiensis,White-breasted Ground-dove,,,FALSE,jobi csillagosgalamb
Alopecoenas kubaryi,Caroline Ground-dove,,,FALSE,karolina-szigeteki csillagosgalamb
Alopecoenas xanthonurus,White-throated Ground-dove,,,FALSE,fehértorkú csillagosgalmb
Alopecoenas erythropterus,Polynesian Ground-dove,,,FALSE,tahiti csillagosgalamb
Alopecoenas rubescens,Marquesas Ground-dove,,,FALSE,marqueses-szigeteki csillagosgalamb
Alopecoenas beccarii,Western Bronze Ground-dove,,,FALSE,szürkemellű csillagosgalamb
Alopecoenas johannae,Eastern Bronze Ground-dove,,,FALSE,
Alopecoenas canifrons,Palau Ground-dove,,,FALSE,palaui csillagosgalamb
Alopecoenas sanctaecrucis,Santa Cruz Ground-dove,,,FALSE,Santa Cruz szigeti csillagosgalamb
Alopecoenas stairi,Shy Ground-dove,,,FALSE,bíborvállú csillagosgalamb
†Alopecoenas ferrugineus,Tanna Ground-dove,,,FALSE,
†Alopecoenas salamonis,Thick-billed Ground-dove,,,FALSE,
Leucosarcia melanoleuca,Wonga Pigeon,wonpig1,235194091,FALSE,Vonga-galamb
Petrophassa rufipennis,Chestnut-quilled Rock-pigeon,cqrpig1,599593931,FALSE,vöröstükrös galamb
Petrophassa albipennis,White-quilled Rock-pigeon,wqrpig1,600189661,FALSE,fehértükrös galamb
Geophaps plumifera,Spinifex Pigeon,spipig2,447841361,FALSE,rőtbóbitás galamb
Geophaps ferruginea,Rufous-bellied Spinifex Pigeon,,,FALSE,
Geophaps scripta,Squatter Pigeon,squpig1,203886841,FALSE,
Geophaps smithii,Partridge Pigeon,parpig1,,FALSE,pikkelyesmellű galamb
Phaps chalcoptera,Common Bronzewing,combro1,612380258,FALSE,bronzszárnyú galamb
Phaps elegans,Brush Bronzewing,brubro1,609490053,FALSE,vörhenyes bronzgalamb
Phaps histrionica,Flock Bronzewing,flobro1,372574751,FALSE,harlekin galamb
Ocyphaps lophotes,Crested Pigeon,crepig1,612027094,TRUE,kontyos galamb
Geopelia cuneata,Diamond Dove,diadov1,623026041,FALSE,gyémántgalambocska
Geopelia striata,Zebra Dove,zebdov,210705001,TRUE,
Geopelia placida,Peaceful Dove,peadov1,614515636,TRUE,
Geopelia maugeus,Barred Dove,bardov2,168514,FALSE,timori zebragalambocska
Geopelia humeralis,Bar-shouldered Dove,basdov1,67703531,FALSE,rozsdásnyakú földigerle
Trugon terestris,Thick-billed Ground-pigeon,tbgpig2,251075521,FALSE,
Otidiphaps aruensis,White-naped Pheasant-pigeon,,,FALSE,
Otidiphaps nobilis,Green-naped Pheasant-pigeon Pigeon,phepig1,165704841,FALSE,fácángalamb
Otidiphaps cervicalis,Grey-naped Pheasant-pigeon Pigeon,,,FALSE,
Otidiphaps insularis,Black-naped Pheasant-pigeon Pigeon,,,FALSE,
†Microgoura meeki,Choiseul Pigeon,chopig1,,FALSE,
Goura cristata,Western Crowned-pigeon,wecpig1,90787351,FALSE,pompás koronásgalamb
Goura sclaterii,Slater's Crowned-pigeon,soucrp1,,FALSE,
Goura scheepmakeri,Scheepmaker's Crowned-pigeon,soucrp2,,FALSE,
Goura victoria,Victoria Crowned-pigeon,vicpig1,,FALSE,legyezős koronásgalamb
Caloenas nicobarica,Nicobar Pigeon,nicpig1,609070986,TRUE,sörényes galamb
†Caloenas maculata,Liverpool Pigeon,,,FALSE,
†Raphus cucullatus,Dodo,dodo1,,FALSE,
†Pezophaps solitaria,Rodriguez Solitaire,,,FALSE,
Didunculus strigirostris,Tooth-billed Pigeon,tobpig1,139881,FALSE,fogasgalamb
Chalcophaps indica,Grey-capped Emerald Dove,emedov2,231248421,TRUE,
Chalcophaps longirostris,Brown-capped Emerald Dove,emedov3,203995331,FALSE,
Chalcophaps stephani,Stephan's Dove,stedov1,141715181,FALSE,Stephan-galamb
Turtur chalcospilos,Emerald-spotted Wood-dove,eswdov1,203935301,FALSE,bronzfoltos erdeigerle
Turtur abyssinicus,Black-billed Wood-dove,bbwdov1,203896621,FALSE,feketecsőrű erdeigerle
Turtur afer,Blue-spotted Wood-dove,bswdov1,87083,FALSE,acélfoltos erdeigerle
Turtur tympanistria,Tambourine Dove,tamdov1,200584671,FALSE,fehérhasú erdeigerle
Turtur brehmeri,Blue-headed Wood-dove,bhwdov1,203922941,FALSE,kékfejű erdeigerle
Oena capensis,Namaqua Dove,namdov1,309672091,FALSE,álarcos gerle
Phapitreron leucotis,White-eared Brown-dove,whedov1,203894061,FALSE,fehérfülű gyümölcsgalamb
Phapitreron nigorum,Buff-eared Brown-dove,,,FALSE,
Phapitreron brevirostris,Short-billed Brown-dove,,,FALSE,
Phapitreron amethystinus,Amethyst Brown-dove,amedov1,204002461,FALSE,
Phapitreron maculipectus,Grey-breasted Brown-dove,,,FALSE,
Phapitreron frontalis,Cebu Brown-dove,,,FALSE,
Phapitreron brunneiceps,Dark-eared Brown-dove,daedov2,616461879,FALSE,
Phapitreron cinereiceps,Tawitawi Brown-dove,daedov3,700466,FALSE,
Treron fulvicollis,Cinnamon-headed Green-pigeon,cihpig1,625753891,FALSE,fahéjfejű zöldgalamb
Treron olax,Little Green-pigeon,ligpig1,622654568,FALSE,szürkefejű zöldgalamb
Treron vernans,Pink-necked Green-pigeon,pinpig3,281187,FALSE,rózsaszínhasú zöldgalamb
Treron bicinctus,Orange-breasted Green-pigeon,orbpig1,284061801,FALSE,bengáli lombgalamb
Treron phayrei,Ashy-headed Green-pigeon,pomgrp5,610052981,FALSE,
Treron affinis,Grey-fronted Green-pigeon,pomgrp2,132166161,FALSE,
Treron pompadora,Sri Lanka Green-pigeon,pogpig1,397101361,FALSE,
Treron chloropterus,Andaman Green-pigeon,pomgrp4,239611,FALSE,
Treron axilliaris,Philippine Green-pigeon,pomgrp1,312755541,FALSE,
Treron aromaticus,Buru Green-pigeon,pomgrp3,,FALSE,
Treron curvirostra,Thick-billed Green-pigeon,thbpig1,475687771,FALSE,
Treron griseicauda,Grey-cheeked Green-pigeon,gycpig1,609055514,FALSE,szürkemaszkos zöldgalamb
Treron teysmannii,Sumba Green-pigeon,sugpig2,609059147,FALSE,szumba szigeti zöldgalamb
Treron floris,Flores Green-pigeon,flgpig1,609059346,FALSE,floresi zöldgalamb
Treron psittaceus,Timor Green-pigeon,timgrp1,,FALSE,timori zöldgalamb
Treron capellei,Large Green-pigeon,lagpig1,164220,FALSE,vastagcsőrű zöldgalamb
Treron phoenicopterus,Yellow-footed Green-pigeon,yefpig1,284332,FALSE,sárgalábú zöldgalamb
Treron waalia,Bruce's Green-pigeon,brgpig1,609066847,FALSE,sárgahasú lombgalamb
Treron griveaudi,Comoro Green-pigeon,madgrp2,475229531,FALSE,
Treron australis,Madagascar Green-pigeon,madgrp1,501787691,FALSE,
Treron calvus,African Green-pigeon,afrgrp1,278152,FALSE,
Treron delalandii,Grey-breasted Green-pigeon,,,FALSE,
Treron pembaensis,Pemba Green-pigeon,pegpig1,137403,FALSE,pemba szigeti zöldgalamb
Treron sanctithomae,Sao Tome Green-pigeon,stgpig1,632785329,FALSE,São Thomé-i zöldgalamb
Treron apicauda,Pin-tailed Green-pigeon,pitpig1,284299,FALSE,nyílfarkú zöldgalamb
Treron oxyurus,Sumatran Green-pigeon,gnspig1,70466,FALSE,szumátrai zöldgalamb
Treron seimundi,Yellow-vented Green-pigeon,yevpig1,203918341,FALSE,fehérhasú zöldgalamb
Treron sphenurus,Wedge-tailed Green-pigeon,wetpig1,284789,FALSE,hegyesfarkú zöldgalamb
Treron sieboldii,White-bellied Green-pigeon,whbpig1,281305,FALSE,fehérhasú lombgalamb
Treron permagnus,Ryukyu Green-pigeon,,,FALSE,
Treron formosae,Taiwan Green-pigeon,whgpig1,203997511,FALSE,tajvani zöldgalamb
Ducula poliocephala,Pink-bellied Imperial-pigeon,pbipig1,203899211,FALSE,
Ducula forsteni,White-bellied Imperial-pigeon,wbipig1,203909321,FALSE,fehérhasú császárgalamb
Ducula mindorensis,Mindoro Imperial-pigeon,miipig2,,FALSE,mindoroi császárgalamb
Ducula radiata,Grey-headed Imperial-pigeon,gyhimp1,,FALSE,szürkefejű császárgalamb
Ducula carola,Spotted Imperial-pigeon,spipig3,210123391,FALSE,pettyes császárgalamb
Ducula aenea,Green Imperial-pigeon,gripig1,219216111,FALSE,
Ducula oenothorax,Enggano Imperial-pigeon,grnimp5,611278399,FALSE,
Ducula perspicillata,Spectacled Imperial-pigeon,wheimp2,203906671,FALSE,
Ducula neglecta,Seram Imperial-pigeon,wheimp1,518185,FALSE,
Ducula concinna,Blue-tailed Imperial-pigeon,elipig1,203926111,FALSE,elegáns császárgalamb
Ducula pacifica,Pacific Imperial-pigeon,paipig1,203911021,FALSE,bütykös császárgalamb
Ducula oceanica,Micronesian Imperial-pigeon,miipig1,140141,FALSE,mikronéz császárgalamb
Ducula aurorae,Polynesian Imperial-pigeon,poipig1,203895651,FALSE,polinéz császárgalamb
Ducula galeata,Nukuhiva Imperial-pigeon,marimp1,203895691,FALSE,marqueses-szigeteki császárgalamb
Ducula rubricera,Red-knobbed Imperial-pigeon,rkipig1,203907931,FALSE,vörösbütykös császárgalamb
Ducula myristicivora,Spice Imperial-pigeon,spipig1,203981491,FALSE,
Ducula geelvinkiana,Geelvink Imperial-pigeon,spiimp2,203999121,FALSE,
Ducula rufigaster,Purple-tailed Imperial-pigeon,ptipig1,252110301,FALSE,
Ducula basilica,Cinnamon-bellied Imperial-pigeon,cbipig2,203906831,FALSE,fahéjmellű császárgalamb
Ducula obiensis,Rusty Imperial-pigeon,,,FALSE,
Ducula finschii,Finsch's Imperial-pigeon,fiipig1,203972751,FALSE,Finsch-császárgalamb
Ducula chalconota,Shining Imperial-pigeon,rufimp1,166194701,FALSE,fénylő császárgalamb
Ducula pistrinaria,Island Imperial-pigeon,isipig1,203910041,FALSE,
Ducula rosacea,Pink-headed Imperial-pigeon,phipig1,615673887,FALSE,rózsásfejű császárgalamb
Ducula whartoni,Christmas Imperial-pigeon,ciipig1,640647432,FALSE,karácsony-szigeti császárgalamb
Ducula pickeringii,Grey Imperial-pigeon,gryimp1,203892911,FALSE,borneói császárgalamb
Ducula latrans,Barking Imperial-pigeon,peipig1,203908501,FALSE,barnafarkú császárgalamb
Ducula brenchleyi,Chestnut-bellied Imperial-pigeon,cbipig1,247167,FALSE,Brenchley-császárgalamb
Ducula bakeri,Vanuatu Imperial-pigeon,baipig1,369658401,FALSE,Baker-császárgalamb
Ducula goliath,New Caledonian Imperial-pigeon,ncipig1,203908121,FALSE,új-kaledón császárgalamb
Ducula pinon,Pinon's Imperial-pigeon,piipig2,547941991,FALSE,pinon-szigeti császárgalamb
Ducula salvadori,Louisiade Imperial-pigeon,,,FALSE,
Ducula melanochroa,Bismarck Imperial-pigeon,biipig1,651259916,FALSE,bismarck-szigeti császárgalamb
Ducula mullerii,Collared Imperial-pigeon,coipig1,,FALSE,Müller-császárgalamb
Ducula zoeae,Zoe's Imperial-pigeon,zoeimp1,203994491,FALSE,örvös császárgalamb
Ducula cuprea,Nilgiri Imperial-pigeon,mouimp1,154167051,FALSE,
Ducula badia,Mountain Imperial-pigeon,moipig1,203904671,FALSE,
Ducula lacernulata,Dark-backed Imperial-pigeon,dbipig1,622024356,FALSE,feketehátú császárgalamb
Ducula cineracea,Timor Imperial-pigeon,tiipig1,203921641,FALSE,timori császárgalamb
Ducula bicolor,Pied Imperial-pigeon,piipig1,203923771,FALSE,
Ducula spilorrhoa,Torresian Imperial-pigeon,torimp1,374014111,FALSE,
Ducula luctuosa,White Imperial-pigeon,whiimp1,203944511,FALSE,fehér császárgalamb
Megaloprepria magnifica,Wompoo Fruit-dove,wofdov1,505683361,FALSE,
Megaloprepria formosa,Scarlet-breasted Fruit-dove,sbfdov1,203906931,FALSE,
Ramphiculus merrilli,Cream-bellied Fruit-dove,crbfrd1,609058226,FALSE,Merrill-gyümölcsgalamb
Ramphiculus marchei,Flame-breasted Fruit-dove,fbfdov1,204002581,FALSE,karmazsin gyümölcsgalamb
Ramphiculus leclancheri,Black-chinned Fruit-dove,bcfdov1,204000041,FALSE,feketeállú gyümölcsgalamb
Ramphiculus jambu,Jambu Fruit-dove,jafdov1,618196154,FALSE,jambu gyümölcsgalamb
Ramphiculus epius,Maroon-chinned Fruit-dove,macfrd1,649972374,FALSE,
Ramphiculus subgularis,Banggai Fruit-dove,macfrd3,203907281,FALSE,barnaállú gyümölcsgalamb
Ramphiculus mangoliensis,Sula Fruit-dove,macfrd2,203903121,FALSE,
Ramphiculus fischeri,Red-eared Fruit-dove,refdov1,190327291,FALSE,vörösfülű gyümölcsgalamb
Ramphiculus meridionalis,Lompobattang Fruit-dove,,,FALSE,
Ramphiculus occipitalis,Yellow-breasted Fruit-dove,ybfdov2,203883291,FALSE,sárgamellű gyümölcsgalamb
†Alectroenas nitidissimus,Mauritius Blue-pigeon,mabpig2,,FALSE,
†Alectroenas payandeei,Rodrigues Blue-pigeon,rodblp1,,FALSE,
Alectroenas madagascariensis,Madagascar Blue-pigeon,mabpig1,257660671,FALSE,madagaszkári gyümölcsgalamb
Alectroenas sganzini,Comoro Blue-pigeon,cobpig1,,FALSE,comore-szigeteki gyümölcsgalamb
Alectroenas pulcherrimus,Seychelles Blue-pigeon,sebpig1,627706623,FALSE,seychelles-szigeteki gyümölcsgalamb
Drepanoptila holosericea,Cloven-feathered Dove,clfdov1,203908101,FALSE,
Chrysoena victor,Orange Dove,oradov1,203906411,FALSE,narancsszínű gyümölcsgalamb
Chrysoena luteovirens,Golden Dove,goldov1,203906441,FALSE,aranyos gyümölcsgalamb
Chrysoena viridis,Whistling Dove,veldov1,203906401,FALSE,
Ptilinopus nainus,Dwarf Fruit-dove,dwafrd1,251075711,FALSE,törpe gyümölcsgalamb
Ptilinopus arcanus,Negros Fruit-dove,nefdov1,,FALSE,negrosi gyümölcsgalamb
Ptilinopus melanospilus,Black-napped Fruit-dove,bknfrd1,203891191,FALSE,feketesapkás gyümölcsgalamb
Ptilinopus cinctus,Black-backed Fruit-dove,bbfdov1,609070557,FALSE,
Ptilinopus alligator,Gry-rumped Fruit-dove,bbfdov2,164363011,FALSE,
Ptilinopus dohertyi,Red-naped Fruit-dove,rnfdov1,199785431,FALSE,
Ptilinopus porphyreus,Pink-headed Fruit-dove,phfdov1,246350021,FALSE,rózsásfejű gyümölcsgalamb
Ptilinopus temminckii,Western Superb Fruit-dove,,,FALSE,
Ptilinopus superbus,Eastern Superb Fruit-dove,sufdov1,203979241,FALSE,pompás gyümölcsgalamb
Ptilinopus rivoli,White-bibbed Fruit-dove,whbfrd1,630285186,FALSE,
Ptilinopus speciosus,Geelvink Fruit-dove,yebfrd1,203692261,FALSE,
Ptilinopus solomonensis,Yellow-banded Fruit-dove,yebfrd2,203907871,FALSE,
Ptilinopus tannensis,Tanna Fruit-dove,tafdov1,320220801,FALSE,tanna-szigeti gyümölcsgalamb
Ptilinopus hyogastrus,Grey-headed Fruit-dove,gyhfrd1,203906721,FALSE,kékfejű gyümölcsgalamb
Ptilinopus granulifrons,Carunculated Fruit-dove,cafdov1,63848881,FALSE,
Ptilinopus wallacii,Wallace's Fruit-dove,wafdov1,203925881,FALSE,fehértorkú gyümölcsgalamb
Ptilinopus aurantiifrons,Orange-fronted Fruit-dove,offdov1,640007110,FALSE,aranyfejű gyümölcsgalamb
Ptilinopus ornatus,Western Ornate Fruit-dove,orfdov1,204011041,FALSE,ékszer gyümölcsgalamb
Ptilinopus gestroi,Eastern Ornate Fruit-dove,,,FALSE,
Ptilinopus perlatus,Pink-spotted Fruit-dove,psfdov1,639775376,FALSE,gyöngyös gyümölcsgalamb
Ptilinopus iozonus,Orange-bellied Fruit-dove,obfdov1,522761261,FALSE,narancshasú gyümölcsgalamb
Ptilinopus insolitus,Knob-billed Fruit-dove,kbfdov1,490046151,FALSE,bismarck-szigeteki gyümölcsgalamb
Ptilinopus viridis,Clared-breasted Fruit-dove,cbfdov1,203910081,FALSE,
Ptilinopus eugeniae,White-headed Fruit-dove,whfdov2,117225481,FALSE,
Ptilinopus pulchellus,Beautiful Fruit-dove,befdov1,203976671,FALSE,vörössapkás gyümölcsgalamb
Ptilinopus monacha,Blue-capped Fruit-dove,bcfdov2,203906731,FALSE,kéksapkás gyümölcsgalamb
Ptilinopus coronulatus,Coroneted Fruit-dove,cofdov1,204011031,FALSE,koronás gyümölcsgalamb
Ptilinopus regina,Rose-crowned Fruit-dove,rcfdov1,203925871,FALSE,
†Ptilinopus mercierii,Red-moustached Fruit-dove,rmfdov1,,FALSE,
Ptilinopus dupetithouarsii,White-capped Fruit-dove,wcfdov1,203895671,FALSE,fehérsapkás gyümölcsgalamb
Ptilinopus pelewensis,Palau Fruit-dove,pafdov1,140143,FALSE,palaui gyümölcsgalamb
Ptilinopus richardsii,Silver-capped Fruit-dove,scfdov1,203905871,FALSE,ezüstsapkás gyümölcsgalamb
Ptilinopus roseicapilla,Mariana Fruit-dove,mafdov2,124304021,FALSE,mariana-szigeteki gyömölcsgalamb
Ptilinopus ponapensis,Pohnpei Fruit-dove,pucfrd1,139991,FALSE,
Ptilinopus hernsheimi,Kosrae Fruit-dove,kosfrd1,55627,FALSE,
Ptilinopus greyi,Red-bellied Fruit-dove,rbfdov1,203912231,FALSE,Grey-gyümölcsgalamb
Ptilinopus porphyraceus,Tongan Fruit-dove,ccfdov1,203912931,FALSE,
Ptilinopus fasciatus,Samoan Fruit-dove,,,FALSE,
Ptilinopus perousii,Many-coloured Fruit-dove,mcfdov1,203908351,TRUE,sárgás gyümölcsgalamb
Ptilinopus huttoni,Rapa Fruit-dove,rafdov1,,FALSE,rapa-szigeti gyümölcsgalamb
Ptilinopus insularis,Henderson Fruit-dove,hifdov1,203895681,FALSE,henderson-szigeti gyümölcsgalamb
Ptilinopus chalcurus,Makatea Fruit-dove,mafdov1,203895661,FALSE,makatea-szigeti gyümölcsgalamb
Ptilinopus coralensis,Atoll Fruit-dove,atfdov1,203895741,FALSE,
Ptilinopus chrysogaster,Raiatea Fruit-dove,gygfrd2,203895731,FALSE,
Ptilinopus rarotongensis,Rarotonga Fruit-dove,cifdov1,64543,FALSE,cook-szigeteki gyümölcsgalamb
Ptilinopus purpuratus,Grey-green Fruit-dove,gygfrd1,94994,FALSE,
Hemiphaga novaeseelandiae,New Zealand Pigeon,nezpig2,363058921,TRUE,
Hemiphaga chathamensis,Chatham Pigeon,nezpig3,,FALSE,
Cryptophaps poecilorrhoa,Sombre Pigeon,sompig2,642839894,FALSE,Foltoshasú gyümölcsgalamb
Gymnophaps albertisii,Papuan Mountain-pigeon,pampig2,285735251,FALSE,pápua gyümölcsgalamb
Gymnophaps stalkeri,Seram Mountain-pigeon,lotmop2,518107,FALSE,
Gymnophaps mada,Buru Mountain-pigeon,lotmop1,,FALSE,
Gymnophaps solomonensis,Pale Mountain-pigeon,pampig1,,FALSE,malaita-szigeti gyümölcsgalamb
Lopholaimus antarcticus,Topknot Pigeon,toppig1,622991696,FALSE,kontyos gyümölcsgalamb
PTEROCLIFORMES,,,,FALSE,
PTEROCLIDAE,Sandgrouse,,,FALSE,
Syrrhaptes paradoxus,Pallas's Sandgrouse,palsan1,503629661,FALSE,Talpastyúk
Syrrhaptes tibetanus,Tibetan Sandgrouse,tibsan1,643583811,FALSE,tibeti talpastyúk
Pterocles orientalis,Black-bellied Sandgrouse,blbsan1,633728529,FALSE,feketehasú pusztaityúk
Pterocles namaqua,Namaqua Sandgrouse,namsan1,221449,FALSE,kalahári pusztaityúk
Pterocles exustus,Chestnut-bellied Sandgrouse,chbsan,21726131,FALSE,Barnahasú puszataityúk
Pterocles senegallus,Spotted Sandgrouse,sposan1,547505111,FALSE,Pettyes pusztaityúk
Pterocles gutturalis,Yellow-throated Sandgrouse,yetsan1,310309,FALSE,sárgatorkú pusztaityúk
Pterocles personatus,Madagascar Sandgrouse,madsan1,95979,FALSE,álarcos pusztaityúk
Pterocles coronatus,Crowned Sandgrouse,crosan1,391579761,FALSE,koronás pusztaityúk
Pterocles alchata,Pin-tailed Sandgrouse,pitsan1,440092611,FALSE,nyílfarkú pusztaityúk
Pterocles burchelli,Burchell's Sandgrouse,bursan1,277969,FALSE,pettyes pusztaityúk
Pterocles decoratus,Black-faced Sandgrouse,blfsan1,21585121,FALSE,fehérbegyű pusztaityúk
Pterocles bicinctus,Double-banded Sandgrouse,dobsan1,282307491,FALSE,kétöves pusztaityúk
Pterocles quadricinctus,Four-banded Sandgrouse,fobsan1,204022371,FALSE,négyöves pusztaityúk
Pterocles lichtensteinii,Lichtenstein's Sandgrouse,licsan1,204005001,FALSE,Csíkos pusztaityúk
Pterocles indicus,Painted Sandgrouse,paisan1,623697473,FALSE,indiai pusztaityúk
CAPRIMULGIFORMES,,,,FALSE,
STEATORNITHIDAE,Oilbird,oilbir1,599958121,TRUE,
