Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,hu
Enicognathus leptorhynchus,Slender-billed Parakeet,slbpar1,331276181,FALSE,hosszúcsőrű papagáj
Cyanoliseus patagonus,Burrowing Parakeet,burpar,615109308,FALSE,üregi papagáj
Anodorhynchus hyacinthinus,Hyacinth Macaw,hyamac1,34876,FALSE,jácintkék ara
Anodorhynchus leari,Lear's Macaw,indmac1,57775,FALSE,kobaltkék ara
Anodorhynchus glaucus,Glaucous Macaw,glamac1,,FALSE,tengerkék arara
Rhynchopsitta pachyrhyncha,Thick-billed Parrot,thbpar,261407841,FALSE,
Rhynchopsitta terrisi,Maroon-fronted Parrot,mafpar1,89565,FALSE,barnafejű ararapapagáj
Eupsittula astec,Aztec Parakeet,,,FALSE,
Eupsittula nana,Olive-throated Parakeet,oltpar1,103345,FALSE,jamaicai aratinga
Eupsittula canicularis,Orange-fronted Parakeet,orfpar,461398001,FALSE,narancshomlokú ékfarkúpapagáj
Eupsittula aurea,Peach-fronted Parakeet,pefpar1,132756,FALSE,aranyhomlokú aratinga
Eupsittula pertinax,Brown-throated Parakeet,brtpar1,68980,FALSE,barnaarcú aratinga
Eupsittula cactorum,Cactus Parakeet,cacpar1,278664031,FALSE,kaktuszaratinga
†Conuropsis carolinensis,Carolina Parakeet,carpar,,FALSE,
Aratinga weddellii,Dusky-headed Parakeet,duhpar,373044161,FALSE,barnafejű aratinga
Aratinga nenday,Nanday Parakeet,bkhpar,582777311,TRUE,nandajpapagáj
Aratinga solstitialis,Sun Parakeet,sunpar1,611085868,TRUE,
Aratinga maculata,Sulphur-breasted Parakeet,subpar1,117072,FALSE,
Aratinga jandaya,Jandaya Parakeet,janpar1,128078,FALSE,jandaya aratinga
Aratinga auricapillus,Golden-capped Parakeet,gocpar2,152965101,FALSE,aranyosfejű aratinga
Cyanopsitta spixii,Spix's Macaw,spimac1,57099,FALSE,Spix-ara
Orthopsittaca manilatus,Red-bellied Macaw,rebmac2,388468281,FALSE,vöröshasú ara
Primolius couloni,Blue-headed Macaw,buhmac1,77659831,FALSE,hegyi ara
Primolius auricollis,Yellow-collared Macaw,yecmac,132563,FALSE,aranynyakú ara
Primolius maracana,Blue-winged Macaw,buwmac1,488971401,FALSE,marakánaara
Ara ararauna,Blue-and-yellow Macaw,baymac,203948141,TRUE,sárga-kék ara
Ara glaucogularis,Blue-throated Macaw,bltmac1,223882,FALSE,kéktorkú ara
Ara militaris,Military Macaw,milmac,408117021,FALSE,
Ara ambiguus,Great Green Macaw,grgmac,58265,FALSE,nagy katonaara
Ara macao,Scarlet Macaw,scamac1,13663,TRUE,sárgaszárnyú ara
Ara chloropterus,Red-and-green Macaw,ragmac1,46887,FALSE,zöldszárnyú ara
†Ara tricolor,Cuban Macaw,cubmac1,,FALSE,
Ara rubrogenys,Red-fronted Macaw,refmac1,168769681,FALSE,vörösfülű ara
Ara severus,Chestnut-fronted Macaw,chfmac1,68380,FALSE,vörösszárnyélű ara
Leptosittaca branickii,Golden-plumed Parakeet,goppar1,218004381,FALSE,Branicki papagáj
Ognorhynchus icterotis,Yellow-eared Parrot,yeepar1,151907461,FALSE,sárgafülű papagáj
Guarouba guarouba,Golden Parakeet,golpar3,113073,FALSE,aranyaratinga
Diopsittaca nobilis,Northern Red-shouldered Macaw,resmac2,128077,FALSE,kékhomlokú törpeara
Diopsittaca cumanensis,Southern Red-shouldered Macaw,,,FALSE,
Psittacara acuticaudatus,Blue-crowned Parakeet,bucpar,170635721,FALSE,Kékfejű aratinga
Psittacara holochlorus,Green Parakeet,grnpar,239629641,FALSE,
P. h. brevipes,Socorro Parakeet,grnpar2,182897,FALSE,
Psittacara rubritorquis,Red-throated Parakeet,,,FALSE,
Psittacara wagleri,Scarlet-fronted Parakeet,scfpar2,167266,FALSE,
Psittacara frontatus,Cordilleran Parakeet,scfpar3,204009361,FALSE,
Psittacara mitratus,Mitred Parakeet,mitpar,116116,FALSE,pirosálarcos aratinga
Psittacara erythrogenys,Red-masked Parakeet,rempar,325202311,FALSE,Gvajakil-papagáj
Psittacara finschi,Crimson-fronted Parakeet,crfpar,609059159,FALSE,vöröshomlokú ékfarkúpapagáj
Psittacara leucophtalmus,White-eyed Parakeet,whepar2,270385081,FALSE,
Psittacara euops,Cuban Parakeet,cubpar2,112182,FALSE,kubai aratinga
Psittacara chloropterus,Hispaniolan Parakeet,hispar,145689,FALSE,
†Psittacara labati,Guadeloupe Parakeet,guapar2,,FALSE,
Psittrichas fulgidus,Pesquet's Parrot,pespar1,166194681,TRUE,sörtefejű papagáj
†Mascarinus mascarin,Mascarene Parrot,maspar1,,FALSE,
Coracopsis vasa,Vasa Parrot,vaspar1,95364,FALSE,nagy vázapapagáj
Coracopsis nigra,Black Parrot,blapar1,203963211,FALSE,
Coracopsis barklyi,Seychelles Parrot,seypar1,310585,FALSE,
Coracopsis sibilans,Comoro Parrot,levpar1,,FALSE,
Psephotus haematonotus,Red-rumped Parrot,rerpar1,423257091,FALSE,énekes papagáj
Northiella haematogaster,Bluebonnet,bluebo1,448230021,FALSE,
Psephotellus varius,Mulga Parrot,mulpar1,177713751,FALSE,sokszínű papagáj
Psephotellus dissimilis,Hooded Parrot,hoopar1,614415317,FALSE,csuklyás papagáj
Psephotellus chrysopterygius,Golden-shouldered Parrot,gospar1,62324691,FALSE,
†Psephotus pulcherrimus,Paradise Parrot,parpar2,,FALSE,
Purpureicephalus spurius,Red-capped Parrot,recpar1,641285504,FALSE,vörössapkás papagáj
Platycercus caledonicus,Green Rosella,greros2,247803941,FALSE,
Platycercus elegans,Crimson Rosella,criros2,122358671,FALSE,
P. e. flaveolus,Yellow Rosella,,,FALSE,
Platycercus venustus,Northern Rosella,norros1,409762321,FALSE,feketefejű rozellapapagáj
Platycercus adscitus,Pale-headed Rosella,pahros1,623907242,FALSE,
P. a. palliceps,Blue Rosella,,,FALSE,
Platycercus eximius,Eastern Rosella,easros1,627455481,TRUE,rozellapapagáj
Platycercus icterotis,Western Rosella,wesros1,616459297,FALSE,Stanley-papagáj
Barnardius zonarius,Australian Ringneck,polpar1,8496,FALSE,örvös rozellapapagáj
B. z. zonarius,Port Lincoln Ringneck,,,FALSE,
B. z. macgillivrayi,Cloncurry Ringneck,,,FALSE,
B. z. barnardi,Mallee Ringneck,,,FALSE,
Lathamus discolor,Swift Parrot,swipar1,266652351,FALSE,fecskepapagáj
Prosopeia splendens,Crimson Shining-parrot,crspar1,203908551,FALSE,vöröshasú álarcospapagáj
Prosopeia personata,Masked Shining-parrot,maspar2,203906591,FALSE,sárgahasú álarcospapagáj
Prosopeia tabuensis,Maroon Shining-parrot,respar1,181194,FALSE,
Eunymphicus cornutus,Horned Parakeet,horpar2,33959851,FALSE,
Eunymphicus uvaeensis,Ouvea Parakeet,horpar3,629414431,FALSE,uvea papagáj
†Cyanoramphus zealandicus,Black-fronted Parakeet,blfpar2,,FALSE,
†Cyanoramphus ulietanus,Raiatea Parakeet,raipar1,,FALSE,
Cyanoramphus unicolor,Antipodes Parakeet,antpar1,631093126,FALSE,egyszínű papagáj
Cyanoramphus forbesi,Chatham Parakeet,chipar1,298236221,FALSE,Mangere-kecskepapagáj
Cyanoramphus auriceps,Yellow-fronted Parakeet,yefpar3,364301331,FALSE,
Cyanoramphus malherbi,Malherbe's Parakeet,malpar2,200487611,FALSE,
Cyanoramphus novaezelandiae,Red-fronted Parakeet,refpar4,203926571,TRUE,
Pezoporus wallicus,Ground Parrot,gropar1,75186481,FALSE,földi papagáj
Pezoporus occidentalis,Night Parrot,nigpar2,63433741,FALSE,éjjeli papagáj
Neopsephotus bourkii,Bourke's Parrot,boupar2,177712591,FALSE,Bourk-papagáj
Neophema chrysostoma,Blue-winged Parrot,blwpar3,313149851,FALSE,pápaszemes fűpapagáj
Neophema elegans,Elegant Parrot,elepar1,178021661,FALSE,díszes fűpapagáj
Neophema petrophila,Rock Parrot,rocpar1,462910211,FALSE,kövi fűpapagáj
Neophema chrysogaster,Orange-bellied Parrot,orbpar1,290065991,FALSE,narancshasú fűpapagáj
Neophema pulchella,Turquoise Parrot,turpar1,203887771,FALSE,ékes fűpapagáj
Neophema splendida,Scarlet-chested Parrot,sccpar1,576669201,FALSE,vörösmellű fűpapagáj
Psittacella brehmii,Brehm's Tiger-parrot,brtpar2,200926,FALSE,Brehm-papagáj
Psittacella lorentzi,Snow Mountain Tiger-parrot,,,FALSE,
Psittacella picta,Painted Tiger-parrot,patpar1,203972241,FALSE,festett papagáj
Psittacella modesta,Modest Tiger-parrot,motpar1,111176,FALSE,
Psittacella madaraszi,Madarasz's Tiger-parrot,matpar1,310573,FALSE,Madarász-papagáj
Oreopsittacus arfaki,Plum-faced Lorikeet,plflor1,139639,FALSE,arfaki hegyi lóri
Charmosyna palmarum,Palm Lorikeet,pallor1,515782,FALSE,pálmalóri
Charmosyna rubrigularis,Red-chinned Lorikeet,reclor1,490063431,FALSE,vöröstorkú lóri
Charmosyna meeki,Meek's Lorikeet,meelor1,609460251,FALSE,zöld karmazsinlóri
Charmosyna toxopei,Blue-fronted Lorikeet,blflor1,,FALSE,burulóri
Charmosyna multistriata,Striated Lorikeet,strlor1,,FALSE,csíkozott lóri
Charmosyna wilhelminae,Pygmy Lorikeet,pyglor1,640054699,FALSE,Wilhelmina-lóri
Charmosyna rubronotata,Red-fronted Lorikeet,reflor2,608353739,FALSE,pirosszárnyú lilafülű lóri
Charmosyna placentis,Red-flanked Lorikeet,reflor1,203907101,FALSE,szép lóri
Charmosyna diadema,New Caledonian Lorikeet,neclor1,,FALSE,diadémlóri
Charmosyna amabilis,Red-throated Lorikeet,retlor1,,FALSE,pirostorkú lóri
Charmosyna margarethae,Duchess Lorikeet,duclor1,203905561,FALSE,királyilóri
Charmosyna pulchella,Fairy Lorikeet,failor1,139521,FALSE,aranycsíkos lóri
Charmosyna josefinae,Josephine's Lorikeet,joslor1,100434,FALSE,
Charmosyna papou,Papuan Lorikeet,paplor1,42742831,FALSE,
Charmosyna stellae,Stella's Lorikeet,paplor3,203972551,FALSE,
Vini australis,Blue-crowned Lorikeet,blclor2,139878,FALSE,kéksapkás lóri
Vini kuhlii,Rimatara Lorikeet,kuhlor1,62463741,FALSE,rubinlóri
Vini stepheni,Henderson Lorikeet,stelor1,203895371,FALSE,henders-szigeti lóri
Vini peruviana,Blue Lorikeet,blulor1,203897571,FALSE,zafírlóri
Vini ultramarina,Ultramarine Lorikeet,ultlor1,203929181,FALSE,smaragdlóri
Phigys solitarius,Collared Lory,collor1,181165,FALSE,remetelóri
Neopsittacus musschenbroekii,Yellow-billed Lorikeet,yeblor2,22749,FALSE,Musschenbroek gualórija
Neopsittacus pullicauda,Orange-billed Lorikeet,orblor1,204010991,FALSE,Hartert-féle gualóri
Glossopsitta concinna,Musk Lorikeet,muslor1,279196831,FALSE,mósuszlóri
Glossopsitta pusilla,Little Lorikeet,litlor1,223276,FALSE,kis mósuszlóri
Glossopsitta porphyrocephala,Purple-crowned Lorikeet,puclor1,604518671,FALSE,kékvállú lóri
Lorius garrulus,Chattering Lory,chalor1,182288,FALSE,sárgaköpenyes lóri
Lorius domicella,Purple-naped Lory,punlor1,615952447,FALSE,feketefejű lóri
Lorius lory,Black-capped Lory,blclor1,79826,FALSE,vöröstarkójú hölgylóri
Lorius hypoinochrous,Purple-bellied Lory,publor1,640042226,FALSE,Stresemann lórija
Lorius albidinucha,White-naped Lory,whnlor2,,FALSE,fehérnyakú lóri
Lorius chlorocercus,Yellow-bibbed Lory,yeblor1,203905731,FALSE,zöldfarkú lóri
Chalcopsitta atra,Black Lory,blalor1,609063074,FALSE,fekete lóri
Chalcopsitta duivenbodei,Brown Lory,brolor1,203692301,FALSE,barna lóri
Chalcopsitta scintillata,Yellow-streaked Lory,yeslor1,310377,FALSE,csillámló lóri
Chalcopsitta cardinalis,Cardinal Lory,carlor1,203908331,FALSE,kardinálislóri
Pseudeos fuscata,Dusky Lory,duslor1,168364,FALSE,fehérfarcsíkú lóri
Psitteuteles versicolor,Varied Lorikeet,varlor1,614431862,FALSE,tarka lóri
Psitteuteles iris,Iris Lorikeet,irilor1,642700602,FALSE,íriszlóri
Psitteuteles goldiei,Goldie's Lorikeet,gollor1,203972311,FALSE,Goldie-lóri
Eos histrio,Red-and-blue Lory,rablor1,217413631,FALSE,gyémántlóri
Eos squamata,Violet-necked Lory,vinlor1,203898521,FALSE,csuklyás lóri
Eos bornea,Red Lory,redlor1,518197,FALSE,vörös lóri
Eos reticulata,Blue-streaked Lory,blslor1,203926121,FALSE,csíkos lóri
Eos cyanogenia,Black-winged Lory,blwlor1,203981631,FALSE,kékfülű lóri
Eos semilarvata,Blue-eared Lory,blelor1,,FALSE,kékálarcos lóri
Trichoglossus ornatus,Ornate Lorikeet,ornlor1,204014631,FALSE,ékes lóri
Trichoglossus forsteni,Scarlet-breasted Lorikeet,railor3,138087531,FALSE,
Trichoglossus weberi,Flores Lorikeet,railor8,168555,FALSE,
Trichoglossus capistratus,Marigold Lorikeet,railor2,199794071,FALSE,
Trichoglossus haematodus,Coconut Lorikeet,railor4,203974711,FALSE,
Trichoglossus rosenbergii,Biak Lorikeet,railor6,609069996,FALSE,
Trichoglossus moluccanus,Rainbow Lorikeet,railor5,171938601,TRUE,
Trichoglossus rubritorquis,Red-collared Lorikeet,railor7,203985741,FALSE,vöröshasú lóri
Trichoglossus euteles,Olive-headed Lorikeet,olhlor1,650416635,FALSE,sárgafejű lóri
Trichoglossus meyeri,Mustard-capped Lorikeet,yaglor2,233507911,FALSE,
Trichoglossus flavoviridis,Yellow-and-green Lorikeet,yaglor3,609069148,FALSE,
Trichoglossus johnstoniae,Mindanao Lorikeet,minlor1,611613162,FALSE,apo-hegyi asszonylóri
Trichoglossus rubiginosus,Pohnpei Lorikeet,pohlor1,139982,FALSE,meggyszínű lóri
Trichoglossus chlorolepidotus,Scaly-breasted Lorikeet,scblor1,619607630,FALSE,pikkelyes lóri
Melopsittacus undulatus,Budgerigar,budger,349027021,TRUE,hullámos papagáj
Psittaculirostris desmarestii,Large Fig-parrot,lafpar1,182614,FALSE,Desmarest-papagáj
Psittaculirostris godmani,Yellow-naped Fig-parrot,,,FALSE,
Psittaculirostris cervicalis,Red-faced Fig-parrot,,,FALSE,
Psittaculirostris edwardsii,Edwards's Fig-parrot,edfpar1,,FALSE,Edwards-fügepapagáj
Psittaculirostris salvadorii,Salvadori's Fig-parrot,safpar1,641973363,FALSE,
Cyclopsitta gulielmitertii,Blue-fronted Fig-parrot,orbfip2,,FALSE,
Cyclopsitta nigrifrons,Black-fronted Fig-parrot,crbfip1,,FALSE,
Cyclopsitta amabilis,Creamy-breasted Fig-parrot,,,FALSE,
Cyclopsitta melanogenia,Dusky-cheeked Fig-parrot,orbfip1,203986881,FALSE,
Cyclopsitta diophthalma,Double-eyed Fig-parrot,defpar1,203970481,FALSE,aranyostestű álarcospapagáj
Cyclopsitta coxeni,Coxen's Fig-parrot,,,FALSE,
Bolbopsittacus lunulatus,Guaiabero,guaiab1,369087631,FALSE,levágottfarkú papagáj
Loriculus vernalis,Vernal Hanging-parrot,vehpar1,275444111,FALSE,kéktorkú denevérpapagáj
Loriculus beryllinus,Sr Lanka Hanging-parrot,cehpar1,282375,FALSE,Srí Lanka-i virágpapagáj
Loriculus philippensis,Philippine Hanging-parrot,phihap1,617508781,FALSE,
Loriculus galgulus,Blue-crowned Hanging-parrot,bchpar1,280984,FALSE,kékfejű denevérpapagáj
Loriculus stigmatus,Sulawesi Hanging-parrot,suhpar1,203974991,FALSE,
Loriculus sclateri,Sula Hanging-parrot,sulhap1,208681941,FALSE,
Loriculus amabilis,Moluccan Hanging-parrot,mohpar1,647541680,FALSE,
Loriculus catamene,Sangihe Hanging-parrot,sahpar2,640400985,FALSE,sangin-szigeti denevérpapagáj
Loriculus aurantiifrons,Orange-fronted Hanging-parrot,paphap1,,FALSE,
Loriculus tener,Bismarck Hanging-parrot,gfhpar1,,FALSE,bismarck-szigeti aranyhomlokú papagáj
Loriculus exilis,Pygmy Hanging-parrot,pyghap1,195747131,FALSE,celebeszi denevérpapagáj
Loriculus pusillus,Yellow-throated Hanging-parrot,ythpar1,625239185,FALSE,sárgatorkú denevérpapagáj
Loriculus flosculus,Flores Hanging-parrot,wahpar2,609059322,FALSE,pirosfarcsíkú denevérpapagáj
Agapornis canus,Grey-headed Lovebird,gyhlov1,203963191,FALSE,szürkefejű törpepapagáj
Agapornis pullarius,Red-headed Lovebird,rehlov1,107759,FALSE,narancsfejű törpepapagáj
Agapornis taranta,Black-winged Lovebird,blwlov1,31372991,FALSE,hegyi törpepapagáj
Agapornis swindernianus,Black-collared Lovebird,blclov2,529487411,FALSE,zöldfejű törpepapagáj
Agapornis roseicollis,Rosy-faced Lovebird,peflov,100451001,FALSE,rózsásfejű törpepapagáj
Agapornis fischeri,Fischer's Lovebird,fislov1,477623271,FALSE,Fischer törpepapagája
Agapornis personatus,Yellow-collared Lovebird,yeclov,138943,FALSE,álarcos törpepapagáj
Agapornis lilianae,Nyasa Lovebird,lillov1,612119651,FALSE,földieperfejű törpepapagáj
Agapornis nigrigenis,Black-cheeked Lovebird,blclov1,179448661,FALSE,kormosfejű törpepapagáj
Polytelis swainsonii,Superb Parrot,suppar1,134032651,FALSE,sárgatorkú papagáj
Polytelis anthopeplus,Regent Parrot,regpar1,203973531,FALSE,hegyi papagáj
Polytelis alexandrae,Princess Parrot,alepar1,611682926,FALSE,kéksapkás papagáj
Alisterus amboinensis,Moluccan King-parrot,mokpar1,42745381,FALSE,Ambon-királypapagáj
Alisterus chloropterus,Papuan King-parrot,pakpar1,65913,FALSE,zöldszárnyú királypapagáj
Alisterus scapularis,Australian King-parrot,aukpar1,233418,FALSE,királypapagáj
Aprosmictus jonquillaceus,Jonquil Parrot,olspar1,609070264,FALSE,Timor-pirosszárnyú papagáj
Aprosmictus erythropterus,Red-winged Parrot,rewpar1,203978051,TRUE,pirosszárnyú papagáj
Prioniturus mada,Buru Racquet-tail,burtai1,621002683,FALSE,zászlós madapapagáj
Prioniturus platurus,Golden-mantled Racquet-tail,gmrtai1,203907251,FALSE,zászlósfarkú motmot papagáj
Prioniturus waterstradti,Mindanao Racquet-tail,mirtai1,644902992,FALSE,Waterstradt zászlósfarkú papagáj
Prioniturus montanus,Montane Racquet-tail,luzrat1,629397140,FALSE,
Prioniturus platenae,Blue-headed Racquet-tail,bhrtai1,616769635,FALSE,aranyló kobaltmadar
Prioniturus mindorensis,Mindoro Racquet-tail,minrat1,204000151,FALSE,
Prioniturus verticalis,Sulu Racquet-tail,bwrtai1,204000111,FALSE,sului rakétafarkú papagáj
Prioniturus flavicans,Yelowish-breasted Racquet-tail,yebrat1,204014611,FALSE,
Prioniturus luconensis,Green Racquet-tail,grrtai1,623181710,FALSE,zöld madapapagáj
Prioniturus discurus,Blue-crowned Racquet-tail,bcrtai1,634581925,FALSE,
Eclectus roratus,Eclectus Parrot,eclpar1,204013281,FALSE,
†Eclectus infectus,Oceanic Parrot,,,FALSE,
Geoffroyus geoffroyi,Red-cheeked Parrot,recpar2,203925801,FALSE,pirosfejű Geoffroy-papagáj
Geoffroyus simplex,Blue-collared Parrot,blcpar3,22762,FALSE,zöldfejű papagáj
Geoffroyus heteroclitus,Song Parrot,sinpar1,122526451,FALSE,aranyfejű papagáj
Geoffroyus hyacinthinus,Rennell Parrot,,,FALSE,
Tanygnathus megalorhynchos,Great-billed Parrot,grbpar1,203981501,FALSE,nagycsőrű papagáj
Tanygnathus lucionensis,Blue-naped Parrot,blnpar1,203997551,FALSE,kéktarkójú edelpapagáj
Tanygnathus sumatranus,Blue-backed Parrot,azrpar9,204013361,FALSE,
Tanygnathus gramineus,Black-lored Parrot,bllpar1,218098101,FALSE,feketehomlokú edelpapagáj
Psittinus cyanurus,Blue-rumped Parrot,blrpar1,493299911,FALSE,
Psittinus abbotti,Simeulue Parrot,burpar5,164185,FALSE,
Psittacula finschii,Grey-headed Parakeet,gyhpar2,203903401,FALSE,kékfarkú himalája-edelpapagáj
Psittacula himalayana,Slaty-headed Parakeet,slhpar1,204024311,FALSE,
Psittacula roseata,Blossom-headed Parakeet,blhpar3,239696,FALSE,rózsásfejű sándorpapagáj
Psittacula cyanocephala,Plum-headed Parakeet,plhpar1,641478989,FALSE,szilvafejű papagáj
Psittacula alexandri,Red-breasted Parakeet,rebpar4,203906061,FALSE,rózsásmellű szakállaspapagáj
Psittacula derbiana,Lord Derby's Parakeet,derpar1,623027834,FALSE,fenyőpapagáj
Psittacula longicauda,Long-tailed Parakeet,lotpar2,239709,FALSE,hosszúfarkú edelpapagáj
Psittacula caniceps,Nicobar Parakeet,nicpar1,649785415,FALSE,nicobari sándorpapagáj
Psittacula columboides,Malabar Parakeet,malpar1,381176931,FALSE,galambpapagáj
Psittacula calthrapae,Emerald-collared Parakeet,laypar1,178503,FALSE,kékszárnyú sándorpapagáj
Psittacula eupatria,Alexandrine Parakeet,alepar2,463377391,FALSE,nagy sándorpapagáj
†Psittacula wardi,Seychelles Parakeet,seypar2,,FALSE,
Psittacula krameri,Rose-ringed Parakeet,rorpar,284061821,TRUE,Örvös papagáj
Psittacula eques,Echo Parakeet,maupar1,167696,FALSE,mauritiusi sándorpapagáj
†Psittacula exsul,Rodrigues Parakeet,,,FALSE,
†Lophopsittacus bensoni,Mauritius Grey Parrot,,,FALSE,
†Necropsittacus bensoni,Rodrigues Parrot,rodpar1,,FALSE,
Micropsitta keiensis,Yellow-capped Pygmy-parrot,ycppar1,203987981,FALSE,Salvador-papagáj
Micropsitta geelvinkiana,Geelvink Pygmy-parrot,geppar1,,FALSE,Schlegel-papagáj
Micropsitta pusio,Buff-faced Pygmy-parrot,bfppar1,617076613,FALSE,Sclater-harkálypapagáj
Micropsitta meeki,Yellow-breasted Pygmy-parrot,meppar1,609070445,FALSE,Meek-papagáj
Micropsitta finschii,Green Pygmy-parrot,fippar1,203986081,FALSE,Finsch-papagáj
Micropsitta bruijnii,Red-breasted Pygmy-parrot,rbppar1,310572,FALSE,
PASSERIFORMES,Hybrid Passerine,,,FALSE,
ACANTHISITTIDAE,New Zealand Wrens,,,FALSE,
Acanthisitta chloris,Rifleman,riflem1,614213172,TRUE,álcsuszka
†Xenicus longipes,Bushwren,,,FALSE,
Xenicus gilviventris,New Zealand Rockwren,soiwre1,409941951,TRUE,déli-szigeti álfakusz
†Traversia lyallis,Stephens Island Rockwren,,,FALSE,
SAPAYOIDAE,Sapaoya,,,FALSE,
Sapaoya aenigma,Sapaoya,,,FALSE,
PITTIDAE,Pittas,,,FALSE,
CALYPTOMENIDAE,African and Green Broadbills,,,FALSE,
Erythropitta erythrogaster,Philippine Pitta,rebpit1,255036481,FALSE,
Erythropitta inspeculata,Talaud Pitta,,,FALSE,
Erythropitta caeruleitorques,Sangihe Pitta,,,FALSE,
Erythropitta palliceps,Siau Pitta,,,FALSE,
Erythropitta celebensis,Sulawesi Pitta,sulpit4,203893391,FALSE,
Erythropitta dohertyi,Sula Pitta,sulpit1,203905401,FALSE,sula-szigeteki pitta
Erythropitta rufiventris,North Moluccan Pitta,molpit1,197441321,FALSE,
Erythropitta rubrinucha,South Moluccan Pitta,sompit1,125194571,FALSE,
Erythropitta macklotii,Papuan Pitta,pappit1,630357171,FALSE,
Erythropitta meeki,Lousiade Pitta,loupit1,624884235,FALSE,
Erythropitta gazellae,New Britain Pitta,,,FALSE,
Erythropitta splendida,Tabar Pitta,,,FALSE,
Erythropitta novaehibernicae,New Ireland Pitta,bispit1,203994771,FALSE,
Erythropitta kochi,Whiskered Pitta,whipit1,609058113,FALSE,bajszos pitta
Erythropitta venusta,Graceful Pitta,blcpit1,609058047,FALSE,
Erythropitta arquata,Blue-banded Pitta,blbpit1,203930341,FALSE,kékszalagos pitta
Erythropitta granatina,Garnet Pitta,garpit1,126513551,FALSE,
Erythropitta ussheri,Black-crowned Pitta,bkhpit1,522860391,FALSE,
Hydrornis phayrei,Eared Pitta,earpit1,637060021,FALSE,füles pitta
Hydrornis oatesi,Rusty-naped Pitta,runpit1,461,FALSE,vörhenyes pitta
Hydrornis nipalensis,Blue-naped Pitta,blnpit1,609592930,FALSE,himalájai pitta
Hydrornis soror,Blue-rumped Pitta,blrpit1,545647921,FALSE,kékhátú pitta
Hydrornis caeruleus,Giant Pitta,giapit1,651723295,FALSE,óriáspitta
Hydrornis schneideri,Schneider's Pitta,schpit1,609065318,FALSE,Schneider-pitta
Hydrornis cyaneus,Blue Pitta,blupit1,304415381,FALSE,kék pitta
Hydrornis gurneyi,Gurney's Pitta,gurpit1,70260,FALSE,sziámi pitta
Hydrornis elliotii,Bar-bellied Pitta,babpit1,204011111,FALSE,zöldkoronás pitta
Hydrornis guajanus,Java Banded Pitta,banpit2,36445,FALSE,
Hydrornis schwaneri,Bornean Banded Pitta,banpit4,645749129,FALSE,
Hydrornis irena,Malay Banded Pitta,banpit3,104991341,FALSE,
Hydrornis baudii,Blue-headed Pitta,blhpit1,282936,FALSE,koronás pitta
Pitta reichenowi,Green-breasted Pitta,grbpit1,112519531,FALSE,zöldmellű pitta
Pitta angolensis,African Pitta,afrpit1,203944361,FALSE,
Pitta brachyura,Indian Pitta,indpit1,282700291,FALSE,
Pitta moluccensis,Blue-winged Pitta,blwpit1,169187241,FALSE,
Pitta megarhyncha,Mangrove Pitta,manpit1,311850511,FALSE,mangrovepitta
Pitta nympha,Fairy Pitta,faipit1,458148841,FALSE,tündérpitta
Pitta elegans,Elegant Pitta,elepit7,203891351,FALSE,
Pitta sordida,Western Hooded Pitta,wehpit1,458674741,FALSE,
Pitta novaeguineae,Eastern Hooded Pitta,eahpit1,203999431,FALSE,
Pitta rosenbergii,Biak Hooded Pitta,hoopit11,203997191,FALSE,
Pitta steerii,Azure-breasted Pitta,azbpit1,203999871,FALSE,azúrmellű pitta
Pitta versicolor,Noisy Pitta,noipit1,569116671,FALSE,
Pitta maxima,Ivory-breasted Pitta,ivbpit1,204013251,FALSE,fehérmellű pitta
Pitta morotaiensis,Morotai Pitta,,,FALSE,
Pitta anerythra,Black-faced Pitta,blfpit1,118484411,FALSE,feketearcú pitta
Pitta superba,Superb Pitta,suppit1,650740358,FALSE,feketehátú pitta
Pitta iris,Rainbow Pitta,raipit1,544487281,FALSE,szivárványpitta
Smithornis capensis,African Broadbill,afrbro1,203952371,FALSE,kanalas ricsóka
Smithornis sharpei,Grey-headed Broadbill,gyhbro1,609068298,FALSE,kameruni ricsóka
Smithornis rufolateralis,Rufous-sided Broadbill,rusbro1,203942401,FALSE,vörhenyes ricsóka
Calyptomena viridis,Green Broadbill,grebro1,322363581,FALSE,smaragdricsóka
Calyptomena hosii,Hose's Broadbill,hosbro1,109430791,FALSE,azúrricsóka
Calyptomena whiteheadi,Whitehead's Broadbill,whibro1,203956951,FALSE,feketetorkú ricsóka
THAMNOPHILIDAE,Typical Antbirds,,,FALSE,
Euchrepornis sharpei,Yellow-rumped Antwren,yerant1,647142766,FALSE,
Euchrepornis callinota,Rufous-rumped Antwren,rurant1,282099491,FALSE,
Euchrepornis spodioptila,Ash-winged Antwren,aswant1,368244091,FALSE,hamvasszárnyú füzikehangyász
Euchrepornis humeralis,Chestnut-shouldered Antwren,chsant1,435077301,FALSE,
Myrmorchilus strigilatus,Stripe-backed Antbird,stbant2,82627,FALSE,
Aprostiornis disjuncta,Yapacana Antbird,yapant1,420516481,FALSE,
Ammonastes pelzelni,Grey-bellied Antbird,gybant1,203916931,FALSE,
Myrmophylax atrothorax,Black-throated Antbird,bltant2,203957231,FALSE,
Microrhopias quixensis,Dot-winget Antwren,dowant1,252883,FALSE,csíkosszárnyú hangyászökörszem
Neoctantes niger,Black Bushbird,blabus1,107591561,FALSE,
