Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,it
Gallus gallus,Red Junglefowl,redjun,203917071,TRUE,Gallo comune
Gallus sonneratii,Grey Junglefowl,grejun2,219526241,FALSE,Gallo grigio
Gallus lafayetii,Sri Lanka Junglefowl,ceyjun1,223436,FALSE,Gallo di Sri Lanka
Gallus varius,Green Junglefowl,grejun1,199794101,FALSE,Gallo verde
Tetraophasis obscurus,Chestnut-throated Partridge,verpar1,335063,FALSE,Pernice di Verreaux
Tetraophasis szechenyii,Buff-throated Partridge,szepar1,356505841,FALSE,Pernice di Szecheny
Lophophorus impejanus,Himalayan Monal,himmon1,182618261,TRUE,Monal dell'Himalaya
Lophophorus sclateri,Sclater's Monal,sclmon1,485571991,FALSE,Monal di Sclater
Lophophorus lhuysii,Chinese Monal,chimon1,30554891,FALSE,Monal della Cina
Tragopan melanocephalus,Western Tragopan,westra1,618952577,FALSE,Tragopan occidentale
Tragopan satyra,Satyr Tragopan,sattra1,633595716,TRUE,Tragopan satiro
Tragopan blythii,Blyth's Tragopan,blytra1,650866542,FALSE,Tragopan di Blyth
Tragopan temminckii,Crimson-Bellied Tragopan,temtra1,483733661,TRUE,Tragopan di Temminck
Tragopan caboti,Cabot's Tragopan,cabtra1,203899881,FALSE,Tragopan di Cabot
Ithaginis cruentus,Blood Pheasant,blophe1,30554841,TRUE,Fagiano insanguinato
Pucrasia macrolopha,Koklass Pheasant,kokphe1,252246071,FALSE,Fagiano koklass
Syrmaticus ellioti,Elliot's Pheasant,ellphe1,,FALSE,Fagiano di Elliot
Syrmaticus humiae,Mrs Hume's Pheasant,humphe1,145644081,FALSE,Fagiano di Hume
Syrmaticus mikado,Mikado Pheasant,mikphe1,317328501,FALSE,Fagiano mikado
Syrmaticus soemmeringi,Copper Pheasant,copphe1,613262308,FALSE,Fagiano ramato
Syrmaticus reevesii,Reeves's Pheasant,reephe1,635867832,FALSE,Fagiano venerato
Chrysolophus pictus,Golden Pheasant,golphe,310815,TRUE,Fagiano dorato
Chrysolophus amherstiae,Lady Amherst's Pheasant,laaphe1,436928311,TRUE,Fagiano di Lady Amherst
Phasianus colchicus,Common Pheasant,rinphe1,140678461,TRUE,Fagiano comune
P. c. torquatus,Ring-necked Pheasant,rinphe1,140678461,FALSE,
Phasianus versicolor,Green Pheasant,rinphe2,203903461,TRUE,Fagiano versicolore
Crossoptilon crossoptilon,White Eared-pheasant,whieap1,30552051,FALSE,
Crossoptilon harmani,Tibetan Eared-pheasant,whieap2,325777831,FALSE,Fagiano orecchiuto del Tibet
Crossoptilon mantchuricum,Brown Eared-pheasant,brephe1,162445651,FALSE,Fagiano orecchiuto bruno
Crossoptilon auritum,Blue Eared-pheasant,blephe1,627003171,FALSE,Fagiano orecchiuto azzurro
Catreus wallichii,Cheer Pheasant,chephe1,517406951,FALSE,Fagiano di Wallich
Lophura leucomelanos,Kalij Pheasant,kalphe,5291,FALSE,
Lophura nycthemera,Silver Pheasant,silphe,248929651,FALSE,
Lophura edwardsi,Edwards's Pheasant,edwphe1,,FALSE,Fagiano di Edwards
Lophura swinhoii,Swinhoe's Pheasant,swiphe1,258420041,FALSE,Fagiano di Swinhoe
Lophura inornata,Salvadori's Pheasant,salphe1,341125091,FALSE,Fagiano di Salvadori
Lophura erythrophthalma,Crestless Fireback,crefir5,280924,FALSE,
Lophura pyronota,Bornean Crestless Fireback,crefir6,164233,FALSE,Fagiano pironoto
Lophura ignita,Bornean Crested Fireback,crefir4,609068760,FALSE,
Lophura rufa,Malay Crested Fireback,crefir3,327540031,FALSE,Fagiano di Vieillot
Lophura diardi,Siamese Fireback,siafir1,249186261,FALSE,Dorso di fuoco siamese
Lophura bulweri,Bulwer's Pheasant,bulphe1,608936216,FALSE,Fagiano di Bulwer
Perdix perdix,Grey Partridge,grypar,304858,FALSE,Starna
Perdix dauurica,Daurian Partridge,daupar1,647760276,FALSE,Starna asiatica
Perdix hodgsoniae,Tibetan Partridge,tibpar1,204009351,FALSE,Starna del Tibet
Meleagris gallopavo,Wild Turkey,wiltur,73964601,TRUE,Tacchino
Meleagris ocellata,Ocellated Turkey,ocetur1,58635171,TRUE,Tacchino ocellato
Bonasa umbellus,Ruffed Grouse,rufgro,446222541,FALSE,Francolino di monte americano
Bonasa bonasia,Hazel Grouse,hazgro1,59175311,FALSE,Francolino di monte
Bonasa sewerzowi,Chinese Grouse,sevgro1,285208,FALSE,Francolino di monte della Cina
Lagopus lagopus,Willow Grouse,wilpta,207352,FALSE,
L. l. scotica,Red Grouse,wilpta1,456744871,FALSE,
Lagopus muta,Rock Ptarmigan,rocpta1,203903791,TRUE,Pernice bianca
Lagupus leucura,White-tailed Ptarmigan,whtpta1,2503,FALSE,
Dendragapus obscurus,Dusky Grouse,dusgro,157903381,FALSE,
Dendragapus fuliginosus,Sooty Grouse,soogro1,465416891,FALSE,Pernice fuligginosa
Falcipennis falcipennis,Siberian Grouse,sibgro2,,FALSE,Pernice siberiana
Falcipennis canadensis,Spruce Grouse,sprgro,165528121,FALSE,Pernice delle peccete
Falcipennis franklinii,Franklin's Grouse,,,FALSE,
Tetrao urogallus,Western Capercaillie,wescap1,274032621,TRUE,Gallo cedrone
Tetrao parvirostris,Black-billed Capercaillie,blbcap1,608578345,FALSE,Gallo cedrone becconero
Lyurus tetrix,Black Grouse,blagro1,2521,FALSE,Fagiano di monte
Lyurus mlokosiewiczi,Caucasian Grouse,caugro1,,FALSE,Fagiano di monte del Caucaso
Centrocercus urophasianus,Sage Grouse,saggro,50119,FALSE,
Centrocercus minimus,Gunnison Grouse,gusgro,253848531,FALSE,Gallo della salvia di Gunnison
Tympanuchus phasianellus,Sharp-tailed Grouse,shtgro,50135,TRUE,Pernice codaguzza
Tympanuchus cupido,Greater Prairie-chicken,grpchi,191128,TRUE,
Tympanuchus pallidicinctus,Lesser Prairie-chicken,lepchi,141139,TRUE,Gallo prataiolo minore
ANSERIFORMES,,,,FALSE,
ANHIMIDAE,Screamers,,,FALSE,
Anhima cornuta,Horned Screamer,horscr1,32242391,FALSE,Kaimichi cornuto
Chauna chavaria,Northern Screamer,norscr1,534762281,FALSE,Kaimichi settentrionale
Chauna torquata,Southern Screamer,souscr1,212906,TRUE,Kaimichi meridionale
ANSERANATIDAE,Magpie Goose,maggoo1,612141819,FALSE,
Anseranas semipalmata,Magpie Goose,maggoo1,612141819,FALSE,Oca gazza
ANATIDAE,Ducks Geese Swans,,,FALSE,Anatinae sp.
Dendrocygna viduata,White-faced Whistling-duck,wfwduc1,218228,FALSE,Dendrocigna facciabianca
Dendrocygna autumnalis,Black-bellied Whistling-duck,bbwduc,74011581,TRUE,Dendrocigna beccorosso
Dendrocygna guttata,Spotted Whistling-duck,spwduc1,611494502,FALSE,Dendrocigna macchiata
Dendrocygna arborea,West Indian Whistling-duck,wiwduc1,140657151,FALSE,Dendrocigna delle Indie Occidentali
Dendrocygna bicolor,Fulvous Whistling-duck,fuwduc,641164476,FALSE,Dendrocigna fulva
Dendrocygna eytoni,Plumed Whistling-duck,plwduc1,132566831,FALSE,Dendrocigna falcata
Dendrocygna arcuata,Wandering Whistling-duck,wawduc1,132566781,FALSE,Dendrocigna errante
Dendrocygna javanica,Lesser Whistling-duck,lewduc1,255446121,FALSE,Dendrocigna indiana
Thalassornis leuconotos,White-backed Duck,whbduc1,584433141,FALSE,Anatra dorsobianco
Heteronetta atricapilla,Black-headed Duck,blhduc1,203988231,FALSE,Gobbo testanera
Nomonyx dominicus,Masked Duck,masduc,610485753,FALSE,Gobbo mascherato
Oxyura jamaicensis,Ruddy Duck,rudduc,106721,TRUE,Gobbo della Giamaica
Oxyura ferruginea,Andean Duck,andduc1,577960601,FALSE,
Oxyura vittata,Lake Duck,lakduc1,203988321,FALSE,Gobbo lacustre
Oxyura australis,Blue-billed Duck,blbduc1,300779311,FALSE,Gobbo beccazzurro
Oxyura maccoa,Maccoa Duck,macduc1,640718508,FALSE,Gobbo maccoa
Oxyura leucocephala,White-headed Duck,whhduc1,534766531,TRUE,Gobbo rugginoso
Biziura lobata,Musk Duck,musduc1,203953171,TRUE,Gobbo muschiato
Malacorhynchus membranaceus,Pink-eared Duck,pieduc1,464936601,TRUE,Anatra guancerosa
Stictonetta naevosa,Freckled Duck,freduc1,184685051,FALSE,Anatra lentigginosa
Cereopsis novaehollandiae,Cape Barren Goose,cabgoo1,100811911,FALSE,Oca di Cape Barren
Coscoroba coscoroba,Coscoroba Swan,cosswa1,203692881,FALSE,Cigno coscoroba
Cygnus melanocoryphus,Black-necked Swan,blnswa2,437219201,FALSE,Cigno collonero
Cygnus atratus,Black Swan,blkswa,265310771,TRUE,Cigno nero
Cygnus olor,Mute Swan,mutswa,304263951,TRUE,Cigno reale
Cygnus buccinator,Trumpeter Swan,truswa,527184,TRUE,Cigno trombettiere
Cygnus cygnus,Whooper Swan,whoswa,203932741,TRUE,Cigno selvatico
Cygnus columbianus,Tundra Swan,tunswa,406700341,TRUE,Cigno minore
C. c. bewickii,Bewick's Swan,,,FALSE,
C. c. columbianus,Tundra Swan,tunswa,406700341,TRUE,
Branta bernicla,Brant,brant,65344051,TRUE,Oca colombaccio
B. b. hrota,Pale-bellied Brent Goose,,,FALSE,
B. b. nigricans,Black bellied Brent Goose,,,FALSE,
Branta leucopsis,Barnacle Goose,bargoo,235525,FALSE,Oca facciabianca
Branta ruficollis,Red-breasted Goose,rebgoo1,203969961,FALSE,Oca collorosso
Branta hutchinsii,Cackling Goose,cacgoo1,137826,FALSE,Oca canadese minore/maggiore
Branta canadensis,Canada Goose,cangoo,53519641,TRUE,Oca canadese minore/maggiore
Branta sandvicensis,Hawaiian Goose,hawgoo,129212,FALSE,Oca delle Hawaii
Anser canagicus,Emperor Goose,empgoo,32797351,FALSE,Oca imperatrice
Anser caerulescens,Snow Goose,snogoo,387012351,FALSE,Oca delle nevi
Anser rossii,Ross's Goose,rosgoo,113756861,FALSE,Oca di Ross
Anser indicus,Bar-headed Goose,bahgoo,651601089,FALSE,Oca indiana
Anser anser,Greylag Goose,gragoo,215162391,TRUE,Oca selvatica
Anser cygnoid,Swan Goose,swagoo1,203914111,FALSE,Oca cigno
Anser fabalis,Bean Goose,taibeg1,650553197,FALSE,Oca granaiola della taiga
A. f. middendorffii,Middendorff’s Bean-Goose,,,FALSE,
A. f. serrirostris,Tundra Bean Goose,,,FALSE,
Anser brachyrhynchus,Pink-footed Goose,pifgoo,57969501,FALSE,Oca zamperosee
Anser albifrons,Greater White-fronted Goose,gwfgoo,31730051,FALSE,Oca lombardella
A. a. flavirostris,Grenland White-fronted Goose,,,FALSE,
Anser erythropus,Lesser White-fronted Goose,lwfgoo,170171551,FALSE,Oca lombardella minore
Clangula hyemalis,Long-tailed Duck,lotduc,32797411,FALSE,Moretta codona
Somateria fischeri,Spectacled Eider,speeid,31729111,FALSE,Edredone dagli occhiali
Somateria spectabilis,King Eider,kineid,59448,TRUE,Re degli edredoni
Somateria mollissima,Common Eider,comeid,279182411,TRUE,Edredone
Polysticta stelleri,Steller's Eider,steeid,31729061,FALSE,Edredone di Steller
Melanitta perspicillata,Surf Scoter,sursco,642422718,FALSE,Orco marino dagli occhiali
Melanitta fusca,Velvet Scoter,whwsco3,323642761,FALSE,Orco marino
Melanitta stejnegeri,Siberian Scoter,whwsco1,647992665,FALSE,Orco marino di Stejneger
Melanitta deglandi,White-winged Scoter,whwsco2,191358,FALSE,
Melanitta nigra,Black Scoter,blksco1,446580781,FALSE,Orchetto marino
Melanitta americana,American Scoter,blksco2,169277571,FALSE,Orchetto marino americano
Bucephala albeola,Bufflehead,buffle,138213,FALSE,Quattrocchi minore
Bucephala clangula,Common Goldeneye,comgol,304684,TRUE,Quattrocchi
Bucephala islandica,Barrow's Goldeneye,bargol,626998827,TRUE,Quattrocchi d'Islanda
Mergellus albellus,Smew,smew,,TRUE,Pesciaiola
Lophodytes cucullatus,Hooded Merganser,hoomer,582897021,TRUE,Smergo dal cappuccio
Mergus merganser,Common Merganser,commer,208071711,TRUE,Smergo maggiore
Mergus squamatus,Scaly-sided Merganser,scsmer1,,FALSE,Smergo squamato
Mergus serrator,Red-breasted Merganser,rebmer,3786,TRUE,Smergo minore
†Mergus australis,Auckland Merganser,,,FALSE,
Mergus octosetaceus,Brazilian Merganser,bramer1,203917611,TRUE,Smergo del Brasile
Histrionicus histrionicus,Harlequin Duck,harduc,3781,TRUE,Moretta arlecchino
†Camptorhynchus labradorius,Labrador Duck,labduc,,FALSE,
Neochen jubata,Orinoco Goose,origoo1,306736691,TRUE,Oca dell'Orinoco
Chloephaga melanoptera,Andean Goose,andgoo1,189509,FALSE,Oca delle Ande
Chloephaga picta,Upland Goose,uplgoo1,42753311,FALSE,Oca di Magellano
Chloephaga hybrida,Kelp Goose,kelgoo1,203969741,FALSE,Oca del kelp
Chloephaga poliocephala,Ashy-headed Goose,ashgoo1,585131071,FALSE,Oca testagrigia
Chloephaga rubidiceps,Ruddy-headed Goose,ruhgoo1,390715661,FALSE,Oca testarossiccia
Radjah radjah,Radjah Shelduck,radshe1,63185731,FALSE,Casarca del ragià
Alopochen aegyptiaca,Egyptian Goose,egygoo,446562581,FALSE,Oca egiziana
†Alopochen mauritiana,Mauritius Shelduck,maushe1,,FALSE,
†Alopochen kervazoi,Reunion Shelduck,reushe1,,FALSE,
Tadorna tadorna,Common Shelduck,comshe,352713301,FALSE,Volpoca
Tadorna ferruginea,Ruddy Shelduck,rudshe,305780351,TRUE,Casarca
Tadorna cana,South African Shelduck,soashe1,278275,FALSE,Casarca del Sudafrica
Tadorna tadornoides,Australian Shelduck,ausshe1,345070411,TRUE,Casarca australiana
Tadorna variegata,Paradise Shelduck,parshe1,4130,TRUE,Casarca del paradiso
Tadorna cristata,Crested Shelduck,creshe1,,FALSE,Casarca crestata
Plectropterus gambensis,Spur-winged Goose,spwgoo1,206409541,FALSE,Oca dallo sperone
Cairina moschata,Muscovy Duck,musduc,92475411,TRUE,Anatra muta
Sarkidiornis sylvicola,American Comb Duck,comduc3,,FALSE,Anatra del pettine
Sarkidiornis melanotos,African Comb Duck,comduc2,377764471,FALSE,
Nettapus auritus,African Pygmy-goose,afrpyg1,21635741,FALSE,Oca pigmea africana
Nettapus coromandelianus,Cotton Pygmy-goose,copgoo1,231240521,FALSE,Oca pigmea indiana
Nettapus pulchellus,Green Pygmy-goose,grnpyg1,614840111,TRUE,Oca pigmea verde
Callonetta leucophrys,Ringed Teal,rintea1,203986511,FALSE,Anatra dagli anelli
Aix sponsa,Wood Duck,wooduc,179353,TRUE,Anatra sposa
Aix galericulata,Mandarin Duck,manduc,95630431,TRUE,Anatra mandarina
Chenonetta jubata,Maned Duck,manduc1,247785131,TRUE,Anatra crinita
†Chenonetta finschi,Finsch's Duck,finduc1,,FALSE,
Hymenolaimus malacorhynchos,Blue Duck,bluduc1,203922021,TRUE,Anatra blu
Merganetta armata,Torrent Duck,torduc1,620823428,FALSE,Anatra di torrente
Pteronetta hartlaubii,Hartlaub's Duck,harduc1,632942906,FALSE,Anatra di Hartlaub
Cyanochen cyanoptera,Blue-winged Goose,buwgoo1,204011591,FALSE,Oca aliazzurre
Marmaronetta angustirostris,Marbled Duck,martea1,542976871,FALSE,Anatra marmorizzata
Asacornis scutulata,White-winged Wood Duck,,,FALSE,Anatra alibianche
Netta rufina,Red-crested Pochard,recpoc,588459801,FALSE,Fistione turco
Netta peposaca,Rosy-billed Pochard,robpoc1,203988301,FALSE,Fistione beccoroseo
Netta erythrophthalma,Southern Pochard,soupoc1,608850905,FALSE,Fistione bruno
Aythya ferina,Common Pochard,compoc,62513831,FALSE,Moriglione
Aythya americana,Redhead,redhea,139672,FALSE,Moriglione americano
Aythya valisineria,Canvasback,canvas,618280036,TRUE,Moriglione beccolungo
Aythya australis,Hardhead,wheduc1,283721771,FALSE,Moretta australiana
Aythya innotata,Madagascar Pochard,madpoc1,501097871,FALSE,Moretta del Madagascar
Aythya baeri,Baer's Pochard,baepoc1,,FALSE,Moriglione di Baer
Aythya nyroca,Ferruginous Duck,ferduc,91252571,FALSE,Moretta tabaccata
Aythya novaeseelandiae,New Zealand Scaup,nezsca1,3536,TRUE,Moretta di Nuova Zelanda
Aythya collaris,Ring-necked Duck,rinduc,465097181,FALSE,Moretta dal collare
Aythya fuligula,Tufted Duck,tufduc,59185381,FALSE,Moretta
Aythya marila,Greater Scaup,gresca,137825,TRUE,Moretta grigia
Aythya affinis,Lesser Scaup,lessca,634383986,FALSE,Moretta grigia minore
Rhodonessa caryophyllacea,Pink-headed Duck,pihduc1,,FALSE,Anatra testarosa
Salvadorina waigiuensis,Salvadori's Teal,saltea1,203917821,FALSE,Anatra di Salvadori
Tachyeres patachonicus,Flying Steamerduck,flystd1,22615781,FALSE,Anatra vaporiera volatrice
Tachyeres leucocephalus,White-headed Steamerduck,whhstd1,203959981,FALSE,Anatra vaporiera testabianca
Tachyeres pteneres,Magellanic Steamerduck,flistd1,203963491,FALSE,
Tachyeres brachypterus,Falkland Steamerduck,falstd1,21809931,FALSE,Anatra vaporiera delle Falkland
Lophonetta specularioides,Crested Duck,creduc1,203969711,FALSE,Anatra crestata
Speculanas specularis,Spectacled Duck,speduc2,124451131,FALSE,Anatra dagli occhiali
Amazonetta brasiliensis,Brazilian Teal,bratea1,468674531,TRUE,Anatra del Brasile
Spatula querquedula,Garganey,gargan,617507448,FALSE,Marzaiola
Spatula hottentota,Hottentot Teal,hottea1,97425,FALSE,Alzavola ottentotta
Spatula puna,Puna Teal,puntea1,613597026,FALSE,Alzavola della puna
Spatula versicolor,Silver Teal,siltea1,373643011,FALSE,Alzavola argentata
Spatula platalea,Red Shoveler,redsho1,625193904,FALSE,Mestolone rosso
Spatula smithii,Cape Shoveler,capsho1,621707842,FALSE,Mestolone del Capo
Spatula rhynchotis,Australian Shoveler,aussho1,168131841,TRUE,Mestolone australiano
Spatula clypeata,Northern Shoveler,norsho,296948,TRUE,Mestolone
Spatula cyanoptera,Cinnamon Teal,cintea,329230571,FALSE,Alzavola cannella
Spatula discors,Blue-winged Teal,buwtea,159161811,TRUE,Marzaiola americana
Sibirionetta formosa,Baikal Teal,baitea,63596511,FALSE,Alzavola asiatica
Mareca falcata,Falcated Duck,falduc,601476851,FALSE,Anatra falcata
Mareca strepera,Gadwall,gadwal,310887101,FALSE,Canapiglia
Mareca penelope,Eurasian Wigeon,eurwig,416499351,TRUE,Fischione
Mareca americana,American Wigeon,amewig,147386421,TRUE,Fischione americano
Mareca sibilatrix,Chiloe Wigeon,chiwig1,124452051,TRUE,Fischione del Cile
Anas sparsa,African Black Duck,afbduc1,203938571,FALSE,Germano nero africano
Anas undulata,Yellow-billed Duck,yebduc1,621707832,FALSE,Germano beccogiallo
Anas melleri,Meller's Duck,melduc1,501097451,FALSE,Germano di Meller
Anas superciliosa,Pacific Black Duck,pabduc1,239219561,TRUE,Germano del Pacifico
Anas luzonica,Philippine Duck,phiduc1,214319841,FALSE,Germano delle Filippine
Anas zonorhyncha,Chinese Spot-billed Duck,spbduc,346897381,FALSE,Germano beccomacchiato orientale
Anas poecilorhyncha,Indian Spot-billed Duck,isbduc1,204024871,FALSE,
Anas laysanensis,Laysan Duck,layduc,486345111,FALSE,Germano di Laysan
Anas platyrhynchos,Mallard,mallar3,304089,TRUE,Germano reale
Anas rubripes,American Black Duck,ambduc,252598451,FALSE,Anatra nera americana
Anas fulvigula,Mottled Duck,motduc,639039836,FALSE,
Anas wyviliana,Hawaiian Duck,hawduc,473452801,FALSE,
†Anas theodori,Mauritius Duck,mauduc1,,FALSE,
Anas albogularis,Andaman Teal,andtea1,635416168,FALSE,Alzavola d'Indonesia
Anas gibberifrons,Sunda Teal,suntea1,554533351,FALSE,
Anas gracilis,Grey Teal,gretea1,101312381,TRUE,Alzavola grigia
Anas castanea,Chestnut Teal,chetea1,204020781,FALSE,Alzavola castana
Anas chlorotis,Brown Teal,brotea1,203926471,FALSE,Alzavola bruna
Anas aucklandica,Brown Teal,auitea1,631228261,FALSE,Alzavola bruna
Anas nesiotis,Campbell Teal,caitea1,191470871,FALSE,Alzavola delle Campbell
Anas bernieri,Madagascar Teal,bertea1,502014051,FALSE,Alzavola di Bernier
Anas capensis,Cape Teal,captea1,609054550,FALSE,Alzavola del Capo
Anas bahamensis,White-cheeked Pintail,whcpin,89697731,FALSE,Codone guancebianche
Anas erythrorhyncha,Red-billed Teal,rebduc1,502035921,FALSE,Anatra beccorosso
Anas acuta,Northern Pintail,norpin,386237831,TRUE,Codone
Anas eatoni,Southern Pintail,eatpin1,,FALSE,Codone di Eaton
†Anas marecula,Amsterdam Duck,amsduc1,,FALSE,
Anas georgica,Yellow-billed Pintail,yebpin1,475879051,FALSE,Codone beccogiallo
Anas crecca,Common Teal,gnwtea,397241321,TRUE,Alzavola
A. c. carolinensis,Green-winged Teal,gnwtea,397241321,FALSE,Alzavola americana
Anas andium,Andean Teal,spetea3,58953,FALSE,Alzavola delle Ande
Anas flavirostris,Speckled Teal,yebtea1,463864771,FALSE,Alzavola marezzata
PODICIPEDIFORMES,,,,FALSE,
PODICIPEDIDAE,Grebes,,,FALSE,
Tachybaptus ruficollis,Little Grebe,litgre1,109605121,TRUE,Tuffetto
†Tachybaptus rufolavatus,Alaotra Grebe,alagre1,,FALSE,
Tachybaptus novaehollandiae,Australasian Grebe,ausgre1,611422409,FALSE,Tuffetto australasiatico
Tachybaptus pelzelni,Madagascar Grebe,madgre1,93697,FALSE,Tuffetto del Madagascar
Tachybaptus dominicus,Least Grebe,leagre,575610581,FALSE,Tuffetto minuto
Podilymbus podiceps,Pied-billed Grebe,pibgre,131025131,TRUE,Podilimbo
†Podilymbus gigas,Atitlan Grebe,atigre1,943,FALSE,
Rollandia rolland,White-tufted Grebe,whtgre3,477283851,FALSE,Svasso ciuffibianchi
Rollandia microptera,Titicaca Grebe,titgre1,647134154,TRUE,Svasso alicorte
Poliocephalus poliocephalus,Hoary-headed Grebe,hohgre1,99561861,FALSE,Svasso canuto
Poliocephalus rufopectus,New Zealand Dabchick,nezgre1,286680201,TRUE,Svasso di Nuova Zelanda
Podiceps major,Great Grebe,gregre1,440914901,FALSE,Svasso gigante
Podiceps grisegena,Red-necked Grebe,rengre,345214271,FALSE,Svasso collorosso
Podiceps cristatus,Great Crested Grebe,grcgre1,304794,TRUE,Svasso maggiore
Podiceps auritus,Horned Grebe,horgre,138207,FALSE,Svasso cornuto
Podiceps nigricollis,Black-necked Grebe,eargre,353764321,TRUE,Svasso piccolo
†Podiceps andinus,Colombian Grebe,colgre1,,FALSE,
Podiceps juninensis,Northern Silvery Grebe,,,FALSE,
Podiceps occipitalis,Southern Silvery Grebe,silgre1,513976181,FALSE,Svasso argentato
Podiceps taczanowskii,Junin Grebe,jungre1,31433401,FALSE,Svasso del Junin
Podiceps gallardoi,Hooded Grebe,hoogre1,204017041,FALSE,Svasso monaco
Aechmophorus occidentalis,Western Grebe,wesgre,70246371,FALSE,
Aechmophorus clarkii,Clark's Grebe,clagre,254971331,TRUE,Svasso di Clark
Columba thomensis,Sao Tome Olive-pigeon,marpig1,640382332,FALSE,Piccione oliva di São Tomé
Columba pollenii,Comoro Olive-pigeon,compig1,,FALSE,Piccione oliva delle Comore
Columba hodgsonii,Speckled Woodpigeon,spwpig1,621597572,FALSE,Colombaccio marezzato
Columba albinucha,White-naped Pigeon,whnpig1,652023359,FALSE,Piccione nucabianca
Columba pulchricollis,Ashy Woodpigeon,aswpig1,154904331,FALSE,Colombaccio cenerino
Columba elphinstonii,Nilgiri Woodpigeon,niwpig1,413792741,FALSE,Colombaccio delle Nilgiri
