Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,it
Alcedo peninsulae,Malay Blue-banded Kingfisher,bubkin1,472723611,FALSE,
Alcedo euryzona,Javan Blue-banded Kingfisher,bubkin2,113792261,FALSE,
Alcedo meninting,Blue-eared Kingfisher,blekin1,282838,FALSE,Martin pescatore guanceblu
Alcedo hercules,Blyth's Kingfisher,blykin1,203909731,FALSE,Martin pescatore di Blyth
Alcedo quadribrachys,Shining-blue Kingfisher,shbkin1,141050,FALSE,Martin pescatore blu
Alcedo semitorquata,Half-collared Kingfisher,hackin1,280481,FALSE,Martin pescatore dal semicollare
Alcedo atthis,Common Kingfisher,comkin1,105980931,TRUE,Martin pescatore
Alcedo coerulescens,Cerulean Kingfisher,smbkin1,525812111,FALSE,Martin pescatore ceruleo
Megaceryle lugubris,Crested Kingfisher,crekin1,305778881,FALSE,Martin pescatore crestato
Megaceryle maxima,Giant Kingfisher,giakin3,144961051,FALSE,Martin pescatore gigante
Megaceryle torquata,Ringed Kingfisher,rinkin1,211555,FALSE,Martin pescatore neotropicale
Megaceryle alcyon,Belted Kingfisher,belkin1,343599271,TRUE,Martin pescatore americano
Ceryle rudis,Pied Kingfisher,piekin1,477687111,FALSE,Martin pescatore bianconero
Chloroceryle amazona,Amazon Kingfisher,amakin1,389217081,TRUE,Martin pescatore amazzonico
Chloroceryle aenea,American Pygmy-kingfisher,ampkin1,166972431,FALSE,Martin pescatore pigmeo americano
Chloroceryle americana,Green Kingfisher,grnkin,140665411,FALSE,Martin pescatore verde
Chloroceryle inda,Green-and-rufous Kingfisher,garkin1,385203321,FALSE,Martin pescatore rossoverde
Lacedo pulchella,Banded Kingfisher,bankin1,203489671,FALSE,Martin pescatore fasciato
Lacedo melanops,Black-faced Kingfisher,,,FALSE,
Pelargopsis capensis,Stork-billed Kingfisher,stbkin1,613592670,TRUE,Martin pescatore becco di cicogna
Pelargopsis melanorhyncha,Black-billed Kingfisher,blbkin1,203909221,FALSE,Martin pescatore becconero
Pelargopsis amauroptera,Brown-winged Kingfisher,bnwkin1,70212,FALSE,Martin pescatore alibrune
Halcyon coromanda,Ruddy Kingfisher,rudkin1,203905261,FALSE,Martin pescatore rossiccio
Halcyon smyrnensis,White-Throated Kingfisher,whtkin2,242693721,TRUE,
Halcyon gularis,Brown-breasted Kingfisher,bnbkin1,369087511,TRUE,
Halcyon cyanoventris,Javan Kingfisher,javkin1,524297621,FALSE,Martin pescatore di Giava
Halcyon badia,Chocolate-backed Kingfisher,chbkin2,1067,FALSE,Martin pescatore cioccolato
Halcyon pileata,Black-capped Kingfisher,blckin1,383052321,FALSE,Martin pescatore capinero
Halcyon leucocephala,Grey-headed Kingfisher,gyhkin1,615591645,FALSE,Martin pescatore testagrigia
Halcyon albiventris,Brown-hooded Kingfisher,brhkin1,615247813,FALSE,Martin pescatore monaco
Halcyon chelicuti,Striped Kingfisher,strkin1,6591,FALSE,Martin pescatore striato
Halcyon malimbica,Blue-breasted Kingfisher,blbkin4,203942391,FALSE,Martin pescatore pettazzurro
Halcyon senegalensis,Woodland Kingfisher,wookin1,1034,FALSE,Martin pescatore boschereccio
Halcyon senegaloides,Mangrove Kingfisher,mankin2,220826931,FALSE,Martin pescatore delle mangrovie
Caridonax fulgidus,White-rumped Kingfisher,whrkin1,373446651,FALSE,Martin pescatore groppabianca
Actenoides monachus,Blue-headed Kingfisher,grbkin1,204014651,FALSE,Martin pescatore dorsoverde
Actenoides capucinus,Black-headed Kingfisher,,,FALSE,
Actenoides princeps,Scaly-breasted Kingfisher,scakin1,622393951,FALSE,Martin pescatore squamato
Actenoides regalis,Plain-backed Kingfisher,,,FALSE,
Actenoides bougainvillei,Bougainville Moustached Kingfisher,moukin2,634651486,FALSE,Martin pescatore dai mustacchi
Actenoides excelsus,Guadalcanal Moustached Kingfisher,,,FALSE,
CORACIIDAE,Rollers,,,FALSE,
Coracias naevius,Purple Roller,rucrol2,69118,FALSE,Ghiandaia marina caporossiccio
Coracias benghalensis,Indian Roller,indrol2,140143691,FALSE,
Coracias affinis,Indochinese Roller,indrol3,587090711,FALSE,
Coracias temminckii,Purple-winged Roller,puwrol1,203909111,FALSE,Ghiandaia marina aliviola
Coracias spatulatus,Racquet-tailed Roller,ratrol2,511191651,FALSE,Ghiandaia marina codaracchetta
Coracias caudatus,Lilac-breasted Roller,librol2,94649,FALSE,Ghiandaia marina pettolilla
Coracias abyssinicus,Abyssinian Roller,abyrol2,203974501,FALSE,Ghiandaia marina abissina
Coracias garrulus,European Roller,eurrol1,609247056,TRUE,Ghiandaia marina
Coracias cyanogaster,Blue-bellied Roller,blbrol1,583151251,FALSE,Ghiandaia marina panciablu
Eurystomus gularis,Blue-throated Roller,bltrol1,203972561,FALSE,Ghiandaia marina golazzurra
Eurystomus glaucurus,Cinnamon Roller,brbrol1,85882,FALSE,Uccello dollaro africano
Eurystomus orientalis,Oriental Dollarbird,dollar1,615903966,FALSE,
Eurystomus azureus,Azure Dollarbird,purrol1,204013681,FALSE,Ghiandaia marina violacea
BRACHYPTERACIIDAE,Ground-rollers,,,FALSE,
Brachypteracias leptosomus,Short-legged Ground-roller,slgrol1,203930221,FALSE,Coracia terragnola zampecorte
Brachypteracias squamiger,Scaly Ground-roller,scagrr1,204013691,FALSE,Coracia terragnola squamata
Uratelornis chimaera,Long-tailed Ground-roller,ltgrol1,98753,FALSE,Coracia terragnola codalunga
Atelornis pittoides,Pitta-like Ground-roller,plgrol1,203985041,FALSE,Coracia terragnola pitta
Atelornis crossleyi,Rufous-headed Ground-roller,rhgrol1,506170691,FALSE,Coracia terragnola testarossiccia
TODIDAE,Todies,,,FALSE,
Todus multicolor,Cuban Tody,cubtod1,112183,FALSE,Todo di Cuba
Todus angustirostris,Narrow-billed Tody,nabtod1,204022861,FALSE,Todo beccosottile
Todus subulatus,Broad-billed Tody,brbtod1,26190501,FALSE,Todo beccolargo
Todus todus,Jamaican Tody,jamtod1,565142081,FALSE,Todo della Giamaica
Todus mexicanus,Puerto Rican Tody,purtod1,447843871,FALSE,Todo di Portorico
MOMOTIDAE,Motmots,,,FALSE,
Hylomanes momotula,Tody Motmot,todmot1,47646861,FALSE,Motmot todo
Aspatha gularis,Blue-throated Motmot,bltmot1,331128991,FALSE,Motmot golazzurra
Momotus mexicanus,Russet-crowned Motmot,rucmot1,183633821,FALSE,Motmot caporuggine
Momotus coeruliceps,Blue-crowned Motmot,bucmot1,158971801,FALSE,
Momotus lessoni,Blue-diademed Motmot,,,FALSE,Motmot di Lesson
Momotus subrufescens,Whooping Motmot,bucmot3,195015971,FALSE,Motmot dei Caraibi
Momotus bahamensis,Trinidad Motmot,trimot1,6638,FALSE,Motmot di Trinidad
Momotus momota,Amazonian Motmot,bucmot4,198163911,FALSE,
Momotus aequatorialis,Highland Motmot,higmot1,138134651,FALSE,Motmot delle alture
Baryphthengus martii,Rufous Motmot,rufmot1,245388,FALSE,
Baryphthengus ruficapillus,Rufous-capped Motmot,rucmot2,193534511,FALSE,
Electron carinatum,Keel-billed Motmot,kebmot1,204027561,FALSE,Motmot carenato
Electron platyrhynchum,Broad-billed Motmot,brbmot1,203922381,FALSE,Motmot beccolargo
Eumomota superciliosa,Turquoise-browed Motmot,tubmot1,160493181,TRUE,Motmot cigliaturchesi
Actenoides lindsayi,Spotted Kingfisher,spokin1,204000071,FALSE,Martin pescatore macchiato
Actenoides hombroni,Blue-capped Kingfisher,blckin2,203991851,FALSE,Martin pescatore capoblu
Actenoides concretus,Rufous-collared Kingfisher,ruckin1,6595,FALSE,Martin pescatore collorosiccio
Syma torotoro,Yellow-billed Kingfisher,yebkin1,204013171,FALSE,Martin pescatore beccogiallo
Syma megarhyncha,Mountain Kingfisher,moukin1,204011091,FALSE,Martin pescatore montano
Todiramphus nigrocyaneus,Blue-black Kingfisher,blbkin3,203984001,FALSE,Martin pescatore nerazzurro
Todiramphus winchelli,Rufous-lored Kingfisher,rulkin1,615939050,FALSE,Martin pescatore dalle redini
Todiramphus diops,Blue-and-white Kingfisher,bawkin1,203906941,FALSE,
Todiramphus lazuli,Lazuli Kingfisher,lazkin1,613389325,FALSE,Martin pescatore lapislazzuli
Todiramphus macleayii,Forest Kingfisher,forkin1,203995151,FALSE,Martin pescatore di foresta
Todiramphus albonotatus,New Britain Kingfisher,nebkin1,,FALSE,Martin pescatore di New Britain
Todiramphus leucopygius,Ultramarine Kingfisher,ultkin1,203976891,FALSE,Martin pescatore oltremarino
Todiramphus farquhari,Chestnut-bellied Kingfisher,chbkin1,64479,FALSE,Martin pescatore panciacastana
Todiramphus funebris,Sombre Kingfisher,somkin1,203906961,FALSE,Martin pescatore scuro
Todiramphus chloris,Collared Kingfisher,colkin1,449932151,FALSE,
Todiramphus enigma,Talaud Kingfisher,talkin1,203893401,FALSE,Martin pescatore delle Talaud
Todiramphus pelewensis,Palau Kingfisher,mickin4,5345,FALSE,
Todiramphus cinnamominus,Guam Kingfisher,mickin1,5431,FALSE,
Todiramphus reichenbachii,Pohnpei Kingfisher,mickin5,139983,FALSE,
Todiramphus saurophagus,Beach Kingfisher,beakin2,203981641,FALSE,Martin pescatore ripario
Todiramphus sanctus,Sacred Kingfisher,sackin1,611555031,TRUE,
Todiramphus recurvirostris,Flat-billed Kingfisher,flbkin1,203912941,FALSE,Martin pescatore beccopiatto
Todiramphus australasia,Cinnamon-banded Kingfisher,cibkin1,203923761,FALSE,Martin pescatore bandacastana
Todiramphus tutus,Chattering Kingfisher,chakin2,203895491,FALSE,
Todiramphus ruficollaris,Mangaia Kingfisher,mankin1,610447306,FALSE,Martin pescatore di Mangaia
Todiramphus youngi,Moorea Kingfisher,,,FALSE,
Todiramphus veneratus,Tahiti Kingfisher,tahkin1,203895761,FALSE,Martin pescatore di Tahiti
Todiramphus gambieri,Tuamotu Kingfisher,tuakin2,203895541,FALSE,Martin pescatore delle Tuamotu
Todiramphus godeffroyi,Marquesas Kingfisher,markin2,203895511,FALSE,Martin pescatore delle Marchesi
Todiramphus pyrrhopygius,Red-backed Kingfisher,rebkin2,507627411,FALSE,Martin pescatore dorsorosso
Cittura sanghirensis,Sangihe Lilac-cheeked Kingfisher,lickin1,609099166,FALSE,
Cittura cyanotis,Sulawesi Lilac-cheeked Kingfisher,lickin2,204014641,FALSE,
Tanysiptera galatea,Common Paradise-kingfisher,copkin1,204011071,FALSE,Martin pescatore del paradiso comune
Tanysiptera ellioti,Kofiau Paradise-kingfisher,kopkin1,203902901,FALSE,Martin pescatore del paradiso di Kofiau
Tanysiptera riedelii,Biak Paradise-kingfisher,bipkin1,203983501,FALSE,Martin pescatore del paradiso di Biak
Tanysiptera carolinae,Numfor Paradise-kingfisher,nupkin1,203981511,FALSE,Martin pescatore del paradiso di Numfor
Tanysiptera hydrocharis,Little Paradise-kingfisher,lipkin1,609065750,FALSE,Martin pescatore del paradiso minore
Tanysiptera nigriceps,Black-headed Paradise-kingfisher,bubpak2,640693765,FALSE,
Tanysiptera sylvia,Buff-breasted Paradise-kingfisher,bubpak1,507204561,FALSE,
Tanysiptera nympha,Red-breasted Paradise-kingfisher,rbpkin1,203999511,FALSE,Martin pescatore del paradiso pettorosso
Tanysiptera danae,Brown-headed Paradise-kingfisher,bhpkin1,650672976,FALSE,Martin pescatore del paradiso testabruna
Melidora macrorrhina,Hook-billed Kingfisher,hobkin1,203999381,FALSE,Martin pescatore uncinato
Dacelo novaeguineae,Laughing Kookaburra,laukoo1,232780,TRUE,Kookaburra sghignazzante
Dacelo leachii,Blue-winged Kookaburra,blwkoo1,203490131,FALSE,Kookaburra aliazzurre
Dacelo tyro,Spangled Kookaburra,spakoo1,609062911,FALSE,Kookaburra picchiettato
Dacelo gaudichaud,Rufous-bellied Kookaburra,rubkoo1,203963041,FALSE,Kookaburra panciarossiccia
Clytoceyx rex,Shovel-billed Kingfisher,,,FALSE,Kookaburra becco a pala
Notharchus ordii,Brown-banded Puffbird,brbpuf1,127359,FALSE,Piumino bandacastana
Notharchus subtectus,Lesser Pied Puffbird,,,FALSE,
Notharchus tectus,Greater Pied Puffbird,piepuf1,323159641,FALSE,Piumino bianconero
Cyphos macrodactylus,Chestnut-capped Puffbird,chcpuf1,547133371,FALSE,Piumino capocastano
Nystactes noanamae,Sooty-capped Puffbird,socpuf1,85551931,FALSE,Piumino capocenere
Nystactes tamatia,Spotted Puffbird,spopuf1,639685108,TRUE,Piumino macchiato
Bucco capensis,Collared Puffbird,colpuf1,302374101,FALSE,Piumino dal collare
Nystalus radiatus,Barred Puffbird,barpuf1,203999601,FALSE,Piumino barrato
Nystalus striolatus,Striolated Puffbird,strpuf1,455950511,FALSE,
Nystalus chacuru,White-eared Puffbird,whepuf1,485550991,FALSE,Piumino guancebianche
Nystalus maculatus,Spot-bellied Puffbird,spbpuf1,303407411,FALSE,Piumino dorsomacchiato
Hypnelus ruficollis,Russet-throated Puffbird,rutpuf1,69333,FALSE,
Hypnelus bicinctus,Two-banded Puffbird,rutpuf3,322232051,FALSE,Piumino doppiabanda
Malacoptila fusca,White-chested Puffbird,whcpuf1,501265051,FALSE,
Malacoptila semicincta,Semicollared Puffbird,sempuf1,387934541,FALSE,Piumino dal semicollare
Malacoptila minor,Lesser Crescent-chested Puffbird,,,FALSE,
Malacoptila striata,Greater Crescent-chested Puffbird,crcpuf1,110062281,FALSE,Piumino semilunato
Malacoptila rufa,Rufous-necked Puffbird,runpuf1,622580672,FALSE,Piumino collorossiccio
Malacoptila panamensis,White-whiskered Puffbird,whwpuf1,414405061,FALSE,Piumino baffibianchi
Malacoptila fulvogularis,Black-streaked Puffbird,blspuf1,624722545,FALSE,Piumino strienere
Malacoptila mystacalis,Moustached Puffbird,moupuf1,309074331,FALSE,Piumino dai mustacchi
Micromonacha lanceolata,Lanceolated Monklet,lanmon1,371452341,FALSE,Monachino lanceolato
Nonnula rubecula,Rusty-breasted Nunlet,rubnun1,331278361,FALSE,Monachina pettoruggine
Nonnula sclateri,Fulvous-chinned Nunlet,fucnun1,651396959,FALSE,Monachina mentofulvo
Nonnula brunnea,Brown Nunlet,bronun1,31950231,FALSE,Monachina bruna
Nonnula frontalis,Grey-cheeked Nunlet,gycnun1,203900921,FALSE,Monachina guancegrigie
Nonnula ruficapilla,Rufous-capped Nunlet,rucnun1,187944,FALSE,Monachina guancegrigie
Nonnula amaurocephala,Chestnut-headed Nunlet,chhnun1,596393441,FALSE,Monachina testacastana
Hapaloptila castanea,White-faced Nunbird,whfnun2,207465341,FALSE,Monaca facciabianca
Monasa atra,Black Nunbird,blanun1,385191461,FALSE,Monaca nera
Monasa nigrifrons,Black-fronted Nunbird,blfnun1,197576,FALSE,Monaca frontenera
Monasa morphoeus,White-fronted Nunbird,whfnun1,625281298,FALSE,Monaca frontebianca
Monasa flavirostris,Yellow-billed Nunbird,yebnun1,197577,FALSE,Monaca beccogiallo
Chelidoptera tenebrosa,Swallow-winged Puffbird,swwpuf1,593966631,FALSE,Piumino ali di rondine
RAMPHASTIDAE,Toucans,,,FALSE,
Ramphastos toco,Toco Toucan,toctou1,373491941,TRUE,Tucano toco
R. a. swainsonii,Chestnut-mandibled Toucan,,,FALSE,
Ramphastos ambiguus,Yellow-throated Toucan,bkmtou1,92312621,FALSE,Tucano becconero
Ramphastos cuvieri,Cuvier's Toucan,,,FALSE,
Ramphastos tucanus,Red-billed Toucan,whttou1,384681441,FALSE,Tucano beccorosso
Ramphastos sulfuratus,Keel-billed Toucan,kebtou1,171945611,TRUE,Tucano carenato
Ramphastos brevis,Choco Toucan,chotou1,25483261,FALSE,Tucano del Chocò
Ramphastos citrolaemus,Citron-throated Toucan,,,FALSE,
Ramphastos culminatus,Yellow-ridged Toucan,,,FALSE,
Ramphastos vitellinus,Channel-billed Toucan,chbtou1,69397,FALSE,Tucano scanalato
Ramphastos ariel,Ariel Toucan,,,FALSE,
Ramphastos dicolorus,Red-breasted Toucan,rebtou2,282455031,FALSE,Tucano pettorosso
Aulacorhynchus wagleri,Wagler's Toucanet,,,FALSE,Tucanetto di Wagler
Aulacorhynchus prasinus,Emerald Toucanet,noremt1,127254,FALSE,
Aulacorhynchus caeruleogularis,Blue-throated Toucanet,,,FALSE,
Aulacorhynchus albivitta,Greyish-throated Toucanet,souemt1,614712562,FALSE,
Aulacorhynchus cyanolaemus,Black-billed Toucanet,,,FALSE,
Aulacorhynchus atrogularis,Black-throated Toucanet,,,FALSE,
Aulacorhynchus haematopygus,Crimson-rumped Toucanet,crrtou1,522886561,FALSE,Tucanetto groppacremisi
Aulacorhynchus huallagae,Yellow-browed Toucanet,yebtou1,164479,FALSE,Tucanetto dai sopraccigli
Aulacorhynchus coeruleicinctis,Blue-banded Toucanet,blbtou1,120960,FALSE,Tucanetto bandablu
Aulacorhynchus calorhynchus,Yellow-billed Toucanet,,,FALSE,
Aulacorhynchus sulcatus,Groove-billed Toucanet,grbtou1,69368,FALSE,Tucanetto beccosolcato
Aulacorhynchus derbianus,Chestnut-tipped Toucanet,chttou3,286848221,FALSE,
Aulacorhynchus whitelianus,Tepui Toucanet,chttou2,437285661,FALSE,Tucanetto di Whitely
Andigena hypoglauca,Grey-breasted Mountain-toucan,gybmot1,622886130,FALSE,Tucano montano pettogrigio
Andigena laminirostris,Plate-billed Mountain-toucan,pbmtou1,222608181,FALSE,Tucano montano beccoplaccato
Andigena cucullata,Hooded Mountain-toucan,homtou1,244410,FALSE,Tucano montano monaco
Andigena nigrirostris,Black-billed Mountain-toucan,bbmtou1,434700221,FALSE,Tucano montano becconero
Selenidera spectabilis,Yellow-eared Toucanet,yeetou1,50339371,FALSE,Tucanetto guancegialle
Selenidera piperivora,Guianan Toucanet,guitou1,383795201,FALSE,Tucanetto della Guyana
Selenidera reinwardtii,Red-billed Toucanet,goctou1,531893791,FALSE,Tucanetto dal collare
Selenidera langsdorffii,Green-billed Toucanet,,,FALSE,
Selenidera gouldii,Gould's Toucanet,goutou1,611582441,FALSE,Tucanetto di Gould
Selenidera maculirostris,Spot-billed Toucanet,spbtou1,165407711,FALSE,
Selenidera nattereri,Tawny-tufted Toucanet,tattou1,203916921,FALSE,Tucanetto ciufficrema
Pteroglossus bailloni,Saphron Toucanet,saftou2,366254771,FALSE,Tucanetto zafferano
Pteroglossus viridis,Green Aracari,greara1,306731421,FALSE,
Pteroglossus humboldti,Humboldt's Aracari,,,FALSE,
Pteroglossus inscriptus,Lettered Aracari,letara1,298704,FALSE,Aracari scritto
PICIFORMES,Piciformes sp.,,,FALSE,
GALBULIDAE,Jacamars,,,FALSE,
Galbalcyrhynchus leucotis,White-eared Jacamar,whejac1,29298,FALSE,
Galbalcyrhynchus purusianus,Purus Jacamar,purjac2,373044061,FALSE,Jacamar castano
Brachygalba albogularis,White-throated Jacamar,whtjac1,203983391,FALSE,Jacamar golabianca
Brachygalba lugubris,Brown Jacamar,brojac2,389402831,FALSE,Jacamar bruno
Brachygalba goeringi,Pale-headed Jacamar,pahjac1,60156,FALSE,Jacamar testachiara
Brachygalba salmoni,Dusky-backed Jacamar,dubjac1,203900891,FALSE,Jacamar dorsoscuro
Jacamaralcyon tridactyla,Three-toed Jacamar,thtjac1,63894,FALSE,Jacamar tridattilo
Galbula albirostris,Yellow-billed Jacamar,yebjac1,64982,FALSE,
Galbula chalcocephala,Cerise-crowned Jacamar,,,FALSE,
Galbula cyanicollis,Blue-necked Jacamar,bucjac1,368773491,FALSE,Jacamar guanceblu
Galbula ruficauda,Rufous-tailed Jacamar,rutjac1,260616,FALSE,Jacamar codarossiccia
Galbula galbula,Green-tailed Jacamar,grtjac1,389403231,FALSE,Jacamar codaverde
Galbula tombacea,White-chined Jacamar,whcjac1,102137541,FALSE,Jacamar mentobianco
Galbula cyanescens,Bluish-fronted Jacamar,blfjac1,52381,FALSE,Jacamar frontebluastra
Galbula pastazae,Coppery-chested Jacamar,cocjac2,548393951,FALSE,Jacamar pettorame
Galbula chalcothorax,Purplish Jacamar,purjac1,71444011,FALSE,Jacamar violaceo
Galbula leucogastra,Bronzy Jacamar,brojac1,203694801,FALSE,
Galbula dea,Paradise Jacamar,parjac1,203916871,FALSE,Jacamar del paradiso
Jacamerops aurea,Great Jacamar,grejac2,385049401,FALSE,Jacamar maggiore
BUCCONIDAE,Puffbirds,,,FALSE,
Notharchus hyperrhynchus,White-necked Puffbird,whnpuf2,47719431,FALSE,
Notharchus macrorhynchos,Guianan Puffbird,guipuf1,217351431,FALSE,
Notharchus swainsoni,Buff-bellied Puffbird,bubpuf1,224062391,FALSE,Piumino panciacamoscio
Notharchus pectoralis,Black-breasted Puffbird,blbpuf1,633937030,FALSE,Piumino pettonero
Pteroglossus torquatus,Collared Aracari,colara2,65045,FALSE,
Pteroglossus sanguineus,Stripe-billed Aracari,,,FALSE,
Pteroglossus erythropygius,Pale-billed Aracari,pamara1,249107,FALSE,
Pteroglossus frantzii,Fiery-billed Aracari,fibara1,205563,FALSE,Aracari beccoflammeo
Pteroglossus aracari,Black-necked Aracari,blnara1,115103,FALSE,Aracari collonero
Pteroglossus castanotis,Chestnut-eared Aracari,cheara1,608534522,FALSE,Aracari guancecastane
Pteroglossus pluricinctus,Many-banded Aracari,mabara1,591755111,FALSE,Aracari fasciato
Pteroglossus azara,Ivory-billed Aracari,ivbara1,34203,FALSE,Aracari beccoavorio
Pteroglossus beauharnaesii,Curl-crested Aracari,cucara1,203699871,FALSE,Aracari crestariccia
Pteroglossus sturmii,Western Red-necked Aracari,,,FALSE,
Pteroglossus bitorquatus,Eastern Red-necked Aracari,renara1,203699861,FALSE,Aracari collorosso
Trachyphonus vaillantii,Crested Barbet,crebar1,612879047,FALSE,Barbetto crestato
Trachyphonus erythrocephalus,Red-and-yellow Barbet,raybar1,79338,FALSE,Barbetto giallorosso
Trachyphonus margaritatus,Yellow-breasted Barbet,yebbar2,31280891,FALSE,Barbetto pettogiallo
Trachyphonus darnaudii,D'Arnaud's Barbet,darbar1,143079301,FALSE,Barbetto di D'Arnaud
Trachyphonus usambiro,Usambiro Barbet,,,FALSE,
Trachyphonus emini,Emin's Barbet,,,FALSE,
Buccanodon duchaillui,Yellow-spotted Barbet,yesbar1,203909521,FALSE,Barbetto macchiegialle
Cryptolybia olivacea,Green Barbet,grebar2,208801831,FALSE,Barbetto verde
Gymnobucco bonapartei,Grey-throated Barbet,gytbar1,639186680,FALSE,Barbetto golagrigia
Gymnobucco cinereiceps,Grey-headed Barbet,,,FALSE,
Gymnobucco sladeni,Sladen's Barbet,slabar1,651213509,FALSE,Barbetto di Sladen
Gymnobucco peli,Bristle-nosed Barbet,brnbar1,203923391,FALSE,Barbetto beccosetoloso
Gymnobucco calvus,Naked-faced Barbet,nafbar1,203972571,FALSE,Barbetto faccianuda
Gymnobucco vernayi,Pale-throated Barbet,,,FALSE,
Stactolaema leucotis,White-eared Barbet,whebar1,626857381,FALSE,Barbetto dai sopraccigli
Stactolaema leucogrammica,White-lined Barbet,,,FALSE,
Stactolaema whytii,Whyte's Barbet,whybar1,652821471,FALSE,Barbetto di Whyte
Stactolaema anchietae,Anchieta's Barbet,ancbar1,51497,FALSE,Barbetto di Anchieta
Pogoniulus scolopaceus,Speckled Tinkerbird,spetin1,203938971,FALSE,Barbettino marezzato
Pogoniulus simplex,Eastern Green Tinkerbird,gretin2,43581,FALSE,Barbettino verde
Pogoniulus leucomystax,Moustached Green Tinkerbird,moutin1,622591345,FALSE,Barbettino dai mustacchi
Pogoniulus coryphaeus,Western Green Tinkerbird,,,FALSE,Barbettino occidentale
Pogoniulus atroflavus,Red-rumped Tinkerbird,rertin1,203918541,FALSE,Barbettino culorosso
Pogoniulus subsulphureus,Yellow-throated Tinkerbird,yettin1,203965011,FALSE,Barbettino golagialla
Pogoniulus bilineatus,Yellow-rumped Tinkerbird,yertin1,203937341,FALSE,Barbettino groppagialla
Pogoniulus makawai,White-chested Tinkerbird,,,FALSE,Barbettino groppagialla
Pogoniulus pusillus,Red-froted Tinkerbird,reftin4,203937261,FALSE,
Pogoniulus chrysoconus,Yellow-fronted Tinkerbird,yeftin1,66055,FALSE,Barbettino frontegialla
Tricholaema hirsuta,Hairy-breasted Barbet,habbar1,203961321,FALSE,Barbetto pettovilloso
Tricholaema diademata,Red-fronted Barbet,refbar2,326833531,FALSE,Barbetto fronterossa
Tricholaema frontata,Miombo Pied Barbet,miobar1,436498331,FALSE,Barbetto del miombo
Tricholaema leucomelas,Acacia Pied Barbet,piebar1,177487991,FALSE,
Tricholaema lacrymosa,Spot-flanked Barbet,spfbar1,65648,FALSE,Barbetto fianchimacchiati
Tricholaema melanocephala,Black-throated Barbet,bltbar1,79340,FALSE,Barbetto golanera
Lybius undatus,Banded Barbet,banbar1,634175383,FALSE,Barbetto fasciato
Lybius vieilloti,Vieillot's Barbet,viebar1,643592307,FALSE,Barbetto di Vieillot
Lybius leucocephalus,White-headed Barbet,whhbar1,626426009,FALSE,Barbetto testabianca
Lybius senex,Brown-and-white Barbet,,,FALSE,
Lybius leucogaster,White-bellied Barbet,,,FALSE,
Lybius chaplini,Chaplin's Barbet,chabar1,51484,FALSE,Barbetto di Chaplin
Lybius rubrifacies,Red-faced Barbet,refbar1,65574,FALSE,Barbetto facciarossa
Lybius guifsobalito,Black-billed Barbet,blbbar3,65626,FALSE,Barbetto becconero
Lybius torquatus,Black-collared Barbet,blcbar1,278105,FALSE,Barbetto dal collare
Pogonornis melanopterus,Brown-breasted Barbet,brbbar1,248562071,FALSE,Barbetto bandabruna
Pogonornis minor,Black-faced Barbet,blbbar1,648874205,FALSE,Barbetto dorsonero
Pogonornis macclounii,White-faced Barbet,,,FALSE,Barbetto dorsonero
Pogonornis bidentatus,Double-toothed Barbet,dotbar1,66052,FALSE,Barbetto dentato
Pogonornis dubius,Bearded Barbet,beabar1,626651678,FALSE,Barbetto barbuto
Pogonornis rolleti,Black-breasted Barbet,blbbar4,625365026,FALSE,Barbetto pettonero
Trachylaemus goffini,Western Yellow-billed Barbet,yebbar1,203909911,FALSE,
Trachylaemus togoensis,Togo Yellow-billed Barbet,,,FALSE,
Trachylaemus purpuratus,Eastern Yellow-billed Barbet,yebbar5,65634,FALSE,
CAPITONIDAE,New World Barbets,,,FALSE,
Capito aurovirens,Scarlet-crowned Barbet,sccbar1,29268,FALSE,Barbetto caposcarlatto
Capito dayi,Black-girdled Barbet,blgbar1,228212,FALSE,Barbetto fascianera
Capito maculicoronatus,Spot-crowned Barbet,spcbar1,614544427,FALSE,Barbetto capomacchiato
Capito squamatus,Orange-fronted Barbet,orfbar1,362665471,FALSE,Barbetto frontearancio
Capito hypoleucus,White-mantled Barbet,whmbar1,130928051,FALSE,Barbetto mantobianco
Capito wallacei,Scarlet-belted Barbet,scbbar2,75719031,FALSE,
Capito fitzpatricki,Sira Barbet,sirbar1,140685,FALSE,Barbetto del Sira
Capito quinticolor,Five-colored Barbet,ficbar1,391248381,FALSE,Barbetto cinquecolori
Capito brunneipectus,Cinnamon-breasted Barbet,brcbar1,117150,FALSE,Barbetto pettobruno
Capito niger,Black-spotted Barbet,blsbar1,104273,FALSE,
Capito auratus,Gilded Barbet,gilbar1,371648661,FALSE,Barbetto dorato
Eubucco richardsoni,Lemon-throated Barbet,letbar1,203917771,FALSE,Barbetto golalimone
Eubucco aurantiicollis,Flame-throated Barbet,,,FALSE,
Eubucco tucinkae,Scarlet-hooded Barbet,schbar1,158990491,FALSE,Barbetto monaco
Eubucco bourcierii,Red-headed Barbet,rehbar1,250164,TRUE,Barbetto testarossa
Eubucco steeri,Blue-cowled Barbet,,,FALSE,
Eubucco glaucogularis,Blue-chinned Barbet,,,FALSE,
Eubucco versicolor,Blue-moustached Barbet,verbar1,65810491,FALSE,Barbetto versicolore
SEMNORNITHIDAE,Prong-billed Barbets,,,FALSE,
