Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,no
†Myadestes myadestinus,Kamao,kamao,6027,FALSE,
†Myadestes woahensis,Amaui,amaui,,FALSE,
Myadestes lanaiensis,Olomao,olomao,,FALSE,olomao
Myadestes obscurus,Omao,omao,6084,FALSE,omao
Myadestes palmeri,Puaiohi,puaioh,108531181,FALSE,Puaiohi
Myadestes elisabeth,Cuban Solitaire,cubsol1,112190,FALSE,Kubasolitærtrost
Myadestes genibarbis,Rufous-throated Solitaire,rutsol1,335460861,FALSE,rødstrupesolitærtrost
Myadestes occidentalis,Brown-backed Solitaire,brbsol1,11356,FALSE,Tøylesolitærtrost
Myadestes unicolor,Slate-colored Solitaire,slcsol1,157504701,FALSE,Skifersolitærtrost
Myadestes melanops,Black-faced Solitaire,blfsol1,48408271,FALSE,Maskesolitærtrost
Myadestes coloratus,Varied Solitaire,varsol1,616601013,FALSE,Dariensolitærtrost
Myadestes ralloides,Andean Solitaire,andsol1,66341,FALSE,andessolitærtrost
Geomalia heinrichi,Geomalia,geomal1,,FALSE,Geomalia
Zoothera dixoni,Long-tailed Thrush,lotthr1,164501,FALSE,Langhaletrost
Zoothera mollissima,Alpine Thrush,alpthr1,203977261,FALSE,nettingtrost
Zoothera griseiceps,Sichuan Forest Thrush,sicthr1,203977281,FALSE,sichuantrost
Zoothera salimali,Himalayan Forest Thrush,,,FALSE,sherpatrost
Zoothera marginata,Dark-sided Thrush,dasthr1,622679010,FALSE,Dunkeltrost
Zoothera monticola,Long-billed Thrush,lobthr1,184685,FALSE,Langnebbtrost
Zoothera everetti,Everett's Thrush,evethr1,620872863,FALSE,Smygetrost
Zoothera andromedae,Sunda Thrush,sunthr1,524285901,FALSE,Sundatrost
Zoothera aurea,White's Thrush,scathr2,148980201,FALSE,gulltrost
Z. a. imbricata,Sri Lanka Thrush,scathr5,204027611,FALSE,
Zoothera major,Amami Thrush,scathr6,21723221,FALSE,amanitrost
Zoothera dauma,Scaly Thrush,scathr8,170500051,FALSE,skjelltrost
Zoothera machiki,Fawn-breasted Thrush,fabthr1,613325768,FALSE,Tanimbartrost
Zoothera turipavae,Guadalcanal Thrush,sacthr3,,FALSE,guadalcanaltrost
Zoothera margaretae,Makira Thrush,sacthr2,117228481,FALSE,makiratrost
Zoothera lunulata,Bassian Thrush,oltthr1,31211461,FALSE,eukalyptustrost/rusthaletrost
Zoothera heinei,Russet-tailed Thrush,rutthr1,638578213,FALSE,Rusthaletrost
Zoothera talaseae,New Britain Thrush,nebthr1,,FALSE,tåketrost
Zoothera atrigena,Bougainville Thrush,bouthr1,,FALSE,svartryggtrost
†Zoothera terrestris,Bonin Thrush,bonthr2,,FALSE,
Ixoreus naevius,Varied Thrush,varthr,118810,TRUE,Båndtrost
Entomodestes coracinus,Black Solitaire,blasol1,68682351,FALSE,Svartsolitærtrost
Entomodestes leucotis,White-eared Solitaire,whesol1,204006721,FALSE,Hvitkinnsolitærtrost
Cichlopsis chubbi,Chestnut-throated Solitaire,,,FALSE,
Cichlopsis peruviana,Peruvian Solitaire,,,FALSE,
Cichlopsis gularis,Guianan Solitaire,,,FALSE,brunsolitærtrost (gularis)
Cichlopsis leucogenys,Rufous-brown Solitaire,rubsol1,621766484,FALSE,Brunsolitærtrost
Ridgwayia pinicola,Aztec Thrush,aztthr,622718145,FALSE,Aztektrost
Hylocichla mustelina,Wood Thrush,woothr,340193331,FALSE,Flekkskogtrost
MIMIDAE,Mockingbirds and Thrashers,,,FALSE,
Melanotis caerulescens,Blue Mockingbird,blumoc,292873171,FALSE,Blåspottefugl
Melanotis hypoleucos,Blue-and-white Mockingbird,bawmoc1,177596,FALSE,
Melanoptila glabrirostris,Black Catbird,blacat1,208192991,FALSE,Svartspottefugl
Dumetella carolinensis,Grey Catbird,grycat,163135121,TRUE,Kattespottefugl
Ramphocinclus brachyurus,White-breasted Thrasher,whbthr3,173419701,FALSE,hvitbrystspottefugl
Allenia fusca,Scaly-breasted Thrasher,scbthr,175533091,FALSE,Skjellspottefugl
Margarops fuscatus,Pearly-eyed Thrasher,peethr1,188051,FALSE,Tykknebbspottefugl
Cinclocerthia ruficauda,Brown Trembler,brotre1,614012692,FALSE,brunskjelvespottefugl/gråskjelvespottefugl
Cinclocerthia gutturalis,Grey Trembler,gratre1,93303,FALSE,Gråskjelvespottefugl
Mimus thenca,Chilean Mockingbird,chimoc1,470062851,FALSE,Chilespottefugl
Mimus patagonicus,Patagonian Mockingbird,patmoc1,651136545,FALSE,Patagoniaspottefugl
Catharus swainsoni,Swainson's Thrush,swathr,206453,FALSE,brunkinnskogtrost (swainsoni gr.)
Catharus ustulatus,Russet-backed Thrush,swathr,206453,FALSE,Brunkinnskogtrost
Catharus fuscescens,Veery,veery,30930861,FALSE,Viriskogtrost
Catharus minimus,Grey-cheeked Thrush,gycthr,206480,FALSE,gråkinnskogtrost/irokeserskogtrost
Catharus bicknelli,Bicknell's Thrush,bicthr,620383624,FALSE,Irokeserskogtrost
Catharus guttatus,Hermit Thrush,herthr,100857,TRUE,Eremittskogtrost
Catharus occidentalis,Russet Nightingale-thrush,runthr1,591450581,FALSE,Rustskogtrost
Catharus frantzii,Ruddy-capped Nightingale-thrush,rcnthr1,599307081,FALSE,Brunkroneskogtrost
Catharus gracilirostris,Black-billed Nightingale-thrush,bbnthr1,209447,FALSE,Svartnebbskogtrost
Catharus aurantiirostris,Orange-billed Nightingale-thrush,obnthr1,3610,FALSE,Oransjenebbskogtrost
Catharus mexicanus,Black-headed Nightingale-thrush,bhnthr1,211134,FALSE,Svartkroneskogtrost
Catharus dryas,Spotted Nightingale-thrush,spnthr1,242532091,FALSE,svarthetteskogtrost
Catharus fuscater,Slaty-backed Nightingale-thrush,sbnthr1,32330,FALSE,Sotskogtrost
Chlamydochaera jefferyi,Fruithunter,fruith1,203956971,FALSE,Fruktplukker
Cochoa purpurea,Purple Cochoa,purcoc1,203902561,FALSE,Purpurkotsjoa
Cochoa viridis,Green Cochoa,grecoc1,204017681,FALSE,Grønnkotsjoa
Cochoa beccarii,Sumatran Cochoa,sumcoc1,176010,FALSE,Turkiskotsjoa
Cochoa azurea,Javan Cochoa,javcoc1,611185885,FALSE,blåkotsjoa
Geokichla sibirica,Siberian Thrush,sibthr1,181019841,FALSE,Sibirtrost
Geokichla wardii,Pied Thrush,piethr1,232318221,FALSE,Prakttrost
Geokichla guttata,Spotted Ground-thrush,spgthr1,578290661,FALSE,flekktrost
Geokichla spiloptera,Spot-winged Thrush,spwthr1,75086941,FALSE,Flekkvingetrost
Geokichla citrina,Orange-headed Thrush,orhthr1,355641671,FALSE,Ravtrost
Geokichla cinerea,Ashy Thrush,ashthr1,204002561,FALSE,Asketrost
Geokichla erythronota,Red-backed Thrush,rubthr2,548659311,FALSE,rødryggtrost
Geokichla mendeni,Red-and-black Thrush,rabthr1,,FALSE,Hvitøretrost
Geokichla schistacea,Slaty-backed Thrush,slbthr1,203921251,FALSE,Skiferryggtrost
Geokichla peronii,Orange-banded Thrush,orbthr1,203923481,FALSE,Oransjebrysttrost
Geokichla dohertyi,Chestnut-backed Thrush,chbthr1,168527,FALSE,Harlekintrost
Geokichla interpres,Chestnut-capped Thrush,chcthr1,203930421,FALSE,brunhettetrost
Geokichla leucolaema,Enggano Thrush,engthr1,611192858,FALSE,Engganotrost
Geokichla dumasi,Buru Thrush,burthr1,621017216,FALSE,burutrost
Geokichla joiceyi,Seram Thrush,serthr2,67802821,FALSE,Seramtrost
Geokichla gurneyi,Orange Ground-thrush,orgthr1,101254,FALSE,Bantutrost
Geokichla oberlaenderi,Oberländer's Ground-thrush,obgthr1,23446,FALSE,Tåretrost
Geokichla crossleyi,Crossley's Ground-thrush,crgthr1,537225,FALSE,Sotfjestrost
Geokichla piaggiae,Abyssinian Ground-thrush,abgthr1,1584,FALSE,glotrost
Geokichla camaronensis,Black-eared Ground-thrush,bkegrt1,,FALSE,svartøretrost
Geokichla princei,Grey Ground-thrush,grygrt1,,FALSE,Skyggetrost
Otocichla mupinensis,Chinese Thrush,chithr2,245735321,FALSE,Kinatrost
Psophocichla simensis,Ethiopian Thrush,grothr2,203951481,FALSE,etiopiamarktrost
Psophocichla litsitsirupa,Groundscraper Thrush,grothr1,626080543,FALSE,
Turdus viscivorus,Mistle Thrush,misthr1,304254561,FALSE,Duetrost
Turdus philomelos,Song Thrush,sonthr1,105705971,TRUE,Måltrost
Turdus abyssinicus,Abyssinian Thrush,abythr1,13572,FALSE,bergtrost
Turdus helleri,Taita Thrush,taithr1,625945069,FALSE,Taitatrost
Turdus roehli,Usambara Thrush,usathr1,280446,FALSE,Usambaratrost
Turdus iliacus,Redwing,redwin,73458141,FALSE,Rødvingetrost
Turdus plebejus,Mountain Thrush,mourob1,449448091,FALSE,Plebeiertrost
Turdus merula,Eurasian Blackbird,eurbla,102741151,TRUE,svarttrost
Turdus leucomelas,Pale-breasred Thrush,pabthr1,69487,FALSE,Blekbrysttrost
Turdus fumigatus,Cocoa Thrush,cocthr1,203930981,FALSE,røyktrost
Turdus hauxwelly,Hauxwell's Thrush,hauthr1,136650,FALSE,
Turdus flavipes,Yellow-legged Thrush,yelthr1,69663,FALSE,Gulbeintrost
Turdus lawrencii,Lawrence's Thrush,lawthr1,121808,FALSE,Sumptrost
Turdus obsoletus,Pale-vented Thrush,pavthr1,144875591,FALSE,Blekgumptrost
Turdus assimilis,White-throated Thrush,whtrob1,225382791,FALSE,mestistrost
Turdus albicollis,White-necked Thrush,whnrob1,69455,FALSE,Hvitkragetrost
Turdus rufiventris,Rufous-bellied Thrush,rubthr1,642100514,FALSE,Rustbuktrost
Turdus maculirostris,Ecuadorian Thrush,ecuthr1,651892959,FALSE,Ecuadortrost
Turdus grayi,Clay-colored Thrush,clcrob,167471831,TRUE,Leirtrost
Turdus haplochrous,Unicolored Thrush,unithr1,166345,FALSE,Terrakottatrost
Turdus sanchezorum,Varzea Thrush,hauthr3,29133,FALSE,Varzeatrost
Turdus nudigenis,Spectacled Thrush,baerob1,203954201,FALSE,arawaktrost
Turdus mandarinus,Chinese Blackbird,chibla1,311839211,FALSE,mandarintrost
Turdus ludoviciae,Somali Thrush,somthr1,651919637,FALSE,Somalitrost
Turdus tephronotus,Bare-eyed Thrush,abethr1,14137,FALSE,Brilletrost
Turdus bewsheri,Comoro Thrush,comthr1,203979051,FALSE,Komortrost
Turdus libonyana,Kurrichane Thrush,kurthr1,203942071,FALSE,Rødflanketrost
Turdus menachensis,Yemen Thrush,yemthr1,203936301,FALSE,Asirtrost
Turdus olivaceus,Olive Thrush,olithr2,631274021,FALSE,auroratrost
Turdus smithi,Karoo Thrush,karthr1,369660301,FALSE,Karootrost
Turdus lherminieri,Forest Thrush,forthr1,203905131,FALSE,Tretrost
Turdus leucops,Pale-eyed Thrush,paethr1,69647,FALSE,Blekøyetrost
Turdus jamaicensis,White-eyed Thrush,whethr1,203886211,FALSE,Hvitøyetrost
Turdus swalesi,La Selle Thrush,lasthr1,617174586,FALSE,Hispaniolatrost
Turdus infuscatus,Black Thrush,blarob1,14133,FALSE,Kulltrost
Turdus nigrescens,Sooty Thrush,soorob1,165069,FALSE,Sottrost
Turdus migratorius,American Robin,amerob,206448,TRUE,Vandretrost
Turdus confinis,San Lucas Robin,,,FALSE,vandretrost (confinis)
Turdus rufitorques,Rufous-collared Robin,rucrob1,14111,FALSE,Rødkragetrost
Turdus rufopalliatus,Rufous-backed Thrush,rubrob,352306941,FALSE,Rusttrost
Turdus falcklandii,Austral Thrush,austhr1,203969691,FALSE,Umbratrost
Turdus reevei,Plumbeous-backed Thrush,plbthr2,203930081,FALSE,Blytrost
Turdus fulviventris,Chestnut-bellied Thrush,chbthr2,520365121,FALSE,Oransjebuktrost
Turdus olivater,Black-hooded Thrush,blhthr1,203992251,FALSE,Svartkuttetrost
Turdus chiguanco,Chiguanco Thrush,chithr1,203694281,FALSE,Chiguancotrost
Turdus anthracinus,Sombre Thrush,,,FALSE,
Turdus fuscater,Great Thrush,grethr1,69629,FALSE,Stortrost
Turdus nigriceps,Andean Slaty Thrush,slathr2,210359,FALSE,skifertrost
Turdus subalaris,Eastern Slaty Thrush,slathr3,644309893,FALSE,Brasilskifertrost
Turdus serranus,Glossy-black Thrush,glbthr1,134553391,FALSE,Bektrost
Turdus eremita,Tristan Thrush,trithr1,204761,FALSE,tristantrost
Turdus amaurochalinus,Creamy-bellied Thrush,crbthr1,278874731,FALSE,Tøyletrost
Turdus ignobilis,Black-billed Thrush,blbthr1,145612981,FALSE,svartnebbtrost
Turdus debilis,Floodplain Thrush,,,FALSE,svartnebbtrost (debilis)
Turdus arthuri,Campina Thrush,bkbthr3,11549,FALSE,svartnebbtrost (arthuri)
Turdus maranonicus,Maranon Thrush,marthr2,307189381,FALSE,Marañontrost
Turdus xanthorhynchus,Principe Thrush,prithr1,,FALSE,Principetrost
Turdus olivaceofuscus,Sao Tome Thrush,satthr1,632826455,FALSE,saotometrost
Turdus aurantius,White-chinned Thrush,whcthr1,219799611,FALSE,Hvithaketrost
†Turdus ravidus,Grand Cayman Thrush,grcthr1,,FALSE,
Turdus plumbeus,Northern Red-legged Thrush,relthr1,90104331,FALSE,rødbeintrost
Turdus rubripes,Western Red-legged Thrush,relthr1,90104331,FALSE,rødleggtrost (rubripes gr.)
Turdus ardosiaceus,Eastern Red-legged Thrush,relthr3,188091,FALSE,rødnebbtrost
Turdus pelios,African Thrush,afrthr1,203913121,FALSE,Landsbytrost
Turdus niveiceps,Taiwan Thrush,islthr24,114803,FALSE,Taiwantrost
Turdus boulboul,Grey-winged Blackbird,gywbla1,445576111,FALSE,Gråvingetrost
Turdus simillimus,Indian Blackbird,eurbla2,558953171,FALSE,Sholatrost
Turdus cardis,Japanese Thrush,japthr1,281297,FALSE,Hjertetrost
Turdus hortulorum,Grey-backed Thrush,gybthr1,167993461,FALSE,Gråryggtrost
Turdus dissimilis,Black-breasted Thrush,blbthr2,203925511,FALSE,svartbrysttrost
Turdus unicolor,Tickell's Thrush,ticthr1,161025131,FALSE,Himalayatrost
Turdus obscurus,Eyebrowed Thrush,eyethr,621158349,FALSE,Karootrost
Turdus feae,Grey-sided Thrush,gysthr1,423573221,FALSE,Mingtrost
Turdus celaenops,Izu Thrush,izuthr1,281524,FALSE,Izutrost
Turdus chrysolaus,Brown-headed Thrush,brhthr1,635003534,FALSE,Brunhodetrost
Turdus pallidus,Pale Thrush,palthr1,129229171,FALSE,Blektrost
Turdus poliocephalus,Island Thrush,norist1,,FALSE,tasmanhavsøytrost
Turdus kesslleri,White-backed Thrush,whbthr2,619564656,FALSE,
Turdus maximus,Tibetan Blackbird,tibbla1,173593381,FALSE,Tibettrost
Turdus pilaris,Fieldfare,fieldf,64396911,FALSE,Gråtrost
Turdus albocinctus,White-collared Blackbird,whcbla1,635302766,FALSE,Hvitkragetrost
Turdus rubrocanus,Chestnut Thrush,chethr1,179447,FALSE,Fløyelsasiti
Turdus torquatus,Ring Ouzel,rinouz1,204596,FALSE,Ringtrost
Turdus naumanni,Naumann's Thrush,dusthr1,217242421,FALSE,svartflekktrost/rødflekktrost
Turdus eunomus,Dusky Thrush,dusthr2,404382721,FALSE,svartflekktrost/rødflekktrost
Turdus atrogularis,Black-throated Thrush,datthr1,611686557,FALSE,svartstrupetrost/rødstrupetrost
Turdus ruficollis,Rufous-throated Thrush,retthr1,165839171,FALSE,svartstrupetrost/rødstrupetrost
Cataponera turdoides,Sulawesi Thrush,sulthr1,190311391,FALSE,Bandittrost
MUSCICAPIDAE,Old World Flycatchers and Chats,,,FALSE,
Alethe diademata,White-tailed Alethe,ficale3,204023011,FALSE,ildkronealete
Alethe castanea,Fire-crested Alethe,ficale2,540799341,FALSE,Ildkronealete
Tychaedon coryphoeus,Karoo Scrub-robin,kasrob2,609632105,FALSE,Karookrattskvett
Tychaedon signata,Brown Scrub-robin,brsrob1,208407091,FALSE,Natalkrattskvett
Tychaedon leucosticta,Forest Scrub-robin,fosrob1,1124,FALSE,Jungelkrattskvett
Tychaedon quadrivirgata,Bearded Scrub-robin,besrob1,46504,FALSE,Kanelkrattskvett
Tychaedon barbata,Miombo Scrub-robin,misrob1,37213,FALSE,Miombokrattskvett
Cercotrichas paena,Kalahari Scrub-robin,kasrob1,630888388,FALSE,Kalaharikrattskvett
Cercotrichas galactotes,Rufous Scrub-robin,rutscr1,470529831,FALSE,hekkskvett
C. g. minor,African Scrub-robin,,,FALSE,
Cercotrichas podobe,Black Scrub-robin,blsrob1,27830811,FALSE,Svartkrattskvett
Cercotrichas hartlaubi,Brown-backed Scrub-robin,bbsrob1,609665991,FALSE,Gresskrattskvett
Cercotrichas leucophrys,Red-backed Scrub-robin,rbsrob1,614126949,FALSE,hvitbrynkrattskvett
Copsychus mindanensis,Philippine Magpie-robin,phimar1,234112501,FALSE,Filippinerskjæreskvett
Copsychus pica,Pelzeln's Magpie-robin,,,FALSE,gasserskjæreskvett (pica)
Copsychus albospecularis,Madagascar Magpie-robin,mamrob1,203985921,FALSE,Gasserskjæreskvett
Copsychus sechellarum,Seychelles Magpie-robin,semrob1,566341071,FALSE,Seychellskjæreskvett
Copsychus saularis,Oriental Magpie-robin,magrob,203911381,TRUE,orientskjæreskvett
Saxicoloides fulicatus,Indian Robin,indrob1,390084851,FALSE,Hinduskvett
Trichixos pyrropygus,Rufous-tailed Shama,rutsha2,203892301,FALSE,Rusthaleshama
Kittacincla luzoniensis,White-browed Shama,whbsha1,203983331,FALSE,
Kittacincla superciliaris,Visayan Shama,vissha1,624711354,FALSE,visayshama
Kittacincla malabarica,White-rumped Shama,whrsha,203918001,FALSE,
Kittacincla albiventris,Andaman Shama,andsha1,203955131,FALSE,Hvitbukshama
Kittacincla nigra,White-vented Shama,whvsha1,633422524,FALSE,
Kittacincla cebuensis,Black Shama,blasha1,627533218,FALSE,Svartshama
Muscicapa griseisticta,Grey-streaked Flycatcher,gysfly1,550234631,FALSE,Gråstripefluesnapper
Muscicapa sibirica,Dark-sided Flycatcher,dasfly,370995481,FALSE,Gråflankefluesnapper
M. s. sibirica,Siberian Flycatcher,,,FALSE,
Muscicapa ferruginea,Ferruginous Flycatcher,ferfly1,162983921,FALSE,Rustfluesnapper
Muscicapa muttui,Brown-breasted Flycatcher,brbfly2,401469871,FALSE,Umbrafluesnapper
Muscicapa dauurica,Asian Brown Flycatcher,asbfly,273396421,FALSE,brunfluesnapper
Muscicapa randi,Ashy-breasted Flycatcher,asbfly1,609056554,FALSE,Askebrystfluesnapper
Muscicapa segregata,Sumba Brown Flycatcher,subfly2,609218873,FALSE,Sumbabrunfluesnapper
Muscicapa epulata,Little Grey Flycatcher,ligfly2,437374701,FALSE,Pygméfluesnapper
Muscicapa adusta,African Dusky Flycatcher,afdfly1,468789201,FALSE,Smussfluesnapper
Muscicapa sethsmithi,Yellow-footed Flycatcher,yeffly1,533575181,FALSE,Gulbeinfluesnapper
Muscicapa gambagae,Gambaga Flycatcher,gamfly1,297255581,FALSE,Akasiefluesnapper
Muscicapa striata,Spotted Flycatcher,spofly1,203693551,FALSE,Gråfluesnapper
M. s. tyrrhenica,Mediterranean Flycatcher,,,FALSE,
Muscicapa aquatica,Swamp Flycatcher,swafly3,203939851,FALSE,Sumpfluesnapper
Muscicapa cassini,Cassin's Flycatcher,casfly1,112511691,FALSE,Flomfluesnapper
Bradornis boehmi,Böhm's Flycatcher,boefly1,278847,FALSE,Flekkfluesnapper
Bradornis fuliginosus,Sooty Flycatcher,soofly1,1114,FALSE,Sotfluesnapper
Bradornis ussheri,Ussher's Flycatcher,ussfly1,437478731,FALSE,Koksfluesnapper
Bradornis comitatus,Dusky-blue Flycatcher,dubfly2,203937611,FALSE,Dunkelfluesnapper
Bradornis microrhynchus,African Grey Flycatcher,afgfly1,625688304,FALSE,Tornfluesnapper
Bradornis mariquensis,Mariqua Flycatcher,marfly1,609054500,FALSE,Kalaharifluesnapper
Agricola pallidus,Pale Flycatcher,palfly2,37903,FALSE,Blekfluesnapper
Agricola infuscatus,Brown Chat-flycatcher,chafly2,626335677,FALSE,Trostefluesnapper
Fraseria cinerascens,White-browed Forest-flycatcher,wbffly1,617144045,FALSE,Elvefluesnapper
Fraseria ocreata,Fraser's Forest-flycatcher,afffly1,203961311,FALSE,Skjellfluesnapper
Fraseria plumbea,Grey Tit-flycatcher,grytif1,189137631,FALSE,Viftefluesnapper
Fraseria griseigularis,Grey-throated Tit-flycatcher,gyttif1,203911741,FALSE,Sangerfluesnapper
Fraseria caerulescens,Ashy Flycatcher,ashfly1,22640,FALSE,Askefluesnapper
Fraseria tessmanni,Tessmann's Flycatcher,tesfly1,567135541,FALSE,Krattfluesnapper
Fraseria olivascens,Olivaceous Flycatcher,olifly1,636181357,FALSE,Olivenfluesnapper
Fraseria lendu,Chapin's Flycatcher,chafly1,468479841,FALSE,Lendufluesnapper
Humblotia flavirostris,Humblot's Flycatcher,grcfly3,488884871,FALSE,Karthalafluesnapper
Melaenornis silens,Fiscal Flycatcher,fisfly1,213386131,FALSE,Fiskalfluesnapper
Melaenornis herero,Herero Chat,hercha1,61121,FALSE,Hereroskvett
Melaenornis semipartitus,Silverbird,silver1,203915211,FALSE,Sølvfluesnapper
Melaenornis chocolatinus,Abyssinian Slaty-flycatcher,abyslf1,203951691,FALSE,etiopiafluesnapper
Melaenornis brunneus,Angola Slaty-flycatcher,angslf1,398992841,FALSE,Angolafluesnapper
Melaenornis fischeri,White-eyed Slaty-flycatcher,wheslf1,631961566,FALSE,Brillefluesnapper
Melaenornis ardesiacus,Yellow-eyed Black-flycatcher,yebfly2,112520161,FALSE,Guløyefluesnapper
Melaenornis annamarulae,Nimba Flycatcher,nimfly1,101966,FALSE,Blyfluesnapper
Melaenornis edolioides,Northern Black-flycatcher,nobfly1,435677121,FALSE,Svartfluesnapper
Melaenornis pammeliana,Southern Black-flycatcher,sobfly1,625987548,FALSE,
Niltava sundara,Rufous-bellied Niltava,rubnil1,608377031,FALSE,Rødbukniltava
Niltava macgrigoriae,Small Niltava,smanil1,317406091,FALSE,Småniltava
Niltava sumatrana,Sumatran Niltava,ruvnil1,641809156,FALSE,Malayniltava
Niltava oatesi,Large Vivid Niltava,vivnil2,456044141,FALSE,Praktniltava
Niltava vivida,Small Vivid Niltava,vivnil3,184291691,FALSE,praktniltava
Niltava davidi,Fujian Niltava,fujnil1,30547831,FALSE,Kinaniltava
Niltava grandis,Large Niltava,larnil1,335919921,FALSE,Storniltava
Cyanoptila cumatilis,Zappey's Flycatcher,zapfly1,457890361,FALSE,turkisfluesnapper
Cyanoptila cyanomelana,Blue-and-white Flycatcher,bawfly2,203936591,FALSE,cyanfluesnapper/turkisfluesnapper
Eumyias albicaudatus,Nilgiri Flycatcher,nilfly2,90680061,FALSE,Nilgirifluesnapper
Eumyias ruficrissa,Rufous-vented Flycatcher,,,FALSE,indigofluesnapper (ruficrissa/cerviniventris)
Eumyias indigo,Indigo Flycatcher,indfly1,637364522,FALSE,Indigofluesnapper
Eumyias sordidus,Dull-blue Flycatcher,dubfly3,282092,FALSE,Lavendelfluesnapper
Eumyias thalassinus,Verditer Flycatcher,verfly4,173606741,TRUE,Talassinfluesnapper
Eumyias panayensis,Turquoise Flycatcher,islfly1,203999741,FALSE,Maskefluesnapper
Eumyias additus,Streaky-breasted Jungle-flycatcher,burjuf1,218108861,FALSE,Burufluesnapper
Anthipes monileger,White-gorgeted Flycatcher,whgfly1,623219132,FALSE,Prydfluesnapper
Anthipes solitaris,Rufous-browed Flycatcher,rubfly3,203918081,FALSE,Kanelfluesnapper
Cyornis oscillans,Russet-backed Jungle-flycatcher,,,FALSE,
Cyornis stresemanni,Sumba Jungle-flycatcher,,,FALSE,mørkfluesnapper
Cyornis nicobaricus,Nicobar Jungle-flycatcher,nicjuf1,648039969,FALSE,Nikobarfluesnapper
Cyornis brunneatus,Brown-chested Jungle-flycatcher,bncjuf1,642052380,FALSE,brunbrystfluesnapper
Cyornis olivaceus,Fulvous-chested Jungle-flycatcher,fucjuf1,70241,FALSE,Okerbrystfluesnapper
Cyornis umbratilis,Grey-chested Jungle-flycatcher,gycjuf1,71281,FALSE,Gråbrystfluesnapper
Cyornis ruficauda,Rufous-tailed Jungle-flycatcher,chtjuf2,632044237,FALSE,kastanjestjertfluesnapper
Cyornis colonus,Henna-tailed Jungle-flycatcher,suljuf1,203903021,FALSE,hennafluesnapper
Cyornis unicolor,Pale Blue-flycatcher,pabfly2,204017671,FALSE,Asurfluesnapper
Cyornis ruckii,Rück's Blue-flycatcher,rubfly1,,FALSE,Medanfluesnapper
Cyornis herioti,Blue-breasted Blue-flycatcher,bubfly1,196865,FALSE,blåbrystfluesnapper/edelfluesnapper
Cyornis camarinensis,Rufous-breasted Blue-flycatcher,bubfly2,649740537,FALSE,edelfluesnapper
Cyornis pallidipes,White-bellied Blue-flycatcher,wbbfly1,442598711,FALSE,Hvitbukfluesnapper
Cyornis poliogenys,Pale-chinned Flycatcher,pacblf1,203901361,FALSE,Blekhakefluesnapper
Cyornis magnirostris,Large Blue-flycatcher,larblf1,645436810,FALSE,Arunachalfluesnapper
Cyornis banyumas,Hill Blue-flycatcher,hibfly3,641432098,FALSE,ravinefluesnapper
Cyornis lemprieri,Palawan Blue-flycatcher,pabfly1,29731041,FALSE,Svartkinnfluesnapper
Cyornis tickelliae,Tickell's Blue-flycatcher,tibfly3,360692751,FALSE,buskfluesnapper
Cyornis sumatrensis,Indochinese Blue-flycatcher,tibfly4,204005431,FALSE,buskfluesnapper (sumatrensis gr.)
Cyornis caerulatus,Large-billed Blue-flycatcher,lobblf1,203962851,FALSE,Sundafluesnapper
Cyornis superbus,Bornean Blue-flycatcher,bobfly2,203930311,FALSE,Borneofluesnapper
Cyornis glaucicomans,Chinese Blue-flycatcher,butfly2,30557641,FALSE,apsarafluesnapper
Cyornis hainanus,Hainan Blue-flycatcher,habfly1,203490341,FALSE,koboltfluesnapper
Cyornis rubeculoides,Blue-throated Blue-flycatcher,butfly1,203964711,FALSE,koboltfluesnapper/nymfefluesnapper/apsarafluesnapper
Cyornis turcosus,Malay Blue-flycatcher,mabfly1,203962831,FALSE,Blåstrupefluesnapper
Cyornis rufigastra,Mangrove Blue-flycatcher,mabfly2,203893861,FALSE,mangrovefluesnapper
Cyornis omissus,Sulawesi Blue-flycatcher,subfly1,203909291,FALSE,alvefluesnapper
Cyornis djampeanus,Tanahjampea Blue-flycatcher,,,FALSE,alvefluesnapper (djampeanus)
Cyornis hyacinthinus,Timor Blue-flycatcher,,,FALSE,Hyasintfluesnapper
Cyornis hoevelli,Blue-fronted Blue-flycatcher,,,FALSE,Blåhodefluesnapper
Cyornis sanfordi,Matinan Blue-flycatcher,,,FALSE,Minahassafluesnapper
Cyornis concretus,White-tailed Blue-flycatcher,,,FALSE,Hvithalefluesnapper
Xenocopsychus ansorgei,Angola Cave-chat,anccha1,505281811,FALSE,Grotteskvett
Dessonornis caffer,Cape Robin-chat,carcha1,11202,FALSE,Gråflanketrosteskvett
Dessonornis mbuluensis,Mbulu Robin-chat,,,FALSE,
Dessonornis macclounii,Rusty-flanked Robin-chat,,,FALSE,
Dessonornis anomalus,Olive-flanked Robin-chat,ofrcha1,101240,FALSE,Oliventrosteskvett
Dessonornis archeri,Archer's Robin-chat,arrcha1,113930671,FALSE,Kivutrosteskvett
Dessonornis humeralis,White-throated Robin-chat,wtrcha1,11234,FALSE,Torntrosteskvett
Erithacus rubecula,European Robin,eurrob1,89108201,TRUE,Rødstrupe
E. r. superbus,Tenerife Robin,,,FALSE,
Pogonocichla stellata,White-starred Robin,whsrob1,630295820,FALSE,Stjerneskvett
Oreocossypha isabellae,Mountain Robin-chat,morcha1,212670,FALSE,Fjelltrosteskvett
