Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,zh,zh_hk,zh_tw
Coeligena orina,Glittering Starfrontlet,dussta1,204007161,FALSE,暗星额蜂鸟,暗星额蜂鸟,烏星額蜂鳥
Coeligena lutetiae,Buff-winged Starfrontlet,buwsta1,613767150,FALSE,黄翅星额蜂鸟,黄翅星额蜂鸟,黃翅星額蜂鳥
Coeligena consita,Perija Starfrontlet,gobsta2,631573286,FALSE,佩里星额蜂鸟,佩里星额蜂鸟,
Coeligena bonapartei,Golden-bellied Starfrontlet,gobsta1,348554411,FALSE,,,
Coeligena eos,Golden Starfrontlet,gobsta4,617069693,FALSE,金色星额蜂鸟,金色星额蜂鸟,
Coeligena helianthea,Blue-throated Starfrontlet,bltsta1,622757807,FALSE,蓝喉星额蜂鸟,蓝喉星额蜂鸟,藍喉星額蜂鳥
Lafresnaya lafresnayi,Mountain Velvetbreast,mouvel1,478693941,FALSE,绒胸蜂鸟,绒胸蜂鸟,絨胸山蜂鳥
Ensifera ensifera,Sword-billed Hummingbird,swbhum1,630687397,TRUE,剑嘴蜂鸟,剑嘴蜂鸟,刀嘴蜂鳥
Pterophanes cyanopterus,Great Sapphirewing,gresap1,242708,FALSE,蓝翅大蜂鸟,蓝翅大蜂鸟,大藍翅蜂鳥
Boissonneaua flavescens,Buff-tailed Coronet,butcor1,80839,FALSE,黄尾冕蜂鸟,黄尾冕蜂鸟,黃尾冕蜂鳥
Boissonneaua matthewsii,Chestnut-breasted Coronet,chbcor1,25848001,FALSE,栗胸冕蜂鸟,栗胸冕蜂鸟,栗胸冕蜂鳥
Boissonneaua jardini,Velvet-purple Coronet,vepcor1,203699351,FALSE,紫冕蜂鸟,紫冕蜂鸟,紫冕蜂鳥
Ocreatus underwoodii,Booted Racquet-tail,boorat1,203699311,TRUE,,,
Urochroa bougueri,Rufous-gaped Hillstar,whthil2,633126098,FALSE,,,
Urochroa leucura,White-tailed Hillstar,whthil3,494807461,FALSE,绿背山蜂鸟,绿背山蜂鸟,
Urosticte benjamini,Purple-bibbed Whitetip,pubwhi1,210787651,FALSE,,,
Urosticte ruficrissa,Rufous-vented Whitetip,ruvwhi1,21621221,FALSE,棕臀白尾梢蜂鸟,棕臀白尾梢蜂鸟,褐臀蜂鳥
Heliodoxa xanthogonys,Velvet-browed Brilliant,vebbri1,388976741,FALSE,黑眉辉蜂鸟,黑眉辉蜂鸟,黑眉輝蜂鳥
Heliodoxa gularis,Pink-throated Brilliant,pitbri1,380307421,FALSE,粉喉辉蜂鸟,粉喉辉蜂鸟,粉喉輝蜂鳥
Heliodoxa branickii,Rufous-webbed Brilliant,ruwbri1,65737051,FALSE,棕甲辉蜂鸟,棕甲辉蜂鸟,棕翎輝蜂鳥
Heliodoxa whitelyana,Black-breasted Brilliant,,,FALSE,,,
Heliodoxa aurescens,Gould's Brilliant,goujew1,627805552,FALSE,古氏蜂鸟,古氏蜂鸟,寶石額蜂鳥
Heliodoxa rubinoides,Fawn-breasted Brilliant,fabbri1,203956401,FALSE,棕胸辉蜂鸟,棕胸辉蜂鸟,麂胸輝蜂鳥
Heliodoxa jacula,Green-fronted Brilliant,grcbri1,163948,FALSE,绿顶辉蜂鸟,绿顶辉蜂鸟,綠頂輝蜂鳥
Heliodoxa imperatrix,Empress Brilliant,empbri1,626873747,FALSE,皇辉蜂鸟,皇辉蜂鸟,皇輝蜂鳥
Heliodoxa leadbeateri,Violet-fronted Brilliant,vifbri1,127814,FALSE,紫额辉蜂鸟,紫额辉蜂鸟,紫額輝蜂鳥
Clytolaema rubricauda,Brazilian Ruby,brarub1,112700,FALSE,红玉蜂鸟,红玉蜂鸟,紅玉蜂鳥
Patagona gigas,Giant Hummingbird,giahum1,11057,FALSE,巨蜂鸟,巨蜂鸟,巨蜂鳥
Chlorostilbon auriceps,Golden-crowned Emerald,goceme1,159288451,FALSE,金腹翠蜂鸟,金腹翠蜂鸟,金冠翠蜂鳥
Chlorostilbon fortificatus,Cozumel Emerald,cozeme1,609053805,FALSE,,,
Chlorostilbon canivetii,Canivet's Emerald,caneme1,151009451,FALSE,,,
Chlorostilbon assimilis,Garden Emerald,gareme1,628700691,FALSE,花园翠蜂鸟,花园翠蜂鸟,花園翠蜂鳥
Chlorostilbon gibsoni,Red-billed Emerald,rebeme1,541130961,FALSE,,,
Chlorostilbon mellisugus,Blue-tailed Emerald,blteme1,305877971,FALSE,,,
Chlorostilbon olivaresi,Chiribiquete Emerald,chieme1,422060681,FALSE,奇里翠蜂鸟,奇里翠蜂鸟,契利比克翠蜂鳥
†Chlorostilbon bracei,Brace's Emerald,braeme2,,FALSE,,,
†Chlorostilbon elegans,Caribbean Emerald,,,FALSE,,,
Chlorostilbon ricordii,Cuban Emerald,cubeme1,89306271,FALSE,,,
Chlorostilbon swainsonii,Hispaniolan Emerald,hiseme1,163140711,FALSE,中美翠蜂鸟,中美翠蜂鸟,希斯潘諾拉翠蜂鳥
Chlorostilbon maugaeus,Puerto Rican Emerald,pureme1,53816,FALSE,波多翠蜂鸟,波多翠蜂鸟,波多黎各翠蜂鳥
Chlorostilbon lucidus,Glittering-bellied Emerald,glbeme1,400379251,FALSE,辉腹翠蜂鸟,辉腹翠蜂鸟,閃亮翠蜂鳥
Chlorostilbon russatus,Coppery Emerald,copeme1,167298,FALSE,铜色翠蜂鸟,铜色翠蜂鸟,銅色翠蜂鳥
Chlorostilbon stenurus,Narrow-tailed Emerald,nateme2,642973712,FALSE,狭尾翠蜂鸟,狭尾翠蜂鸟,狹尾翠蜂鳥
Chlorostilbon poortmani,Short-tailed Emerald,shteme1,265782,FALSE,,,
Chlorostilbon notatus,Blue-chinned Sapphire,bucsap1,88272,FALSE,蓝颏青蜂鸟,蓝颏青蜂鸟,藍頦青蜂鳥
Cynanthus sordidus,Dusky Hummingbird,dushum1,330351261,FALSE,暗阔嘴蜂鸟,暗阔嘴蜂鸟,烏闊嘴蜂鳥
Cynanthus latirostris,Broad-billed Hummingbird,brbhum,121949,FALSE,,,
Cynanthus doubledayi,Turquoise-crowned Hummingbird,brbhum2,157625291,FALSE,双日阔嘴蜂鸟,双日阔嘴蜂鸟,南方闊嘴蜂鳥
Cynanthus lawrencei,Tres Marias Hummingbird,brbhum3,,FALSE,三圣岛蜂鸟,三圣岛蜂鸟,
Cyanophaia bicolor,Blue-headed Hummingbird,blhhum1,602427421,FALSE,蓝头蜂鸟,蓝头蜂鸟,藍頭蜂鳥
Klais guimeti,Violet-headed Hummingbird,vihhum1,136301011,FALSE,紫头蜂鸟,紫头蜂鸟,紫頭蜂鳥
Abeillia abeillei,Emerald-chinned Hummingbird,emchum1,86679,FALSE,翠颏蜂鸟,翠颏蜂鸟,翠頦蜂鳥
Orthorhyncus cristatus,Antillean Crested Hummingbird,anchum1,204013441,FALSE,凤头蜂鸟,凤头蜂鸟,鳳頭蜂鳥
Stephanoxis lalandi,Green-crowned Plovercrest,plover3,640929511,FALSE,,,
Stephanoxis loddigesii,Violet-crowned Plovercrest,plover4,203700671,TRUE,紫冠黑胸蜂鸟,紫冠黑胸蜂鸟,紫冠黑胸蜂鳥
Aphantochroa cirrochloris,Sombre Hummingbird,somhum1,24648421,FALSE,暗色刀翅蜂鸟,暗色刀翅蜂鸟,暗色蜂鳥
Anthocephala floriceps,Blossomcrown,samblo1,632679875,FALSE,,,
Campylopterus cuvierii,Scaly-breasted Hummingbird,scbhum1,207693221,FALSE,鳞胸刀翅蜂鸟,鳞胸刀翅蜂鸟,鱗胸蜂鳥
Campylopterus curvipennis,Wedge-tailed Sabrewing,wetsab1,245541241,FALSE,楔尾刀翅蜂鸟,楔尾刀翅蜂鸟,曲翅刀翅蜂鳥〔楔尾刀翅蜂鳥〕
Campylopterus largipennis,Grey-breasted Sabrewing,gybsab1,114922,FALSE,,,
Campylopterus rufus,Rufous Sabrewing,rufsab1,104,FALSE,棕刀翅蜂鸟,棕刀翅蜂鸟,棕刀翅蜂鳥
Campylopterus hyperythrus,Rufous-breasted Sabrewing,rubsab1,364592861,FALSE,,,
Campylopterus hemileucurus,Violet Sabrewing,viosab1,212321211,TRUE,紫刀翅蜂鸟,紫刀翅蜂鸟,紫刀翅蜂鳥
Campylopterus ensipennis,White-tailed Sabrewing,whtsab1,390117281,FALSE,白尾刀翅蜂鸟,白尾刀翅蜂鸟,白尾刀翅蜂鳥
Campylopterus falcatus,Lazuline Sabrewing,lazsab1,473464091,FALSE,棕尾刀翅蜂鸟,棕尾刀翅蜂鸟,琉璃刀翅蜂鳥
Campylopterus phainopeplus,Santa Marta Sabrewing,samsab1,615897668,FALSE,圣马刀翅蜂鸟,圣马刀翅蜂鸟,聖塔馬塔刀翅蜂鳥
Campylopterus villaviscensio,Napo Sabrewing,napsab1,203933941,FALSE,那波刀翅蜂鸟,那波刀翅蜂鸟,那坡蜂鳥
Campylopterus duidae,Buf-breasted Sabrewing,bubsab1,251698811,FALSE,黄胸刀翅蜂鸟,黄胸刀翅蜂鸟,黃胸刀翅蜂鳥
Eupetomena macroura,Swallow-tailed Hummingbird,swthum1,615734079,TRUE,燕尾刀翅蜂鸟,燕尾刀翅蜂鸟,燕尾蜂鳥
Eupherusa eximia,Stripe-tailed Hummingbird,stthum1,338084711,FALSE,纹尾蜂鸟,纹尾蜂鸟,紋尾蜂鳥
Eupherusa cyanophrys,Oaxaca Hummingbird,blchum2,314995221,FALSE,蓝顶蜂鸟,蓝顶蜂鸟,藍頂蜂鳥
Eupherusa poliocerca,White-tailed Hummingbird,whthum1,159540581,FALSE,白尾蜂鸟,白尾蜂鸟,白尾蜂鳥
Eupherusa nigriventris,Black-bellied Hummingbird,blbhum1,49396831,FALSE,黑腹蜂鸟,黑腹蜂鸟,黑腹蜂鳥
Elvira chionura,White-tailed Emerald,whteme1,550101281,FALSE,白尾丽蜂鸟,白尾丽蜂鸟,白尾翡翠蜂鳥
Elvira cupreiceps,Coppery-headed Emerald,coheme1,514574641,FALSE,铜头丽蜂鸟,铜头丽蜂鸟,銅頭翡翠蜂鳥
Microchera albocoronata,Snowcap,snowca1,411448361,TRUE,白顶蜂鸟,白顶蜂鸟,白頂蜂鳥
Chalybura buffonii,White-vented Plumeleteer,whvplu1,384086621,FALSE,,,
Chalybura urochrysia,Bronze-tailed Plumeleteer,brtplu1,614945172,FALSE,,,
Thalurania ridgwayi,Mexican Woodnymph,mexwoo1,321021151,FALSE,墨西哥妍蜂鸟,墨西哥妍蜂鸟,墨西哥妍蜂鳥
Thalurania colombica,Crowned Woodnymph,crowoo1,457019911,TRUE,,,
Thalurania furcata,Fork-tailed Woodnymph,fotwoo1,387922001,FALSE,,,
Thalurania watertonii,Long-tailed Woodnymph,lotwoo2,297604711,FALSE,长尾妍蜂鸟,长尾妍蜂鸟,長尾妍蜂鳥
Thalurania glaucopis,Violet-capped Woodnymph,vicwoo2,610870185,FALSE,紫顶妍蜂鸟,紫顶妍蜂鸟,紫頂妍蜂鳥
Taphrospilus hypostictus,Many-spotted Hummingbird,mashum1,203931821,FALSE,点斑蜂鸟,点斑蜂鸟,多點蜂鳥
Leucochloris albicollis,White-throated Hummingbird,whthum2,111487911,FALSE,白喉蜂鸟,白喉蜂鸟,白喉蜂鳥
Leucippus fallax,Buffy Hummingbird,bufhum1,385687761,FALSE,淡黄蜂鸟,淡黄蜂鸟,淡黃月亮蜂鳥
Leucippus baeri,Tumbes Hummingbird,tumhum1,13285,FALSE,秘鲁蜂鸟,秘鲁蜂鸟,屯貝斯月亮蜂鳥
Leucippus taczanowskii,Spot-throated Hummingbird,spthum2,148395101,FALSE,斑喉蜂鸟,斑喉蜂鸟,斑喉月亮蜂鳥
Leucippus chlorocercus,Olive-spotted Hummingbird,olshum1,127581,FALSE,绿斑蜂鸟,绿斑蜂鸟,橄綠斑月亮蜂鳥
Amazilia chionogaster,White-bellied Hummingbird,whbhum1,183293,FALSE,白腹蜂鸟,白腹蜂鸟,白腹蜂鳥
Amazilia viridicauda,Green-and-white Hummingbird,gawhum1,40116,FALSE,绿尾蜂鸟,绿尾蜂鸟,綠尾蜂鳥
Amazilia tzacatl,Rufous-tailed Hummingbird,rtlhum,6106,TRUE,棕尾蜂鸟,棕尾蜂鸟,棕尾蜂鳥
Amazilia castaneiventris,Chestnut-bellied Hummingbird,chbhum1,259282691,FALSE,栗腹蜂鸟,栗腹蜂鸟,栗腹蜂鳥
Amazilia yucatanensis,Buff-bellied Hummingbird,bubhum,23954441,FALSE,棕腹蜂鸟,棕腹蜂鸟,棕腹蜂鳥
Amazilia rutila,Cinnamon Hummingbird,cinhum1,199442,TRUE,桂红蜂鸟,桂红蜂鸟,桂紅蜂鳥
Amazilia amazilia,Amazilia Hummingbird,amahum1,84904151,FALSE,艳蜂鸟,艳蜂鸟,藍胸蜂鳥
Amazilia leucogaster,Plain-bellied Emerald,plbeme1,172069741,FALSE,纯腹蜂鸟,纯腹蜂鸟,純腹蜂鳥
Amazilia versicolor,Versicolored Emerald,vereme1,90496871,FALSE,虹彩蜂鸟,虹彩蜂鸟,虹彩蜂鳥
Amazilia brevirostris,White-chested Emerald,whceme1,221649,FALSE,白胸蜂鸟,白胸蜂鸟,白胸蜂鳥
Amazilia franciae,Andean Emerald,andeme1,18035,FALSE,安第斯蜂鸟,安第斯蜂鸟,安地斯蜂鳥
Amazilia candida,White-bellied Emerald,whbeme1,207695311,FALSE,白腹绿蜂鸟,白腹绿蜂鸟,中美白腹蜂鳥
Amazilia luciae,Honduran Emerald,honeme1,519021121,FALSE,洪都拉斯蜂鸟,洪都拉斯蜂鸟,宏都拉斯蜂鳥
Amazilia boucardi,Mangrove Hummingbird,manhum1,242225651,FALSE,红树林蜂鸟,红树林蜂鸟,紅樹蜂鳥
Amazilia amabilis,Blue-chested Hummingbird,blchum1,203095391,FALSE,,,
Amazilia decora,Charming Hummingbird,chahum1,48154691,FALSE,娇蜂鸟,娇蜂鸟,俏麗蜂鳥
Amazilia cyanocephala,Azure-crowned Hummingbird,azchum1,166718011,FALSE,红嘴蜂鸟,红嘴蜂鸟,紅嘴蜂鳥
Amazilia beryllina,Berylline Hummingbird,berhum,291644941,FALSE,绿蜂鸟,绿蜂鸟,綠蜂鳥
Amazilia cyanura,Blue-tailed Hummingbird,blthum1,177937741,FALSE,蓝尾蜂鸟,蓝尾蜂鸟,藍尾蜂鳥
Amazilia saucerrottei,Steely-vented Hummingbird,stvhum2,387654421,FALSE,,,
Amazilia cyanifrons,Indigo-capped Hummingbird,inchum1,469509331,FALSE,,,
Amazilia violiceps,Violet-crowned Hummingbird,vichum,245428751,FALSE,紫冠蜂鸟,紫冠蜂鸟,紫頂蜂鳥
Amazilia viridifrons,Green-fronted Hummingbird,grfhum1,47719331,FALSE,绿额蜂鸟,绿额蜂鸟,綠額蜂鳥
Amazilia wagneri,Cinnamon-sided Hummingbird,,,FALSE,,,
Amazilia fimbriata,Glittering-throated Emerald,glteme1,315889311,FALSE,,,
Amazilia lactea,Sapphire-spangled Emerald,saseme1,494469371,FALSE,蓝喉蜂鸟,蓝喉蜂鸟,藍喉蜂鳥
Amazilia bartletti,Spot-vented Emerald,,,FALSE,,,
Amazilia rosenbergi,Purple-chested Hummingbird,puchum1,245905,FALSE,紫胸蜂鸟,紫胸蜂鸟,紫胸蜂鳥
Amazilia edward,Snowy-bellied Hummingbird,snbhum1,167226701,FALSE,雪胸蜂鸟,雪胸蜂鸟,雪胸蜂鳥
Amazilia viridigaster,Green-bellied Hummingbird,grbhum1,165334091,FALSE,,,
Amazilia cupreicauda,Copper-tailed Hummingbird,gnbhum2,141887291,FALSE,铜色尾蜂鸟,铜色尾蜂鸟,
Amazilia tobaci,Copper-rumped Hummingbird,corhum1,366083081,FALSE,铜色腰蜂鸟,铜色腰蜂鸟,銅腰蜂鳥
Amazilia sapphirina,Rufous-throated Hummingbird,,,FALSE,棕喉红嘴蜂鸟,棕喉红嘴蜂鸟,棕喉紅嘴蜂鳥
Amazilia humboldtii,Humboldt's Hummingbird,,,FALSE,洪氏红嘴蜂鸟,洪氏红嘴蜂鸟,洪保德紅嘴蜂鳥
Amazilia grayi,Gray's Hummingbird,,,FALSE,蓝头红嘴蜂鸟,蓝头红嘴蜂鸟,藍頭紅嘴蜂鳥
Trochilus polytmus,Red-billed Streamertail,stream2,173316381,FALSE,,,
Trochilus scitulus,Black-billed Streamertail,stream3,204456,FALSE,黑嘴长尾蜂鸟,黑嘴长尾蜂鸟,黑嘴綬帶蜂鳥
Chrysuronia oenone,Golden-tailed Sapphire,gotsap1,68846,FALSE,,,
Goethalsia bella,Pirre Hummingbird,ruchum1,195030421,FALSE,棕颊蜂鸟,棕颊蜂鸟,棕頰蜂鳥
Goldmania violiceps,Violet-capped Hummingbird,vichum1,51649,FALSE,紫顶蜂鸟,紫顶蜂鸟,紫頂蜂鳥
Lepidopyga coeruleogularis,Sapphire-throated Hummingbird,sathum1,621885575,FALSE,,,
Lepidopyga lilliae,Sapphire-bellied Hummingbird,sabhum1,167379,FALSE,青腹蜂鸟,青腹蜂鸟,青腹蜂鳥
Lepidopyga goudoti,Shining-green Hummingbird,shghum1,395654271,FALSE,辉绿蜂鸟,辉绿蜂鸟,輝綠蜂鳥
Juliamyia julie,Violet-belied Hummingbird,,,FALSE,紫腹蜂鸟,紫腹蜂鸟,紫腹蜂鳥
Hylocharis eliciae,Blue-throated Goldentail,bltgol1,51785961,FALSE,白耳蜂鸟,白耳蜂鸟,白耳紅嘴蜂鳥
Hylocharis cyanus,White-chinned Sapphire,whcsap1,624733747,FALSE,棕喉红嘴蜂鸟,棕喉红嘴蜂鸟,棕喉紅嘴蜂鳥
Hylocharis chrysura,Gilded Hummingbird,gilhum1,114385521,TRUE,金红嘴蜂鸟,金红嘴蜂鸟,金紅嘴蜂鳥
Basilinna xantusii,Xanthus's Hummingbird,xanhum,616382357,FALSE,赞氏蜂鸟,赞氏蜂鸟,黑額紅嘴蜂鳥
Basilinna leucotis,White-eared Hummingbird,whehum,373787061,FALSE,白耳蜂鸟,白耳蜂鸟,白耳紅嘴蜂鳥
Sternoclyta cyanopectus,Violet-chested Hummingbird,vichum2,287226,FALSE,紫罗兰胸蜂鸟,紫罗兰胸蜂鸟,紫羅蘭胸蜂鳥
Hylonympha macrocerca,Scissor-tailed Hummingbird,scthum1,382591891,FALSE,剪尾蜂鸟,剪尾蜂鸟,鉸尾蜂鳥
Eugenes fulgens,Magnificent Hummingbird,maghum1,401927741,FALSE,,,
Panterpe insignis,Fiery-throated Hummingbird,fithum1,46235681,TRUE,火喉蜂鸟,火喉蜂鸟,火喉蜂鳥
Heliomaster constantii,Plain-capped Starthroat,plcsta,109155,FALSE,纯顶星喉蜂鸟,纯顶星喉蜂鸟,淡頂星喉蜂鳥
Heliomaster longirostris,Long-billed Starthroat,lobsta1,451442311,FALSE,长嘴星喉蜂鸟,长嘴星喉蜂鸟,長嘴星喉蜂鳥
Heliomaster squamosus,Stripe-breasted Starthroat,stbsta1,520946891,TRUE,纹胸星喉蜂鸟,纹胸星喉蜂鸟,紋胸星喉蜂鳥
Heliomaster furcifer,Blue-tufted Starthroat,bltsta2,217496,TRUE,蓝角星喉蜂鸟,蓝角星喉蜂鸟,藍簇星喉蜂鳥
Lampornis viridipallens,Green-throated Mountain-gem,gtmgem1,101,FALSE,,,
Lampornis sybillae,Green-breasted Mountain-gem,gbmgem1,141285911,FALSE,绿胸宝石蜂鸟,绿胸宝石蜂鸟,綠胸寶石蜂鳥
Lampornis amethystinus,Amethyst-throated Hummingbird,amthum1,615523568,FALSE,辉紫喉宝石蜂鸟,辉紫喉宝石蜂鸟,紫喉寶石蜂鳥
Lampornis clemenciae,Blue-throated Hummingbird,buthum,452435381,FALSE,蓝喉宝石蜂鸟,蓝喉宝石蜂鸟,藍喉寶石蜂鳥
Lampornis hemileucus,White-bellied Mountain-gem,wbmgem1,558718511,FALSE,白腹宝石蜂鸟,白腹宝石蜂鸟,白腹寶石蜂鳥
Lampornis calolaemus,Purple-throated Mountain-gem,ptmgem,72830,FALSE,紫喉宝石蜂鸟,紫喉宝石蜂鸟,靛喉寶石蜂鳥
Lampornis cinereicauda,Grey-tailed Mountain-gem,,,FALSE,,,
Lampornis castaneoventris,White-throated Mountain-gem,wtmgem1,615159475,FALSE,,,
Lamprolaima rhami,Garnet-throated Hummingbird,gathum1,362559071,FALSE,红喉蜂鸟,红喉蜂鸟,深紅喉蜂鳥
Myrtis fanny,Purple-collared Woodstar,pucwoo1,630769732,FALSE,紫领蜂鸟,紫领蜂鸟,紫領蜂鳥
Eulidia yarrellii,Chilean Woodstar,chiwoo1,651868516,FALSE,智利蜂鸟,智利蜂鸟,智利蜂鳥
Rhodopis vesper,Oasis Hummingbird,oashum1,439762321,TRUE,绿洲蜂鸟,绿洲蜂鸟,綠洲蜂鳥
Thaumastura cora,Peruvian Sheartail,pershe2,439751101,FALSE,矛尾蜂鸟,矛尾蜂鸟,鋏尾蜂鳥
Chaetocercus mulsant,White-bellied Woodstar,whbwoo6,509223161,TRUE,白腹林蜂鸟,白腹林蜂鸟,白腹林星蜂鳥
Chaetocercus bombus,Little Woodstar,litwoo5,203979441,FALSE,小林蜂鸟,小林蜂鸟,小林星蜂鳥
Chaetocercus heliodor,Gorgeted Woodstar,gorwoo2,68289161,FALSE,,,
Chaetocercus astreans,Santa Marta Woodstar,samwoo2,608697168,FALSE,圣马林蜂鸟,圣马林蜂鸟,聖塔馬塔林星蜂鳥
Chaetocercus berlepschi,Esmeraldas Woodstar,esmwoo2,471713701,FALSE,埃斯林蜂鸟,埃斯林蜂鸟,艾斯美拉達斯林星蜂鳥
Chaetocercus jourdanii,Rufous-shafted Woodstar,ruswoo1,249144041,FALSE,棕尾林蜂鸟,棕尾林蜂鸟,棕尾林星蜂鳥
Myrmia micrura,Short-tailed Woodstar,shtwoo1,471976321,TRUE,短尾蜂鸟,短尾蜂鸟,短尾蜂鳥
Microstilbon burmeisteri,Slender-tailed Woodstar,sltwoo1,617549628,FALSE,细尾林星蜂鸟,细尾林星蜂鸟,細尾蜂鳥
Calliphlox amethystina,Amethyst Woodstar,amewoo1,622627532,TRUE,紫辉林星蜂鸟,紫辉林星蜂鸟,紫晶林星蜂鳥
Calliphlox evelynae,Bahama Woodstar,bahwoo,32872721,FALSE,,,
Calliphlox bryantae,Magenta-throated Woodstar,matwoo1,469921491,FALSE,红喉林星蜂鸟,红喉林星蜂鸟,紅喉林星蜂鳥
Calliphlox mitchellii,Purple-throated Woodstar,putwoo1,203699321,FALSE,紫喉林星蜂鸟,紫喉林星蜂鸟,紫晶林星蜂鳥
Doricha enicura,Slender Sheartail,sleshe1,474780291,FALSE,细剪尾蜂鸟,细剪尾蜂鸟,細剪尾蜂鳥
Doricha eliza,Mexican Sheartail,mexshe1,33207121,FALSE,墨西哥剪尾蜂鸟,墨西哥剪尾蜂鸟,墨西哥剪尾蜂鳥
Tilmatura dupontii,Sparkling-tailed Woodstar,spthum1,85419291,FALSE,火尾蜂鸟,火尾蜂鸟,火尾蜂鳥
Calothorax lucifer,Lucifer Hummingbird,luchum,456261851,FALSE,瑰丽蜂鸟,瑰丽蜂鸟,傲麗蜂鳥
Calothorax pulcher,Beautiful Hummingbird,beahum1,475161391,FALSE,华丽蜂鸟,华丽蜂鸟,華麗蜂鳥
Mellisuga minima,Vervain Hummingbird,verhum1,203886251,FALSE,小吸蜜蜂鸟,小吸蜜蜂鸟,小吸蜜蜂鳥
Mellisuga helenae,Bee Hummingbird,beehum1,121901,TRUE,吸蜜蜂鸟,吸蜜蜂鸟,吸蜜蜂鳥
Calypte anna,Anna's Hummingbird,annhum,406556071,TRUE,安氏蜂鸟,安氏蜂鸟,紅喉蜂鳥
Calypte costae,Costa's Hummingbird,coshum,203939681,FALSE,科氏蜂鸟,科氏蜂鸟,紫喉蜂鳥
Archilochus alexandri,Black-chinned Hummingbird,bkchum,220757581,TRUE,黑颏北蜂鸟,黑颏北蜂鸟,黑頦北蜂鳥
Archilochus colubris,Ruby-throated Hummingbird,rthhum,604314061,TRUE,红喉北蜂鸟,红喉北蜂鸟,紅玉喉北蜂鳥
Selasphorus platycercus,Broad-tailed Hummingbird,brthum,303538531,FALSE,宽尾煌蜂鸟,宽尾煌蜂鸟,寬尾煌蜂鳥
Selasphorus calliope,Calliope Hummingbird,calhum,283565581,FALSE,星蜂鸟,星蜂鸟,星蜂鳥
Selasphorus rufus,Rufous Hummingbird,rufhum,457241371,TRUE,棕煌蜂鸟,棕煌蜂鸟,棕煌蜂鳥
Selasphorus sasin,Allen's Hummingbird,allhum,123291231,FALSE,艾氏煌蜂鸟,艾氏煌蜂鸟,亞倫煌蜂鳥
Selasphorus flammula,Volcano Hummingbird,volhum1,49402841,FALSE,粉喉煌蜂鸟,粉喉煌蜂鸟,粉喉煌蜂鳥
Selasphorus scintilla,Scintillant Hummingbird,scihum1,186080321,FALSE,辉煌蜂鸟,辉煌蜂鸟,火紅煌蜂鳥
Selasphorus ardens,Glow-throated Hummingbird,glthum1,616224105,FALSE,辉喉煌蜂鸟,辉喉煌蜂鸟,輝喉煌蜂鳥
Atthis heloisa,Bumblebee Hummingbird,bumhum,203996491,FALSE,大瑰喉蜂鸟,大瑰喉蜂鸟,吸蜜蜂鳥
Atthis ellioti,Wine-throated Hummingbird,withum1,20352,FALSE,瑰喉蜂鸟,瑰喉蜂鸟,酒紅喉蜂鳥
OPISTHOCOMIFORMES,,,,FALSE,,,
OPISTHOCOMIDAE,Hoatzin,hoatzi1,325134081,TRUE,,,
Opisthocomus hoazin,Hoatzin,hoatzi1,325134081,TRUE,麝雉,麝雉,麝雉
Clamator jacobinus,Jacobin Cuckoo,piecuc1,8204,FALSE,斑翅凤头鹃,斑翅鳳頭鵑,斑翅鳳頭鵑
Clamator levaillantii,Levaillant's Cuckoo,levcuc1,8206,FALSE,莱氏凤头鹃,莱氏凤头鹃,綠背鳳頭鵑
Clamator coromandus,Chestnut-winged Cuckoo,chwcuc1,618704316,FALSE,红翅凤头鹃,紅翅鳳頭鵑,冠郭公
Clamator glandarius,Great Spotted Cuckoo,grscuc1,59209431,FALSE,大斑凤头鹃,大斑凤头鹃,大鳳頭鵑
Coccycua minuta,Little Cuckoo,litcuc2,303630481,FALSE,小棕鹃,小棕鹃,小棕鵑
Coccycua pumila,Dwarf Cuckoo,dwacuc1,71989,FALSE,小美洲鹃,小美洲鹃,侏美洲鵑
Coccycua cinerea,Ash-colored Cuckoo,asccuc1,613645477,FALSE,灰美洲鹃,灰美洲鹃,灰美洲鵑
Piaya mexicana,Mexican Squirrel-cuckoo,squcuc2,109209,FALSE,,,
Piaya cayana,Common Squirrel-cuckoo,squcuc1,373492111,TRUE,,,
Piaya melanogaster,Black-bellied Cuckoo,blbcuc1,203919001,FALSE,黑腹棕鹃,黑腹棕鹃,黑腹棕鵑
Coccyzus americanus,Yellow-billed Cuckoo,yebcuc,634354421,TRUE,黄嘴美洲鹃,黄嘴美洲鹃,黃嘴美洲鵑
Coccyzus euleri,Pearly-breasted Cuckoo,pebcuc1,318062371,FALSE,珠胸美洲鹃,珠胸美洲鹃,珠胸美洲鵑
Coccyzus minor,Mangrove Cuckoo,mancuc,100789631,FALSE,,,
Coccyzus ferrugineus,Cocos Cuckoo,coccuc1,512767411,FALSE,可岛美洲鹃,可岛美洲鹃,可可斯島美洲鵑
Coccyzus melacoryphus,Dark-billed Cuckoo,dabcuc1,132854,FALSE,暗嘴美洲鹃,暗嘴美洲鹃,烏嘴美洲鵑
Coccyzus erythrophtalmus,Black-billed Cuckoo,bkbcuc,479617311,FALSE,黑嘴美洲鹃,黑嘴美洲鹃,黑嘴美洲鵑
