Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,zh,zh_hk,zh_tw
Pittasoma michleri,Black-crowned Pittasoma,blcant1,624052542,FALSE,黑顶蚁鸫,黑顶蚁鸫,黑頂蟻八色鳥
Pittasoma rufopileatum,Rufous-crowned Pittasoma,rucant3,203931851,FALSE,棕冠蚁鸫,棕冠蚁鸫,棕頂蟻八色鳥
RHINOCRYPTIDAE,Tapaculos,,,FALSE,,,
Pteroptochos castaneus,Chestnut-throated Huet-huet,cthhue1,72275071,FALSE,栗喉隐窜鸟,栗喉隐窜鸟,栗喉休休鳥
Pteroptochos tarnii,Black-throated Huet-huet,bthhue1,204006181,FALSE,,,
Pteroptochos megapodius,Moustached Turca,moutur1,638870893,FALSE,须隐窜鸟,须隐窜鸟,鬚特卡雀
Scelorchilus albicollis,White-throated Tapaculo,whttap1,306626441,FALSE,白喉窜鸟,白喉窜鸟,白喉竄鳥
Scelorchilus rubecula,Chucao Tapaculo,chutap1,86558,FALSE,智利窜鸟,智利窜鸟,智利竄鳥
Liosceles thoracicus,Rusty-belted Tapaculo,rubtap1,203934201,FALSE,锈纹窜鸟,锈纹窜鸟,鏽帶竄鳥
Psilorhamphus guttatus,Spotted Bamboowren,spobam1,204009811,FALSE,斑竹鹩,斑竹鹩,斑竹鷯
Acropternis orthonyx,Ocellated Tapaculo,ocetap1,408123041,FALSE,眼斑窜鸟,眼斑窜鸟,眼斑竄鳥
Rhinocrypta lanceolata,Crested Gallito,cregal1,217442,FALSE,冠窜鸟,冠窜鸟,冠竄鳥
Teledromas fuscus,Sandy Gallito,sangal1,204008751,FALSE,沙色窜鸟,沙色窜鸟,沙色加利雀
Eleoscytalopus psychopompus,Bahia Tapaculo,bahtap1,614636138,FALSE,栗胁窜鸟,栗胁窜鸟,栗脇竄鳥
Eleoscytalopus indigoticus,White-breasted Tapaculo,whbtap1,127325,FALSE,,,
Merulaxis ater,Slaty Bristlefront,slabri1,48365,FALSE,须额窜鸟,须额窜鸟,藍灰鬚額雀
Merulaxis stresemanni,Stresemann's Bristlefront,strbri1,126959681,FALSE,斯氏须额窜鸟,斯氏须额窜鸟,巴西鬚額雀
Myornis senilis,Ash-colored Tapaculo,asctap1,203924881,FALSE,灰窜鸟,灰窜鸟,灰色竄鳥
Eugralla paradoxa,Ochre-flanked Tapaculo,ocftap1,372766401,FALSE,赭胁窜鸟,赭胁窜鸟,赭脇竄鳥
Scytalopus latrans,Blackish Tapaculo,blatap1,203932151,FALSE,,,
Scytalopus gettyae,Junin Tapaculo,juntap1,623169024,FALSE,胡宁窜鸟,胡宁窜鸟,久寧竄鳥
Scytalopus unicolor,Unicolored Tapaculo,unitap1,640230347,FALSE,,,
Scytalopus parvirostris,Trilling Tapaculo,tritap1,174816,FALSE,颤音窜鸟,颤音窜鸟,顫聲竄鳥
Scytalopus petrophillus,Rock Tapaculo,roctap1,203890521,FALSE,,,
Scytalopus diamantinensis,Diamantina Tapaculo,diatap2,193301,FALSE,迪亚曼蒂纳窜鸟,迪亚曼蒂纳窜鸟,迪亞曼提納竄鳥
Scytalopus novacapitalis,Brasilia Tapaculo,bratap1,34116,FALSE,巴西窜鸟,巴西窜鸟,巴西竄鳥
Scytalopus pachecoi,Planalto Tapaculo,platap1,367760761,FALSE,高原窜鸟,高原窜鸟,普拉納托竄鳥
Scytalopus speluncae,Mouse-colored Tapaculo,moctap1,63907,FALSE,,,
Scytalopus bonzagai,Boa Nova Tapaculo,sertap1,637214799,FALSE,,,
Scytalopus iraiensis,Marsh Tapaculo,martap1,330570081,FALSE,湿地窜鸟,湿地窜鸟,高原草澤竄鳥
Scytalopus macropus,Large-footed Tapaculo,laftap1,613211438,FALSE,大脚窜鸟,大脚窜鸟,大腳竄鳥
Scytalopus sanctaemartae,Santa Marta Tapaculo,samtap1,167162,FALSE,圣岛窜鸟,圣岛窜鸟,聖塔馬塔竄鳥
Scytalopus micropterus,Long-tailed Tapaculo,lottap1,78059,FALSE,长尾窜鸟,长尾窜鸟,長尾竄鳥
Scytalopus femoralis,Rufous-vented Tapaculo,ruvtap1,92918,FALSE,,,
Scytalopus atratus,White-crowned Tapaculo,whctap1,251759011,FALSE,白冠窜鸟,白冠窜鸟,白冠竄鳥
Scytalopus bolivianus,Bolivian Tapaculo,boltap1,610858831,FALSE,,,
Scytalopus argentifrons,Silvery-fronted Tapaculo,siftap1,358021681,FALSE,银额窜鸟,银额窜鸟,銀額竄鳥
Scytalopus panamensis,Tacarcuna Tapaculo,tactap1,452613711,FALSE,,,
Scytalopus chocoensis,Choco Tapaculo,chotap1,25839,FALSE,乔科窜鸟,乔科窜鸟,喬科竄鳥
Scytalopus rodriguezi,Magdalena Tapaculo,upmtap1,500054791,FALSE,马格达雷窜鸟,马格达雷窜鸟,上馬達利納竄鳥
Scytalopus stilesi,Stiles's Tapaculo,stitap1,24042951,FALSE,斯泰氏窜鸟,斯泰氏窜鸟,史迪氏竄鳥
Scytalopus robbinsi,Ecuadorian Tapaculo,ecutap1,203929961,FALSE,厄瓜多尔窜鸟,厄瓜多尔窜鸟,厄瓜多竄鳥
MELANOPAREIIDAE,Crescentchest,,,FALSE,,,
Melanopareia torquata,Collared Crescentchest,colcre1,203694821,FALSE,,,
Melanopareia maximiliani,Olive-crowned Crescentchest,olccre1,204008711,FALSE,绿冠月胸窜鸟,绿冠月胸窜鸟,橄綠頂月牙胸雀
Melanopareia maranonica,Maranon Crescentchest,marcre1,203942551,FALSE,秘鲁月胸窜鸟,秘鲁月胸窜鸟,馬拉諾月牙胸雀
Melanopareia elegans,Elegant Crescentchest,elecre1,71871,FALSE,,,
GRALLARIIDAE,Antpittas,,,FALSE,,,
Grallaria squamigera,Undulated Antpitta,undant1,203889461,FALSE,波纹蚁鸫,波纹蚁鸫,波狀蟻八色鳥
Grallaria gigantea,Giant Antpitta,giaant1,626510464,FALSE,巨蚁鸫,巨蚁鸫,巨蟻八色鳥
Grallaria excelsa,Great Antpitta,greant2,383558531,FALSE,大蚁鸫,大蚁鸫,大蟻八色鳥
Grallaria varia,Variegated Antpitta,varant2,639221687,FALSE,杂色蚁鸫,杂色蚁鸫,雜色蟻八色鳥
Grallaria alleni,Moustached Antpitta,mouant1,203929771,FALSE,须蚁鸫,须蚁鸫,髭蟻八色鳥
Grallaria chthonia,Tachira Antpitta,tacant1,619550147,FALSE,委内瑞拉蚁鸫,委内瑞拉蚁鸫,委內瑞拉蟻八色鳥
Grallaria guatimalensis,Scaled Antpitta,scaant1,34431,FALSE,鳞斑蚁鸫,鳞斑蚁鸫,鱗斑蟻八色鳥
Grallaria haplonota,Plain-backed Antpitta,plbant1,62442,FALSE,纯背蚁鸫,纯背蚁鸫,純色背蟻八色鳥
Grallaria dignissima,Ochre-striped Antpitta,ocsant1,203932011,FALSE,赭纹蚁鸫,赭纹蚁鸫,赭紋蟻八色鳥
Grallaria eludens,Elusive Antpitta,eluant1,639947483,FALSE,南美蚁鸫,南美蚁鸫,南美蟻八色鳥
Grallaria ruficapilla,Chestnut-crowned Antpitta,chcant2,7086,FALSE,,,
Grallaria watkinsi,Watkin's Antpitta,watant1,474676331,FALSE,沃氏蚁鸫,沃氏蚁鸫,欉蟻八色鳥
Grallaria bangsi,Santa Marta Antpitta,samant1,542490721,FALSE,圣马塔蚁鸫,圣马塔蚁鸫,聖塔馬塔蟻八色鳥
Grallaria kaestneri,Cundinamarca Antpitta,cunant1,416314271,FALSE,昆迪蚁鸫,昆迪蚁鸫,康地拿蟻八色鳥
Grallaria andicolus,Stripe-headed Antpitta,sthant2,203913061,FALSE,纹头蚁鸫,纹头蚁鸫,紋頭蟻八色鳥
Grallaria griseonucha,Gray-naped Antpitta,gynant1,553643621,FALSE,灰颈蚁鸫,灰颈蚁鸫,灰頸蟻八色鳥
Grallaria rufocinerea,Bicolored Antpitta,bicant3,412939711,FALSE,双色蚁鸫,双色蚁鸫,雙色蟻八色鳥
Grallaria ridgelyi,Jocotoco Antpitta,jocant1,288722371,FALSE,若克蚁鸫,若克蚁鸫,喬科托科蟻八色鳥
Grallaria nuchalis,Chestnut-naped Antpitta,chnant1,537436,FALSE,,,
Grallaria carrikeri,Pale-billed Antpitta,pabant1,204022511,FALSE,灰嘴蚁鸫,灰嘴蚁鸫,白嘴蟻八色鳥
Scytalopus vicinior,Narino Tapaculo,nartap2,203956411,FALSE,,,
Scytalopus latebricola,Brown-rumped Tapaculo,brrtap1,211760,FALSE,,,
Scytalopus meridanus,Merida Tapaculo,mertap1,62497,FALSE,,,
S. m. fuscicauda,Lara Tapaculo,,,FALSE,,,
Scytalopus perijanus,Perija Tapaculo,pertap1,394578311,FALSE,佩里窜鸟,佩里窜鸟,珀里哈竄鳥
Scytalopus caracae,Caracas Tapaculo,cartap1,390117221,FALSE,加拉加斯窜鸟,加拉加斯窜鸟,卡拉卡斯竄鳥
Scytalopus spillmanni,Spillmann's Tapaculo,spitap2,69610461,FALSE,斯氏窜鸟,斯氏窜鸟,史匹氏竄鳥
Scytalopus parkeri,Chusquea Tapaculo,chutap2,203698771,FALSE,丘斯窜鸟,丘斯窜鸟,楚斯奎亞竄鳥
Scytalopus magellanicus,Magellanic Tapaculo,magtap1,473508361,FALSE,,,
Scytalopus griseicollis,Matorral Tapaculo,mattap1,146761491,FALSE,,,
Scytalopus altirostris,Neblina Tapaculo,nebtap1,564643281,FALSE,,,
Scytalopus affinis,Ancash Tapaculo,anctap1,514410271,FALSE,安卡什窜鸟,安卡什窜鸟,安卡斯竄鳥
Scytalopus urubambae,Vilcabamba Tapaculo,viltap1,173987,FALSE,维尔窜鸟,维尔窜鸟,維卡班巴竄鳥
Scytalopus simonsi,Puna Tapaculo,puntap1,308451,FALSE,蓬那窜鸟,蓬那窜鸟,普納高原竄鳥
Scytalopus zimmeri,Zimmer's Tapaculo,zimtap1,189505,FALSE,济氏窜鸟,济氏窜鸟,里默氏竄鳥
Scytalopus acutirostris,Tschudi's Tapaculo,tsctap1,203889451,FALSE,楚氏窜鸟,楚氏窜鸟,史喬氏竄鳥
Scytalopus superciliaris,White-browed Tapaculo,whbtap2,129364,FALSE,白眉窜鸟,白眉窜鸟,白額竄鳥
Scytalopus fuscus,Dusky Tapaculo,dustap1,431591881,FALSE,暗黑窜鸟,暗黑窜鸟,烏竄鳥
Scytalopus opacus,Paramo Tapaculo,partap2,135905,FALSE,,,
Scytalopus canus,Paramillo Tapaculo,partap1,430264481,FALSE,,,
Scytalopus schulenbergi,Diademed Tapaculo,diatap1,65362,FALSE,花冠窜鸟,花冠窜鸟,迪亞迪美竄鳥
Dendrocolaptes hoffmannsi,Hoffmann's Woodcreeper,hofwoo2,620204166,FALSE,霍氏䴕雀,霍氏䴕雀,霍夫曼爬木雀
Dendrocolaptes picumnus,Black-banded Woodcreeper,blbwoo1,639880593,FALSE,黑斑䴕雀,黑斑䴕雀,黑斑爬木雀
Dendrocolaptes platyrostris,Planalto Woodcreeper,plawoo1,539471071,FALSE,南美䴕雀,南美䴕雀,南美爬木雀
Hylexetastes perrotii,Red-billed Woodcreeper,rebwoo1,223376861,FALSE,,,
Hylexetastes stresemanni,Bar-bellied Woodcreeper,babwoo1,21650881,FALSE,斑腹䴕雀,斑腹䴕雀,斑腹爬木雀
Xiphocolaptes albicollis,White-throated Woodcreeper,whtwoo1,366913621,FALSE,,,
Xiphocolaptes promeropirhyncus,Strong-billed Woodcreeper,stbwoo1,420518021,FALSE,,,
Xiphocolaptes falcirostris,Moustached Woodcreeper,mouwoo1,627902358,FALSE,,,
Xiphocolaptes major,Great Rufous Woodcreeper,grrwoo1,261125891,FALSE,大棕䴕雀,大棕䴕雀,大棕爬木雀
Xiphorhynchus obsoletus,Striped Woodcreeper,strwoo2,88457,FALSE,纵纹䴕雀,纵纹䴕雀,縱紋爬木雀
Xiphorhynchus atlanticus,Atlantic Woodcreeper,leswoo4,127876,FALSE,大西洋䴕雀,大西洋䴕雀,
Xiphorhynchus fuscus,Lesser Woodcreeper,leswoo2,350211661,FALSE,,,
Xiphorhynchus pardalotus,Chestnut-rumped Woodcreeper,chrwoo1,382587501,FALSE,栗腰䴕雀,栗腰䴕雀,栗腰爬木雀
Xiphorhynchus ocellatus,Ocellated Woodcreeper,ocewoo1,49405081,FALSE,眼斑鴷雀,眼斑鴷雀,眼斑爬木雀
Xiphorhynchus beauperthuysii,Line-crowned Woodcreeper,,,FALSE,,,
Xiphorhynchus chunchotambo,Tschudi's Woodcreeper,,,FALSE,,,
Xiphorhynchus elegans,Elegant Woodcreeper,elewoo1,203932041,FALSE,,,
Xiphorhynchus spixii,Spix's Woodcreeper,spiwoo1,115123,FALSE,,,
Xiphorhynchus susurrans,Cocoa Woodcreeper,cocwoo1,215478,FALSE,可岛䴕雀,可岛䴕雀,可可亞爬木雀
Xiphorhynchus guttatus,Buff-throated Woodcreeper,butwoo1,203955441,FALSE,,,
Xiphorhynchus guttatoides,Lafresnaye's Woodcreeper,,,FALSE,,,
Xiphorhynchus flavigaster,Ivory-billed Woodcreeper,ivbwoo1,157497571,FALSE,白嘴䴕雀,白嘴䴕雀,象牙嘴爬木雀
Xiphorhynchus lachrymosus,Black-striped Woodcreeper,blswoo1,215421,FALSE,黑纹䴕雀,黑纹䴕雀,黑紋爬木雀
Xiphorhynchus erythropygius,Northern Spotted Woodcreeper,spowoo1,25305971,FALSE,点斑䴕雀,点斑䴕雀,點斑爬木雀
Xiphorhynchus aequatorialis,Southern Spotted Woodcreeper,,,FALSE,,,
Xiphorhynchus triangularis,Olive-backed Woodcreeper,olbwoo1,365838851,FALSE,绿背䴕雀,绿背䴕雀,橄綠背爬木雀
Xiphorhynchus picus,Straight-billed Woodcreeper,stbwoo2,65444,FALSE,,,
Xiphorhynchus kienerii,Zimmer's Woodcreeper,zimwoo2,528123241,FALSE,亚马孙䴕雀,亚马孙䴕雀,亞馬遜爬木雀
Campylorhamphus falcularius,Black-billed Scythebill,blbscy1,22124,FALSE,黑嘴镰嘴䴕雀,黑嘴镰嘴䴕雀,黑嘴鐮嘴鳥
Campylorhamphus pusillus,Brown-billed Scythebill,brbscy1,32741081,FALSE,褐嘴镰嘴䴕雀,褐嘴镰嘴䴕雀,褐嘴鐮嘴鳥
Campylorhamphus trochilirostris,Red-billed Scythebill,rebscy1,309084371,TRUE,,,
Campylorhamphus procurvoides,Curve-billed Scythebill,cubscy1,388775201,FALSE,,,
Campylorhamphus probatus,Tapajos Scythebill,tapscy2,127723,FALSE,塔河镰嘴䴕雀,塔河镰嘴䴕雀,
Campylorhamphus multostriatus,Xingu Scythebill,cubscy5,203914801,FALSE,新谷镰嘴䴕雀,新谷镰嘴䴕雀,
Campylorhamphus pucherani,Greater Scythebill,grescy1,632640579,FALSE,大镰嘴䴕雀,大镰嘴䴕雀,大鐮嘴鳥
Drymornis bridgesii,Scimitar-billed Woodcreeper,scbwoo4,217330,FALSE,弯嘴䴕雀,弯嘴䴕雀,彎嘴爬木雀
Lepidocolaptes angustirostris,Narrow-billed Woodcreeper,nabwoo1,216216,FALSE,窄嘴䴕雀,窄嘴䴕雀,窄嘴爬木雀
Lepidocolaptes albolineatus,Lineated Woodcreeper,linwoo3,635458006,FALSE,,,
Lepidocolaptes duidae,Duida Woodcreeper,linwoo4,323175921,FALSE,杜伊达䴕雀,杜伊达䴕雀,杜伊達爬木雀
Lepidocolaptes fuscicapillus,Dusky-capped Woodcreeper,ducwoo1,299932141,FALSE,隆多尼亚䴕雀,隆多尼亚䴕雀,隆多尼亞爬木雀
Lepidocolaptes fatimalimae,Inambari Woodcreeper,inawoo1,502435691,FALSE,伊南巴里䴕雀,伊南巴里䴕雀,依南巴里爬木雀
Lepidocolaptes souleyetii,Streak-headed Woodcreeper,sthwoo1,21543,FALSE,纹头䴕雀,纹头䴕雀,紋頭爬木雀
Lepidocolaptes squamatus,Scaled Woodcreeper,scawoo1,23781,FALSE,,,
Lepidocolaptes falcinellus,Scalloped Woodcreeper,scawoo2,71674481,FALSE,扇形䴕雀,扇形䴕雀,扇斑爬木雀
Lepidocolaptes lacrymiger,Montane Woodcreeper,monwoo1,308529601,FALSE,出䴕雀,出䴕雀,山爬木雀
Lepidocolaptes leucogaster,White-striped Woodcreeper,whswoo1,109135,FALSE,白纹䴕雀,白纹䴕雀,白紋爬木雀
Lepidocolaptes affinis,Northern Spot-crowned Woodcreeper,spcwoo1,205595,FALSE,,,
Lepidocolaptes neglectus,Southern Spot-crowned Woodcreeper,,,FALSE,,,
Xenops genibarbis,Plain Xenops,plaxen3,127938,FALSE,,,
Xenops minutus,White-throated Xenops,plaxen4,57918,FALSE,,,
Xenops rutilans,Streaked Xenops,strxen1,615305525,FALSE,纵纹翘嘴雀,纵纹翘嘴雀,縱紋反嘴雀
Xenops tenuirostris,Slender-billed Xenops,slbxen1,191952461,FALSE,细嘴翘嘴雀,细嘴翘嘴雀,細嘴反嘴雀
Berlepschia rikeri,Palmcreeper,potpal1,203957211,FALSE,尖尾棕榈雀,尖尾棕榈雀,尖尾棕櫚雀
Microxenops milleri,Rufous-tailed Xenops,rutxen1,70877611,FALSE,棕尾翘嘴雀,棕尾翘嘴雀,棕尾反嘴雀
Pygarrhichas albogularis,White-throated Treerunner,whttre2,290924531,FALSE,白喉爬树雀,白喉爬树雀,白喉爬樹雀
Ochetorhynchus andaecola,Rock Earthcreeper,rocear1,189518,FALSE,岩爬地雀,岩爬地雀,岩爬地雀
Ochetorhynchus melanurus,Crag Chilia,crachi1,482876661,FALSE,岩灶鸟,岩灶鸟,岩灶鳥
Ochetorhynchus ruficaudus,Straight-billed Earthcreeper,stbear2,556355241,FALSE,直嘴爬地雀,直嘴爬地雀,直嘴爬地雀
Ochetorhynchus phoenicurus,Band-thailed Earthcreeper,batear1,70892941,FALSE,斑尾爬地雀,斑尾爬地雀,斑尾爬地雀
Pseudocolaptes lawrencii,Buffy Tuftedcheek,buftuf1,46235861,FALSE,,,
Pseudocolaptes johnsoni,Pacific Tuftedcheek,buftuf3,493521141,FALSE,太平洋簇颊灶鸫,太平洋簇颊灶鸫,太平洋簇頰鳥
Pseudocolaptes boissonneautii,Streaked Tuftedcheek,strtuf1,21937,FALSE,,,
Premnornis guttuliger,Rusty-winged Barbtail,ruwbar1,575601861,FALSE,锈翅斑尾雀,锈翅斑尾雀,褐翅斑尾雀
Tarphonomus harterti,Bolivian Earthcreeper,bolear1,52533,FALSE,玻利维亚爬地雀,玻利维亚爬地雀,玻利維亞爬地雀
Tarphonomus certhioides,Chaco Earthcreeper,chaear1,52553,FALSE,,,
Furnarius torridus,Pale-billed Hornero,pabhor2,30818,FALSE,,,
Furnarius figulus,Wing-banded Hornero,wibhor1,380089271,FALSE,白斑灶鸟,白斑灶鸟,白斑灶鳥
Furnarius leucopus,Pale-legged Hornero,palhor3,84912,FALSE,,,
Furnarius longirostris,Caribbean Hornero,palhor5,204008421,FALSE,加勒比灶鸟,加勒比灶鸟,加勒比海灶鳥
Furnarius cinnamomeus,Pacific Hornero,palhor4,104688911,FALSE,太平洋灶鸟,太平洋灶鸟,太平洋灶鳥
Furnarius minor,Lesser Hornero,leshor1,608478276,FALSE,小灶鸟,小灶鸟,小灶鳥
Furnarius rufus,Rufous Hornero,rufhor2,82661,TRUE,棕灶鸟,棕灶鸟,棕灶鳥
FORMICARIIDAE,Ground-antbirds,,,FALSE,,,
Formicarius colma,Rufous-capped Antthrush,rucant2,203932021,FALSE,棕顶蚁鸫,棕顶蚁鸫,棕頂蟻鶇
Formicarius moniliger,Mayan Antthrush,bkfant2,448767961,FALSE,墨西哥蚁鸫,墨西哥蚁鸫,馬亞蟻鶇
Formicarius analis,Black-faced Antthrush,blfant1,138124951,FALSE,,,
Formicarius rufifrons,Rufous-fronted Antthrush,rufant3,76040,FALSE,棕额蚁鸫,棕额蚁鸫,棕額蟻鶇
Formicarius nigricapillus,Black-headed Antthrush,bkhant7,450484661,FALSE,黑头蚁鸫,黑头蚁鸫,黑頭蟻鶇
Formicarius rufipectus,Rufous-breasted Antthrush,rubant1,448383841,FALSE,棕胸蚁鸫,棕胸蚁鸫,棕胸蟻鶇
Chamaeza campanisona,Short-tailed Anttrush,shtant1,17831,FALSE,短尾蚁鸫,短尾蚁鸫,短尾蟻鶇
Chamaeza nobilis,Striated Anttrush,strant3,203934021,FALSE,纵纹蚁鸫,纵纹蚁鸫,縱紋蟻鶇
Chamaeza meruloides,Cryptic Anttrush,sucant1,203888731,FALSE,萨氏蚁鸫,萨氏蚁鸫,史契氏蟻鶇
Chamaeza turdina,Scalloped Anttrush,schant1,242013601,FALSE,,,
Chamaeza ruficauda,Rufous-tailed Anttrush,rutant2,19943,FALSE,,,
Chamaeza mollissima,Barred Anttrush,barant2,107141,FALSE,横斑蚁鸫,横斑蚁鸫,橫斑蟻鶇
FURNARIIDAE,Ovenbirds,,,FALSE,,,
Sclerurus mexicanus,Tawny-throated Leaftosser,tatlea1,574406861,FALSE,,,
Sclerurus rufigularis,Short-billed Leaftosser,shblea1,228176,FALSE,短嘴硬尾雀,短嘴硬尾雀,短嘴括葉雀
Sclerurus guatemalensis,Scaly-throated Leaftosser,sctlea1,239957561,FALSE,鳞喉硬尾雀,鳞喉硬尾雀,鱗喉刮葉雀
Sclerurus caudacutus,Black-tailed Leaftosser,bltlea1,203932061,FALSE,黑尾硬尾雀,黑尾硬尾雀,黑尾括葉雀
Sclerurus albigularis,Grey-throated Leaftosser,grtlea1,502342301,FALSE,灰喉硬尾雀,灰喉硬尾雀,灰喉刮葉雀
Sclerurus scansor,Rufous-breasted Leaftosser,rublea1,231701421,FALSE,棕胸硬尾雀,棕胸硬尾雀,棕胸括葉雀
Sclerurus cearensis,Ceara Leaftosser,,,FALSE,,,
Geositta peruviana,Coastal Miner,coamin1,70785351,FALSE,岸掘穴雀,岸掘穴雀,岸邊礦雀
Geositta tenuirostris,Slender-billed Miner,slbmin1,203696191,FALSE,细嘴掘穴雀,细嘴掘穴雀,細嘴礦雀
Geositta cunicularia,Common Miner,commin1,470064951,FALSE,掘穴雀,掘穴雀,普通礦雀
Geositta punensis,Puna Miner,punmin1,210383,FALSE,高山掘穴雀,高山掘穴雀,寒原礦雀
Geositta poeciloptera,Campo Miner,cammin2,203695971,FALSE,草原掘穴雀,草原掘穴雀,草原礦雀
Geositta crassirostris,Thick-billed Miner,thbmin1,628360153,FALSE,厚嘴掘穴雀,厚嘴掘穴雀,厚嘴礦雀
Geositta rufipennis,Rufous-banded Miner,rubmin1,86545,FALSE,棕斑掘穴雀,棕斑掘穴雀,棕斑礦雀
Geositta maritima,Greyish Miner,gramin1,525241181,FALSE,灰掘穴雀,灰掘穴雀,淡灰礦雀
Geositta antarctica,Short-billed Miner,shbmin1,70804161,FALSE,短嘴掘穴雀,短嘴掘穴雀,短嘴礦雀
Geositta saxicolina,Dark-winged Miner,dawmin1,31746711,FALSE,黑翅掘穴雀,黑翅掘穴雀,黑翅礦雀
Geositta isabellina,Creamy-rumped Miner,crrmin1,615677647,FALSE,白腰掘穴雀,白腰掘穴雀,乳白腰礦雀
Certhiasomus stictolaemus,Spot-throated Woodcreeper,sptwoo1,49501711,FALSE,斑喉䴕雀,斑喉䴕雀,點喉爬木雀
Deconychura typica,Little Long-tailed Woodcreeper,lotwoo3,546620811,FALSE,小长尾䴕雀,小长尾䴕雀,
Deconychura longicauda,Long-tailed Woodcreeper,lotwoo4,631761193,FALSE,,,
Deconychura pallida,Southern Long-tailed Woodcreeper,lotwoo5,115136,FALSE,南长尾䴕雀,南长尾䴕雀,
Sittasomus griseus,Western Olivaceous Woodcreeper,,,FALSE,,,
Sittasomus griseicapillus,Eastern Olivaceous Woodcreeper,oliwoo1,65713,FALSE,绿䴕雀,绿䴕雀,橄欖色爬木雀
Dendrocincla tyrannina,Tyrannine Woodcreeper,tyrwoo1,484172621,FALSE,霸䴕雀,霸䴕雀,霸爬木雀
Dendrocincla merula,White-chinned Woodcreeper,whcwoo1,388637371,FALSE,白颏䴕雀,白颏䴕雀,白頦爬木雀
Dendrocincla homochroa,Ruddy Woodcreeper,rudwoo1,566096551,FALSE,黄䴕雀,黄䴕雀,赤黃爬木雀
Dendrocincla anabatina,Tawny-winged Woodcreeper,tawwoo1,22035221,FALSE,褐翅䴕雀,褐翅䴕雀,茶翅爬木雀
Dendrocincla fuliginosa,Plain-brown Woodcreeper,plbwoo1,270370,FALSE,,,
Dendrocincla turdina,Plain-winged Woodcreeper,plwwoo1,22030,FALSE,鸫䴕雀,鸫䴕雀,淡翅爬木雀
Glyphorhynchus spirurus,Wedge-billed Woodcreeper,webwoo1,384643061,FALSE,楔嘴䴕雀,楔嘴䴕雀,楔嘴爬木雀
Dendrexetastes rufigula,Cinnamon-throated Woodcreeper,citwoo1,306728221,FALSE,红喉䴕雀,红喉䴕雀,桂紅喉爬木雀
Nasica longirostris,Long-billed Woodcreeper,lobwoo1,203899721,FALSE,长嘴䴕雀,长嘴䴕雀,長嘴爬木雀
Dendrocolaptes sanctithomae,Western Barred Woodcreeper,nobwoo1,203938691,FALSE,北斑䴕雀,北斑䴕雀,北方橫斑爬木雀
Dendrocolaptes punctipectus,Eastern Barred Woodcreeper,,,FALSE,,,
Dendrocolaptes certhia,Amazonian Barred Woodcreeper,amabaw1,125391461,FALSE,,,
Furnarius cristatus,Crested Hornero,crehor1,213864,FALSE,冠灶鸟,冠灶鸟,冠灶鳥
Lochmias nematura,Streamcreeper,shtstr1,237374131,FALSE,尖尾溪雀,尖尾溪雀,尖尾溪鵐
Phleocryptes melanops,Wren-like Rushbird,wrlrus1,389125261,FALSE,拟鹩针尾雀,拟鹩针尾雀,鷯草雀
Limnornis curvirostris,Curve-billed Reedhaunter,cubree1,50842,FALSE,弯嘴芦雀,弯嘴芦雀,彎嘴蘆雀
Geocerthia serrana,Striated Earthcreeper,strear1,204009411,FALSE,条纹爬地雀,条纹爬地雀,線紋爬地雀
Upucerthia saturatior,Forest Earthcreeper,pafear1,431592411,FALSE,巴塔哥尼亚林爬地雀,巴塔哥尼亚林爬地雀,巴塔哥尼亞爬地雀
Upucerthia dumetaria,Scale-throated Earthcreeper,sctear1,52560691,FALSE,,,
Upucerthia albigula,White-throated Earthcreeper,whtear1,439693381,FALSE,白喉爬地雀,白喉爬地雀,白喉爬地雀
Upucerthia validirostris,Buff-breasted Earthcreeper,bubear2,203693791,FALSE,黄胸爬地雀,黄胸爬地雀,黃胸爬地雀
Cinclodes pabsti,Long-tailed Cinclodes,lotcin1,203694811,FALSE,长尾抖尾地雀,长尾抖尾地雀,長尾克洛雀
Cinclodes fuscus,Bar-winged Cinclodes,buwcin1,504247541,FALSE,,,
Cinclodes maculirostris,Black Cinclodes,,,FALSE,,,
Cinclodes antarcticus,Blackish Cinclodes,blacin1,203969631,FALSE,淡黑抖尾地雀,淡黑抖尾地雀,黑克洛雀
Cinclodes comechingonus,Cordoba Cinclodes,corcin1,46198,FALSE,科尔抖尾地雀,科尔抖尾地雀,科多巴克洛雀
Cinclodes albidiventris,Chestnut-winged Cinclodes,chwcin1,52709,FALSE,红翅抖尾地雀,红翅抖尾地雀,褐翅克洛雀
Cinclodes olrogi,Olrog's Cinclodes,olrcin1,46195,FALSE,奥氏抖尾地雀,奥氏抖尾地雀,歐拉哥氏克洛雀
Cinclodes albiventris,Cream-winged Cinclodes,crwcin1,189512,FALSE,乳白翅抖尾地雀,乳白翅抖尾地雀,乳白翅克洛雀
Cinclodes oustaleti,Grey-flanked Cinclodes,gyfcin1,64031891,FALSE,,,
Cinclodes excelsior,Stout-billed Cinclodes,stbcin1,622938265,FALSE,,,
Cinclodes aricomae,Royal Cinclodes,roycin1,373848931,FALSE,皇抖尾地雀,皇抖尾地雀,皇家克洛雀
