Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,sk
Haliaeetus leucoryphus,Pallas's Fish-eagle,pafeag1,516134901,FALSE,orliak pásochvostý
Haliaeetus albicilla,White-tailed Sea-eagle,whteag,59245071,FALSE,orliak morský
Haliaeetus leucocephalus,Bald Eagle,baleag,200943,TRUE,orliak bielohlavý
Haliaeetus pelagicus,Steller's Sea-eagle,stseag,21723301,TRUE,orliak hrubozobý
Ichthyophaga humilis,Lesser Fishing-eagle,,,FALSE,orliak malý
Ichthyophaga ichthyaetus,Grey-headed Fishing-eagle,,,FALSE,orliak rybár
Haliastur sphenurus,Whistling Kite,whikit1,352796781,FALSE,haja hvízdavá
Haliastur indus,Brahminy Kite,brakit1,83210301,TRUE,haja brahmanská
Milvus milvus,Red Kite,redkit1,203909571,TRUE,haja červená
M. m. fasciicauda,Cape Verde Kite,,,FALSE,
Milvus migrans,Black Kite,blakit1,1520,FALSE,haja tmavá
M. m. lineatus,Black-eared Kite,,,FALSE,
M. m. aegyptius,Egyptian Kite,,,FALSE,
M. m. parasitus,Yellow-billed Kite,,,FALSE,
Busarellus nigricollis,Black-collared Hawk,blchaw1,390462921,FALSE,kaňúr hrdzavý
Geranospiza caerulescens,Crane Hawk,crahaw,362108361,FALSE,azor krahulčí
Butastur rufipennis,Grasshopper Buzzard,grabuz1,310025,FALSE,saryč africký
Butastur teesa,White-eyed Buzzard,whebuz1,650739018,FALSE,saryč bielooký
Butastur liventer,Rufous-winged Buzzard,ruwbuz1,493615851,FALSE,saryč sivobruchý
Butastur indicus,Grey-faced Buzzard,gyfbuz1,172332401,FALSE,saryč hrdzavohnedý
Ictinia mississippiensis,Mississippi Kite,miskit,256194901,TRUE,iktínia sivomodrá
Ictinia plumbea,Plumbeous Kite,plukit1,166718721,FALSE,iktínia dlhokrídla
Rostrhamus sociabilis,Snail Kite,snakit,199688641,FALSE,hákozobec družný
Helicolestes hamatus,Slender-billed Kite,slbkit1,203886641,FALSE,hákozobec modrosivý
Ropornis magnirostris,Roadside Hawk,roahaw,165010761,TRUE,
Parabuteo unicinctus,Harris' Hawk,hrshaw,132150761,FALSE,myšiak štvorfarebný
Parabuteo leucorrhous,White-rumped Hawk,whrhaw1,380636931,FALSE,myšiak čierny
Cryptoleucopteryx plumbea,Plumbeous Hawk,pluhaw,46115981,FALSE,myšiak tmavosivý
Buteogallus schistaceus,Slate-colored Hawk,slchaw2,88302,FALSE,myšiak bridlicový
Buteogallus anthracinus,Common Black Hawk,comblh1,140250,FALSE,myšiak antracitový
B. a. subtilis,Mangrove Black Hawk,,,FALSE,
Buteogallus gundlachii,Cuban Black Hawk,cubblh1,138895,FALSE,myšiak kubánsky
Buteogallus aequinoctialis,Rufous Crab-hawk,ruchaw1,382669101,FALSE,myšiak krabiar
Buteogallus meridionalis,Savanna Hawk,savhaw1,325148961,TRUE,myšiak savanový
Buteogallus lacernulatus,White-necked Hawk,whnhaw2,596818241,FALSE,myšiak bielohlavý
Buteogallus urubitinga,Great Black Hawk,grbhaw1,514949,FALSE,myšiak vodný
Buteogallus solitarius,Black Solitary Eagle,soleag1,313522281,FALSE,myšiak harpyovec
Buteogallus coronatus,Crowned Solitary Eagle,croeag1,630489203,FALSE,myšiak chochlatý
Morphnarchus princeps,Bared Hawk,barhaw1,141505181,FALSE,myšiak veľký
Geranoaetus albicaudatus,White-tailed Hawk,whthaw,398001741,FALSE,myšiak hrdzavoplecí
Geranoaetus polyosoma,Red-backed Hawk,rebhaw2,608875099,FALSE,myšiak menlivý
G. p. poecilochrous,Puna Hawk,,,FALSE,
Geranoaetus melanoleucus,Black-chested Buzzard-eagle,bcbeag1,242845561,FALSE,myšiak aguja
Pseudastur albicollis,White Hawk,whihaw1,501387911,FALSE,myšiak biely
Pseudastur occidentalis,Grey-backed Hawk,gybhaw2,286084,FALSE,myšiak čiarkavohlavý
Pseudastur polionotus,Mantled Hawk,manhaw2,632273772,FALSE,myšiak pláštikový
Leucopternis semiplumbeus,Semiplumbeous Hawk,semhaw,406906011,FALSE,myšiak sivo-biely
Leucopternis melanops,Black-faced Hawk,blfhaw1,386349501,FALSE,myšiak okuliarnatý
Leucopternis kuhli,White-browed Hawk,whbhaw2,89158,FALSE,myšiak čiernolíci
†Bermuteo avivorus,Bermuda Hawk,berhaw1,,FALSE,
Buteo plagiatus,Grey Hawk,gryhaw2,288257391,FALSE,myšiak popolavý
Buteo nitidus,Grey-lined Hawk,gryhaw3,58985,FALSE,myšiak popolavý/sivý
Buteo ridgwayi,Ridgway's Hawk,ridhaw1,179952081,FALSE,myšiak pestrý
Buteo lineatus,Red-shouldered Hawk,reshaw,229090,TRUE,myšiak hrdzavokrídly
Buteo platypterus,Broad-winged Hawk,brwhaw,4308,TRUE,myšiak širokokrídly
Buteo solitarius,Hawaiian Hawk,hawhaw,5197,FALSE,myšiak samotársky
Buteo albigula,White-throated Hawk,whthaw1,180196801,FALSE,myšiak bielohrdlý
Buteo brachyurus,Short-tailed Hawk,shthaw,136268,FALSE,myšiak krátkochvostý
Buteo swainsoni,Swainson's Hawk,swahaw,54752421,TRUE,myšiak prériový
Buteo galapagoensis,Galapagos Hawk,galhaw1,624845605,FALSE,myšiak galapágsky
Buteo albonotatus,Zone-tailed Hawk,zothaw,140243,FALSE,myšiak tmavý
Buteo jamaicensis,Red-tailed Hawk,rethaw,229578,TRUE,myšiak hrdzavochvostý
Buteo ventralis,Rufous-tailed Hawk,ruthaw1,241371421,FALSE,myšiak červenkavý
Buteo lagopus,Rough-legged Buzzard,rolhaw,133344,FALSE,myšiak severský
Buteo regalis,Ferruginous Hawk,ferhaw,505924511,TRUE,myšiak bielochvostý
Buteo auguralis,Red-necked Buzzard,renbuz1,641551236,FALSE,myšiak sliedivý
Buteo augur,Augur Buzzard,augbuz2,31365371,FALSE,myšiak veštecký
Buteo rufofuscus,Jackal Buzzard,jacbuz1,275748,FALSE,myšiak šakalohlasý
Buteo buteo,Eurasian Buzzard,combuz1,207612071,TRUE,myšiak hôrny
B. b. vulpinus,Steppe Buzzard,,,FALSE,
B. b. menetriesi,Eastern Steppe Buzzard,,,FALSE,
Buteo japonicus,Japanese Buzzard,combuz6,626281008,FALSE,myšiak nosuri
Buteo refectus,Himalayan Buzzard,combuz9,173593161,FALSE,myšiak himalájsky/nosuri
Buteo oreophilus,Mountain Buzzard,moubuz2,190292641,FALSE,myšiak vrchovský
Buteo trizonatus,Forest Buzzard,moubuz3,318455561,FALSE,myšiak kapský
Buteo brachypterus,Madagascar Buzzard,madbuz1,91664,FALSE,myšiak krátkokrídly
Buteo rufinus,Long-legged Buzzard,lolbuz1,610599143,FALSE,myšiak hrdzavý
Buteo socotraensis,Socotra Buzzard,socbuz1,625122638,FALSE,myšiak sokotranský
Buteo hemilasius,Upland Buzzard,uplbuz1,111899891,FALSE,myšiak východný
Lophoceros bradfieldi,Bradfield's Hornbill,brahor1,640279025,FALSE,toko okuliarnatý
Tockus flavirostris,Eastern Yellow-billed Hornbill,eybhor1,31281881,FALSE,toko žltozobý
Tockus leucomelas,Southern Yellow-billed Hornbill,sybhor1,621439142,FALSE,toko červenolíci
Tockus jacksoni,Jackson's Hornbill,jachor1,53590,FALSE,toko šupinatý
Tockus deckeni,Von der Decken's Hornbill,vddhor1,105742141,FALSE,toko hrubozobý
Tockus monteiri,Monteiro's Hornbill,monhor1,460722511,FALSE,toko bodkovaný
Tockus damarensis,Damara Hornbill,drbhor1,621573448,FALSE,toko akáciový
Tockus erythrorhynchus,Red-billed Hornbill,rebhor1,634522061,FALSE,toko červenozobý
Berenicornis comatus,White-crowned Hornbill,whchor2,71302,FALSE,zobákorožec strapatý
Horizocerus albocristatus,Western Long-tailed Hornbill,whchor1,203981331,FALSE,zobákorožec bielochochlatý/čiernolíci
Horizocerus cassini,Eastern Long-tailed Hornbill,whchor4,535040941,FALSE,zobákorožec čiernolíci
Horizocerus granti,Eastern Little Hornbill,bkdhor2,609067754,FALSE,zobákorožec konžský
Horizocerus hartlaubi,Western Little Hornbill,bkdhor1,203974531,FALSE,zobákorožec tmavý/konžský
Ceratogymna elata,Yellow-casqued Hornbill,yechor1,391074671,FALSE,zobákorožec modrolíci
Ceratogymna atrata,Black-casqued Hornbill,blchor1,203972641,FALSE,zobákorožec hrubozobý
Bycanistes brevis,Silvery-cheeked Hornbill,sichor1,203886671,FALSE,zobákorožec striebrolíci
Bycanistes subcylindricus,Grey-cheeked Hornbill,bawhor2,6685,FALSE,zobákorožec sivolíci
Bycanistes cylindricus,Brown-cheeked Hornbill,bnchor1,203959951,FALSE,zobákorožec hnedolíci
Bycanistes albotibialis,White-thighed Hornbill,whthor1,203966571,FALSE,zobákorožec nohavičiar
Bycanistes bucinator,Trumpeter Hornbill,truhor1,22691,FALSE,zobákorožec trúbivý
Bycanistes fistulator,Western Piping Hornbill,piphor1,203911681,FALSE,zobákorožec strakohlasý
Bycanistes sharpii,Eastern Piping Hornbill,,,FALSE,zobákorožec bielokrídly (skup.)
Rhynoplax vigil,Helmeted Hornbill,helhor1,473,FALSE,
Buceros hydrocorax,Northern Rufous Hornbill,rufhor1,18529,FALSE,zobákorožec maskový
Buceros mindanensis,Southern Rufous Hornbill,,,FALSE,zobákorožec hrotozobý (skup.)
Buceros bicornis,Great Hornbill,grehor1,191688691,TRUE,zobákorožec dvojrohý
Buceros rhinoceros,Rhinoceros Hornbill,rhihor1,109749651,FALSE,zobákorožec veľký
Anorrhinus galeritus,Bushy-crested Hornbill,buchor1,129421,FALSE,zobákorožec parochňový
Anorrhinus austeni,Austen's Brown Hornbill,brnhor1,393803991,FALSE,zobákorožec bledohrdlý
Anorrhinus tickelli,Tickell's Brown Hornbill,ruchor1,207902661,FALSE,zobákorožec hnedý
Ocyceros birostris,Indian Grey Hornbill,inghor2,204027061,FALSE,zobákorožec rohatý
Ocyceros griseus,Malabar Grey Hornbill,maghor2,239036501,FALSE,zobákorožec sivobruchý
Ocyceros gingalensis,Sri Lankan Grey Hornbill,ceghor1,203933011,FALSE,zobákorožec sivo-biely
Anthracoceros malayanus,Black Hornbill,blahor1,36630,FALSE,zobákorožec čierny
Anthracoceros montani,Sulu Hornbill,sulhor2,631207956,TRUE,zobákorožec talusi
Anthracoceros coronatus,Indian Pied Hornbill,maphor1,285082671,FALSE,zobákorožec strakatý
Anthracoceros albirostris,Oriental Pied Hornbill,orphor1,135846491,FALSE,zobákorožec bledozobý
Anthracoceros marchei,Palawan Hornbill,palhor1,633422772,FALSE,zobákorožec palawanský
Aceros nipalensis,Rufous-necked Hornbill,runhor1,203901221,FALSE,zobákorožec hrdzavý
Rhabdotorrhinus corrugatus,Wrinkled Hornbill,wrihor1,541558021,FALSE,zobákorožec vrásčitý
Rhabdotorrhinus exarhatus,Sulawesi Hornbill,sulhor1,32939,FALSE,zobákorožec celebeský
Rhabdotorrhinus leucocephalus,Writhed Hornbill,wrihor2,203999791,FALSE,zobákorožec hrebenatý
Rhabdotorrhinus waldeni,Rufous-headed Hornbill,wrbhor1,203899191,FALSE,zobákorožec hnedohlavý
Penelopides panini,Visayan Hornbill,tarhor1,274903081,FALSE,zobákorožec tariktik
Penelopides affinis,Mindanao Hornbill,minhor1,651786611,FALSE,zobákorožec mindanajský
Penelopides mindorensis,Mindoro Hornbill,minhor2,638563658,FALSE,zobákorožec mindorský
Penelopides manillae,Luzon Hornbill,luzhor1,632545278,FALSE,zobákorožec luzonský
Rhyticeros cassidix,Knobbed Hornbill,knohor1,203945551,FALSE,zobákorožec prilbatý
Rhyticeros everetti,Sumba Hornbill,sumhor1,199793421,FALSE,zobákorožec sumbský
Rhyticeros undulatus,Wreathed Hornbill,wrehor1,609065063,FALSE,zobákorožec bielochvostý
Rhyticeros subruficollis,Plain-pouched Hornbill,plphor1,638940368,FALSE,zobákorožec bielohrdlý
Rhyticeros narcondami,Narcondam Hornbill,narhor1,151625211,FALSE,zobákorožec hrdzavohlavý
Rhyticeros plicatus,Papuan Hornbill,blyhor1,21222,TRUE,zobákorožec papuánsky
COLIIFORMES,,,,FALSE,
COLIIDAE,Mousebirds,,,FALSE,
Colius striatus,Speckled Mousebird,spemou2,253840331,FALSE,myšovec pásavý
Colius leucocephalus,White-headed Mousebird,whhmou1,612414112,FALSE,myšovec bielohlavý
Colius castanotus,Red-backed Mousebird,rebmou1,403272171,FALSE,myšovec červenochrbtý
Colius colius,White-backed Mousebird,whbmou1,177674361,FALSE,myšovec bielochrbtý
Urocolius macrourus,Blue-naped Mousebird,blnmou1,628154450,FALSE,myšovec dlhochvostý
Urocolius indicus,Red-faced Mousebird,refmou1,278774,FALSE,myšovec okuliarnatý
LEPTOSOMIFORMES,,,,FALSE,
LEPTOSOMIDAE,Cuckoo-roller,cuckoo1,503630091,FALSE,
Leptosomus discolor,Cuckoo-roller,cuckoo1,503630091,FALSE,kurol kukučí
TROGONIFORMES,,,,FALSE,
TROGONIDAE,Trogons,,,FALSE,
Apaloderma narina,Narina Trogon,nartro1,286240471,FALSE,trogónovec narina
Apaloderma aequatoriale,Bare-cheeked Trogon,bactro1,541032611,FALSE,trogónovec žltolíci
Apaloderma vittatum,Bar-tailed Trogon,battro1,49871,FALSE,trogónovec pásochvostý
Apalharpactes reinwardtii,Javan Trogon,javtro1,523986911,FALSE,dravčík modrochvostý
Apalharpactes mackloti,Sumatran Trogon,sumtro1,70496,FALSE,dravčík sumatranský
Harpactes oreskios,Orange-breasted Trogon,orbtro2,203914961,FALSE,dravčík olivový
Harpactes orrhophaeus,Cinnamon-rumped Trogon,cirtro1,622870007,FALSE,dravčík kapucňový
Harpactes duvaucelii,Scarlet-rumped Trogon,scrtro1,597825731,FALSE,dravčík malý
Harpactes fasciatus,Malabar Trogon,maltro1,615864758,FALSE,dravčík pásikavý
Harpactes diardii,Diard's Trogon,diatro1,202062,FALSE,dravčík obojkový
Harpactes erythrocephalus,Red-headed Trogon,rehtro1,203917091,FALSE,dravčík červenohlavý
Harpactes wardi,Ward's Trogon,wartro1,492684371,FALSE,dravčík hnedý
Harpactes whiteheadi,Whitehead's Trogon,whitro1,483509711,FALSE,dravčík sivoprsý
Harpactes kasumba,Red-naped Trogon,rentro1,321955151,FALSE,dravčík kasumba
Harpactes ardens,Philippine Trogon,phitro1,222249691,FALSE,dravčík filipínsky
Pharomachrus pavoninus,Pavonine Quetzal,pavque1,203934191,FALSE,kvesal páví
Pharomachrus auriceps,Golden-headed Quetzal,gohque1,360344591,FALSE,kvesal zlatohlavý
Pharomachrus fulgidus,White-tipped Quetzal,whtque1,370819031,FALSE,kvesal bielochvostý
Pharomachrus mocinno,Resplendent Quetzal,resque1,72825,TRUE,kvesal chochlatý
Pharomachrus antisianus,Crested Quetzal,creque1,308546851,FALSE,kvesal strapatý
Euptilotis neoxenus,Eared Quetzal,earque,272465671,FALSE,kvesal uškatý
Priotelus temnurus,Cuban Trogon,cubtro1,203883541,FALSE,tokororo dôverčivý
Temnotrogon roseigaster,Hispaniolan Trogon,histro1,203890851,FALSE,tokororo žltozobý
Trogon clathratus,Lattice-tailed Trogon,lattro1,421832191,FALSE,trogón mriežkochvostý
Trogon massena,Slaty-tailed Trogon,slttro1,168110541,FALSE,trogón holubí
Trogon comptus,Choco Trogon,buttro1,611619117,FALSE,trogón bielooký
Trogon mesurus,Ecuadorian Trogon,bkttro2,637773250,FALSE,trogón ekvádorský
Trogon melanurus,Black-tailed Trogon,blttro1,371690341,FALSE,trogón čiernochvostý
Trogon viridis,Green-backed Trogon,gnbtro1,388780721,FALSE,trogón bielochvostý
Trogon chionurus,White-tailed Trogon,whttro1,616052182,FALSE,trogón nížinný
Trogon melanocephalus,Black-headed Trogon,blhtro1,238579311,FALSE,trogón čiernohlavý
Trogon citreolus,Citreoline Trogon,cittro1,630882426,FALSE,trogón citrónový
Trogon bairdii,Baird's Trogon,baitro1,203939381,FALSE,trogón panamský
Trogon violaceus,Violaceous Trogon,viotro2,321838751,FALSE,trogón amazonský
Trogon curucui,Blue-crowned Trogon,blctro1,204019411,FALSE,trogón modrohlavý
Trogon aurantius,Northern Surucua Trogon,,,FALSE,trogón brazílsky (skup.)
Trogon surrucura,Southern Surucua Trogon,surtro1,25849791,FALSE,trogón surukura
Trogon rufus,Black-throated Trogon,bkttro6,203954121,FALSE,trogón čiernohrdlý
Trogon elegans,Elegant Trogon,eletro2,63858501,TRUE,trogón pôvabný
Trogon ambiguus,Coppery-tailed Trogon,eletro1,255097111,FALSE,trogón mexický
Trogon mexicanus,Mountain Trogon,moutro1,612575312,FALSE,trogón horský
Trogon collaris,Collared Trogon,coltro1,389248371,FALSE,trogón pásikavý
Trogon personatus,Masked Trogon,mastro1,382920941,FALSE,trogón maskový
UPUPIDAE,Hoopoe,,,FALSE,
Upupa epops,Hoopoe,hoopoe,203693781,TRUE,dudok chochlatý
Upupa marginata,Madagascar Hoopoe,madhoo1,501787911,FALSE,dudok madagaskarský
†Upupa antaios,St Helena Hoopoe,,,FALSE,
PHOENICULIDAE,Woodhoopoes,,,FALSE,
Phoeniculus purpureus,Green Woodhoopoe,grewoo2,628184519,FALSE,leskláč purpurový
Phoeniculus damarensis,Violet Woodhoopoe,viowoo1,338184971,FALSE,leskláč fialový
Phoeniculus somaliensis,Black-billed Woodhoopoe,blbwoo2,33721031,FALSE,leskláč čiernozobý
Phoeniculus bollei,White-headed Woodhoopoe,whhwoo1,6668,FALSE,leskláč bielohlavý
Rhinopomastus castaneiceps,Forest Scimitarbill,forwoo1,203959971,FALSE,leskláč lesný
Rhinopomastus aterrimus,Black Scimitarbill,blsbil1,627770054,FALSE,dudkovec čierny
Rhinopomastus cyanomelas,Common Scimitarbill,cosbil1,37848,FALSE,dudkovec krivozobý
Rhinopomastus minor,Abyssinian Scimitarbill,absbil1,33655491,FALSE,dudkovec žltozobý
BUCEROTIFORMES,,,,FALSE,
BUCEROTIDAE,Hornbills,,,FALSE,
Bucorvus leadbeateri,Southern Ground Hornbill,soghor1,6676,FALSE,krkavčiak menší
Bucorvus abyssinicus,Northern Ground Hornbill,noghor1,618641941,FALSE,krkavčiak prilbatý
Lophoceros pallidirostris,Pale-billed Hornbill,pabhor1,612782734,FALSE,toko bledozobý
Lophoceros nasutus,African Grey Hornbill,afghor1,6702,FALSE,toko sivý
Lophoceros semifasciatus,Western African Pied Hornbill,afphor2,203911871,FALSE,toko stromový
Lophoceros fasciatus,African Pied Hornbill,afphor3,181157,FALSE,toko stromový/čierno-biely
Lophoceros hemprichii,Hemprich's Hornbill,hemhor1,33651961,FALSE,toko kapucňový
Lophoceros camurus,Dwarf Hornbill,rbdhor1,203923401,FALSE,toko malý
Lophoceros alboterminatus,Crowned Hornbill,crohor1,6686,FALSE,toko korunkatý
CORACIIFORMES,,,,FALSE,
MEROPIDAE,Bee-eaters,,,FALSE,
Nyctyornis amictus,Red-bearded Bee-eater,rbbeat1,191897371,FALSE,bradáčnik červenobradý
Nyctyornis athertoni,Blue-bearded Bee-eater,bbbeat1,239667,FALSE,bradáčnik modrobradý
Meropogon forsteni,Purple-bearded Bee-eater,pbbeat1,203990511,FALSE,včelárik bradatý
Merops bullockoides,White-fronted Bee-eater,wfbeat1,63115361,FALSE,včelárik bieločelý
Merops bulocki,Red-throated Bee-eater,rtbeat1,203943561,FALSE,včelárik zelenočelý
Merops breweri,Black-headed Bee-eater,bhbeat1,,FALSE,včelárik kapucňový
Merops albicollis,White-throated Bee-eater,wtbeat1,1187,FALSE,včelárik bielohrdlý
Merops revoilii,Somali Bee-eater,sobeat1,625923994,FALSE,včelárik bledý
Merops malimbicus,Rosy Bee-eater,robeat1,626033020,FALSE,včelárik ružový
Merops nubicus,Northern Carmine Bee-eater,ncbeat1,21612541,FALSE,včelárik červený
Merops nubicoides,Southern Carmine Bee-eater,scbeat1,609054295,FALSE,včelárik karmínový
Merops viridissimus,African Green Bee-eater,grnbee1,628196764,FALSE,včelárik savanový
Merops cyanophrys,Arabian Green Bee-eater,grnbee2,439853401,FALSE,včelárik arabský
Merops orientalis,Asian Green Bee-eater,grnbee3,122658941,TRUE,včelárik východný
Merops leschenaulti,Chestnut-headed Bee-eater,chbeat1,290862201,FALSE,včelárik hnedohlavý
Merops viridis,Blue-throated Bee-eater,btbeat2,282877,FALSE,včelárik modrohrdlý
Merops americanus,Rufous-crowned Bee-eater,rucbee1,203997741,FALSE,včelárik filipínsky
Merops philippinus,Blue-tailed Bee-eater,btbeat1,634664414,FALSE,včelárik modrochvostý
Merops superciliosus,Olive Bee-eater,mabeat1,204011661,FALSE,včelárik zelený
Merops persicus,Blue-cheeked Bee-eater,bcbeat1,447402391,FALSE,včelárik modrolíci
Merops apiaster,European Bee-eater,eubeat1,444498231,TRUE,včelárik zlatý
Merops ornatus,Rainbow Bee-eater,rabeat1,593916291,FALSE,včelárik ozdobný
Merops boehmi,Böhm's Bee-eater,bobeat1,645432388,FALSE,včelárik hrdzavohlavý
Merops hirundineus,Swallow-tailed Bee-eater,stbeat1,203942221,FALSE,včelárik lastovičí
Merops lafresnayii,Ethiopian Bee-eater,bubbee2,276376,FALSE,včelárik etiópsky
Merops oreobates,Cinnamon-chested Bee-eater,ccbeat1,6644,FALSE,včelárik horský
Merops variegatus,Blue-breasted Bee-eater,bbbeat2,310684,FALSE,včelárik modroprsý
Merops pusillus,Little Bee-eater,libeat1,612147780,FALSE,včelárik malý
Merops gularis,Black Bee-eater,blbeat1,537193,FALSE,včelárik čierny
Merops muelleri,Blue-headed Bee-eater,bhbeat2,51562,FALSE,včelárik modrohlavý
Merops mentalis,Blue-moustached Bee-eater,bumbee1,438187741,FALSE,včelárik zafírový
ALCEDINIDAE,Kingfishers,,,FALSE,
Ispidina lecontei,African Dwarf-kingfisher,dwakin1,467462651,FALSE,rybárik trpasličí
Ispidina picta,African Pygmy-kingfisher,afpkin1,1431,FALSE,rybárik malý
Corythornis madagascariensis,Madagascar Pygmy-kingfisher,mapkin1,203930271,FALSE,rybárik oranžový
Corythornis leucogaster,White-bellied Kingfisher,whbkin1,581006121,FALSE,rybárik bielobruchý
Corythornis cristatus,Malachite Kingfisher,malkin1,276879,FALSE,rybárik chochlatý
Corythornis thomensis,Sao Tome Kingfisher,,,FALSE,rybárik zálivový (skup.)
Corythornis nais,Principe Kingfisher,,,FALSE,rybárik ryšavý (skup.)
Corythornis vintsioides,Madagascar Kingfisher,malkin2,97533,FALSE,rybárik čiernozobý
Ceyx sangirensis,Sangihe Dwarf-kingfisher,suldwk1,,FALSE,rybárik sangižský
Ceyx fallax,Sulawesi Dwarf-kingfisher,sulkin1,33100,FALSE,rybárik farbistý
Ceyx melanurus,North Philippine Dwarf-kingfisher,phikin1,609063083,FALSE,rybárik filipínsky
Ceyx mindanensis,South Philippine Dwarf-kingfisher,,,FALSE,rybárik mindanajský (skup.)
Ceyx erithaca,Oriental Dwarf-kingfisher,bkbkin1,204006891,FALSE,rybárik džungľový/hrdzavochrbtý
Ceyx margarethae,Dimorphic Dwarf-kingfisher,vardwk1,609099560,FALSE,rybárik dvojtvarý
Ceyx lepidus,Moluccan Dwarf-kingfisher,varkin1,606137941,FALSE,rybárik menlivý
Ceyx wallaci,Sula Dwarf-kingfisher,vardwk2,203903131,FALSE,rybárik sulský
Ceyx cajeli,Buru Dwarf-kingfisher,vardwk5,,FALSE,rybárik buruský
Ceyx solitarius,New Guinea Dwarf-kingfisher,vardwk6,609065462,FALSE,rybárik samotársky
Ceyx dispar,Manus Dwarf-kingfisher,vardwk7,644576320,FALSE,rybárik admirálsky
Ceyx mulcatus,New Ireland Dwarf-kingfisher,vardwk8,,FALSE,rybárik tombarský
