Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,eo
Merops leschenaulti,Chestnut-headed Bee-eater,chbeat1,290862201,FALSE,brunkapa abelmanĝulo
Merops viridis,Blue-throated Bee-eater,btbeat2,282877,FALSE,
Merops americanus,Rufous-crowned Bee-eater,rucbee1,203997741,FALSE,rufkrona abelmanĝulo
Merops philippinus,Blue-tailed Bee-eater,btbeat1,634664414,FALSE,bluvosta abelmanĝulo
Merops superciliosus,Olive Bee-eater,mabeat1,204011661,FALSE,
Merops persicus,Blue-cheeked Bee-eater,bcbeat1,447402391,FALSE,persia abelmanĝulo
Merops apiaster,European Bee-eater,eubeat1,444498231,TRUE,eŭropa abelmanĝulo
Merops ornatus,Rainbow Bee-eater,rabeat1,593916291,FALSE,ĉielarka abelmanĝulo
Merops boehmi,Böhm's Bee-eater,bobeat1,645432388,FALSE,okragorĝa abelmanĝulo
Merops hirundineus,Swallow-tailed Bee-eater,stbeat1,203942221,FALSE,hirundovosta abelmanĝulo
Merops lafresnayii,Ethiopian Bee-eater,bubbee2,276376,FALSE,
Merops oreobates,Cinnamon-chested Bee-eater,ccbeat1,6644,FALSE,cinambrusta abelmanĝulo
Merops variegatus,Blue-breasted Bee-eater,bbbeat2,310684,FALSE,
Merops pusillus,Little Bee-eater,libeat1,612147780,FALSE,nana abelmanĝulo
Merops gularis,Black Bee-eater,blbeat1,537193,FALSE,nigra abelmanĝulo
Merops muelleri,Blue-headed Bee-eater,bhbeat2,51562,FALSE,
Merops mentalis,Blue-moustached Bee-eater,bumbee1,438187741,FALSE,bluliphara abelmanĝulo
ALCEDINIDAE,Kingfishers,,,FALSE,
Ispidina lecontei,African Dwarf-kingfisher,dwakin1,467462651,FALSE,nana alciono
Ispidina picta,African Pygmy-kingfisher,afpkin1,1431,FALSE,pigmea alciono
Corythornis madagascariensis,Madagascar Pygmy-kingfisher,mapkin1,203930271,FALSE,madagaskara alciono
Corythornis leucogaster,White-bellied Kingfisher,whbkin1,581006121,FALSE,
Corythornis cristatus,Malachite Kingfisher,malkin1,276879,FALSE,
Corythornis thomensis,Sao Tome Kingfisher,,,FALSE,
Corythornis nais,Principe Kingfisher,,,FALSE,
Corythornis vintsioides,Madagascar Kingfisher,malkin2,97533,FALSE,malagasa alciono
Ceyx sangirensis,Sangihe Dwarf-kingfisher,suldwk1,,FALSE,sangiha alciono
Ceyx fallax,Sulawesi Dwarf-kingfisher,sulkin1,33100,FALSE,
Ceyx melanurus,North Philippine Dwarf-kingfisher,phikin1,609063083,FALSE,filipina alciono
Ceyx mindanensis,South Philippine Dwarf-kingfisher,,,FALSE,
Ceyx erithaca,Oriental Dwarf-kingfisher,bkbkin1,204006891,FALSE,
Ceyx margarethae,Dimorphic Dwarf-kingfisher,vardwk1,609099560,FALSE,duforma alciono
Ceyx lepidus,Moluccan Dwarf-kingfisher,varkin1,606137941,FALSE,
Ceyx wallaci,Sula Dwarf-kingfisher,vardwk2,203903131,FALSE,sulaa alciono
Ceyx cajeli,Buru Dwarf-kingfisher,vardwk5,,FALSE,burua alciono
Ceyx solitarius,New Guinea Dwarf-kingfisher,vardwk6,609065462,FALSE,papua alciono
Ceyx dispar,Manus Dwarf-kingfisher,vardwk7,644576320,FALSE,manusa alciono
Ceyx mulcatus,New Ireland Dwarf-kingfisher,vardwk8,,FALSE,novirlanda alciono
Ceyx sacerdotis,New Britain Dwarf-kingfisher,vardwk9,651187417,FALSE,novbritia alciono
Ceyx meeki,North Solomons Dwarf-kingfisher,nosdwk1,,FALSE,
Ceyx collectoris,New Georgia Dwarf-kingfisher,vardwk11,103101561,FALSE,novgeorgia alciono
Ceyx nigromaxilla,Guadalcanal Dwarf-kingfisher,guadwk1,,FALSE,gvadalkanala alciono
Ceyx gentianus,San Cristobal Dwarf-kingfisher,vardwk15,247074,FALSE,makira alciono
Ceyx cyanopectus,Northern Indigo-banded Kingfisher,inbkin2,280894251,FALSE,indigbrusta alciono
Ceyx nigrirostris,Southern Indigo-banded Kingfisher,,,FALSE,
Ceyx flumenicola,Northern Silvery Kingfisher,norsik1,,FALSE,platena alciono
Ceyx argentatus,Southern Silvery Kingfisher,silkin1,212018881,FALSE,
Ceyx pusillus,Little Kingfisher,litkin1,548592231,FALSE,eta alciono
Ceyx azureus,Azure Kingfisher,azukin1,186832241,FALSE,lazura alciono
Ceyx websteri,Bismarck Kingfisher,biskin1,,FALSE,bismarka alciono
Alcedo peninsulae,Malay Blue-banded Kingfisher,bubkin1,472723611,FALSE,malajzia alciono
Alcedo euryzona,Javan Blue-banded Kingfisher,bubkin2,113792261,FALSE,
Alcedo meninting,Blue-eared Kingfisher,blekin1,282838,FALSE,bludorsa alciono
Alcedo hercules,Blyth's Kingfisher,blykin1,203909731,FALSE,herkula alciono
Alcedo quadribrachys,Shining-blue Kingfisher,shbkin1,141050,FALSE,brilblua alciono
Alcedo semitorquata,Half-collared Kingfisher,hackin1,280481,FALSE,duonkoluma alciono
Alcedo atthis,Common Kingfisher,comkin1,105980931,TRUE,ordinara alciono
Alcedo coerulescens,Cerulean Kingfisher,smbkin1,525812111,FALSE,blua alciono
Megaceryle lugubris,Crested Kingfisher,crekin1,305778881,FALSE,kresta alciono
Megaceryle maxima,Giant Kingfisher,giakin3,144961051,FALSE,giganta alciono
Megaceryle torquata,Ringed Kingfisher,rinkin1,211555,FALSE,kolringa alciono
Megaceryle alcyon,Belted Kingfisher,belkin1,343599271,TRUE,benda alciono
Ceryle rudis,Pied Kingfisher,piekin1,477687111,FALSE,nigrablanka alciono
Chloroceryle amazona,Amazon Kingfisher,amakin1,389217081,TRUE,amazonia alciono
Chloroceryle aenea,American Pygmy-kingfisher,ampkin1,166972431,FALSE,bronza alciono
Chloroceryle americana,Green Kingfisher,grnkin,140665411,FALSE,verda alciono
Chloroceryle inda,Green-and-rufous Kingfisher,garkin1,385203321,FALSE,verdarufa alciono
Lacedo pulchella,Banded Kingfisher,bankin1,203489671,FALSE,tigrostria alciono
Lacedo melanops,Black-faced Kingfisher,,,FALSE,
Pelargopsis capensis,Stork-billed Kingfisher,stbkin1,613592670,TRUE,cikonibeka alciono
Pelargopsis melanorhyncha,Black-billed Kingfisher,blbkin1,203909221,FALSE,nigrabeka alciono
Pelargopsis amauroptera,Brown-winged Kingfisher,bnwkin1,70212,FALSE,brunflugila alciono
Halcyon coromanda,Ruddy Kingfisher,rudkin1,203905261,FALSE,ruĝa alciono
Halcyon smyrnensis,White-breasted Kingfisher,whtkin2,242693721,TRUE,
Halcyon gularis,White-throated Kingfisher,bnbkin1,369087511,TRUE,brunbrusta alciono
Halcyon cyanoventris,Javan Kingfisher,javkin1,524297621,FALSE,java alciono
Halcyon badia,Chocolate-backed Kingfisher,chbkin2,1067,FALSE,ĉokolada alciono
Halcyon pileata,Black-capped Kingfisher,blckin1,383052321,FALSE,nigraĉapa alciono
Halcyon leucocephala,Grey-headed Kingfisher,gyhkin1,615591645,FALSE,grizkapa alciono
Halcyon albiventris,Brown-hooded Kingfisher,brhkin1,615247813,FALSE,brunkapuĉa alciono
Halcyon chelicuti,Striped Kingfisher,strkin1,6591,FALSE,stria alciono
Halcyon malimbica,Blue-breasted Kingfisher,blbkin4,203942391,FALSE,blubrusta alciono
Halcyon senegalensis,Woodland Kingfisher,wookin1,1034,FALSE,senegala alciono
Halcyon senegaloides,Mangrove Kingfisher,mankin2,220826931,FALSE,mangrova alciono
Caridonax fulgidus,White-rumped Kingfisher,whrkin1,373446651,FALSE,blankpuga alciono
Actenoides monachus,Blue-headed Kingfisher,grbkin1,204014651,FALSE,verdadorsa alciono
Actenoides capucinus,Black-headed Kingfisher,,,FALSE,
Actenoides princeps,Scaly-breasted Kingfisher,scakin1,622393951,FALSE,skvambrusta alciono
Actenoides regalis,Plain-backed Kingfisher,,,FALSE,
Actenoides bougainvillei,Bougainville Moustached Kingfisher,moukin2,634651486,FALSE,liphara alciono
Actenoides excelsus,Guadalcanal Moustached Kingfisher,,,FALSE,
CORACIIDAE,Rollers,,,FALSE,
Coracias naevius,Purple Roller,rucrol2,69118,FALSE,rufkrona koracio
Coracias benghalensis,Indian Roller,indrol2,140143691,FALSE,
Coracias affinis,Indochinese Roller,indrol3,587090711,FALSE,hindoĉinia koracio
Coracias temminckii,Purple-winged Roller,puwrol1,203909111,FALSE,celebesa koracio
Coracias spatulatus,Racquet-tailed Roller,ratrol2,511191651,FALSE,rakedvosta koracio
Coracias caudatus,Lilac-breasted Roller,librol2,94649,FALSE,lilbrusta koracio
Coracias abyssinicus,Abyssinian Roller,abyrol2,203974501,FALSE,abisenia koracio
Coracias garrulus,European Roller,eurrol1,609247056,TRUE,eŭropa koracio
Coracias cyanogaster,Blue-bellied Roller,blbrol1,583151251,FALSE,bluventra koracio
Eurystomus gularis,Blue-throated Roller,bltrol1,203972561,FALSE,blugorĝa koracio
Eurystomus glaucurus,Cinnamon Roller,brbrol1,85882,FALSE,larĝbeka koracio
Eurystomus orientalis,Oriental Dollarbird,dollar1,615903966,FALSE,
Eurystomus azureus,Azure Dollarbird,purrol1,204013681,FALSE,lazura koracio
BRACHYPTERACIIDAE,Ground-rollers,,,FALSE,
Brachypteracias leptosomus,Short-legged Ground-roller,slgrol1,203930221,FALSE,kurtkrura grundokoracio
Brachypteracias squamiger,Scaly Ground-roller,scagrr1,204013691,FALSE,skvama grundokoracio
Uratelornis chimaera,Long-tailed Ground-roller,ltgrol1,98753,FALSE,longvosta grundokoracio
Atelornis pittoides,Pitta-like Ground-roller,plgrol1,203985041,FALSE,blukapa grundokoracio
Atelornis crossleyi,Rufous-headed Ground-roller,rhgrol1,506170691,FALSE,rufkapa grundokoracio
TODIDAE,Todies,,,FALSE,
Todus multicolor,Cuban Tody,cubtod1,112183,FALSE,kuba todo
Todus angustirostris,Narrow-billed Tody,nabtod1,204022861,FALSE,stretbeka todo
Todus subulatus,Broad-billed Tody,brbtod1,26190501,FALSE,larĝbeka todo
Todus todus,Jamaican Tody,jamtod1,565142081,FALSE,jamajka todo
Todus mexicanus,Puerto Rican Tody,purtod1,447843871,FALSE,portorika todo
MOMOTIDAE,Motmots,,,FALSE,
Hylomanes momotula,Tody Motmot,todmot1,47646861,FALSE,nana momoto
Aspatha gularis,Blue-throated Motmot,bltmot1,331128991,FALSE,blugorĝa momoto
Momotus mexicanus,Russet-crowned Motmot,rucmot1,183633821,FALSE,rufkrona momoto
Momotus coeruliceps,Blue-crowned Motmot,bucmot1,158971801,FALSE,
Momotus lessoni,Blue-diademed Motmot,,,FALSE,diadema momoto
Momotus subrufescens,Whooping Motmot,bucmot3,195015971,FALSE,kariba momoto
Momotus bahamensis,Trinidad Motmot,trimot1,6638,FALSE,trinidada momoto
Momotus momota,Amazonian Motmot,bucmot4,198163911,FALSE,
Momotus aequatorialis,Highland Motmot,higmot1,138134651,FALSE,anda momoto
Baryphthengus martii,Rufous Motmot,rufmot1,245388,FALSE,
Baryphthengus ruficapillus,Rufous-capped Motmot,rucmot2,193534511,FALSE,
Electron carinatum,Keel-billed Motmot,kebmot1,204027561,FALSE,kilbeka momoto
Electron platyrhynchum,Broad-billed Motmot,brbmot1,203922381,FALSE,larĝbeka momoto
Eumomota superciliosa,Turquoise-browed Motmot,tubmot1,160493181,TRUE,turkisbrova momoto
Actenoides lindsayi,Spotted Kingfisher,spokin1,204000071,FALSE,makula alciono
Actenoides hombroni,Blue-capped Kingfisher,blckin2,203991851,FALSE,bluĉapa alciono
Actenoides concretus,Rufous-collared Kingfisher,ruckin1,6595,FALSE,rufkoluma alciono
Syma torotoro,Yellow-billed Kingfisher,yebkin1,204013171,FALSE,flavbeka alciono
Syma megarhyncha,Mountain Kingfisher,moukin1,204011091,FALSE,monta alciono
Todiramphus nigrocyaneus,Blue-black Kingfisher,blbkin3,203984001,FALSE,blunigra alciono
Todiramphus winchelli,Rufous-lored Kingfisher,rulkin1,615939050,FALSE,rufbrida alciono
Todiramphus diops,Blue-and-white Kingfisher,bawkin1,203906941,FALSE,
Todiramphus lazuli,Lazuli Kingfisher,lazkin1,613389325,FALSE,lazurita alciono
Todiramphus macleayii,Forest Kingfisher,forkin1,203995151,FALSE,arbara alciono
Todiramphus albonotatus,New Britain Kingfisher,nebkin1,,FALSE,blankdorsa alciono
Todiramphus leucopygius,Ultramarine Kingfisher,ultkin1,203976891,FALSE,ultramara alciono
Todiramphus farquhari,Chestnut-bellied Kingfisher,chbkin1,64479,FALSE,vanuatua alciono
Todiramphus funebris,Sombre Kingfisher,somkin1,203906961,FALSE,funebra alciono
Todiramphus chloris,Collared Kingfisher,colkin1,449932151,FALSE,
Todiramphus enigma,Talaud Kingfisher,talkin1,203893401,FALSE,talaŭda alciono
Todiramphus pelewensis,Palau Kingfisher,mickin4,5345,FALSE,palaŭa alciono
Todiramphus cinnamominus,Guam Kingfisher,mickin1,5431,FALSE,
Todiramphus reichenbachii,Pohnpei Kingfisher,mickin5,139983,FALSE,ponpeja alciono
Todiramphus saurophagus,Beach Kingfisher,beakin2,203981641,FALSE,blankakapa alciono
Todiramphus sanctus,Sacred Kingfisher,sackin1,611555031,TRUE,
Todiramphus recurvirostris,Flat-billed Kingfisher,flbkin1,203912941,FALSE,samoa alciono
Todiramphus australasia,Cinnamon-banded Kingfisher,cibkin1,203923761,FALSE,timora alciono
Todiramphus tutus,Chattering Kingfisher,chakin2,203895491,FALSE,
Todiramphus ruficollaris,Mangaia Kingfisher,mankin1,610447306,FALSE,mangaia alciono
Todiramphus youngi,Moorea Kingfisher,,,FALSE,
Todiramphus veneratus,Tahiti Kingfisher,tahkin1,203895761,FALSE,tahitia alciono
Todiramphus gambieri,Tuamotu Kingfisher,tuakin2,203895541,FALSE,Tuamotua arbalciono
Todiramphus godeffroyi,Marquesas Kingfisher,markin2,203895511,FALSE,markiza alciono
Todiramphus pyrrhopygius,Red-backed Kingfisher,rebkin2,507627411,FALSE,ruĝpuga alciono
Cittura sanghirensis,Sangihe Lilac-cheeked Kingfisher,lickin1,609099166,FALSE,purpurbrusta alciono
Cittura cyanotis,Sulawesi Lilac-cheeked Kingfisher,lickin2,204014641,FALSE,
Tanysiptera galatea,Common Paradise-kingfisher,copkin1,204011071,FALSE,ordinara paradizalciono
Tanysiptera ellioti,Kofiau Paradise-kingfisher,kopkin1,203902901,FALSE,kofiaŭa paradizalciono
Tanysiptera riedelii,Biak Paradise-kingfisher,bipkin1,203983501,FALSE,biaka paradizalciono
Tanysiptera carolinae,Numfor Paradise-kingfisher,nupkin1,203981511,FALSE,numfora paradizalciono
Tanysiptera hydrocharis,Little Paradise-kingfisher,lipkin1,609065750,FALSE,eta paradizalciono
Tanysiptera nigriceps,Black-headed Paradise-kingfisher,bubpak2,640693765,FALSE,
Tanysiptera sylvia,Buff-breasted Paradise-kingfisher,bubpak1,507204561,FALSE,
Tanysiptera nympha,Red-breasted Paradise-kingfisher,rbpkin1,203999511,FALSE,ruĝbrusta paradizalciono
Tanysiptera danae,Brown-headed Paradise-kingfisher,bhpkin1,650672976,FALSE,brunkapa paradizalciono
Melidora macrorrhina,Hook-billed Kingfisher,hobkin1,203999381,FALSE,hokbeka alciono
Dacelo novaeguineae,Laughing Kookaburra,laukoo1,232780,TRUE,rida kukaburo
Dacelo leachii,Blue-winged Kookaburra,blwkoo1,203490131,FALSE,bluflugila kukaburo
Dacelo tyro,Spangled Kookaburra,spakoo1,609062911,FALSE,punkta kukaburo
Dacelo gaudichaud,Rufous-bellied Kookaburra,rubkoo1,203963041,FALSE,rufaventra kukaburo
Clytoceyx rex,Shovel-billed Kingfisher,,,FALSE,larĝbeka kukaburo
Notharchus ordii,Brown-banded Puffbird,brbpuf1,127359,FALSE,brunbrusta bukono
Notharchus subtectus,Lesser Pied Puffbird,,,FALSE,
Notharchus tectus,Greater Pied Puffbird,piepuf1,323159641,FALSE,nigrablanka bukono
Cyphos macrodactylus,Chestnut-capped Puffbird,chcpuf1,547133371,FALSE,brunĉapa bukono
Nystactes noanamae,Sooty-capped Puffbird,socpuf1,85551931,FALSE,fulgoĉapa bukono
Nystactes tamatia,Spotted Puffbird,spopuf1,639685108,TRUE,makula bukono
Bucco capensis,Collared Puffbird,colpuf1,302374101,FALSE,koluma bukono
Nystalus radiatus,Barred Puffbird,barpuf1,203999601,FALSE,tigrostria bukono
Nystalus striolatus,Striolated Puffbird,strpuf1,455950511,FALSE,
Nystalus chacuru,White-eared Puffbird,whepuf1,485550991,FALSE,blankorela bukono
Nystalus maculatus,Spot-bellied Puffbird,spbpuf1,303407411,FALSE,makuldorsa bukono
Hypnelus ruficollis,Russet-throated Puffbird,rutpuf1,69333,FALSE,
Hypnelus bicinctus,Two-banded Puffbird,rutpuf3,322232051,FALSE,dustria bukono
Malacoptila fusca,White-chested Puffbird,whcpuf1,501265051,FALSE,
Malacoptila semicincta,Semicollared Puffbird,sempuf1,387934541,FALSE,duonkoluma bukono
Malacoptila minor,Lesser Crescent-chested Puffbird,,,FALSE,
Malacoptila striata,Greater Crescent-chested Puffbird,crcpuf1,110062281,FALSE,lunarka bukono
Malacoptila rufa,Rufous-necked Puffbird,runpuf1,622580672,FALSE,rufkola bukono
Malacoptila panamensis,White-whiskered Puffbird,whwpuf1,414405061,FALSE,blankliphara bukono
Malacoptila fulvogularis,Black-streaked Puffbird,blspuf1,624722545,FALSE,okragorĝa bukono
Malacoptila mystacalis,Moustached Puffbird,moupuf1,309074331,FALSE,liphara bukono
Micromonacha lanceolata,Lanceolated Monklet,lanmon1,371452341,FALSE,lanca bukono
Nonnula rubecula,Rusty-breasted Nunlet,rubnun1,331278361,FALSE,rufbrusta bukono
Nonnula sclateri,Fulvous-chinned Nunlet,fucnun1,651396959,FALSE,rufmentona bukono
Nonnula brunnea,Brown Nunlet,bronun1,31950231,FALSE,bruna bukono
Nonnula frontalis,Grey-cheeked Nunlet,gycnun1,203900921,FALSE,grizvanga bukono
Nonnula ruficapilla,Rufous-capped Nunlet,rucnun1,187944,FALSE,grizvanga bukono
Nonnula amaurocephala,Chestnut-headed Nunlet,chhnun1,596393441,FALSE,kaŝtankapa bukono
Hapaloptila castanea,White-faced Nunbird,whfnun2,207465341,FALSE,blankmaska bukono
Monasa atra,Black Nunbird,blanun1,385191461,FALSE,nigra bukono
Monasa nigrifrons,Black-fronted Nunbird,blfnun1,197576,FALSE,nigrafrunta bukono
Monasa morphoeus,White-fronted Nunbird,whfnun1,625281298,FALSE,blankfrunta bukono
Monasa flavirostris,Yellow-billed Nunbird,yebnun1,197577,FALSE,flavbeka bukono
Chelidoptera tenebrosa,Swallow-winged Puffbird,swwpuf1,593966631,FALSE,hirunda bukono
RAMPHASTIDAE,Toucans,,,FALSE,
Ramphastos toco,Toco Toucan,toctou1,373491941,TRUE,giganta tukano
R. a. swainsonii,Chestnut-mandibled Toucan,,,FALSE,
Ramphastos ambiguus,Yellow-throated Toucan,bkmtou1,92312621,FALSE,flavgorĝa tukano
Ramphastos cuvieri,Cuvier's Toucan,,,FALSE,
Ramphastos tucanus,Red-billed Toucan,whttou1,384681441,FALSE,blankagorĝa tukano
Ramphastos sulfuratus,Keel-billed Toucan,kebtou1,171945611,TRUE,kilbeka tukano
Ramphastos brevis,Choco Toucan,chotou1,25483261,FALSE,ĉokoa tukano
Ramphastos citrolaemus,Citron-throated Toucan,,,FALSE,
Ramphastos culminatus,Yellow-ridged Toucan,,,FALSE,
Ramphastos vitellinus,Channel-billed Toucan,chbtou1,69397,FALSE,Bluokula tukano
Ramphastos ariel,Ariel Toucan,,,FALSE,
Ramphastos dicolorus,Red-breasted Toucan,rebtou2,282455031,FALSE,verdabeka tukano
Aulacorhynchus wagleri,Wagler's Toucanet,,,FALSE,flavafrunta tukaneto
Aulacorhynchus prasinus,Emerald Toucanet,noremt1,127254,FALSE,
Aulacorhynchus caeruleogularis,Blue-throated Toucanet,,,FALSE,
Aulacorhynchus albivitta,Greyish-throated Toucanet,souemt1,614712562,FALSE,Nordanda tukaneto
Aulacorhynchus cyanolaemus,Black-billed Toucanet,,,FALSE,
Aulacorhynchus atrogularis,Black-throated Toucanet,,,FALSE,
Aulacorhynchus haematopygus,Crimson-rumped Toucanet,crrtou1,522886561,FALSE,ruĝpuga tukaneto
Aulacorhynchus huallagae,Yellow-browed Toucanet,yebtou1,164479,FALSE,flavbrova tukaneto
Aulacorhynchus coeruleicinctis,Blue-banded Toucanet,blbtou1,120960,FALSE,blubenda tukaneto
Aulacorhynchus calorhynchus,Yellow-billed Toucanet,,,FALSE,
Aulacorhynchus sulcatus,Groove-billed Toucanet,grbtou1,69368,FALSE,sulkobeka tukaneto
Aulacorhynchus derbianus,Chestnut-tipped Toucanet,chttou3,286848221,FALSE,
Aulacorhynchus whitelianus,Tepui Toucanet,chttou2,437285661,FALSE,tepuja tukaneto
Andigena hypoglauca,Grey-breasted Mountain-toucan,gybmot1,622886130,FALSE,grizbrusta tukano
Andigena laminirostris,Plate-billed Mountain-toucan,pbmtou1,222608181,FALSE,lamenbeka tukano
Andigena cucullata,Hooded Mountain-toucan,homtou1,244410,FALSE,kapuĉa tukano
Andigena nigrirostris,Black-billed Mountain-toucan,bbmtou1,434700221,FALSE,nigrabeka tukano
Selenidera spectabilis,Yellow-eared Toucanet,yeetou1,50339371,FALSE,flavorela tukaneto
Selenidera piperivora,Guianan Toucanet,guitou1,383795201,FALSE,gujana tukaneto
Selenidera reinwardtii,Red-billed Toucanet,goctou1,531893791,FALSE,orkoluma tukaneto
Selenidera langsdorffii,Green-billed Toucanet,,,FALSE,
Selenidera gouldii,Gould's Toucanet,goutou1,611582441,FALSE,brazila tukaneto
Selenidera maculirostris,Spot-billed Toucanet,spbtou1,165407711,FALSE,
Selenidera nattereri,Tawny-tufted Toucanet,tattou1,203916921,FALSE,ruftufa tukaneto
Pteroglossus bailloni,Saphron Toucanet,saftou2,366254771,FALSE,safrana arasario
Pteroglossus viridis,Green Aracari,greara1,306731421,FALSE,
Pteroglossus humboldti,Humboldt's Aracari,,,FALSE,
Pteroglossus inscriptus,Lettered Aracari,letara1,298704,FALSE,skriba arasario
PICIFORMES,Piciformes sp.,,,FALSE,
GALBULIDAE,Jacamars,,,FALSE,
Galbalcyrhynchus leucotis,White-eared Jacamar,whejac1,29298,FALSE,
Galbalcyrhynchus purusianus,Purus Jacamar,purjac2,373044061,FALSE,kaŝtana jakamaro
Brachygalba albogularis,White-throated Jacamar,whtjac1,203983391,FALSE,blankagorĝa jakamaro
Brachygalba lugubris,Brown Jacamar,brojac2,389402831,FALSE,bruna jakamaro
Brachygalba goeringi,Pale-headed Jacamar,pahjac1,60156,FALSE,palkapa jakamaro
Brachygalba salmoni,Dusky-backed Jacamar,dubjac1,203900891,FALSE,malheldorsa jakamaro
Jacamaralcyon tridactyla,Three-toed Jacamar,thtjac1,63894,FALSE,trifingra jakamaro
Galbula albirostris,Yellow-billed Jacamar,yebjac1,64982,FALSE,
Galbula chalcocephala,Cerise-crowned Jacamar,,,FALSE,
Galbula cyanicollis,Blue-necked Jacamar,bucjac1,368773491,FALSE,bluvanga jakamaro
Galbula ruficauda,Rufous-tailed Jacamar,rutjac1,260616,FALSE,rufavosta jakamaro
Galbula galbula,Green-tailed Jacamar,grtjac1,389403231,FALSE,verdavosta jakamaro
Galbula tombacea,White-chined Jacamar,whcjac1,102137541,FALSE,blankmentona jakamaro
Galbula cyanescens,Bluish-fronted Jacamar,blfjac1,52381,FALSE,blufrunta jakamaro
Galbula pastazae,Coppery-chested Jacamar,cocjac2,548393951,FALSE,kuprobrusta jakamaro
Galbula chalcothorax,Purplish Jacamar,purjac1,71444011,FALSE,purpura jakamaro
Galbula leucogastra,Bronzy Jacamar,brojac1,203694801,FALSE,
Galbula dea,Paradise Jacamar,parjac1,203916871,FALSE,paradiza jakamaro
Jacamerops aurea,Great Jacamar,grejac2,385049401,FALSE,granda jakamaro
BUCCONIDAE,Puffbirds,,,FALSE,
Notharchus hyperrhynchus,White-necked Puffbird,whnpuf2,47719431,FALSE,
Notharchus macrorhynchos,Guianan Puffbird,guipuf1,217351431,FALSE,
Notharchus swainsoni,Buff-bellied Puffbird,bubpuf1,224062391,FALSE,okraventra bukono
Notharchus pectoralis,Black-breasted Puffbird,blbpuf1,633937030,FALSE,nigrabrusta bukono
Pteroglossus torquatus,Collared Aracari,colara2,65045,FALSE,
Pteroglossus sanguineus,Stripe-billed Aracari,,,FALSE,
