Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,nl
Myiophobus cryptoxanthus,Olive-chested Flycatcher,olcfly1,613091739,FALSE,Olijfkuiftiran
Myiophobus flavicans,Flavescent Flycatcher,flafly2,387473241,FALSE,Goudtiran
Myiophobus phoenicomitra,Orange-crested Flycatcher,orcfly1,623304445,FALSE,Oranjekuiftiran
Myiophobus inornatus,Unadorned Flycatcher,unafly1,31740881,FALSE,Carrikers Tiran
Myiophobus roraimae,Roraiman Flycatcher,rorfly1,437282151,FALSE,Roraimatiran
Silvicultrix frontalis,Crowned Chat-tyrant,crocht1,222114391,FALSE,Kroontapuittiran
Silvicultrix jelskii,Jelski's Chat-tyrant,jelcht1,190140951,FALSE,Jelski's Tapuittiran
Silvicultrix pulchella,Golden-browed Chat-tyrant,gobcht1,647142621,FALSE,Goudbrauwtapuittiran
Silvicultrix diadema,Yellow-bellied Chat-tyrant,yebcht1,211742,FALSE,Diadeemtapuittiran
Colorhamphus parvirostris,Patagonian Tyrant,pattyr2,249523721,FALSE,Patagonische Tapuittiran
Ochthoeca cinnamomeiventris,Slaty-backed Chat-tyrant,slbcht2,203698941,FALSE,Grijsrugtapuittiran
Ochthoeca nigrita,Blackish Chat-tyrant,slbcht1,456811621,FALSE,Zwarte Tapuittiran
Ochthoeca thoracica,Chestnut-belted Chat-tyrant,slbcht3,33649,FALSE,Kastanjebandtapuittiran
Ochthoeca rufipectoralis,Rufous-breasted Chat-tyrant,rbctyr1,69596851,FALSE,Roodborsttapuittiran
Ochthoeca fumicolor,Brown-backed Chat-tyrant,bbctyr1,69597071,FALSE,Bruinrugtapuittiran
Ochthoeca superciliosa,Rufous-browed Chat-tyrant,bnbcht2,69679,FALSE,Roestbrauwtapuittiran
Ochthoeca oenanthoides,D'Orbigny's Chat-tyrant,dorcht1,212949,FALSE,D'Orbigny's Tapuittiran
Ochthoeca piurae,Piura Chat-tyrant,pictyr1,69597511,FALSE,Piuratapuittiran
Ochthoeca leucophrys,White-browed Chat-tyrant,wbctyr1,591280581,FALSE,Witbrauwtapuittiran
Ochthoeca salvini,Tumbes Tyrant,tumtyr2,13262,FALSE,Tumbestiran
Sublegatus arenarum,Northern Scrub-flycatcher,nosfly1,51867481,FALSE,Salvins Vliegenpikker
Sublegatus obscurior,Amazonian Scrub-flycatcher,amsfly1,203934221,FALSE,Donkere Vliegenpikker
Sublegatus modestus,Southern Scrub-flycatcher,sosfly1,174997,FALSE,Struikvliegenpikker
Pyrocephalus rubinus,Vermilion Flycatcher,verfly,188210,TRUE,Rode tiran
Pyrocephalus nanus,Little Vermilion Flycatcher,brufly1,352838631,FALSE,Darwintiran
†Pyrocephalus dubius,Least Vermilion Flycatcher,,,FALSE,
Fluvicola pica,Pied Water-tyrant,piwtyr1,69691,FALSE,Bonte watertiran
Fluvicola albiventer,Black-backed Water-tyrant,bbwtyr1,69264461,FALSE,Zwartrugwatertiran
Fluvicola nengeta,Masked Water-tyrant,mawtyr1,469184481,FALSE,Maskerwatertiran
Arundinicola leucocephala,White-headed Marsh-tyrant,whmtyr1,128051,FALSE,Witkopwatertiran
Gubernetes yetapa,Streamer-tailed Tyrant,stttyr2,224489221,FALSE,Lintstaarttiran
Muscipipra vetula,Shear-tailed Grey Tyrant,shtgrt1,520247411,FALSE,Groefstaarttiran
Alectrurus tricolor,Cock-tailed Tyrant,cottyr1,638645707,FALSE,Hanenstaarttiran
Alectrurus risora,Strange-tailed Tyrant,stttyr1,132886,TRUE,Wimpelstaarttiran
Lessonia rufa,Austral Negrito,ausneg1,612482752,FALSE,Roodrugnegrito/Salvins Negrito
Lessonia oreas,Andean Negrito,andneg1,301170,FALSE,Salvins Negrito
Hymenops perspicillatus,Spectacled Tyrant,spetyr1,640677382,FALSE,Briltiran
Knipolegus orenocensis,Riverside Tyrant,rivtyr2,370002561,FALSE,Riviermoortiran
Knipolegus sclateri,Sclater's Black-tyrant,,,FALSE,
Knipolegus poecilocercus,Amazonian Black-tyrant,ambtyr1,140575071,FALSE,Amazonemoortiran
Knipolegus poecilurus,Rufous-tailed Tyrant,ruttyr1,388751581,FALSE,Roodstaartmoortiran
Knipolegus franciscanus,Caatinga Black-tyrant,whwblt2,627763358,FALSE,São-Franciscomoortiran
Knipolegus lophotes,Crested Black-tyrant,crbtyr1,113418,FALSE,Kuifmoortiran
Knipolegus nigerrimus,Velvety Black-tyrant,vebtyr1,169826,FALSE,Fluweelmoortiran
Knipolegus signatus,Andean Black-tyrant,andtyr3,,FALSE,Jelski's Tapuittiran
Knipolegus cabanisi,Plumbeous Black-tyrant,andtyr2,644811816,FALSE,Junínmoortiran/Berlioz' Moortiran
Knipolegus cyanirostris,Blue-billed Black-tyrant,bbbtyr1,203960211,FALSE,Blauwsnavelmoortiran
Knipolegus striaticeps,Cinereous Black-tyrant,cintyr1,213869,FALSE,Grauwe Moortiran
Knipolegus hudsoni,Hudson's Black-tyrant,hubtyr1,627879307,FALSE,Patagonische Moortiran
Knipolegus aterrimus,White-winged Black-tyrant,whwblt1,244962591,FALSE,Witvleugelmoortiran
Knipolegus heterogyna,White-rumped Black-tyrant,,,FALSE,Witvleugelmoortiran (Witstuitmoortiran)
Satrapa icterophrys,Yellow-browed Tyrant,yebtyr2,634327269,FALSE,Geelbrauwtiran
Muscisaxicola fluviatilis,Little Ground-tyrant,ligtyr1,,FALSE,Kleine Grondtiran
Muscisaxicola maculirostris,Spot-billed Ground-tyrant,sbgtyr1,256227001,FALSE,Leeuwerikgrondtiran
Muscisaxicola griseus,Taczanowski's Ground-tyrant,tacgrt1,643568092,FALSE,Taczanowski's Grondtiran
Muscisaxicola juninensis,Puna Ground-tyrant,pugtyr1,622893305,FALSE,Punagrondtiran
Muscisaxicola cinereus,Cinereous Ground-tyrant,cingrt1,456289011,FALSE,Grijze Grondtiran
Muscisaxicola albifrons,White-fronted Ground-tyrant,wfgtyr1,611935584,FALSE,Klifgrondtiran
Muscisaxicola flavinucha,Ochre-naped Ground-tyrant,ongtyr1,203961761,FALSE,Geelnekgrondtiran
Muscisaxicola rufivertex,Rufous-naped Ground-tyrant,rngtyr1,617249812,FALSE,Roodnekgrondtiran
Muscisaxicola occipitalis,Chestnut-naped Ground-tyrant,,,FALSE,
Muscisaxicola maclovianus,Dark-faced Ground-tyrant,dafgrt1,34740671,FALSE,Maskergrondtiran
Muscisaxicola albilora,White-browed Ground-tyrant,wbgtyr1,407831301,FALSE,Witbrauwgrondtiran
Muscisaxicola alpinus,Plain-capped Ground-tyrant,plcgrt1,204023381,FALSE,Rotsgrondtiran
Muscisaxicola capistratus,Cinnamon-bellied Ground-tyrant,cibgrt1,203960251,FALSE,Teugelgrondtiran
Muscisaxicola frontalis,Black-fronted Ground-tyrant,bfgtyr1,632984242,FALSE,Zwartkruingrondtiran
Cnemarchus erythropygius,Red-rumped Bush-tyrant,rrbtyr1,636320670,FALSE,Roodstuitstruiktiran
Polioxolmis rufipennis,Rufous-webbed Bush-tyrant,rwbtyr1,156481681,FALSE,Roodvleugelstruiktiran
Xolmis pyrope,Fire-eyed Diucon,fiediu1,613838890,FALSE,Vuuroogmonjita
Xolmis cinereus,Grey Monjita,,,FALSE,Grijze Monjita
Xolmis coronatus,Black-crowned Monjita,bkcmon1,203963501,FALSE,Zwartkruinmonjita
Xolmis velatus,White-rumped Monjita,whrmon2,69262581,FALSE,Witstuitmonjita
Xolmis irupero,White Monjita,whimon1,700384,FALSE,Witte Monjita
Xolmis salinarum,Salinas Monjita,salmon1,301550,FALSE,Salinasmonjita
Xolmis rubetra,Rusty-backed Monjita,rubmon1,393377701,FALSE,
Xolmis dominicanus,Black-and-white Monjita,bawmon3,612506463,FALSE,Zwart-witte Monjita
Agriornis montanus,Black-billed Shrike-tyrant,bkbsht1,410550411,FALSE,Zwartbekklauwiertiran
Agriornis albicauda,White-tailed Shrike-tyrant,wtstyr1,243925,FALSE,Witstaartklauwiertiran
Agriornis lividus,Great Shrike-tyrant,gresht1,303936,FALSE,Grote Klauwiertiran
Agriornis micropterus,Grey-bellied Shrike-tyrant,gybsht1,506652861,FALSE,Grijsbuikklauwiertiran
Agriornis murinus,Lesser Shrike-tyrant,lessht1,136949191,FALSE,Patagonische Klauwiertiran
Neoxolmis rufiventris,Chocolate-vented Tyrant,chvtyr2,33228941,FALSE,Witschoudermonjita
Myiotheretes striaticollis,Streak-throated Bush-tyrant,stbtyr1,591281401,FALSE,Streepkeelstruiktiran
Myiotheretes pernix,Santa Marta Bush-tyrant,smbtyr1,203965331,FALSE,Santa-Martastruiktiran
Myiotheretes fumigatus,Smoky Bush-tyrant,smbtyr2,623321650,FALSE,Roetkleurige Struiktiran
Myiotheretes fuscorufus,Rufous-bellied Bush-tyrant,rbbtyr1,35987,FALSE,Roodbuikstruiktiran
Ochthornis littoralis,Drab Water-tyrant,drwtyr1,227932391,FALSE,Vale Tapuittiran
Cnemotriccus fuscatus,Fuscous Flycatcher,fusfly1,324434691,FALSE,Vinktiran
Aphanotriccus capitalis,Tawny-chested Flycatcher,tacfly1,550849191,FALSE,Salvins Tiran
Aphanotriccus audax,Black-billed Flycatcher,blbfly1,109558401,FALSE,Nelsons Tiran
Lathrotriccus euleri,Euler's Flycatcher,eulfly1,89009,FALSE,Eulers Tiran
Lathrotriccus griseipectus,Grey-breasted Flycatcher,gybfly1,203699121,FALSE,Grijsborstfeetiran
Mitrephanes phaeocercus,Tufted Flycatcher,tuffly,59322071,FALSE,Geelbuiktiran
Mitrephanes olivaceus,Olive Flycatcher,olifly2,232712061,FALSE,Yungastiran
Sayornis nigricans,Black Phoebe,blkpho,367504221,FALSE,Zwarte Phoebe
Sayornis phoebe,Eastern Phoebe,easpho,426779621,TRUE,Phoebe
Sayornis saya,Say's Phoebe,saypho,191105,TRUE,Says phoebe
Empidonax virescens,Acadian Flycatcher,acafly,73916,TRUE,Beukenfeetiran
Empidonax flaviventris,Yellow-bellied Flycatcher,yebfly,100881,FALSE,Berkenfeetiran
Empidonax flavescens,Yellowish Flycatcher,yelfly1,199518,FALSE,Gele Feetiran
Empidonax difficilis,Pacific-slope Flycatcher,wesfly,7600,FALSE,Oeverfeetiran
Empidonax occidentalis,Cordilleran Flycatcher,,,FALSE,Westelijke feetiran (Hooglandfeetiran)
Empidonax albigularis,White-throated Flycatcher,whtfly1,31997351,FALSE,Witkeelfeetiran
Empidonax traillii,Willow Flycatcher,wilfly,191178,FALSE,Elzenfeetiran/Wilgenfeetiran
Empidonax alnorum,Alder Flycatcher,aldfly,132247,FALSE,Elzenfeetiran
Empidonax fulvifrons,Buff-breasted Flycatcher,bubfly,267308351,FALSE,Blonde Feetiran
Empidonax atriceps,Black-capped Flycatcher,blcfly1,46236331,FALSE,Zwartkapfeetiran
Empidonax wrightii,American Grey Flycatcher,gryfly,43462551,FALSE,Alsemfeetiran
Empidonax minimus,Least Flycatcher,leafly,219691,FALSE,Kleine Feetiran
Empidonax hammondii,Hammond's Flycatcher,hamfly,56931,FALSE,Sparrenfeetiran
Empidonax oberholseri,American Dusky Flycatcher,dusfly,534684,FALSE,Struikfeetiran
Empidonax affinis,Pine Flycatcher,pinfly1,518297361,FALSE,Dennenfeetiran
Contopus cooperi,Olive-sided Flycatcher,olsfly,109254,FALSE,Sparrenpiewie
Contopus pertinax,Greater Pewee,grepew,267053501,FALSE,Grote Piewie
Contopus lugubris,Dark Pewee,darpew1,622634741,FALSE,Barrancapiewie
Contopus fumigatus,Smoke-colored Pewee,smcpew1,203932171,FALSE,Leigrijze piewie
Contopus ochraceus,Ochraceous Pewee,ochpew1,359027741,FALSE,Okerkleurige Piewie
Contopus sordidulus,Western Wood-pewee,wewpew,539737,FALSE,Westelijke Bospiewie
Contopus virens,Eastern Wood-pewee,eawpew,73930,FALSE,Oostelijke Bospiewie
Contopus bogotensis,Northern Tropical Pewee,tropew4,7354,FALSE,Noordelijke Spix' Piewie
Contopus punensis,Western Tropical Pewee,tropew2,21547,FALSE,Tumbespiewie
Contopus cinereus,Southern Tropical Pewee,tropew3,620465604,FALSE,Zuidelijke spixpiewie
Contopus caribeaus,Cuban Pewee,cubpew1,90697,FALSE,
Contopus pallidus,Jamaican Pewee,jampew1,612222748,FALSE,Jamaicapiewie
Contopus hispaniolensis,Hispaniolan Pewee,hispew1,55802,FALSE,Hispaniolapiewie
Contopus latirostris,Lesser Antillean Pewee,leapew1,26248971,FALSE,Roestbuikpiewie
Contopus albogularis,White-throated Pewee,whtpew1,182585,FALSE,Witkeelpiewie
Contopus nigrescens,Blackish Pewee,blapew1,126665,FALSE,Zwarte Piewie
Xenotriccus callizonus,Belted Flycatcher,belfly1,362558261,FALSE,Gordeltiran
Xenotriccus mexicanus,Pileated Flycatcher,pilfly1,246466871,FALSE,Mexicaanse Kuiftiran
MENURIDAE,Lyrebirds,,,FALSE,
Menura alberti,Albert's Lyrebird,alblyr1,624017637,FALSE,Alberts Liervogel
Menura novaehollandiae,Superb Lyrebird,suplyr1,8004,TRUE,Liervogel
ATRICHORNITHIDAE,Scrub-birds,,,FALSE,
Atrichornis rufescens,Rufous Scrub-bird,rusbir1,79609861,FALSE,Rosse Doornkruiper
Atrichornis clamosus,Noisy Scrub-bird,nosbir1,177747761,FALSE,Grote Doornkruiper
PTILONORHYNCHIDAE,Bowerbirds,,,FALSE,
Ailuroedus buccoides,White-eared Catbird,whecat1,608804626,FALSE,Witoorkatvogel
Ailuroedus melanotis,Black-eared Catbird,bkecat4,203997141,FALSE,Zwartoorkatvogel
Ailuroedus crassirostris,Green Catbird,grecat1,99560781,FALSE,Groene katvogel
Scenopoeetes dentirostris,Tooth-billed Bowerbird,tobcat2,229496,FALSE,Bruine Katvogel
Archboldia papuensis,Archbold's Bowerbird,arcbow1,200929,FALSE,Archbolds Prieelvogel
Amblyornis macgregoriae,MacGregor's Bowerbird,macbow2,203988121,FALSE,Goudkuiftuiniervogel
Amblyornis subalaris,Streaked Bowerbird,strbow1,310640,FALSE,Oranjekuiftuiniervogel
Amblyornis inornata,Vogelkop Bowerbird,vogbow2,91688211,FALSE,Bruine Tuiniervogel
Amblyornis flavifrons,Yellow-fronted Bowerbird,gofbow1,139566,FALSE,Geelkuiftuiniervogel
Prionodura newtoniana,Golden Bowerbird,golbow1,71669,FALSE,Meiboombouwer
Sericulus chrysocephalus,Regent Bowerbird,regbow1,197541121,TRUE,Geelnekprieelvogel
Sericulus ardens,Flame Bowerbird,flabow2,609060176,FALSE,Oranje Prieelvogel
Sericulus aureus,Masked Bowerbird,flabow3,,FALSE,Zwartmaskerprieelvogel
Sericulus bakeri,Adelbert Bowerbird,fimbow1,,FALSE,Adelberts Prieelvogel
Ptilonorhynchus violaceus,Satin Bowerbird,satbow1,16236,FALSE,Satijnblauwe Prieelvogel
Chlamydera maculata,Spotted Bowerbird,spobow1,300286071,FALSE,Grijsnekprieelvogel
Chlamydera guttata,Western Bowerbird,wesbow1,351450701,FALSE,Gevlekte Prieelvogel
Chlamydera lauterbachi,Yellow breasted Bowerbird,yebbow1,,FALSE,Lauterbachs Prieelvogel
Chlamydera nuchalis,Great Bowerbird,grebow1,363056461,FALSE,Grijze Prieelvogel
Chlamydera cerviniventris,Fawn-breasted Bowerbird,fabbow1,203989721,FALSE,Okerbuikprieelvogel
CLIMACTERIDAE,Australasian Treecreepers,,,FALSE,
Cormobates leucophaea,White-throated Treecreeper,whttre3,233675,FALSE,Witkeelkruiper
Cormobates placens,Papuan Treecreeper,paptre1,203981561,FALSE,Papoeakruiper
Climacteris erythrops,Red-browed Treecreeper,rebtre1,556706231,FALSE,Roodbrauwkruiper
Climacteris affinis,White-browed Treecreeper,whbtre2,612486636,FALSE,Witbrauwkruiper
Climacteris rufus,Rufous Treecreeper,ruftre3,633338050,FALSE,Grijze Kruiper
Climacteris picumnus,Brown Treecreeper,brotre2,100811431,FALSE,Grijze Kruiper
Climacteris melanurus,Black-tailed Treecreeper,bkttre1,203985661,FALSE,Zwartstaartkruiper
MALURIDAE,Fairy-wrens,,,FALSE,
Sipodotus wallacii,Wallace's Fairy-wren,walfai1,252121931,FALSE,Wallace' Elfje
Clytomyias insignis,Orange-crowned Fairy-wren,orcfai1,203999221,FALSE,Roodkapelfje
Chenorhampus grayi,Broad-billed Fairy-wren,,,FALSE,
Malurus cyanocephalus,Emperor Fairy-wren,empfai1,65940,FALSE,Keizerelfje
Malurus coronatus,Purple-crowned Fairy-wren,pucfai2,203985751,FALSE,Purperkruinelfje
Malurus elegans,Red-winged Fairy-wren,rewfai1,384359981,FALSE,Roodvleugelelfje
Malurus pulcherimus,Blue-brested Fairy-wren,,,FALSE,
Malurus amabilis,Lovely Fairy-wren,lovfai1,239131451,FALSE,Roestflankelfje
Malurus lamberti,Variegated Fairy-wren,varfai5,619569781,FALSE,Roestschouderelfje/Bont elfje
Malurus cyaneus,Superb Fairy-wren,supfai1,411663071,FALSE,Ornaatelfje
Malurus splendens,Splendid Fairy-wren,splfai1,203930751,TRUE,Prachtelfje
Malurus alboscapulatus,White-shouldered Fairy-wren,whsfai1,203972481,FALSE,Witschouderelfje
Malurus melanocephalus,Red-backed Fairy-wren,rebfai1,58394971,TRUE,Roodrugelfje
Malurus leucopterus,White-winged Fairy-wren,whwfai1,643176737,FALSE,Witvleugelelfje
Stipiturus malachurus,Southern Emu-wren,souemu1,182473501,FALSE,Roodooremoesluiper
Stipiturus mallee,Mallee Emu-wren,malemu1,78537341,FALSE,Mallee-emoesluiper
Stipiturus ruficeps,Rufous-crowned Emu-wren,rucemu1,647119724,FALSE,Roodkopemoesluiper
Amytornis barbatus,Grey Grasswren,grygra1,498959931,FALSE,Harlekijngrassluiper
Amytornis woodwardi,White-throated Grasswren,whtgra1,250472121,FALSE,Zwart-witte Grassluiper
Amytornis dorotheae,Carpentarian Grasswren,cargra2,62035621,FALSE,Dorothy's Grassluiper
Amytornis striatus,Striated Grasswren,strgra2,643917817,FALSE,Gestreepte grassluiper
Amytornis merrotsyi,Short-tailed Grasswren,shtgra1,463092931,FALSE,Kortstaartgrassluiper
Amytornis housei,Black Grasswren,blagra1,627800327,FALSE,Zwarte Grassluiper
Amytornis goyderi,Eyrean Grasswren,eyrgra1,203888281,FALSE,Eyremeergrassluiper
Amytornis ballarae,Kalkadoon Grasswren,kalgra1,203888531,FALSE,Kalkadoongrassluiper
Amytornis purnelli,Dusky Grasswren,dusgra1,203888311,FALSE,Bruine grassluiper
Amytornis textilis,Western Grasswren,thbgra1,644185244,FALSE,Westelijke grassluiper
Amytornis modestus,Thick-billed Grasswren,thbgra4,645624039,FALSE,Oostelijke Grassluiper
Philemon eichhorni,New Ireland Friarbird,neifri1,,FALSE,Eichhorns Lederkop
Philemon albitorques,White-naped Friarbird,whnfri1,650796160,FALSE,Manuslederkop
Philemon argenticeps,Silver-crowned Friarbird,sicfri1,203978221,FALSE,Witkruinlederkop
Philemon corniculatus,Noisy Friarbird,noifri1,226189,FALSE,Schreeuwlederkop
Philemon diemenensis,New Caledonian Friarbird,necfri1,203908041,FALSE,Nieuw-Caledonische Lederkop
Sugomel nigrum,Black Honeyeater,blahon1,180263891,FALSE,Rouwhoningeter
Vosea whitemanensis,Bismarck Honeyeater,bismel1,,FALSE,Whitemanhoningeter
Myzomela blasii,Drab Myzomela,sermyz1,518219,FALSE,Ambonese Dwerghoningeter
Myzomela albigula,White-chinned Myzomela,whcmyz1,,FALSE,Witkindwerghoningeter
Myzomela cineracea,Ashy Myzomela,ashmyz1,,FALSE,Vale Dwerghoningeter
Myzomela eques,Ruby-throated Myzomela,retmyz1,,FALSE,Roodkindwerghoningeter
Myzomela simplex,Moluccan Myzomela,dusmyz4,203990311,FALSE,Vale Molukse dwerghoningeter
Myzomela rubrotincta,Obi Myzomela,dusmyz3,,FALSE,Obidwerghoningeter
Myzomela rubrobrunnea,Red-brown Myzomela,dusmyz2,,FALSE,Biakdwerghoningeter
Myzomela obscura,Dusky Myzomela,dusmyz5,62813261,FALSE,Bruine dwerghoningeter
Myzomela erythrina,Reddish Myzomela,redmyz3,,FALSE,Donkerrode Dwerghoningeter
Myzomela cruentata,Red Myzomela,redmyz2,139607,FALSE,Rode dwerghoningeter
Myzomela nigrita,Papuan Black Myzomela,blamyz1,640055149,FALSE,Zwarte dwerghoningeter
Myzomela pulchella,New Ireland Myzomela,neimyz1,,FALSE,New-Irelanddwerghoningeter
Myzomela kuehni,Crimson-hooded Myzomela,crhmyz1,609099749,FALSE,Wetardwerghoningeter
Myzomela erythrocephala,Red-headed Myzomela,rehmyz1,462072941,FALSE,Roodkopdwerghoningeter
Myzomela dammermani,Sumba Myzomela,summyz1,609063408,FALSE,Soembadwerghoningeter
Myzomela adolphinae,Mountain Myzomela,moumyz1,22787,FALSE,Arfakdwerghoningeter
Myzomela chermesina,Rotuma Myzomela,rotmyz1,626629576,FALSE,Karmozijndwerghoningeter
Myzomela chloroptera,Sulawesi Myzomela,sulmyz1,203909361,FALSE,Sulawesidwerghoningeter
Myzomela batjanensis,Bacan Myzomela,sulmyz3,,FALSE,Batjandwerghoningeter
Myzomela wakoloensis,Wakolo Myzomela,wakmyz1,613382309,FALSE,Rode Molukse Dwerghoningeter
Myzomela boiei,Banda Myzomela,banmyz1,616087531,FALSE,Tanimbardwerghoningeter
Myzomela sanguinolenta,Scarlet Myzomela,scamyz1,123795021,FALSE,Scharlaken dwerghoningeter
Myzomela caledonica,New Caledonian Myzomela,necmyz1,203908011,FALSE,Nieuw-Caledonische Dwerghoningeter
Myzomela cardinalis,Cardinal Myzomela,carmyz1,141714701,FALSE,Kardinaaldwerghoningeter
Myzomela rubratra,Micronesian Myzomela,micmyz1,140180,FALSE,Vuurdwerghoningeter
Myzomela sclateri,Sclater's Myzomela,scbmyz1,203976801,FALSE,Roodkeeldwerghoningeter
Myzomela pammelaena,Bismarck Black Myzomela,ebomyz1,650735895,FALSE,Ebbendwerghoningeter
Myzomela lafargei,Red-capped Myzomela,scnmyz1,202740,FALSE,Roodnekdwerghoningeter
Myzomela eichhorni,Crimson-rumped Myzomela,yevmyz1,68417341,FALSE,Roodstuitdwerghoningeter
Myzomela malaitae,Malaita Myzomela,rebmyz1,122526431,FALSE,Malaitadwerghoningeter
Myzomela melanocephala,Black-headed Myzomela,blhmyz1,,FALSE,Savodwerghoningeter
Myzomela tristrami,Sooty Myzomela,soomyz1,247112,FALSE,Tristrams Dwerghoningeter
Myzomela jugularis,Orange-breasted Myzomela,orbmyz1,203908791,FALSE,Vuurborstdwerghoningeter
Myzomela erythromelas,Black-bellied Myzomela,blbmyz1,,FALSE,Vuurkopdwerghoningeter
Myzomela vulnerata,Red-rumped Myzomela,bkbmyz1,577058491,FALSE,Timordwerghoningeter
Myzomela rosenbergii,Red-collared Myzomela,recmyz1,203972541,FALSE,Zwartkopdwerghoningeter
Myzomela longirostris,Long-billed Myzomela,recmyz3,,FALSE,Goodenoughdwerghoningeter
Acanthorhynchus superciliosus,Western Spinebill,wesspi1,14935,FALSE,Roesthalshoningvogel
Acanthorhynchus tenuirostris,Eastern Spinebill,easspi1,97435051,FALSE,Zwarthalshoningvogel
Certhionyx variegatus,Pied Honeyeater,piehon1,176318211,FALSE,Eksterhoningeter
Prosthemadera novaeseelandiae,Tui,tui1,136121,TRUE,Toei
Anthornis melanura,Korimako,nezbel1,203921991,TRUE,Maori-belhoningvogel
†Anthornis melanura,Chatham Bellbird,,,FALSE,
Pycnopygius ixoides,Plain Honeyeater,plahon1,100491,FALSE,Rosse Honingeter
Pycnopygius cinereus,Marbled Honeyeater,marhon1,641974249,FALSE,Marmerhoningeter
Pycnopygius stictocephalus,Streak-headed Honeyeater,sthhon1,203987991,FALSE,Streepkaphoningeter
Gliciphila undulata,Barred Honeyeater,barhon2,33949491,FALSE,Gebandeerde Honingeter
Gliciphila melanops,Tawny-crowned Honeyeater,tachon1,151153591,FALSE,Goudkruinhoningeter
Gliciphila notabilis,Vanuatu Honeyeater,nehhon1,515792,FALSE,Witbuikhoningeter
Glycichaera fallax,Geen-backed Honeyeater,grbhon1,633526401,FALSE,Brilvogelhoningeter
Ptiloprora plumbea,Leaden Honeyeater,leahon1,,FALSE,Loodkeelhoningeter
Ptiloprora meekiana,Yellowish-streaked Honeyeater,olshon1,,FALSE,Meeks Honingeter
Ptiloprora erythropleura,Rufous-sided Honeyeater,rushon1,646136668,FALSE,Roodflankhoningeter
Ptiloprora guisei,Rufous-backed Honeyeater,rubhon1,166190151,FALSE,Roodrughoningeter
Ptiloprora mayri,Mayr's Honeyeater,mayhon1,139633,FALSE,Mayrs Honingeter
Ptiloprora perstriata,Grey-streaked Honeyeater,blbhon1,203968531,FALSE,Zwartrughoningeter
Stresemannia bougainvillei,Bougainville Honeyeater,bouhon1,,FALSE,Bougainvillehoningeter
Ramsayornis fasciatus,Bar-breasted Honeyaeter,babhon1,502886711,FALSE,Sperwerhoningeter
Ramsayornis modestus,Brown-backed Honeyaeter,brbhon1,612178072,FALSE,Bruin-witte Honingeter
Conopophila albogularis,Rufous-banded Honeyeater,rubhon2,203888481,TRUE,Roodborsthoningeter
Conopophila rufogularis,Rufous-throated Honeyeater,ruthon1,129499481,FALSE,Roodkeelhoningeter
Conopophila whitei,Grey Honeyeater,gryhon1,95094391,FALSE,Blauwgrijze Honingeter
Ashbyia lovensis,Gibberbird,descha1,645308716,FALSE,Woestijnschijnpaapje
Epthianura crocea,Yellow Chat,yelcha1,195175921,FALSE,Geel Schijnpaapje
Epthianura tricolor,Crimson Chat,cricha1,448213281,TRUE,Scharlaken schijnpaapje
Epthianura albifrons,White-fronted Chat,whfcha1,610056113,FALSE,Maskerschijnpaapje
Epthianura aurifrons,Orange Chat,oracha1,507649841,FALSE,Oranje Schijnpaapje
