Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,fr
Philydor erythrocercum,Rufous-rumped Foliage-gleaner,rurfog1,52413,FALSE,Anabate à croupion roux ou A. à ailes sombres
Philydor erythropterum,Chestnut-winged Foliage-gleaner,chwfog1,29648,FALSE,Anabate à ailes rousses
Philydor rufum,Buff-fronted Foliage-gleaner,bffgle,365931611,FALSE,Anabate roux
Anabacerthia striaticollis,Montane Foliage-gleaner,mofgle1,167161,FALSE,Anabate montagnard
Anabacerthia amaurotis,White-browed Foliage-gleaner,whbfog1,334536351,FALSE,Anabate bridé
Anabacerthia lichtensteini,Ochre-breasted Foliage-gleaner,obfgle2,347588521,FALSE,Anabate de Lichtenstein
Anabacerthia variegaticeps,Scaly-throated Foliage-gleaner,stfgle1,449556421,FALSE,Anabate à lunettes
Anabacerthia ruficauda,Rufous-tailed Foliage-gleaner,rutfog1,44430,FALSE,Anabate rougequeue
Syndactyla rufosuperciliata,Buff-browed Foliage-gleaner,bbfgle1,212364,FALSE,Anabate à sourcils fauves
Syndactyla dimidiata,Russet-mantled Foliage-gleaner,rumfog1,275010911,FALSE,Anabate mantelé
Syndactyla roraimae,White-throated Foliage-gleaner,wtfgle1,385789001,FALSE,Anabate à gorge blanche
Syndactyla subalaris,Lineated Foliage-gleaner,lifgle1,445765921,FALSE,Anabate vergeté
Syndactyla ruficollis,Rufous-necked Foliage-gleaner,rnfgle1,203930111,FALSE,Anabate à cou roux
Syndactyla guttulata,Guttulated Foliage-gleaner,gufgle1,387941091,FALSE,Anabate à gouttelettes ou A. mantelé
Syndactyla ucayalae,Peruvian Recurvebill,perrec1,203916811,FALSE,Anabate à bec retroussé
Syndactyla striata,Bolivian Recurvebill,bolrec1,110621,FALSE,Anabate de Bolivie
Ancistrops strigilatus,Chestnut-winged Hookbill,chwhoo1,30947,FALSE,Anabate à bec crochu
Clibanornis rectirostris,Chestnut-capped Foliage-gleaner,ccfgle1,614107264,FALSE,Anabate à bec droit
Clibanornis dendrocolaptoides,Canebrake Groundcreeper,cangro1,135666,FALSE,Anabate des bambous
Clibanornis erythrocephalus,Henna-hooded Foliage-gleaner,hhfgle1,313503421,FALSE,Anabate à tête orange
Clibanornis rubiginosus,Ruddy Foliage-gleaner,rufgle1,348354861,FALSE,Anabate rubigineux ou A. de Santa Marta
Clibanornis rufipectus,Santa Marta Foliage-gleaner,samfog1,203992211,FALSE,Anabate de Santa Marta
Thripadectes ignobilis,Uniform Treehunter,unitre1,203699441,FALSE,Anabate uniforme
Thripadectes flammulatus,Flammulated Treehunter,flatre1,179301091,FALSE,Anabate flammé
Thripadectes scrutator,Rufous-backed Treehunter,rubtre1,17356,FALSE,Anabate inca
Thripadectes holostictus,Striped Treehunter,strtre1,244327141,FALSE,Anabate strié
Thripadectes virgaticeps,Streak-capped Treehunter,stctre1,203698001,FALSE,Anabate à tête striée
Thripadectes melanorhynchus,Black-billed Treehunter,blbtre1,203993831,FALSE,Anabate à bec noir
Thripadectes rufobrunneus,Streak-breasted Treehunter,stbtre1,46236021,FALSE,Anabate des ravins
Automolus rufipileatus,Chestnut-crowned Foliage-gleaner,ccfgle2,44437,FALSE,Anabate à couronne rousse
Automolus melanopezus,Brown-rumped Foliage-gleaner,brfgle1,24160,FALSE,Anabate brunâtre
Automolus virgatus,Western Woodhaunter,strwoo5,204015461,FALSE,Anabate de Lawrence [incl. lemae]
Automolus subulatus,Striped Woodhaunter,strwoo4,383796671,FALSE,Anabate forestier ou A. de Lawrence
Automolus ochrolaemus,Buff-throated Foliage-gleaner,btfgle1,39546,FALSE,Anabate à gorge fauve A. de Sclater ou A. du Chiriqui
Automolus infuscatus,Olive-backed Foliage-gleaner,obfgle3,203934171,FALSE,Anabate olivâtre ou A. du Para
Automolus paraensis,Para Foliage-gleaner,parfog1,203894861,FALSE,Anabate du Para
Automolus lammi,Pernambuco Foliage-gleaner,perfog1,509610941,FALSE,Anabate du Pernambuco
Automolus leucophthalmus,White-eyed Foliage-gleaner,wefgle1,113395,FALSE,Anabate aux yeux blancs ou A. du Pernambuco
Premnoplex brunnescens,Spotted Barbtail,spobar1,614528761,FALSE,Anabasitte tachetée ou A. à gorge blanche
Premnoplex tatei,White-throated Barbtail,whtbar1,387941821,FALSE,Anabasitte à gorge blanche
Premnoplex pariae,Paria Barbtail,,,FALSE,Anabasitte à gorge blanche (pariae)
Margarornis rubiginosus,Ruddy Treerunner,rudtre1,46236111,FALSE,Anabasitte rousse
Margarornis stellatus,Fulvous-dotted Treerunner,fudtre1,31405651,FALSE,Anabasitte étoilée
Margarornis squamiger,Pearled Treerunner,peatre1,67482971,FALSE,Anabasitte perlée
Margarornis bellulus,Beautiful Treerunner,beatre1,652777496,FALSE,Anabasitte superbe
Aphrastura spinicauda,Thorn-tailed Rayadito,thtray1,204019791,FALSE,Synallaxe rayadito
Aphrastura masafuerae,Masafuera Rayadito,masray1,650778291,FALSE,Synallaxe de Mas Afuera
Sylviorthorhynchus desmursii,Des Murs's Wiretail,demwir1,77455301,FALSE,Synallaxe de Des Murs
Sylviorthorhynchus yanacensis,Tawny Tit-spinetail,tatspi1,172809811,FALSE,Synallaxe fauve
Leptasthenura xenothorax,White-browed Tit-spinetail,wbtspi1,17601,TRUE,Synallaxe à gorge rayée
Leptasthenura setaria,Araucaria Tit-spinetail,artspi1,203696071,FALSE,Synallaxe à filets
Leptasthenura platensis,Tufted Tit-spinetail,tutspi1,203695551,FALSE,Synallaxe de la Plata
Leptasthenura striolata,Striolated Tit-spinetail,sttspi2,203696051,FALSE,Synallaxe striolé
Leptasthenura pileata,Rusty-crowned Tit-spinetail,rctspi1,28708,FALSE,Synallaxe couronné
Leptasthenura striata,Streaked Tit-spinetail,sttspi1,439707311,FALSE,Synallaxe strié
Leptasthenura fuliginiceps,Brown-capped Tit-spinetail,bctspi1,203960221,FALSE,Synallaxe à tête brune
Leptasthenura berlepschi,Buffy Tit-spinetail,,,FALSE,Synallaxe mésange (berlepschi)
Leptasthenura aegithaloides,Plain-mantled Tit-spinetail,pmtspi1,604714511,FALSE,Synallaxe mésange
Leptasthenura pallida,Palid Tit-spinetail,,,FALSE,Synallaxe mésange (pallida)
Leptasthenura andicola,Andean Tit-spinetail,antspi1,204023341,FALSE,Synallaxe des Andes
Phacellodomus inornarus,Plain Thornbird,ruftho3,384224731,FALSE,
Phacellodomus rufifrons,Rufous-fronted Thornbird,ruftho1,337704091,FALSE,Synallaxe à front roux ou S. blafard
Phacellodomus striaticeps,Streak-fronted Thornbird,stftho1,212980,FALSE,Synallaxe à front rayé
Phacellodomus sibilatrix,Little Thornbird,littho1,156291441,FALSE,Synallaxe siffleur
Phacellodomus dorsalis,Chestnut-backed Thornbird,chbtho1,204012101,FALSE,Synallaxe à dos marron
Phacellodomus maculipectus,Spot-breasted Thornbird,spbtho1,189563,FALSE,Synallaxe maculé
Phacellodomus striaticollis,Freckle-breasted Thornbird,frbtho1,132374,FALSE,Synallaxe rousselé ou S. maculé
Phacellodomus ruber,Greater Thornbird,gretho2,609537569,FALSE,Synallaxe rouge
Phacellodomus erythrophthalmus,Orange-eyed Thornbird,oretho1,203986261,FALSE,Synallaxe aux yeux orangés ou S. à gorge rousse
Phacellodomus ferrugineigula,Orange-breasted Thornbird,orbtho1,117983,FALSE,Synallaxe à gorge rousse
Hellmayrea gularis,White-browed Spinetail,whbspi2,66179,FALSE,Synallaxe à sourcils blancs
Anumbius annumbi,Firewood-gatherer,firgat1,624994344,TRUE,Annumbi fagoteur
Coryphistera alaudina,Lark -like Brushrunner,lalbru1,301501,FALSE,Annumbi alouette
Asthenes usheri,White-tailed Canastero,,,FALSE,Synallaxe à queue pâle (usheri)
Asthenes huancavelicae,Huancavelica Canastero,patcan1,203691981,FALSE,Synallaxe à queue pâle
Asthenes arequipae,Arequipa Canastero,crbcan4,428383671,FALSE,Synallaxe à ailes sombres
Asthenes dorbignyi,Creamy-breasted Canastero,crbcan2,174859,FALSE,Synallaxe de d'Orbigny ou S. à queue pâle
Asthenes berlepschi,Berlepsch's Canastero,bercan1,75716111,FALSE,Synallaxe de Berlepsch
Asthenes baeri,Short-billed Canastero,shbcan1,213083,FALSE,Synallaxe à bec court
Asthenes luizae,Cipo Canastero,cipcan1,297176781,FALSE,Synallaxe du Cipo
Asthenes anthoides,Austral Canastero,auscan1,75713671,FALSE,Synallaxe austral
Asthenes hudsoni,Hudson's Canastero,hudcan1,304705781,FALSE,Synallaxe de Hudson
Asthenes urubambensis,Line-fronted Canastero,lifcan1,78050881,FALSE,Synallaxe inca
Asthenes flammulata,Many-striped Canastero,mascan1,397777661,FALSE,Synallaxe flammé
Asthenes virgata,Junin Canastero,juncan1,31746781,FALSE,Synallaxe de Junin
Asthenes maculicauda,Scribble-tailed Canastero,sctcan1,50840,FALSE,Synallaxe à queue marbrée
Asthenes modesta,Cordilleran Canastero,corcan1,589133391,FALSE,Synallaxe des rocailles ou S. des cactus
Asthenes humilis,Streak-throated Canastero,sttcan1,212572151,FALSE,Synallaxe terrestre
Asthenes wyatti,Streak-backed Canastero,stbcan9,189513,FALSE,Synallaxe de Wyatt
A. w. sclateri,Puna Canastero,,,FALSE,
Asthenes moreirae,Itatiaia Spinetail,itaspi1,471284671,FALSE,Synallaxe d'Itatiaia
Asthenes pyrrholeuca,Sharp-billed Canastero,shbcan2,217162,FALSE,Synallaxe vannier
Asthenes harterti,Black-throated Thistletail,bltthi1,174817,FALSE,Synallaxe à gorge noire
Asthenes coryi,Ochre-browed Thistletail,ocbthi1,308554081,FALSE,Synallaxe de Cory
Asthenes perijana,Perija Thistletail,perthi1,46892421,FALSE,Synallaxe de la Perija
Asthenes fuliginosa,White-chinned Thistletail,whcthi1,203940121,FALSE,Synallaxe de la Perija S. de Cory S. à menton blanc ou S. souris
Asthenes griseomurina,Mouse-colured Thistletail,mocthi1,21746,FALSE,Synallaxe souris
Asthenes helleri,Puna Thistletail,punthi1,203891661,FALSE,Synallaxe de Heller
Asthenes ottonis,Rusty-fronted Canastero,rufcan1,511072181,FALSE,Synallaxe à front rouille
Asthenes palpebralis,Eye-ringed Thistletail,eyrthi1,586107241,FALSE,Synallaxe à lunettes S. de Heller ou S. à gorge noire
Asthenes heterura,Maqeuis Canastero,maqcan1,212251,FALSE,Synallaxe d'Iquico
Asthenes pudibunda,Canyon Canastero,cancan1,28712,FALSE,Synallaxe des canyons
Asthenes vilcabambae,Vilcabamba Thistletail,vilthi2,374670051,FALSE,Synallaxe de Vilcabamba ou S. d'Ayacucho
Asthenes ayacuchensis,Ayacucho Thistletail,vilthi3,370096431,FALSE,Synallaxe d'Ayacucho
Acrobatornis fonsecai,Pink-legged Graveteiro,pilgra1,254862221,FALSE,Synallaxe à pattes roses
Metopothrix aurantiaca,Orange-fronted Plushcrown,orfplu2,531978431,FALSE,Tête-de-feu pelucheux
Xenerpestes minlosi,Double-banded Greytail,dobgra1,20092441,FALSE,Queue-grise des feuilles
Xenerpestes singularis,Equatorial Greytail,equgra1,620683084,FALSE,Queue-grise d'Équateur
Siptornis striaticollis,Spectacled Prickletail,spepri1,21621501,FALSE,Pseudosittine à collier
Roraimia adusta,Roraiman Barbtail,rorbar1,362387501,FALSE,Pseudosittine du Roraima
Thripophaga gutturata,Speckled Spinetail,spespi1,203697931,FALSE,Synallaxe ponctué
Thripophaga cherriei,Orinoco Softtail,orisof1,323589401,FALSE,Synallaxe de l'Orénoque
Thripophaga amacurensis,Delta Amacuro Softtail,deasof1,388960501,FALSE,Synallaxe du Delta Amacuro
Thripophaga macroura,Striated Softtail,strsof1,249820021,FALSE,Synallaxe rayé
Thripophaga fusciceps,Plain Softtail,plasof1,88205,FALSE,Synallaxe terne
Limnoctites rectirostris,Straight-billed Reedhaunter,stbree2,19097,FALSE,Synallaxe à bec droit
Cranioleuca sulphurifera,Sulphur-throated Spinetail,,,FALSE,Synallaxe soufré
Cranioleuca marcapatae,Marcapata Spinetail,marspi4,35437,FALSE,Synallaxe de Marcapata ou S. de Weske
Cranioleuca weskei,Vilcabamba Spinetail,marspi1,508009491,FALSE,Synallaxe de Weske
Cranioleuca albiceps,Light-crowned Spinetail,licspi1,65267,FALSE,Synallaxe à bandeaux
Cranioleuca vulpecula,Parker's Spinetail,parspi1,127489,FALSE,Synallaxe de Parker
Cranioleuca berlepschi,Russet-mantled Softtail,rumsof1,31953361,FALSE,Synallaxe de Berlepsch
Cranioleuca vulpina,Rusty-backed Spinetail,rubspi4,366315101,FALSE,Synallaxe renard ou S. de Coiba
Cranioleuca dissita,Coiba Spinetail,rubspi5,241373731,FALSE,Synallaxe de Coiba
Cranioleuca muelleri,Scaled Spinetail,scaspi1,115267,FALSE,Synallaxe écaillé
Cranioleuca albicapilla,Creamy-crested Spinetail,crcspi1,31745501,FALSE,Synallaxe à calotte blanche
Cranioleuca obsoleta,Olive Spinetail,olispi1,700061,FALSE,Synallaxe olive
Cranioleuca pallida,Pallid Spinetail,palspi1,203698121,FALSE,Synallaxe pâle
Cranioleuca pyrrhophia,Stripe-crowned Spinetail,stcspi2,218241,FALSE,Synallaxe à calotte rayée
Cranioleuca henricae,Bolivian Spinetail,bolspi1,132776,FALSE,Synallaxe d'Inquisivi
Cranioleuca erythrops,Red-faced Spinetail,refspi1,213378901,FALSE,Synallaxe à face rouge
Cranioleuca baroni,Baron's Spinetail,,,FALSE,Synallaxe grimpeur [baroni capitalis or zaratensis]
Cranioleuca antisiensis,Line-cheeked Spinetail,licspi5,203930041,FALSE,Synallaxe grimpeur ou S. à sourcils gris
Cranioleuca curtata,Ash-browed Spinetail,asbspi1,624344102,FALSE,Synallaxe à sourcils gris
Cranioleuca demissa,Tepui Spinetail,tepspi1,389400091,FALSE,Synallaxe des tépuis
Cranioleuca semicinerea,Grey-headed Spinetail,gyhspi1,278193741,FALSE,Synallaxe à tête grise
Cranioleuca hellmayri,Streak-capped Spinetail,stcspi1,167291,FALSE,Synallaxe des broméliades
Cranioleuca subcristata,Crested Spinetail,crespi1,386893331,FALSE,Synallaxe huppé
Pseudasthenes humicola,Dusky-tailed Canastero,dutcan1,615710552,FALSE,Synallaxe à queue noire
Pseudasthenes patagonica,Patagonian Canastero,patcan2,46444,FALSE,Synallaxe de Patagonie
Pseudasthenes steinbachi,Steinbach's Canastero,stecan1,86541,FALSE,Synallaxe marron
Pseudasthenes cactorum,Cactus Canastero,caccan1,26404121,FALSE,Synallaxe des cactus
Spartonoica maluroides,Bay-capped Wren-spinetail,bcwspi1,386664381,FALSE,Synallaxe des marais
Pseudoseisura unirufa,Grey-crested Cachalote,rufcac2,87257,FALSE,Cacholote uni
Pseudoseisura cristata,Caatinga Cachalote,caacac1,509612001,FALSE,Cacholote roux ou C. uni
Pseudoseisura lophotes,Brown Cachalote,brncac1,52543,FALSE,Cacholote brun
Pseudoseisura gutturalis,White-throated Cachalote,whtcac2,625092831,FALSE,Cacholote à gorge blanche
Mazaria propinqua,White-bellied Spinetail,whbspi1,203699661,FALSE,Synallaxe à ventre blanc
Schoeniophylax phryganophilus,Chotoy Spinetail,chospi2,132822,FALSE,Synallaxe damier
Certhiaxis cinnamomeus,Yellow-chinned Spinetail,yecspi2,66188,FALSE,Synallaxe à gorge jaune
Certhiaxis mustelinus,Red-and-white Spinetail,rawspi2,127579,FALSE,Synallaxe belette
Synallaxis scutata,Ochre-cheeked Spinetail,occspi1,393341541,FALSE,Synallaxe à bavette
Synallaxis cinerascens,Grey-bellied Spinetail,gybspi1,423707011,FALSE,Synallaxe grisin
Synallaxis gujanensis,Plain-crowned Spinetail,plcspi1,203962661,FALSE,Synallaxe de Cayenne ou S. ocré
Synallaxis maranonica,Maranon Spinetail,marspi3,130451,FALSE,Synallaxe du Maranon
Synallaxis simoni,Araguaia Spinetail,whlspi3,220187,FALSE,Synallaxe de Simon
Synallaxis albilora,White-lored Spinetail,whlspi1,203698151,FALSE,Synallaxe ocré ou S. de Simon
Synallaxis kollari,Hoary-throated Spinetail,hotspi1,299934631,FALSE,Synallaxe du Roraima
Synallaxis candei,White-whiskered Spinetail,whwspi1,385687901,FALSE,Synallaxe à moustaches
Synallaxis erythrothorax,Rufous-breasted Spinetail,rubspi2,178619701,FALSE,Synallaxe à poitrine rousse
Synallaxis tithys,Blackish-headed Spinetail,blhspi1,203929891,FALSE,Synallaxe tithys
Synallaxis unirufa,Rufous Spinetail,rufspi1,66136,FALSE,Synallaxe roux ou S. de Vaurie
Synallaxis castanea,Black-throated Spinetail,bltspi1,385693691,FALSE,Synallaxe de Vaurie
Synallaxis fuscorufa,Rusty-headed Spinetail,ruhspi1,203990671,FALSE,Synallaxe de Santa Marta
Synallaxis cinnamomea,Stripe-breasted Spinetail,stbspi1,309084461,FALSE,Synallaxe guiouti
Synallaxis rutilans,Ruddy Spinetail,rudspi1,203985131,FALSE,Synallaxe ardent
Synallaxis cherriei,Chestnut-throated Spinetail,chtspi1,203696471,FALSE,Synallaxe à gorge marron
Synallaxis hypochondriaca,Great Spinetail,grespi2,204012131,FALSE,Synallaxe à poitrine rayée
Synallaxis zimmeri,Russet-bellied Spinetail,rubspi3,512237581,FALSE,Synallaxe de Zimmer
Synallaxis stictothorax,Necklaced Spinetail,necspi1,640160764,FALSE,Synallaxe à collier ou S. du Chinchipe
Synallaxis chinchipensis,Chinchipe Spinetail,necspi3,308365,FALSE,Synallaxe du Chinchipe
