Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,jp,jp_latn
Phyllomyias nigrocapillus,Black-capped Tyrannulet,blctyr1,272846281,FALSE,ズグロコタイランチョウ,zugurokotairanchou
Phyllomyias cinereiceps,Ashy-headed Tyrannulet,ashtyr1,203931981,FALSE,ズアオコタイランチョウ,zuaokotairanchou
Phyllomyias uropygialis,Tawny-rumped Tyrannulet,tartyr1,305835051,FALSE,キゴシコタイランチョウ,kigoshikotairanchou
Phaeomyias tumbezana,Tumbes Tyrannulet,,,FALSE,,
Phaeomyias murina,Mouse-coloured Tyrannulet,,,FALSE,,
Nesotriccus ridgwayi,Cocos Flycatcher,cocfly1,50672,FALSE,ココスタイランチョウ,kokosutairanchou
Pseudelaenia leucospodia,Grey-and-white Tyrannulet,gawtyr2,297224,FALSE,シロキクイタダキモドキ,shirokikuitadakimodoki
Mecocerculus poecilocercus,White-tailed Tyrannulet,whttyr1,203933911,FALSE,オジロフタスジタイランチョウ,ojirofutasujitairanchou
Mecocerculus hellmayri,Buff-banded Tyrannulet,bubtyr1,212292,FALSE,キイロフタスジタイランチョウ,kiirofutasujitairanchou
Mecocerculus stictopterus,White-banded Tyrannulet,whbtyr1,591553671,FALSE,マミジロフタスジタイランチョウ,mamijirofutasujitairanchou
Mecocerculus leucophrys,White-throated Tyrannulet,whttyr2,410151331,FALSE,フタスジタイランチョウ,futasujitairanchou
Mecocerculus calopterus,Rufous-winged Tyrannulet,ruwtyr1,65512941,FALSE,アカバネフタスジタイランチョウ,akabanefutasujitairanchou
Mecocerculus minor,Sulphur-bellied Tyrannulet,subtyr1,203958121,FALSE,キバラフタスジタイランチョウ,kibarafutasujitairanchou
Anairetes nigrocristatus,Black-crested Tit-tyrant,bkctit1,218525791,FALSE,クロカンムリカラタイランチョウ,kurokanmurikaratairanchou
Anairetes reguloides,Pied-crested Tit-tyrant,pcttyr1,65513151,FALSE,カンムリカラタイランチョウ,
Anairetes alpinus,Ash-breasted Tit-tyrant,abttyr1,172809791,FALSE,タカネカラタイランチョウ,takanekaratairanchou
Anairetes flavirostris,Yellow-billed Tit-tyrant,ybttyr1,439745651,FALSE,キバシカラタイランチョウ,kibashikaratairanchou
Anairetes parulus,Tufted Tit-tyrant,tuttyr1,470502571,FALSE,エボシカラタイランチョウ,eboshikaratairanchou
Anairetes fernandezianus,Juan Fernandez Tit-tyrant,jfttyr1,82211811,FALSE,フェルナンデスカラタイランチョウ,ferunandesukaratairanchou
Polystictus pectoralis,Bearded Tachuri,beatac1,278582321,FALSE,カンムリタイランチョウ,kanmuritairanchou
Polystictus superciliaris,Grey-backed Tachuri,gybtac1,305810571,FALSE,ハイイロカンムリタイランチョウ,haiirokanmuritairanchou
Culicivora caudacuta,Sharp-tailed Tyrant,shttyr1,494758911,FALSE,ハリオタイランチョウ,hariotairanchou
Pseudocolopteryx sclateri,Crested Doradito,credor1,224892,FALSE,カンムリムシクイタイランチョウ,kanmurimushikuitairanchou
Pseudocolopteryx acutipennis,Subtropical Doradito,subdor1,203701501,FALSE,ハリバネムシクイタイランチョウ,haribanemushikuitairanchou
Pseudocolopteryx dinelliana,Dinelli's Doradito,dindor2,224885,FALSE,ムシクイタイランチョウ,mushikuitairanchou
Pseudocolopteryx flaviventris,Warbling Doradito,wardor1,224887,FALSE,キバラムシクイタイランチョウ/レモンムシクイタイランチョウ,kibaramushikuitairanchou/remonmushikuitairanchou
Pseudocolopteryx citreola,Ticking Doradito,ticdor1,430130321,FALSE,レモンムシクイタイランチョウ,remonmushikuitairanchou
Serpophaga cinerea,Torrent Tyrannulet,tortyr1,250234981,FALSE,カトリタイランチョウ,katoritairanchou
Serpophaga hypoleuca,River Tyrannulet,rivtyr1,370002361,FALSE,カワカトリタイランチョウ,kawakatoritairanchou
Serpophaga nigricans,Sooty Tyrannulet,sootyr1,371665951,FALSE,ススイロカトリタイランチョウ,susuirokatoritairanchou
Serpophaga subcristata,White-crested Tyrannulet,y01036,93852121,FALSE,カンムリカトリタイランチョウ,kammurikatoritairanchou
Serpophaga griseicapilla,Straneck's Tyrannulet,gyctyr2,700380,FALSE,ハイガシラカトリタイランチョウ,haigashirakatoritairanchou
Uromyias agilis,Agile Tit-tyrant,agitit1,66616,FALSE,タテジマカラタイランチョウ,tatejimakaratairanchou
Uromyias agraphia,Unstreaked Tit-tyrant,unstit1,203890351,FALSE,ムジカラタイランチョウ,mujikaratairanchou
Muscigralla brevicauda,Short-tailed Field-tyrant,stftyr1,54457661,FALSE,アシナガタイランチョウ,ashinagatairanchou
Attila phoenicurus,Rufous-tailed Attila,rutatt1,63627,FALSE,アカオカギハシタイランチョウ,akaokagihashitairanchou
Attila cinnamomeus,Cinnamon Attila,cinatt1,306120871,FALSE,ニッケイカギハシタイランチョウ,nikkeikagihashitairanchou
Attila torridus,Ochraceous Attila,ochatt1,203699091,FALSE,ウスイロカギハシタイランチョウ,usuirokagihashitairanchou
Attila citriniventris,Citron-bellied Attila,cibatt1,204008491,FALSE,キバラカギハシタイランチョウ,kibarakagihashitairanchou
Attila bolivianus,White-eyed Attila,ducatt1,132750,FALSE,チャガシラカギハシタイランチョウ,chagashirakagihashitairanchou
Attila rufus,Grey-hooded Attila,gyhatt1,113229,FALSE,オオカギハシタイランチョウ,ookagihashitairanchou
Attila spadiceus,Bright-rumped Attila,brratt1,207693601,FALSE,カギハシタイランチョウ,kagihashitairanchou
Legatus leucophaius,Piratic Flycatcher,pirfly1,117170,FALSE,ホオジロタイランチョウ,hoojirotairanchou
Ramphotrigon megacephalum,Large-headed Flatbill,lahfla2,229364,FALSE,キマユオオヒラハシハエトリ,kimayuoohirahashihaetori
Ramphotrigon ruficauda,Rufous-tailed Flatbill,rutfla1,203931211,FALSE,アカオオオヒラハシハエトリ,akaooohirahashihaetori
Ramphotrigon fuscicauda,Dusky-tailed Flatbill,dutfla1,126865,FALSE,オオヒラハシハエトリ,oohirahashihaetori
Deltarhynchus flammulatus,Flammulated Flycatcher,flafly1,479271301,FALSE,コバシヒタキモドキ,kobashihitakimodoki
Pitangus sulphuratus,Great Kiskadee,grekis,131671181,TRUE,キバラオオタイランチョウ,kibaraootairanchou
Philohydor lictor,Lesser Kiskadee,leskis1,270711,FALSE,キバラタイランチョウ,kibaratairanchou
Machetornis rixosa,Cattle Tyrant,cattyr,69697,FALSE,ウシタイランチョウ,ushitairanchou
Tyrannopsis sulphurea,Sulphury Flycatcher,sulfly1,639757417,FALSE,コバシタイランチョウ,kobashitairanchou
Megarynchus pitangua,Boat-billed Flycatcher,bobfly1,640785996,FALSE,オオハシタイランチョウ,oohashitairanchou
Myiodynastes hemichrysus,Golden-bellied Flycatcher,gobfly1,80980,FALSE,ウスブチタイランチョウ,
Myiodynastes chrysocephalus,Golden-crowned Flycatcher,gocfly1,193175,FALSE,キンカムリブチタイランチョウ,
Myiodynastes bairdii,Baird's Flycatcher,baifly1,43205,FALSE,オオブチタイランチョウ,oobuchitairanchou
Myiodynastes luteiventris,Sulphur-bellied Flycatcher,subfly,7806,FALSE,キバラブチタイランチョウ,kibarabuchitairanchou
Myiodynastes solitarius,Southern Streaked Flycatcher,,,FALSE,ブチタイランチョウ（solitarius）,buchitairanchou (solitarius)
Myiodynastes maculatus,Northern Streaked Flycatcher,strfly1,113357,FALSE,ブチタイランチョウ,buchitairanchou
Myiozetetes cayanensis,Rusty-margined Flycatcher,rumfly1,517566971,FALSE,キバラヒタキモドキ,kibarahitakimodoki
Myiozetetes similis,Social Flycatcher,socfly1,157772511,FALSE,アカボウシヒタキモドキ,akaboushihitakimodoki
Myiozetetes granadensis,Grey-capped Flycatcher,grcfly1,165857,FALSE,ハイボウシヒタキモドキ,haiboushihitakimodoki
Myiozetetes luteiventris,Dusky-chested Flycatcher,ducfly2,203955651,FALSE,ムナフヒタキモドキ,munafuhitakimodoki
Conopias albovittatus,White-ringed Flycatcher,whrfly,203007531,FALSE,シロハチマキヒタキモドキ,
Conopias parvus,Yellow-throated Flycatcher,yetfly2,69755,FALSE,キノドハチマキヒタキモドキ,kinodohachimakihitakimodoki
Conopias trivirgatus,Three-striped Flycatcher,thsfly2,203699451,FALSE,ハチマキヒタキモドキ,hachimakihitakimodoki
Conopias cinchoneti,Lemon-browed Flycatcher,lebfly2,13208,FALSE,キハチマキヒタキモドキ,kihachimakihitakimodoki
Phelpsia inornata,White-bearded Flycatcher,whbfly1,361180991,FALSE,ノドジロハチマキヒタキモドキ,nodojirohachimakihitakimodoki
Empidonomus varius,Variegated Flycatcher,varfly,622578602,FALSE,キカムリタイランチョウ,kikamuritairanchou
Griseotyrannus aurantioatrocristatus,Crowned Slaty Flycatcher,croslf1,177045,FALSE,ハイイロキカムリタイランチョウ,haiirokikamuritairanchou
Tyrannus niveigularis,Snow-throated Kingbird,sntkin1,65511481,FALSE,ユキノドタイランチョウ,yukinodotairanchou
Tyrannus albogularis,White-throated Kingbird,whtkin1,371688381,FALSE,ノドジロタイランチョウ,nodojirotairanchou
Tyrannus melancholicus,Tropical Kingbird,trokin,7961,TRUE,オリーブタイランチョウ/ヒガシオリーブタイランチョウ,ori-butairanchou/higashiori-butairanchou
Tyrannus couchii,Couch's Kingbird,coukin,7953,FALSE,ヒガシオリーブタイランチョウ,higashiori-butairanchou
Tyrannus vociferans,Cassin's Kingbird,caskin,85511031,FALSE,ハシボソタイランチョウ,hashibosotairanchou
Tyrannus crassirostris,Thick-billed Kingbird,thbkin,392846461,FALSE,ハシブトタイランチョウ,hashibutotairanchou
Tyrannus verticalis,Western Kingbird,weskin,56905,FALSE,ニシタイランチョウ,nishitairanchou
Tyrannus tyrannus,Eastern Kingbird,easkin,534398,TRUE,オウサマタイランチョウ,ousamatairanchou
Tyrannus dominicensis,Grey Kingbird,grykin,73900,FALSE,ハイイロタイランチョウ,haiirotairanchou
Tyrannus caudifasciatus,Loggerhead Kingbird,logkin,188095,FALSE,オジロハイイロタイランチョウ,ojirohaiirotairanchou
Tyrannus cubensis,Giant Kingbird,giakin1,62964,FALSE,キューバタイランチョウ,kyu-batairanchou
Tyrannus forficatus,Scissor-tailed Flycatcher,sctfly,105244,TRUE,エンビタイランチョウ,enbitairanchou
Tyrannus savana,Fork-tailed Flycatcher,fotfly,171774,FALSE,ズグロエンビタイランチョウ,zuguroenbitairanchou
Rhytipterna holerythra,Rufous Mourner,rufmou1,614988599,FALSE,ナゲキタイランチョウ,nagekitairanchou
Rhytipterna simplex,Greyish Mourner,gramou1,257226211,FALSE,ハイイロナゲキタイランチョウ,haiironagekitairanchou
Rhytipterna immunda,Pale-bellied Mourner,pabmou1,225365,FALSE,キバラナゲキタイランチョウ,kibaranagekitairanchou
Casiornis rufus,Rufous Casiornis,rufcas2,116293851,FALSE,カシアタイランチョウ,kashiatairanchou
Casiornis fuscus,Ash-throated Casiornis,astcas2,278863301,FALSE,ハイノドカシアタイランチョウ,hainodokashiatairanchou
Sirystes albogriseus,Choco Sirystes,siryst3,324632661,FALSE,チョコフエフキタイランチョウ,chokofuefukitairanchou
Sirystes albocinereus,White-rumped Sirystes,whrsir1,532082101,FALSE,コシジロフエフキタイランチョウ,koshijirofuefukitairanchou
Sirystes sibilator,Sibilant Sirystes,sibsir1,251717851,FALSE,フエフキタイランチョウ,
Sirystes subcanescens,Todd's Sirystes,todsir1,127365,FALSE,ハイイロフエフキタイランチョウ,haiirofuefukitairanchou
Myiarchus semirufus,Rufous Flycatcher,ruffly1,19603,FALSE,アカハラヒタキモドキ,akaharahitakimodoki
Myiarchus swainsoni,Swainson's Flycatcher,swafly1,19144,FALSE,アカハシヒタキモドキ,akahashihitakimodoki
Myiarchus barbirostris,Sad Flycatcher,sadfly1,18982,FALSE,ジャマイカヒタキモドキ,jamaikahitakimodoki
Myiarchus tuberculifer,Dusky-capped Flycatcher,ducfly,40523,FALSE,オリーブヒタキモドキ,
Myiarchus phaeocephalus,Sooty-crowned Flycatcher,socfly2,19419,FALSE,ズグロオオヒタキモドキ,zugurooohitakimodoki
Myiarchus panamensis,Panama Flycatcher,panfly1,203773271,FALSE,パナマヒタキモドキ,panamahitakimodoki
Myiarchus ferox,Short-crested Flycatcher,shcfly1,19489,FALSE,ハシグロオオヒタキモドキ,hashigurooohitakimodoki
Myiarchus venezuelensis,Venezuelan Flycatcher,venfly1,19104,FALSE,ベネズエラヒタキモドキ,benezuerahitakimodoki
Myiarchus cephalotes,Pale-edged Flycatcher,paefly1,7477,FALSE,シロヘリオオヒタキモドキ,shiroherioohitakimodoki
Myiarchus validus,Rufous-tailed Flycatcher,rutfly1,203886171,FALSE,アカオオオヒタキモドキ,akaooohitakimodoki
Myiarchus sagrae,La Sagra's Flycatcher,lasfly,203885381,FALSE,バハマヒタキモドキ,bahamahitakimodoki
Myiarchus stolidus,Stolid Flycatcher,stofly1,7735,FALSE,アカオヒタキモドキ,
Myiarchus antillarum,Puerto Rican Flycatcher,purfly1,19758,FALSE,プエルトリコヒタキモドキ,puerutorikohitakimodoki
Myiarchus oberi,Lesser Antillean Flycatcher,leafly1,7733,FALSE,ドミニカヒタキモドキ,
Myiarchus crinitus,Great Crested Flycatcher,grcfly,236839451,TRUE,オオヒタキモドキ,oohitakimodoki
Myiarchus yucatanensis,Yucatan Flycatcher,yucfly1,226847931,FALSE,ユカタンヒタキモドキ,yukatanhitakimodoki
Myiarchus tyrannulus,Brown-crested Flycatcher,bncfly,232405201,FALSE,シロハラオオヒタキモドキ,shiroharaoohitakimodoki
Myiarchus nugator,Grenada Flycatcher,grefly1,19668,FALSE,グレナダヒタキモドキ,gurenadahitakimodoki
Myiarchus apicalis,Apical Flycatcher,apifly1,203965311,FALSE,シロオビオオヒタキモドキ,shiroobioohitakimodoki
Myiarchus cinerascens,Ash-throated Flycatcher,astfly,416231441,TRUE,ハイノドヒタキモドキ／ウスノドヒタキモドキ,
Myiarchus nuttingi,Nutting's Flycatcher,nutfly1,452438551,FALSE,ウスノドヒタキモドキ,
Myiarchus magnirostris,Galapagos Flycatcher,galfly1,19683,FALSE,ガラパゴスヒタキモドキ,garapagosuhitakimodoki
Colonia colonus,Long-tailed Tyrant,lottyr1,69688,FALSE,シラガフタオタイランチョウ,shiragafutaotairanchou
Myiophobus crypterythrus,Mouse-grey Flycatcher,brcfly4,131367101,FALSE,,
Myiophobus fasciatus,Bran-colored Flycatcher,brcfly1,366611101,FALSE,フタスジハエトリ,
Myiophobus rufescens,Rufescent Flycatcher,brcfly3,74349341,FALSE,,
Myiophobus cryptoxanthus,Olive-chested Flycatcher,olcfly1,613091739,FALSE,オリーブフタスジハエトリ,ori-bufutasujihaetori
Myiophobus flavicans,Flavescent Flycatcher,flafly2,387473241,FALSE,キバラフタスジハエトリ,kibarafutasujihaetori
Myiophobus phoenicomitra,Orange-crested Flycatcher,orcfly1,623304445,FALSE,アカイタダキフタスジハエトリ,akaitadakifutasujihaetori
Myiophobus inornatus,Unadorned Flycatcher,unafly1,31740881,FALSE,ムジフタスジハエトリ,mujifutasujihaetori
Myiophobus roraimae,Roraiman Flycatcher,rorfly1,437282151,FALSE,コフタスジハエトリ,kofutasujihaetori
Silvicultrix frontalis,Crowned Chat-tyrant,crocht1,222114391,FALSE,チャガシラヒタキタイランチョウ,
Silvicultrix jelskii,Jelski's Chat-tyrant,jelcht1,190140951,FALSE,ジェルスキーヒタキタイランチョウ,jerusuki-hitakitairanchou
Silvicultrix pulchella,Golden-browed Chat-tyrant,gobcht1,647142621,FALSE,キマユヒタキタイランチョウ,
Silvicultrix diadema,Yellow-bellied Chat-tyrant,yebcht1,211742,FALSE,キバラヒタキタイランチョウ,kibarahitakitairanchou
Colorhamphus parvirostris,Patagonian Tyrant,pattyr2,249523721,FALSE,パタゴニアヒタキタイランチョウ,patagoniahitakitairanchou
Ochthoeca cinnamomeiventris,Slaty-backed Chat-tyrant,slbcht2,203698941,FALSE,,
Ochthoeca nigrita,Blackish Chat-tyrant,slbcht1,456811621,FALSE,,
Ochthoeca thoracica,Chestnut-belted Chat-tyrant,slbcht3,33649,FALSE,,
Ochthoeca rufipectoralis,Rufous-breasted Chat-tyrant,rbctyr1,69596851,FALSE,ムネアカヒタキタイランチョウ,muneakahitakitairanchou
Ochthoeca fumicolor,Brown-backed Chat-tyrant,bbctyr1,69597071,FALSE,,
Ochthoeca superciliosa,Rufous-browed Chat-tyrant,bnbcht2,69679,FALSE,,
Ochthoeca oenanthoides,D'Orbigny's Chat-tyrant,dorcht1,212949,FALSE,ヒタキタイランチョウ,hitakitairanchou
Ochthoeca piurae,Piura Chat-tyrant,pictyr1,69597511,FALSE,ペルーヒタキタイランチョウ,peru-hitakitairanchou
Ochthoeca leucophrys,White-browed Chat-tyrant,wbctyr1,591280581,FALSE,マミジロヒタキタイランチョウ,mamijirohitakitairanchou
Ochthoeca salvini,Tumbes Tyrant,tumtyr2,13262,FALSE,ペルータイランチョウ,peru-tairanchou
Sublegatus arenarum,Northern Scrub-flycatcher,nosfly1,51867481,FALSE,キタヤブハエトリ,kitayabuhaetori
Sublegatus obscurior,Amazonian Scrub-flycatcher,amsfly1,203934221,FALSE,ウスグロヤブハエトリ,usuguroyabuhaetori
Sublegatus modestus,Southern Scrub-flycatcher,sosfly1,174997,FALSE,ミナミヤブハエトリ,
Pyrocephalus rubinus,Common Vermilion Flycatcher,verfly,188210,TRUE,ベニタイランチョウ,
Pyrocephalus nanus,Little Vermilion Flycatcher,brufly1,352838631,FALSE,ガラパゴスタイランチョウ,
†Pyrocephalus dubius,Least Vermilion Flycatcher,,,FALSE,,
Fluvicola pica,Pied Water-tyrant,piwtyr1,69691,FALSE,ゴマダラタイランチョウ,
Fluvicola albiventer,Black-backed Water-tyrant,bbwtyr1,69264461,FALSE,セグロコマダラタイランチョウ,segurokomadaratairanchou
Fluvicola nengeta,Masked Water-tyrant,mawtyr1,469184481,FALSE,マダラタイランチョウ,madaratairanchou
Arundinicola leucocephala,White-headed Marsh-tyrant,whmtyr1,128051,FALSE,シロガシラタイランチョウ,shirogashiratairanchou
Gubernetes yetapa,Streamer-tailed Tyrant,stttyr2,224489221,FALSE,フキナガシタイランチョウ,fukinagashitairanchou
Muscipipra vetula,Shear-tailed Grey Tyrant,shtgrt1,520247411,FALSE,ハサミオタイランチョウ,hasamiotairanchou
Alectrurus tricolor,Cock-tailed Tyrant,cottyr1,638645707,FALSE,オンドリタイランチョウ,ondoritairanchou
Alectrurus risora,Strange-tailed Tyrant,stttyr1,132886,TRUE,オナガオンドリタイランチョウ,onagaondoritairanchou
Lessonia rufa,Austral Negrito,ausneg1,612482752,FALSE,セアカタイランチョウ/オオセアカタイランチョウ,seakatairanchou/ooseakatairanchou
Lessonia oreas,Andean Negrito,andneg1,301170,FALSE,オオセアカタイランチョウ,ooseakatairanchou
Hymenops perspicillatus,Spectacled Tyrant,spetyr1,640677382,FALSE,メガネタイランチョウ,meganetairanchou
Knipolegus orenocensis,Riverside Tyrant,rivtyr2,370002561,FALSE,カワタイランチョウ,kawatairanchou
Knipolegus sclateri,Sclater's Black-tyrant,,,FALSE,,
Knipolegus poecilocercus,Amazonian Black-tyrant,ambtyr1,140575071,FALSE,アマゾンクロタイランチョウ,amazonkurotairanchou
Knipolegus poecilurus,Rufous-tailed Tyrant,ruttyr1,388751581,FALSE,アカオタイランチョウ,akaotairanchou
Knipolegus franciscanus,Caatinga Black-tyrant,whwblt2,627763358,FALSE,カーティンガクロタイランチョウ,ka-tingakurotairanchou
