Scientific Name,en,species_code,macaulay_asset_code,wingspan_bird,sv
Amazilia lactea,Sapphire-spangled Emerald,saseme1,494469371,FALSE,violettstrupig smaragd
Amazilia bartletti,Spot-vented Emerald,,,FALSE,violettstrupig smaragd (bartletti)
Amazilia rosenbergi,Purple-chested Hummingbird,puchum1,245905,FALSE,purpurbröstad smaragd
Amazilia edward,Snowy-bellied Hummingbird,snbhum1,167226701,FALSE,snöbukig smaragd
Amazilia viridigaster,Green-bellied Hummingbird,grbhum1,165334091,FALSE,
Amazilia cupreicauda,Copper-tailed Hummingbird,gnbhum2,141887291,FALSE,kopparstjärtad smaragd
Amazilia tobaci,Copper-rumped Hummingbird,corhum1,366083081,FALSE,koppargumpad smaragd
Amazilia sapphirina,Rufous-throated Hummingbird,,,FALSE,rödhakesmaragd
Amazilia humboldtii,Humboldt's Hummingbird,,,FALSE,humboldtsmaragd
Amazilia grayi,Gray's Hummingbird,,,FALSE,safirsmaragd
Trochilus polytmus,Red-billed Streamertail,stream2,173316381,FALSE,rödnäbbad/svartnäbbad vimpelkolibri
Trochilus scitulus,Black-billed Streamertail,stream3,204456,FALSE,svartnäbbad vimpelkolibri
Chrysuronia oenone,Golden-tailed Sapphire,gotsap1,68846,FALSE,bronsstjärtad smaragd
Goethalsia bella,Pirre Hummingbird,ruchum1,195030421,FALSE,pirrekolibri
Goldmania violiceps,Violet-capped Hummingbird,vichum1,51649,FALSE,goldmankolibri
Lepidopyga coeruleogularis,Sapphire-throated Hummingbird,sathum1,621885575,FALSE,
Lepidopyga lilliae,Sapphire-bellied Hummingbird,sabhum1,167379,FALSE,safirbukig smaragd
Lepidopyga goudoti,Shining-green Hummingbird,shghum1,395654271,FALSE,grönglanssmaragd
Juliamyia julie,Violet-belied Hummingbird,,,FALSE,violettbukig safir
Hylocharis eliciae,Blue-throated Goldentail,bltgol1,51785961,FALSE,vitörad kolibri
Hylocharis cyanus,White-chinned Sapphire,whcsap1,624733747,FALSE,rödhakesmaragd
Hylocharis chrysura,Gilded Hummingbird,gilhum1,114385521,TRUE,guldsmaragd
Basilinna xantusii,Xanthus's Hummingbird,xanhum,616382357,FALSE,xantuskolibri
Basilinna leucotis,White-eared Hummingbird,whehum,373787061,FALSE,vitörad kolibri
Sternoclyta cyanopectus,Violet-chested Hummingbird,vichum2,287226,FALSE,violbröstad kolibri
Hylonympha macrocerca,Scissor-tailed Hummingbird,scthum1,382591891,FALSE,saxstjärtskolibri
Eugenes fulgens,Magnificent Hummingbird,maghum1,401927741,FALSE,purpurkronad kolibri
Panterpe insignis,Fiery-throated Hummingbird,fithum1,46235681,TRUE,eldstrupekolibri
Heliomaster constantii,Plain-capped Starthroat,plcsta,109155,FALSE,brunhättad stjärnkolibri
Heliomaster longirostris,Long-billed Starthroat,lobsta1,451442311,FALSE,långnäbbad stjärnkolibri
Heliomaster squamosus,Stripe-breasted Starthroat,stbsta1,520946891,TRUE,grön stjärnkolibri
Heliomaster furcifer,Blue-tufted Starthroat,bltsta2,217496,TRUE,blå stjärnkolibri
Lampornis viridipallens,Green-throated Mountain-gem,gtmgem1,101,FALSE,grönstrupig bergsjuvel
Lampornis sybillae,Green-breasted Mountain-gem,gbmgem1,141285911,FALSE,grönbröstad bergsjuvel
Lampornis amethystinus,Amethyst-throated Hummingbird,amthum1,615523568,FALSE,ametiststrupig bergsjuvel
Lampornis clemenciae,Blue-throated Hummingbird,buthum,452435381,FALSE,blåstrupig bergsjuvel
Lampornis hemileucus,White-bellied Mountain-gem,wbmgem1,558718511,FALSE,vitbukig bergsjuvel
Lampornis calolaemus,Purple-throated Mountain-gem,ptmgem,72830,FALSE,purpurstrupig bergsjuvel
Lampornis cinereicauda,Grey-tailed Mountain-gem,,,FALSE,gråstjärtad bergsjuvel
Lampornis castaneoventris,White-throated Mountain-gem,wtmgem1,615159475,FALSE,vitstrupig bergsjuvel
Lamprolaima rhami,Garnet-throated Hummingbird,gathum1,362559071,FALSE,granatstrupekolibri
Myrtis fanny,Purple-collared Woodstar,pucwoo1,630769732,FALSE,blåstrupig skogsjuvel
Eulidia yarrellii,Chilean Woodstar,chiwoo1,651868516,FALSE,chilensk skogsjuvel
Rhodopis vesper,Oasis Hummingbird,oashum1,439762321,TRUE,oasskogsjuvel
Thaumastura cora,Peruvian Sheartail,pershe2,439751101,FALSE,långstjärtad skogsjuvel
Chaetocercus mulsant,White-bellied Woodstar,whbwoo6,509223161,TRUE,vitbukig skogsjuvel
Chaetocercus bombus,Little Woodstar,litwoo5,203979441,FALSE,brunbröstad skogsjuvel
Chaetocercus heliodor,Gorgeted Woodstar,gorwoo2,68289161,FALSE,kragskogsjuvel
Chaetocercus astreans,Santa Marta Woodstar,samwoo2,608697168,FALSE,santamartaskogsjuvel
Chaetocercus berlepschi,Esmeraldas Woodstar,esmwoo2,471713701,FALSE,esmeraldasskogsjuvel
Chaetocercus jourdanii,Rufous-shafted Woodstar,ruswoo1,249144041,FALSE,Jourdans skogsjuvel
Myrmia micrura,Short-tailed Woodstar,shtwoo1,471976321,TRUE,kortstjärtad skogsjuvel
Microstilbon burmeisteri,Slender-tailed Woodstar,sltwoo1,617549628,FALSE,smalstjärtad skogsjuvel
Calliphlox amethystina,Amethyst Woodstar,amewoo1,622627532,TRUE,ametistskogsjuvel
Calliphlox evelynae,Bahama Woodstar,bahwoo,32872721,FALSE,
Calliphlox bryantae,Magenta-throated Woodstar,matwoo1,469921491,FALSE,magentaskogsjuvel
Calliphlox mitchellii,Purple-throated Woodstar,putwoo1,203699321,FALSE,purpurstrupig skogsjuvel
Doricha enicura,Slender Sheartail,sleshe1,474780291,FALSE,guatemalasaxstjärt
Doricha eliza,Mexican Sheartail,mexshe1,33207121,FALSE,yucatánsaxstjärt
Tilmatura dupontii,Sparkling-tailed Woodstar,spthum1,85419291,FALSE,glitterstjärtad skogsjuvel
Calothorax lucifer,Lucifer Hummingbird,luchum,456261851,FALSE,luciferkolibri
Calothorax pulcher,Beautiful Hummingbird,beahum1,475161391,FALSE,praktkolibri
Mellisuga minima,Vervain Hummingbird,verhum1,203886251,FALSE,fekolibri
Mellisuga helenae,Bee Hummingbird,beehum1,121901,TRUE,bikolibri
Calypte anna,Anna's Hummingbird,annhum,406556071,TRUE,Annas kolibri
Calypte costae,Costa's Hummingbird,coshum,203939681,FALSE,Costas kolibri
Archilochus alexandri,Black-chinned Hummingbird,bkchum,220757581,TRUE,svarthakad kolibri
Archilochus colubris,Ruby-throated Hummingbird,rthhum,604314061,TRUE,rubinkolibri
Selasphorus platycercus,Broad-tailed Hummingbird,brthum,303538531,FALSE,bredstjärtad kolibri
Selasphorus calliope,Calliope Hummingbird,calhum,283565581,FALSE,kalliopekolibri
Selasphorus rufus,Rufous Hummingbird,rufhum,457241371,TRUE,rostkolibri
Selasphorus sasin,Allen's Hummingbird,allhum,123291231,FALSE,Allens kolibri
Selasphorus flammula,Volcano Hummingbird,volhum1,49402841,FALSE,vulkankolibri
Selasphorus scintilla,Scintillant Hummingbird,scihum1,186080321,FALSE,glitterkolibri
Selasphorus ardens,Glow-throated Hummingbird,glthum1,616224105,FALSE,glödhakekolibri
Atthis heloisa,Bumblebee Hummingbird,bumhum,203996491,FALSE,humlekolibri
Atthis ellioti,Wine-throated Hummingbird,withum1,20352,FALSE,vinstrupekolibri
OPISTHOCOMIFORMES,,,,FALSE,
Opisthocomus hoazin,Hoatzin,hoatzi1,325134081,TRUE,hoatzin
Clamator jacobinus,Jacobin Cuckoo,piecuc1,8204,FALSE,jakobinskatgök
Clamator levaillantii,Levaillant's Cuckoo,levcuc1,8206,FALSE,strimmig skatgök
Clamator coromandus,Chestnut-winged Cuckoo,chwcuc1,618704316,FALSE,rödvingad skatgök
Clamator glandarius,Great Spotted Cuckoo,grscuc1,59209431,FALSE,skatgök
Coccycua minuta,Little Cuckoo,litcuc2,303630481,FALSE,pygmégök
Coccycua pumila,Dwarf Cuckoo,dwacuc1,71989,FALSE,dvärggök
Coccycua cinerea,Ash-colored Cuckoo,asccuc1,613645477,FALSE,grågök
Piaya mexicana,Mexican Squirrel-cuckoo,squcuc2,109209,FALSE,västmexikansk gök
Piaya cayana,Squirrel Cuckoo,squcuc1,373492111,TRUE,ekorrgök/svartbukig gök
Piaya melanogaster,Black-bellied Cuckoo,blbcuc1,203919001,FALSE,svartbukig gök
Coccyzus americanus,Yellow-billed Cuckoo,yebcuc,634354421,TRUE,gulnäbbad regngök
Coccyzus euleri,Pearly-breasted Cuckoo,pebcuc1,318062371,FALSE,pärlbröstad regngök
Coccyzus minor,Mangrove Cuckoo,mancuc,100789631,FALSE,mangroveregngök
Coccyzus ferrugineus,Cocos Cuckoo,coccuc1,512767411,FALSE,cocosregngök
Coccyzus melacoryphus,Dark-billed Cuckoo,dabcuc1,132854,FALSE,mörknäbbad regngök
Coccyzus erythrophtalmus,Black-billed Cuckoo,bkbcuc,479617311,FALSE,svartnäbbad regngök
Coccyzus lansbergi,Grey-capped Cuckoo,gyccuc,203930011,FALSE,gråhuvad regngök
Coccyzus pluvialis,Chestnut-bellied Cuckoo,chbcuc4,203886231,FALSE,jamaicaregngök
Coccyzus rufigularis,Bay-breasted Cuckoo,babcuc4,75700181,FALSE,hispaniolaregngök
Coccyzus merlini,Cuban Lizard-cuckoo,grelic1,203885341,FALSE,kubaödlegök
Coccyzus bahamensis,Bahama Lizard-cuckoo,,,FALSE,
Coccyzus vetula,Jamaican Lizard-cuckoo,jamlic1,203886271,FALSE,jamaicaödlegök
Coccyzus longirostris,Hispaniolan Lizard-cuckoo,hislic1,181775701,FALSE,hispaniolaödlegök
Coccyzus vieilloti,Puerto Rican Lizard-cuckoo,purlic1,204011811,FALSE,puertoricoödlegök
†Nannococcyx psix,St Helena Cuckoo,,,FALSE,
Pachycoccyx audeberti,Thick-billed Cuckoo,thbcuc1,586937891,FALSE,tjocknäbbad gök
Microdynamis parva,Dwarf Koel,dwakoe1,166190461,FALSE,dvärgkoel
Eudynamys scolopaceus,Asian Koel,asikoe2,85461311,TRUE,asiatisk koel
Eudynamys orientalis,Eastern Koel,asikoe3,44253641,FALSE,australisk koel
Urodynamys taitensis,Long-tailed Koel,lotkoe1,203924211,FALSE,långstjärtad koel
Scythrops novaehollandiae,Channel-billed Cuckoo,chbcuc2,191800241,FALSE,jättegök
Chalcites megarhynchus,Long-billed Cuckoo,lobcuc1,628921068,FALSE,långnäbbad glansgök
Chalcites basalis,Horsfield's Bronze-cuckoo,hobcuc1,643176739,TRUE,Horsfields glansgök
Chalcites osculans,Black-eared Cuckoo,blecuc1,608848789,FALSE,svartörad glansgök
Chalcites ruficollis,Rufous-throated Bronze-cuckoo,rtbcuc1,203981571,FALSE,bergglansgök
Chalcites lucidus,Shinning Bronze-cuckoo,shbcuc1,265311091,FALSE,guldglansgök
Chalcites meyeri,White-eared Bronze-cuckoo,webcuc1,167078,FALSE,vitörad glansgök
Chalcites minutillus,Little Bronze-cuckoo,libcuc1,549280871,FALSE,mindre glansgök
Chalcites crassirostris,Pied Bronze-cuckoo,litbrc5,203925991,FALSE,Moluckglansgök
Chrysococcyx maculatus,Asian Emerald Cuckoo,asecuc1,438463741,FALSE,asiatisk glansgök
Chrysococcyx xanthorhynchus,Violet Cuckoo,viocuc1,203955281,TRUE,violglansgök
Chrysococcyx flavigularis,Yellow-throated Cuckoo,yetcuc1,236554,FALSE,gulstrupig glansgök
Chrysococcyx klaas,Klaas's Cuckoo,klacuc1,8203,FALSE,klaasglansgök
Chrysococcyx cupreus,African Emerald Cuckoo,afecuc1,51431,FALSE,afrikansk smaragdgök
Chrysococcyx caprius,Diederik Cuckoo,didcuc1,8593,FALSE,didrikglansgök
Cacomantis castaneiventris,Chestnut-breasted Cuckoo,chbcuc3,204010961,FALSE,papuabuskgök
Cacomantis flabelliformis,Fan-tailed Cuckoo,fatcuc1,123962531,FALSE,australisk buskgök
Cacomantis sonneratii,Banded Bay Cuckoo,babcuc2,234136261,FALSE,bandad buskgök
Cacomantis merulinus,Plaintive Cuckoo,placuc1,169228561,FALSE,sorgbuskgök/indisk buskgök
Cacomantis passerinus,Grey-bellied Cuckoo,placuc3,326554521,FALSE,indisk buskgök
Cacomantis variolosus,Brush Cuckoo,brucuc3,627159029,FALSE,sahulbuskgök
Cacomantis aeruginosus,Moluccan Cuckoo,molcuc1,615678054,FALSE,moluckbuskgök
Heteroscenes pallidus,Pallid Cuckoo,palcuc1,647554498,FALSE,blek buskgök
Caliechthrus leucolophus,White-crowned Cuckoo,whckoe1,203961631,FALSE,vitkronad buskgök
Cercococcyx mechowi,Dusky Long-tailed Cuckoo,dltcuc1,94100,FALSE,mörk långstjärtsgök
Cercococcyx olivinus,Olive Long-tailed Cuckoo,oltcuc1,203974571,FALSE,olivgrå långstjärtsgök
Cercococcyx montanus,Barred Long-tailed Cuckoo,bltcuc1,56526011,FALSE,bandad långstjärtsgök
Surniculus dicruroides,Fork-tailed Drongo-cuckoo,asidrc2,358179801,FALSE,klyvstjärtad drongogök
Surniculus lugubris,Square-tailed Drongo-cuckoo,asidrc3,203489841,FALSE,tvärstjärtad drongogök
Surniculus velutinus,Philippine Drongo-cuckoo,phidrc1,203894541,FALSE,filippinsk drongogök
Surniculus musschenbroeki,Moluccan Drongo-cuckoo,asidrc4,700485,FALSE,moluckdrongogök
Hierococcyx bocki,Dark Hawk-cuckoo,larhac1,637366088,FALSE,mindre hökgök
Hierococcyx sparverioides,Large Hawk-cuckoo,larhac2,240963151,FALSE,större/mindre hökgök
Hierococcyx varius,Common Hawk-cuckoo,cohcuc1,284331471,FALSE,indisk hökgök
Hierococcyx vagans,Moustached Hawk-cuckoo,mohcuc1,203968431,FALSE,mustaschhökgök
Hierococcyx nisicolor,Whistling Hawk-cuckoo,hodhac1,323493911,FALSE,visselhökgök
Hierococcyx fugax,Malay Hawk-cuckoo,malhac1,463856681,FALSE,malajhökgök
Hierococcyx hyperythrus,Northern Hawk-cuckoo,nohcuc1,204001471,FALSE,nordlig hökgök
Hierococcyx pectoralis,Philippine Hawk-cuckoo,phhcuc1,203894591,FALSE,filippinsk hökgök
Cuculus crassirostris,Sulawesi Cuckoo,suhcuc1,700483,FALSE,sulawesigök
Cuculus solitarius,Red-chested Cuckoo,reccuc1,8273,FALSE,rödbröstad gök
Cuculus clamosus,Black Cuckoo,blacuc1,203948581,FALSE,svartgök
Cuculus micropterus,Indian Cuckoo,indcuc1,244271771,FALSE,indisk gök
Cuculus canorus,Common Cuckoo,comcuc,144060371,TRUE,afrikansk gök/gök
Cuculus gularis,African Cuckoo,afrcuc1,277813,FALSE,afrikansk gök
Cuculus saturatus,Oriental Cuckoo,himcuc1,203902361,FALSE,himalayagök
Cuculus lepidus,Sunda Cuckoo,suncuc2,609673058,FALSE,sundagök
CUCULIFORMES,,,,FALSE,
CUCULIDAE,Cuckoos,,,FALSE,
Crotophaga major,Greater Ani,greani1,300752,FALSE,större ani
Crotophaga ani,Smooth-billed Ani,smbani,265597421,TRUE,slätnäbbad ani
Crotophaga sulcirostrist,Groove-billed Ani,grbani,140225,FALSE,
Guira guira,Guira Cuckoo,guicuc1,216440,FALSE,guiragök
Tapera naevia,American Striped Cuckoo,strcuc1,410689341,FALSE,stripgök
Dromococcyx phasianellus,Pheasant Cuckoo,phecuc1,211973891,FALSE,fasangök
Dromococcyx pavoninus,Pavonine Cuckoo,pavcuc1,362843521,FALSE,påfågelgök
Morococcyx erythropygus,Lesser Ground-cuckoo,legcuc1,177641251,FALSE,trastgök
Geococcyx velox,Lesser Roadrunner,lesroa1,41271831,FALSE,mindre tuppgök
Geococcyx californianus,Greater Roadrunner,greroa,256178591,TRUE,större tuppgök
Neomorphus geoffroyi,Rufous-vented Ground-cuckoo,rvgcuc1,306543181,FALSE,rostbukig markgök
Neomorphus radiolosus,Banded Ground-cuckoo,bagcuc1,648913142,FALSE,bandmarkgök
Neomorphus rufipennis,Rufous-winged Ground-cuckoo,rwgcuc1,384677891,FALSE,lilahalsad markgök
Neomorphus pucheranii,Red-billed Ground-cuckoo,rbgcuc1,614325199,FALSE,rödnäbbad markgök
†Coua delalandei,Snail-eating Coua,snecou1,,FALSE,
Coua gigas,Giant Coua,giacou1,203978911,FALSE,jättekoua
Coua coquereli,Coquerel's Coua,coqcou1,95476,FALSE,Coquerels koua
Coua serriana,Red-breasted Coua,rebcou1,203968581,FALSE,rödbröstad koua
Coua reynaudii,Red-fronted Coua,refcou1,503959221,FALSE,rödpannad koua
Coua cursor,Running Coua,runcou1,646454620,FALSE,löpkoua
Coua ruficeps,Red-capped Coua,reccou2,95560,FALSE,rödhättad koua
Coua olivaceiceps,Olive-capped Coua,reccou3,203930591,FALSE,spikskogskoua
Coua cristata,Crested Coua,crecou1,100024,FALSE,tofskoua
Coua pyropyga,Chestnut-vented Coua,,,FALSE,tofskoua (pyropyga)
Coua verreauxi,Verreaux's Coua,vercou1,502290111,FALSE,verreauxkoua
Coua caerulea,Blue Coua,blucou1,93557,FALSE,blåkoua
Carpococcyx radiceus,Bornean Ground-cuckoo,bogcuc1,203953801,FALSE,borneomarkgök
Carpococcyx viridis,Sumatran Ground-cuckoo,sugcuc1,641636661,FALSE,sumatramarkgök
Carpococcyx renauldi,Coral-billed Ground-cuckoo,cbgcuc1,428444651,FALSE,korallnäbbad markgök
Centropus milo,Buff-headed Coucal,buhcou1,203910191,FALSE,beigehuvad sporrgök
Centropus ateralbus,Pied Coucal,piecou1,203994681,FALSE,svartvit sporrgök
Centropus menbeki,Ivory-billed Coucal,grbcou1,203987971,FALSE,större svartsporrgök
Centropus chalybeus,Biak Coucal,biacou1,203997211,FALSE,biaksporrgök
Centropus unirufus,Rufous Coucal,rufcou1,203999891,FALSE,rödbrun sporrgök
Centropus chlororhynchus,Green-billed Coucal,grbcou2,204000631,FALSE,ceylonsporrgök
Centropus melanops,Black-faced Coucal,blfcou1,203894331,FALSE,svartmaskad sporrgök
Centropus steerii,Black-hooded Coucal,blhcou1,555871721,FALSE,mindorosporrgök
Centropus rectunguis,Short-toed Coucal,shtcou1,636991204,FALSE,malackasporrgök
Centropus celebensis,Bay Coucal,baycou1,203909081,FALSE,sulawesisporrgök
Centropus anselli,Gabon Coucal,gabcou1,609157444,FALSE,gabonsporrgök
Centropus leucogaster,Black-throated Coucal,bltcou1,204006961,FALSE,svartstrupig sporrgök
Centropus senegalensis,Senegal Coucal,sencou1,203961431,FALSE,senegalsporrgök
Centropus monachus,Blue-headed Coucal,blhcou2,1358,FALSE,blåhuvad sporrgök
Centropus cupreicaudus,Coppery-tailed Coucal,cotcou1,597814511,FALSE,sumpsporrgök
Centropus superciliosus,White-browed Coucal,whbcou2,8579,FALSE,vitbrynad sporrgök/moçambiquesporrgök
Centropus nigrorufus,Javan Coucal,suncou1,525811741,FALSE,javasporrgök
Centropus sinensis,Greater Coucal,grecou1,407541021,FALSE,orientsporrgök
Centropus andamanensis,Andaman Coucal,andcou1,203955261,FALSE,andamansporrgök
Centropus goliath,Goliath Coucal,golcou1,203906651,FALSE,goliatsporrgök
Centropus toulou,Madagascar Coucal,madcou1,203970171,FALSE,madagaskarsporrgök
Centropus grillii,Black Coucal,blacou1,3084,FALSE,afrikansk sporrgök
Centropus viridis,Philippine Coucal,phicou1,203999661,FALSE,filippinsk sporrgök
Centropus bengalensis,Lesser Coucal,lescou1,249865961,FALSE,mindre sporrgök
Centropus violaceus,Violaceous Coucal,viocou1,203976811,FALSE,violett sporrgök
Centropus bernsteini,Black-billed Coucal,lebcou1,251041021,FALSE,mindre svartsporrgök
Centropus phasianinus,Pheasant Coucal,phecou2,233567,TRUE,fasansporrgök
Centropus spilopterus,Kai Coucal,,,FALSE,fasansporrgök (spilopterus)
Rhinortha chlorophaea,Raffles's Malkoha,rafmal1,541541851,FALSE,rafflesmalkoha
Ceuthmochares aereus,Chattering Yellowbill,yellow5,434335841,FALSE,blå gulnäbb
Ceuthmochares australis,Whistling Yellowbill,yellow6,211153291,FALSE,grön gulnäbb
Taccocua leschenaultii,Sirkeer Malkoha,sirmal1,371776741,FALSE,sirkeermalkoha
Zanclostomus javanicus,Red-billed Malkoha,rebmal2,626123229,FALSE,rödnäbbad malkoha
Phaenicophaeus pyrrhocephalus,Red-faced Malkoha,refmal1,223439,FALSE,rödmaskad malkoha
Phaenicophaeus viridirostris,Blue-faced Malkoha,blfmal1,276002481,FALSE,blåmaskad malkoha
Phaenicophaeus diardi,Black-bellied Malkoha,blbmal1,71314,FALSE,sotbukig malkoha
Phaenicophaeus sumatranus,Chestnut-bellied Malkoha,chbmal1,391945241,FALSE,rostbukig malkoha
Phaenicophaeus tristis,Green-billed Malkoha,grbmal1,204016461,FALSE,större malkoha
Phaenicophaeus curvirostris,Chestnut-breasted Malkoha,chbmal2,616241705,FALSE,rödbröstad malkoha
Phaenicophaeus oeneicaudus,Mentawai Malkoha,chbmal3,101923871,FALSE,rödbröstad malkoha (oeneicaudus)
Dasylophus superciliosus,Red-crested Malkoha,recmal1,202345281,FALSE,rödtofsad malkoha
Lepidogrammus cumingi,Scale-feathered Malkoha,scfmal1,282684261,FALSE,luzonmalkoha
Rhamphococcyx calyorhynchus,Yellow-billed Malkoha,yebmal1,640716477,FALSE,sulawesimalkoha
Cuculus poliocephalus,Lesser Cuckoo,lescuc1,168997341,FALSE,smågök
Cuculus rochii,Madagascar Cuckoo,madcuc1,203951991,FALSE,madagaskargök
Hypotaenidia torquata,Barred Rail,barrai1,203893411,FALSE,zebrarall
Hypotaenidia insignis,New Britail Rail,,,FALSE,newbritainrall
†Hypotaenidia poeciloptera,Bar-winged Rail,bawrai1,,FALSE,
Hypotaenidia tertia,Bougainville Rail,,,FALSE,
Hypotaenidia immaculata,Santa Isabel Rail,,,FALSE,
Hypotaenidia woodfordi,Guadalcanal Rail,,,FALSE,salomonrall
Hypotaenidia rovianae,Roviana Rail,rovrai1,,FALSE,rovianarall
Hypotaenidia owstoni,Guam Rail,guarai1,533472181,FALSE,guamrall
†Hypotaenidia wakensis,Wake Rail,,,FALSE,
†Hypotaenidia dieffenbachii,Dieffenbach's Rail,dierai1,,FALSE,
Hypotaenidia sylvestris,Lord Howe Woodhen,,,FALSE,lordhowerall
Hypotaenidia philippensis,Buff-banded Rail,bubrai1,275668211,FALSE,
†Hypotaenidia pacifica,Tahiti Rail,tahrai1,,FALSE,
Dryolimnas cuvieri,White-throated Rail,whtrai1,93687,FALSE,vitstrupig rall
†Dryolimnas augusti,Reunion Rail,reurai1,,FALSE,
Crex egregia,African Crake,afrcra1,81483851,FALSE,afrikansk kornknarr
Crex crex,Corncrake,corcra,237871791,FALSE,kornknarr
Rougetius rougetii,Rouget's Rail,rourai1,642157786,FALSE,etiopisk rall
Mundia elpenor,St Helena Crake,asccra1,,FALSE,ascensionrall
†Atlantisia podarces,Inaccessible Rail,,,FALSE,
Atlantisia rogersi,Inaccessible Rail,,,FALSE,atlantdvärgrall
Aramides ypecaha,Giant Wood-rail,giwrai1,173660121,FALSE,jätteskogsrall
Aramides wolfi,Brown Wood-rail,brwrai1,650930550,FALSE,brun skogsrall
Aramides mangle,Little Wood-rail,liwrai1,235037781,FALSE,mindre skogsrall
Aramides cajaneus,Grey-necked Wood-rail,gycwor1,2306,FALSE,centralamerikansk/gråhalsad rall
Aramides axillaris,Rufous-necked Wood-rail,rnwrai1,132338891,FALSE,rödhalsad skogsrall
Aramides calopterus,Red-winged Wood-rail,rwwrai1,,FALSE,rödvingad skogsrall
Aramides saracura,Slaty-breasted Wood-rail,sbwrai1,408793251,FALSE,gråbröstad skogsrall
Amaurolimnas concolor,Uniform Crake,unicra1,203931831,FALSE,enfärgad rall
