Latin,English,Croatian
Vidua fischeri,Straw-tailed Whydah,bumbar10235
Vidua togoensis,Togo Paradise-whydah,bumbar10236
Vidua wilsoni,Wilson's Indigobird,bumbar10237
Vidua larvaticola,Barka Indigobird,bumbar10238
Vidua maryae,Jos Plateau Indigobird,bumbar10239
Vidua camerunensis,Cameroon Indigobird,bumbar10240
Vidua nigeriae,Quailfinch Indigobird,bumbar10241
Vidua raricola,Jambandu Indigobird,bumbar10242
Vidua codringtoni,Green Indigobird,bumbar10243
Vidua funerea,Dusky Indigobird,bumbar10244
Vidua chalybeata,Village Indigobird,bumbar10245
Vidua purpurascens,Purple Indigobird,bumbar10246
Anomalospiza imbebris,Cuckoo-finch,bumbar10247
Anthus spinoletta,Water Pipit,bumbar10248
Anthus petrosus,Rock Pipit,bumbar10249
A. p. littoralis,Scandinavian Rock Pipit,bumbar10250
Anthus furcatus,Short-billed Pipit,bumbar10251
Anthus lutescens,Yellowish Pipit,bumbar10252
Anthus peruvianus,Peruvian Pipit,bumbar10253
Anthus chacoensis,Pampas Pipit,bumbar10254
Anthus spragueii,Sprague's Pipit,bumbar10255
Anthus hellmayri,Hellmayr's Pipit,bumbar10256
Anthus bogotensis,Paramo Pipit,bumbar10257
Anthus nattereri,Ochre-breasted Pipit,bumbar10258
Anthus correndera,Correndera Pipit,bumbar10259
Anthus antarcticus,South Georgia Pipit,bumbar10260
Anthus sylvanus,Upland Pipit,bumbar10261
Anthus nilghiriensis,Nilgiri Pipit,bumbar10262
Anthus hoeschi,Mountain Pipit,bumbar10263
Anthus crenatus,Yellow-tufted Pipit,bumbar10264
Anthus lineiventris,Striped Pipit,bumbar10265
Anthus richardi,Richard's Pipit,bumbar10266
Anthus rufulus,Paddyfield Pipit,bumbar10267
Anthus novaeseelandiae,Australasian Pipit,bumbar10268
Anthus nyassae,Woodland Pipit,bumbar10269
Anthus godlewskii,Blyth's Pipit,bumbar10270
Anthus leucophrys,Plain-backed Pipit,bumbar10271
Anthus berthelotii,Berthelot's Pipit,bumbar10272
Anthus campestris,Tawny Pipit,bumbar10273
Anthus cinnamomeus,African Pipit,bumbar10274
A. c. latistriatus,Jackson's Pipit,bumbar10275
Anthus vaalensis,Buffy Pipit,bumbar10276
Anthus similis,Long-billed Pipit,bumbar10277
Anthus melindae,Malindi Pipit,bumbar10278
Anthus pallidiventris,Long-legged Pipit,bumbar10279
Anthus gutturalis,Alpine Pipit,bumbar10280
Madanga ruficollis,Madanga,bumbar10281
Macronyx flavicollis,Abyssinian Longclaw,bumbar10282
Macronyx fuellebornii,Fülleborn's Longclaw,bumbar10283
Macronyx capensis,Cape Longclaw,bumbar10284
Macronyx croceus,Yellow-throated Longclaw,bumbar10285
Macronyx aurantiigula,Pangani Longclaw,bumbar10286
Macronyx ameliae,Rosy-throated Longclaw,bumbar10287
Macronyx grimwoodi,Grimwood's Longclaw,bumbar10288
Macronyx sharpei,Sharpe's Longclaw,bumbar10289
Hemimacronyx chloris,Yellow-breasted Pipit,bumbar10290
Tmetothylacus tenellus,Golden Pipit,bumbar10291
Motacilla flaviventris,Madagascar Wagtail,bumbar10292
Motacilla clara,Mountain Wagtail,bumbar10293
Motacilla capensis,Cape Wagtail,bumbar10294
Motacilla flava,Western Yellow Wagtail,bumbar10295
M. f. thunbergi,Grey-headed Wagtail,bumbar10296
M. f. flavissima,British Yellow Wagtail,bumbar10297
M. f. flava,Blue-headed Wagtail,bumbar10298
M. f. beema,Sykes's Wagtail,bumbar10299
M. f. lutea,Yellow-headed Wagtail,bumbar10300
M. f. feldegg,Black-headed Wagtail,bumbar10301
M. f. leucocephala,White-headed Wagtail,bumbar10302
M. f. iberiae,Iberian Yellow Wagtail,bumbar10303
M. f. cinereocapilla,Ashy-headed Wagtail,bumbar10304
M. f. pygmaea,Egyptian Yellow Wagtail,bumbar10305
Motacilla aguimp,African Pied Wagtail,bumbar10306
Motacilla cinerea,Grey Wagtail,bumbar10307
Motacilla citreola,Citrine Wagtail,bumbar10308
Motacilla tschutschensis,Eastern Yellow Wagtail,bumbar10309
Motacilla maderaspatensis,White-browed Wagtail,bumbar10310
Motacilla samveasnae,Mekong Wagtail,bumbar10311
Motacilla grandis,Japanese Wagtail,bumbar10312
Motacilla alba,White Wagtail,bumbar10313
M. a. yarrellii,British Pied Wagtail,bumbar10314
M. a. subpersonata,Moroccan Wagtail,bumbar10315
M. a. personata,Masked Wagtail,bumbar10316
Amaurocichla bocagii,Sao Tome Short-tail,bumbar10317
PASSERIDAE,Old World Sparrows,bumbar10318
Passer ammodendri,Saxaul Sparrow,bumbar10319
Passer domesticus,House Sparrow,bumbar10320
Passer italiae,Italian Sparrow,bumbar10321
Passer hispanoliensis,Spanish Sparrow,bumbar10322
Passer pyrrhonotus,Sind Sparrow,bumbar10323
Passer castanopterus,Somali Sparrow,bumbar10324
Passer cinnamomeus,Russet Sparrow,bumbar10325
Passer flaveolus,Pegu Sparrow,bumbar10326
Passer moabiticus,Dead Sea Sparrow,bumbar10327
P. m. yatii,Afghan Sparrow,bumbar10328
Passer iagoensis,Cape Verde Sparrow,bumbar10329
Passer motitensis,Great Sparrow,bumbar10330
Passer insularis,Socotra Sparrow,bumbar10331
Passer hemileucus,Abd al Kuri Sparrow,bumbar10332
Passer cordofanicus,Kordofan Sparrow,bumbar10333
Passer shelleyi,White Nile Sparrow,bumbar10334
Passer rufocinctus,Kenya Sparrow,bumbar10335
Passer melanurus,Cape Sparrow,bumbar10336
Passer swainsonii,Swainson's Sparrow,bumbar10337
Passer gongonensis,Parrot-billed Sparrow,bumbar10338
Passer suahelicus,Swahili Sparrow,bumbar10339
Passer griseus,Northern Grey-headed Sparrow,bumbar10340
Passer diffusus,Southern Grey-headed Sparrow,bumbar10341
Passer simplex,Desert Sparrow,bumbar10342
Passer zarudnyi,Zarudny's Sparrow,bumbar10343
Passer montanus,Eurasian Tree Sparrow,bumbar10344
Passer luteus,Sudan Golden Sparrow,bumbar10345
Passer euchlorus,Arabian Golden Sparrow,bumbar10346
Passer eminibey,Chestnut Sparrow,bumbar10347
Carpospiza brachydactyla,Pale Sparrow,bumbar10348
Petronia petronia,Rock Sparrow,bumbar10349
Gymnoris superciliaris,Yellow-throated Bush-sparrow,bumbar10350
Gymnoris dentata,Sahel Bush-sparrow,bumbar10351
Gymnoris pyrgita,Yellow-spotted Bush-sparrow,bumbar10352
Gymnoris xanthocollis,Chestnut-shouldered Bush-sparrow,bumbar10353
Montifringilla henrici,Tibetan Snowfinch,bumbar10354
Montifringilla nivalis,White-winged Snowfinch,bumbar10355
Montifringilla adamsi,Black-winged Snowfinch,bumbar10356
Onychostruthus taczanowskii,White-rumped Snowfinch,bumbar10357
Pyrgilauda ruficollis,Rufous-necked Snowfinch,bumbar10358
Pyrgilauda davidiana,Small Snowfinch,bumbar10359
Pyrgilauda blanfordi,Plain-backed Snowfinch,bumbar10360
Pyrgilauda theresae,Afgan Snowfinch,bumbar10361
Hypocryptadius cinnamomeus,Cinnamon Ibon,bumbar10362
MOTACILLIDAE,"Wagtails, Pipits",bumbar10363
Dendronanthus indicus,Forest Wagtail,bumbar10364
Anthus sokokensis,Sokoke Pipit,bumbar10365
Anthus brachyurus,Short-tailed Pipit,bumbar10366
Anthus caffer,Bush Pipit,bumbar10367
Anthus gustavi,Pechora Pipit,bumbar10368
A. g. gustavi,Pechora Pipit,bumbar10369
Anthus trivialis,Tree Pipit,bumbar10370
Anthus hodgsoni,Olive-backed Pipit,bumbar10371
Anthus cervinus,Red-throated Pipit,bumbar10372
Anthus roseatus,Rosy Pipit,bumbar10373
Anthus rubescens,Buff-bellied Pipit,bumbar10374
A. r. japonicus,Buff-bellied Pipit,bumbar10375
A. r. rubescens,American Pipit,bumbar10376
Anthus pratensis,Meadow Pipit,bumbar10377
FRINGILLIDAE,Finches,bumbar10378
Fringilla coelebs,Common Chaffinch,bumbar10379
Fringilla teydea,Tenerife Blue Chaffinch,bumbar10380
Fringilla polatzeki,Gran Canaria Blue Chaffinch,bumbar10381
Fringilla montifringilla,Brambling,bumbar10382
Chlorophonia flavirostris,Yellow-collared Chlorophonia,bumbar10383
Chlorophonia cyanea,Blue-naped Chlorophonia,bumbar10384
Chlorophonia pyrrhophrys,Chestnut-breasted Chlorophonia,bumbar10385
Chlorophonia occipitalis,Blue-crowned Chlorophonia,bumbar10386
Chlorophonia callophrys,Golden-browed Chlorophonia,bumbar10387
Euphonia jamaica,Jamaican Euphonia,bumbar10388
Euphonia plumbea,Plumbeous Euphonia,bumbar10389
Euphonia affinis,Scrub Euphonia,bumbar10390
Euphonia luteicapilla,Yellow-crowned Euphonia,bumbar10391
Euphonia chlorotica,Purple-throated Euphonia,bumbar10392
Euphonia trinitatis,Trinidad Euphonia,bumbar10393
Euphonia concinna,Velvet-fronted Euphonia,bumbar10394
Euphonia saturata,Orange-crowned Euphonia,bumbar10395
Euphonia finschi,Finsch's Euphonia,bumbar10396
Euphonia violacea,Violaceous Euphonia,bumbar10397
Euphonia laniirostris,Thick-billed Euphonia,bumbar10398
Euphonia hirundinacea,Yellow-throated Euphonia,bumbar10399
Euphonia chalybea,Green-chinned Euphonia,bumbar10400
Euphonia elegantissima,Elegant Euphonia,bumbar10401
Euphonia cyanocephala,Golden-rumped Euphonia,bumbar10402
Euphonia musica,Hispaniolan Euphonia,bumbar10403
Euphonia sclateri,Puerto Rican Euphonia,bumbar10404
Euphonia flavifrons,Lesser Antillean Euphonia,bumbar10405
Euphonia fulvicrissa,Fulvous-vented Euphonia,bumbar10406
Euphonia imitans,Spot-crowned Euphonia,bumbar10407
Euphonia gouldi,Olive-backed Euphonia,bumbar10408
Euphonia chrysopasta,White-lored Euphonia,bumbar10409
Euphonia mesochrysa,Bronze-green Euphonia,bumbar10410
Euphonia minuta,White-vented Euphonia,bumbar10411
Euphonia anneae,Tawny-capped Euphonia,bumbar10412
Euphonia xanthogaster,Orange-bellied Euphonia,bumbar10413
Euphonia rufiventris,Rufous-bellied Euphonia,bumbar10414
Euphonia pectoralis,Chestnut-bellied Euphonia,bumbar10415
Euphonia cayannensis,Golden-sided Euphonia,bumbar10416
Mycerobas icterioides,Black-and-yellow Grosbeak,bumbar10417
Mycerobas affinis,Collared Grosbeak,bumbar10418
Mycerobas melanozanthos,Spot-winged Grosbeak,bumbar10419
Mycerobas carnipes,White-winged Grosbeak,bumbar10420
Hesperiphona vespertina,Evening Grosbeak,bumbar10421
Hesperiphona abeillei,Hooded Grosbeak,bumbar10422
Coccothraustes coccothraustes,Hawfinch,bumbar10423
Eophona migratoria,Chinese Grosbeak,bumbar10424
Eophona personata,Japanese Grosbeak,bumbar10425
Melamprosops phaeosoma,Poo-uli,bumbar10426
Paroreomyza maculata,Oahu Alauahio,bumbar10427
†Paroreomyza flammea,Kakawahie,bumbar10428
Paroreomyza montana,Maui Alauahio,bumbar10429
Oreomystis bairdi,Akikiki,bumbar10430
Telespiza cantans,Laysan Finch,bumbar10431
Telespiza ultima,Nihoa Finch,bumbar10432
†Rhodacanthis palmeri,Greater Koa-finch,bumbar10433
†Rhodacanthis flaviceps,Lesser Koa-finch,bumbar10434
†Chloridops kona,Kona Grosbeak,bumbar10435
Loxioides bailleui,Palila,bumbar10436
Psittirostra psittacea,Ou,bumbar10437
†Dysmorodreoanis munroi,Lanai Hookbill,bumbar10438
†Akialoa stejnegeri,Kauai Akialoa,bumbar10439
†Akialoa ellisiana,Oahu Akialoa,bumbar10440
†Akialoa lanaiensis,Lanai Akialoa,bumbar10441
†Akialoa obscura,Hawaii Akialoa,bumbar10442
Hemignathus hanapepe,Kauai Nukupuu,bumbar10443
†Hemignathus lucidus,Oahu Nukupuu,bumbar10444
Hemignathus affinis,Maui Nukupuu,bumbar10445
Hemignathus wilsoni,Akiapolaau,bumbar10446
Pseudonestor xanthophrys,Maui Parrotbill,bumbar10447
†Viridonia sagittirostris,Greater Amakihi,bumbar10448
Magumma parva,Anianiau,bumbar10449
Manucerthia mana,Hawaii Creeper,bumbar10450
Loxops caeruleirostris,Akekee,bumbar10451
†Loxops wolstenholmei,Oahu Akepa,bumbar10452
Loxops ochraceus,Maui Akepa,bumbar10453
Loxops coccineus,Hawaii Akepa,bumbar10454
Chlorodrepanis stejnegeri,Kauai Amakihi,bumbar10455
Chlorodrepanis flava,Oahu Amakihi,bumbar10456
Chlorodrepanis virens,Hawaii Amakihi,bumbar10457
†Drepanis funerea,Black Mamo,bumbar10458
†Drepanis pacifica,Hawaii Mamo,bumbar10459
Drepanis coccinea,Iiwi,bumbar10460
Himatione sanguinea,Apapane,bumbar10461
†Himatione fraithii,Laysan Honeycreeper,bumbar10462
Palmeria dolei,Akohekohe,bumbar10463
†Ciridops anna,Ula-Ai-Hawane,bumbar10464
Carpodacus erythrinus,Common Rosefinch,bumbar10465
Carpodacus sipahi,Scarlet Finch,bumbar10466
†Carpodacus ferreorostris,Bonin Grosbeak,bumbar10467
Carpodacus rhodochlamys,Red-mantled Rosefinch,bumbar10468
C. r. grandis,Blyth's Rosefinch,bumbar10469
Carpodacus waltoni,Pink-rumped Rosefinch,bumbar10470
Carpodacus pulcherrimus,Beautiful Rosefinch,bumbar10471
Carpodacus edwardsii,Dark-rumped Rosefinch,bumbar10472
Carpodacus rodochroa,Pink-browed Rosefinch,bumbar10473
Carpodacus verreauxi,Sharpe's Rosefinch,bumbar10474
Carpodacus rodopeplus,Spot-winged Rosefinch,bumbar10475
Carpodacus vinaceus,Vinaceous Rosefinch,bumbar10476
Carpodacus formosanus,Taiwan Rosefinch,bumbar10477
Carpodacus synoicus,Sinai Rosefinch,bumbar10478
Carpodacus stoliczkae,Pale Rosefinch,bumbar10479
Carpodacus roborowskii,Tibetan Rosefinch,bumbar10480
Carpodacus sillemi,Silem's Rosefinch,bumbar10481
Carpodacus rubicilloides,Streaked Rosefinch,bumbar10482
Carpodacus rubicilla,Great Rosefinch,bumbar10483
Carpodacus sibiricus,Long-tailed Rosefinch,bumbar10484
Carpodacus puniceus,Red-fronted Rosefinch,bumbar10485
Carpodacus subhimachalus,Crimson-browed Finch,bumbar10486
Carpodacus roseus,Pallas's Rosefinch,bumbar10487
Carpodacus trifasciatus,Three-banded Rosefinch,bumbar10488
Carpodacus thura,Himalayan White-browed Rosefinch,bumbar10489
Carpodacus dubius,Chinese White-browed Rosefinch,bumbar10490
Pinicola enucleator,Pine Grosbeak,bumbar10491
Pyrrhula nipalensis,Brown Bullfinch,bumbar10492
Pyrrhula waterstradti,Malay Bullfinch,bumbar10493
Pyrrhula leucogenis,White-cheeked Bullfinch,bumbar10494
Pyrrhula aurantiaca,Orange Bullfinch,bumbar10495
Pyrrhula erythrocephala,Red-headed Bullfinch,bumbar10496
Pyrrhula erythaca,Grey-headed Bullfinch,bumbar10497
Pyrrhula murina,Azores Bullfinch,bumbar10498
Pyrrhula pyrrhula,Eurasian Bullfinch,bumbar10499
P. p. cineracea,Grey Bullfinch,bumbar10500
P. p. griseiventris,Grey-bellied Bullfinch,bumbar10501
Rhodopechys alienus,African Crimson-winged Finch,bumbar10502
Rhodopechys sanguineus,Eurasian Crimson-winged Finch,bumbar10503
Bucanetes githagineus,Trumpeter Finch,bumbar10504
Bucanetes mongolicus,Mongolian Finch,bumbar10505
Agraphospiza rubescens,Blanford's Rosefinch,bumbar10506
Callacanthis burtoni,Spectacled Finch,bumbar10507
Pyrrhoplectes epauletta,Gold-naped Finch,bumbar10508
Procarduelis nipalensis,Dark-breasted Rosefinch,bumbar10509
Leucosticte nemoricola,Plain Mountain-finch,bumbar10510
Leucosticte brandti,Brandt's Mountain-finch,bumbar10511
Leucosticte arctoa,Asian Rosy-finch,bumbar10512
Leucosticte tephrocotis,Grey-crowned Rosy-finch,bumbar10513
Leucosticte atrata,Black Rosy-finch,bumbar10514
Leucosticte australis,Brown-capped Rosy-finch,bumbar10515
Haemorhous mexicanus,House Finch,bumbar10516
Haemorhous cassinii,Cassin's Finch,bumbar10517
Haemorhous purpureus,Purple Finch,bumbar10518
Rhodospiza obsoleta,Desert Finch,bumbar10519
Rhynchostruthus socotranus,Socotra Grosbeak,bumbar10520
Rhynchostruthus louisae,Somali Grosbeak,bumbar10521
Rhynchostruthus percivali,Arabian Grosbeak,bumbar10522
Chloris chloris,European Greenfinch,bumbar10523
Chloris sinica,Oriental Greenfinch,bumbar10524
Chloris spinoides,Yellow-breasted Greenfinch,bumbar10525
Chloris monguilloti,Vietnamese Greenfinch,bumbar10526
Chloris ambigua,Black-headed Greenfinch,bumbar10527
Linurgus olivaceus,Oriole Finch,bumbar10528
Crithagra citrinelloides,Abyssinian Citril,bumbar10529
Crithagra frontalis,Yellow-browed Citril,bumbar10530
Crithagra hyposticta,East African Citril,bumbar10531
Crithagra capistrata,Black-faced Canary,bumbar10532
Crithagra koliensis,Papyrus Canary,bumbar10533
Crithagra scotops,Forest Canary,bumbar10534
Crithagra leucopygia,White-rumped Seedeater,bumbar10535
Crithagra atrogularis,Black-throated Canary,bumbar10536
Crithagra reichenowi,Reichenow's Seedeater,bumbar10537
Crithagra xanthopygia,Yellow-rumped Seedeater,bumbar10538
Crithagra rothschildi,Arabian Serin,bumbar10539
Crithagra flavigula,Yellow-throated Seedeater,bumbar10540
Crithagra xantholaema,Salvadori's Seedeater,bumbar10541
Crithagra citrinipecta,Lemon-breasted Canary,bumbar10542
Crithagra mozambica,Yellow-fronted Canary,bumbar10543
Crithagra donaldsoni,Northern Grosbeak-canary,bumbar10544
Crithagra buchanani,Southern Grosbeak-canary,bumbar10545
Crithagra flaviventris,Yellow Canary,bumbar10546
Crithagra dorsostriata,White-bellied Canary,bumbar10547
Crithagra sulphurata,Brimstone Canary,bumbar10548
Crithagra albogularis,White-throated Canary,bumbar10549
Crithagra striatipectus,Stripe-breasted Canary,bumbar10550
Crithagra reichardi,Reichard's Seedeater,bumbar10551
Crithagra canicapilla,West African Seedeater,bumbar10552
Crithagra gularis,Streaky-headed Seedeater,bumbar10553
Crithagra mennelli,Black-eared Seedeater,bumbar10554
Crithagra tristriata,Brown-rumped Seedeater,bumbar10555
Crithagra ankoberensis,Ankober Seedeater,bumbar10556
Crithagra menachensis,Yemen Serin,bumbar10557
Crithagra striolata,Streaky Seedeater,bumbar10558
Crithagra burtoni,Thich-billed Seedeater,bumbar10559
Crithagra melanochroa,Kipengere Seedeater,bumbar10560
Crithagra rufobrunnea,Principe Seedeater,bumbar10561
Crithagra concolor,Sao Tome Grosbeak,bumbar10562
Crithagra leucoptera,Protea Canary,bumbar10563
Crithagra totta,Cape Siskin,bumbar10564
Crithagra symonsi,Drakensberg Siskin,bumbar10565
Linaria flavirostris,Twite,bumbar10566
Linaria cannabina,Common Linnet,bumbar10567
Linaria yemenensis,Yemen Linnet,bumbar10568
Linaria johannis,Warsangli Linnet,bumbar10569
Acanthis flammea,Redpoll,bumbar10570
Acanthis flammea cabaret,Lesser Redpoll,bumbar10571
Acanthis flammea flammea,Common Redpoll,bumbar10572
Acanthis flammea rostrata,Greater Redpoll,bumbar10573
Acanthis flammea hornemanni,Arctic Redpoll,bumbar10574
Loxia pytyopsittacus,Parrot Crossbill,bumbar10575
Loxia scotica,Scottish Crossbill,bumbar10576
Loxia curvirostra,Red Crossbill,bumbar10577
Loxia leucoptera,Two-barred Crossbill,bumbar10578
Loxia megaplaga,Hispaniolan Crossbill,bumbar10579
Chrysocorythus estherae,Mountain Serin,bumbar10580
Chrysocorythus mindanensis,Mindanao Serin,bumbar10581
Carduelis carduelis,European Goldfinch,bumbar10582
Carduelis caniceps,Eastern Goldfinch,bumbar10583
Carduelis citrinella,Citril Finch,bumbar10584
Carduelis corsicana,Corsican Finch,bumbar10585
Serinus serinus,European Serin,bumbar10586
Serinus canaria,Island Canary,bumbar10587
Serinus syriacus,Syrian Serin,bumbar10588
Serinus pusillus,Red-fronted Serin,bumbar10589
Serinus alario,Black-headed Canary,bumbar10590
Serinus canicollis,Cape Canary,bumbar10591
Serinus flavivertex,Yellow-crowned Canary,bumbar10592
Serinus nigriceps,Ethiopian Siskin,bumbar10593
Spinus thibetanus,Tibetan Siskin,bumbar10594
Spinus spinus,Eurasian Siskin,bumbar10595
Spinus pinus,Pine Siskin,bumbar10596
Spinus tristis,American Goldfinch,bumbar10597
Spinus psaltria,Lesser Goldfinch,bumbar10598
Spinus lawrencei,Lawrence's Siskin,bumbar10599
Spinus atriceps,Black-capped Siskin,bumbar10600
Spinus spinescens,Andean Siskin,bumbar10601
Spinus yarellii,Yellow-faced Siskin,bumbar10602
Spinus cucullatus,Red Siskin,bumbar10603
Spinus crassirostris,Thick-billed Siskin,bumbar10604
Spinus magellanicus,Hooded Siskin,bumbar10605
Spinus dominicensis,Antillean Siskin,bumbar10606
Spinus siemiradzkii,Saffron Siskin,bumbar10607
Spinus olivaceus,Olivaceous Siskin,bumbar10608
Spinus notatus,Black-headed Siskin,bumbar10609
Spinus xanthogastrus,Yellow-bellied Siskin,bumbar10610
Spinus atratus,Black Siskin,bumbar10611
Spinus uropygialis,Yellow-rumped Siskin,bumbar10612
Spinus barbatus,Black-chinned Siskin,bumbar10613
CALCARIIDAE,Longspurs,bumbar10614
Calcarius lapponicus,Lapland Longspur,bumbar10615
Calcarius ornatus,Chestnut-collared Longspur,bumbar10616
Calcarius pictus,Smith's Longspur,bumbar10617
Rhynchophanes mccownii,McCown's Longspur,bumbar10618
Plectrophenax nivalis,Snow Bunting,bumbar10619
Plectrophenax hyperboreus,McKay's Bunting,bumbar10620
RHODINOCICHLIDAE,Thrush-tanager,bumbar10621
Rhodinocichla rosea,Rosy Thrush-tanager,bumbar10622
EMBERIZIDAE,Old World Buntings,bumbar10623
Emberiza affinis,Brown-rumped Bunting,bumbar10624
Emberiza lathami,Crested Bunting,bumbar10625
Emberiza melanocephala,Black-headed Bunting,bumbar10626
Emberiza bruniceps,Red-headed Bunting,bumbar10627
Emberiza calandra,Corn Bunting,bumbar10628
Emberiza fucata,Chestnut-eared Bunting,bumbar10629
Emberiza koslowi,Tibetan Bunting,bumbar10630
Emberiza jankowskii,Jankowski's Bunting,bumbar10631
Emberiza cia,Rock Bunting,bumbar10632
Emberiza cioides,Meadow Bunting,bumbar10633
Emberiza godlewski,Godlewski's Bunting,bumbar10634
Emberiza buchanani,Grey-necked Bunting,bumbar10635
Emberiza cineracea,Cinereous Bunting,bumbar10636
Emberiza hortulana,Ortolan Bunting,bumbar10637
Emberiza caesia,Cretzschmar's Bunting,bumbar10638
Emberiza cirlus,Cirl Bunting,bumbar10639
Emberiza stewarti,White-capped Bunting,bumbar10640
Emberiza citrinella,Yellowhammer,bumbar10641
Emberiza leucocephalos,Pine Bunting,bumbar10642
Emberiza cabanisi,Cabanis's Bunting,bumbar10643
Emberiza flaviventris,Golden-breasted Bunting,bumbar10644
Emberiza polipleura,Somali Bunting,bumbar10645
Emberiza capensis,Cape Bunting,bumbar10646
Emberiza impetuani,Lark -like Bunting,bumbar10647
Emberiza socotrana,Socotra Bunting,bumbar10648
Emberiza sahari,House Bunting,bumbar10649
Emberiza striolata,Striped Bunting,bumbar10650
Emberiza goslingi,Grey-throated Bunting,bumbar10651
Emberiza tahapisi,Cinnamon-breasted Bunting,bumbar10652
Emberiza elegans,Yellow-throated Bunting,bumbar10653
Emberiza siemsseni,Slaty Bunting,bumbar10654
